Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Agustín Rossi-Flamengo;Wesley Vinícius França Lima-Flamengo;Danilo da Silva-Flamengo;Léo Pereira-Flamengo;Ayrton Lucas-Flamengo;Erick Pulgar-Flamengo;Nicolás de la Cruz Arcosa-Flamengo;Gerson Santos da Silva-Flamengo;Giorgian De Arrascaeta-Flamengo;Bruno Henrique Pinto-Flamengo;Pedro-Flamengo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Leonardo Rech Ortiz-Flamengo;Alex Sandro-Flamengo;Éverton Sousa Soares-Flamengo;Matheus Cunha Queiroz-Flamengo;Guillermo Varela-Flamengo;João Victor de Souza-Flamengo;Evertton Araújo-Flamengo;Allan Rodrigues de Souza-Flamengo;Luiz Araújo-Flamengo;Gonzalo Plata-Flamengo;Michael Richard Delgado de Oliveira-Flamengo;Juninho Vieira-Flamengo;David Luiz-Flamengo;Gabriel Barbosa-Flamengo;Fabrício Bruno-Flamengo;Matheus Gonçalves-Flamengo;Carlos Jonás Alcaraz-Flamengo;Cleiton-Flamengo;Lorran Lucas-Flamengo;Carlos Moisés de Lima-Flamengo;Matías Viña-Flamengo;Victor Hugo Gomes Silva-Flamengo;Igor Jesus-Flamengo;Pablo Nascimento Castro-Flamengo;Filipe Luís-Flamengo;Matheuzinho-Flamengo;Thiago Maia-Flamengo;Éverton Ribeiro-Flamengo;Matheus França de Oliveira-Flamengo;Arturo Vidal-Flamengo;Aderbar Melo dos Santos Neto-Flamengo;Marinho-Flamengo
2024-11-26;Flamengo;10;13;3;214;644;Fortaleza;3;2;16;7;4;1;0.61;0.39;517;0.84;14;16;2;2;1;0;5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;5;0.055714285714285716;0.21428571428571427;434;0.03225806451612903;711.4754098360656;0.3125;8.19672131147541;9;0.21999999999999997;0;1;-2;0.030947775628626693;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-20;Flamengo;10;17;4;214;656;Cuiabá;2;1;19;5;7;3;0.64;0.36;513;0.89;10;6;2;1;0;0;10;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.072;0.2;457;0.02188183807439825;714.0625;0.5263157894736842;15.625;14;0.28;6;1;4;0.037037037037037035;0.10526315789473684;0.32;5.0;0;2;2;1;0;0;1;0;0.10526315789473684;0.2857142857142857;0.003898635477582846;9.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-13;Flamengo;10;17;30;214;220;Atlético Mineiro;1;1;25;16;6;2;0.54;0.46;452;0.83;14;7;1;1;0;0;7;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.02875;0.07142857142857142;375;0.037333333333333336;694.4444444444443;0.28;12.962962962962962;9;0.08000000000000002;3;0;7;0.05530973451327434;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Flamengo;12;3;2;214;220;Atlético Mineiro;2;3;18;19;9;6;0.31;0.69;223;0.65;7;12;2;2;0;1;5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;11;0.03631578947368421;0.2857142857142857;145;0.04827586206896552;467.741935483871;0.2777777777777778;16.129032258064516;-1;-0.37999999999999995;-6;-1;-5;0.08071748878923767;0.05555555555555555;0.31;5.0;0;1;1;1;0;0;1;0;0.05555555555555555;0.1111111111111111;0.004484304932735426;18.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Flamengo;10;3;3;214;636;Cruzeiro;6;2;11;15;2;5;0.47;0.53;393;0.84;13;8;5;2;1;0;4;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.035333333333333335;0.46153846153846156;330;0.03939393939393939;702.1276595744681;0.36363636363636365;8.51063829787234;-4;-0.06000000000000005;-3;4;5;0.027989821882951654;0.09090909090909091;0.47;4.0;0;1;1;1;0;0;1;0;0.09090909090909091;0.5;0.002544529262086514;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Flamengo;12;3;17;214;220;Atlético Mineiro;1;2;10;13;5;2;0.42;0.58;427;0.8;9;13;1;2;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.04461538461538461;0.1111111111111111;342;0.02631578947368421;814.2857142857143;0.2;4.761904761904762;-3;-0.15999999999999998;-4;-1;-4;0.0234192037470726;0.3;0.13999999999999999;0.6666666666666666;2;1;3;1;0;0;0;1;0.3;0.6;0.00702576112412178;3.3333333333333335;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Flamengo;10;3;3;214;641;Internacional;4;1;12;18;3;5;0.54;0.46;466;0.83;10;14;4;1;0;0;5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;5;0.025555555555555557;0.4;387;0.025839793281653745;716.6666666666666;0.4166666666666667;9.25925925925926;-6;0.08000000000000002;0;3;-4;0.02575107296137339;0.08333333333333333;0.54;5.0;1;0;1;0;1;0;1;0;0.08333333333333333;0.3333333333333333;0.002145922746781116;12.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Flamengo;10;3;3;214;779;Juventude;3;4;20;5;10;3;0.75;0.25;618;0.89;8;14;3;3;0;1;8;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1;0.05;0.375;550;0.014545454545454545;733.3333333333334;0.4;10.666666666666666;15;0.5;7;-1;-6;0.032362459546925564;0.2;0.1875;2.0;1;3;4;1;0;0;0;1;0.2;0.4;0.006472491909385114;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Flamengo;12;3;3;214;652;Corinthians;4;2;5;14;0;6;0.4;0.6;304;0.73;10;19;3;2;1;0;5;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;7;0.04285714285714286;0.4;222;0.04504504504504504;555.0;1.0;12.5;-9;-0.19999999999999996;-2;2;-9;0.01644736842105263;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-17;Flamengo;10;3;3;214;197;Fluminense;1;3;20;12;5;3;0.61;0.39;517;0.84;15;15;1;3;0;0;5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0325;0.06666666666666667;434;0.03456221198156682;711.4754098360656;0.25;8.19672131147541;8;0.21999999999999997;4;-2;0;0.03868471953578337;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Flamengo;10;3;14;214;697;Bahía;4;6;14;9;7;2;0.54;0.46;535;0.84;11;20;4;5;0;1;7;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;3;0.051111111111111114;0.36363636363636365;449;0.024498886414253896;831.4814814814814;0.5;12.962962962962962;5;0.08000000000000002;4;-2;-9;0.026168224299065422;0.14285714285714285;0.27;3.5;1;1;2;1;0;0;1;0;0.14285714285714285;0.2857142857142857;0.003738317757009346;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Flamengo;12;3;20;214;652;Corinthians;4;3;19;10;7;2;0.57;0.43;489;0.84;13;20;4;3;0;0;6;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.043;0.3076923076923077;411;0.031630170316301706;721.0526315789474;0.3157894736842105;10.526315789473685;9;0.13999999999999996;2;1;-7;0.03885480572597137;0.05263157894736842;0.57;6.0;1;0;1;1;0;0;0;1;0.05263157894736842;0.14285714285714285;0.002044989775051125;19.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Flamengo;10;3;17;214;649;Paranaense;2;2;17;7;5;1;0.7;0.3;706;0.9;12;13;2;2;0;0;6;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.04285714285714286;0.16666666666666666;635;0.01889763779527559;907.1428571428572;0.35294117647058826;8.571428571428571;10;0.39999999999999997;5;0;-1;0.024079320113314446;0.058823529411764705;0.7;6.0;0;1;1;1;0;0;0;1;0.058823529411764705;0.2;0.00141643059490085;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Flamengo;-1;3;3;214;221;Peñarol;2;0;13;5;2;1;0.74;0.26;555;0.81;17;10;2;0;0;0;5;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3;0.052000000000000005;0.11764705882352941;450;0.03777777777777778;608.1081081081081;0.38461538461538464;6.756756756756757;8;0.48;2;2;7;0.023423423423423424;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Flamengo;10;1;3;214;206;Grêmio;1;1;20;12;8;3;0.57;0.43;482;0.9;13;6;0;1;1;0;6;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.035833333333333335;0.07692307692307693;434;0.029953917050691243;761.4035087719299;0.3;10.526315789473685;8;0.13999999999999996;2;0;7;0.04149377593360996;0.1;0.285;3.0;1;1;2;0;0;1;1;0;0.1;0.25;0.004149377593360996;10.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Flamengo;-1;3;3;214;221;Peñarol;2;3;20;11;6;2;0.77;0.23;620;0.84;13;11;2;3;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.02090909090909091;0.15384615384615385;521;0.02495201535508637;676.6233766233767;0.25;6.4935064935064934;9;0.54;1;-1;2;0.03225806451612903;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Flamengo;10;3;3;214;777;Vasco da Gama;0;1;17;9;3;2;0.61;0.39;538;0.87;10;10;0;1;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.043333333333333335;0.0;468;0.021367521367521368;767.2131147540983;0.29411764705882354;8.19672131147541;8;0.21999999999999997;-1;-1;0;0.031598513011152414;0.058823529411764705;0.61;5.0;0;1;1;0;1;0;0;1;0.058823529411764705;0.3333333333333333;0.0018587360594795538;17.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-12;Flamengo;12;3;28;214;697;Bahía;1;3;11;8;5;0;0.45;0.55;453;0.86;7;7;1;3;0;0;7;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0;0.06875;0.14285714285714285;390;0.017948717948717947;866.6666666666666;0.6363636363636364;15.555555555555555;3;-0.10000000000000003;7;-2;0;0.024282560706401765;0.09090909090909091;0.45;7.0;0;1;1;1;0;0;0;1;0.09090909090909091;0.2;0.002207505518763797;11.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Flamengo;10;3;17;214;652;Corinthians;5;7;10;13;3;4;0.58;0.42;450;0.84;18;18;4;5;1;2;2;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.03230769230769231;0.2777777777777778;378;0.047619047619047616;651.7241379310345;0.2;3.4482758620689657;-3;0.15999999999999998;-3;-2;0;0.022222222222222223;0.1;0.58;2.0;1;0;1;0;0;1;1;0;0.1;0.3333333333333333;0.0022222222222222222;10.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Flamengo;12;3;22;214;697;Bahía;1;0;7;17;1;3;0.37;0.63;380;0.78;14;11;1;0;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5;0.03705882352941176;0.07142857142857142;296;0.0472972972972973;800.0;0.14285714285714285;2.7027027027027026;-10;-0.26;-4;1;3;0.018421052631578946;0.14285714285714285;0.37;1.0;0;1;1;1;0;0;1;0;0.14285714285714285;1.0;0.002631578947368421;7.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Flamengo;10;3;3;214;659;Bragantino;1;1;13;12;7;2;0.56;0.44;470;0.84;13;12;1;1;0;0;6;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;10;0.03666666666666667;0.07692307692307693;395;0.03291139240506329;705.3571428571428;0.46153846153846156;10.714285714285714;1;0.12000000000000005;-4;0;1;0.027659574468085105;0.15384615384615385;0.28;3.0;1;1;2;1;0;0;0;1;0.15384615384615385;0.2857142857142857;0.00425531914893617;6.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Flamengo;-1;3;7;214;213;Bolívar;3;3;8;22;3;8;0.25;0.75;173;0.48;11;11;3;2;0;1;3;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;8;0.03409090909090909;0.2727272727272727;83;0.13253012048192772;332.0;0.375;12.0;-14;-0.5;-5;0;0;0.046242774566473986;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Flamengo;10;3;3;214;210;Botafogo;2;4;10;19;4;9;0.46;0.54;400;0.84;7;17;2;4;0;0;2;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.028421052631578948;0.2857142857142857;336;0.020833333333333332;730.4347826086956;0.2;4.3478260869565215;-9;-0.08000000000000002;-3;-2;-10;0.025;0.1;0.46;2.0;1;0;1;0;0;1;1;0;0.1;0.25;0.0025;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-15;Flamengo;-1;3;7;214;213;Bolívar;2;1;19;6;6;1;0.64;0.36;548;0.82;5;13;2;1;0;0;12;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1;0.06;0.4;449;0.011135857461024499;701.5625;0.631578947368421;18.75;13;0.28;11;1;-8;0.03467153284671533;0.10526315789473684;0.32;6.0;1;1;2;1;0;0;0;1;0.10526315789473684;0.3333333333333333;0.0036496350364963502;9.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Flamengo;10;3;17;214;217;Palmeiras;1;3;11;9;7;7;0.52;0.48;387;0.76;15;21;1;2;0;1;4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.05333333333333333;0.06666666666666667;294;0.05102040816326531;565.3846153846154;0.36363636363636365;7.692307692307692;2;0.040000000000000036;2;-2;-6;0.028423772609819122;0.09090909090909091;0.52;4.0;0;1;1;0;1;0;0;1;0.09090909090909091;0.14285714285714285;0.002583979328165375;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Flamengo;12;3;17;214;217;Palmeiras;3;0;5;21;2;7;0.4;0.6;285;0.68;10;17;3;0;0;0;4;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;11;0.02857142857142857;0.3;194;0.05154639175257732;485.0;0.8;10.0;-16;-0.19999999999999996;-7;3;-7;0.017543859649122806;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Flamengo;10;3;3;214;201;São Paulo;3;1;8;15;0;3;0.4;0.6;347;0.8;13;11;3;1;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8;0.04;0.23076923076923078;278;0.046762589928057555;695.0;0.375;7.5;-7;-0.19999999999999996;-5;2;2;0.023054755043227664;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Flamengo;12;7;20;214;217;Palmeiras;1;4;19;2;5;0;0.6;0.4;521;0.85;14;21;1;4;0;0;5;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.2;0.07142857142857142;443;0.03160270880361174;738.3333333333334;0.2631578947368421;8.333333333333334;17;0.19999999999999996;3;-3;-7;0.036468330134357005;0.10526315789473684;0.3;2.5;0;2;2;1;0;0;0;1;0.10526315789473684;0.4;0.003838771593090211;9.5;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-28;Flamengo;10;3;0;214;776;Atlético Goianiense;3;2;12;12;6;3;0.53;0.47;508;0.85;9;12;3;2;0;0;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3;0.03916666666666666;0.3333333333333333;432;0.020833333333333332;815.0943396226414;0.5;11.320754716981131;0;0.06000000000000005;3;1;-3;0.023622047244094488;0.16666666666666666;0.265;3.0;1;1;2;1;0;0;0;1;0.16666666666666666;0.3333333333333333;0.003937007874015748;6.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Flamengo;10;3;7;214;693;Vitória;1;1;8;10;4;3;0.57;0.43;507;0.83;15;9;1;1;0;0;8;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;4;0.043;0.06666666666666667;421;0.035629453681710214;738.5964912280702;1.0;14.035087719298247;-2;0.13999999999999996;4;0;6;0.015779092702169626;0.25;0.285;4.0;1;1;2;1;0;0;1;0;0.25;0.5;0.0039447731755424065;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-20;Flamengo;10;3;1;214;778;Criciúma;4;8;15;16;6;4;0.63;0.37;481;0.85;12;21;4;7;0;1;7;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;4;0.023125;0.3333333333333333;409;0.029339853300733496;649.2063492063492;0.4666666666666667;11.11111111111111;-1;0.26;3;-4;-9;0.031185031185031187;0.13333333333333333;0.315;3.5;0;2;2;1;0;0;0;1;0.13333333333333333;0.3333333333333333;0.004158004158004158;7.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-11;Flamengo;10;3;3;214;644;Fortaleza;1;1;21;7;7;2;0.71;0.29;572;0.86;9;11;1;1;0;0;9;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.041428571428571426;0.1111111111111111;492;0.018292682926829267;692.9577464788732;0.42857142857142855;12.67605633802817;14;0.42;5;0;-2;0.03671328671328671;0.047619047619047616;0.71;9.0;1;0;1;0;0;1;0;1;0.047619047619047616;0.14285714285714285;0.0017482517482517483;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-06;Flamengo;10;1;5;214;656;Cuiabá;1;3;20;7;10;3;0.66;0.34;611;0.86;14;12;1;3;0;0;7;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0;0.04857142857142858;0.07142857142857142;525;0.02666666666666667;795.4545454545454;0.35;10.606060606060606;13;0.32;7;-2;2;0.03273322422258593;0.05;0.66;7.0;0;1;1;0;1;0;0;1;0.05;0.1;0.0016366612111292963;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-03;Flamengo;10;3;7;214;220;Atlético Mineiro;2;3;14;11;8;4;0.47;0.53;413;0.85;11;12;2;2;0;1;4;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.04818181818181819;0.18181818181818182;351;0.03133903133903134;746.8085106382979;0.2857142857142857;8.51063829787234;3;-0.06000000000000005;0;-1;-1;0.03389830508474576;0.2857142857142857;0.1175;1.0;2;2;4;1;0;0;1;0;0.2857142857142857;0.5;0.009685230024213076;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
