Fecha;Equipo;Torneo;Alineacion;Remates;Remates al arco;Posesión;Pases;Precisión de los pases;Faltas;Tarjetas amarillas;Tarjetas rojas;Tiros de esquina;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local
4/9/22;Rayo Vallecano;1;3;5;3;54;389;77;16;2;0;0;0;1;1;0;0;1;1;0
27/8/22;Rayo Vallecano;1;3;15;0;66;536;83;11;1;0;7;0;0;0;0;0;1;0;1
19/8/22;Rayo Vallecano;1;3;8;3;45;395;81;17;3;1;2;1;1;2;1;0;0;1;0
13/8/22;Rayo Vallecano;1;3;4;2;32;274;69;14;6;0;0;0;0;0;0;1;0;1;0
31/7/22;Rayo Vallecano;6;3;12;4;44;383;79;16;2;0;7;0;1;1;0;1;0;1;0
29/8/21;Rayo Vallecano;1;3;19;6;46;333;70;19;1;0;5;3;1;4;1;0;0;0;1
22/8/21;Rayo Vallecano;1;3;9;1;38;268;75;15;4;0;4;0;0;0;0;0;1;1;0
15/8/21;Rayo Vallecano;1;3;4;3;24;242;69;7;0;1;0;0;0;0;0;0;1;1;0
20/6/21;Rayo Vallecano;7;6;10;5;33;226;60;14;2;1;4;2;0;2;1;0;0;1;0
13/6/21;Rayo Vallecano;7;3;11;4;61;422;77;14;2;0;4;1;0;1;0;0;1;0;1
6/6/21;Rayo Vallecano;7;1;6;1;42;320;68;16;2;0;2;0;2;2;1;0;0;1;0
3/6/21;Rayo Vallecano;7;1;11;4;52;355;79;17;3;0;1;0;3;3;1;0;0;0;1
30/5/21;Rayo Vallecano;7;3;23;6;78;554;88;10;1;0;12;0;0;0;0;0;1;0;1
24/5/21;Rayo Vallecano;7;3;11;2;58;468;78;14;2;0;0;0;2;2;1;0;0;1;0
20/5/21;Rayo Vallecano;7;3;11;3;56;451;82;16;2;0;4;3;1;4;1;0;0;0;1
16/5/21;Rayo Vallecano;7;8;12;7;70;480;86;19;2;0;8;2;0;2;1;0;0;1;0
10/5/21;Rayo Vallecano;7;3;12;5;59;400;79;18;3;0;6;0;1;1;0;1;0;0;1
