Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;André Ferreira-Valladolid;Antonio Candela-Valladolid;Joseph Aidoo-Valladolid;Javier Sánchez-Valladolid;Henrique Silva Milagres-Valladolid;Stanko Jurić-Valladolid;Darwin Machís-Valladolid;Chuki-Valladolid;Florian Grillitsch-Valladolid;Raúl Moro-Valladolid;Juanmi Latasa-Valladolid;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Anuar Tuhami-Valladolid;Mamadou Sylla-Valladolid;Eray Cömert-Valladolid;Cenk Özkacar-Valladolid;Adam Aznou-Valladolid;Iván Sánchez-Valladolid;Tamás Nikitscher-Valladolid;Mario Martín Rielves-Valladolid;Arnau Rafús-Valladolid;Luis Pérez Maqueda-Valladolid;David Torres Ortiz-Valladolid;Selim Amallah-Valladolid;Karl Jakob Hein-Valladolid;Marcos André-Valladolid;Lucas Rosa-Valladolid;Juma Bah-Valladolid;Kike Pérez-Valladolid;Amath Ndiaye-Valladolid;Raúl Chasco Ruiz-Valladolid;César de la Hoz-Valladolid;Víctor Meseguer-Valladolid;Enzo Boyomo-Valladolid;Jordi Masip-Valladolid;Sergio Escudero Palomo-Valladolid;Oliveira-Valladolid;Monchu-Valladolid;Álvaro Negredo-Valladolid;César Tárrega-Valladolid;Adrián Arnu-Valladolid;Israel Salazar-Valladolid;Stipe Biuk-Valladolid;Kenedy-Valladolid;Manu Pozo-Valladolid;Jonathan Montiel-Valladolid;Iván Cédric-Valladolid;John-Valladolid;Alberto Quintana Moreno-Valladolid;Gustavo Henrique-Valladolid;Mickaël Malsa-Valladolid;Tunde Akinsola-Valladolid;Víctor Rofino-Valladolid;Jawad El Yamiq-Valladolid;Lucas Olaza-Valladolid;Roque Mesa-Valladolid;Álvaro Aguado-Valladolid;Gonzalo Plata-Valladolid;Cyle Larin-Valladolid;Iván Fresneda-Valladolid;Martin Hongla-Valladolid;Óscar Plano-Valladolid;Joaquín Fernández Moreno-Valladolid;Sergio León-Valladolid;Sergio Asenjo-Valladolid;Shon Weissman-Valladolid;Sergio Guardiola Navarro-Valladolid;Zouhair Feddal-Valladolid;Juan José Narváez-Valladolid;Diego Moreno Cledera-Valladolid
2024-11-30;Valladolid;1;9;1;51;27;Atlético Madrid;1;2;9;13;1;9;0.44;0.56;479;0.85;6;11;1;2;0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.043076923076923;0.1666666666666666;407;0.0147420147420147;925.0;0.3333333333333333;6.818181818181818;-4;-0.12;-2;-1;-5;0.0187891440501043;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-22;Valladolid;1;9;1;51;48;Getafe;2;3;6;12;3;5;0.43;0.57;263;0.6;15;15;2;3;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0474999999999999;0.1333333333333333;158;0.0949367088607595;367.4418604651163;0.3333333333333333;4.651162790697675;-6;-0.1399999999999999;-1;-1;0;0.0228136882129277;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Valladolid;1;9;3;51;38;Athletic;4;4;6;17;3;1;0.34;0.66;287;0.71;12;12;4;4;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.0388235294117647;0.3333333333333333;204;0.0588235294117647;600.0;0.8333333333333334;14.705882352941176;-11;-0.32;0;0;0;0.0209059233449477;0.1666666666666666;0.34;5.0;0;1;1;0;1;0;0;1;0.1666666666666666;0.3333333333333333;0.0034843205574912;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Valladolid;1;3;0;51;41;Osasuna;5;1;7;20;4;4;0.51;0.49;357;0.77;12;21;5;1;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.0245;0.4166666666666667;275;0.0436363636363636;539.2156862745098;0.2857142857142857;3.92156862745098;-13;0.02;-5;4;-9;0.0196078431372549;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Valladolid;19;3;5;51;-1;Astur;0;0;19;2;10;2;0.77;0.23;644;0.87;10;9;0;0;0;0;9;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0;0.115;0.0;560;0.0178571428571428;727.2727272727273;0.4736842105263157;11.688311688311687;17;0.54;9;0;1;0.0295031055900621;0.2105263157894736;0.1925;2.25;2;2;4;1;0;0;1;0;0.2105263157894736;0.4;0.0062111801242236;4.75;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Valladolid;1;3;1;51;37;Villarreal;4;2;7;21;3;9;0.45;0.55;412;0.85;16;13;4;2;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0261904761904761;0.25;350;0.0457142857142857;777.7777777777777;0.5714285714285714;8.88888888888889;-14;-0.1;-2;2;3;0.0169902912621359;0.1428571428571428;0.45;4.0;0;1;1;0;0;1;0;1;0.1428571428571428;0.3333333333333333;0.0024271844660194;7.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-18;Valladolid;1;1;3;51;45;Alavés;2;5;12;10;4;4;0.37;0.63;242;0.66;14;15;2;4;0;1;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.063;0.1428571428571428;160;0.0875;432.4324324324325;0.5;16.216216216216218;2;-0.26;1;-3;-1;0.0495867768595041;0.25;0.1233333333333333;2.0;1;2;3;1;0;0;1;0;0.25;0.75;0.012396694214876;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Valladolid;1;0;1;51;42;Rayo Vallecano;4;2;13;17;6;3;0.39;0.61;302;0.81;13;18;4;2;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;13;0.0358823529411764;0.3076923076923077;245;0.0530612244897959;628.2051282051282;0.3846153846153846;12.82051282051282;-4;-0.2199999999999999;-8;2;-5;0.043046357615894;0.0769230769230769;0.39;5.0;0;1;1;0;0;1;0;1;0.0769230769230769;0.1666666666666666;0.0033112582781456;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-27;Valladolid;1;0;1;51;40;R.C.D. Mallorca;3;2;13;17;1;6;0.51;0.49;410;0.8;16;11;3;2;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;4;0.0288235294117647;0.1875;328;0.048780487804878;643.1372549019608;0.5384615384615384;13.72549019607843;-4;0.02;3;1;5;0.0317073170731707;0.0769230769230769;0.51;7.0;0;1;1;0;0;1;0;1;0.0769230769230769;1.0;0.0024390243902439;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Valladolid;1;0;3;51;43;Sevilla;4;4;8;22;2;5;0.45;0.55;306;0.77;12;14;4;3;0;1;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.025;0.3333333333333333;236;0.0508474576271186;524.4444444444445;0.5;8.88888888888889;-14;-0.1;-2;0;-2;0.0261437908496732;0.125;0.45;4.0;0;1;1;0;0;1;1;0;0.125;0.5;0.0032679738562091;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Valladolid;1;3;22;51;46;Real Sociedad;4;4;15;14;2;4;0.34;0.66;269;0.71;15;12;4;4;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;0.0471428571428571;0.2666666666666666;191;0.0785340314136125;561.7647058823529;0.3333333333333333;14.705882352941176;1;-0.32;-2;0;3;0.0557620817843866;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Valladolid;1;4;6;51;44;Celta de Vigo;6;3;6;14;2;9;0.46;0.54;406;0.84;15;14;5;3;1;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.0385714285714285;0.4;341;0.0439882697947214;741.3043478260869;0.5;6.521739130434782;-8;-0.08;-2;3;1;0.0147783251231527;0.1666666666666666;0.46;3.0;0;1;1;0;0;1;1;0;0.1666666666666666;0.5;0.0024630541871921;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Valladolid;1;7;0;51;10;Barcelona;3;0;4;23;1;11;0.29;0.71;248;0.79;12;6;3;0;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10;0.0308695652173913;0.25;196;0.0612244897959183;675.8620689655173;0.25;3.4482758620689657;-19;-0.42;-9;3;6;0.0161290322580645;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Valladolid;1;0;3;51;47;Leganés;1;4;12;7;2;1;0.59;0.41;494;0.87;13;19;1;4;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0585714285714285;0.0769230769230769;430;0.0302325581395348;728.8135593220339;0.3333333333333333;6.779661016949153;5;0.18;0;-3;-6;0.0242914979757085;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Valladolid;1;7;3;51;12;Real Madrid;1;1;8;17;0;9;0.36;0.64;359;0.81;15;10;1;1;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5;0.0376470588235294;0.0666666666666666;291;0.0515463917525773;808.3333333333334;0.625;13.88888888888889;-9;-0.28;0;0;5;0.022284122562674;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Valladolid;1;5;4;51;49;RCD Espanyol;2;2;12;10;1;2;0.45;0.55;387;0.82;15;8;2;2;0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.055;0.1333333333333333;317;0.0473186119873817;704.4444444444445;0.25;6.666666666666666;2;-0.1;1;0;7;0.0310077519379844;0.0833333333333333;0.45;3.0;1;0;1;1;0;0;0;1;0.0833333333333333;1.0;0.0025839793281653;12.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Valladolid;7;0;1;51;134;Tenerife;1;2;13;14;3;5;0.48;0.52;403;0.82;7;13;1;2;0;0;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0371428571428571;0.1428571428571428;330;0.0212121212121212;687.5;0.5384615384615384;14.583333333333334;-1;-0.04;3;-1;-6;0.032258064516129;0.0769230769230769;0.48;7.0;0;1;1;0;0;1;1;0;0.0769230769230769;0.3333333333333333;0.0024813895781637;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Valladolid;7;0;3;51;-1;Villarreal B;5;3;14;12;4;4;0.54;0.46;411;0.82;17;13;4;3;1;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0383333333333333;0.2941176470588235;337;0.0504451038575667;624.074074074074;0.2142857142857142;5.555555555555555;2;0.08;0;2;4;0.0340632603406326;0.2142857142857142;0.18;1.0;0;3;3;1;0;0;0;1;0.2142857142857142;0.75;0.0072992700729927;4.666666666666667;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Valladolid;7;0;1;51;-1;Alcorcón;3;2;16;16;5;9;0.61;0.39;409;0.85;11;14;3;2;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.024375;0.2727272727272727;348;0.0316091954022988;570.4918032786885;0.375;9.836065573770492;0;0.2199999999999999;2;1;-3;0.0391198044009779;0.0625;0.61;6.0;0;1;1;0;1;0;1;0;0.0625;0.2;0.0024449877750611;16.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Valladolid;7;0;1;51;49;RCD Espanyol;4;7;15;4;2;1;0.59;0.41;464;0.78;13;19;4;6;0;1;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.1025;0.3076923076923077;362;0.0359116022099447;613.5593220338983;0.2;5.084745762711865;11;0.18;-1;-3;-6;0.0323275862068965;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Valladolid;7;0;6;51;116;Mirandés;3;1;15;11;6;3;0.55;0.45;467;0.83;12;9;3;0;0;1;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0409090909090909;0.25;388;0.0309278350515463;705.4545454545454;0.2666666666666666;7.272727272727272;4;0.1;-1;2;3;0.032119914346895;0.0666666666666666;0.55;4.0;1;0;1;1;0;0;1;0;0.0666666666666666;0.1666666666666666;0.0021413276231263;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Valladolid;7;0;1;51;122;S. D. Huesca;4;3;12;7;4;0;0.48;0.52;358;0.77;19;6;4;3;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0742857142857142;0.2105263157894736;276;0.0688405797101449;575.0;0.4166666666666667;10.416666666666668;5;-0.04;2;1;13;0.0335195530726257;0.0833333333333333;0.48;5.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.25;0.0027932960893854;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Valladolid;7;0;9;51;816;Amorebieta;2;4;14;9;9;3;0.64;0.36;576;0.89;9;10;2;3;0;1;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.04;0.2222222222222222;513;0.0175438596491228;801.5625;0.4285714285714285;9.375;5;0.28;4;-2;-1;0.0243055555555555;0.2142857142857142;0.2133333333333333;2.0;0;3;3;1;0;0;1;0;0.2142857142857142;0.3333333333333333;0.0052083333333333;4.666666666666667;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Valladolid;7;0;17;51;131;CD Eldense;2;2;19;10;5;2;0.64;0.36;505;0.8;4;12;2;2;0;0;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.036;0.5;404;0.0099009900990099;631.25;0.3684210526315789;10.9375;9;0.28;3;0;-8;0.0376237623762376;0.0526315789473684;0.64;7.0;0;1;1;1;0;0;0;1;0.0526315789473684;0.2;0.0019801980198019;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Valladolid;7;0;0;51;135;Cartagena;0;3;6;15;5;3;0.39;0.61;341;0.76;7;9;0;3;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0406666666666666;0.0;259;0.027027027027027;664.1025641025641;0.0;0.0;-9;-0.2199999999999999;-5;-3;-2;0.0175953079178885;0.3333333333333333;0.195;0.0;2;0;2;1;0;0;1;0;0.3333333333333333;0.4;0.0058651026392961;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Valladolid;7;0;1;51;115;Levante;1;2;11;9;3;1;0.59;0.41;477;0.81;12;21;1;2;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0455555555555555;0.0833333333333333;386;0.0310880829015544;654.2372881355933;0.4545454545454545;8.474576271186441;2;0.18;1;-1;-9;0.0230607966457023;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
