Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Finn Dahmen-Augsburgo;Chrislain Matsima-Augsburgo;Jeffrey Gouweleeuw-Augsburgo;Cédric Zesiger-Augsburgo;Marius Wolf-Augsburgo;Frank Onyeka-Augsburgo;Kristijan Jakić-Augsburgo;Dimitris Giannoulis-Augsburgo;Mert Kömür-Augsburgo;Alexis Claude-Maurice-Augsburgo;Samuel Essende-Augsburgo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Elvis Rexhbeçaj-Augsburgo;Keven Schlotterbeck-Augsburgo;Fredrik Jensen-Augsburgo;Phillip Tietz-Augsburgo;Nediljko Labrović-Augsburgo;Noahkai Banks-Augsburgo;Arne Maier-Augsburgo;Henri Koudossou-Augsburgo;Maximilian Bauer-Augsburgo;Robert Gumny-Augsburgo;Steve Mounié-Augsburgo;Ruben Vargas-Augsburgo;Mads Valentin-Augsburgo;Tim Breithaupt-Augsburgo;Arne Engels-Augsburgo;Tomáš Koubek-Augsburgo;Felix Uduokhai-Augsburgo;Iago Amaral Borduchi-Augsburgo;Niklas Dorsch-Augsburgo;Ermedin Demirovic-Augsburgo;Kevin Mbabu-Augsburgo;Sven Michel-Augsburgo;Patric Pfeiffer-Augsburgo;Dion Drena Beljo-Augsburgo;Mërgim Berisha-Augsburgo;Frederik Winther-Augsburgo;David Čolina-Augsburgo;Maurice Malone-Augsburgo;Renato Veiga-Augsburgo;Kelvin Yeboah-Augsburgo;Rafał Gikiewicz-Augsburgo;Julian Baumgartlinger-Augsburgo;Reece Oxford-Augsburgo;Carlos Gruezo-Augsburgo;Florian Niederlechner-Augsburgo;Raphael Framberger-Augsburgo;André Hahn-Augsburgo
2024-12-07;Augsburgo;9;2;13;173;87;Frankfurt;2;2;8;16;3;4;0.32;0.68;276;0.71;9;17;2;2;0;0;0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;4;0.0425;0.2222222222222222;196;0.04591836734693878;612.5;0.0;0.0;-8;-0.36000000000000004;-4;0;-8;0.028985507246376812;0.25;0.16;0.0;0;2;2;0;1;0;1;0;0.25;0.6666666666666666;0.007246376811594203;4.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Augsburgo;23;2;1;173;182;Karlsruher;4;2;15;13;3;8;0.54;0.46;668;0.84;12;12;4;2;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;5;0.03538461538461539;0.3333333333333333;561;0.0213903743315508;1038.888888888889;0.4666666666666667;12.962962962962962;2;0.08000000000000002;2;2;0;0.02245508982035928;0.13333333333333333;0.27;3.5;1;1;2;0;1;0;1;0;0.13333333333333333;0.6666666666666666;0.0029940119760479044;7.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Augsburgo;9;2;2;173;178;Bochum;3;3;16;7;4;1;0.54;0.46;454;0.77;8;22;3;3;0;0;6;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.06571428571428571;0.375;350;0.022857142857142857;648.1481481481482;0.375;11.11111111111111;9;0.08000000000000002;5;0;-14;0.03524229074889868;0.0625;0.54;6.0;1;0;1;1;0;0;0;1;0.0625;0.25;0.0022026431718061676;16.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-22;Augsburgo;9;2;3;173;23;Bayern;1;0;2;33;1;14;0.2;0.8;218;0.7;9;9;0;0;1;0;0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;8;0.024242424242424242;0.1111111111111111;153;0.058823529411764705;765.0;0.0;0.0;-31;-0.6000000000000001;-8;1;0;0.009174311926605505;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Augsburgo;9;2;29;173;97;Hoffenheim;2;3;16;11;4;2;0.44;0.56;442;0.81;16;7;2;3;0;0;10;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;0.05090909090909091;0.125;358;0.0446927374301676;813.6363636363636;0.625;22.727272727272727;5;-0.12000000000000005;4;-1;9;0.03619909502262444;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Augsburgo;9;2;3;173;175;Wolfsburg;3;1;3;18;1;6;0.3;0.7;269;0.67;14;7;3;1;0;0;1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;8;0.03888888888888889;0.21428571428571427;180;0.07777777777777778;600.0;0.3333333333333333;3.3333333333333335;-15;-0.39999999999999997;-7;2;7;0.011152416356877323;0.3333333333333333;0.3;1.0;1;0;1;0;1;0;1;0;0.3333333333333333;1.0;0.0037174721189591076;3.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Augsburgo;23;4;1;173;194;Schalke 04;0;4;12;8;3;1;0.54;0.46;489;0.81;6;15;0;4;0;0;2;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;0.0575;0.0;396;0.015151515151515152;733.3333333333333;0.16666666666666666;3.7037037037037033;4;0.08000000000000002;-4;-4;-9;0.024539877300613498;0.25;0.18000000000000002;0.6666666666666666;1;2;3;1;0;0;0;1;0.25;1.0;0.006134969325153374;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Augsburgo;9;4;3;173;11;Dortmund;3;2;12;11;4;4;0.23;0.77;224;0.68;13;10;3;1;0;1;3;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5;0.07;0.23076923076923078;152;0.08552631578947369;660.8695652173913;0.25;13.043478260869565;1;-0.54;-2;1;3;0.05357142857142857;0.16666666666666666;0.115;1.5;1;1;2;1;0;0;0;1;0.16666666666666666;0.5;0.008928571428571428;6.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Augsburgo;9;2;3;173;170;Friburgo;1;1;9;15;3;6;0.43;0.57;429;0.81;7;11;1;1;0;0;4;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;5;0.038;0.14285714285714285;347;0.020172910662824207;806.9767441860465;0.4444444444444444;9.30232558139535;-6;-0.13999999999999996;-1;0;-4;0.02097902097902098;0.1111111111111111;0.43;4.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.002331002331002331;9.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-04;Augsburgo;9;2;3;173;172;Mönchengladbach;2;4;15;11;5;4;0.34;0.66;305;0.7;13;15;2;4;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.060000000000000005;0.15384615384615385;214;0.06074766355140187;629.4117647058823;0.4;17.64705882352941;4;-0.32;1;-2;-2;0.04918032786885246;0.13333333333333333;0.17;3.0;1;1;2;1;0;0;0;1;0.13333333333333333;0.4;0.006557377049180328;7.5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Augsburgo;9;17;1;173;31;RB Leipzig;2;1;7;17;1;7;0.4;0.6;384;0.78;13;9;2;1;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;8;0.03529411764705882;0.15384615384615385;300;0.043333333333333335;750.0;0.7142857142857143;12.5;-10;-0.19999999999999996;-3;1;4;0.018229166666666668;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-20;Augsburgo;9;17;17;173;174;Mainz 05;4;4;29;5;8;3;0.74;0.26;541;0.84;7;12;3;3;1;1;14;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1;0.052000000000000005;0.5714285714285714;454;0.015418502202643172;613.5135135135135;0.4827586206896552;18.91891891891892;24;0.48;13;0;-5;0.053604436229205174;0.06896551724137931;0.37;7.0;1;1;2;0;0;1;0;1;0.06896551724137931;0.25;0.0036968576709796672;14.5;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Augsburgo;9;17;2;173;176;St. Pauli;4;3;18;11;9;3;0.43;0.57;317;0.74;12;10;4;3;0;0;7;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;7;0.05181818181818181;0.3333333333333333;235;0.05106382978723404;546.5116279069767;0.3888888888888889;16.27906976744186;7;-0.13999999999999996;0;1;2;0.056782334384858045;0.16666666666666666;0.14333333333333334;2.3333333333333335;0;3;3;1;0;0;0;1;0.16666666666666666;0.3333333333333333;0.00946372239747634;6.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Augsburgo;9;22;3;173;142;Heidenheim;4;1;15;15;1;8;0.64;0.36;523;0.84;10;15;4;1;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.024;0.4;439;0.022779043280182234;685.9375;0.4;9.375;0;0.28;1;3;-5;0.028680688336520075;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Augsburgo;9;22;2;173;171;Werder Bremen;3;1;11;11;3;5;0.45;0.55;381;0.81;11;10;3;1;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.05;0.2727272727272727;309;0.03559870550161812;686.6666666666666;0.36363636363636365;8.88888888888889;0;-0.10000000000000003;2;2;1;0.028871391076115485;0.18181818181818182;0.225;2.0;2;0;2;0;1;0;0;1;0.18181818181818182;0.6666666666666666;0.005249343832020997;5.5;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Augsburgo;23;28;4;173;-1;Viktoria Berlin;3;3;16;6;8;2;0.77;0.23;616;0.85;7;17;3;3;0;0;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.03833333333333334;0.42857142857142855;524;0.013358778625954198;680.5194805194805;0.4375;9.09090909090909;10;0.54;4;0;-10;0.025974025974025976;0.25;0.1925;1.75;1;3;4;1;0;0;1;0;0.25;0.5;0.006493506493506494;4.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Augsburgo;9;22;17;173;6;Leverkusen;1;0;10;20;2;8;0.34;0.66;388;0.81;8;6;1;0;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.033;0.125;314;0.025477707006369428;923.5294117647059;0.4;11.76470588235294;-10;-0.32;-1;1;2;0.02577319587628866;0.1;0.34;4.0;0;1;1;0;0;1;1;0;0.1;0.5;0.002577319587628866;10.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Augsburgo;9;28;13;173;18;Stuttgart;4;2;9;19;1;7;0.23;0.77;226;0.72;15;9;4;2;0;0;5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.04052631578947369;0.26666666666666666;163;0.09202453987730061;708.695652173913;0.5555555555555556;21.73913043478261;-10;-0.54;0;2;6;0.03982300884955752;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Augsburgo;9;29;3;173;11;Dortmund;1;0;22;21;4;10;0.39;0.61;359;0.83;10;4;1;0;0;0;9;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.029047619047619048;0.1;298;0.03355704697986577;764.1025641025641;0.4090909090909091;23.076923076923077;1;-0.21999999999999997;3;1;6;0.06128133704735376;0.045454545454545456;0.39;9.0;1;0;1;0;0;1;1;0;0.045454545454545456;0.25;0.002785515320334262;22.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Augsburgo;9;22;1;173;87;Frankfurt;3;3;6;12;1;7;0.37;0.63;347;0.72;19;2;3;3;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0525;0.15789473684210525;250;0.076;675.6756756756757;0.8333333333333334;13.513513513513514;-6;-0.26;-1;0;17;0.01729106628242075;0.16666666666666666;0.37;5.0;1;0;1;0;0;1;1;0;0.16666666666666666;1.0;0.002881844380403458;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;Augsburgo;9;22;2;173;169;FC Union Berlin;1;1;10;17;4;3;0.47;0.53;421;0.79;15;14;1;1;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.031176470588235295;0.06666666666666667;333;0.04504504504504504;708.5106382978723;0.5;10.638297872340425;-7;-0.06000000000000005;1;0;1;0.023752969121140142;0.2;0.235;2.5;0;2;2;1;0;0;0;1;0.2;0.5;0.004750593824228029;5.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Augsburgo;9;4;29;173;97;Hoffenheim;1;3;15;18;7;6;0.45;0.55;401;0.79;14;8;1;3;0;0;6;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11;0.030555555555555558;0.07142857142857142;317;0.04416403785488959;704.4444444444445;0.4;13.333333333333332;-3;-0.10000000000000003;-5;-2;6;0.03740648379052369;0.06666666666666667;0.45;6.0;0;1;1;0;0;1;1;0;0.06666666666666667;0.14285714285714285;0.0024937655860349127;15.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Augsburgo;9;22;3;173;190;Colonia;0;3;25;12;6;2;0.57;0.43;392;0.82;9;13;0;3;0;0;12;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.035833333333333335;0.0;321;0.028037383177570093;563.1578947368422;0.48;21.05263157894737;13;0.13999999999999996;6;-3;-4;0.06377551020408163;0.04;0.57;12.0;1;0;1;0;1;0;0;1;0.04;0.16666666666666666;0.002551020408163265;25.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Augsburgo;9;22;1;173;175;Wolfsburg;3;2;15;15;5;4;0.49;0.51;390;0.79;19;12;3;1;0;1;6;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.034;0.15789473684210525;308;0.06168831168831169;628.5714285714286;0.4;12.244897959183673;0;-0.020000000000000018;-2;1;7;0.038461538461538464;0.2;0.16333333333333333;2.0;1;2;3;1;0;0;1;0;0.2;0.6;0.007692307692307693;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Augsburgo;9;22;14;173;142;Heidenheim;1;3;7;6;3;1;0.59;0.41;479;0.73;14;20;1;3;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.06833333333333333;0.07142857142857142;350;0.04;593.2203389830509;0.7142857142857143;8.474576271186441;1;0.18;3;-2;-6;0.014613778705636743;0.14285714285714285;0.59;5.0;1;0;1;1;0;0;0;1;0.14285714285714285;0.3333333333333333;0.0020876826722338203;7.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Augsburgo;9;28;29;173;191;SV Darmstadt 98;0;2;22;10;7;5;0.56;0.44;493;0.82;12;4;0;2;0;0;6;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.044;0.0;404;0.0297029702970297;721.4285714285713;0.2727272727272727;10.714285714285714;12;0.12000000000000005;3;-2;8;0.04462474645030426;0.2727272727272727;0.09333333333333334;1.0;5;1;6;1;0;0;1;0;0.2727272727272727;0.8571428571428571;0.012170385395537525;3.6666666666666665;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Augsburgo;9;22;13;173;170;Friburgo;3;1;19;5;8;1;0.63;0.37;520;0.82;16;11;3;1;0;0;10;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.074;0.1875;426;0.03755868544600939;676.1904761904761;0.5263157894736842;15.873015873015873;14;0.26;8;2;5;0.03653846153846154;0.10526315789473684;0.315;5.0;0;2;2;1;0;0;0;1;0.10526315789473684;0.25;0.0038461538461538464;9.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Augsburgo;9;22;6;173;174;Mainz 05;3;3;10;18;3;4;0.55;0.45;361;0.7;16;8;2;3;1;0;7;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.025;0.1875;253;0.06324110671936758;459.99999999999994;0.7;12.727272727272727;-8;0.10000000000000003;0;0;8;0.027700831024930747;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Augsburgo;9;28;13;173;31;RB Leipzig;5;1;11;9;4;7;0.41;0.59;349;0.74;15;10;5;1;0;0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.06555555555555555;0.3333333333333333;258;0.05813953488372093;629.2682926829268;0.09090909090909091;2.4390243902439024;2;-0.18;-2;4;5;0.03151862464183381;0.18181818181818182;0.205;0.5;1;1;2;0;1;0;0;1;0.18181818181818182;0.5;0.0057306590257879654;5.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Augsburgo;9;22;3;173;178;Bochum;1;3;14;10;3;4;0.52;0.48;368;0.62;14;17;1;3;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.048;0.07142857142857142;228;0.06140350877192982;438.46153846153845;0.35714285714285715;9.615384615384615;4;0.040000000000000036;2;-2;-3;0.03804347826086957;0.07142857142857142;0.52;5.0;0;1;1;0;1;0;1;0;0.07142857142857142;0.3333333333333333;0.002717391304347826;14.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Augsburgo;9;28;3;173;23;Bayern;2;6;15;13;7;4;0.4;0.6;369;0.81;12;11;2;6;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.04615384615384615;0.16666666666666666;299;0.04013377926421405;747.5;0.26666666666666666;10.0;2;-0.19999999999999996;-1;-4;1;0.04065040650406504;0.13333333333333333;0.2;2.0;0;2;2;0;0;1;0;1;0.13333333333333333;0.2857142857142857;0.005420054200542005;7.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Augsburgo;9;28;1;173;172;Mönchengladbach;2;1;15;18;7;4;0.44;0.56;401;0.8;20;10;2;1;0;0;7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.031111111111111114;0.1;321;0.06230529595015576;729.5454545454545;0.4666666666666667;15.909090909090908;-3;-0.12000000000000005;2;1;10;0.03740648379052369;0.13333333333333333;0.22;3.5;0;2;2;1;0;0;1;0;0.13333333333333333;0.2857142857142857;0.004987531172069825;7.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
