Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kevin Müller-Heidenheim;Omar Haktab Traoré-Heidenheim;Patrick Mainka-Heidenheim;Benedikt Gimber-Heidenheim;Tim Siersleben-Heidenheim;Frans Krätzig-Heidenheim;Marnon Busch-Heidenheim;Jan Schöppner-Heidenheim;Niklas Dorsch-Heidenheim;Adrian Beck-Heidenheim;Marvin Pieringer-Heidenheim;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Sirlord Conteh-Heidenheim;Budu Zivzivadze-Heidenheim;Mathias Honsak-Heidenheim;Luca Kerber-Heidenheim;Paul Wanner-Heidenheim;Jonas Föhrenbach-Heidenheim;Frank Feller-Heidenheim;Thomas Keller-Heidenheim;Julian Niehues-Heidenheim;Norman Theuerkauf-Heidenheim;Léo Scienza-Heidenheim;Mikkel Kaufmann-Heidenheim;Vitus Eicher-Heidenheim;Lennard Maloney-Heidenheim;Maximilian Breunig-Heidenheim;Denis Thomalla-Heidenheim;Stefan Schimmer-Heidenheim;Eren Dinkci-Heidenheim;Kevin Sessa-Heidenheim;Jan-Niklas Beste-Heidenheim;Tim Kleindienst-Heidenheim;Nikola Dovedan-Heidenheim;Florian Pick-Heidenheim;Dženis Burnić-Heidenheim;Christian Kühlwetter-Heidenheim;Marvin Rittmüller-Heidenheim;Andreas Geipl-Heidenheim
2024-10-27;Heidenheim;9;0;29;142;97;Hoffenheim;1;2;17;12;3;4;0.46;0.54;380;0.76;12;16;1;2;0;0;7;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.045;0.0833333333333333;289;0.0415224913494809;628.2608695652174;0.4117647058823529;15.217391304347826;5;-0.08;4;-1;-4;0.0447368421052631;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Heidenheim;21;3;3;142;147;Pafos;1;1;9;15;3;3;0.38;0.62;305;0.7;13;15;1;1;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;6;0.0413333333333333;0.0769230769230769;214;0.0607476635514018;563.1578947368421;0.3333333333333333;7.894736842105263;-6;-0.24;-3;0;-2;0.0295081967213114;0.1111111111111111;0.38;3.0;1;0;1;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.0032786885245901;9.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Heidenheim;9;3;3;142;172;Mönchengladbach;3;3;19;20;6;10;0.33;0.67;257;0.68;9;15;3;3;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;6;0.0335;0.3333333333333333;175;0.0514285714285714;530.3030303030303;0.1578947368421052;9.09090909090909;-1;-0.34;-3;0;-6;0.0739299610894941;0.1052631578947368;0.165;1.5;1;1;2;0;0;1;1;0;0.1052631578947368;0.3333333333333333;0.0077821011673151;9.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Heidenheim;9;29;13;142;31;RB Leipzig;2;2;14;13;4;2;0.45;0.55;397;0.72;12;13;2;2;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.0423076923076923;0.1666666666666666;286;0.0419580419580419;635.5555555555555;0.2142857142857142;6.666666666666666;1;-0.1;1;0;-1;0.035264483627204;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Heidenheim;21;7;1;142;150;Olimpija Ljubljana;3;3;18;14;8;3;0.67;0.33;546;0.85;14;15;3;3;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;4;0.0235714285714285;0.2142857142857142;464;0.0301724137931034;692.5373134328357;0.3333333333333333;8.955223880597014;4;0.34;2;0;-1;0.0329670329670329;0.1111111111111111;0.335;3.0;1;1;2;1;0;0;0;1;0.1111111111111111;0.25;0.0036630036630036;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Heidenheim;9;3;17;142;174;Mainz 05;5;3;14;7;6;2;0.49;0.51;389;0.74;10;10;4;2;1;1;6;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;0.0728571428571428;0.5;288;0.0347222222222222;587.7551020408164;0.4285714285714285;12.244897959183673;7;-0.02;-1;2;0;0.0359897172236503;0.1428571428571428;0.245;3.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.3333333333333333;0.0051413881748071;7.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Heidenheim;9;30;3;142;170;Friburgo;1;1;7;15;1;5;0.42;0.58;374;0.75;6;7;1;1;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;9;0.0386666666666666;0.1666666666666666;280;0.0214285714285714;666.6666666666667;0.4285714285714285;7.142857142857143;-8;-0.1599999999999999;-6;0;-1;0.0187165775401069;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-13;Heidenheim;9;3;3;142;11;Dortmund;2;2;11;13;4;6;0.38;0.62;342;0.78;18;12;2;2;0;0;1;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;8;0.0476923076923076;0.1111111111111111;267;0.0674157303370786;702.6315789473684;0.0909090909090909;2.631578947368421;-2;-0.24;-7;0;6;0.0321637426900584;0.1818181818181818;0.19;0.5;1;1;2;0;0;1;1;0;0.1818181818181818;0.5;0.0058479532163742;5.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Heidenheim;9;3;22;142;173;Augsburgo;1;4;15;15;8;1;0.36;0.64;299;0.74;15;10;1;4;0;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;6;0.0426666666666666;0.0666666666666666;221;0.0678733031674208;613.8888888888889;0.3333333333333333;13.88888888888889;0;-0.28;-1;-3;5;0.0501672240802675;0.2666666666666666;0.09;1.25;2;2;4;1;0;0;0;1;0.2666666666666666;0.5;0.0133779264214046;3.75;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Heidenheim;21;1;0;142;-1;Häcken;4;5;17;13;5;4;0.36;0.64;295;0.78;17;10;4;5;0;0;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.0492307692307692;0.2352941176470588;230;0.0739130434782608;638.8888888888889;0.4705882352941176;22.22222222222222;4;-0.28;4;-1;7;0.0576271186440678;0.1764705882352941;0.12;2.6666666666666665;1;2;3;1;0;0;0;1;0.1764705882352941;0.6;0.0101694915254237;5.666666666666667;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Heidenheim;9;3;2;142;176;St. Pauli;3;2;5;11;3;3;0.38;0.62;351;0.7;15;10;3;2;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.0563636363636363;0.2;246;0.0609756097560975;647.3684210526316;0.4;5.2631578947368425;-6;-0.24;-2;1;5;0.0142450142450142;0.4;0.19;1.0;0;2;2;1;0;0;1;0;0.4;0.6666666666666666;0.0056980056980056;2.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Heidenheim;21;7;0;142;-1;Häcken;3;1;5;18;3;6;0.34;0.66;256;0.77;13;10;3;1;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0366666666666666;0.2307692307692307;197;0.065989847715736;579.4117647058823;0.2;2.941176470588235;-13;-0.32;-4;2;3;0.01953125;0.4;0.17;0.5;1;1;2;1;0;0;1;0;0.4;0.6666666666666666;0.0078125;2.5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Heidenheim;23;1;3;142;-1;Villingen;0;1;21;11;10;2;0.68;0.32;610;0.91;10;7;0;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;0.029090909090909;0.0;555;0.018018018018018;816.1764705882352;0.1904761904761904;5.88235294117647;10;0.36;3;-1;3;0.0344262295081967;0.1904761904761904;0.17;1.0;1;3;4;1;0;0;1;0;0.1904761904761904;0.4;0.0065573770491803;5.25;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Heidenheim;9;3;3;142;190;Colonia;1;3;16;22;8;9;0.48;0.52;389;0.79;9;20;1;3;0;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12;0.0236363636363636;0.1111111111111111;307;0.0293159609120521;639.5833333333334;0.3125;10.416666666666668;-6;-0.04;-7;-2;-11;0.0411311053984575;0.25;0.12;1.25;3;1;4;1;0;0;0;1;0.25;0.5;0.0102827763496143;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Heidenheim;9;3;17;142;170;Friburgo;1;1;8;20;3;4;0.43;0.57;404;0.8;11;9;1;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.0284999999999999;0.0909090909090909;323;0.0340557275541795;751.1627906976744;0.5;9.30232558139535;-12;-0.1399999999999999;2;0;2;0.0198019801980198;0.125;0.43;4.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0024752475247524;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Heidenheim;9;14;17;142;174;Mainz 05;2;3;15;10;5;4;0.45;0.55;429;0.76;8;8;2;3;0;0;6;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.055;0.25;326;0.0245398773006134;724.4444444444445;0.4;13.333333333333332;5;-0.1;3;-1;0;0.0349650349650349;0.0666666666666666;0.45;6.0;0;1;1;0;1;0;0;1;0.0666666666666666;0.2;0.0023310023310023;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Heidenheim;9;14;29;142;191;SV Darmstadt 98;1;2;17;11;5;3;0.55;0.45;441;0.78;12;14;1;2;0;0;8;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.0409090909090909;0.0833333333333333;344;0.0348837209302325;625.4545454545454;0.4705882352941176;14.545454545454543;6;0.1;5;-1;-2;0.0385487528344671;0.0588235294117647;0.55;8.0;0;1;1;1;0;0;1;0;0.0588235294117647;0.2;0.0022675736961451;17.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Heidenheim;9;22;13;142;31;RB Leipzig;3;1;10;12;4;4;0.39;0.61;363;0.73;13;8;3;1;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6;0.0508333333333333;0.2307692307692307;265;0.0490566037735849;679.4871794871794;0.2;5.128205128205128;-2;-0.2199999999999999;-4;2;5;0.0275482093663911;0.1;0.39;2.0;0;1;1;0;0;1;0;1;0.1;0.25;0.0027548209366391;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Heidenheim;9;3;3;142;178;Bochum;1;4;11;23;3;5;0.39;0.61;282;0.62;21;12;1;4;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0265217391304347;0.0476190476190476;175;0.12;448.71794871794873;0.1818181818181818;5.128205128205128;-12;-0.2199999999999999;-4;-3;9;0.0390070921985815;0.0909090909090909;0.39;2.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0035460992907801;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Heidenheim;9;3;3;142;23;Bayern;2;0;9;15;4;7;0.32;0.68;310;0.73;9;8;2;0;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3;0.0453333333333333;0.2222222222222222;226;0.0398230088495575;706.25;0.3333333333333333;9.375;-6;-0.36;0;2;1;0.0290322580645161;0.3333333333333333;0.1066666666666666;1.0;0;3;3;1;0;0;0;1;0.3333333333333333;0.75;0.0096774193548387;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Heidenheim;9;3;13;142;18;Stuttgart;1;1;6;20;3;6;0.26;0.74;274;0.66;9;5;0;1;1;0;7;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6;0.037;0.1111111111111111;181;0.0497237569060773;696.1538461538461;1.1666666666666667;26.923076923076923;-14;-0.48;1;0;4;0.0218978102189781;0.5;0.0866666666666666;2.333333333333333;0;3;3;0;1;0;1;0;0.5;1.0;0.010948905109489;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Heidenheim;9;3;0;142;172;Mönchengladbach;1;3;19;7;3;2;0.54;0.46;458;0.79;16;8;1;3;0;0;10;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0657142857142857;0.0625;362;0.0441988950276243;670.3703703703703;0.5263157894736842;18.51851851851852;12;0.08;6;-2;8;0.0414847161572052;0.0526315789473684;0.54;10.0;0;1;1;0;1;0;0;1;0.0526315789473684;0.3333333333333333;0.0021834061135371;19.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Heidenheim;9;14;22;142;173;Augsburgo;3;1;6;7;1;3;0.41;0.59;331;0.61;20;14;3;1;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.0842857142857142;0.15;202;0.099009900990099;492.6829268292683;0.3333333333333333;4.878048780487805;-1;-0.18;-3;2;6;0.0181268882175226;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Heidenheim;9;3;1;142;87;Frankfurt;1;4;15;10;3;5;0.58;0.42;443;0.75;7;10;1;4;0;0;7;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0419999999999999;0.1428571428571428;332;0.0210843373493975;572.4137931034484;0.4666666666666667;12.06896551724138;5;0.1599999999999999;4;-3;-3;0.0338600451467268;0.0666666666666666;0.58;7.0;0;1;1;0;0;1;0;1;0.0666666666666666;0.3333333333333333;0.0022573363431151;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Heidenheim;9;5;2;142;169;FC Union Berlin;1;2;10;12;4;3;0.42;0.58;370;0.67;12;9;1;2;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0483333333333333;0.0833333333333333;248;0.0483870967741935;590.4761904761905;0.2;4.761904761904762;-2;-0.1599999999999999;-2;-1;3;0.027027027027027;0.2;0.21;1.0;1;1;2;0;1;0;1;0;0.2;0.5;0.0054054054054054;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Heidenheim;9;3;29;142;6;Leverkusen;2;1;6;18;3;3;0.37;0.63;366;0.71;15;5;2;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;5;0.035;0.1333333333333333;260;0.0576923076923076;702.7027027027027;0.6666666666666666;10.81081081081081;-12;-0.26;-1;1;10;0.0163934426229508;0.1666666666666666;0.37;4.0;0;1;1;0;0;1;0;1;0.1666666666666666;0.3333333333333333;0.0027322404371584;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Heidenheim;9;3;2;142;171;Werder Bremen;2;1;11;15;3;3;0.34;0.66;316;0.63;13;10;2;1;0;0;10;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.044;0.1538461538461538;199;0.0653266331658291;585.2941176470588;0.9090909090909092;29.41176470588235;-4;-0.32;5;1;3;0.0348101265822784;0.1818181818181818;0.17;5.0;2;0;2;1;0;0;1;0;0.1818181818181818;0.6666666666666666;0.0063291139240506;5.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-02;Heidenheim;9;3;13;142;11;Dortmund;0;2;12;14;0;5;0.3;0.7;292;0.69;7;7;0;2;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6;0.0499999999999999;0.0;201;0.0348258706467661;670.0;0.3333333333333333;13.333333333333334;-2;-0.3999999999999999;-2;-2;0;0.0410958904109589;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Heidenheim;9;3;28;142;97;Hoffenheim;0;4;14;23;3;7;0.32;0.68;313;0.67;13;11;0;4;0;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;9;0.0295652173913043;0.0;210;0.0619047619047619;656.25;0.3571428571428571;15.625;-9;-0.36;-4;-4;2;0.0447284345047923;0.0714285714285714;0.32;5.0;1;0;1;0;1;0;1;0;0.0714285714285714;0.3333333333333333;0.0031948881789137;14.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;Heidenheim;9;7;3;142;175;Wolfsburg;0;1;12;13;3;3;0.52;0.48;500;0.76;11;10;0;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2;0.0369230769230769;0.0;380;0.0289473684210526;730.7692307692307;0.3333333333333333;7.692307692307692;-1;0.04;2;-1;1;0.024;0.0833333333333333;0.52;4.0;1;0;1;0;1;0;0;1;0.0833333333333333;0.3333333333333333;0.002;12.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Heidenheim;9;1;3;142;190;Colonia;1;3;9;14;2;5;0.48;0.52;421;0.76;11;12;1;3;0;0;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;9;0.0371428571428571;0.0909090909090909;320;0.034375;666.6666666666667;0.6666666666666666;12.5;-5;-0.04;-3;-2;-1;0.0213776722090261;0.1111111111111111;0.48;6.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.5;0.002375296912114;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Heidenheim;9;1;3;142;170;Friburgo;3;4;15;11;3;4;0.53;0.47;456;0.8;20;12;3;4;0;0;7;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;4;0.0427272727272727;0.15;365;0.0547945205479452;688.6792452830189;0.4666666666666667;13.20754716981132;4;0.06;3;-1;8;0.0328947368421052;0.2;0.1766666666666666;2.333333333333333;0;3;3;1;0;0;0;1;0.2;1.0;0.006578947368421;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-16;Heidenheim;9;5;13;142;174;Mainz 05;3;3;6;19;2;4;0.34;0.66;275;0.53;20;9;3;3;0;0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;8;0.0347368421052631;0.15;146;0.136986301369863;429.4117647058823;0.1666666666666666;2.941176470588235;-13;-0.32;-7;0;11;0.0218181818181818;0.1666666666666666;0.34;1.0;1;0;1;1;0;0;1;0;0.1666666666666666;0.5;0.0036363636363636;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Heidenheim;9;13;29;142;191;SV Darmstadt 98;2;2;16;20;7;7;0.44;0.56;328;0.64;17;13;2;2;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.028;0.1176470588235294;210;0.0809523809523809;477.27272727272725;0.5;18.181818181818183;-4;-0.12;5;0;4;0.048780487804878;0.1875;0.1466666666666666;2.6666666666666665;1;2;3;1;0;0;0;1;0.1875;0.4285714285714285;0.0091463414634146;5.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Heidenheim;9;9;13;142;31;RB Leipzig;2;2;7;23;1;8;0.29;0.71;295;0.63;16;13;2;2;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.0308695652173913;0.125;186;0.086021505376344;641.3793103448277;0.4285714285714285;10.344827586206897;-16;-0.42;-2;0;3;0.023728813559322;0.1428571428571428;0.29;3.0;1;0;1;0;0;1;1;0;0.1428571428571428;1.0;0.0033898305084745;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Heidenheim;9;7;0;142;178;Bochum;4;3;9;10;3;2;0.48;0.52;402;0.7;14;7;4;3;0;0;6;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;5;0.052;0.2857142857142857;281;0.0498220640569395;585.4166666666667;0.6666666666666666;12.5;-1;-0.04;1;1;7;0.0223880597014925;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
