Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kevin Müller-Heidenheim;Omar Haktab Traoré-Heidenheim;Patrick Mainka-Heidenheim;Benedikt Gimber-Heidenheim;Tim Siersleben-Heidenheim;Frans Krätzig-Heidenheim;Marnon Busch-Heidenheim;Jan Schöppner-Heidenheim;Niklas Dorsch-Heidenheim;Adrian Beck-Heidenheim;Marvin Pieringer-Heidenheim;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Sirlord Conteh-Heidenheim;Budu Zivzivadze-Heidenheim;Mathias Honsak-Heidenheim;Luca Kerber-Heidenheim;Paul Wanner-Heidenheim;Jonas Föhrenbach-Heidenheim;Frank Feller-Heidenheim;Thomas Keller-Heidenheim;Julian Niehues-Heidenheim;Norman Theuerkauf-Heidenheim;Léo Scienza-Heidenheim;Mikkel Kaufmann-Heidenheim;Vitus Eicher-Heidenheim;Lennard Maloney-Heidenheim;Maximilian Breunig-Heidenheim;Denis Thomalla-Heidenheim;Stefan Schimmer-Heidenheim;Eren Dinkci-Heidenheim;Kevin Sessa-Heidenheim;Jan-Niklas Beste-Heidenheim;Tim Kleindienst-Heidenheim;Nikola Dovedan-Heidenheim;Florian Pick-Heidenheim;Dženis Burnić-Heidenheim;Christian Kühlwetter-Heidenheim;Marvin Rittmüller-Heidenheim;Andreas Geipl-Heidenheim
2023-11-11;Heidenheim;9;7;3;142;23;Bayern;0;1;8;19;2;8;0.27;0.73;293;0.71;8;8;0;1;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0384210526315789;0.0;208;0.0384615384615384;770.3703703703703;0.25;7.4074074074074066;-11;-0.4599999999999999;-5;-1;0;0.0273037542662116;0.25;0.135;1.0;0;2;2;0;0;1;1;0;0.25;1.0;0.0068259385665529;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-05;Heidenheim;9;3;3;142;18;Stuttgart;2;2;19;17;3;2;0.3;0.7;258;0.62;7;13;2;2;0;0;9;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;0.0411764705882352;0.2857142857142857;160;0.04375;533.3333333333334;0.4736842105263157;30.0;2;-0.3999999999999999;3;0;-6;0.0736434108527131;0.1052631578947368;0.15;4.5;0;2;2;1;0;0;0;1;0.1052631578947368;0.6666666666666666;0.0077519379844961;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-31;Heidenheim;23;14;3;142;172;Mönchengladbach;0;0;5;14;1;4;0.53;0.47;586;0.84;8;9;0;0;0;0;4;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6;0.0335714285714285;0.0;492;0.016260162601626;928.3018867924528;0.8;7.547169811320754;-9;0.06;-2;0;-1;0.0085324232081911;0.2;0.53;4.0;0;1;1;0;0;1;1;0;0.2;1.0;0.0017064846416382;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-10-28;Heidenheim;9;3;3;142;172;Mönchengladbach;3;0;9;13;4;6;0.46;0.54;501;0.84;17;5;3;0;0;0;4;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0415384615384615;0.1764705882352941;421;0.0403800475059382;915.2173913043478;0.4444444444444444;8.695652173913043;-4;-0.08;-2;3;12;0.0179640718562874;0.1111111111111111;0.46;4.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.0019960079840319;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Heidenheim;9;7;13;142;173;Augsburgo;3;2;15;9;5;6;0.6;0.4;554;0.84;11;11;3;2;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0444444444444444;0.2727272727272727;465;0.0236559139784946;775.0;0.4;10.0;6;0.1999999999999999;1;1;0;0.0270758122743682;0.1333333333333333;0.3;3.0;2;0;2;0;0;1;0;1;0.1333333333333333;0.4;0.003610108303249;7.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;Heidenheim;9;3;17;142;87;Frankfurt;3;2;7;13;2;6;0.51;0.49;496;0.77;10;14;3;2;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3;0.0376923076923076;0.3;382;0.0261780104712041;749.0196078431372;0.8571428571428571;11.76470588235294;-6;0.02;3;1;-4;0.0141129032258064;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;Heidenheim;9;3;6;142;169;FC Union Berlin;1;2;10;20;4;8;0.48;0.52;405;0.76;11;14;1;2;0;0;5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;7;0.026;0.0909090909090909;308;0.0357142857142857;641.6666666666667;0.5;10.416666666666668;-10;-0.04;-2;-1;-3;0.0246913580246913;0.1;0.48;5.0;0;1;1;1;0;0;0;1;0.1;0.25;0.0024691358024691;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Heidenheim;9;3;17;142;6;Leverkusen;1;1;2;21;2;10;0.28;0.72;321;0.75;10;9;1;1;0;0;2;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0342857142857142;0.1;241;0.0414937759336099;860.7142857142857;1.0;7.142857142857142;-19;-0.4399999999999999;-5;0;1;0.0062305295950155;0.5;0.28;2.0;0;1;1;0;0;1;1;0;0.5;0.5;0.0031152647975077;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;Heidenheim;9;3;2;142;171;Werder Bremen;1;1;18;11;5;4;0.41;0.59;324;0.73;20;8;1;1;0;0;10;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.0536363636363636;0.05;237;0.0843881856540084;578.048780487805;0.5555555555555556;24.390243902439025;7;-0.18;9;0;12;0.0555555555555555;0.2222222222222222;0.1025;2.5;2;2;4;1;0;0;0;1;0.2222222222222222;0.8;0.0123456790123456;4.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-01;Heidenheim;9;3;0;142;11;Dortmund;3;3;14;19;6;8;0.37;0.63;298;0.69;22;9;3;3;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0331578947368421;0.1363636363636363;206;0.1067961165048543;556.7567567567568;0.4285714285714285;16.216216216216218;-5;-0.26;3;0;13;0.046979865771812;0.1428571428571428;0.185;3.0;0;2;2;0;1;0;1;0;0.1428571428571428;0.3333333333333333;0.0067114093959731;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Heidenheim;9;1;6;142;97;Hoffenheim;1;5;20;16;9;6;0.37;0.63;281;0.69;13;9;1;5;0;0;10;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6;0.039375;0.0769230769230769;194;0.0670103092783505;524.3243243243244;0.5;27.027027027027028;4;-0.26;4;-4;4;0.0711743772241993;0.1;0.185;5.0;1;1;2;0;0;1;0;1;0.1;0.2222222222222222;0.0071174377224199;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Heidenheim;9;14;0;142;175;Wolfsburg;0;3;14;18;1;8;0.52;0.48;484;0.79;9;10;0;3;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0266666666666666;0.0;382;0.0235602094240837;734.6153846153846;0.5;13.461538461538462;-4;0.04;6;-3;-1;0.0289256198347107;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-08-13;Heidenheim;23;14;4;142;-1;Rostocker FC;0;2;39;1;21;0;0.63;0.37;562;0.87;10;22;0;2;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0;0.37;0.0;489;0.0204498977505112;776.1904761904761;0.1025641025641025;6.349206349206349;38;0.26;4;-2;-12;0.0693950177935943;0.2051282051282051;0.07875;0.5;5;3;8;1;0;0;1;0;0.2051282051282051;0.3809523809523809;0.0142348754448398;4.875;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-28;Heidenheim;24;3;3;142;196;Jahn Regensburg;0;6;19;11;10;5;0.52;0.48;385;0.73;11;21;0;6;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0436363636363636;0.0;281;0.0391459074733096;540.3846153846154;0.2105263157894736;7.692307692307692;8;0.04;-1;-6;-10;0.0493506493506493;0.1578947368421052;0.1733333333333333;1.3333333333333333;0;3;3;1;0;0;1;0;0.1578947368421052;0.3;0.0077922077922077;6.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-05-20;Heidenheim;24;3;29;142;613;SV Sandhausen;2;3;21;3;6;0;0.61;0.39;465;0.76;9;12;2;3;0;0;13;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.13;0.2222222222222222;353;0.0254957507082152;578.688524590164;0.6190476190476191;21.311475409836067;18;0.2199999999999999;12;-1;-3;0.0451612903225806;0.0476190476190476;0.61;13.0;0;1;1;1;0;0;0;1;0.0476190476190476;0.1666666666666666;0.0021505376344086;21.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-05-14;Heidenheim;24;3;29;142;181;Paderborn;1;2;14;17;3;8;0.46;0.54;470;0.79;8;9;1;2;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0317647058823529;0.125;371;0.0215633423180593;806.5217391304348;0.2142857142857142;6.521739130434782;-3;-0.08;-2;-1;-1;0.0297872340425531;0.1428571428571428;0.23;1.5;2;0;2;0;0;1;1;0;0.1428571428571428;0.6666666666666666;0.0042553191489361;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-05-07;Heidenheim;24;3;0;142;187;1. FC Magdeburg;2;2;20;11;7;2;0.39;0.61;348;0.75;11;8;2;2;0;0;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0554545454545454;0.1818181818181818;261;0.0421455938697318;669.2307692307692;0.4;20.51282051282051;9;-0.2199999999999999;5;0;3;0.057471264367816;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-28;Heidenheim;24;7;2;142;189;Greuther Fürth;2;0;14;18;10;5;0.39;0.61;345;0.66;14;7;2;0;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;9;0.0338888888888888;0.1428571428571428;228;0.0614035087719298;584.6153846153846;0.2857142857142857;10.256410256410255;-4;-0.2199999999999999;-5;2;7;0.0405797101449275;0.1428571428571428;0.195;2.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.2;0.0057971014492753;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-23;Heidenheim;24;7;3;142;177;KSV Holstein;2;2;21;7;6;2;0.42;0.58;366;0.78;11;11;2;2;0;0;12;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0828571428571428;0.1818181818181818;285;0.0385964912280701;678.5714285714286;0.5714285714285714;28.571428571428573;14;-0.1599999999999999;11;0;0;0.0573770491803278;0.1428571428571428;0.1399999999999999;4.0;1;2;3;1;0;0;0;1;0.1428571428571428;0.5;0.0081967213114754;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-14;Heidenheim;24;7;29;142;180;Hannover 96;1;3;13;14;4;6;0.46;0.54;415;0.73;13;11;1;3;0;0;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0385714285714285;0.0769230769230769;303;0.0429042904290429;658.695652173913;0.6153846153846154;17.391304347826086;-1;-0.08;2;-2;2;0.0313253012048192;0.2307692307692307;0.1533333333333333;2.6666666666666665;3;0;3;1;0;0;1;0;0.2307692307692307;0.75;0.0072289156626506;4.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-08;Heidenheim;24;3;17;142;176;St. Pauli;2;2;11;10;1;4;0.56;0.44;509;0.75;11;11;2;2;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.044;0.1818181818181818;382;0.0287958115183246;682.1428571428571;0.4545454545454545;8.928571428571427;1;0.12;2;0;0;0.0216110019646365;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-01;Heidenheim;24;3;6;142;188;1. FCK;2;2;12;14;2;4;0.52;0.48;420;0.67;16;10;2;2;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0342857142857142;0.125;281;0.0569395017793594;540.3846153846154;0.4166666666666667;9.615384615384617;-2;0.04;2;0;6;0.0285714285714285;0.1666666666666666;0.26;2.5;0;2;2;0;1;0;1;0;0.1666666666666666;1.0;0.0047619047619047;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-03-17;Heidenheim;24;3;22;142;182;Karlsruher;2;1;14;13;8;5;0.49;0.51;401;0.69;9;8;2;1;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0392307692307692;0.2222222222222222;277;0.0324909747292418;565.3061224489796;0.2857142857142857;8.16326530612245;1;-0.02;2;1;1;0.0349127182044887;0.3571428571428571;0.098;0.8;2;3;5;1;0;0;0;1;0.3571428571428571;0.625;0.0124688279301745;2.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
2023-03-11;Heidenheim;24;3;13;142;179;Düsseldorf;3;3;9;13;2;5;0.51;0.49;494;0.8;10;11;2;3;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0376923076923076;0.3;395;0.0253164556962025;774.5098039215686;0.1111111111111111;1.96078431372549;-4;0.02;-2;0;-1;0.0182186234817813;0.1111111111111111;0.51;1.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.5;0.0020242914979757;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-03-04;Heidenheim;24;3;29;142;191;SV Darmstadt 98;2;1;18;10;6;2;0.52;0.48;420;0.63;18;11;1;1;1;0;9;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.048;0.1111111111111111;265;0.0679245283018867;509.6153846153846;0.5;17.307692307692307;8;0.04;7;1;7;0.0428571428571428;0.0555555555555555;0.52;9.0;0;1;1;1;0;0;0;1;0.0555555555555555;0.1666666666666666;0.0023809523809523;18.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-02-26;Heidenheim;24;7;2;142;614;Arminia;2;3;5;15;4;4;0.51;0.49;394;0.7;14;9;2;3;0;0;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0326666666666666;0.1428571428571428;276;0.0507246376811594;541.1764705882352;0.0;0.0;-10;0.02;-6;-1;5;0.0126903553299492;0.2;0.51;0.0;0;1;1;1;0;0;1;0;0.2;0.25;0.0025380710659898;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-02-19;Heidenheim;24;3;14;142;186;Nürnberg;0;2;17;6;7;2;0.71;0.29;716;0.89;8;8;0;1;0;1;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0483333333333333;0.0;637;0.0125588697017268;897.1830985915493;0.2941176470588235;7.042253521126761;11;0.42;0;-2;0;0.0237430167597765;0.2941176470588235;0.142;1.0;3;2;5;1;0;0;0;1;0.2941176470588235;0.7142857142857143;0.0069832402234636;3.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-02-11;Heidenheim;24;3;3;142;183;Hamburg;3;2;22;12;9;6;0.4;0.6;340;0.73;8;9;3;2;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0499999999999999;0.375;248;0.032258064516129;620.0;0.1818181818181818;10.0;10;-0.1999999999999999;-1;1;-1;0.0647058823529411;0.1363636363636363;0.1333333333333333;1.3333333333333333;3;0;3;0;1;0;0;1;0.1363636363636363;0.3333333333333333;0.0088235294117647;7.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-02-04;Heidenheim;24;7;2;142;195;Eintracht Braunschweig;1;0;17;9;6;4;0.66;0.34;588;0.8;12;7;1;0;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0377777777777777;0.0833333333333333;470;0.025531914893617;712.1212121212121;0.3529411764705882;9.09090909090909;8;0.32;3;1;5;0.0289115646258503;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2023-01-28;Heidenheim;24;3;9;142;626;Hansa Rostock;1;0;15;8;5;0;0.53;0.47;471;0.76;7;9;1;0;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0.05875;0.1428571428571428;358;0.0195530726256983;675.4716981132075;0.3333333333333333;9.433962264150942;7;0.06;5;1;-2;0.0318471337579617;0.1333333333333333;0.265;2.5;0;2;2;1;0;0;0;1;0.1333333333333333;0.4;0.0042462845010615;7.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-12;Heidenheim;24;7;0;142;196;Jahn Regensburg;1;4;10;17;6;4;0.55;0.45;427;0.79;17;11;1;4;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0264705882352941;0.0588235294117647;337;0.0504451038575667;612.7272727272726;0.4;7.272727272727272;-7;0.1;1;-3;6;0.0234192037470726;0.5;0.11;0.8;3;2;5;1;0;0;0;1;0.5;0.8333333333333334;0.0117096018735363;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-11-09;Heidenheim;24;3;2;142;613;SV Sandhausen;4;1;15;14;6;6;0.57;0.43;445;0.8;13;10;4;1;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0307142857142857;0.3076923076923077;356;0.0365168539325842;624.561403508772;0.1333333333333333;3.5087719298245617;1;0.1399999999999999;-3;3;3;0.0337078651685393;0.2666666666666666;0.1425;0.5;2;2;4;1;0;0;1;0;0.2666666666666666;0.6666666666666666;0.0089887640449438;3.75;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-11-05;Heidenheim;24;3;29;142;181;Paderborn;1;2;14;6;3;0;0.42;0.58;310;0.7;9;10;1;2;0;0;9;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.0966666666666666;0.1111111111111111;217;0.0414746543778801;516.6666666666667;0.6428571428571429;21.42857142857143;8;-0.1599999999999999;5;-1;-1;0.0451612903225806;0.2142857142857142;0.1399999999999999;3.0;1;2;3;1;0;0;0;1;0.2142857142857142;1.0;0.0096774193548387;4.666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-28;Heidenheim;24;3;0;142;187;1. FC Magdeburg;1;2;12;15;4;1;0.24;0.76;244;0.58;11;11;1;2;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;7;0.0506666666666666;0.0909090909090909;142;0.0774647887323943;591.6666666666667;0.3333333333333333;16.666666666666668;-3;-0.52;-3;-1;0;0.0491803278688524;0.0833333333333333;0.24;4.0;1;0;1;0;1;0;1;0;0.0833333333333333;0.25;0.0040983606557377;12.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-23;Heidenheim;24;7;14;142;189;Greuther Fürth;1;2;13;9;6;3;0.39;0.61;327;0.7;13;15;1;2;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.0677777777777777;0.0769230769230769;229;0.056768558951965;587.1794871794872;0.3846153846153846;12.82051282051282;4;-0.2199999999999999;2;-1;-2;0.0397553516819571;0.2307692307692307;0.13;1.6666666666666667;2;1;3;1;0;0;0;1;0.2307692307692307;0.5;0.0091743119266055;4.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022-10-19;Heidenheim;23;6;2;142;169;FC Union Berlin;2;1;7;19;1;9;0.4;0.6;386;0.66;12;8;2;1;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.031578947368421;0.1666666666666666;255;0.0470588235294117;637.5;0.7142857142857143;12.5;-12;-0.1999999999999999;-3;1;4;0.0181347150259067;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
