Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Jonas Omlin-Mönchengladbach;Joe Scally-Mönchengladbach;Ko Itakura-Mönchengladbach;Fabio Chiarodia-Mönchengladbach;Lukas Ullrich-Mönchengladbach;Rocco Reitz-Mönchengladbach;Julian Weigl-Mönchengladbach;Franck Honorat-Mönchengladbach;Kevin Stöger-Mönchengladbach;Robin Hack-Mönchengladbach;Tim Kleindienst-Mönchengladbach;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Tomáš Čvančara-Mönchengladbach;Alassane Pléa-Mönchengladbach;Nico Elvedi-Mönchengladbach;Tiago Pereira Cardoso-Mönchengladbach;Luca Netz-Mönchengladbach;Florian Neuhaus-Mönchengladbach;Philipp Sander-Mönchengladbach;Nathan N'Goumou-Mönchengladbach;Stefan Lainer-Mönchengladbach;Marvin Friedrich-Mönchengladbach;Moritz Nicolas-Mönchengladbach;Manu Koné-Mönchengladbach;Jordan Siebatcheu-Mönchengladbach;Maximilian Wöber-Mönchengladbach;Christoph Kramer-Mönchengladbach;Ramy Bensebaini-Mönchengladbach;Jonas Hofmann-Mönchengladbach;Lars Stindl-Mönchengladbach;Marcus Thuram-Mönchengladbach;Jan Olschowsky-Mönchengladbach;Hannes Wolf-Mönchengladbach;Tobias Sippel-Mönchengladbach;Tony Jantschke-Mönchengladbach;Yann Sommer-Mönchengladbach
2023-09-23;Mönchengladbach;9;2;1;172;31;RB Leipzig;1;1;14;8;1;4;0.44;0.56;444;0.79;14;7;1;1;0;0;11;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.07;0.07142857142857142;351;0.039886039886039885;797.7272727272727;0.7857142857142857;25.0;6;-0.12000000000000005;5;0;7;0.03153153153153153;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;Mönchengladbach;9;3;2;172;191;SV Darmstadt 98;1;2;22;15;10;8;0.64;0.36;556;0.87;8;12;1;1;0;1;6;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.024;0.125;484;0.01652892561983471;756.25;0.2727272727272727;9.375;7;0.28;0;-1;-4;0.039568345323741004;0.13636363636363635;0.21333333333333335;2.0;0;3;3;0;1;0;1;0;0.13636363636363635;0.3;0.00539568345323741;7.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Mönchengladbach;9;7;3;172;23;Bayern;0;2;7;25;3;8;0.35;0.65;340;0.73;5;20;0;2;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;15;0.026000000000000002;0.0;248;0.020161290322580645;708.5714285714287;0.14285714285714285;2.857142857142857;-18;-0.30000000000000004;-14;-2;-15;0.020588235294117647;0.14285714285714285;0.35;1.0;1;0;1;0;0;1;0;1;0.14285714285714285;0.3333333333333333;0.0029411764705882353;7.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Mönchengladbach;9;9;17;172;6;Leverkusen;2;3;12;24;2;11;0.4;0.6;453;0.83;7;8;2;3;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.024999999999999998;0.2857142857142857;376;0.018617021276595744;940.0;0.4166666666666667;12.5;-12;-0.19999999999999996;-3;-1;-1;0.026490066225165563;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Mönchengladbach;9;3;13;172;173;Augsburgo;2;1;10;20;6;7;0.43;0.57;371;0.76;13;9;2;1;0;0;7;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.028499999999999998;0.15384615384615385;282;0.04609929078014184;655.8139534883721;0.7;16.27906976744186;-10;-0.13999999999999996;-1;1;4;0.026954177897574125;0.4;0.1075;1.75;3;1;4;0;1;0;1;0;0.4;0.6666666666666666;0.01078167115902965;2.5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-11;Mönchengladbach;23;3;0;172;-1;Bersenbrück;1;2;23;7;10;2;0.6;0.4;477;0.79;8;9;1;2;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.05714285714285715;0.125;377;0.021220159151193633;628.3333333333334;0.2608695652173913;10.0;16;0.19999999999999996;2;-1;-1;0.04821802935010482;0.30434782608695654;0.08571428571428572;0.8571428571428571;4;3;7;1;0;0;1;0;0.30434782608695654;0.7;0.014675052410901468;3.2857142857142856;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-27;Mönchengladbach;9;17;13;172;173;Augsburgo;0;2;19;9;7;2;0.75;0.25;805;0.91;5;19;0;1;0;1;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.027777777777777776;0.0;733;0.0068212824010914054;977.3333333333334;0.21052631578947367;5.333333333333333;10;0.5;0;-2;-14;0.02360248447204969;0.10526315789473684;0.375;2.0;2;0;2;1;0;0;0;1;0.10526315789473684;0.2857142857142857;0.002484472049689441;9.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-21;Mönchengladbach;9;17;17;172;6;Leverkusen;3;4;11;13;6;5;0.54;0.46;619;0.89;15;12;3;3;0;1;3;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.03538461538461539;0.2;551;0.02722323049001815;1020.3703703703703;0.2727272727272727;5.555555555555555;-2;0.08000000000000002;1;-1;3;0.017770597738287562;0.18181818181818182;0.27;1.5;0;2;2;0;1;0;1;0;0.18181818181818182;0.3333333333333333;0.0032310177705977385;5.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-05-13;Mönchengladbach;9;3;3;172;11;Dortmund;2;0;13;34;8;12;0.45;0.55;459;0.87;12;10;2;0;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10;0.016176470588235296;0.16666666666666666;399;0.03007518796992481;886.6666666666666;0.3076923076923077;8.88888888888889;-21;-0.10000000000000003;-6;2;2;0.02832244008714597;0.15384615384615385;0.225;2.0;0;2;2;0;0;1;1;0;0.15384615384615385;0.25;0.004357298474945534;6.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-05-06;Mönchengladbach;9;3;0;172;178;Bochum;2;1;25;14;9;2;0.56;0.44;413;0.74;7;13;2;1;0;0;11;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.03142857142857143;0.2857142857142857;306;0.02287581699346405;546.4285714285713;0.44;19.642857142857142;11;0.12000000000000005;8;1;-6;0.06053268765133172;0.08;0.28;5.5;1;1;2;1;0;0;0;1;0.08;0.2222222222222222;0.004842615012106538;12.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-29;Mönchengladbach;9;3;4;172;18;Stuttgart;3;2;9;17;4;6;0.59;0.41;627;0.86;14;11;2;2;1;0;8;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.02411764705882353;0.21428571428571427;539;0.025974025974025976;913.5593220338983;0.8888888888888888;13.559322033898306;-8;0.18;3;1;3;0.014354066985645933;0.1111111111111111;0.59;8.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.25;0.001594896331738437;9.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-23;Mönchengladbach;9;3;2;172;169;FC Union Berlin;3;2;8;13;4;3;0.62;0.38;664;0.88;10;12;3;2;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.02923076923076923;0.3;584;0.017123287671232876;941.9354838709678;0.25;3.2258064516129035;-5;0.24;0;1;-2;0.012048192771084338;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-15;Mönchengladbach;9;3;17;172;87;Frankfurt;2;1;4;16;2;5;0.41;0.59;411;0.77;5;16;2;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10;0.036875;0.4;316;0.015822784810126583;770.7317073170732;0.5;4.878048780487805;-12;-0.18;-8;1;-11;0.009732360097323601;0.25;0.41;2.0;1;0;1;0;1;0;1;0;0.25;0.5;0.0024330900243309003;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-09;Mönchengladbach;9;3;0;172;175;Wolfsburg;0;1;13;10;6;2;0.44;0.56;389;0.76;12;11;0;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.05600000000000001;0.0;296;0.04054054054054054;672.7272727272727;0.38461538461538464;11.363636363636363;3;-0.12000000000000005;-3;-1;1;0.033419023136246784;0.15384615384615385;0.22;2.5;1;1;2;1;0;0;0;1;0.15384615384615385;0.3333333333333333;0.005141388174807198;6.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-02;Mönchengladbach;9;3;7;172;190;Colonia;3;3;8;12;2;5;0.49;0.51;451;0.78;8;18;3;3;0;0;1;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11;0.0425;0.375;352;0.022727272727272728;718.3673469387755;0.125;2.0408163265306123;-4;-0.020000000000000018;-10;0;-10;0.017738359201773836;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-03-17;Mönchengladbach;9;3;2;172;171;Werder Bremen;1;1;21;8;9;3;0.59;0.41;535;0.84;9;12;1;1;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.05125;0.1111111111111111;449;0.0200445434298441;761.0169491525425;0.2857142857142857;10.16949152542373;13;0.18;1;0;-3;0.03925233644859813;0.09523809523809523;0.295;3.0;0;2;2;0;1;0;0;1;0.09523809523809523;0.2222222222222222;0.003738317757009346;10.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-03-11;Mönchengladbach;9;3;13;172;31;RB Leipzig;0;1;7;14;3;9;0.33;0.67;354;0.75;9;9;0;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11;0.04785714285714286;0.0;266;0.03383458646616541;806.060606060606;0.0;0.0;-7;-0.34;-11;-1;0;0.01977401129943503;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-03-04;Mönchengladbach;9;3;2;172;170;Friburgo;4;2;9;8;4;3;0.53;0.47;481;0.83;11;15;3;2;1;0;6;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.05875;0.36363636363636365;399;0.02756892230576441;752.8301886792452;0.6666666666666666;11.320754716981131;1;0.06000000000000005;1;2;-4;0.018711018711018712;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-02-24;Mönchengladbach;9;3;17;172;174;Mainz 05;3;2;9;14;2;8;0.64;0.36;616;0.82;6;17;3;2;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.025714285714285714;0.5;505;0.011881188118811881;789.0625;0.3333333333333333;4.6875;-5;0.28;0;1;-11;0.01461038961038961;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2023-02-18;Mönchengladbach;9;3;30;172;23;Bayern;0;2;17;13;7;5;0.54;0.46;581;0.88;9;9;0;1;0;1;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.03538461538461539;0.0;511;0.01761252446183953;946.2962962962962;0.23529411764705882;7.4074074074074066;4;0.08000000000000002;4;-2;0;0.029259896729776247;0.17647058823529413;0.18000000000000002;1.3333333333333333;1;2;3;1;0;0;0;1;0.17647058823529413;0.42857142857142855;0.0051635111876075735;5.666666666666667;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2023-02-12;Mönchengladbach;9;3;2;172;184;Hertha Berlin;1;1;8;18;3;6;0.7;0.3;646;0.85;11;12;1;1;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.016666666666666666;0.09090909090909091;549;0.020036429872495445;784.2857142857143;0.75;8.571428571428571;-10;0.39999999999999997;2;0;-1;0.01238390092879257;0.125;0.7;6.0;1;0;1;0;0;1;1;0;0.125;0.3333333333333333;0.0015479876160990713;8.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
2023-02-04;Mönchengladbach;9;3;7;172;194;Schalke 04;2;3;18;19;4;5;0.54;0.46;464;0.82;9;15;2;3;0;0;9;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.024210526315789474;0.2222222222222222;380;0.02368421052631579;703.7037037037037;0.5;16.666666666666664;-1;0.08000000000000002;4;-1;-6;0.03879310344827586;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-01-28;Mönchengladbach;9;3;29;172;97;Hoffenheim;1;2;9;15;5;5;0.49;0.51;441;0.78;10;23;1;2;0;0;3;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.034;0.1;344;0.029069767441860465;702.0408163265306;0.3333333333333333;6.122448979591836;-6;-0.020000000000000018;-1;-1;-13;0.02040816326530612;0.4444444444444444;0.1225;0.75;2;2;4;1;0;0;1;0;0.4444444444444444;0.8;0.009070294784580499;2.25;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-01-25;Mönchengladbach;9;3;1;172;173;Augsburgo;2;1;7;14;2;4;0.57;0.43;523;0.78;15;15;2;1;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.030714285714285715;0.13333333333333333;408;0.03676470588235294;715.7894736842106;0.2857142857142857;3.5087719298245617;-7;0.13999999999999996;-1;1;0;0.01338432122370937;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-01-22;Mönchengladbach;9;3;6;172;6;Leverkusen;3;2;15;13;8;6;0.61;0.39;702;0.89;12;14;3;2;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.030000000000000002;0.25;625;0.0192;1024.5901639344263;0.13333333333333333;3.278688524590164;2;0.21999999999999997;-1;1;-2;0.021367521367521368;0.13333333333333333;0.305;1.0;0;2;2;0;0;1;0;1;0.13333333333333333;0.25;0.002849002849002849;7.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-11;Mönchengladbach;9;3;3;172;11;Dortmund;1;2;11;20;6;10;0.39;0.61;363;0.81;12;12;1;2;0;0;2;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;0.0305;0.08333333333333333;294;0.04081632653061224;753.8461538461538;0.18181818181818182;5.128205128205128;-9;-0.21999999999999997;-7;-1;0;0.030303030303030304;0.36363636363636365;0.0975;0.5;3;1;4;1;0;0;0;1;0.36363636363636365;0.6666666666666666;0.011019283746556474;2.75;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-08;Mönchengladbach;9;3;3;172;178;Bochum;3;1;8;13;2;4;0.54;0.46;454;0.74;14;11;3;1;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.03538461538461539;0.21428571428571427;336;0.041666666666666664;622.2222222222222;0.375;5.555555555555555;-5;0.08000000000000002;-3;2;3;0.01762114537444934;0.125;0.54;3.0;0;1;1;0;0;1;1;0;0.125;0.5;0.0022026431718061676;8.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2022-11-04;Mönchengladbach;9;3;1;172;18;Stuttgart;2;1;13;13;6;4;0.56;0.44;511;0.82;13;16;2;1;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.033846153846153845;0.15384615384615385;419;0.031026252983293555;748.2142857142857;0.23076923076923078;5.357142857142857;0;0.12000000000000005;-2;1;-3;0.025440313111545987;0.23076923076923078;0.18666666666666668;1.0;2;1;3;1;0;0;0;1;0.23076923076923078;0.5;0.005870841487279843;4.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0
2022-10-30;Mönchengladbach;9;3;2;172;169;FC Union Berlin;2;3;7;13;3;5;0.44;0.56;417;0.76;6;17;2;3;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.04307692307692308;0.3333333333333333;317;0.01892744479495268;720.4545454545455;0.7142857142857143;11.363636363636363;-6;-0.12000000000000005;-1;-1;-11;0.016786570743405275;0.14285714285714285;0.44;5.0;1;0;1;0;0;1;1;0;0.14285714285714285;0.3333333333333333;0.002398081534772182;7.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-10-22;Mönchengladbach;9;3;17;172;87;Frankfurt;3;2;7;15;3;5;0.61;0.39;580;0.82;9;20;3;2;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.026000000000000002;0.3333333333333333;476;0.018907563025210083;780.327868852459;0.42857142857142855;4.918032786885246;-8;0.21999999999999997;1;1;-11;0.01206896551724138;0.14285714285714285;0.61;3.0;0;1;1;0;0;1;0;1;0.14285714285714285;0.3333333333333333;0.0017241379310344827;7.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2022-10-18;Mönchengladbach;23;3;29;172;191;SV Darmstadt 98;1;4;9;15;5;4;0.57;0.43;466;0.77;10;19;1;4;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.028666666666666667;0.1;359;0.027855153203342618;629.8245614035088;0.6666666666666666;10.526315789473685;-6;0.13999999999999996;-2;-3;-9;0.019313304721030045;0.1111111111111111;0.57;6.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.2;0.002145922746781116;9.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
2022-10-15;Mönchengladbach;9;3;5;172;175;Wolfsburg;3;3;9;16;5;4;0.45;0.55;389;0.76;11;13;3;3;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.034375;0.2727272727272727;296;0.037162162162162164;657.7777777777777;0.6666666666666666;13.333333333333332;-7;-0.10000000000000003;-1;0;-2;0.02313624678663239;0.2222222222222222;0.225;3.0;1;1;2;0;1;0;1;0;0.2222222222222222;0.4;0.005141388174807198;4.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
2022-10-09;Mönchengladbach;9;3;14;172;190;Colonia;2;2;14;5;6;3;0.66;0.34;611;0.87;8;14;2;1;0;1;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.068;0.25;532;0.015037593984962405;806.060606060606;0.5;10.606060606060606;9;0.32;3;0;-6;0.022913256955810146;0.35714285714285715;0.132;1.4;2;3;5;1;0;0;0;1;0.35714285714285715;0.8333333333333334;0.008183306055646482;2.8;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
2022-10-01;Mönchengladbach;9;3;2;172;171;Werder Bremen;1;0;13;14;8;8;0.53;0.47;502;0.84;8;8;1;0;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.03357142857142857;0.125;422;0.018957345971563982;796.2264150943396;0.38461538461538464;9.433962264150942;-1;0.06000000000000005;1;1;0;0.025896414342629483;0.07692307692307693;0.53;5.0;0;1;1;0;0;1;1;0;0.07692307692307693;0.125;0.00199203187250996;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
2022-09-17;Mönchengladbach;9;3;3;172;31;RB Leipzig;2;2;21;12;10;5;0.45;0.55;425;0.82;14;14;2;2;0;0;8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.04583333333333334;0.14285714285714285;348;0.040229885057471264;773.3333333333333;0.38095238095238093;17.77777777777778;9;-0.10000000000000003;5;0;0;0.04941176470588235;0.14285714285714285;0.15;2.6666666666666665;2;1;3;1;0;0;0;1;0.14285714285714285;0.3;0.007058823529411765;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
2022-09-11;Mönchengladbach;9;3;8;172;170;Friburgo;1;1;14;12;5;7;0.58;0.42;540;0.85;6;13;1;1;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.034999999999999996;0.16666666666666666;459;0.013071895424836602;791.3793103448277;0.42857142857142855;10.344827586206897;2;0.15999999999999998;-1;0;-7;0.025925925925925925;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
