Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Jonas Omlin-Mönchengladbach;Joe Scally-Mönchengladbach;Ko Itakura-Mönchengladbach;Fabio Chiarodia-Mönchengladbach;Lukas Ullrich-Mönchengladbach;Rocco Reitz-Mönchengladbach;Julian Weigl-Mönchengladbach;Franck Honorat-Mönchengladbach;Kevin Stöger-Mönchengladbach;Robin Hack-Mönchengladbach;Tim Kleindienst-Mönchengladbach;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Tomáš Čvančara-Mönchengladbach;Alassane Pléa-Mönchengladbach;Nico Elvedi-Mönchengladbach;Tiago Pereira Cardoso-Mönchengladbach;Luca Netz-Mönchengladbach;Florian Neuhaus-Mönchengladbach;Philipp Sander-Mönchengladbach;Nathan N'Goumou-Mönchengladbach;Stefan Lainer-Mönchengladbach;Marvin Friedrich-Mönchengladbach;Moritz Nicolas-Mönchengladbach;Manu Koné-Mönchengladbach;Jordan Siebatcheu-Mönchengladbach;Maximilian Wöber-Mönchengladbach;Christoph Kramer-Mönchengladbach;Ramy Bensebaini-Mönchengladbach;Jonas Hofmann-Mönchengladbach;Lars Stindl-Mönchengladbach;Marcus Thuram-Mönchengladbach;Jan Olschowsky-Mönchengladbach;Hannes Wolf-Mönchengladbach;Tobias Sippel-Mönchengladbach;Tony Jantschke-Mönchengladbach;Yann Sommer-Mönchengladbach
2024-09-14;Mönchengladbach;9;3;13;172;18;Stuttgart;2;2;15;12;7;7;0.43;0.57;419;0.77;14;12;2;2;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.047499999999999994;0.14285714285714285;323;0.043343653250773995;751.1627906976744;0.4;13.953488372093023;3;-0.13999999999999996;4;0;2;0.03579952267303103;0.06666666666666667;0.43;6.0;1;0;1;0;0;1;0;1;0.06666666666666667;0.14285714285714285;0.002386634844868735;15.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Mönchengladbach;9;3;22;172;178;Bochum;0;1;15;15;6;4;0.62;0.38;577;0.84;10;9;0;1;0;0;4;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.025333333333333333;0.0;485;0.020618556701030927;782.258064516129;0.26666666666666666;6.451612903225807;0;0.24;1;-1;1;0.025996533795493933;0.13333333333333333;0.31;2.0;0;2;2;1;0;0;1;0;0.13333333333333333;0.3333333333333333;0.0034662045060658577;7.5;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Mönchengladbach;9;3;17;172;6;Leverkusen;1;0;14;25;7;10;0.42;0.58;444;0.82;11;7;1;0;0;0;2;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;4;0.0232;0.09090909090909091;364;0.03021978021978022;866.6666666666667;0.14285714285714285;4.761904761904762;-11;-0.15999999999999998;-2;1;4;0.03153153153153153;0.14285714285714285;0.21;1.0;0;2;2;0;0;1;0;1;0.14285714285714285;0.2857142857142857;0.0045045045045045045;7.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Mönchengladbach;23;3;3;172;619;Erzgebirge Aue;0;3;25;13;11;3;0.56;0.44;547;0.88;15;4;0;3;0;0;8;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;9;0.033846153846153845;0.0;481;0.031185031185031187;858.9285714285713;0.32;14.285714285714285;12;0.12000000000000005;-1;-3;11;0.04570383912248629;0.12;0.18666666666666668;2.6666666666666665;1;2;3;1;0;0;1;0;0.12;0.2727272727272727;0.005484460694698354;8.333333333333334;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Mönchengladbach;9;7;3;172;18;Stuttgart;2;1;14;21;5;11;0.39;0.61;465;0.89;9;5;2;1;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8;0.029047619047619048;0.2222222222222222;414;0.021739130434782608;1061.5384615384614;0.2857142857142857;10.256410256410255;-7;-0.21999999999999997;-4;1;4;0.030107526881720432;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Mönchengladbach;9;2;2;172;87;Frankfurt;1;0;6;17;3;2;0.44;0.56;434;0.8;9;10;1;0;0;0;2;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;8;0.03294117647058824;0.1111111111111111;347;0.025936599423631124;788.6363636363636;0.3333333333333333;4.545454545454546;-11;-0.12000000000000005;-6;1;-1;0.013824884792626729;0.16666666666666666;0.44;2.0;1;0;1;0;1;0;0;1;0.16666666666666666;0.3333333333333333;0.002304147465437788;6.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Mönchengladbach;9;30;17;172;171;Werder Bremen;0;0;17;18;6;6;0.44;0.56;497;0.84;7;6;0;0;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;7;0.031111111111111114;0.0;417;0.016786570743405275;947.7272727272727;0.11764705882352941;4.545454545454546;-1;-0.12000000000000005;-5;0;1;0.03420523138832998;0.11764705882352941;0.22;1.0;1;1;2;0;1;0;1;0;0.11764705882352941;0.3333333333333333;0.004024144869215292;8.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Mönchengladbach;9;17;29;172;169;FC Union Berlin;2;2;13;14;4;7;0.52;0.48;542;0.75;3;13;2;2;0;0;3;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.03428571428571429;0.6666666666666666;406;0.007389162561576354;780.7692307692307;0.23076923076923078;5.769230769230769;-1;0.040000000000000036;-1;0;-10;0.023985239852398525;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Mönchengladbach;9;9;2;172;97;Hoffenheim;3;1;13;28;7;9;0.4;0.6;422;0.8;11;6;3;1;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;0.02142857142857143;0.2727272727272727;338;0.03254437869822485;845.0;0.38461538461538464;12.5;-15;-0.19999999999999996;-1;2;5;0.030805687203791468;0.23076923076923078;0.13333333333333333;1.6666666666666667;1;2;3;0;0;1;1;0;0.23076923076923078;0.42857142857142855;0.0071090047393364926;4.333333333333333;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Mönchengladbach;9;6;3;172;11;Dortmund;1;3;18;12;4;4;0.46;0.54;434;0.83;13;11;1;2;0;1;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.045000000000000005;0.07692307692307693;360;0.03611111111111111;782.6086956521739;0.1111111111111111;4.3478260869565215;6;-0.08000000000000002;-2;-2;2;0.041474654377880185;0.05555555555555555;0.46;2.0;1;0;1;0;0;1;0;1;0.05555555555555555;0.25;0.002304147465437788;18.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Mönchengladbach;9;6;1;172;175;Wolfsburg;2;2;10;13;6;4;0.38;0.62;428;0.81;12;9;2;2;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.047692307692307694;0.16666666666666666;347;0.0345821325648415;913.1578947368421;0.4;10.526315789473685;-3;-0.24;0;0;3;0.02336448598130841;0.3;0.12666666666666668;1.3333333333333333;0;3;3;1;0;0;1;0;0.3;0.5;0.007009345794392523;3.3333333333333335;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Mönchengladbach;9;3;29;172;170;Friburgo;1;0;19;14;4;8;0.55;0.45;513;0.82;11;7;1;0;0;0;14;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1;0.03214285714285715;0.09090909090909091;421;0.026128266033254157;765.4545454545454;0.7368421052631579;25.454545454545453;5;0.10000000000000003;13;1;4;0.037037037037037035;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Mönchengladbach;9;0;3;172;142;Heidenheim;3;1;7;19;2;3;0.46;0.54;419;0.77;8;16;3;1;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;10;0.028421052631578948;0.375;323;0.02476780185758514;702.1739130434783;0.5714285714285714;8.695652173913043;-12;-0.08000000000000002;-6;2;-8;0.016706443914081145;0.14285714285714285;0.46;4.0;1;0;1;0;1;0;1;0;0.14285714285714285;0.5;0.002386634844868735;7.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-12;Mönchengladbach;23;17;2;172;616;Saarbrücken;1;3;21;10;5;2;0.74;0.26;597;0.87;13;8;1;3;0;0;9;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2;0.026000000000000002;0.07692307692307693;519;0.025048169556840076;701.3513513513514;0.42857142857142855;12.162162162162163;11;0.48;7;-2;5;0.035175879396984924;0.047619047619047616;0.74;9.0;1;0;1;0;0;1;1;0;0.047619047619047616;0.2;0.0016750418760469012;21.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Mönchengladbach;9;3;3;172;190;Colonia;3;4;17;12;5;5;0.59;0.41;485;0.86;15;15;3;4;0;0;8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.034166666666666665;0.2;417;0.03597122302158273;706.7796610169491;0.47058823529411764;13.559322033898306;5;0.18;5;-1;0;0.03505154639175258;0.17647058823529413;0.19666666666666666;2.6666666666666665;1;2;3;0;1;0;0;1;0.17647058823529413;0.6;0.006185567010309278;5.666666666666667;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Mönchengladbach;9;0;17;172;174;Mainz 05;1;4;14;19;5;3;0.57;0.43;447;0.79;16;11;1;3;0;1;6;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;12;0.02263157894736842;0.0625;353;0.0453257790368272;619.2982456140352;0.42857142857142855;10.526315789473685;-5;0.13999999999999996;-6;-3;5;0.03131991051454139;0.07142857142857142;0.57;6.0;0;1;1;0;1;0;1;0;0.07142857142857142;0.2;0.0022371364653243847;14.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Mönchengladbach;9;0;5;172;178;Bochum;2;4;22;16;6;4;0.49;0.51;402;0.76;13;13;2;4;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;0.031875;0.15384615384615385;306;0.042483660130718956;624.4897959183673;0.22727272727272727;10.204081632653061;6;-0.020000000000000018;-1;-2;0;0.05472636815920398;0.22727272727272727;0.098;1.0;2;3;5;1;0;0;0;1;0.22727272727272727;0.8333333333333334;0.012437810945273632;4.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Mönchengladbach;9;2;13;172;31;RB Leipzig;5;1;15;16;0;9;0.51;0.49;475;0.84;13;12;5;1;0;0;4;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;8;0.030625;0.38461538461538464;399;0.03258145363408521;782.3529411764706;0.26666666666666666;7.8431372549019605;-1;0.020000000000000018;-4;4;1;0.031578947368421054;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Mönchengladbach;9;2;29;172;191;SV Darmstadt 98;0;5;24;10;8;1;0.59;0.41;526;0.87;11;15;0;5;0;0;7;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2;0.040999999999999995;0.0;458;0.024017467248908297;776.271186440678;0.2916666666666667;11.864406779661017;14;0.18;5;-5;-4;0.045627376425855515;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Mönchengladbach;9;7;3;172;23;Bayern;1;0;11;20;3;6;0.44;0.56;467;0.86;9;10;1;0;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.028000000000000004;0.1111111111111111;402;0.022388059701492536;913.6363636363636;0.45454545454545453;11.363636363636363;-9;-0.12000000000000005;-1;1;-1;0.023554603854389723;0.09090909090909091;0.44;5.0;1;0;1;0;0;1;1;0;0.09090909090909091;0.3333333333333333;0.0021413276231263384;11.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Mönchengladbach;9;4;17;172;6;Leverkusen;1;3;4;28;3;9;0.25;0.75;325;0.77;6;15;1;3;0;0;2;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;8;0.026785714285714284;0.16666666666666666;250;0.024;1000.0;0.5;8.0;-24;-0.5;-6;-2;-9;0.012307692307692308;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Mönchengladbach;9;1;28;172;173;Augsburgo;1;2;18;15;4;7;0.56;0.44;504;0.83;10;20;1;2;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.029333333333333333;0.1;418;0.023923444976076555;746.4285714285713;0.2777777777777778;8.928571428571427;3;0.12000000000000005;-2;-1;-10;0.03571428571428571;0.05555555555555555;0.56;5.0;1;0;1;0;0;1;0;1;0.05555555555555555;0.25;0.001984126984126984;18.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Mönchengladbach;9;0;3;172;18;Stuttgart;3;3;8;15;4;2;0.28;0.72;344;0.73;7;11;3;3;0;0;0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3;0.048;0.42857142857142855;251;0.027888446215139442;896.4285714285713;0.0;0.0;-7;-0.43999999999999995;-3;0;-4;0.023255813953488372;0.375;0.09333333333333334;0.0;2;1;3;1;0;0;0;1;0.375;0.75;0.00872093023255814;2.6666666666666665;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Mönchengladbach;9;17;1;172;87;Frankfurt;5;1;7;14;2;6;0.37;0.63;375;0.78;14;11;4;1;1;0;2;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;8;0.045;0.35714285714285715;292;0.04794520547945205;789.1891891891892;0.2857142857142857;5.405405405405405;-7;-0.26;-6;4;3;0.018666666666666668;0.14285714285714285;0.37;2.0;1;0;1;0;0;1;1;0;0.14285714285714285;0.5;0.0026666666666666666;7.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-15;Mönchengladbach;9;2;17;172;171;Werder Bremen;4;2;14;12;4;5;0.51;0.49;546;0.85;10;12;4;2;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3;0.04083333333333333;0.4;464;0.021551724137931036;909.8039215686274;0.2857142857142857;7.8431372549019605;2;0.020000000000000018;1;2;-2;0.02564102564102564;0.14285714285714285;0.255;2.0;1;1;2;0;1;0;0;1;0.14285714285714285;0.5;0.003663003663003663;7.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Mönchengladbach;9;30;3;172;169;FC Union Berlin;3;1;11;16;3;6;0.63;0.37;589;0.81;8;9;3;1;0;0;7;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.023125;0.375;477;0.016771488469601678;757.1428571428571;0.6363636363636364;11.11111111111111;-5;0.26;1;2;-1;0.01867572156196944;0.09090909090909091;0.63;7.0;0;1;1;0;0;1;1;0;0.09090909090909091;0.3333333333333333;0.001697792869269949;11.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-05;Mönchengladbach;23;30;17;172;175;Wolfsburg;0;2;11;14;3;3;0.51;0.49;715;0.85;12;12;0;2;0;0;9;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8;0.034999999999999996;0.0;608;0.019736842105263157;1192.1568627450981;0.8181818181818182;17.647058823529413;-3;0.020000000000000018;1;-2;0;0.015384615384615385;0.09090909090909091;0.51;9.0;0;1;1;1;0;0;0;1;0.09090909090909091;0.3333333333333333;0.0013986013986013986;11.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Mönchengladbach;9;23;30;172;97;Hoffenheim;2;2;9;19;3;5;0.49;0.51;473;0.83;11;15;2;2;0;0;6;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3;0.026842105263157896;0.18181818181818182;393;0.027989821882951654;802.0408163265306;0.6666666666666666;12.244897959183673;-10;-0.020000000000000018;3;0;-4;0.019027484143763214;0.2222222222222222;0.245;3.0;0;2;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.004228329809725159;4.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Mönchengladbach;9;2;3;172;11;Dortmund;2;1;10;23;3;13;0.48;0.52;488;0.85;11;11;2;1;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.022608695652173914;0.18181818181818182;415;0.02650602409638554;864.5833333333334;0.4;8.333333333333334;-13;-0.040000000000000036;-1;1;0;0.020491803278688523;0.2;0.24;2.0;2;0;2;0;0;1;1;0;0.2;0.6666666666666666;0.004098360655737705;5.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-10;Mönchengladbach;9;2;1;172;175;Wolfsburg;1;3;15;12;8;4;0.46;0.54;486;0.82;7;12;1;3;0;0;8;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.045000000000000005;0.14285714285714285;399;0.017543859649122806;867.391304347826;0.5333333333333333;17.391304347826086;3;-0.08000000000000002;3;-2;-5;0.030864197530864196;0.26666666666666666;0.115;2.0;2;2;4;1;0;0;0;1;0.26666666666666666;0.5;0.00823045267489712;3.75;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Mönchengladbach;9;8;1;172;170;Friburgo;2;2;10;16;5;9;0.41;0.59;423;0.8;10;7;2;2;0;0;2;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8;0.036875;0.2;338;0.029585798816568046;824.3902439024391;0.2;4.878048780487805;-6;-0.18;-6;0;3;0.02364066193853428;0.3;0.13666666666666666;0.6666666666666666;3;0;3;0;1;0;1;0;0.3;0.6;0.0070921985815602835;3.3333333333333335;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-31;Mönchengladbach;23;3;14;172;142;Heidenheim;0;0;14;5;4;1;0.47;0.53;528;0.86;9;8;0;0;0;0;6;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.10600000000000001;0.0;454;0.019823788546255508;965.9574468085107;0.42857142857142855;12.765957446808512;9;-0.06000000000000005;2;0;1;0.026515151515151516;0.21428571428571427;0.15666666666666665;2.0;3;0;3;1;0;0;0;1;0.21428571428571427;0.75;0.005681818181818182;4.666666666666667;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-28;Mönchengladbach;9;3;3;172;142;Heidenheim;0;3;13;9;6;4;0.54;0.46;598;0.85;5;17;0;3;0;0;6;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.051111111111111114;0.0;508;0.00984251968503937;940.7407407407406;0.46153846153846156;11.11111111111111;4;0.08000000000000002;2;-3;-12;0.021739130434782608;0.15384615384615385;0.27;3.0;1;1;2;1;0;0;0;1;0.15384615384615385;0.3333333333333333;0.0033444816053511705;6.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Mönchengladbach;9;2;3;172;190;Colonia;3;0;5;23;2;8;0.39;0.61;362;0.73;10;13;2;0;1;0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.026521739130434784;0.3;264;0.03787878787878788;676.9230769230769;0.6;7.692307692307692;-18;-0.21999999999999997;-5;3;-3;0.013812154696132596;0.2;0.39;3.0;0;1;1;0;0;1;1;0;0.2;0.5;0.0027624309392265192;5.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-06;Mönchengladbach;9;2;17;172;174;Mainz 05;3;1;21;14;9;7;0.61;0.39;578;0.82;9;9;3;1;0;0;10;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.027857142857142858;0.3333333333333333;474;0.0189873417721519;777.0491803278688;0.47619047619047616;16.39344262295082;7;0.21999999999999997;7;2;0;0.03633217993079585;0.09523809523809523;0.305;5.0;1;1;2;0;1;0;0;1;0.09523809523809523;0.2222222222222222;0.0034602076124567475;10.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;Mönchengladbach;9;2;2;172;178;Bochum;3;2;27;24;9;5;0.41;0.59;316;0.65;12;12;3;2;0;0;10;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.024583333333333332;0.25;205;0.05853658536585366;500.00000000000006;0.37037037037037035;24.390243902439025;3;-0.18;5;1;0;0.08544303797468354;0.1111111111111111;0.13666666666666666;3.3333333333333335;3;0;3;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.00949367088607595;9.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
