Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Dean Henderson-Crystal Palace;Chris Richards-Crystal Palace;Maxence Lacroix-Crystal Palace;Marc Guéhi-Crystal Palace;Daniel Muñoz-Crystal Palace;Adam Wharton-Crystal Palace;Will Hughes-Crystal Palace;Tyrick Mitchell-Crystal Palace;Ismaïla Sarr-Crystal Palace;Eberechi Eze-Crystal Palace;Jean-Philippe Mateta-Crystal Palace;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Jefferson Lerma-Crystal Palace;Daichi Kamada-Crystal Palace;Nathaniel Clyne-Crystal Palace;Caleb Kporha-Crystal Palace;Romain Esse-Crystal Palace;Eddie Nketiah-Crystal Palace;Matt Turner-Crystal Palace;Ben Chilwell-Crystal Palace;Justin Devenny-Crystal Palace;Chadi Riad-Crystal Palace;Cheick Doucouré-Crystal Palace;Trevoh Chalobah-Crystal Palace;Odsonne Edouard-Crystal Palace;Joachim Andersen-Crystal Palace;Jeff Schlupp-Crystal Palace;Jordan Ayew-Crystal Palace;Sam Johnstone-Crystal Palace;Jesurun Rak-Sakyi-Crystal Palace;Rob Holding-Crystal Palace;Joel Ward-Crystal Palace;Michael Olise-Crystal Palace;Matheus França de Oliveira-Crystal Palace;Jaïro Riedewald-Crystal Palace;James Tomkins-Crystal Palace;Naouirou Ahamada-Crystal Palace;Wilfried Zaha-Crystal Palace;Albert Sambi Lokonga-Crystal Palace;Luka Milivojević-Crystal Palace;Vicente Guaita-Crystal Palace;Joe Whitworth-Crystal Palace
2024-12-18;Crystal Palace;14;17;0;65;9;Arsenal;1;1;8;12;4;9;0.29;0.71;225;0.64;12;7;1;1;0;0;2;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.0591666666666666;0.0833333333333333;144;0.0833333333333333;496.5517241379311;0.25;6.896551724137932;-4;-0.42;-2;0;5;0.0355555555555555;0.25;0.145;1.0;1;1;2;0;0;1;1;0;0.25;0.5;0.0088888888888888;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Crystal Palace;3;17;3;65;54;Brighton;4;1;13;17;5;5;0.34;0.66;306;0.73;15;11;4;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;8;0.0388235294117647;0.2666666666666666;223;0.0672645739910313;655.8823529411765;0.3846153846153846;14.705882352941176;-4;-0.32;-3;3;4;0.0424836601307189;0.2307692307692307;0.1133333333333333;1.6666666666666667;2;1;3;1;0;0;1;0;0.2307692307692307;0.6;0.0098039215686274;4.333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Crystal Palace;3;17;3;65;3;Manchester City;1;1;12;12;3;4;0.31;0.69;333;0.77;4;10;1;0;0;1;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;8;0.0574999999999999;0.25;256;0.015625;825.8064516129033;0.5;19.35483870967742;0;-0.3799999999999999;-2;0;-6;0.036036036036036;0.1666666666666666;0.155;3.0;1;1;2;0;1;0;0;1;0.1666666666666666;0.6666666666666666;0.006006006006006;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-03;Crystal Palace;3;17;3;65;66;Ipswich;4;2;13;9;3;2;0.45;0.55;440;0.8;13;14;4;2;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.0611111111111111;0.3076923076923077;352;0.0369318181818181;782.2222222222222;0.5384615384615384;15.555555555555555;4;-0.1;3;2;-1;0.0295454545454545;0.0769230769230769;0.45;7.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.3333333333333333;0.0022727272727272;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Crystal Palace;3;17;0;65;60;Newcastle;3;3;16;1;4;0;0.48;0.52;402;0.79;12;11;3;3;0;0;8;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;9;0.52;0.25;318;0.0377358490566037;662.5;0.5;16.666666666666668;15;-0.04;-1;0;1;0.0398009950248756;0.0625;0.48;8.0;0;1;1;0;1;0;0;1;0.0625;0.25;0.0024875621890547;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Crystal Palace;3;17;3;65;1;Aston Villa;2;3;13;17;6;5;0.3;0.7;261;0.68;11;10;2;3;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;10;0.0411764705882352;0.1818181818181818;177;0.0621468926553672;590.0;0.0769230769230769;3.333333333333333;-4;-0.3999999999999999;-9;-1;1;0.0498084291187739;0.1538461538461538;0.15;0.5;2;0;2;0;1;0;1;0;0.1538461538461538;0.3333333333333333;0.0076628352490421;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Crystal Palace;3;17;3;65;58;Fulham;2;1;13;17;5;7;0.36;0.64;355;0.77;10;11;1;1;1;0;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;8;0.0376470588235294;0.2;273;0.0366300366300366;758.3333333333334;0.0769230769230769;2.7777777777777777;-4;-0.28;-7;1;-1;0.0366197183098591;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Crystal Palace;3;17;17;65;67;Wolves;2;1;19;11;7;6;0.43;0.57;358;0.76;9;7;2;1;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.0518181818181818;0.2222222222222222;272;0.0330882352941176;632.5581395348837;0.3157894736842105;13.953488372093023;8;-0.1399999999999999;3;1;2;0.053072625698324;0.1052631578947368;0.215;3.0;0;2;2;0;1;0;1;0;0.1052631578947368;0.2857142857142857;0.0055865921787709;9.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Crystal Palace;14;17;3;65;1;Aston Villa;4;2;12;17;2;9;0.37;0.63;300;0.76;15;6;4;2;0;0;6;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;5;0.0370588235294117;0.2666666666666666;228;0.0657894736842105;616.2162162162163;0.5;16.216216216216218;-5;-0.26;1;2;9;0.04;0.1666666666666666;0.185;3.0;1;1;2;1;0;0;1;0;0.1666666666666666;1.0;0.0066666666666666;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Crystal Palace;3;17;0;65;56;Tottenham;4;4;14;11;6;3;0.33;0.67;247;0.64;16;12;4;4;0;0;8;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;8;0.0609090909090909;0.25;158;0.1012658227848101;478.7878787878788;0.5714285714285714;24.24242424242424;3;-0.34;0;0;4;0.0566801619433198;0.0714285714285714;0.33;8.0;1;0;1;1;0;0;0;1;0.0714285714285714;0.1666666666666666;0.0040485829959514;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-21;Crystal Palace;3;30;3;65;55;Nottingham Forest;3;2;20;20;7;6;0.49;0.51;448;0.79;12;9;3;2;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;0.0255;0.25;354;0.0338983050847457;722.4489795918367;0.3;12.244897959183673;0;-0.02;0;1;3;0.0446428571428571;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Crystal Palace;3;6;3;65;2;Liverpool;4;2;9;16;5;4;0.31;0.69;300;0.69;7;15;4;2;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;8;0.043125;0.5714285714285714;207;0.0338164251207729;667.741935483871;0.3333333333333333;9.67741935483871;-7;-0.3799999999999999;-5;2;-8;0.03;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Crystal Palace;3;6;3;65;64;Everton;0;2;17;8;5;2;0.6;0.4;535;0.81;11;13;0;2;0;0;8;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.05;0.0;433;0.0254041570438799;721.6666666666667;0.4705882352941176;13.333333333333334;9;0.1999999999999999;3;-2;-2;0.0317757009345794;0.0588235294117647;0.6;8.0;1;0;1;0;0;1;1;0;0.0588235294117647;0.2;0.0018691588785046;17.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Crystal Palace;3;17;3;65;62;Manchester United;3;2;9;15;4;6;0.33;0.67;313;0.7;7;12;3;2;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;11;0.0446666666666666;0.4285714285714285;219;0.0319634703196347;663.6363636363636;0.4444444444444444;12.12121212121212;-6;-0.34;-7;1;-5;0.0287539936102236;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Crystal Palace;14;17;3;65;839;QPR;3;4;8;6;4;2;0.57;0.43;583;0.87;12;14;3;4;0;0;2;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;6;0.0716666666666666;0.25;507;0.0236686390532544;889.4736842105264;0.25;3.5087719298245617;2;0.1399999999999999;-4;-1;-2;0.0137221269296741;0.25;0.285;1.0;1;1;2;1;0;0;1;0;0.25;0.5;0.0034305317324185;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Crystal Palace;3;17;3;65;63;Leicester City;0;3;20;9;4;4;0.68;0.32;595;0.84;11;15;0;3;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2;0.0355555555555555;0.0;500;0.022;735.2941176470588;0.25;7.352941176470588;11;0.36;3;-3;-4;0.0336134453781512;0.1;0.34;2.5;0;2;2;0;1;0;0;1;0.1;0.5;0.0033613445378151;10.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Crystal Palace;3;17;3;65;53;Chelsea;2;4;9;13;3;7;0.37;0.63;350;0.78;13;9;2;4;0;0;4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0484615384615384;0.1538461538461538;273;0.0476190476190476;737.8378378378378;0.4444444444444444;10.81081081081081;-4;-0.26;0;-2;4;0.0257142857142857;0.1111111111111111;0.37;4.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.3333333333333333;0.0028571428571428;9.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Crystal Palace;14;17;3;65;826;Norwich;2;0;14;8;5;3;0.43;0.57;541;0.89;13;5;2;0;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0;0.07125;0.1538461538461538;481;0.027027027027027;1118.6046511627908;0.2857142857142857;9.30232558139535;6;-0.1399999999999999;4;2;8;0.0258780036968576;0.2857142857142857;0.1075;1.0;1;3;4;1;0;0;0;1;0.2857142857142857;0.8;0.0073937153419593;3.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Crystal Palace;3;17;7;65;61;West Ham;1;1;14;18;2;3;0.59;0.41;552;0.82;9;17;1;1;0;0;3;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;3;0.0227777777777777;0.1111111111111111;453;0.0198675496688741;767.7966101694916;0.2142857142857142;5.084745762711865;-4;0.18;0;0;-8;0.0253623188405797;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Crystal Palace;3;17;0;65;57;Brentford;5;1;14;9;6;5;0.54;0.46;481;0.8;15;6;5;1;0;0;7;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0511111111111111;0.3333333333333333;385;0.0389610389610389;712.9629629629629;0.5;12.962962962962962;5;0.08;3;4;9;0.0291060291060291;0.0714285714285714;0.54;7.0;0;1;1;0;0;1;1;0;0.0714285714285714;0.1666666666666666;0.002079002079002;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Crystal Palace;6;17;1;65;769;Nantes;0;0;13;6;2;3;0.63;0.37;617;0.88;12;7;0;0;0;0;2;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.0616666666666666;0.0;543;0.0220994475138121;861.9047619047619;0.1538461538461538;3.1746031746031744;7;0.26;-2;0;5;0.0210696920583468;0.0769230769230769;0.63;2.0;0;1;1;0;1;0;0;1;0.0769230769230769;0.5;0.0016207455429497;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Crystal Palace;6;17;17;65;61;West Ham;1;3;16;9;8;1;0.46;0.54;386;0.76;9;14;1;3;0;0;7;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.06;0.1111111111111111;293;0.030716723549488;636.9565217391304;0.4375;15.217391304347826;7;-0.08;3;-2;-5;0.0414507772020725;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Crystal Palace;6;17;23;65;67;Wolves;2;0;9;11;4;6;0.35;0.65;328;0.75;14;10;2;0;0;0;3;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.059090909090909;0.1428571428571428;246;0.056910569105691;702.8571428571429;0.3333333333333333;8.571428571428571;-2;-0.3;0;2;4;0.0274390243902439;0.3333333333333333;0.1166666666666666;1.0;1;2;3;1;0;0;0;1;0.3333333333333333;0.75;0.0091463414634146;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Crystal Palace;6;6;17;65;264;Crawley Town;0;0;17;7;9;4;0.39;0.61;359;0.78;12;10;0;0;0;0;2;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0871428571428571;0.0;280;0.0428571428571428;717.9487179487179;0.1176470588235294;5.128205128205128;10;-0.2199999999999999;0;0;2;0.0473537604456824;0.3529411764705882;0.065;0.3333333333333333;4;2;6;1;0;0;1;0;0.3529411764705882;0.6666666666666666;0.0167130919220055;2.833333333333333;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-19;Crystal Palace;6;6;2;65;254;Charlton;0;0;12;3;4;1;0.65;0.35;586;0.84;10;8;0;0;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.1166666666666666;0.0;492;0.0203252032520325;756.9230769230769;0.4166666666666667;7.692307692307692;9;0.3;4;0;2;0.0204778156996587;0.0833333333333333;0.65;5.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.25;0.0017064846416382;12.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Crystal Palace;3;17;1;65;1;Aston Villa;1;4;15;8;9;2;0.54;0.46;552;0.89;10;8;1;4;0;0;2;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;4;0.0575;0.1;491;0.020366598778004;909.2592592592592;0.1333333333333333;3.7037037037037033;7;0.08;-2;-3;2;0.0271739130434782;0.3333333333333333;0.108;0.4;2;3;5;1;0;0;0;1;0.3333333333333333;0.5555555555555556;0.0090579710144927;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Crystal Palace;3;17;23;65;67;Wolves;3;3;13;14;3;8;0.38;0.62;345;0.73;12;13;2;3;1;0;3;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;8;0.0442857142857142;0.25;252;0.0476190476190476;663.1578947368421;0.2307692307692307;7.894736842105263;-1;-0.24;-5;0;-1;0.0376811594202898;0.2307692307692307;0.1266666666666666;1.0;2;1;3;1;0;0;1;0;0.2307692307692307;1.0;0.008695652173913;4.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-06;Crystal Palace;3;17;3;65;62;Manchester United;1;1;18;7;10;2;0.42;0.58;439;0.81;12;8;1;1;0;0;6;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2;0.0828571428571428;0.0833333333333333;356;0.0337078651685393;847.6190476190477;0.3333333333333333;14.285714285714286;11;-0.1599999999999999;4;0;4;0.041002277904328;0.2222222222222222;0.105;1.5;2;2;4;1;0;0;0;1;0.2222222222222222;0.4;0.0091116173120728;4.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Crystal Palace;3;17;3;65;58;Fulham;2;0;14;9;4;2;0.46;0.54;446;0.81;15;11;2;0;0;0;9;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;5;0.06;0.1333333333333333;361;0.0415512465373961;784.7826086956521;0.6428571428571429;19.565217391304348;5;-0.08;4;2;4;0.0313901345291479;0.0714285714285714;0.46;9.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.25;0.0022421524663677;14.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Crystal Palace;3;17;17;65;60;Newcastle;3;3;20;7;7;2;0.46;0.54;441;0.76;10;15;3;3;0;0;7;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2;0.0771428571428571;0.3;335;0.0298507462686567;728.2608695652174;0.35;15.217391304347826;13;-0.08;5;0;-5;0.0453514739229024;0.1;0.23;3.5;0;2;2;1;0;0;0;1;0.1;0.2857142857142857;0.0045351473922902;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Crystal Palace;3;17;3;65;61;West Ham;3;2;18;4;7;1;0.61;0.39;650;0.85;9;9;3;2;0;0;4;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0;0.0975;0.3333333333333333;552;0.0163043478260869;904.9180327868852;0.2222222222222222;6.557377049180328;14;0.2199999999999999;4;1;0;0.0276923076923076;0.2777777777777778;0.122;0.8;4;1;5;1;0;0;0;1;0.2777777777777778;0.7142857142857143;0.0076923076923076;3.6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Crystal Palace;3;6;0;65;2;Liverpool;1;1;8;21;5;6;0.3;0.7;324;0.68;10;10;1;1;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;11;0.0333333333333333;0.1;220;0.0454545454545454;733.3333333333334;0.125;3.333333333333333;-13;-0.3999999999999999;-10;0;0;0.0246913580246913;0.125;0.3;1.0;1;0;1;1;0;0;1;0;0.125;0.2;0.0030864197530864;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Crystal Palace;3;6;31;65;3;Manchester City;1;1;7;18;4;8;0.24;0.76;274;0.78;13;3;1;1;0;0;2;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;9;0.0422222222222222;0.0769230769230769;214;0.0607476635514018;891.6666666666667;0.2857142857142857;8.333333333333334;-11;-0.52;-7;0;10;0.0255474452554744;0.2857142857142857;0.12;1.0;1;1;2;0;0;1;0;1;0.2857142857142857;0.5;0.0072992700729927;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Crystal Palace;3;6;0;65;59;Bournemouth;2;3;3;11;2;6;0.49;0.51;457;0.76;14;13;2;3;0;0;2;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;9;0.0463636363636363;0.1428571428571428;347;0.0403458213256484;708.1632653061224;0.6666666666666666;4.081632653061225;-8;-0.02;-7;-1;1;0.0065645514223194;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Crystal Palace;3;17;3;65;55;Nottingham Forest;1;1;10;12;3;5;0.41;0.59;397;0.75;12;14;1;1;0;0;6;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;4;0.0491666666666666;0.0833333333333333;298;0.0402684563758389;726.829268292683;0.6;14.634146341463415;-2;-0.18;2;0;-2;0.0251889168765743;0.1;0.41;6.0;1;0;1;0;1;0;1;0;0.1;0.3333333333333333;0.0025188916876574;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
