Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Maarten Vandevoordt-RB Leipzig;Kosta Nedeljković-RB Leipzig;Lukas Klostermann-RB Leipzig;Castello Lukeba-RB Leipzig;David Raum-RB Leipzig;Kevin Kampl-RB Leipzig;Nicolas Seiwald-RB Leipzig;Amadou Haidara-RB Leipzig;Xavi Simons-RB Leipzig;Loïs Openda-RB Leipzig;Benjamin Šeško-RB Leipzig;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lutsharel Geertruida-RB Leipzig;El Chadaille Bitshiabu-RB Leipzig;Bote Baku-RB Leipzig;Christoph Baumgartner-RB Leipzig;Péter Gulácsi-RB Leipzig;Arthur Vermeeren-RB Leipzig;Willi Orban-RB Leipzig;Antonio Nusa-RB Leipzig;Yussuf Poulsen-RB Leipzig;Benjamin Henrichs-RB Leipzig;Xaver Schlager-RB Leipzig;André Silva-RB Leipzig;Mohamed Simakan-RB Leipzig;Elif Elmas-RB Leipzig;Janis Blaswich-RB Leipzig;Dani Olmo-RB Leipzig;Emil Forsberg-RB Leipzig;Christopher Lenz-RB Leipzig;Fábio Carvalho-RB Leipzig;Timo Werner-RB Leipzig;Marcel Halstenberg-RB Leipzig;Konrad Laimer-RB Leipzig;Dominik Szoboszlai-RB Leipzig;Christopher Nkunku-RB Leipzig;Ørjan Nyland-RB Leipzig;Joško Gvardiol-RB Leipzig
2024-11-23;RB Leipzig;9;17;3;31;97;Hoffenheim;1;2;14;20;6;7;0.4;0.6;339;0.76;12;14;1;2;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.03;0.08333333333333333;258;0.046511627906976744;645.0;0.21428571428571427;7.5;-6;-0.19999999999999996;-1;-1;-2;0.04129793510324484;0.21428571428571427;0.13333333333333333;1.0;2;1;3;0;0;1;1;0;0.21428571428571427;0.5;0.008849557522123894;4.666666666666667;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;RB Leipzig;9;17;3;31;172;Mönchengladbach;2;2;12;14;5;4;0.62;0.38;616;0.86;14;7;2;2;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.027142857142857142;0.14285714285714285;530;0.026415094339622643;854.8387096774194;0.6666666666666666;12.903225806451614;-2;0.24;4;0;7;0.01948051948051948;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;RB Leipzig;0;1;0;31;20;Celtic F. C.;1;0;10;17;3;5;0.39;0.61;412;0.87;13;7;1;0;0;0;8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;0.03588235294117647;0.07692307692307693;358;0.036312849162011177;917.9487179487179;0.8;20.51282051282051;-7;-0.21999999999999997;1;1;6;0.024271844660194174;0.1;0.39;8.0;1;0;1;0;0;1;1;0;0.1;0.3333333333333333;0.0024271844660194173;10.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;RB Leipzig;9;1;7;31;11;Dortmund;4;3;7;20;3;7;0.44;0.56;406;0.79;12;11;4;3;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;4;0.028000000000000004;0.3333333333333333;321;0.037383177570093455;729.5454545454545;0.0;0.0;-13;-0.12000000000000005;-4;1;1;0.017241379310344827;0.14285714285714285;0.44;0.0;1;0;1;0;0;1;1;0;0.14285714285714285;0.3333333333333333;0.0024630541871921183;7.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;RB Leipzig;23;6;6;31;176;St. Pauli;0;1;9;17;7;4;0.46;0.54;557;0.84;5;7;0;1;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.031764705882352945;0.0;468;0.010683760683760684;1017.391304347826;0.3333333333333333;6.521739130434782;-8;-0.08000000000000002;-4;-1;-2;0.01615798922800718;0.4444444444444444;0.115;0.75;3;1;4;1;0;0;0;1;0.4444444444444444;0.5714285714285714;0.00718132854578097;2.25;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;RB Leipzig;9;13;3;31;170;Friburgo;3;2;12;15;9;5;0.42;0.58;413;0.8;9;7;3;2;0;0;3;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;3;0.03866666666666666;0.3333333333333333;330;0.02727272727272727;785.7142857142858;0.25;7.142857142857143;-3;-0.15999999999999998;0;1;2;0.029055690072639227;0.25;0.13999999999999999;1.0;0;3;3;1;0;0;0;1;0.25;0.3333333333333333;0.007263922518159807;4.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;RB Leipzig;0;1;0;31;2;Liverpool;2;1;13;17;6;8;0.42;0.58;440;0.83;9;7;2;1;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;7;0.03411764705882353;0.2222222222222222;365;0.024657534246575342;869.047619047619;0.38461538461538464;11.904761904761905;-4;-0.15999999999999998;-2;1;2;0.029545454545454545;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;RB Leipzig;9;17;17;31;174;Mainz 05;3;1;11;17;5;2;0.46;0.54;459;0.75;15;12;3;1;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;5;0.031764705882352945;0.2;344;0.0436046511627907;747.8260869565217;0.2727272727272727;6.521739130434782;-6;-0.08000000000000002;-2;2;3;0.023965141612200435;0.18181818181818182;0.23;1.5;2;0;2;1;0;0;1;0;0.18181818181818182;0.4;0.004357298474945534;5.5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;RB Leipzig;9;13;29;31;142;Heidenheim;2;2;13;14;2;4;0.55;0.45;491;0.79;13;12;2;2;0;0;2;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.03214285714285715;0.15384615384615385;388;0.03350515463917526;705.4545454545454;0.15384615384615385;3.6363636363636362;-1;0.10000000000000003;-1;0;1;0.026476578411405296;0.07692307692307693;0.55;2.0;0;1;1;1;0;0;1;0;0.07692307692307693;0.5;0.002036659877800407;13.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;RB Leipzig;0;1;3;31;14;Juventus;1;3;24;16;7;5;0.44;0.56;389;0.86;4;14;1;2;0;1;8;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2;0.035;0.25;335;0.011940298507462687;761.3636363636364;0.3333333333333333;18.181818181818183;8;-0.12000000000000005;6;-2;-10;0.061696658097686374;0.08333333333333333;0.22;4.0;1;1;2;0;0;1;0;1;0.08333333333333333;0.2857142857142857;0.005141388174807198;12.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;RB Leipzig;9;1;17;31;173;Augsburgo;1;2;17;7;7;1;0.6;0.4;560;0.85;9;13;1;2;0;0;8;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;5;0.05714285714285715;0.1111111111111111;476;0.018907563025210083;793.3333333333334;0.47058823529411764;13.333333333333334;10;0.19999999999999996;3;-1;-4;0.030357142857142857;0.23529411764705882;0.15;2.0;2;2;4;1;0;0;0;1;0.23529411764705882;0.5714285714285714;0.007142857142857143;4.25;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;RB Leipzig;9;1;6;31;176;St. Pauli;1;2;10;17;5;4;0.7;0.3;757;0.86;8;6;1;2;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.01764705882352941;0.125;651;0.01228878648233487;930.0000000000001;0.1;1.4285714285714286;-7;0.39999999999999997;-2;-1;2;0.013210039630118891;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;RB Leipzig;0;1;17;31;27;Atlético Madrid;4;3;7;21;3;4;0.48;0.52;522;0.84;13;13;4;3;0;0;2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;8;0.024761904761904763;0.3076923076923077;438;0.02968036529680365;912.5;0.2857142857142857;4.166666666666667;-14;-0.040000000000000036;-6;1;0;0.013409961685823755;0.14285714285714285;0.48;2.0;1;0;1;0;0;1;1;0;0.14285714285714285;0.3333333333333333;0.0019157088122605363;7.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;RB Leipzig;9;17;6;31;169;FC Union Berlin;2;3;15;10;3;3;0.68;0.32;745;0.88;8;19;2;3;0;0;6;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;5;0.032;0.25;656;0.012195121951219513;964.7058823529411;0.4;8.823529411764705;5;0.36000000000000004;1;-1;-11;0.020134228187919462;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;RB Leipzig;9;17;17;31;6;Leverkusen;1;3;8;26;4;10;0.37;0.63;352;0.82;8;7;1;3;0;0;2;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;18;0.02423076923076923;0.125;289;0.02768166089965398;781.081081081081;0.25;5.405405405405405;-18;-0.26;-16;-2;1;0.022727272727272728;0.375;0.12333333333333334;0.6666666666666666;1;2;3;1;0;0;1;0;0.375;0.75;0.008522727272727272;2.6666666666666665;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;RB Leipzig;9;13;22;31;178;Bochum;2;3;13;10;3;4;0.63;0.37;505;0.81;9;16;1;3;1;0;9;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.037;0.2222222222222222;409;0.022004889975550123;649.2063492063492;0.6923076923076923;14.285714285714286;3;0.26;6;-1;-7;0.02574257425742574;0.07692307692307693;0.63;9.0;0;1;1;1;0;0;0;1;0.07692307692307693;0.3333333333333333;0.0019801980198019802;13.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;RB Leipzig;23;1;4;31;628;Rot-Weiss Essen;1;2;17;12;11;3;0.59;0.41;613;0.9;8;10;1;2;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.034166666666666665;0.125;552;0.014492753623188406;935.5932203389831;0.29411764705882354;8.474576271186441;5;0.18;2;-1;-2;0.02773246329526917;0.23529411764705882;0.1475;1.25;2;2;4;1;0;0;1;0;0.23529411764705882;0.36363636363636365;0.0065252854812398045;4.25;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;RB Leipzig;6;1;0;31;19;PSG;0;1;8;11;3;2;0.36;0.64;385;0.82;12;6;0;1;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;3;0.05818181818181818;0.0;316;0.0379746835443038;877.7777777777778;0.125;2.7777777777777777;-3;-0.28;-2;-1;6;0.02077922077922078;0.125;0.36;1.0;1;0;1;0;1;0;0;1;0.125;0.3333333333333333;0.0025974025974025974;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;RB Leipzig;9;13;17;31;87;Frankfurt;2;2;9;22;5;6;0.54;0.46;506;0.82;11;10;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;8;0.02090909090909091;0.18181818181818182;415;0.02650602409638554;768.5185185185185;0.3333333333333333;5.555555555555555;-13;0.08000000000000002;-5;0;1;0.017786561264822136;0.2222222222222222;0.27;1.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.4;0.003952569169960474;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;RB Leipzig;9;6;17;31;171;Werder Bremen;1;0;13;11;5;2;0.44;0.56;458;0.86;11;6;1;0;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.05090909090909091;0.09090909090909091;394;0.027918781725888325;895.4545454545455;0.3076923076923077;9.090909090909092;2;-0.12000000000000005;1;1;5;0.028384279475982533;0.07692307692307693;0.44;4.0;0;1;1;0;1;0;0;1;0.07692307692307693;0.2;0.002183406113537118;13.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-03;RB Leipzig;9;13;2;31;97;Hoffenheim;2;1;8;20;4;8;0.44;0.56;474;0.85;8;6;1;1;1;0;4;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;4;0.028000000000000004;0.25;403;0.019851116625310174;915.9090909090909;0.5;9.090909090909092;-12;-0.12000000000000005;0;1;2;0.016877637130801686;0.125;0.44;4.0;1;0;1;0;1;0;1;0;0.125;0.25;0.002109704641350211;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;RB Leipzig;9;13;5;31;11;Dortmund;1;2;21;12;7;5;0.38;0.62;343;0.85;11;8;1;2;0;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;8;0.051666666666666666;0.09090909090909091;292;0.03767123287671233;768.421052631579;0.23809523809523808;13.157894736842104;9;-0.24;-3;-1;3;0.061224489795918366;0.19047619047619047;0.095;1.25;2;2;4;1;0;0;0;1;0.19047619047619047;0.5714285714285714;0.011661807580174927;5.25;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;RB Leipzig;9;13;22;31;142;Heidenheim;1;3;12;10;4;4;0.61;0.39;583;0.84;8;13;1;3;0;0;6;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;2;0.039;0.125;490;0.0163265306122449;803.2786885245902;0.5;9.836065573770492;2;0.21999999999999997;4;-2;-5;0.02058319039451115;0.16666666666666666;0.305;3.0;1;1;2;1;0;0;1;0;0.16666666666666666;0.5;0.003430531732418525;6.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;RB Leipzig;9;13;17;31;175;Wolfsburg;2;4;16;10;6;3;0.5;0.5;520;0.87;12;8;2;4;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4;0.05;0.16666666666666666;452;0.02654867256637168;904.0;0.375;12.0;6;0.0;2;-2;4;0.03076923076923077;0.1875;0.16666666666666666;2.0;1;2;3;1;0;0;0;1;0.1875;0.5;0.0057692307692307696;5.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;RB Leipzig;9;13;17;31;170;Friburgo;4;3;14;13;6;2;0.54;0.46;473;0.87;13;7;4;3;0;0;4;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;8;0.03538461538461539;0.3076923076923077;412;0.03155339805825243;762.9629629629629;0.2857142857142857;7.4074074074074066;1;0.08000000000000002;-4;1;6;0.02959830866807611;0.2857142857142857;0.135;1.0;3;1;4;1;0;0;1;0;0.2857142857142857;0.6666666666666666;0.008456659619450317;3.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;RB Leipzig;9;1;17;31;174;Mainz 05;2;5;20;8;10;2;0.67;0.33;625;0.85;10;15;2;5;0;0;12;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.04125;0.2;531;0.018832391713747645;792.5373134328357;0.6;17.91044776119403;12;0.34;10;-3;-5;0.032;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-15;RB Leipzig;9;13;3;31;190;Colonia;2;2;22;10;8;2;0.67;0.33;585;0.87;13;11;2;2;0;0;6;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.033;0.15384615384615385;509;0.025540275049115914;759.7014925373134;0.2727272727272727;8.955223880597014;12;0.34;3;0;2;0.037606837606837605;0.22727272727272727;0.134;1.2;1;4;5;1;0;0;1;0;0.22727272727272727;0.625;0.008547008547008548;4.4;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;RB Leipzig;9;13;13;31;191;SV Darmstadt 98;0;3;29;9;8;4;0.64;0.36;628;0.89;3;14;0;3;0;0;8;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.04;0.0;559;0.005366726296958855;873.4375;0.27586206896551724;12.5;20;0.28;4;-3;-11;0.04617834394904458;0.06896551724137931;0.32;4.0;1;1;2;1;0;0;0;1;0.06896551724137931;0.25;0.0031847133757961785;14.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-06;RB Leipzig;0;13;0;31;12;Real Madrid;3;3;20;11;4;3;0.46;0.54;432;0.86;15;12;3;3;0;0;8;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.049090909090909095;0.2;372;0.04032258064516129;808.695652173913;0.4;17.391304347826086;9;-0.08000000000000002;5;0;3;0.046296296296296294;0.05;0.46;8.0;0;1;1;0;1;0;1;0;0.05;0.25;0.0023148148148148147;20.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;RB Leipzig;9;13;3;31;178;Bochum;2;4;12;14;4;3;0.58;0.42;470;0.73;10;13;2;3;0;1;5;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.03;0.2;343;0.029154518950437316;591.3793103448277;0.4166666666666667;8.620689655172415;-2;0.15999999999999998;3;-2;-3;0.02553191489361702;0.3333333333333333;0.145;1.25;1;3;4;1;0;0;1;0;0.3333333333333333;1.0;0.00851063829787234;3.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;RB Leipzig;9;13;3;31;23;Bayern;3;3;11;16;6;4;0.43;0.57;470;0.84;10;11;3;3;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;6;0.035625;0.3;395;0.02531645569620253;918.6046511627907;0.36363636363636365;9.30232558139535;-5;-0.13999999999999996;-2;0;-1;0.023404255319148935;0.09090909090909091;0.43;4.0;0;1;1;0;0;1;1;0;0.09090909090909091;0.16666666666666666;0.002127659574468085;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;RB Leipzig;9;13;2;31;172;Mönchengladbach;1;5;16;15;9;0;0.49;0.51;456;0.82;12;13;1;5;0;0;8;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;4;0.034;0.08333333333333333;374;0.03208556149732621;763.265306122449;0.5;16.3265306122449;1;-0.020000000000000018;4;-4;-1;0.03508771929824561;0.125;0.245;4.0;1;1;2;1;0;0;0;1;0.125;0.2222222222222222;0.0043859649122807015;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-13;RB Leipzig;0;13;28;31;12;Real Madrid;3;2;14;15;9;3;0.5;0.5;541;0.87;10;12;3;2;0;0;7;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3;0.03333333333333333;0.3;471;0.021231422505307854;942.0;0.5;14.0;-1;0.0;4;1;-2;0.025878003696857672;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;RB Leipzig;9;13;28;31;173;Augsburgo;1;5;9;11;7;4;0.59;0.41;488;0.79;10;15;1;5;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.03727272727272727;0.1;386;0.025906735751295335;654.2372881355933;0.3333333333333333;5.084745762711865;-2;0.18;2;-4;-5;0.018442622950819672;0.2222222222222222;0.295;1.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.2857142857142857;0.004098360655737705;4.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;RB Leipzig;9;13;2;31;169;FC Union Berlin;1;3;16;10;6;2;0.66;0.34;687;0.88;13;11;1;2;0;1;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.034;0.07692307692307693;605;0.021487603305785124;916.6666666666666;0.3125;7.575757575757575;6;0.32;1;-2;2;0.023289665211062592;0.125;0.33;2.5;1;1;2;1;0;0;0;1;0.125;0.3333333333333333;0.002911208151382824;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;RB Leipzig;9;13;2;31;18;Stuttgart;4;1;4;18;2;9;0.45;0.55;472;0.83;11;9;4;1;0;0;3;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;9;0.030555555555555558;0.36363636363636365;392;0.02806122448979592;871.1111111111111;0.75;6.666666666666666;-14;-0.10000000000000003;-6;3;2;0.00847457627118644;0.5;0.225;1.5;1;1;2;0;0;1;1;0;0.5;1.0;0.00423728813559322;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
