Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Maarten Vandevoordt-RB Leipzig;Kosta Nedeljković-RB Leipzig;Lukas Klostermann-RB Leipzig;Castello Lukeba-RB Leipzig;David Raum-RB Leipzig;Kevin Kampl-RB Leipzig;Nicolas Seiwald-RB Leipzig;Amadou Haidara-RB Leipzig;Xavi Simons-RB Leipzig;Loïs Openda-RB Leipzig;Benjamin Šeško-RB Leipzig;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lutsharel Geertruida-RB Leipzig;El Chadaille Bitshiabu-RB Leipzig;Bote Baku-RB Leipzig;Christoph Baumgartner-RB Leipzig;Péter Gulácsi-RB Leipzig;Arthur Vermeeren-RB Leipzig;Willi Orban-RB Leipzig;Antonio Nusa-RB Leipzig;Yussuf Poulsen-RB Leipzig;Benjamin Henrichs-RB Leipzig;Xaver Schlager-RB Leipzig;André Silva-RB Leipzig;Mohamed Simakan-RB Leipzig;Elif Elmas-RB Leipzig;Janis Blaswich-RB Leipzig;Dani Olmo-RB Leipzig;Emil Forsberg-RB Leipzig;Christopher Lenz-RB Leipzig;Fábio Carvalho-RB Leipzig;Timo Werner-RB Leipzig;Marcel Halstenberg-RB Leipzig;Konrad Laimer-RB Leipzig;Dominik Szoboszlai-RB Leipzig;Christopher Nkunku-RB Leipzig;Ørjan Nyland-RB Leipzig;Joško Gvardiol-RB Leipzig
2024-01-20;RB Leipzig;9;13;17;31;6;Leverkusen;2;3;10;18;6;5;0.39;0.61;431;0.8;11;13;2;3;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9;0.033888888888888885;0.18181818181818182;345;0.03188405797101449;884.6153846153846;0.1;2.564102564102564;-8;-0.21999999999999997;-8;-1;-2;0.02320185614849188;0.2;0.195;0.5;1;1;2;0;0;1;0;1;0.2;0.3333333333333333;0.004640371229698376;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;RB Leipzig;9;1;6;31;87;Frankfurt;0;2;31;5;8;1;0.63;0.37;631;0.86;9;16;0;2;0;0;15;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.074;0.0;543;0.016574585635359115;861.9047619047619;0.4838709677419355;23.80952380952381;26;0.26;11;-2;-7;0.0491283676703645;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-19;RB Leipzig;9;13;6;31;171;Werder Bremen;2;4;17;11;8;2;0.56;0.44;535;0.84;9;15;2;4;0;0;4;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1;0.04;0.2222222222222222;449;0.0200445434298441;801.7857142857142;0.23529411764705882;7.142857142857142;6;0.12000000000000005;3;-2;-6;0.03177570093457944;0.058823529411764705;0.56;4.0;0;1;1;0;1;0;1;0;0.058823529411764705;0.125;0.001869158878504673;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-16;RB Leipzig;9;13;29;31;97;Hoffenheim;3;2;22;9;10;4;0.58;0.42;517;0.86;11;9;3;2;0;0;9;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;2;0.04666666666666666;0.2727272727272727;445;0.024719101123595506;767.2413793103449;0.4090909090909091;15.517241379310345;13;0.15999999999999998;7;1;2;0.0425531914893617;0.13636363636363635;0.19333333333333333;3.0;1;2;3;1;0;0;0;1;0.13636363636363635;0.3;0.005802707930367505;7.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-13;RB Leipzig;0;13;1;31;35;Young Boys;2;3;10;16;2;3;0.54;0.46;501;0.79;9;18;2;3;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;3;0.02875;0.2222222222222222;396;0.022727272727272728;733.3333333333333;0.1;1.8518518518518516;-6;0.08000000000000002;-2;-1;-9;0.01996007984031936;0.2;0.27;0.5;0;2;2;1;0;0;0;1;0.2;1.0;0.003992015968063872;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;RB Leipzig;9;17;3;31;11;Dortmund;3;2;26;18;8;6;0.46;0.54;485;0.82;11;6;3;1;0;1;6;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;6;0.030000000000000002;0.2727272727272727;398;0.02763819095477387;865.2173913043478;0.23076923076923078;13.043478260869565;8;-0.08000000000000002;0;1;5;0.05360824742268041;0.11538461538461539;0.15333333333333335;2.0;1;2;3;1;0;0;1;0;0.11538461538461539;0.375;0.006185567010309278;8.666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;RB Leipzig;9;13;9;31;142;Heidenheim;2;2;23;7;8;1;0.71;0.29;713;0.88;13;16;2;2;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;3;0.041428571428571426;0.15384615384615385;627;0.02073365231259968;883.0985915492959;0.21739130434782608;7.042253521126761;16;0.42;2;0;-3;0.03225806451612903;0.08695652173913043;0.355;2.5;2;0;2;1;0;0;0;1;0.08695652173913043;0.25;0.002805049088359046;11.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-28;RB Leipzig;0;9;31;31;3;Manchester City;0;1;5;14;3;6;0.29;0.71;327;0.85;11;10;0;1;0;0;7;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;6;0.05071428571428571;0.0;278;0.039568345323741004;958.6206896551724;1.4;24.13793103448276;-9;-0.42;1;-1;1;0.01529051987767584;0.4;0.145;3.5;2;0;2;0;0;1;1;0;0.4;0.6666666666666666;0.0061162079510703364;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;RB Leipzig;9;13;6;31;175;Wolfsburg;2;4;25;10;9;4;0.64;0.36;591;0.85;12;17;2;4;0;0;12;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1;0.036;0.16666666666666666;502;0.02390438247011952;784.375;0.48;18.75;15;0.28;11;-2;-5;0.04230118443316413;0.04;0.64;12.0;0;1;1;0;0;1;1;0;0.04;0.1111111111111111;0.001692047377326565;25.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-12;RB Leipzig;9;1;17;31;170;Friburgo;2;0;15;9;6;3;0.63;0.37;630;0.87;10;12;2;0;0;0;7;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.04111111111111111;0.2;548;0.01824817518248175;869.8412698412699;0.4666666666666667;11.11111111111111;6;0.26;4;2;-2;0.023809523809523808;0.2;0.21;2.3333333333333335;1;2;3;1;0;0;0;1;0.2;0.5;0.004761904761904762;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-07;RB Leipzig;0;1;4;31;33;Estrella Roja;3;5;24;15;4;3;0.51;0.49;458;0.83;11;12;3;5;0;0;7;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;4;0.03266666666666666;0.2727272727272727;380;0.02894736842105263;745.0980392156863;0.2916666666666667;13.72549019607843;9;0.020000000000000018;3;-2;-1;0.05240174672489083;0.08333333333333333;0.255;3.5;1;1;2;1;0;0;1;0;0.08333333333333333;0.5;0.004366812227074236;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;RB Leipzig;9;17;17;31;174;Mainz 05;1;3;10;10;2;3;0.68;0.32;648;0.82;9;13;1;3;0;0;7;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.032;0.1111111111111111;531;0.01694915254237288;780.8823529411765;0.7;10.294117647058822;0;0.36000000000000004;5;-2;-4;0.015432098765432098;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-31;RB Leipzig;23;1;6;31;175;Wolfsburg;4;5;11;12;1;5;0.66;0.34;590;0.82;11;17;3;5;1;0;6;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;6;0.028333333333333335;0.36363636363636365;484;0.022727272727272728;733.3333333333333;0.5454545454545454;9.09090909090909;-1;0.32;0;-1;-6;0.01864406779661017;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-28;RB Leipzig;9;29;3;31;190;Colonia;2;3;26;6;13;2;0.63;0.37;567;0.88;8;13;2;2;0;1;11;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1;0.06166666666666667;0.25;499;0.01603206412825651;792.063492063492;0.4230769230769231;17.46031746031746;20;0.26;10;-1;-5;0.04585537918871252;0.23076923076923078;0.105;1.8333333333333333;4;2;6;1;0;0;0;1;0.23076923076923078;0.46153846153846156;0.010582010582010581;4.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-25;RB Leipzig;0;1;2;31;33;Estrella Roja;1;4;27;16;10;4;0.66;0.34;560;0.87;7;16;1;4;0;0;9;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.02125;0.14285714285714285;487;0.014373716632443531;737.8787878787879;0.3333333333333333;13.636363636363635;11;0.32;5;-3;-9;0.048214285714285716;0.1111111111111111;0.22;3.0;1;2;3;1;0;0;0;1;0.1111111111111111;0.3;0.005357142857142857;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;RB Leipzig;9;13;29;31;191;SV Darmstadt 98;3;6;10;18;7;4;0.42;0.58;321;0.66;12;16;3;6;0;0;0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;6;0.03222222222222222;0.25;212;0.05660377358490566;504.76190476190476;0.0;0.0;-8;-0.15999999999999998;-6;-3;-4;0.03115264797507788;0.3;0.13999999999999999;0.0;2;1;3;1;0;0;1;0;0.3;0.42857142857142855;0.009345794392523364;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;RB Leipzig;9;1;2;31;178;Bochum;2;4;17;9;5;2;0.77;0.23;681;0.89;10;13;2;4;0;0;9;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.025555555555555557;0.2;606;0.0165016501650165;787.012987012987;0.5294117647058824;11.688311688311687;8;0.54;8;-2;-3;0.024963289280469897;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-04;RB Leipzig;0;3;31;31;3;Manchester City;2;1;3;18;1;5;0.31;0.69;351;0.85;12;6;2;1;0;0;2;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.03833333333333333;0.16666666666666666;298;0.040268456375838924;961.2903225806451;0.6666666666666666;6.451612903225807;-15;-0.37999999999999995;-1;1;6;0.008547008547008548;0.3333333333333333;0.31;2.0;0;1;1;0;0;1;0;1;0.3333333333333333;1.0;0.002849002849002849;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;RB Leipzig;9;13;3;31;23;Bayern;2;5;6;11;2;5;0.34;0.66;355;0.78;10;11;2;5;0;0;5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1;0.060000000000000005;0.2;277;0.036101083032490974;814.7058823529411;0.8333333333333334;14.705882352941176;-5;-0.32;4;-3;-1;0.016901408450704224;0.3333333333333333;0.17;2.5;2;0;2;0;1;0;0;1;0.3333333333333333;1.0;0.005633802816901409;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;RB Leipzig;23;1;6;31;617;Wehen Wiesbaden;1;3;14;16;8;7;0.69;0.31;742;0.9;10;12;1;3;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;4;0.019375;0.1;668;0.014970059880239521;968.1159420289856;0.2857142857142857;5.797101449275363;-2;0.37999999999999995;0;-2;-2;0.018867924528301886;0.21428571428571427;0.22999999999999998;1.3333333333333333;2;1;3;1;0;0;1;0;0.21428571428571427;0.375;0.004043126684636119;4.666666666666667;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-23;RB Leipzig;9;1;2;31;172;Mönchengladbach;1;1;8;14;4;1;0.56;0.44;552;0.82;7;14;1;1;0;0;6;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;11;0.03142857142857143;0.14285714285714285;453;0.01545253863134658;808.9285714285713;0.75;10.714285714285714;-6;0.12000000000000005;-5;0;-7;0.014492753623188406;0.125;0.56;6.0;0;1;1;1;0;0;1;0;0.125;0.25;0.0018115942028985507;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-19;RB Leipzig;0;1;4;31;35;Young Boys;4;3;21;8;9;3;0.44;0.56;406;0.78;13;12;4;3;0;0;7;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.07;0.3076923076923077;317;0.04100946372239748;720.4545454545455;0.3333333333333333;15.909090909090908;13;-0.12000000000000005;4;1;1;0.05172413793103448;0.14285714285714285;0.14666666666666667;2.3333333333333335;1;2;3;1;0;0;1;0;0.14285714285714285;0.3333333333333333;0.007389162561576354;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;RB Leipzig;9;13;17;31;173;Augsburgo;0;0;9;16;6;5;0.55;0.45;504;0.84;16;12;0;0;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.028125;0.0;423;0.037825059101654845;769.090909090909;0.1111111111111111;1.8181818181818181;-7;0.10000000000000003;-5;0;4;0.017857142857142856;0.3333333333333333;0.18333333333333335;0.3333333333333333;3;0;3;1;0;0;0;1;0.3333333333333333;0.5;0.005952380952380952;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;RB Leipzig;9;13;17;31;169;FC Union Berlin;1;4;14;3;7;1;0.66;0.34;643;0.84;9;16;1;3;0;1;7;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.11333333333333334;0.1111111111111111;540;0.016666666666666666;818.1818181818181;0.5;10.606060606060606;11;0.32;4;-3;-7;0.02177293934681182;0.21428571428571427;0.22;2.3333333333333335;0;3;3;1;0;0;1;0;0.21428571428571427;0.42857142857142855;0.004665629860031105;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-25;RB Leipzig;9;13;3;31;18;Stuttgart;1;1;20;9;11;4;0.54;0.46;510;0.86;11;10;1;1;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.051111111111111114;0.09090909090909091;439;0.025056947608200455;812.9629629629629;0.2;7.4074074074074066;11;0.08000000000000002;0;0;1;0.0392156862745098;0.25;0.10800000000000001;0.8;0;5;5;1;0;0;0;1;0.25;0.45454545454545453;0.00980392156862745;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;RB Leipzig;9;13;17;31;6;Leverkusen;2;1;14;11;6;7;0.56;0.44;557;0.85;10;13;2;1;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.04;0.2;473;0.021141649048625793;844.6428571428571;0.35714285714285715;8.928571428571427;3;0.12000000000000005;1;1;-3;0.025134649910233394;0.14285714285714285;0.28;2.5;1;1;2;0;0;1;1;0;0.14285714285714285;0.3333333333333333;0.003590664272890485;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;RB Leipzig;47;13;3;31;23;Bayern;1;2;10;13;5;5;0.32;0.68;288;0.76;13;14;1;2;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;9;0.05230769230769231;0.07692307692307693;219;0.0593607305936073;684.375;0.6;18.75;-3;-0.36000000000000004;-3;-1;-1;0.034722222222222224;0.3;0.10666666666666667;2.0;2;1;3;1;0;0;1;0;0.3;0.6;0.010416666666666666;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-06-03;RB Leipzig;23;13;17;31;87;Frankfurt;2;2;13;6;3;2;0.58;0.42;557;0.81;13;13;2;2;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.06999999999999999;0.15384615384615385;451;0.028824833702882482;777.5862068965517;0.46153846153846156;10.344827586206897;7;0.15999999999999998;3;0;0;0.02333931777378815;0.15384615384615385;0.29;3.0;0;2;2;1;0;0;0;1;0.15384615384615385;0.6666666666666666;0.003590664272890485;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
2023-05-27;RB Leipzig;9;13;3;31;194;Schalke 04;2;2;18;15;11;4;0.51;0.49;425;0.75;12;11;2;2;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.03266666666666666;0.16666666666666666;319;0.03761755485893417;625.4901960784314;0.2222222222222222;7.8431372549019605;3;0.020000000000000018;-1;0;1;0.042352941176470586;0.2222222222222222;0.1275;1.0;2;2;4;1;0;0;0;1;0.2222222222222222;0.36363636363636365;0.009411764705882352;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
2023-05-20;RB Leipzig;9;13;3;31;23;Bayern;1;1;14;15;7;4;0.4;0.6;388;0.79;11;8;1;1;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.04;0.09090909090909091;307;0.035830618892508145;767.5;0.14285714285714285;5.0;-1;-0.19999999999999996;-5;0;3;0.03608247422680412;0.21428571428571427;0.13333333333333333;0.6666666666666666;0;3;3;1;0;0;1;0;0.21428571428571427;0.42857142857142855;0.007731958762886598;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0
2023-05-14;RB Leipzig;9;13;30;31;171;Werder Bremen;2;4;20;6;7;2;0.62;0.38;573;0.84;12;20;2;4;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.06333333333333334;0.16666666666666666;481;0.02494802494802495;775.8064516129033;0.15;4.838709677419355;14;0.24;1;-2;-8;0.034904013961605584;0.1;0.31;1.5;0;2;2;1;0;0;0;1;0.1;0.2857142857142857;0.0034904013961605585;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-06;RB Leipzig;9;13;13;31;170;Friburgo;4;1;13;3;5;1;0.59;0.41;518;0.8;11;9;4;1;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.13666666666666666;0.36363636363636365;414;0.026570048309178744;701.6949152542373;0.23076923076923078;5.084745762711865;10;0.18;0;3;2;0.025096525096525095;0.07692307692307693;0.59;3.0;0;1;1;1;0;0;1;0;0.07692307692307693;0.2;0.0019305019305019305;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-02;RB Leipzig;23;3;4;31;170;Friburgo;4;2;12;10;6;2;0.47;0.53;410;0.77;16;16;3;2;1;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.053000000000000005;0.25;316;0.05063291139240506;672.3404255319149;0.25;6.382978723404256;2;-0.06000000000000005;0;2;0;0.02926829268292683;0.4166666666666667;0.094;0.6;4;1;5;1;0;0;1;0;0.4166666666666667;0.8333333333333334;0.012195121951219513;2.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
2023-04-29;RB Leipzig;9;17;2;31;97;Hoffenheim;0;2;15;5;2;1;0.59;0.41;586;0.84;10;14;0;2;0;0;7;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;0.08199999999999999;0.0;492;0.02032520325203252;833.8983050847459;0.4666666666666667;11.864406779661017;10;0.18;6;-2;-4;0.025597269624573378;0.06666666666666667;0.59;7.0;1;0;1;1;0;0;0;1;0.06666666666666667;0.5;0.0017064846416382253;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
2023-04-23;RB Leipzig;9;17;17;31;6;Leverkusen;4;3;26;7;6;4;0.69;0.31;710;0.85;9;9;3;3;1;0;9;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.04428571428571428;0.4444444444444444;604;0.014900662251655629;875.3623188405797;0.34615384615384615;13.043478260869566;19;0.37999999999999995;9;1;0;0.036619718309859155;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2023-04-15;RB Leipzig;9;6;17;31;173;Augsburgo;2;3;12;12;6;2;0.59;0.41;637;0.85;8;11;2;3;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.034166666666666665;0.25;541;0.014787430683918669;916.949152542373;0.25;5.084745762711865;0;0.18;-2;-1;-3;0.018838304552590265;0.25;0.19666666666666666;1.0;3;0;3;1;0;0;0;1;0.25;0.5;0.004709576138147566;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
