Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Walter Leandro Capeloza Artune-Mirassol;Lucas Ramon-Mirassol;João Victor-Mirassol;Jemmes-Mirassol;Reinaldo Manoel da Silva-Mirassol;Neto-Mirassol;Daniel de Oliveira Sertanejo-Mirassol;Gabriel Santana Pinto-Mirassol;Fabrício Daniel de Souza-Mirassol;Cristian Renato-Mirassol;Edson Carioca-Mirassol;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Alex Santana-Mirassol;José Aldo-Mirassol;Yago Felipe da Costa Rocha-Mirassol;Negueba-Mirassol;Iury Lírio Freitas de Castilho-Mirassol;Daniel Borges-Mirassol;Clayson Henrique da Silva Vieira-Mirassol;Everton Maceió-Mirassol;Chico Kim-Mirassol;Alan Empereur-Mirassol;David Braz-Mirassol;José Carlos Cracco Neto-Mirassol;Guilherme Pato-Mirassol;Diego Gonçalves-Mirassol;Matheus Alvarenga de Oliveira-Mirassol;Luiz Otávio da Silva Santos-Mirassol;Fernandinho-Mirassol;Dellatorre-Mirassol;Lucas Gazal-Mirassol;Léo Gamalho-Mirassol;Zé Mário-Mirassol;Isaque-Mirassol;Rodrigo Andrade-Mirassol;Vanderlei Farias da Silva-Mirassol;Alex da Silva-Mirassol;Warley Leandro da Silva-Mirassol;Quirino-Mirassol;Artur Sérgio Batista de Souza-Mirassol;Wanderson Santos Pereira-Mirassol;Yuri Oliveira Lima-Mirassol;Ronald dos Santos Lopes-Mirassol;Marcelo Correa-Mirassol;Paulinho-Mirassol;Rodrigo Ferreira-Mirassol;Wesley Santos Silva-Mirassol;Mário Sérgio Pereira Júnior-Mirassol;Rodrigo Sam-Mirassol;Heitor Rodrigues da Fonseca-Mirassol;Thalisson Kelven-Mirassol;Manoel-Mirassol;José Roberto Assunção de Araújo Filho-Mirassol;Guilherme da Trindade Dubas-Mirassol;Leandro Vilela-Mirassol;Julimar-Mirassol;Fernando Camilo Farias-Mirassol;Luiz Flávio Silverio Silva-Mirassol;Reinaldo Kauan Bento dos Santos-Mirassol;Ilson Cedric Borges de Accacio Lima-Mirassol;Silvio José Cardoso Reis Junior-Mirassol;Reniê-Mirassol;Arnaldo Manoel de Almeida-Mirassol;Luiz Gustavo Tavares Conde-Mirassol;Cesar-Mirassol;Zé Mateus-Mirassol;Everton Bala-Mirassol;Darley Ramon Torres-Mirassol;Rayan Poltronieri Pereira-Mirassol;Anderson Ferreira da Silva-Mirassol;Luís Felipe Oyama-Mirassol;Fabinho-Mirassol;Zeca-Mirassol;Lucão-Mirassol;Du Fernandes-Mirassol;Ivan Aparecido Martins-Mirassol;Claudinho-Mirassol
2024-11-24;Mirassol;29;0;1;670;688;Chapecoense;3;1;12;11;4;1;0.65;0.35;537;0.89;9;9;3;1;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.0318181818181818;0.3333333333333333;478;0.0188284518828451;735.3846153846154;0.25;4.615384615384615;1;0.3;-1;2;0;0.0223463687150838;0.0833333333333333;0.65;3.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.25;0.0018621973929236;12.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-15;Mirassol;29;0;3;670;685;Operário;1;3;7;15;1;4;0.48;0.52;348;0.76;5;14;1;3;0;0;8;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.0346666666666666;0.2;264;0.0189393939393939;550.0;1.1428571428571428;16.666666666666668;-8;-0.04;4;-2;-9;0.0201149425287356;0.1428571428571428;0.48;8.0;0;1;1;0;1;0;1;0;0.1428571428571428;1.0;0.0028735632183908;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Mirassol;29;0;1;670;686;Avaí;1;1;3;15;1;2;0.54;0.46;472;0.83;7;7;1;1;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;9;0.0306666666666666;0.1428571428571428;392;0.0178571428571428;725.9259259259259;1.0;5.555555555555555;-12;0.08;-6;0;0;0.0063559322033898;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Mirassol;29;0;3;670;684;Coritiba;1;1;16;9;7;5;0.47;0.53;445;0.86;6;9;1;0;0;1;5;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;7;0.0588888888888888;0.1666666666666666;383;0.0156657963446475;814.8936170212767;0.3125;10.638297872340424;7;-0.06;-2;0;-3;0.0359550561797752;0.25;0.1175;1.25;2;2;4;1;0;0;0;1;0.25;0.5714285714285714;0.0089887640449438;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Mirassol;29;0;0;670;666;Ponte Preta;0;2;19;7;6;0;0.53;0.47;469;0.85;6;9;0;2;0;0;6;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2;0.0671428571428571;0.0;399;0.0150375939849624;752.8301886792452;0.3157894736842105;11.320754716981131;12;0.06;4;-2;-3;0.0405117270788912;0.1578947368421052;0.1766666666666666;2.0;1;2;3;1;0;0;0;1;0.1578947368421052;0.5;0.0063965884861407;6.333333333333333;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Mirassol;29;3;7;670;690;CRB;0;2;9;13;5;4;0.48;0.52;464;0.79;4;15;0;2;0;0;6;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;7;0.04;0.0;367;0.0108991825613079;764.5833333333334;0.6666666666666666;12.5;-4;-0.04;-1;-2;-11;0.0193965517241379;0.1111111111111111;0.48;6.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.2;0.0021551724137931;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Mirassol;29;0;17;670;671;Novorizontino;3;3;6;15;4;1;0.49;0.51;322;0.7;9;18;3;3;0;0;9;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.034;0.3333333333333333;225;0.04;459.18367346938777;1.5;18.367346938775512;-9;-0.02;5;0;-9;0.0186335403726708;0.1666666666666666;0.49;9.0;0;1;1;1;0;0;0;1;0.1666666666666666;0.25;0.0031055900621118;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-12;Mirassol;29;0;3;670;662;Santos;2;5;18;19;5;8;0.62;0.38;522;0.84;8;15;2;4;0;1;6;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.02;0.25;438;0.0182648401826484;706.4516129032259;0.3333333333333333;9.67741935483871;-1;0.24;1;-3;-7;0.0344827586206896;0.1111111111111111;0.31;3.0;1;1;2;0;0;1;1;0;0.1111111111111111;0.4;0.003831417624521;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Mirassol;29;0;1;670;681;Vila Nova;4;4;14;3;1;1;0.6;0.4;427;0.82;16;22;4;2;0;2;3;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.1333333333333333;0.25;350;0.0457142857142857;583.3333333333334;0.2142857142857142;5.0;11;0.1999999999999999;-2;0;-6;0.0327868852459016;0.0714285714285714;0.6;3.0;0;1;1;1;0;0;0;1;0.0714285714285714;1.0;0.0023419203747072;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Mirassol;29;0;1;670;679;Sport Recife;1;2;8;4;3;0;0.51;0.49;454;0.84;7;17;1;2;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.1225;0.1428571428571428;381;0.0183727034120734;747.0588235294117;0.375;5.88235294117647;4;0.02;-1;-1;-10;0.0176211453744493;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Mirassol;29;0;3;670;683;Goiás;1;3;10;22;2;5;0.43;0.57;306;0.83;11;21;1;3;0;0;8;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;11;0.0259090909090909;0.0909090909090909;254;0.0433070866141732;590.6976744186046;0.8;18.6046511627907;-12;-0.1399999999999999;-3;-2;-10;0.0326797385620915;0.1;0.43;8.0;0;1;1;1;0;0;1;0;0.1;0.5;0.0032679738562091;10.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Mirassol;29;0;1;670;668;Guarani;3;4;12;13;1;5;0.6;0.4;543;0.8;15;17;3;4;0;0;4;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.0307692307692307;0.2;434;0.0345622119815668;723.3333333333334;0.3333333333333333;6.666666666666667;-1;0.1999999999999999;1;-1;-2;0.0220994475138121;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Mirassol;29;0;1;670;687;Amazonas;1;3;12;14;4;2;0.45;0.55;391;0.82;7;15;1;3;0;0;4;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.0392857142857142;0.1428571428571428;321;0.0218068535825545;713.3333333333334;0.3333333333333333;8.88888888888889;-2;-0.1;-2;-2;-8;0.0306905370843989;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-07;Mirassol;29;9;3;670;665;Ituano;3;4;7;20;4;9;0.49;0.51;454;0.85;8;11;3;4;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0255;0.375;386;0.0207253886010362;787.7551020408164;0.7142857142857143;10.20408163265306;-13;-0.02;0;-1;-3;0.0154185022026431;0.2857142857142857;0.245;2.5;1;1;2;0;0;1;1;0;0.2857142857142857;0.5;0.0044052863436123;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-03;Mirassol;29;0;3;670;682;América-MG;2;3;10;18;6;5;0.4;0.6;352;0.78;9;17;2;3;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.0333333333333333;0.2222222222222222;275;0.0327272727272727;687.5;0.3;7.5;-8;-0.1999999999999999;-4;-1;-8;0.0284090909090909;0.1;0.4;3.0;1;0;1;1;0;0;0;1;0.1;0.1666666666666666;0.002840909090909;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-21;Mirassol;29;0;3;670;673;Botafogo RP;4;4;10;10;3;3;0.61;0.39;441;0.82;15;13;3;4;1;0;6;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.039;0.2666666666666666;362;0.0414364640883977;593.4426229508197;0.6;9.836065573770492;0;0.2199999999999999;0;0;2;0.0226757369614512;0.1;0.61;6.0;0;1;1;0;0;1;0;1;0.1;0.3333333333333333;0.0022675736961451;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Mirassol;29;0;3;670;680;Ceará;3;2;7;34;3;7;0.47;0.53;391;0.84;8;15;3;1;0;1;2;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;19;0.0155882352941176;0.375;328;0.024390243902439;697.872340425532;0.2857142857142857;4.25531914893617;-27;-0.06;-17;1;-7;0.0179028132992327;0.2857142857142857;0.235;1.0;1;1;2;1;0;0;1;0;0.2857142857142857;0.6666666666666666;0.0051150895140664;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-09;Mirassol;29;0;6;670;691;Brusque;0;2;17;12;10;2;0.44;0.56;395;0.82;11;15;0;2;0;0;5;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1;0.0466666666666666;0.0;324;0.0339506172839506;736.3636363636364;0.2941176470588235;11.363636363636363;5;-0.12;4;-2;-4;0.0430379746835443;0.1176470588235294;0.22;2.5;2;0;2;1;0;0;0;1;0.1176470588235294;0.2;0.0050632911392405;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-05;Mirassol;29;0;3;670;688;Chapecoense;1;0;6;19;3;8;0.56;0.44;469;0.81;10;15;1;0;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.0231578947368421;0.1;380;0.0263157894736842;678.5714285714286;0.3333333333333333;3.571428571428571;-13;0.12;-2;1;-5;0.0127931769722814;0.1666666666666666;0.56;2.0;0;1;1;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0021321961620469;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Mirassol;29;0;3;670;685;Operário;3;5;9;11;3;2;0.38;0.62;325;0.81;13;15;2;5;1;0;2;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.0563636363636363;0.2307692307692307;263;0.0494296577946768;692.1052631578947;0.2222222222222222;5.2631578947368425;-2;-0.24;-6;-2;-2;0.0276923076923076;0.1111111111111111;0.38;2.0;1;0;1;1;0;0;0;1;0.1111111111111111;0.3333333333333333;0.003076923076923;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-23;Mirassol;29;0;1;670;686;Avaí;0;3;14;13;5;2;0.67;0.33;547;0.9;4;13;0;3;0;0;6;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.0253846153846153;0.0;492;0.008130081300813;734.3283582089551;0.4285714285714285;8.955223880597014;1;0.34;-2;-3;-9;0.0255941499085923;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-19;Mirassol;29;0;4;670;684;Coritiba;3;2;9;19;5;4;0.38;0.62;355;0.76;13;13;3;2;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9;0.0326315789473684;0.2307692307692307;270;0.0481481481481481;710.5263157894736;0.5555555555555556;13.157894736842104;-10;-0.24;-4;1;0;0.0253521126760563;0.1111111111111111;0.38;5.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.2;0.0028169014084507;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-12;Mirassol;29;1;3;670;666;Ponte Preta;2;5;15;20;4;11;0.48;0.52;416;0.81;6;15;1;5;1;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.026;0.3333333333333333;337;0.0178041543026706;702.0833333333334;0.2;6.25;-5;-0.04;-3;-3;-9;0.0360576923076923;0.1333333333333333;0.24;1.5;1;1;2;0;0;1;1;0;0.1333333333333333;0.5;0.0048076923076923;7.5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-09;Mirassol;29;3;3;670;690;CRB;3;2;10;7;3;4;0.52;0.48;467;0.85;17;12;3;2;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0685714285714285;0.1764705882352941;397;0.0428211586901763;763.4615384615385;0.3;5.769230769230769;3;0.04;-1;1;5;0.0214132762312633;0.1;0.52;3.0;0;1;1;1;0;0;0;1;0.1;0.3333333333333333;0.0021413276231263;10.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
