Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Nick Pope-Newcastle;Kieran Trippier-Newcastle;Fabian Schär-Newcastle;Dan Burn-Newcastle;Tino Livramento-Newcastle;Bruno Guimarães-Newcastle;Sandro Tonali-Newcastle;Joelinton-Newcastle;Jacob Murphy-Newcastle;Alexander Isak-Newcastle;Harvey Barnes-Newcastle;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Martin Dúbravka-Newcastle;Lewis Miley-Newcastle;Anthony Gordon-Newcastle;Lewis Hall-Newcastle;Joe Willock-Newcastle;Callum Wilson-Newcastle;Emil Krafth-Newcastle;Matt Targett-Newcastle;Sean Longstaff-Newcastle;William Osula-Newcastle;Sven Botman-Newcastle;Lloyd Kelly-Newcastle;Miguel Almirón-Newcastle;Jamal Lewis-Newcastle;Alfie Harrison-Newcastle;Jamie Miley-Newcastle;Elliot Anderson-Newcastle;Jamaal Lascelles-Newcastle;Loris Karius-Newcastle;Paul Dummett-Newcastle;Matt Ritchie-Newcastle;Harrison Ashby-Newcastle;Allan Saint-Maximin-Newcastle
2024-10-27;Newcastle;3;0;3;60;53;Chelsea;3;6;11;17;3;7;0.49;0.51;450;0.8;16;13;3;6;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;0.03;0.1875;360;0.044444444444444446;734.6938775510205;0.36363636363636365;8.16326530612245;-6;-0.020000000000000018;-3;-3;3;0.024444444444444446;0.09090909090909091;0.49;4.0;1;0;1;0;0;1;1;0;0.09090909090909091;0.3333333333333333;0.0022222222222222222;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Newcastle;3;0;1;60;54;Brighton;2;2;21;10;6;5;0.6;0.4;544;0.82;11;9;2;2;0;0;9;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.04;0.18181818181818182;446;0.02466367713004484;743.3333333333334;0.42857142857142855;15.0;11;0.19999999999999996;5;0;2;0.03860294117647059;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Newcastle;3;0;3;60;64;Everton;2;1;14;8;3;2;0.68;0.32;656;0.86;8;12;2;1;0;0;10;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0;0.04;0.25;564;0.014184397163120567;829.4117647058823;0.7142857142857143;14.705882352941176;6;0.36000000000000004;10;1;-4;0.021341463414634148;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-01;Newcastle;14;0;2;60;-1;AFC Wimbledon;1;2;18;2;5;0;0.79;0.21;730;0.9;9;6;1;2;0;0;10;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;0.105;0.1111111111111111;657;0.0136986301369863;831.6455696202531;0.5555555555555556;12.658227848101266;16;0.5800000000000001;9;-1;3;0.024657534246575342;0.05555555555555555;0.79;10.0;1;0;1;1;0;0;0;1;0.05555555555555555;0.2;0.0013698630136986301;18.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Newcastle;3;0;3;60;3;Manchester City;4;4;11;16;4;6;0.37;0.63;331;0.78;14;10;4;4;0;0;5;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;6;0.039375;0.2857142857142857;258;0.05426356589147287;697.2972972972973;0.45454545454545453;13.513513513513514;-5;-0.26;-1;0;4;0.03323262839879154;0.09090909090909091;0.37;5.0;0;1;1;0;1;0;0;1;0.09090909090909091;0.25;0.0030211480362537764;11.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Newcastle;3;0;3;60;58;Fulham;0;6;16;22;5;11;0.62;0.38;560;0.9;8;16;0;6;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;6;0.017272727272727273;0.0;504;0.015873015873015872;812.9032258064516;0.0;0.0;-6;0.24;-6;-6;-8;0.02857142857142857;0.0625;0.62;0.0;0;1;1;0;0;1;1;0;0.0625;0.2;0.0017857142857142857;16.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Newcastle;3;0;8;60;67;Wolves;3;3;14;12;6;5;0.52;0.48;471;0.88;6;17;3;3;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.04;0.5;414;0.014492753623188406;796.1538461538461;0.5;13.461538461538462;2;0.040000000000000036;3;0;-11;0.029723991507430998;0.14285714285714285;0.26;3.5;0;2;2;1;0;0;1;0;0.14285714285714285;0.3333333333333333;0.004246284501061571;7.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Newcastle;3;0;3;60;56;Tottenham;4;4;9;20;3;6;0.34;0.66;261;0.7;16;13;4;4;0;0;7;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;12;0.033;0.25;183;0.08743169398907104;538.2352941176471;0.7777777777777778;20.588235294117645;-11;-0.32;-5;0;3;0.034482758620689655;0.2222222222222222;0.17;3.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.007662835249042145;4.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Newcastle;14;0;29;60;55;Nottingham Forest;2;5;14;12;7;3;0.59;0.41;503;0.88;6;13;2;5;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;3;0.034166666666666665;0.3333333333333333;443;0.013544018058690745;750.8474576271187;0.35714285714285715;8.474576271186441;2;0.18;2;-3;-7;0.027833001988071572;0.07142857142857142;0.59;5.0;1;0;1;0;1;0;1;0;0.07142857142857142;0.14285714285714285;0.0019880715705765406;14.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Newcastle;3;0;3;60;59;Bournemouth;2;2;14;16;5;4;0.61;0.39;495;0.79;8;20;2;2;0;0;9;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;8;0.024375;0.25;391;0.020460358056265986;640.983606557377;0.6428571428571429;14.754098360655737;-2;0.21999999999999997;1;0;-12;0.028282828282828285;0.07142857142857142;0.61;9.0;0;1;1;0;1;0;1;0;0.07142857142857142;0.2;0.00202020202020202;14.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Newcastle;3;0;2;60;68;Southampton;3;4;3;19;1;4;0.22;0.78;181;0.64;15;16;2;4;1;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;12;0.04105263157894737;0.2;116;0.12931034482758622;527.2727272727273;1.0;13.636363636363637;-16;-0.56;-9;-1;-1;0.016574585635359115;0.3333333333333333;0.22;3.0;1;0;1;1;0;0;0;1;0.3333333333333333;1.0;0.0055248618784530384;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Newcastle;6;3;5;60;5;Stade Brestois;0;0;8;13;2;6;0.4;0.6;342;0.83;5;16;0;0;0;0;4;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;10;0.04615384615384615;0.0;284;0.017605633802816902;710.0;0.5;10.0;-5;-0.19999999999999996;-6;0;-11;0.023391812865497075;0.125;0.4;4.0;1;0;1;1;0;0;0;1;0.125;0.5;0.0029239766081871343;8.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-09;Newcastle;6;3;5;60;24;Girona;0;0;20;10;11;2;0.49;0.51;546;0.89;11;10;0;0;0;0;2;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.051000000000000004;0.0;486;0.02263374485596708;991.8367346938776;0.1;4.081632653061225;10;-0.020000000000000018;-3;0;1;0.03663003663003663;0.2;0.1225;0.5;4;0;4;1;0;0;0;1;0.2;0.36363636363636365;0.007326007326007326;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Newcastle;6;0;3;60;56;Tottenham;0;1;4;18;2;3;0.36;0.64;423;0.87;9;7;0;1;0;0;4;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.035555555555555556;0.0;368;0.024456521739130436;1022.2222222222223;1.0;11.11111111111111;-14;-0.28;-1;-1;2;0.009456264775413711;0.25;0.36;4.0;1;0;1;0;1;0;0;1;0.25;0.5;0.002364066193853428;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Newcastle;3;0;0;60;57;Brentford;4;4;12;10;7;5;0.46;0.54;412;0.79;11;15;4;4;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;3;0.054000000000000006;0.36363636363636365;325;0.033846153846153845;706.5217391304348;0.0;0.0;2;-0.08000000000000002;-3;0;-4;0.02912621359223301;0.3333333333333333;0.115;0.0;3;1;4;1;0;0;1;0;0.3333333333333333;0.5714285714285714;0.009708737864077669;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Newcastle;3;0;13;60;62;Manchester United;3;3;21;17;8;8;0.56;0.44;436;0.83;7;16;3;3;0;0;9;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;9;0.02588235294117647;0.42857142857142855;362;0.019337016574585635;646.4285714285713;0.42857142857142855;16.07142857142857;4;0.12000000000000005;0;0;-9;0.0481651376146789;0.09523809523809523;0.28;4.5;0;2;2;0;0;1;1;0;0.09523809523809523;0.25;0.0045871559633027525;10.5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Newcastle;3;0;3;60;54;Brighton;3;4;18;15;7;4;0.57;0.43;567;0.85;9;16;3;4;0;0;8;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.028666666666666667;0.3333333333333333;482;0.01867219917012448;845.6140350877193;0.4444444444444444;14.035087719298247;3;0.13999999999999996;4;-1;-7;0.031746031746031744;0.05555555555555555;0.57;8.0;1;0;1;0;1;0;0;1;0.05555555555555555;0.14285714285714285;0.001763668430335097;18.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Newcastle;3;1;3;60;819;Burnley;2;2;23;17;11;5;0.54;0.46;478;0.79;8;8;2;2;0;0;11;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.027058823529411767;0.25;378;0.021164021164021163;700.0;0.4782608695652174;20.37037037037037;6;0.08000000000000002;7;0;0;0.04811715481171548;0.17391304347826086;0.135;2.75;3;1;4;1;0;0;1;0;0.17391304347826086;0.36363636363636365;0.008368200836820083;5.75;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Newcastle;3;0;2;60;818;Sheffield United;0;0;20;15;7;5;0.6;0.4;575;0.86;9;10;0;0;0;0;4;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.02666666666666667;0.0;494;0.018218623481781375;823.3333333333334;0.2;6.666666666666667;5;0.19999999999999996;-1;0;-1;0.034782608695652174;0.25;0.12;0.8;1;4;5;1;0;0;0;1;0.25;0.7142857142857143;0.008695652173913044;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Newcastle;3;17;17;60;65;Crystal Palace;3;3;7;20;2;7;0.54;0.46;503;0.76;15;10;3;3;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;7;0.023;0.2;382;0.03926701570680628;707.4074074074074;0.2857142857142857;3.7037037037037033;-13;0.08000000000000002;-5;0;5;0.013916500994035786;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Newcastle;3;0;3;60;56;Tottenham;0;4;18;11;5;2;0.27;0.73;189;0.65;14;12;0;4;0;0;16;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3;0.06636363636363636;0.0;123;0.11382113821138211;455.55555555555554;0.8888888888888888;59.25925925925925;7;-0.45999999999999996;13;-4;2;0.09523809523809523;0.2222222222222222;0.0675;4.0;2;2;4;1;0;0;0;1;0.2222222222222222;0.8;0.021164021164021163;4.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Newcastle;3;0;3;60;58;Fulham;2;1;12;14;5;4;0.33;0.67;296;0.76;13;10;2;1;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;14;0.04785714285714286;0.15384615384615385;225;0.057777777777777775;681.8181818181818;0.25;9.09090909090909;-2;-0.34;-11;1;3;0.04054054054054054;0.08333333333333333;0.33;3.0;0;1;1;1;0;0;1;0;0.08333333333333333;0.2;0.0033783783783783786;12.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Newcastle;3;0;8;60;64;Everton;0;3;18;10;6;3;0.59;0.41;495;0.81;9;14;0;3;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3;0.040999999999999995;0.0;401;0.022443890274314215;679.6610169491526;0.3888888888888889;11.864406779661017;8;0.18;4;-3;-5;0.03636363636363636;0.05555555555555555;0.59;7.0;1;0;1;0;1;0;0;1;0.05555555555555555;0.16666666666666666;0.00202020202020202;18.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Newcastle;3;0;3;60;61;West Ham;2;1;24;10;9;4;0.6;0.4;518;0.82;9;8;1;1;1;0;3;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.04;0.2222222222222222;425;0.021176470588235293;708.3333333333334;0.125;5.0;14;0.19999999999999996;-1;1;1;0.04633204633204633;0.16666666666666666;0.15;0.75;1;3;4;1;0;0;0;1;0.16666666666666666;0.4444444444444444;0.007722007722007722;6.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Newcastle;15;4;3;60;3;Manchester City;3;0;2;16;1;5;0.27;0.73;293;0.8;16;7;3;0;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;11;0.045625;0.1875;234;0.06837606837606838;866.6666666666666;1.0;7.4074074074074066;-14;-0.45999999999999996;-9;3;9;0.006825938566552901;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-11;Newcastle;3;0;3;60;53;Chelsea;1;3;11;12;3;8;0.55;0.45;512;0.82;7;12;1;3;0;0;4;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.0375;0.14285714285714285;420;0.016666666666666666;763.6363636363636;0.36363636363636365;7.2727272727272725;-1;0.10000000000000003;4;-2;-5;0.021484375;0.18181818181818182;0.275;2.0;1;1;2;0;0;1;1;0;0.18181818181818182;0.6666666666666666;0.00390625;5.5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Newcastle;3;0;17;60;67;Wolves;0;1;14;12;7;3;0.44;0.56;451;0.78;8;11;0;1;0;0;3;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.04666666666666667;0.0;352;0.022727272727272728;800.0;0.21428571428571427;6.818181818181818;2;-0.12000000000000005;-2;-1;-3;0.031042128603104215;0.21428571428571427;0.14666666666666667;1.0;2;1;3;1;0;0;0;1;0.21428571428571427;0.42857142857142855;0.0066518847006651885;4.666666666666667;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-27;Newcastle;15;0;17;60;824;Blackburn Rovers;2;3;19;16;8;9;0.62;0.38;743;0.83;8;16;2;3;0;0;14;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.02375;0.25;617;0.012965964343598054;995.1612903225806;0.7368421052631579;22.580645161290324;3;0.24;12;-1;-8;0.02557200538358008;0.05263157894736842;0.62;14.0;0;1;1;0;1;0;1;0;0.05263157894736842;0.125;0.0013458950201884253;19.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Newcastle;3;0;0;60;9;Arsenal;0;1;3;18;2;8;0.45;0.55;462;0.8;6;15;0;1;0;0;0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.030555555555555558;0.0;370;0.016216216216216217;822.2222222222222;0.0;0.0;-15;-0.10000000000000003;-9;-1;-9;0.006493506493506494;0.3333333333333333;0.45;0.0;0;1;1;0;0;1;1;0;0.3333333333333333;0.5;0.0021645021645021645;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
2024-02-17;Newcastle;3;0;3;60;59;Bournemouth;1;3;17;12;5;7;0.63;0.37;478;0.78;9;23;1;3;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2;0.030833333333333334;0.1111111111111111;373;0.024128686327077747;592.063492063492;0.23529411764705882;6.349206349206349;5;0.26;2;-2;-14;0.03556485355648536;0.11764705882352941;0.315;2.0;0;2;2;0;1;0;0;1;0.11764705882352941;0.4;0.0041841004184100415;8.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Newcastle;3;0;3;60;55;Nottingham Forest;2;1;7;13;5;3;0.63;0.37;624;0.87;6;9;2;1;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.02846153846153846;0.3333333333333333;543;0.011049723756906077;861.9047619047619;0.5714285714285714;6.349206349206349;-6;0.26;0;1;-3;0.011217948717948718;0.42857142857142855;0.21;1.3333333333333333;2;1;3;1;0;0;1;0;0.42857142857142855;0.6;0.004807692307692308;2.3333333333333335;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Newcastle;3;0;17;60;832;Luton;2;2;19;11;6;8;0.55;0.45;431;0.73;13;16;2;2;0;0;8;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.04090909090909091;0.15384615384615385;315;0.04126984126984127;572.7272727272726;0.42105263157894735;14.545454545454545;8;0.10000000000000003;6;0;-3;0.04408352668213457;0.21052631578947367;0.1375;2.0;2;2;4;0;1;0;0;1;0.21052631578947367;0.6666666666666666;0.009280742459396751;4.75;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-30;Newcastle;3;0;1;60;1;Aston Villa;1;4;14;12;5;6;0.39;0.61;359;0.79;12;14;1;4;0;0;7;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;8;0.050833333333333335;0.08333333333333333;284;0.04225352112676056;728.2051282051282;0.5;17.94871794871795;2;-0.21999999999999997;-1;-3;-2;0.03899721448467967;0.21428571428571427;0.13;2.3333333333333335;2;1;3;1;0;0;1;0;0.21428571428571427;0.6;0.008356545961002786;4.666666666666667;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Newcastle;15;0;3;60;58;Fulham;1;0;8;14;6;2;0.43;0.57;434;0.79;6;6;1;0;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;10;0.04071428571428571;0.16666666666666666;343;0.01749271137026239;797.6744186046511;0.625;11.627906976744185;-6;-0.13999999999999996;-5;1;0;0.018433179723502304;0.25;0.215;2.5;1;1;2;1;0;0;1;0;0.25;0.3333333333333333;0.004608294930875576;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Newcastle;3;0;3;60;3;Manchester City;1;2;12;27;5;11;0.27;0.73;277;0.73;7;7;1;2;0;0;3;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;13;0.027037037037037037;0.14285714285714285;202;0.034653465346534656;748.1481481481482;0.25;11.11111111111111;-15;-0.45999999999999996;-10;-1;0;0.04332129963898917;0.16666666666666666;0.135;1.5;2;0;2;0;0;1;0;1;0.16666666666666666;0.4;0.007220216606498195;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-06;Newcastle;15;0;3;60;820;Sunderland AFC;2;4;10;5;4;2;0.65;0.35;553;0.87;16;13;2;4;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0;0.06999999999999999;0.125;481;0.033264033264033266;740.0;0.5;7.692307692307692;5;0.30000000000000004;5;-2;3;0.018083182640144666;0.3;0.21666666666666667;1.6666666666666667;1;2;3;1;0;0;1;0;0.3;0.75;0.0054249547920434;3.3333333333333335;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-01;Newcastle;3;0;0;60;2;Liverpool;5;3;5;34;3;15;0.38;0.62;350;0.75;15;16;5;3;0;0;3;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.018235294117647058;0.3333333333333333;262;0.05725190839694656;689.4736842105264;0.6;7.894736842105263;-29;-0.24;-4;2;-1;0.014285714285714285;0.4;0.19;1.5;0;2;2;0;0;1;1;0;0.4;0.6666666666666666;0.005714285714285714;2.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-26;Newcastle;3;0;3;60;55;Nottingham Forest;3;3;19;15;7;6;0.62;0.38;513;0.86;10;11;3;3;0;0;10;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.025333333333333333;0.3;441;0.022675736961451247;711.2903225806451;0.5263157894736842;16.129032258064516;4;0.24;8;0;-1;0.037037037037037035;0.05263157894736842;0.62;10.0;1;0;1;0;0;1;0;1;0.05263157894736842;0.14285714285714285;0.001949317738791423;19.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
