Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Lucas Perri-Lyon;Ainsley Maitland-Niles-Lyon;Clinton Mata-Lyon;Moussa Niakhaté-Lyon;Nicolás Tagliafico-Lyon;Jordan Veretout-Lyon;Corentin Tolisso-Lyon;Paul Akouokou-Lyon;Thiago Almada-Lyon;Rayan Cherki-Lyon;Georges Mikautadze-Lyon;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Saël Kumbedi-Lyon;Duje Ćaleta-Car-Lyon;Abner Vinícius-Lyon;Nemanja Matić-Lyon;Alexandre Lacazette-Lyon;Tanner Tessmann-Lyon;Ernest Nuamah-Lyon;Malick Fofana-Lyon;Saïd Benrahma-Lyon;Warmed Omari-Lyon;Rémy Descamps-Lyon;Maxence Caqueret-Lyon;Gift Orban-Lyon;Wilfried Zaha-Lyon;Orel Mangala-Lyon;Jake O'Brien-Lyon;Anthony Lopes-Lyon;Henrique Silva Milagres-Lyon;Mama Baldé-Lyon;Dejan Lovren-Lyon;Mahamadou Diawara-Lyon;Adryelson-Lyon;Diego Moreira-Lyon;Skelly Alvero-Lyon;Sinaly Diomandé-Lyon;Tino Kadewere-Lyon;Jeffinho-Lyon;Rémy Riou-Lyon;Bradley Barcola-Lyon;Amin Sarr-Lyon;Johann Lepenant-Lyon;Mamadou Sarr-Lyon;Achraf Laâziri-Lyon;Mohamed El Arouch-Lyon;Jérôme Boateng-Lyon;Castello Lukeba-Lyon;Malo Gusto-Lyon;Thiago Mendes-Lyon;Moussa Dembélé-Lyon;Tetê-Lyon;Karl Toko Ekambi-Lyon;Damien Da Silva-Lyon;Houssem Aouar-Lyon
2025-01-04;Lyon;2;0;17;90;775;Montpellier;1;2;12;16;2;6;0.58;0.42;503;0.85;8;10;1;2;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.02625;0.125;428;0.0186915887850467;737.9310344827587;0.25;5.172413793103448;-4;0.1599999999999999;-2;-1;-2;0.0238568588469184;0.0833333333333333;0.58;3.0;0;1;1;1;0;0;0;1;0.0833333333333333;0.5;0.0019880715705765;12.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Lyon;13;0;7;90;-1;Feignies;2;1;12;8;5;4;0.7;0.3;647;0.88;12;17;2;1;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0375;0.1666666666666666;569;0.0210896309314587;812.8571428571429;0.6666666666666666;11.428571428571429;4;0.3999999999999999;5;1;-5;0.0185471406491499;0.1666666666666666;0.35;4.0;1;1;2;1;0;0;1;0;0.1666666666666666;0.4;0.0030911901081916;6.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Lyon;2;7;0;90;19;PSG;3;2;7;13;3;6;0.32;0.68;340;0.82;8;7;3;2;0;0;3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;4;0.0523076923076923;0.375;279;0.028673835125448;871.875;0.4285714285714285;9.375;-6;-0.36;-1;1;1;0.0205882352941176;0.1428571428571428;0.32;3.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0029411764705882;7.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Lyon;5;0;1;90;87;Frankfurt;5;7;19;7;6;5;0.43;0.57;374;0.77;18;15;5;7;0;0;4;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0.0814285714285714;0.2777777777777778;288;0.0625;669.7674418604652;0.2105263157894736;9.30232558139535;12;-0.1399999999999999;4;-2;3;0.0508021390374331;0.1578947368421052;0.1433333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.1578947368421052;0.5;0.0080213903743315;6.333333333333333;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Lyon;2;0;3;90;771;Angers;2;1;16;10;10;2;0.65;0.35;585;0.87;13;13;2;1;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;2;0.0349999999999999;0.1538461538461538;509;0.0255402750491159;783.0769230769231;0.4375;10.769230769230768;6;0.3;5;1;0;0.0273504273504273;0.1875;0.2166666666666666;2.333333333333333;1;2;3;1;0;0;1;0;0.1875;0.3;0.0051282051282051;5.333333333333333;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Lyon;2;0;0;90;109;Niza;1;2;16;16;8;7;0.53;0.47;468;0.8;11;11;1;2;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4;0.029375;0.0909090909090909;374;0.0294117647058823;705.6603773584906;0.3125;9.433962264150942;0;0.06;1;-1;0;0.0341880341880341;0.25;0.1325;1.25;3;1;4;1;0;0;0;1;0.25;0.5;0.0085470085470085;4.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Lyon;5;3;3;90;113;Qarabağ;2;0;16;17;10;4;0.43;0.57;378;0.79;15;8;2;0;0;0;3;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5;0.0335294117647058;0.1333333333333333;299;0.0501672240802675;695.3488372093024;0.1875;6.976744186046512;-1;-0.1399999999999999;-2;2;7;0.0423280423280423;0.25;0.1075;0.75;1;3;4;1;0;0;1;0;0.25;0.4;0.0105820105820105;4.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Lyon;2;3;3;90;766;Reims;0;2;13;14;7;6;0.6;0.4;548;0.87;13;11;0;2;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.0285714285714285;0.0;477;0.0272536687631027;795.0;0.1538461538461538;3.333333333333333;-1;0.1999999999999999;-2;-2;2;0.0237226277372262;0.0769230769230769;0.6;2.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.1428571428571428;0.0018248175182481;13.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Lyon;2;0;7;90;773;Saint-Étienne;3;2;17;10;7;6;0.62;0.38;545;0.85;11;13;3;2;0;0;7;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;0.038;0.2727272727272727;463;0.0237580993520518;746.7741935483871;0.4117647058823529;11.290322580645162;7;0.24;1;1;-2;0.0311926605504587;0.0588235294117647;0.62;7.0;1;0;1;1;0;0;0;1;0.0588235294117647;0.1428571428571428;0.0018348623853211;17.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Lyon;5;6;29;90;97;Hoffenheim;1;2;11;18;4;12;0.57;0.43;490;0.81;12;13;1;2;0;0;8;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8;0.0238888888888888;0.0833333333333333;397;0.0302267002518891;696.4912280701755;0.7272727272727273;14.035087719298248;-7;0.1399999999999999;0;-1;-1;0.0224489795918367;0.1818181818181818;0.285;4.0;0;2;2;0;1;0;1;0;0.1818181818181818;0.5;0.0040816326530612;5.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-01;Lyon;2;0;3;90;15;LOSC;1;3;14;14;3;2;0.53;0.47;444;0.79;10;12;1;3;0;0;9;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.0335714285714285;0.1;351;0.0284900284900284;662.2641509433962;0.6428571428571429;16.9811320754717;0;0.06;5;-2;-2;0.0315315315315315;0.0714285714285714;0.53;9.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.3333333333333333;0.0022522522522522;14.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Lyon;2;0;17;90;770;Auxerre;0;4;12;19;8;6;0.63;0.37;542;0.84;7;15;0;4;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.0194736842105263;0.0;455;0.0153846153846153;722.2222222222222;0.4166666666666667;7.936507936507937;-7;0.26;0;-4;-8;0.022140221402214;0.1666666666666666;0.315;2.5;1;1;2;0;1;0;0;1;0.1666666666666666;0.25;0.003690036900369;6.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Lyon;5;3;3;90;104;Beşiktaş;2;6;30;12;9;5;0.59;0.41;549;0.85;7;11;2;6;0;0;8;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0.0341666666666666;0.2857142857142857;467;0.0149892933618843;791.5254237288136;0.2666666666666666;13.559322033898306;18;0.18;8;-4;-4;0.0546448087431694;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Lyon;2;0;30;90;774;Le Havre;4;3;16;7;8;1;0.62;0.38;508;0.85;11;17;4;3;0;0;6;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.0542857142857142;0.3636363636363636;432;0.0254629629629629;696.7741935483871;0.375;9.67741935483871;9;0.24;2;1;-6;0.0314960629921259;0.25;0.155;1.5;1;3;4;1;0;0;1;0;0.25;0.5;0.0078740157480314;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Lyon;2;3;3;90;769;Nantes;1;2;17;11;6;6;0.63;0.37;622;0.88;10;5;1;2;0;0;6;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;9;0.0336363636363636;0.1;547;0.0182815356489945;868.2539682539682;0.3529411764705882;9.523809523809524;6;0.26;-3;-1;5;0.0273311897106109;0.1176470588235294;0.315;3.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.3333333333333333;0.0032154340836012;8.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Lyon;5;7;3;90;91;Rangers;3;2;15;16;8;5;0.55;0.45;544;0.84;2;13;3;2;0;0;2;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3;0.028125;1.5;457;0.0043763676148796;830.9090909090909;0.1333333333333333;3.636363636363636;-1;0.1;-1;1;-11;0.0275735294117647;0.2666666666666666;0.1375;0.5;3;1;4;1;0;0;1;0;0.2666666666666666;0.5;0.0073529411764705;3.75;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Lyon;2;0;17;90;772;Toulouse;2;2;4;10;1;4;0.55;0.45;479;0.84;15;12;2;2;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3;0.045;0.1333333333333333;402;0.0373134328358208;730.9090909090909;1.0;7.272727272727272;-6;0.1;1;0;3;0.0083507306889352;0.5;0.275;2.0;1;1;2;1;0;0;1;0;0.5;2.0;0.0041753653444676;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Lyon;5;3;2;90;92;Olympiacos;1;3;17;7;7;3;0.63;0.37;591;0.85;7;14;1;3;0;0;8;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.0528571428571428;0.1428571428571428;502;0.0139442231075697;796.8253968253969;0.4705882352941176;12.698412698412698;10;0.26;6;-2;-7;0.0287648054145516;0.1176470588235294;0.315;4.0;0;2;2;1;0;0;0;1;0.1176470588235294;0.2857142857142857;0.0033840947546531;8.5;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Lyon;2;2;3;90;764;Marsella;4;2;22;9;9;5;0.64;0.36;503;0.88;17;8;4;1;0;1;10;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.04;0.2352941176470588;443;0.0383747178329571;692.1875;0.4545454545454545;15.625;13;0.28;7;2;9;0.0437375745526839;0.0909090909090909;0.32;5.0;0;2;2;0;0;1;0;1;0.0909090909090909;0.2222222222222222;0.003976143141153;11.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Lyon;2;2;29;90;765;Lens;0;0;8;12;3;5;0.46;0.54;421;0.76;11;12;0;0;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.045;0.0;320;0.034375;695.6521739130435;1.0;17.391304347826086;-4;-0.08;3;0;-1;0.0190023752969121;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-30;Lyon;2;2;31;90;767;Racing de Estrasburgo;3;2;20;15;12;8;0.48;0.52;412;0.82;11;6;3;2;0;0;9;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.0346666666666666;0.2727272727272727;338;0.0325443786982248;704.1666666666667;0.45;18.75;5;-0.04;7;1;5;0.0485436893203883;0.2;0.12;2.25;1;3;4;1;0;0;0;1;0.2;0.3333333333333333;0.0097087378640776;5.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Lyon;2;3;3;90;4;Mónaco;2;2;1;21;0;6;0.39;0.61;317;0.77;19;9;2;1;0;1;0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.029047619047619;0.1052631578947368;244;0.0778688524590164;625.6410256410256;0.0;0.0;-20;-0.2199999999999999;-6;0;10;0.0031545741324921;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Lyon;2;0;22;90;768;Rennes;1;2;16;22;2;8;0.53;0.47;455;0.82;12;13;1;2;0;0;7;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7;0.0213636363636363;0.0833333333333333;373;0.032171581769437;703.7735849056603;0.4375;13.20754716981132;-6;0.06;0;-1;-1;0.0351648351648351;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Lyon;25;0;0;90;9;Arsenal;0;0;8;16;2;6;0.44;0.56;351;0.77;5;4;0;0;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;12;0.035;0.0;270;0.0185185185185185;613.6363636363636;0.25;4.545454545454546;-8;-0.12;-10;0;1;0.0227920227920227;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Lyon;13;0;0;90;19;PSG;2;1;10;28;2;11;0.31;0.69;345;0.77;11;11;2;1;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0246428571428571;0.1818181818181818;266;0.0413533834586466;858.0645161290323;0.6;19.35483870967742;-18;-0.3799999999999999;1;1;0;0.0289855072463768;0.1;0.31;6.0;0;1;1;0;0;1;0;1;0.1;0.5;0.0028985507246376;10.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Lyon;2;7;0;90;767;Racing de Estrasburgo;1;1;15;10;6;4;0.64;0.36;573;0.88;7;10;1;1;0;0;7;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.036;0.1428571428571428;504;0.0138888888888888;787.5;0.4666666666666667;10.9375;5;0.28;5;0;-3;0.0261780104712041;0.1333333333333333;0.32;3.5;1;1;2;1;0;0;0;1;0.1333333333333333;0.3333333333333333;0.0034904013961605;7.5;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Lyon;2;0;3;90;-1;Clermont;2;1;6;18;2;5;0.48;0.52;454;0.85;12;8;2;1;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.0288888888888888;0.1666666666666666;386;0.0310880829015544;804.1666666666667;0.3333333333333333;4.166666666666667;-12;-0.04;-5;1;4;0.013215859030837;0.1666666666666666;0.48;2.0;0;1;1;1;0;0;1;0;0.1666666666666666;0.5;0.0022026431718061;6.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-06;Lyon;2;0;3;90;15;LOSC;1;3;11;8;7;5;0.57;0.43;541;0.85;14;14;1;3;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.05375;0.0714285714285714;460;0.0304347826086956;807.0175438596492;0.3636363636363636;7.017543859649123;3;0.1399999999999999;0;-2;0;0.0203327171903881;0.3636363636363636;0.1425;1.0;0;4;4;1;0;0;1;0;0.3636363636363636;0.5714285714285714;0.0073937153419593;2.75;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Lyon;2;0;13;90;4;Mónaco;1;3;15;13;4;5;0.46;0.54;426;0.77;15;14;1;3;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0415384615384615;0.0666666666666666;328;0.0457317073170731;713.0434782608695;0.2;6.521739130434782;2;-0.08;0;-2;1;0.0352112676056338;0.2;0.1533333333333333;1.0;2;1;3;1;0;0;0;1;0.2;0.75;0.0070422535211267;5.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Lyon;2;3;3;90;19;PSG;0;0;16;14;6;6;0.37;0.63;425;0.87;10;9;0;0;0;0;10;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.045;0.0;370;0.027027027027027;1000.0;0.625;27.027027027027028;2;-0.26;6;0;1;0.0376470588235294;0.0625;0.37;10.0;1;0;1;0;0;1;1;0;0.0625;0.1666666666666666;0.0023529411764705;16.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
