Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Gabriel Brazão-Santos;Aderlan Silva-Santos;José Ivaldo Almeida Silva-Santos;Luan Peres-Santos;Gonzalo Escobar-Santos;Benjamín Rollheiser-Santos;Gabriel Bontempo-Santos;Tomás Rincón-Santos;Yeferson Soteldo-Santos;Thaciano-Santos;Tiquinho Soares-Santos;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Luisão-Santos;João Schmidt-Santos;Deivid Washington-Santos;Carlos Gilberto Nascimento Silva-Santos;Diego Pituca-Santos;Gabriel Veron-Santos;Guilherme Vieira dos Santos-Santos;Leonardo Godoy-Santos;Álvaro Barreal-Santos;Neymar-Santos;João Pedro Chermont Crema-Santos;João Paulo Silva Martins-Santos;João Basso-Santos;Vinicius Lira-Santos;Souza-Santos;Miguel Terceros-Santos;Patrick Bezerra do Nascimento-Santos;Luca Meirelles-Santos;Lucas Braga Ribeiro-Santos;Wendel da Silva Costa Wendel-Santos;Hayner-Santos;Sandry Roberto-Santos;Rómulo Otero-Santos;Giuliano Victor de Paula-Santos;Sérgio Ricardo dos Santos Júnior-Santos;Diógenes-Santos;Jair Paula da Cunha Filho-Santos;Willian Gomes de Siqueira-Santos;Ignacio Laquintana-Santos;Weslley Patati-Santos;Rodrigo Ferreira-Santos;Pedrinho-Santos;Julio César Furch-Santos;Joaquim Henrique Pereira Silva-Santos;Alfredo Morelos-Santos;Alex de Oliveira Nascimento-Santos;Enzo Monteiro-Santos;Felipe Jonatan-Santos;Juan Cazares-Santos;Gustavo Nonato Santana-Santos;Messias-Santos;Marcelinho-Santos;Kevyson-Santos;José Rodolfo Pires Ribeiro-Santos;Gabriel Inocêncio-Santos;Jean Lucas Oliveira-Santos;Marcos Leonardo-Santos;Rodrigo Fernández-Santos;Dodi-Santos;John Stiven Mendoza-Santos;Guilherme Camacho-Santos;Maximiliano Silvera-Santos;João Lucas de Almeida Carvalho-Santos;Lucas Lima-Santos;Vladimir Orlando Cardoso de Araújo Filho-Santos;Júnior Caiçara-Santos;Luan Dias-Santos;Cadu-Santos;Luiz Felipe-Santos;Daniel Felipe Ruiz-Santos;Lucas Barbosa-Santos;Lucas Pires-Santos;Nathan Santos de Araújo-Santos;Alison Lopes Ferreira-Santos;Ângelo Gabriel-Santos;Eduardo Gabriel dos Santos Bauermann-Santos;Ivonei-Santos;Maicon Pereira Roque-Santos;Rwan Cruz-Santos;Vinicius Zanocelo-Santos;Gabriel Carabajal-Santos;Luan Vieira-Santos;Mádson-Santos;Bruno Felipe de Oliveira-Santos;Carlos Andrés Sánchez-Santos;Ed Carlos-Santos;Jhojan Julio-Santos;Auro-Santos;Brayan Angulo Tenorio-Santos
2025-03-02;Santos;27;3;3;662;659;Bragantino;2;1;10;10;4;3;0.53;0.47;389;0.79;13;11;2;1;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1;0.047;0.1538461538461538;307;0.0423452768729641;579.2452830188679;0.2;3.773584905660377;0;0.06;1;1;2;0.0257069408740359;0.2;0.265;1.0;1;1;2;1;0;0;0;1;0.2;0.5;0.0051413881748071;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-23;Santos;27;3;7;662;669;Associação Atlética Internacional;1;2;15;16;7;3;0.64;0.36;538;0.89;12;8;1;2;0;0;10;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;5;0.0225;0.0833333333333333;479;0.0250521920668058;748.4375;0.6666666666666666;15.625;-1;0.28;5;-1;4;0.0278810408921933;0.2;0.2133333333333333;3.333333333333333;3;0;3;1;0;0;1;0;0.2;0.4285714285714285;0.0055762081784386;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-19;Santos;27;3;5;662;-1;Esporte Clube Noroeste;2;5;20;2;5;0;0.62;0.38;487;0.86;12;8;2;5;0;0;9;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1;0.19;0.1666666666666666;419;0.0286396181384248;675.8064516129032;0.45;14.516129032258064;18;0.24;8;-3;4;0.0410677618069815;0.15;0.2066666666666666;3.0;1;2;3;1;0;0;0;1;0.15;0.6;0.0061601642710472;6.666666666666667;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-16;Santos;27;3;3;662;667;Água Santa;5;1;15;15;8;5;0.61;0.39;490;0.89;15;10;5;1;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.026;0.3333333333333333;436;0.0344036697247706;714.7540983606558;0.3333333333333333;8.19672131147541;0;0.2199999999999999;1;4;5;0.0306122448979591;0.2;0.2033333333333333;1.6666666666666667;2;1;3;1;0;0;0;1;0.2;0.375;0.0061224489795918;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-12;Santos;27;29;28;662;652;Corinthians;3;5;18;6;4;4;0.55;0.45;376;0.85;15;13;3;5;0;0;9;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1;0.075;0.2;320;0.046875;581.8181818181818;0.5;16.363636363636363;12;0.1;8;-2;2;0.0478723404255319;0.0555555555555555;0.55;9.0;0;1;1;0;0;1;1;0;0.0555555555555555;0.25;0.0026595744680851;18.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-09;Santos;27;3;17;662;671;Novorizontino;2;0;6;21;2;9;0.6;0.4;411;0.77;10;13;2;0;0;0;7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;0.019047619047619;0.2;316;0.0316455696202531;526.6666666666667;1.1666666666666667;11.666666666666668;-15;0.1999999999999999;0;2;-3;0.0145985401459854;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-05;Santos;27;3;6;662;673;Botafogo RP;3;4;24;11;7;3;0.67;0.33;465;0.84;6;18;3;3;0;1;9;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4;0.03;0.5;391;0.0153452685421994;583.5820895522388;0.375;13.43283582089552;13;0.34;5;-1;-12;0.0516129032258064;0.0416666666666666;0.67;9.0;1;0;1;0;1;0;0;1;0.0416666666666666;0.1428571428571428;0.0021505376344086;24.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Santos;27;3;3;662;201;São Paulo;4;3;19;11;7;4;0.4;0.6;295;0.76;16;9;4;3;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.0545454545454545;0.25;224;0.0714285714285714;560.0;0.1578947368421052;7.5;8;-0.1999999999999999;2;1;7;0.0644067796610169;0.1578947368421052;0.1333333333333333;1.0;1;2;3;1;0;0;0;1;0.1578947368421052;0.4285714285714285;0.0101694915254237;6.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-29;Santos;27;3;9;662;672;São Bernardo;3;5;11;16;4;9;0.57;0.43;413;0.8;10;20;3;5;0;0;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.026875;0.3;330;0.0303030303030303;578.9473684210527;0.1818181818181818;3.5087719298245617;-5;0.1399999999999999;-1;-2;-10;0.0266343825665859;0.0909090909090909;0.57;2.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.25;0.0024213075060532;11.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Santos;27;3;6;662;-1;Associação Esportiva Velo Clube Rioclarense;0;3;10;10;2;6;0.67;0.33;459;0.79;15;16;0;3;0;0;3;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.033;0.0;363;0.0413223140495867;541.7910447761194;0.3;4.477611940298507;0;0.34;0;-3;-1;0.0217864923747276;0.1;0.67;3.0;0;1;1;0;0;1;1;0;0.1;0.5;0.0021786492374727;10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-22;Santos;27;3;3;662;217;Palmeiras;1;1;8;17;2;4;0.45;0.55;358;0.78;15;8;1;1;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.0323529411764705;0.0666666666666666;279;0.053763440860215;620.0;0.5;8.88888888888889;-9;-0.1;-1;0;7;0.0223463687150838;0.125;0.45;4.0;1;0;1;0;0;1;0;1;0.125;0.5;0.0027932960893854;8.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Santos;27;3;2;662;666;Ponte Preta;3;1;8;11;5;5;0.56;0.44;397;0.78;11;13;3;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;3;0.04;0.2727272727272727;310;0.0354838709677419;553.5714285714286;0.625;8.928571428571427;-3;0.12;2;2;-2;0.0201511335012594;0.125;0.56;5.0;0;1;1;0;1;0;1;0;0.125;0.2;0.0025188916876574;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-16;Santos;27;3;0;662;670;Mirassol;3;3;23;19;5;9;0.46;0.54;345;0.8;20;13;3;3;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;9;0.0284210526315789;0.15;276;0.072463768115942;600.0;0.1739130434782608;8.695652173913043;4;-0.08;-5;0;7;0.0666666666666666;0.0869565217391304;0.23;2.0;1;1;2;1;0;0;0;1;0.0869565217391304;0.4;0.0057971014492753;11.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Santos;29;3;1;662;679;Sport Recife;5;4;9;19;3;4;0.55;0.45;323;0.75;17;21;5;4;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0236842105263157;0.2941176470588235;242;0.0702479338842975;440.0;0.1111111111111111;1.818181818181818;-10;0.1;-6;1;-4;0.0278637770897832;0.1111111111111111;0.55;1.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0030959752321981;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-17;Santos;29;3;3;662;690;CRB;0;3;17;5;5;3;0.64;0.36;481;0.86;14;16;0;3;0;0;7;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.072;0.0;414;0.0338164251207729;646.875;0.4117647058823529;10.9375;12;0.28;5;-3;-2;0.0353430353430353;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-11;Santos;29;3;3;662;684;Coritiba;3;2;10;16;4;4;0.41;0.59;366;0.78;5;11;3;2;0;0;4;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.036875;0.6;285;0.0175438596491228;695.1219512195122;0.4;9.75609756097561;-6;-0.18;-5;1;-6;0.0273224043715847;0.2;0.205;2.0;2;0;2;1;0;0;1;0;0.2;0.5;0.0054644808743169;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Santos;29;3;9;662;681;Vila Nova;4;4;16;11;8;1;0.6;0.4;392;0.83;7;13;4;4;0;0;9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0363636363636363;0.5714285714285714;325;0.0215384615384615;541.6666666666667;0.5625;15.0;5;0.1999999999999999;7;0;-6;0.0408163265306122;0.1875;0.1999999999999999;3.0;0;3;3;1;0;0;0;1;0.1875;0.375;0.0076530612244897;5.333333333333333;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;Santos;29;3;0;662;665;Ituano;1;3;13;13;4;2;0.49;0.51;430;0.8;10;7;1;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0392307692307692;0.1;344;0.0290697674418604;702.0408163265306;0.4615384615384615;12.244897959183673;0;-0.02;3;-2;3;0.0302325581395348;0.1538461538461538;0.245;3.0;1;1;2;1;0;0;1;0;0.1538461538461538;0.5;0.0046511627906976;6.5;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Santos;29;3;3;662;680;Ceará;3;0;7;13;4;4;0.38;0.62;303;0.68;16;15;3;0;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0476923076923076;0.1875;206;0.0776699029126213;542.1052631578947;0.7142857142857143;13.157894736842104;-6;-0.24;-1;3;1;0.0231023102310231;0.1428571428571428;0.38;5.0;1;0;1;1;0;0;0;1;0.1428571428571428;0.25;0.0033003300330033;7.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-16;Santos;29;3;1;662;688;Chapecoense;0;1;15;17;5;5;0.54;0.46;434;0.85;6;6;0;1;0;0;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0270588235294117;0.0;369;0.016260162601626;683.3333333333333;0.3333333333333333;9.25925925925926;-2;0.08;-3;-1;0;0.0345622119815668;0.1333333333333333;0.27;2.5;1;1;2;0;0;1;1;0;0.1333333333333333;0.4;0.0046082949308755;7.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-12;Santos;29;3;0;662;670;Mirassol;5;2;19;18;8;5;0.38;0.62;313;0.77;15;8;4;2;1;0;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0344444444444444;0.3333333333333333;241;0.0622406639004149;634.2105263157895;0.2631578947368421;13.157894736842104;1;-0.24;-1;3;7;0.060702875399361;0.1578947368421052;0.1266666666666666;1.6666666666666667;2;1;3;1;0;0;0;1;0.1578947368421052;0.375;0.0095846645367412;6.333333333333333;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
