Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Dominik Greif-R.C.D. Mallorca;Pablo Maffeo-R.C.D. Mallorca;Martin Valjent-R.C.D. Mallorca;Antonio José Raíllo Arenas-R.C.D. Mallorca;José Manuel Arias Copete-R.C.D. Mallorca;Johan Mojica-R.C.D. Mallorca;Dani Rodríguez-R.C.D. Mallorca;Samuel Costa-R.C.D. Mallorca;Sergi Darder-R.C.D. Mallorca;Abdón Prats Bastidas-R.C.D. Mallorca;Cyle Larin-R.C.D. Mallorca;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Antonio Sánchez Navarro-R.C.D. Mallorca;Manuel Morlanes Ariño-R.C.D. Mallorca;Omar Mascarell-R.C.D. Mallorca;Takuma Asano-R.C.D. Mallorca;Vedat Muriqi-R.C.D. Mallorca;David López Guijarro-R.C.D. Mallorca;Antonio Latorre-R.C.D. Mallorca;Robert Navarro-R.C.D. Mallorca;Mateu Morey-R.C.D. Mallorca;Leo Román-R.C.D. Mallorca;Valery Fernández Estrada-R.C.D. Mallorca;Siebe Van der Heyden-R.C.D. Mallorca;Javier Llabrés-R.C.D. Mallorca;Chiquinho-R.C.D. Mallorca;Marc Domènech-R.C.D. Mallorca;Iván Cuéllar-R.C.D. Mallorca;Nacho Vidal Miralles-R.C.D. Mallorca;Jaume Costa-R.C.D. Mallorca;Nemanja Radonjić-R.C.D. Mallorca;Predrag Rajković-R.C.D. Mallorca;Giovanni González Apud-R.C.D. Mallorca;Matija Nastasić-R.C.D. Mallorca;Amath Ndiaye-R.C.D. Mallorca;Daniel Luna-R.C.D. Mallorca;Rubén Quintanilla-R.C.D. Mallorca;Iñigo Ruiz de Galarreta-R.C.D. Mallorca;Lee Kang-in-R.C.D. Mallorca;Josep Gayà-R.C.D. Mallorca;Iddrisu Baba-R.C.D. Mallorca;Dennis Hadžikadunić-R.C.D. Mallorca;Tino Kadewere-R.C.D. Mallorca;Ángel Luis Rodríguez Díaz-R.C.D. Mallorca;Ludwig Augustinsson-R.C.D. Mallorca;Clément Grenier-R.C.D. Mallorca;Rodrigo Battaglia-R.C.D. Mallorca;Braian Cufré-R.C.D. Mallorca;Franco Matías Russo-R.C.D. Mallorca;Lago Junior-R.C.D. Mallorca
2024-11-23;R.C.D. Mallorca;1;1;3;40;50;U. D. Las Palmas;3;4;9;14;3;3;0.38;0.62;300;0.76;18;10;2;4;1;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.04428571428571428;0.16666666666666666;228;0.07894736842105263;600.0;0.3333333333333333;7.894736842105263;-5;-0.24;-1;-1;8;0.03;0.3333333333333333;0.12666666666666668;1.0;0;3;3;1;0;0;1;0;0.3333333333333333;1.0;0.01;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-01;R.C.D. Mallorca;1;3;3;40;45;Alavés;2;3;7;13;2;3;0.48;0.52;306;0.74;12;19;2;3;0;0;2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;7;0.04;0.16666666666666666;226;0.05309734513274336;470.83333333333337;0.2857142857142857;4.166666666666667;-6;-0.040000000000000036;-5;-1;-7;0.02287581699346405;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;R.C.D. Mallorca;1;1;3;40;38;Athletic;4;1;4;20;1;1;0.33;0.67;272;0.7;9;12;3;1;1;0;1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;14;0.0335;0.4444444444444444;190;0.04736842105263158;575.7575757575758;0.25;3.0303030303030303;-16;-0.34;-13;3;-3;0.014705882352941176;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;R.C.D. Mallorca;1;1;1;40;42;Rayo Vallecano;1;1;19;10;5;2;0.51;0.49;367;0.76;9;13;1;1;0;0;9;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2;0.049;0.1111111111111111;279;0.03225806451612903;547.0588235294117;0.47368421052631576;17.647058823529413;9;0.020000000000000018;7;0;-4;0.051771117166212535;0.05263157894736842;0.51;9.0;0;1;1;1;0;0;0;1;0.05263157894736842;0.2;0.0027247956403269754;19.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;R.C.D. Mallorca;1;8;3;40;49;RCD Espanyol;5;1;11;8;5;3;0.61;0.39;416;0.84;19;14;5;1;0;0;6;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;4;0.04875;0.2631578947368421;349;0.054441260744985676;572.1311475409836;0.5454545454545454;9.836065573770492;3;0.21999999999999997;2;4;5;0.026442307692307692;0.09090909090909091;0.61;6.0;0;1;1;0;0;1;1;0;0.09090909090909091;0.2;0.002403846153846154;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-27;R.C.D. Mallorca;1;1;0;40;51;Valladolid;2;3;17;13;6;1;0.49;0.51;413;0.78;11;16;2;3;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;0.03923076923076923;0.18181818181818182;322;0.034161490683229816;657.1428571428571;0.23529411764705882;8.16326530612245;4;-0.020000000000000018;-3;-1;-5;0.04116222760290557;0.11764705882352941;0.245;2.0;0;2;2;1;0;0;1;0;0.11764705882352941;0.3333333333333333;0.004842615012106538;8.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-23;R.C.D. Mallorca;1;3;3;40;39;Betis;3;3;7;16;6;6;0.38;0.62;367;0.79;14;12;3;3;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;6;0.03875;0.21428571428571427;290;0.04827586206896552;763.1578947368421;0.42857142857142855;7.894736842105263;-9;-0.24;-3;0;2;0.01907356948228883;0.2857142857142857;0.19;1.5;1;1;2;1;0;0;1;0;0.2857142857142857;0.3333333333333333;0.005449591280653951;3.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;R.C.D. Mallorca;1;3;7;40;46;Real Sociedad;1;1;10;13;4;5;0.4;0.6;364;0.76;5;10;1;1;0;0;5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;5;0.04615384615384615;0.2;277;0.018050541516245487;692.5;0.5;12.5;-3;-0.19999999999999996;0;0;-5;0.027472527472527472;0.1;0.4;5.0;1;0;1;1;0;0;0;1;0.1;0.25;0.0027472527472527475;10.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;R.C.D. Mallorca;1;3;1;40;37;Villarreal;4;3;9;21;4;4;0.54;0.46;440;0.8;11;10;3;3;1;0;7;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.021904761904761906;0.36363636363636365;352;0.03125;651.8518518518518;0.7777777777777778;12.962962962962962;-12;0.08000000000000002;1;1;1;0.020454545454545454;0.1111111111111111;0.54;7.0;0;1;1;0;0;1;0;1;0.1111111111111111;0.25;0.0022727272727272726;9.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;R.C.D. Mallorca;1;3;3;40;47;Leganés;3;1;12;9;3;2;0.46;0.54;392;0.8;17;11;3;1;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.060000000000000005;0.17647058823529413;314;0.054140127388535034;682.6086956521739;0.25;6.521739130434782;3;-0.08000000000000002;2;2;6;0.030612244897959183;0.08333333333333333;0.46;3.0;1;0;1;1;0;0;1;0;0.08333333333333333;0.3333333333333333;0.002551020408163265;12.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;R.C.D. Mallorca;1;0;0;40;43;Sevilla;0;2;12;16;4;7;0.44;0.56;385;0.81;15;10;0;1;0;1;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;9;0.035;0.0;312;0.04807692307692308;709.0909090909091;0.4166666666666667;11.363636363636363;-4;-0.12000000000000005;-4;-2;5;0.03116883116883117;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;R.C.D. Mallorca;1;0;7;40;41;Osasuna;1;2;10;15;1;5;0.55;0.45;379;0.8;8;10;1;2;0;0;4;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.030000000000000002;0.125;303;0.026402640264026403;550.9090909090909;0.4;7.2727272727272725;-5;0.10000000000000003;-1;-1;-2;0.026385224274406333;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;R.C.D. Mallorca;1;0;0;40;12;Real Madrid;1;1;12;13;5;5;0.33;0.67;322;0.82;11;6;1;0;0;1;8;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.05153846153846154;0.09090909090909091;264;0.041666666666666664;800.0;0.6666666666666666;24.242424242424242;-1;-0.34;1;0;5;0.037267080745341616;0.08333333333333333;0.33;8.0;0;1;1;0;1;0;0;1;0.08333333333333333;0.2;0.003105590062111801;12.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;R.C.D. Mallorca;1;7;7;40;48;Getafe;2;0;9;16;4;6;0.49;0.51;390;0.79;10;12;2;0;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.031875;0.2;308;0.032467532467532464;628.5714285714286;0.4444444444444444;8.16326530612245;-7;-0.020000000000000018;1;2;-2;0.023076923076923078;0.2222222222222222;0.245;2.0;0;2;2;1;0;0;1;0;0.2222222222222222;0.5;0.005128205128205128;4.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;R.C.D. Mallorca;1;4;3;40;126;Almería;2;3;29;7;8;3;0.52;0.48;422;0.82;9;9;2;3;0;0;12;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.06857142857142857;0.2222222222222222;346;0.02601156069364162;665.3846153846154;0.41379310344827586;23.076923076923077;22;0.040000000000000036;10;-1;0;0.06872037914691943;0.06896551724137931;0.26;6.0;1;1;2;0;1;0;0;1;0.06896551724137931;0.25;0.004739336492890996;14.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-14;R.C.D. Mallorca;1;9;0;40;41;Osasuna;1;0;10;10;4;4;0.47;0.53;409;0.74;11;12;1;0;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2;0.053000000000000005;0.09090909090909091;303;0.036303630363036306;644.6808510638298;0.4;8.51063829787234;0;-0.06000000000000005;2;1;-1;0.02444987775061125;0.1;0.47;4.0;0;1;1;0;1;0;1;0;0.1;0.25;0.0024449877750611247;10.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;R.C.D. Mallorca;1;4;5;40;50;U. D. Las Palmas;6;2;7;7;2;1;0.43;0.57;341;0.78;18;10;6;2;0;0;2;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.08142857142857142;0.3333333333333333;266;0.06766917293233082;618.6046511627907;0.2857142857142857;4.651162790697675;0;-0.13999999999999996;0;4;8;0.020527859237536656;0.14285714285714285;0.43;2.0;1;0;1;1;0;0;0;1;0.14285714285714285;0.5;0.002932551319648094;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;R.C.D. Mallorca;1;4;17;40;27;Atlético Madrid;2;0;7;9;4;4;0.6;0.4;528;0.85;12;7;2;0;0;0;6;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.044444444444444446;0.16666666666666666;449;0.026726057906458798;748.3333333333334;0.8571428571428571;10.0;-2;0.19999999999999996;4;2;5;0.013257575757575758;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;R.C.D. Mallorca;1;9;1;40;130;Cádiz;2;3;9;10;2;2;0.41;0.59;346;0.68;21;14;2;3;0;0;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.059;0.09523809523809523;235;0.08936170212765958;573.1707317073171;0.1111111111111111;2.4390243902439024;-1;-0.18;-2;-1;7;0.02601156069364162;0.1111111111111111;0.41;1.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.5;0.002890173410404624;9.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-22;R.C.D. Mallorca;1;9;4;40;43;Sevilla;2;0;8;11;6;4;0.45;0.55;440;0.81;8;10;2;0;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.05;0.25;356;0.02247191011235955;791.1111111111111;0.5;8.88888888888889;-3;-0.10000000000000003;0;2;-2;0.01818181818181818;0.125;0.45;4.0;0;1;1;0;0;1;1;0;0.125;0.16666666666666666;0.0022727272727272726;8.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;R.C.D. Mallorca;1;9;3;40;12;Real Madrid;2;1;6;16;2;9;0.43;0.57;413;0.8;18;7;2;1;0;0;4;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.035625;0.1111111111111111;330;0.05454545454545454;767.4418604651163;0.6666666666666666;9.30232558139535;-10;-0.13999999999999996;2;1;11;0.014527845036319613;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;R.C.D. Mallorca;19;4;3;40;38;Athletic;3;1;13;30;5;7;0.31;0.69;335;0.63;25;15;3;1;0;0;4;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;8;0.023;0.12;211;0.11848341232227488;680.6451612903226;0.3076923076923077;12.903225806451614;-17;-0.37999999999999995;-4;2;10;0.03880597014925373;0.07692307692307693;0.31;4.0;1;0;1;0;1;0;1;0;0.07692307692307693;0.2;0.0029850746268656717;13.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;R.C.D. Mallorca;1;4;1;40;52;Valencia C. F.;2;0;11;14;3;5;0.47;0.53;429;0.78;11;8;2;0;0;0;3;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.03785714285714286;0.18181818181818182;335;0.03283582089552239;712.7659574468086;0.2727272727272727;6.382978723404256;-3;-0.06000000000000005;0;2;3;0.02564102564102564;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;R.C.D. Mallorca;1;4;1;40;119;Granada;2;0;18;8;8;3;0.51;0.49;380;0.74;17;9;2;0;0;0;10;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.06125;0.11764705882352941;281;0.060498220640569395;550.9803921568628;0.5555555555555556;19.607843137254903;10;0.020000000000000018;8;2;8;0.04736842105263158;0.05555555555555555;0.51;10.0;0;1;1;1;0;0;0;1;0.05555555555555555;0.125;0.002631578947368421;18.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-08;R.C.D. Mallorca;1;4;0;40;10;Barcelona;1;1;9;20;3;6;0.36;0.64;337;0.78;14;10;1;1;0;0;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;4;0.032;0.07142857142857142;263;0.053231939163498096;730.5555555555555;0.1111111111111111;2.7777777777777777;-11;-0.28;-3;0;4;0.026706231454005934;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;R.C.D. Mallorca;1;4;3;40;24;Girona;5;0;16;15;2;4;0.4;0.6;320;0.71;19;9;5;0;0;0;8;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.04;0.2631578947368421;227;0.08370044052863436;567.5;0.5;20.0;1;-0.19999999999999996;3;5;10;0.05;0.0625;0.4;8.0;1;0;1;1;0;0;0;1;0.0625;0.5;0.003125;16.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-27;R.C.D. Mallorca;19;4;0;40;46;Real Sociedad;3;1;6;26;1;9;0.38;0.62;360;0.63;20;10;3;1;0;0;4;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;15;0.023846153846153847;0.15;227;0.0881057268722467;597.3684210526316;0.6666666666666666;10.526315789473685;-20;-0.24;-11;2;10;0.016666666666666666;0.16666666666666666;0.38;4.0;0;1;1;0;1;0;1;0;0.16666666666666666;1.0;0.002777777777777778;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;R.C.D. Mallorca;1;9;3;40;45;Alavés;2;0;15;9;8;1;0.48;0.52;398;0.74;15;7;2;0;0;0;3;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.05777777777777778;0.13333333333333333;295;0.05084745762711865;614.5833333333334;0.2;6.25;6;-0.040000000000000036;0;2;8;0.03768844221105527;0.06666666666666667;0.48;3.0;0;1;1;0;1;0;1;0;0.06666666666666667;0.125;0.002512562814070352;15.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;R.C.D. Mallorca;1;4;0;40;46;Real Sociedad;9;5;4;19;1;5;0.31;0.69;230;0.59;12;18;7;5;2;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;9;0.03631578947368421;0.75;136;0.08823529411764706;438.7096774193548;0.75;9.67741935483871;-15;-0.37999999999999995;-6;4;-6;0.017391304347826087;0.25;0.31;3.0;1;0;1;0;0;1;0;1;0.25;1.0;0.004347826086956522;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;R.C.D. Mallorca;1;9;3;40;42;Rayo Vallecano;4;0;8;11;5;4;0.49;0.51;412;0.69;17;11;4;0;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;0.046363636363636364;0.23529411764705882;284;0.05985915492957746;579.5918367346939;0.625;10.204081632653061;-3;-0.020000000000000018;4;4;6;0.019417475728155338;0.25;0.245;2.5;0;2;2;1;0;0;0;1;0.25;0.4;0.0048543689320388345;4.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-06;R.C.D. Mallorca;19;4;0;40;46;Real Sociedad;3;3;5;12;0;3;0.3;0.7;229;0.62;20;12;3;3;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.05833333333333333;0.15;142;0.14084507042253522;473.33333333333337;0.4;6.666666666666667;-7;-0.39999999999999997;-2;0;8;0.021834061135371178;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
