Fecha;Equipo;Torneo;Alineacion;Remates;Remates al arco;Posesión;Pases;Precisión de los pases;Faltas;Tarjetas amarillas;Tarjetas rojas;Tiros de esquina;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local
6/5/23;Liverpool;3;0;15;5;54;378;81;19;4;0;7;1;0;1;1;0;0;0;1
3/5/23;Liverpool;3;0;15;3;58;613;85;10;0;0;7;1;0;1;1;0;0;0;1
30/4/23;Liverpool;3;0;12;4;68;724;88;12;3;0;4;3;1;4;1;0;0;0;1
26/4/23;Liverpool;3;0;20;4;73;850;87;8;0;0;6;1;1;2;1;0;0;1;0
22/4/23;Liverpool;3;0;18;6;82;650;87;9;0;0;9;0;3;3;1;0;0;0;1
17/4/23;Liverpool;3;0;13;7;74;869;89;12;1;0;2;2;4;6;1;0;0;1;0
9/4/23;Liverpool;3;0;21;6;59;525;82;11;4;0;5;1;1;2;0;1;0;0;1
4/4/23;Liverpool;3;0;7;4;51;537;83;17;4;0;5;0;0;0;0;1;0;1;0
1/4/23;Liverpool;3;0;4;1;31;350;82;12;1;0;1;1;0;1;0;0;1;1;0
15/3/23;Liverpool;0;0;9;5;46;449;84;17;1;0;9;0;0;0;0;0;1;1;0
22/5/22;Liverpool;3;0;29;8;63;669;88;6;1;0;5;1;2;3;1;0;0;0;1
17/5/22;Liverpool;3;0;24;5;71;734;89;6;0;0;9;1;1;2;1;0;0;1;0
14/5/22;Liverpool;15;0;17;2;53;613;82;12;0;0;5;0;0;0;0;1;0;1;0
10/5/22;Liverpool;3;0;17;6;61;530;83;12;0;0;3;1;1;2;1;0;0;1;0
7/5/22;Liverpool;3;0;22;3;65;618;85;12;3;0;11;0;1;1;0;1;0;0;1
3/5/22;Liverpool;0;0;15;5;56;427;75;14;1;0;2;0;3;3;1;0;0;1;0
30/4/22;Liverpool;3;0;24;10;67;528;83;11;3;0;6;1;0;1;1;0;0;1;0
27/4/22;Liverpool;0;0;19;5;74;740;88;9;1;0;10;0;2;2;1;0;0;0;1
24/4/22;Liverpool;3;0;18;4;83;787;89;8;2;0;13;0;2;2;1;0;0;0;1
19/4/22;Liverpool;3;0;14;5;72;897;91;3;1;0;9;2;2;4;1;0;0;0;1
16/4/22;Liverpool;15;0;11;7;51;507;82;12;3;0;3;3;0;3;1;0;0;1;0
