Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Elia Caprile-Cagliari;Gabriele Zappa-Cagliari;Yerry Mina-Cagliari;José Luis Palomino-Cagliari;Nadir Zortea-Cagliari;Michel Adopo-Cagliari;Antoine Makoumbou-Cagliari;Alessandro Deiola-Cagliari;Tommaso Augello-Cagliari;Florinel Coman-Cagliari;Roberto Piccoli-Cagliari;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Sebastiano Luperto-Cagliari;Matteo Prati-Cagliari;Nicolas Viola-Cagliari;Zito Luvumbo-Cagliari;Mattia Felici-Cagliari;Adam Obert-Cagliari;Răzvan Marin-Cagliari;Gianluca Gaetano-Cagliari;Simone Scuffet-Cagliari;Alen Sherri-Cagliari;Mateusz Wieteska-Cagliari;Gianluca Lapadula-Cagliari;Paulo Azzi-Cagliari;Leonardo Pavoletti-Cagliari;Nahitan Nández-Cagliari;Alberto Dossena-Cagliari;Ibrahim Sulemana-Cagliari;Eldor Shomurodov-Cagliari;Pantelis Hatzidiakos-Cagliari;Alessandro Di Pardo-Cagliari;Gaetano Oristanio-Cagliari;Jakub Jankto-Cagliari;Andrea Petagna-Cagliari;Edoardo Goldaniga-Cagliari;Boris Radunović-Cagliari;Marco Mancosu-Cagliari;Nunzio Lella-Cagliari;Giorgio Altare-Cagliari;Christos Kourfalidis-Cagliari;Marko Rog-Cagliari;Nik Prelec-Cagliari;Filippo Falco-Cagliari;Antonio Barreca-Cagliari;Vincenzo Millico-Cagliari;Elio Capradossi-Cagliari;Franco Carboni-Cagliari;Gastón Pereiro-Cagliari;Simone Aresti-Cagliari
2024-11-24;Cagliari;4;3;5;79;83;Genoa;2;2;17;20;6;6;0.47;0.53;404;0.8;7;11;2;2;0;0;8;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.0265;0.2857142857142857;323;0.0216718266253869;687.2340425531916;0.4705882352941176;17.02127659574468;-3;-0.06;2;0;-4;0.042079207920792;0.1176470588235294;0.235;4.0;1;1;2;0;1;0;1;0;0.1176470588235294;0.3333333333333333;0.0049504950495049;8.5;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Cagliari;4;3;3;79;25;Milan;0;2;16;13;7;6;0.45;0.55;400;0.87;7;11;0;2;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.0423076923076923;0.0;348;0.0201149425287356;773.3333333333333;0.375;13.333333333333332;3;-0.1;3;-2;-4;0.04;0.1875;0.15;2.0;1;2;3;0;1;0;0;1;0.1875;0.4285714285714285;0.0075;5.333333333333333;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Cagliari;4;3;3;79;71;Lazio;6;3;6;20;1;5;0.45;0.55;388;0.85;17;12;4;3;2;0;3;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.0275;0.3529411764705882;330;0.0515151515151515;733.3333333333334;0.5;6.666666666666666;-14;-0.1;1;3;5;0.0154639175257731;0.1666666666666666;0.45;3.0;1;0;1;0;0;1;1;0;0.1666666666666666;1.0;0.0025773195876288;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Cagliari;4;1;3;79;29;Bolonia;2;2;14;11;2;4;0.42;0.58;365;0.74;17;18;2;2;0;0;7;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.0527272727272727;0.1176470588235294;270;0.0629629629629629;642.8571428571429;0.5;16.666666666666668;3;-0.1599999999999999;5;0;-1;0.0383561643835616;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Cagliari;4;23;2;79;72;Udinese;2;2;3;13;0;4;0.35;0.65;294;0.79;9;14;1;2;1;0;4;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.05;0.2222222222222222;232;0.0387931034482758;662.8571428571429;1.3333333333333333;11.428571428571429;-10;-0.3;2;0;-5;0.010204081632653;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Cagliari;4;17;2;79;73;Torino;1;3;17;17;4;5;0.41;0.59;335;0.84;9;8;1;3;0;0;9;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;12;0.0347058823529411;0.1111111111111111;281;0.0320284697508896;685.3658536585366;0.5294117647058824;21.951219512195124;0;-0.18;-3;-2;1;0.0507462686567164;0.1764705882352941;0.1366666666666666;3.0;1;2;3;1;0;0;0;1;0.1764705882352941;0.75;0.008955223880597;5.666666666666667;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Cagliari;4;3;3;79;14;Juventus;2;4;9;21;2;9;0.26;0.74;240;0.79;10;13;2;3;0;1;3;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;8;0.0352380952380952;0.2;190;0.0526315789473684;730.7692307692307;0.3333333333333333;11.538461538461538;-12;-0.48;-5;-2;-3;0.0375;0.1111111111111111;0.26;3.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.5;0.0041666666666666;9.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-30;Cagliari;4;29;3;79;76;Parma;2;3;12;18;4;4;0.38;0.62;351;0.75;16;10;2;3;0;0;3;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;5;0.0344444444444444;0.125;263;0.0608365019011406;692.1052631578947;0.25;7.894736842105263;-6;-0.24;-2;-1;6;0.0341880341880341;0.25;0.1266666666666666;1.0;1;2;3;1;0;0;1;0;0.25;0.75;0.0085470085470085;4.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Cagliari;35;3;2;79;595;Cremonese;3;1;13;12;4;5;0.48;0.52;440;0.84;16;11;3;1;0;0;11;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0433333333333333;0.1875;370;0.0432432432432432;770.8333333333334;0.8461538461538461;22.916666666666668;1;-0.04;9;2;5;0.0295454545454545;0.0769230769230769;0.48;11.0;0;1;1;1;0;0;0;1;0.0769230769230769;0.25;0.0022727272727272;13.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-20;Cagliari;4;2;17;79;75;Empoli;1;2;21;9;4;4;0.62;0.38;454;0.77;15;21;1;2;0;0;10;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4;0.0422222222222222;0.0666666666666666;350;0.0428571428571428;564.516129032258;0.4761904761904761;16.129032258064516;12;0.24;6;-1;-6;0.0462555066079295;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Cagliari;4;17;17;79;69;Napoli;1;2;19;13;5;5;0.52;0.48;423;0.8;22;11;1;2;0;0;7;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4;0.0369230769230769;0.0454545454545454;338;0.0650887573964497;650.0;0.3684210526315789;13.461538461538462;6;0.04;3;-1;11;0.0449172576832151;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Cagliari;4;2;3;79;82;Lecce;3;2;21;17;2;4;0.66;0.34;463;0.81;13;10;3;1;0;1;10;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;0.02;0.2307692307692307;375;0.0346666666666666;568.1818181818181;0.4761904761904761;15.15151515151515;4;0.32;3;1;3;0.0453563714902807;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Cagliari;4;2;13;79;78;Como;2;2;11;14;5;4;0.46;0.54;362;0.75;12;10;2;2;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;6;0.0385714285714285;0.1666666666666666;272;0.0441176470588235;591.3043478260869;0.4545454545454545;10.869565217391305;-3;-0.08;-1;0;2;0.0303867403314917;0.0909090909090909;0.46;5.0;1;0;1;0;1;0;0;1;0.0909090909090909;0.2;0.0027624309392265;11.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Cagliari;4;2;3;79;74;Roma;2;0;13;15;2;3;0.42;0.58;333;0.77;15;7;2;0;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.0386666666666666;0.1333333333333333;256;0.05859375;609.5238095238095;0.3846153846153846;11.904761904761903;-2;-0.1599999999999999;2;2;8;0.039039039039039;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-12;Cagliari;35;6;17;79;605;Carrarese Calcio 1908;1;2;20;6;9;1;0.53;0.47;452;0.82;15;11;1;2;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4;0.0783333333333333;0.0666666666666666;371;0.0404312668463611;700.0;0.35;13.20754716981132;14;0.06;3;-1;4;0.0442477876106194;0.15;0.1766666666666666;2.333333333333333;2;1;3;1;0;0;0;1;0.15;0.3333333333333333;0.0066371681415929;6.666666666666667;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-23;Cagliari;4;3;3;79;70;Fiorentina;2;4;14;11;6;5;0.36;0.64;236;0.73;13;14;2;4;0;0;4;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.0581818181818181;0.1538461538461538;172;0.0755813953488372;477.77777777777777;0.2857142857142857;11.11111111111111;3;-0.28;-1;-2;-1;0.059322033898305;0.1428571428571428;0.18;2.0;0;2;2;0;0;1;0;1;0.1428571428571428;0.3333333333333333;0.0084745762711864;7.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Cagliari;4;3;2;79;593;Sassuolo;2;4;13;7;3;0;0.49;0.51;320;0.73;9;14;2;3;0;1;6;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.0728571428571428;0.2222222222222222;234;0.0384615384615384;477.55102040816325;0.4615384615384615;12.244897959183673;6;-0.02;1;-2;-5;0.040625;0.1538461538461538;0.245;3.0;0;2;2;1;0;0;1;0;0.1538461538461538;0.6666666666666666;0.00625;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Cagliari;4;4;3;79;25;Milan;1;2;13;17;7;10;0.33;0.67;316;0.81;9;11;1;2;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0394117647058823;0.1111111111111111;256;0.03515625;775.7575757575758;0.2307692307692307;9.09090909090909;-4;-0.34;-3;-1;-2;0.0411392405063291;0.0769230769230769;0.33;3.0;0;1;1;0;0;1;1;0;0.0769230769230769;0.1428571428571428;0.0031645569620253;13.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Cagliari;4;28;1;79;82;Lecce;5;4;9;16;3;3;0.33;0.67;219;0.62;9;15;4;4;1;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;10;0.041875;0.5555555555555556;136;0.0661764705882353;412.1212121212121;0.3333333333333333;9.09090909090909;-7;-0.34;-7;1;-6;0.0410958904109589;0.1111111111111111;0.33;3.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.0045662100456621;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-29;Cagliari;4;17;2;79;83;Genoa;2;0;12;12;1;5;0.36;0.64;308;0.69;14;12;2;0;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.0533333333333333;0.1428571428571428;213;0.0657276995305164;591.6666666666667;0.3333333333333333;11.11111111111111;0;-0.28;2;2;2;0.0389610389610389;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Cagliari;4;17;2;79;14;Juventus;2;3;9;11;4;3;0.25;0.75;202;0.62;16;15;2;3;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0681818181818181;0.125;125;0.128;500.0;0.4444444444444444;16.0;-2;-0.5;1;-1;1;0.0445544554455445;0.2222222222222222;0.125;2.0;2;0;2;0;1;0;0;1;0.2222222222222222;0.5;0.0099009900990099;4.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Cagliari;4;9;2;79;7;Inter;2;0;10;15;6;7;0.37;0.63;370;0.85;10;5;2;0;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7;0.042;0.2;314;0.0318471337579617;848.6486486486486;0.0;0.0;-5;-0.26;-7;2;5;0.027027027027027;0.2;0.185;0.0;0;2;2;0;1;0;1;0;0.2;0.3333333333333333;0.0054054054054054;5.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Cagliari;4;0;29;79;17;Atalanta;3;3;11;7;3;2;0.37;0.63;297;0.63;16;19;3;3;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.09;0.1875;187;0.0855614973262032;505.4054054054054;0.3636363636363636;10.81081081081081;4;-0.26;0;0;-3;0.037037037037037;0.1818181818181818;0.185;2.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.6666666666666666;0.0067340067340067;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-01;Cagliari;4;3;3;79;77;Hellas Verona;0;2;12;8;2;5;0.52;0.48;356;0.7;11;16;0;2;0;0;7;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.06;0.0;249;0.0441767068273092;478.8461538461538;0.5833333333333334;13.461538461538462;4;0.04;5;-2;-5;0.0337078651685393;0.0833333333333333;0.52;7.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.5;0.0028089887640449;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Cagliari;4;8;3;79;80;Monza;1;2;10;15;0;3;0.38;0.62;317;0.77;9;11;1;2;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.0413333333333333;0.1111111111111111;244;0.0368852459016393;642.1052631578947;0.7;18.42105263157895;-5;-0.24;4;-1;-2;0.0315457413249211;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Cagliari;4;8;28;79;607;Salernitana;1;2;12;12;7;5;0.28;0.72;225;0.68;16;11;1;2;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.06;0.0625;153;0.1045751633986928;546.4285714285713;0.4166666666666667;17.857142857142854;0;-0.4399999999999999;1;-1;5;0.0533333333333333;0.3333333333333333;0.07;1.25;2;2;4;1;0;0;0;1;0.3333333333333333;0.5714285714285714;0.0177777777777777;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Cagliari;4;8;20;79;75;Empoli;3;0;8;16;4;3;0.44;0.56;368;0.76;15;11;3;0;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;9;0.035;0.2;280;0.0535714285714285;636.3636363636364;0.25;4.545454545454546;-8;-0.12;-7;3;4;0.0217391304347826;0.125;0.44;2.0;0;1;1;1;0;0;1;0;0.125;0.25;0.0027173913043478;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Cagliari;4;8;0;79;69;Napoli;4;1;8;9;3;4;0.28;0.72;220;0.55;12;12;4;1;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.08;0.3333333333333333;121;0.0991735537190082;432.1428571428571;0.5;14.285714285714285;-1;-0.4399999999999999;1;3;0;0.0363636363636363;0.125;0.28;4.0;0;1;1;0;1;0;0;1;0.125;0.3333333333333333;0.0045454545454545;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Cagliari;4;8;23;79;72;Udinese;2;3;5;17;2;3;0.47;0.53;401;0.8;10;14;2;3;0;0;4;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.0311764705882352;0.2;321;0.0311526479750778;682.9787234042553;0.8;8.51063829787234;-12;-0.06;1;-1;-4;0.0124688279301745;0.2;0.47;4.0;1;0;1;0;1;0;1;0;0.2;0.5;0.0024937655860349;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Cagliari;4;17;0;79;71;Lazio;2;3;13;12;6;5;0.45;0.55;476;0.8;6;9;1;3;1;0;7;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.0458333333333333;0.3333333333333333;381;0.0157480314960629;846.6666666666666;0.5384615384615384;15.555555555555555;1;-0.1;-1;-1;-3;0.0273109243697479;0.0769230769230769;0.45;7.0;0;1;1;0;0;1;0;1;0.0769230769230769;0.1666666666666666;0.0021008403361344;13.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-05;Cagliari;4;2;0;79;74;Roma;1;1;12;20;3;6;0.47;0.53;413;0.86;12;8;1;1;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.0265;0.0833333333333333;355;0.0338028169014084;755.3191489361702;0.4166666666666667;10.638297872340424;-8;-0.06;-2;0;4;0.0290556900726392;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-26;Cagliari;4;17;6;79;73;Torino;2;4;25;16;10;6;0.52;0.48;371;0.73;12;12;2;4;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.03;0.1666666666666666;271;0.044280442804428;521.1538461538462;0.36;17.307692307692307;9;0.04;7;-2;0;0.0673854447439353;0.04;0.52;9.0;0;1;1;0;0;1;0;1;0.04;0.1;0.0026954177897574;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
