Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Anthoni-Internacional;Braian Aguirre-Internacional;Vitão-Internacional;Victor Gabriel-Internacional;Alexandro Bernabei-Internacional;Bruno Henrique Corsini-Internacional;Fernando Reges-Internacional;Thiago Maia-Internacional;Alan Patrick-Internacional;Enner Valencia-Internacional;Wesley Ribeiro Silva-Internacional;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Agustín Rogel-Internacional;Ramon Ramos Lima-Internacional;Bruno Tabata-Internacional;Óscar Romero Villamayor-Internacional;Nathan Santos de Araújo-Internacional;Ronaldo da Silva Souza-Internacional;Gabriel Carvalho-Internacional;Vitor Hugo Naum dos Santos-Internacional;Johan Carbonero-Internacional;Rafael Santos Borré-Internacional;José Carlos Ferreira Júnior-Internacional;Sergio Rochet-Internacional;Gustavo Prado-Internacional;Wanderson Maciel Sousa Campos-Internacional;Bruno Gomes-Internacional;Clayton Sampaio-Internacional;Rômulo Zwarg-Internacional;Renê Rodrigues Martins-Internacional;Gabriel Mercado-Internacional;Lucas Alario-Internacional;Igor Gomes-Internacional;Robert Renan-Internacional;Fabricio Bustos-Internacional;Fabrício-Internacional;Hyoran-Internacional;Lucca Drummond-Internacional;Hugo Mallo-Internacional;Charles Aránguiz-Internacional;Matheus Dias-Internacional;Lucca Holanda Sampaio Tavares-Internacional;Maurício Magalhães Prado-Internacional;Gabriel Barros-Internacional;Johnny Cardoso-Internacional;Dalbert Henrique-Internacional;Nicolás Hernández Rodríguez-Internacional;Pedro Henrique-Internacional;Carlos de Pena-Internacional;Keiller-Internacional;Gabriel Girotto Franco-Internacional;Luiz Adriano-Internacional;Gustavo Campanharo-Internacional;John-Internacional;Rodrigo Moledo-Internacional;Jean Dias-Internacional;Thauan Lara-Internacional;Alexandre Zurawski-Internacional;Gabriel Baralhas-Internacional;Taison-Internacional;Edenilson Andrade dos Santos-Internacional;Ricardo Mathias-Internacional;Diego Rosa-Internacional
2024-12-08;Internacional;10;22;3;641;644;Fortaleza;2;1;11;10;1;5;0.63;0.37;497;0.84;13;8;2;1;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.037;0.1538461538461538;417;0.0311750599520383;661.9047619047619;0.2727272727272727;4.761904761904762;1;0.26;-1;1;5;0.0221327967806841;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Internacional;10;13;3;641;210;Botafogo;5;2;14;2;6;1;0.67;0.33;510;0.84;9;12;5;2;0;0;10;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1;0.165;0.5555555555555556;428;0.0210280373831775;638.8059701492537;0.7142857142857143;14.925373134328357;12;0.34;9;3;-3;0.0274509803921568;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Internacional;10;3;3;641;214;Flamengo;2;2;12;17;6;10;0.44;0.56;345;0.8;12;14;2;2;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;6;0.0329411764705882;0.1666666666666666;276;0.0434782608695652;627.2727272727273;0.3333333333333333;9.090909090909092;-5;-0.12;-2;0;-2;0.0347826086956521;0.1666666666666666;0.22;2.0;0;2;2;0;0;1;1;0;0.1666666666666666;0.3333333333333333;0.0057971014492753;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Internacional;10;3;3;641;659;Bragantino;2;2;16;5;7;1;0.55;0.45;424;0.83;16;12;2;2;0;0;8;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.09;0.125;352;0.0454545454545454;640.0;0.5;14.545454545454543;11;0.1;4;0;4;0.0377358490566037;0.25;0.1375;2.0;2;2;4;1;0;0;0;1;0.25;0.5714285714285714;0.0094339622641509;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-21;Internacional;10;3;3;641;777;Vasco da Gama;0;1;16;12;7;2;0.52;0.48;444;0.82;10;8;0;1;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8;0.04;0.0;364;0.0274725274725274;700.0;0.1875;5.769230769230769;4;0.04;-5;-1;2;0.036036036036036;0.0625;0.52;3.0;0;1;1;1;0;0;1;0;0.0625;0.1428571428571428;0.0022522522522522;16.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-08;Internacional;10;3;3;641;197;Fluminense;3;1;17;9;7;2;0.52;0.48;479;0.84;11;10;3;1;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.0533333333333333;0.2727272727272727;402;0.0273631840796019;773.0769230769231;0.2352941176470588;7.692307692307692;8;0.04;0;2;1;0.0354906054279749;0.1176470588235294;0.26;2.0;0;2;2;1;0;0;0;1;0.1176470588235294;0.2857142857142857;0.0041753653444676;8.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Internacional;10;3;1;641;778;Criciúma;1;3;20;5;9;4;0.69;0.31;601;0.88;15;13;1;2;0;1;7;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.062;0.0666666666666666;529;0.0283553875236294;766.6666666666667;0.35;10.144927536231885;15;0.3799999999999999;4;-2;2;0.0332778702163061;0.1;0.345;3.5;1;1;2;1;0;0;0;1;0.1;0.2222222222222222;0.0033277870216306;10.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Internacional;10;3;3;641;214;Flamengo;1;4;18;12;5;3;0.46;0.54;395;0.83;14;10;1;4;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;5;0.045;0.0714285714285714;328;0.0426829268292682;713.0434782608695;0.2777777777777778;10.869565217391305;6;-0.08;0;-3;4;0.0455696202531645;0.0555555555555555;0.46;5.0;0;1;1;0;1;0;0;1;0.0555555555555555;0.2;0.0025316455696202;18.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Internacional;10;3;3;641;220;Atlético Mineiro;2;5;11;7;7;3;0.42;0.58;256;0.63;15;15;2;4;0;1;3;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.0828571428571428;0.1333333333333333;161;0.093167701863354;383.33333333333337;0.2727272727272727;7.142857142857143;4;-0.1599999999999999;0;-3;0;0.04296875;0.2727272727272727;0.1399999999999999;1.0;2;1;3;1;0;0;1;0;0.2727272727272727;0.4285714285714285;0.01171875;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Internacional;10;3;3;641;206;Grêmio;1;3;18;9;6;7;0.64;0.36;495;0.83;14;15;1;3;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.04;0.0714285714285714;411;0.0340632603406326;642.1875;0.1666666666666666;4.6875;9;0.28;-3;-2;-1;0.0363636363636363;0.0555555555555555;0.64;3.0;0;1;1;1;0;0;0;1;0.0555555555555555;0.1666666666666666;0.002020202020202;18.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Internacional;10;14;14;641;652;Corinthians;4;6;9;15;3;6;0.46;0.54;368;0.82;14;11;4;6;0;0;9;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;9;0.036;0.2857142857142857;302;0.0463576158940397;656.5217391304348;1.0;19.565217391304348;-6;-0.08;0;-2;3;0.0244565217391304;0.2222222222222222;0.23;4.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.6666666666666666;0.0054347826086956;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Internacional;10;3;3;641;693;Vitória;3;1;10;7;5;4;0.54;0.46;501;0.84;26;8;3;1;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;6;0.0657142857142857;0.1153846153846153;421;0.0617577197149643;779.6296296296296;0.2;3.7037037037037033;3;0.08;-4;2;18;0.0199600798403193;0.3;0.18;0.6666666666666666;1;2;3;1;0;0;0;1;0.3;0.6;0.0059880239520958;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Internacional;10;3;2;641;659;Bragantino;2;3;24;11;11;4;0.55;0.45;462;0.83;13;13;2;3;0;0;9;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.0409090909090909;0.1538461538461538;383;0.0339425587467362;696.3636363636363;0.375;16.363636363636363;13;0.1;8;-1;0;0.0519480519480519;0.0833333333333333;0.275;4.5;1;1;2;0;1;0;1;0;0.0833333333333333;0.1818181818181818;0.0043290043290043;12.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Internacional;10;3;3;641;201;São Paulo;1;5;14;7;6;2;0.39;0.61;287;0.74;16;18;1;5;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.0871428571428571;0.0625;212;0.0754716981132075;543.5897435897435;0.2857142857142857;10.256410256410255;7;-0.2199999999999999;2;-4;-2;0.048780487804878;0.2142857142857142;0.13;1.3333333333333333;1;2;3;1;0;0;1;0;0.2142857142857142;0.5;0.0104529616724738;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-16;Internacional;10;3;3;641;656;Cuiabá;1;2;15;2;7;0;0.68;0.32;661;0.89;8;10;1;2;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.16;0.125;588;0.0136054421768707;864.7058823529411;0.1333333333333333;2.941176470588235;13;0.36;-1;-1;-2;0.0226928895612708;0.2;0.2266666666666666;0.6666666666666666;2;1;3;1;0;0;0;1;0.2;0.4285714285714285;0.0045385779122541;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-11;Internacional;10;3;3;641;644;Fortaleza;2;5;16;12;8;1;0.61;0.39;544;0.88;19;9;2;4;0;1;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.0325;0.1052631578947368;479;0.0396659707724425;785.2459016393443;0.5;13.114754098360656;4;0.2199999999999999;5;-3;10;0.0294117647058823;0.125;0.305;4.0;1;1;2;1;0;0;0;1;0.125;0.25;0.0036764705882352;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Internacional;10;3;3;641;779;Juventude;2;2;18;14;8;5;0.64;0.36;478;0.83;17;13;2;1;0;1;4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6;0.0257142857142857;0.1176470588235294;397;0.0428211586901763;620.3125;0.2222222222222222;6.25;4;0.28;-2;0;4;0.0376569037656903;0.1666666666666666;0.2133333333333333;1.3333333333333333;2;1;3;1;0;0;1;0;0.1666666666666666;0.375;0.006276150627615;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Internacional;10;3;3;641;636;Cruzeiro;8;2;1;19;0;4;0.3;0.7;216;0.64;13;12;7;2;1;0;3;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;10;0.0368421052631578;0.6153846153846154;138;0.0942028985507246;460.0;3.0;10.0;-18;-0.3999999999999999;-7;6;1;0.0046296296296296;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Internacional;10;3;0;641;636;Cruzeiro;3;2;19;5;9;3;0.44;0.56;372;0.78;12;9;3;2;0;0;12;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3;0.112;0.25;290;0.0413793103448275;659.0909090909091;0.631578947368421;27.27272727272728;14;-0.12;9;1;3;0.0510752688172043;0.0526315789473684;0.44;12.0;0;1;1;1;0;0;0;1;0.0526315789473684;0.1111111111111111;0.0026881720430107;19.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Internacional;10;3;3;641;776;Atlético Goianiense;0;3;19;13;6;5;0.59;0.41;466;0.81;6;11;0;3;0;0;7;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;4;0.0315384615384615;0.0;377;0.0159151193633952;638.9830508474577;0.3684210526315789;11.864406779661016;6;0.18;3;-3;-5;0.0407725321888412;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Internacional;10;3;1;641;779;Juventude;2;4;21;8;10;3;0.48;0.52;393;0.79;19;17;2;4;0;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1;0.065;0.1052631578947368;310;0.0612903225806451;645.8333333333334;0.3809523809523809;16.666666666666668;13;-0.04;7;-2;2;0.0534351145038167;0.0952380952380952;0.24;4.0;0;2;2;1;0;0;0;1;0.0952380952380952;0.2;0.005089058524173;10.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Internacional;10;3;0;641;649;Paranaense;1;2;23;12;4;5;0.54;0.46;472;0.82;18;13;1;2;0;0;9;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0;0.0383333333333333;0.0555555555555555;387;0.0465116279069767;716.6666666666666;0.391304347826087;16.666666666666664;11;0.08;9;-1;5;0.048728813559322;0.0869565217391304;0.27;4.5;1;1;2;0;1;0;0;1;0.0869565217391304;0.5;0.0042372881355932;11.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-04;Internacional;10;3;17;641;217;Palmeiras;2;0;16;17;7;5;0.4;0.6;388;0.76;19;6;2;0;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;11;0.0352941176470588;0.1052631578947368;295;0.0644067796610169;737.5;0.25;10.0;-1;-0.1999999999999999;-7;2;13;0.0412371134020618;0.0625;0.4;4.0;1;0;1;0;1;0;0;1;0.0625;0.1428571428571428;0.0025773195876288;16.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Internacional;10;8;22;641;697;Bahía;3;1;12;9;2;3;0.48;0.52;475;0.84;18;12;3;1;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.0577777777777777;0.1666666666666666;399;0.0451127819548872;831.25;0.1666666666666666;4.166666666666667;3;-0.04;-2;2;6;0.0252631578947368;0.0833333333333333;0.48;2.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.5;0.0021052631578947;12.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-23;Internacional;-1;0;22;641;222;Rosario Central;2;2;17;5;7;1;0.76;0.24;578;0.85;14;11;2;2;0;0;11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0;0.048;0.1428571428571428;491;0.0285132382892057;646.0526315789474;0.6470588235294118;14.473684210526317;12;0.52;11;0;3;0.0294117647058823;0.0588235294117647;0.76;11.0;0;1;1;0;1;0;0;1;0.0588235294117647;0.1428571428571428;0.0017301038062283;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-20;Internacional;10;14;13;641;210;Botafogo;2;4;10;10;1;4;0.52;0.48;406;0.79;14;16;2;4;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2;0.048;0.1428571428571428;321;0.043613707165109;617.3076923076923;0.1;1.923076923076923;0;0.04;-1;-2;-2;0.0246305418719211;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-16;Internacional;-1;3;1;641;222;Rosario Central;2;2;14;11;3;5;0.62;0.38;478;0.84;10;15;2;2;0;0;4;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5;0.0345454545454545;0.2;402;0.0248756218905472;648.3870967741935;0.2857142857142857;6.451612903225807;3;0.24;-1;0;-5;0.0292887029288702;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-13;Internacional;12;1;3;641;779;Juventude;2;4;20;6;4;2;0.66;0.34;464;0.81;10;15;1;3;1;1;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;4;0.0566666666666666;0.2;376;0.026595744680851;569.6969696969696;0.25;7.575757575757575;14;0.32;1;-2;-5;0.043103448275862;0.05;0.66;5.0;0;1;1;0;1;0;1;0;0.05;0.25;0.0021551724137931;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
