Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Robert Sánchez-Chelsea;Reece James-Chelsea;Trevoh Chalobah-Chelsea;Levi Colwill-Chelsea;Marc Cucurella-Chelsea;Enzo Fernández-Chelsea;Moisés Caicedo-Chelsea;Noni Madueke-Chelsea;Cole Palmer-Chelsea;Pedro Neto-Chelsea;Nicolas Jackson-Chelsea;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Filip Jörgensen-Chelsea;Josh Acheampong-Chelsea;Tosin Adarabioyo-Chelsea;Benoît Badiashile-Chelsea;Kiernan Dewsbury-Hall-Chelsea;Jadon Sancho-Chelsea;Christopher Nkunku-Chelsea;Malo Gusto-Chelsea;Tyrique George-Chelsea;Wesley Fofana-Chelsea;Shim Mheuka-Chelsea;Roméo Lavia-Chelsea;Axel Disasi-Chelsea;Renato Veiga-Chelsea;João Félix-Chelsea;Marc Guiu-Chelsea;Cesare Casadei-Chelsea;Mijailo Mudryk-Chelsea;Raheem Sterling-Chelsea;Carney Chukwuemeka-Chelsea;Đorđe Petrović-Chelsea;Thiago Silva-Chelsea;Conor Gallagher-Chelsea;Alfie Gilchrist-Chelsea;Ben Chilwell-Chelsea;Armando Broja-Chelsea;Ian Maatsen-Chelsea;Lesley Ugochukwu-Chelsea;Bashir Humphreys-Chelsea;Diego Moreira-Chelsea;Mason Burstow-Chelsea;Kepa Arrizabalaga-Chelsea;Gaga Słonina-Chelsea;Andrey Santos-Chelsea;Jamie Cumming-Chelsea;César Azpilicueta-Chelsea;Lewis Hall-Chelsea;Ruben Loftus-Cheek-Chelsea;Kai Havertz-Chelsea;Édouard Mendy-Chelsea;Mateo Kovačić-Chelsea;N'Golo Kanté-Chelsea;Pierre Emerick Aubameyang-Chelsea;Denis Zakaria-Chelsea;Christian Pulisic-Chelsea;Kalidou Koulibaly-Chelsea
2024-07-24;Chelsea;6;6;4;53;245;Wrexham;1;1;11;6;3;4;0.75;0.25;767;0.91;13;6;1;1;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.041666666666666664;0.07692307692307693;698;0.01862464183381089;930.6666666666666;0.45454545454545453;6.666666666666667;5;0.5;4;0;7;0.014341590612777053;0.18181818181818182;0.375;2.5;1;1;2;0;1;0;0;1;0.18181818181818182;0.6666666666666666;0.002607561929595828;5.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Chelsea;3;3;3;53;59;Bournemouth;2;3;16;22;6;5;0.62;0.38;533;0.85;5;9;2;3;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;5;0.017272727272727273;0.4;453;0.011037527593818985;730.6451612903226;0.375;9.67741935483871;-6;0.24;1;-1;-4;0.0300187617260788;0.125;0.31;3.0;1;1;2;1;0;0;0;1;0.125;0.3333333333333333;0.00375234521575985;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Chelsea;3;3;3;53;54;Brighton;3;2;14;12;6;2;0.45;0.55;474;0.9;14;13;2;2;1;0;6;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4;0.04583333333333334;0.21428571428571427;427;0.03278688524590164;948.8888888888889;0.42857142857142855;13.333333333333332;2;-0.10000000000000003;2;1;1;0.029535864978902954;0.14285714285714285;0.225;3.0;1;1;2;1;0;0;1;0;0.14285714285714285;0.3333333333333333;0.004219409282700422;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Chelsea;3;3;9;53;55;Nottingham Forest;3;2;12;20;5;4;0.68;0.32;623;0.91;8;14;3;2;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;5;0.016;0.375;567;0.014109347442680775;833.8235294117646;0.5;8.823529411764705;-8;0.36000000000000004;1;1;-6;0.019261637239165328;0.25;0.22666666666666668;2.0;1;2;3;1;0;0;1;0;0.25;0.6;0.004815409309791332;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Chelsea;3;3;3;53;61;West Ham;1;3;25;13;14;2;0.7;0.3;741;0.93;12;10;1;3;0;0;8;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.023076923076923075;0.08333333333333333;689;0.01741654571843251;984.2857142857143;0.32;11.428571428571429;12;0.39999999999999997;2;-2;2;0.033738191632928474;0.2;0.13999999999999999;1.6;3;2;5;1;0;0;0;1;0.2;0.35714285714285715;0.006747638326585695;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Chelsea;3;3;3;53;56;Tottenham;0;1;16;19;5;3;0.37;0.63;357;0.76;12;16;0;1;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;9;0.03315789473684211;0.0;271;0.04428044280442804;732.4324324324324;0.25;10.81081081081081;-3;-0.26;-5;-1;-4;0.04481792717086835;0.125;0.185;2.0;1;1;2;1;0;0;0;1;0.125;0.4;0.0056022408963585435;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Chelsea;3;3;8;53;1;Aston Villa;5;3;21;9;5;4;0.72;0.28;664;0.91;14;13;5;3;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.031111111111111114;0.35714285714285715;604;0.023178807947019868;838.8888888888889;0.19047619047619047;5.555555555555555;12;0.43999999999999995;2;2;1;0.03162650602409638;0.09523809523809523;0.36;2.0;0;2;2;0;1;0;1;0;0.09523809523809523;0.4;0.0030120481927710845;10.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Chelsea;3;3;0;53;9;Arsenal;2;2;7;27;1;10;0.56;0.44;630;0.88;11;12;2;2;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.016296296296296295;0.18181818181818182;554;0.019855595667870037;989.2857142857142;0.2857142857142857;3.571428571428571;-20;0.12000000000000005;-2;0;-1;0.011111111111111112;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Chelsea;15;3;31;53;3;Manchester City;3;2;10;14;5;3;0.37;0.63;358;0.8;11;9;3;2;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;8;0.045;0.2727272727272727;286;0.038461538461538464;772.972972972973;0.4;10.81081081081081;-4;-0.26;-4;1;2;0.027932960893854747;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-15;Chelsea;3;3;8;53;64;Everton;1;4;14;10;10;2;0.6;0.4;611;0.87;5;21;1;4;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;8;0.04;0.2;532;0.009398496240601503;886.6666666666667;0.2857142857142857;6.666666666666667;4;0.19999999999999996;-4;-3;-16;0.022913256955810146;0.42857142857142855;0.09999999999999999;0.6666666666666666;4;2;6;1;0;0;0;1;0.42857142857142855;0.6;0.009819967266775777;2.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Chelsea;3;3;2;53;818;Sheffield United;2;4;6;11;3;6;0.68;0.32;697;0.85;10;12;2;4;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;0.02909090909090909;0.2;592;0.016891891891891893;870.5882352941176;1.0;8.823529411764705;-5;0.36000000000000004;-1;-2;-2;0.00860832137733142;0.3333333333333333;0.34;3.0;1;1;2;0;1;0;1;0;0.3333333333333333;0.6666666666666666;0.0028694404591104736;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-04;Chelsea;3;3;3;53;62;Manchester United;3;1;28;19;10;5;0.57;0.43;549;0.85;7;15;3;1;0;0;12;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;3;0.02263157894736842;0.42857142857142855;467;0.014989293361884369;819.2982456140352;0.42857142857142855;21.05263157894737;9;0.13999999999999996;9;2;-8;0.051001821493624776;0.14285714285714285;0.1425;3.0;2;2;4;1;0;0;0;1;0.14285714285714285;0.4;0.007285974499089253;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Chelsea;3;3;1;53;819;Burnley;2;3;33;18;13;7;0.7;0.3;630;0.9;12;7;2;2;0;1;12;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.016666666666666666;0.16666666666666666;567;0.021164021164021163;810.0;0.36363636363636365;17.142857142857142;15;0.39999999999999997;8;-1;5;0.05238095238095238;0.06060606060606061;0.35;6.0;1;1;2;0;1;0;0;1;0.06060606060606061;0.15384615384615385;0.0031746031746031746;16.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Chelsea;15;3;0;53;63;Leicester City;0;3;26;5;8;1;0.6;0.4;584;0.85;10;12;0;2;0;1;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;3;0.08;0.0;496;0.020161290322580645;826.6666666666667;0.2692307692307692;11.666666666666668;21;0.19999999999999996;4;-3;-2;0.04452054794520548;0.15384615384615385;0.15;1.75;2;2;4;1;0;0;0;1;0.15384615384615385;0.5;0.00684931506849315;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-11;Chelsea;3;3;0;53;60;Newcastle;3;1;12;11;8;3;0.45;0.55;432;0.79;12;7;3;1;0;0;0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.05;0.25;341;0.03519061583577713;757.7777777777777;0.0;0.0;1;-0.10000000000000003;-4;2;5;0.027777777777777776;0.25;0.15;0.0;1;2;3;1;0;0;0;1;0.25;0.375;0.006944444444444444;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Chelsea;3;2;2;53;57;Brentford;1;3;17;14;6;5;0.69;0.31;642;0.84;9;10;1;3;0;0;6;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0;0.02214285714285714;0.1111111111111111;539;0.016697588126159554;781.1594202898551;0.35294117647058826;8.695652173913045;3;0.37999999999999995;6;-2;-1;0.0264797507788162;0.11764705882352941;0.345;3.0;1;1;2;0;1;0;1;0;0.11764705882352941;0.3333333333333333;0.003115264797507788;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-28;Chelsea;15;3;3;53;817;Leeds;3;1;10;13;5;3;0.51;0.49;547;0.88;9;8;3;1;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.03769230769230769;0.3333333333333333;481;0.018711018711018712;943.1372549019608;0.5;9.803921568627452;-3;0.020000000000000018;1;2;1;0.018281535648994516;0.3;0.17;1.6666666666666667;2;1;3;1;0;0;0;1;0.3;0.6;0.005484460694698354;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Chelsea;14;3;0;53;2;Liverpool;2;5;19;23;9;11;0.46;0.54;590;0.8;14;21;2;5;0;0;6;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;5;0.02347826086956522;0.14285714285714285;472;0.029661016949152543;1026.086956521739;0.3157894736842105;13.043478260869565;-4;-0.08000000000000002;1;-3;-7;0.03220338983050847;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Chelsea;3;3;7;53;3;Manchester City;3;1;9;31;6;5;0.29;0.71;307;0.81;12;7;3;1;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;12;0.022903225806451613;0.25;249;0.04819277108433735;858.6206896551724;0.1111111111111111;3.4482758620689657;-22;-0.42;-11;2;5;0.029315960912052116;0.1111111111111111;0.29;1.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.16666666666666666;0.003257328990228013;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-12;Chelsea;3;3;7;53;65;Crystal Palace;2;2;14;13;5;4;0.78;0.22;835;0.89;7;15;2;2;0;0;7;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1;0.016923076923076923;0.2857142857142857;743;0.009421265141318977;952.5641025641025;0.5;8.974358974358974;1;0.56;6;0;-8;0.016766467065868262;0.21428571428571427;0.26;2.3333333333333335;0;3;3;1;0;0;1;0;0.21428571428571427;0.6;0.003592814371257485;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-07;Chelsea;15;3;3;53;1;Aston Villa;2;1;15;15;8;5;0.51;0.49;442;0.88;15;13;2;1;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;0.03266666666666666;0.13333333333333333;389;0.038560411311053984;762.7450980392157;0.3333333333333333;9.803921568627452;0;0.020000000000000018;-2;1;2;0.033936651583710405;0.2;0.17;1.6666666666666667;2;1;3;1;0;0;1;0;0.2;0.375;0.006787330316742082;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Chelsea;3;3;17;53;67;Wolves;3;2;15;14;6;7;0.65;0.35;637;0.88;15;11;3;2;0;0;10;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.024999999999999998;0.2;561;0.026737967914438502;863.0769230769231;0.6666666666666666;15.384615384615383;1;0.30000000000000004;9;1;4;0.023547880690737835;0.13333333333333333;0.325;5.0;1;1;2;0;0;1;0;1;0.13333333333333333;0.3333333333333333;0.0031397174254317113;7.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-31;Chelsea;3;3;0;53;2;Liverpool;4;2;4;28;3;13;0.49;0.51;561;0.86;16;15;4;2;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;8;0.018214285714285714;0.25;482;0.03319502074688797;983.6734693877552;0.25;2.0408163265306123;-24;-0.020000000000000018;-7;2;1;0.0071301247771836;0.25;0.49;1.0;0;1;1;0;0;1;1;0;0.25;0.3333333333333333;0.0017825311942959;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-26;Chelsea;15;3;1;53;1;Aston Villa;1;1;10;13;4;5;0.58;0.42;504;0.89;12;8;1;1;0;0;7;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.03230769230769231;0.08333333333333333;449;0.026726057906458798;774.1379310344828;0.7;12.06896551724138;-3;0.15999999999999998;0;0;4;0.01984126984126984;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-23;Chelsea;14;3;3;53;822;Middlesbrough;2;2;13;4;6;2;0.62;0.38;655;0.89;5;5;2;2;0;0;7;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.095;0.4;583;0.008576329331046312;940.3225806451613;0.5384615384615384;11.290322580645162;9;0.24;6;0;0;0.01984732824427481;0.46153846153846156;0.10333333333333333;1.1666666666666667;4;2;6;1;0;0;0;1;0.46153846153846156;1.0;0.00916030534351145;2.1666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Chelsea;3;3;3;53;58;Fulham;5;1;17;14;3;4;0.56;0.44;524;0.84;13;9;5;1;0;0;6;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.03142857142857143;0.38461538461538464;440;0.029545454545454545;785.7142857142857;0.35294117647058826;10.714285714285714;3;0.12000000000000005;2;4;4;0.03244274809160305;0.058823529411764705;0.56;6.0;1;0;1;1;0;0;0;1;0.058823529411764705;0.3333333333333333;0.0019083969465648854;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-09;Chelsea;14;3;17;53;822;Middlesbrough;1;1;18;6;5;2;0.72;0.28;744;0.9;10;9;1;1;0;0;6;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.04666666666666667;0.1;670;0.014925373134328358;930.5555555555555;0.3333333333333333;8.333333333333334;12;0.43999999999999995;5;0;1;0.024193548387096774;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-06;Chelsea;15;3;17;53;835;Preston;0;2;24;4;12;2;0.7;0.3;696;0.89;7;9;0;2;0;0;8;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.075;0.0;619;0.011308562197092083;884.2857142857143;0.3333333333333333;11.428571428571429;20;0.39999999999999997;6;-2;-2;0.034482758620689655;0.16666666666666666;0.175;2.0;0;4;4;1;0;0;0;1;0.16666666666666666;0.3333333333333333;0.005747126436781609;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-30;Chelsea;3;3;17;53;832;Luton;2;2;12;15;8;6;0.48;0.52;418;0.82;21;14;2;2;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;0.034666666666666665;0.09523809523809523;343;0.061224489795918366;714.5833333333334;0.16666666666666666;4.166666666666667;-3;-0.040000000000000036;-5;0;7;0.028708133971291867;0.25;0.16;0.6666666666666666;2;1;3;1;0;0;1;0;0.25;0.375;0.007177033492822967;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
