Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Robert Sánchez-Chelsea;Reece James-Chelsea;Trevoh Chalobah-Chelsea;Levi Colwill-Chelsea;Marc Cucurella-Chelsea;Enzo Fernández-Chelsea;Moisés Caicedo-Chelsea;Noni Madueke-Chelsea;Cole Palmer-Chelsea;Pedro Neto-Chelsea;Nicolas Jackson-Chelsea;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Filip Jörgensen-Chelsea;Josh Acheampong-Chelsea;Tosin Adarabioyo-Chelsea;Benoît Badiashile-Chelsea;Kiernan Dewsbury-Hall-Chelsea;Jadon Sancho-Chelsea;Christopher Nkunku-Chelsea;Malo Gusto-Chelsea;Tyrique George-Chelsea;Wesley Fofana-Chelsea;Shim Mheuka-Chelsea;Roméo Lavia-Chelsea;Axel Disasi-Chelsea;Renato Veiga-Chelsea;João Félix-Chelsea;Marc Guiu-Chelsea;Cesare Casadei-Chelsea;Mijailo Mudryk-Chelsea;Raheem Sterling-Chelsea;Carney Chukwuemeka-Chelsea;Đorđe Petrović-Chelsea;Thiago Silva-Chelsea;Conor Gallagher-Chelsea;Alfie Gilchrist-Chelsea;Ben Chilwell-Chelsea;Armando Broja-Chelsea;Ian Maatsen-Chelsea;Lesley Ugochukwu-Chelsea;Bashir Humphreys-Chelsea;Diego Moreira-Chelsea;Mason Burstow-Chelsea;Kepa Arrizabalaga-Chelsea;Gaga Słonina-Chelsea;Andrey Santos-Chelsea;Jamie Cumming-Chelsea;César Azpilicueta-Chelsea;Lewis Hall-Chelsea;Ruben Loftus-Cheek-Chelsea;Kai Havertz-Chelsea;Édouard Mendy-Chelsea;Mateo Kovačić-Chelsea;N'Golo Kanté-Chelsea;Pierre Emerick Aubameyang-Chelsea;Denis Zakaria-Chelsea;Christian Pulisic-Chelsea;Kalidou Koulibaly-Chelsea
2024-12-19;Chelsea;21;3;17;53;143;Shamrock Rovers;0;2;20;6;10;4;0.74;0.26;720;0.9;7;12;0;2;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.043333333333333335;0.0;648;0.010802469135802469;875.6756756756757;0.35;9.45945945945946;14;0.48;4;-2;-5;0.027777777777777776;0.25;0.148;1.4;4;1;5;1;0;0;0;1;0.25;0.5;0.006944444444444444;4.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Chelsea;3;3;2;53;57;Brentford;1;2;26;9;8;4;0.62;0.38;518;0.85;11;7;0;2;1;0;8;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;5;0.042222222222222223;0.09090909090909091;440;0.025;709.6774193548387;0.3076923076923077;12.903225806451614;17;0.24;3;-1;4;0.05019305019305019;0.07692307692307693;0.31;4.0;1;1;2;1;0;0;0;1;0.07692307692307693;0.25;0.003861003861003861;13.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Chelsea;3;3;0;53;56;Tottenham;3;2;17;13;8;5;0.62;0.38;517;0.86;11;17;3;2;0;0;10;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;5;0.02923076923076923;0.2727272727272727;445;0.024719101123595506;717.741935483871;0.5882352941176471;16.129032258064516;4;0.24;5;1;-6;0.03288201160541586;0.23529411764705882;0.155;2.5;1;3;4;1;0;0;1;0;0.23529411764705882;0.5;0.007736943907156673;4.25;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Chelsea;3;3;4;53;68;Southampton;0;2;26;6;13;4;0.55;0.45;535;0.92;14;7;0;1;0;1;7;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.075;0.0;492;0.028455284552845527;894.5454545454545;0.2692307692307692;12.727272727272727;20;0.10000000000000003;2;-2;7;0.048598130841121495;0.19230769230769232;0.11000000000000001;1.4;3;2;5;1;0;0;1;0;0.19230769230769232;0.38461538461538464;0.009345794392523364;5.2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Chelsea;3;3;3;53;1;Aston Villa;2;2;17;10;8;4;0.65;0.35;623;0.9;21;6;2;2;0;0;3;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4;0.034999999999999996;0.09523809523809523;561;0.0374331550802139;863.0769230769231;0.17647058823529413;4.615384615384615;7;0.30000000000000004;-1;0;15;0.027287319422150885;0.17647058823529413;0.21666666666666667;1.0;2;1;3;1;0;0;0;1;0.17647058823529413;0.375;0.004815409309791332;5.666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Chelsea;21;3;7;53;142;Heidenheim;4;2;17;16;9;11;0.67;0.33;622;0.88;10;14;3;2;1;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.020625;0.4;547;0.018281535648994516;816.4179104477612;0.35294117647058826;8.955223880597014;1;0.34;3;2;-4;0.027331189710610933;0.11764705882352941;0.335;3.0;0;2;2;1;0;0;1;0;0.11764705882352941;0.2222222222222222;0.003215434083601286;8.5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Chelsea;3;3;8;53;63;Leicester City;3;4;16;4;7;1;0.64;0.36;609;0.86;12;15;3;4;0;0;9;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.09;0.25;524;0.022900763358778626;818.75;0.5625;14.0625;12;0.28;7;-1;-3;0.026272577996715927;0.125;0.32;4.5;1;1;2;1;0;0;1;0;0.125;0.2857142857142857;0.003284072249589491;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Chelsea;3;3;0;53;9;Arsenal;4;2;17;13;3;3;0.49;0.51;419;0.85;12;12;4;2;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;3;0.03923076923076923;0.3333333333333333;356;0.033707865168539325;726.530612244898;0.23529411764705882;8.16326530612245;4;-0.020000000000000018;1;2;0;0.0405727923627685;0.058823529411764705;0.49;4.0;0;1;1;0;1;0;0;1;0.058823529411764705;0.3333333333333333;0.002386634844868735;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Chelsea;21;7;3;53;151;Noah;0;2;31;15;18;7;0.58;0.42;587;0.9;9;5;0;2;0;0;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.028;0.0;528;0.017045454545454544;910.344827586207;0.12903225806451613;6.8965517241379315;16;0.15999999999999998;1;-2;4;0.05281090289608177;0.25806451612903225;0.0725;0.5;6;2;8;1;0;0;0;1;0.25806451612903225;0.4444444444444444;0.013628620102214651;3.875;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Chelsea;3;3;3;53;62;Manchester United;2;6;12;11;3;4;0.54;0.46;475;0.83;14;19;2;6;0;0;8;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.04181818181818182;0.14285714285714285;394;0.03553299492385787;729.6296296296296;0.6666666666666666;14.814814814814813;1;0.08000000000000002;4;-4;-5;0.02526315789473684;0.08333333333333333;0.54;8.0;0;1;1;0;1;0;1;0;0.08333333333333333;0.3333333333333333;0.002105263157894737;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Chelsea;14;3;0;53;60;Newcastle;2;4;17;8;4;2;0.66;0.34;676;0.9;14;12;2;4;0;0;9;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;0.0425;0.14285714285714285;608;0.023026315789473683;921.2121212121211;0.5294117647058824;13.636363636363635;9;0.32;8;-2;2;0.02514792899408284;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Chelsea;3;3;0;53;60;Newcastle;6;3;17;11;7;3;0.51;0.49;459;0.84;13;16;6;3;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.04454545454545455;0.46153846153846156;386;0.03367875647668394;756.8627450980392;0.4117647058823529;13.72549019607843;6;0.020000000000000018;3;3;-3;0.037037037037037035;0.11764705882352941;0.255;3.5;1;1;2;1;0;0;0;1;0.11764705882352941;0.2857142857142857;0.004357298474945534;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Chelsea;21;13;3;53;161;Panathinaikos;1;1;14;8;9;3;0.6;0.4;619;0.92;17;8;1;1;0;0;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.05;0.058823529411764705;569;0.029876977152899824;948.3333333333334;0.42857142857142855;10.0;6;0.19999999999999996;1;0;9;0.022617124394184167;0.2857142857142857;0.15;1.5;1;3;4;1;0;0;1;0;0.2857142857142857;0.4444444444444444;0.006462035541195477;3.5;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Chelsea;3;3;3;53;2;Liverpool;3;4;12;9;2;5;0.58;0.42;542;0.87;13;12;3;4;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.04666666666666666;0.23076923076923078;472;0.02754237288135593;813.7931034482759;0.4166666666666667;8.620689655172415;3;0.15999999999999998;4;-1;1;0.02214022140221402;0.08333333333333333;0.58;5.0;0;1;1;0;0;1;1;0;0.08333333333333333;0.5;0.0018450184501845018;12.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Chelsea;3;3;3;53;55;Nottingham Forest;6;3;22;16;8;9;0.67;0.33;591;0.87;12;11;6;2;0;1;11;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;3;0.020625;0.5;514;0.023346303501945526;767.1641791044775;0.5;16.417910447761194;6;0.34;8;3;1;0.03722504230118443;0.045454545454545456;0.67;11.0;0;1;1;0;1;0;0;1;0.045454545454545456;0.125;0.001692047377326565;22.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Chelsea;21;3;6;53;153;Gent;1;1;20;9;6;3;0.7;0.3;769;0.92;9;7;1;1;0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.03333333333333333;0.1111111111111111;707;0.01272984441301273;1010.0000000000001;0.5;14.285714285714286;11;0.39999999999999997;6;0;2;0.02600780234070221;0.2;0.175;2.5;1;3;4;1;0;0;0;1;0.2;0.6666666666666666;0.005201560468140442;5.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Chelsea;3;3;0;53;54;Brighton;3;2;15;15;7;5;0.41;0.59;376;0.76;11;8;3;2;0;0;8;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.03933333333333333;0.2727272727272727;286;0.038461538461538464;697.5609756097562;0.5333333333333333;19.51219512195122;0;-0.18;6;1;3;0.0398936170212766;0.26666666666666666;0.1025;2.0;4;0;4;1;0;0;0;1;0.26666666666666666;0.5714285714285714;0.010638297872340425;3.75;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Chelsea;14;3;4;53;-1;Barrow;1;1;20;5;10;1;0.72;0.28;613;0.9;14;9;1;1;0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.05600000000000001;0.07142857142857142;552;0.025362318840579712;766.6666666666667;0.4;11.11111111111111;15;0.43999999999999995;4;0;5;0.03262642740619902;0.25;0.144;1.6;3;2;5;1;0;0;0;1;0.25;0.5;0.008156606851549755;4.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Chelsea;3;3;6;53;61;West Ham;2;5;12;15;5;7;0.47;0.53;454;0.86;9;17;2;5;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;6;0.035333333333333335;0.2222222222222222;390;0.023076923076923078;829.7872340425532;0.4166666666666667;10.638297872340425;-3;-0.06000000000000005;-1;-3;-8;0.02643171806167401;0.25;0.15666666666666665;1.6666666666666667;2;1;3;1;0;0;1;0;0.25;0.6;0.006607929515418502;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Chelsea;3;3;3;53;59;Bournemouth;8;6;10;19;3;7;0.67;0.33;579;0.85;9;16;8;6;0;0;3;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;6;0.017368421052631578;0.8888888888888888;492;0.018292682926829267;734.3283582089551;0.3;4.477611940298507;-9;0.34;-3;2;-7;0.017271157167530225;0.1;0.67;3.0;0;1;1;1;0;0;1;0;0.1;0.3333333333333333;0.0017271157167530224;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Chelsea;3;3;17;53;65;Crystal Palace;4;2;13;9;7;3;0.63;0.37;590;0.9;9;13;4;2;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;0.04111111111111111;0.4444444444444444;531;0.01694915254237288;842.8571428571429;0.3076923076923077;6.349206349206349;4;0.26;0;2;-4;0.022033898305084745;0.07692307692307693;0.63;4.0;1;0;1;0;1;0;0;1;0.07692307692307693;0.14285714285714285;0.001694915254237288;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Chelsea;21;31;3;53;-1;Servette;3;3;18;15;7;3;0.67;0.33;580;0.85;7;7;3;3;0;0;6;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6;0.022000000000000002;0.42857142857142855;493;0.014198782961460446;735.820895522388;0.3333333333333333;8.955223880597014;3;0.34;0;0;0;0.03103448275862069;0.05555555555555555;0.67;6.0;1;0;1;0;0;1;1;0;0.05555555555555555;0.14285714285714285;0.0017241379310344827;18.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Chelsea;3;3;3;53;67;Wolves;3;2;14;12;8;4;0.61;0.39;495;0.86;13;13;3;2;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;5;0.0325;0.23076923076923078;426;0.03051643192488263;698.360655737705;0.35714285714285715;8.19672131147541;2;0.21999999999999997;0;1;0;0.028282828282828285;0.42857142857142855;0.10166666666666667;0.8333333333333334;2;4;6;1;0;0;1;0;0.42857142857142855;0.75;0.012121212121212121;2.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Chelsea;21;3;3;53;-1;Servette;1;1;14;22;7;6;0.59;0.41;634;0.9;6;7;1;1;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;8;0.018636363636363635;0.16666666666666666;571;0.010507880910683012;967.7966101694916;0.2857142857142857;6.779661016949153;-8;0.18;-4;0;-1;0.022082018927444796;0.14285714285714285;0.295;2.0;0;2;2;1;0;0;0;1;0.14285714285714285;0.2857142857142857;0.0031545741324921135;7.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Chelsea;3;3;31;53;3;Manchester City;1;1;10;11;3;5;0.48;0.52;490;0.88;12;9;1;1;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;3;0.04727272727272727;0.08333333333333333;431;0.027842227378190254;897.9166666666667;0.4;8.333333333333334;-1;-0.040000000000000036;1;0;3;0.02040816326530612;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Chelsea;6;3;2;53;7;Inter;2;2;21;6;7;3;0.55;0.45;476;0.9;14;7;2;2;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.075;0.14285714285714285;428;0.03271028037383177;778.1818181818181;0.23809523809523808;9.09090909090909;15;0.10000000000000003;4;0;7;0.04411764705882353;0.047619047619047616;0.55;5.0;0;1;1;0;1;0;0;1;0.047619047619047616;0.14285714285714285;0.0021008403361344537;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-06;Chelsea;6;3;0;53;12;Real Madrid;0;1;9;14;3;3;0.43;0.57;452;0.91;6;10;0;1;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6;0.04071428571428571;0.0;411;0.014598540145985401;955.8139534883721;0.1111111111111111;2.3255813953488373;-5;-0.13999999999999996;-5;-1;-4;0.01991150442477876;0.1111111111111111;0.43;1.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0022123893805309734;9.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Chelsea;6;3;3;53;812;América;3;1;17;10;9;1;0.49;0.51;460;0.89;15;13;3;1;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.051000000000000004;0.2;409;0.03667481662591687;834.6938775510205;0.35294117647058826;12.244897959183673;7;-0.020000000000000018;1;2;2;0.03695652173913044;0.17647058823529413;0.16333333333333333;2.0;2;1;3;1;0;0;0;1;0.17647058823529413;0.3333333333333333;0.006521739130434782;5.666666666666667;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Chelsea;6;17;0;53;20;Celtic F. C.;0;0;23;14;10;11;0.57;0.43;479;0.88;11;12;0;0;0;0;11;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.030714285714285715;0.0;422;0.026066350710900472;740.3508771929825;0.4782608695652174;19.29824561403509;9;0.13999999999999996;9;0;-1;0.04801670146137787;0.043478260869565216;0.57;11.0;0;1;1;0;0;1;0;1;0.043478260869565216;0.1;0.0020876826722338203;23.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
