Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Gautier Larsonneur-Saint-Étienne;Dennis Appiah-Saint-Étienne;Maxime Bernauer-Saint-Étienne;Mickaël Nade-Saint-Étienne;Léo Pétrot-Saint-Étienne;Benjamin Bouchouari-Saint-Étienne;Pierre Ekwah-Saint-Étienne;Aïmen Moueffek-Saint-Étienne;Irvin Cardona-Saint-Étienne;Lucas Stassin-Saint-Étienne;Zuriko Davitashvili-Saint-Étienne;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Yvann Maçon-Saint-Étienne;Florian Tardieu-Saint-Étienne;Dylan Batubinsika-Saint-Étienne;Djylian N'Guessan-Saint-Étienne;Pierre Cornud-Saint-Étienne;Augustine Boakye-Saint-Étienne;Louis Mouton-Saint-Étienne;Mathis Amougou-Saint-Étienne;Lamine Fomba-Saint-Étienne;Mathieu Cafaro-Saint-Étienne;Brice Maubleu-Saint-Étienne;Kévin Pedro-Saint-Étienne;Yunis Abdelhamid-Saint-Étienne;Ibrahim Sissoko-Saint-Étienne;Ben Old-Saint-Étienne;Ayman Aiki-Saint-Étienne;Marwann Nzuzi-Saint-Étienne;Beres Owusu-Saint-Étienne;Dylan Chambost-Saint-Étienne;Etienne Green-Saint-Étienne;Anthony Briançon-Saint-Étienne;Nathanaël Mbuku-Saint-Étienne;Thomas Monconduit-Saint-Étienne;Ibrahima Wadji-Saint-Étienne;Mahmoud Bentayg-Saint-Étienne;Maxence Rivera-Saint-Étienne;Gaëtan Charbonnier-Saint-Étienne;Stéphane Diarra-Saint-Étienne;Victor Lobry-Saint-Étienne;Niels Nkounkou-Saint-Étienne;Jean-Philippe Krasso-Saint-Étienne;Saïdou Sow-Saint-Étienne;Kader Bamba-Saint-Étienne;Jimmy Giraudon-Saint-Étienne;Boubacar Fall-Saint-Étienne;Abdoulaye Bakayoko-Saint-Étienne;Matthieu Dreyer-Saint-Étienne;Anas Namri-Saint-Étienne;Lenny Pintor-Saint-Étienne;Sergi Palencia-Saint-Étienne;Gabriel Silva-Saint-Étienne;Mahdi Camara-Saint-Étienne;Yvan Neyou-Saint-Étienne;Adil Aouchiche-Saint-Étienne;Zaydou Youssouf-Saint-Étienne;Denis Bouanga-Saint-Étienne
2024-10-26;Saint-Étienne;2;7;3;773;771;Angers;3;1;19;13;7;8;0.59;0.41;567;0.85;13;10;3;1;0;0;3;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2;0.0315384615384615;0.2307692307692307;482;0.0269709543568464;816.9491525423729;0.1578947368421052;5.084745762711865;6;0.18;1;2;3;0.0335097001763668;0.1052631578947368;0.295;1.5;1;1;2;0;0;1;1;0;0.1052631578947368;0.2857142857142857;0.0035273368606701;9.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Saint-Étienne;2;0;17;773;765;Lens;2;2;15;13;1;5;0.36;0.64;335;0.74;12;16;2;2;0;0;2;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;7;0.0492307692307692;0.1666666666666666;248;0.0483870967741935;688.8888888888889;0.1333333333333333;5.555555555555555;2;-0.28;-5;0;-4;0.044776119402985;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Saint-Étienne;2;0;17;773;770;Auxerre;3;1;13;11;5;3;0.41;0.59;358;0.76;13;10;3;1;0;0;5;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.0536363636363636;0.2307692307692307;272;0.0477941176470588;663.4146341463415;0.3846153846153846;12.195121951219512;2;-0.18;1;2;3;0.0363128491620111;0.2307692307692307;0.1366666666666666;1.6666666666666667;1;2;3;1;0;0;0;1;0.2307692307692307;0.6;0.0083798882681564;4.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Saint-Étienne;2;0;3;773;769;Nantes;2;3;5;16;3;3;0.39;0.61;357;0.8;12;11;2;2;0;1;4;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;8;0.038125;0.1666666666666666;286;0.0419580419580419;733.3333333333333;0.8;10.256410256410255;-11;-0.2199999999999999;-4;-1;1;0.0140056022408963;0.4;0.195;2.0;0;2;2;0;1;0;1;0;0.4;0.6666666666666666;0.0056022408963585;2.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-20;Saint-Étienne;2;0;6;773;109;Niza;1;0;8;18;2;12;0.4;0.6;456;0.85;13;7;1;0;0;0;2;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;3;0.0333333333333333;0.0769230769230769;388;0.0335051546391752;970.0;0.25;5.0;-10;-0.1999999999999999;-1;1;6;0.0175438596491228;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-13;Saint-Étienne;2;7;9;773;15;LOSC;1;1;10;17;5;4;0.28;0.72;282;0.73;12;10;1;1;0;0;2;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;0.0423529411764705;0.0833333333333333;206;0.058252427184466;735.7142857142857;0.2;7.142857142857142;-7;-0.4399999999999999;-5;0;2;0.0354609929078014;0.1;0.28;2.0;1;0;1;1;0;0;0;1;0.1;0.2;0.0035460992907801;10.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Saint-Étienne;2;3;0;773;5;Stade Brestois;5;0;6;22;0;9;0.53;0.47;373;0.83;28;12;5;0;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7;0.0213636363636363;0.1785714285714285;310;0.0903225806451612;584.9056603773585;0.3333333333333333;3.773584905660377;-16;0.06;-5;5;16;0.0160857908847185;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Saint-Étienne;2;7;9;773;774;Le Havre;3;3;19;14;5;5;0.59;0.41;457;0.83;12;10;3;3;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4;0.0292857142857142;0.25;379;0.0316622691292876;642.3728813559322;0.1052631578947368;3.389830508474577;5;0.18;-2;0;2;0.0415754923413566;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Saint-Étienne;2;7;1;773;4;Mónaco;1;1;11;17;4;6;0.38;0.62;288;0.71;14;13;1;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.0364705882352941;0.0714285714285714;204;0.0686274509803921;536.8421052631579;0.3636363636363636;10.526315789473683;-6;-0.24;-1;0;1;0.0381944444444444;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-30;Saint-Étienne;-1;0;0;773;-1;Metz;2;1;15;5;5;2;0.55;0.45;484;0.8;16;10;2;1;0;0;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.09;0.125;387;0.041343669250646;703.6363636363636;0.3333333333333333;9.09090909090909;10;0.1;3;1;6;0.03099173553719;0.1333333333333333;0.275;2.5;1;1;2;1;0;0;0;1;0.1333333333333333;0.4;0.0041322314049586;7.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-17;Saint-Étienne;39;7;3;773;-1;Quevilly;0;2;28;11;7;3;0.53;0.47;437;0.82;12;19;0;2;0;0;8;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.0427272727272727;0.0;358;0.0335195530726257;675.4716981132075;0.2857142857142857;15.094339622641508;17;0.06;5;-2;-7;0.0640732265446224;0.0357142857142857;0.53;8.0;0;1;1;0;0;1;1;0;0.0357142857142857;0.1428571428571428;0.0022883295194508;28.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Saint-Étienne;39;3;30;773;-1;Rodez Aveyron Football;3;2;13;12;4;1;0.58;0.42;438;0.76;13;11;3;2;0;0;8;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0349999999999999;0.2307692307692307;333;0.039039039039039;574.1379310344828;0.6153846153846154;13.793103448275865;1;0.1599999999999999;2;1;2;0.0296803652968036;0.0769230769230769;0.58;8.0;1;0;1;0;1;0;0;1;0.0769230769230769;0.25;0.002283105022831;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Saint-Étienne;39;7;3;773;-1;Guingamp;3;1;13;15;5;6;0.48;0.52;401;0.76;13;14;3;0;0;1;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0346666666666666;0.2307692307692307;305;0.0426229508196721;635.4166666666667;0.3846153846153846;10.416666666666668;-2;-0.04;-1;2;-1;0.0324189526184538;0.1538461538461538;0.24;2.5;2;0;2;0;1;0;1;0;0.1538461538461538;0.4;0.0049875311720698;6.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Saint-Étienne;39;0;8;773;-1;SM Caen;0;4;11;20;5;3;0.45;0.55;356;0.78;13;13;0;3;0;1;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0275;0.0;278;0.0467625899280575;617.7777777777777;0.3636363636363636;8.88888888888889;-9;-0.1;-2;-4;0;0.0308988764044943;0.0909090909090909;0.45;4.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.2;0.0028089887640449;11.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Saint-Étienne;39;0;0;773;-1;Grenoble;1;1;13;13;5;3;0.56;0.44;495;0.84;11;13;1;1;0;0;5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9;0.0338461538461538;0.0909090909090909;416;0.0264423076923076;742.8571428571428;0.3846153846153846;8.928571428571427;0;0.12;-4;0;-2;0.0262626262626262;0.1538461538461538;0.28;2.5;0;2;2;1;0;0;1;0;0.1538461538461538;0.4;0.004040404040404;6.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Saint-Étienne;39;3;0;773;-1;Bordeaux;4;4;24;14;7;5;0.43;0.57;322;0.81;20;11;3;4;1;0;8;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;10;0.0407142857142857;0.2;261;0.0766283524904214;606.9767441860465;0.3333333333333333;18.6046511627907;10;-0.1399999999999999;-2;0;9;0.0745341614906832;0.0833333333333333;0.215;4.0;0;2;2;1;0;0;0;1;0.0833333333333333;0.2857142857142857;0.0062111801242236;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Saint-Étienne;39;7;8;773;-1;Ajaccio;3;1;8;7;3;4;0.66;0.34;563;0.78;16;13;2;1;1;0;7;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.0485714285714285;0.1875;439;0.0364464692482915;665.1515151515151;0.875;10.606060606060606;1;0.32;4;2;3;0.0142095914742451;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Saint-Étienne;39;7;3;773;234;Concarneau;1;1;9;10;4;6;0.55;0.45;477;0.85;14;14;1;1;0;0;7;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.045;0.0714285714285714;405;0.0345679012345679;736.3636363636363;0.7777777777777778;12.727272727272728;-1;0.1;4;0;0;0.0188679245283018;0.1111111111111111;0.55;7.0;1;0;1;1;0;0;0;1;0.1111111111111111;0.25;0.0020964360587002;9.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Saint-Étienne;39;7;17;773;237;Valenciennes;2;0;8;12;3;5;0.54;0.46;459;0.83;14;15;2;0;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3;0.0383333333333333;0.1428571428571428;381;0.0367454068241469;705.5555555555555;0.5;7.4074074074074066;-4;0.08;1;2;-1;0.0174291938997821;0.25;0.27;2.0;2;0;2;1;0;0;1;0;0.25;0.6666666666666666;0.0043572984749455;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Saint-Étienne;39;7;6;773;-1;Bastia;1;2;14;10;9;3;0.48;0.52;397;0.74;12;19;1;2;0;0;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.052;0.0833333333333333;294;0.0408163265306122;612.5;0.3571428571428571;10.416666666666668;4;-0.04;1;-1;-7;0.035264483627204;0.2857142857142857;0.12;1.25;2;2;4;1;0;0;1;0;0.2857142857142857;0.4444444444444444;0.0100755667506297;3.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Saint-Étienne;39;7;3;773;770;Auxerre;2;3;14;11;6;3;0.52;0.48;397;0.75;18;8;2;3;0;0;6;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;9;0.0436363636363636;0.1111111111111111;298;0.0604026845637583;573.0769230769231;0.4285714285714285;11.538461538461538;3;0.04;-3;-1;10;0.035264483627204;0.0714285714285714;0.52;6.0;0;1;1;1;0;0;0;1;0.0714285714285714;0.1666666666666666;0.0025188916876574;14.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Saint-Étienne;39;7;3;773;-1;Paris FC;2;1;11;7;3;3;0.51;0.49;380;0.77;17;11;2;1;0;0;6;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0699999999999999;0.1176470588235294;293;0.0580204778156996;574.5098039215686;0.5454545454545454;11.76470588235294;4;0.02;0;1;6;0.0289473684210526;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Saint-Étienne;39;7;1;773;-1;Annecy Football Club;3;0;7;15;4;5;0.49;0.51;445;0.75;15;16;3;0;0;0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.034;0.2;334;0.0449101796407185;681.6326530612245;0.1428571428571428;2.0408163265306123;-8;-0.02;-6;3;-1;0.0157303370786516;0.2857142857142857;0.245;0.5;2;0;2;1;0;0;0;1;0.2857142857142857;0.5;0.0044943820224719;3.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Saint-Étienne;39;7;3;773;771;Angers;1;3;13;6;5;0;0.54;0.46;480;0.82;16;15;1;3;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.0766666666666666;0.0625;394;0.0406091370558375;729.6296296296296;0.5384615384615384;12.962962962962962;7;0.08;2;-2;1;0.0270833333333333;0.2307692307692307;0.18;2.333333333333333;2;1;3;1;0;0;1;0;0.2307692307692307;0.6;0.00625;4.333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-12;Saint-Étienne;39;7;7;773;-1;Troyes;5;1;18;9;11;1;0.48;0.52;435;0.82;21;9;5;1;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0577777777777777;0.238095238095238;357;0.0588235294117647;743.75;0.2222222222222222;8.333333333333334;9;-0.04;1;4;12;0.0413793103448275;0.2777777777777778;0.096;0.8;2;3;5;1;0;0;0;1;0.2777777777777778;0.4545454545454545;0.0114942528735632;3.6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Saint-Étienne;39;7;1;773;-1;Union Sportive du Littoral de Dunkerque;2;1;12;7;2;4;0.56;0.44;448;0.75;15;14;2;1;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0628571428571428;0.1333333333333333;336;0.0446428571428571;599.9999999999999;0.3333333333333333;7.142857142857142;5;0.12;3;1;1;0.0267857142857142;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Saint-Étienne;39;7;7;773;-1;Amiens SC;1;3;18;3;2;3;0.63;0.37;497;0.83;12;18;1;3;0;0;10;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.1233333333333333;0.0833333333333333;413;0.0290556900726392;655.5555555555555;0.5555555555555556;15.873015873015872;15;0.26;6;-2;-6;0.0362173038229376;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-23;Saint-Étienne;39;7;8;773;-1;Pau;0;3;18;7;9;0;0.48;0.52;479;0.82;16;7;0;3;0;0;8;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.0742857142857142;0.0;393;0.0407124681933842;818.75;0.4444444444444444;16.666666666666668;11;-0.04;5;-3;9;0.0375782881002087;0.0555555555555555;0.48;8.0;1;0;1;1;0;0;1;0;0.0555555555555555;0.1111111111111111;0.0020876826722338;18.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
