Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Thomas Dähne-KSV Holstein;Timo Becker-KSV Holstein;Carl Johansson-KSV Holstein;David Zec-KSV Holstein;Lasse Rosenboom-KSV Holstein;Nicolai Remberg-KSV Holstein;Armin Gigović-KSV Holstein;John Tolkin-KSV Holstein;Steven Skrzybski-KSV Holstein;Alexander Bernhardsson-KSV Holstein;Shuto Machino-KSV Holstein;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Marko Ivezić-KSV Holstein;Marco Komenda-KSV Holstein;Magnus Knudsen-KSV Holstein;Finn Porath-KSV Holstein;Phil Harres-KSV Holstein;Timon Weiner-KSV Holstein;Max Geschwill-KSV Holstein;Dominik Javorček-KSV Holstein;Ivan Nekić-KSV Holstein;Lewis Holtby-KSV Holstein;Fiete Arp-KSV Holstein;Andu Kelati-KSV Holstein;Marvin Schulz-KSV Holstein;Patrick Erras-KSV Holstein;Tymoteusz Puchacz-KSV Holstein;Benedikt Pichler-KSV Holstein;Marcel Engelhardt-KSV Holstein;Tom Rothe-KSV Holstein;Philipp Sander-KSV Holstein;Colin Kleine-Bekel-KSV Holstein;Joshua Mees-KSV Holstein;Jonas Sterner-KSV Holstein;Hólmbert Friðjónsson-KSV Holstein;Ba-Muaka Simakala-KSV Holstein;Stefan Thesker-KSV Holstein;Fabian Reese-KSV Holstein;Fin Bartels-KSV Holstein;Hauke Wahl-KSV Holstein;Mikkel Kirkeskov-KSV Holstein;Alexander Mühling-KSV Holstein;Kwasi Okyere Wriedt-KSV Holstein;Robin Himmelmann-KSV Holstein;Simon Lorenz-KSV Holstein;Tim Schreiber-KSV Holstein;Marvin Obuz-KSV Holstein;Julian Korb-KSV Holstein;Aleksandar Ignjovski-KSV Holstein;Johannes van den Bergh-KSV Holstein
2024-11-09;KSV Holstein;9;2;17;177;171;Werder Bremen;2;3;12;16;5;5;0.39;0.61;359;0.71;19;10;2;3;0;0;3;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.038125;0.1052631578947368;255;0.0745098039215686;653.8461538461538;0.25;7.692307692307692;-4;-0.2199999999999999;-3;-1;9;0.0334261838440111;0.0833333333333333;0.39;3.0;0;1;1;0;0;1;1;0;0.0833333333333333;0.2;0.0027855153203342;12.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;KSV Holstein;9;2;17;177;142;Heidenheim;4;5;11;17;6;5;0.45;0.55;329;0.73;16;14;4;5;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.0323529411764705;0.25;240;0.0666666666666666;533.3333333333334;0.4545454545454545;11.11111111111111;-6;-0.1;-1;-1;2;0.033434650455927;0.0909090909090909;0.45;5.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.1666666666666666;0.0030395136778115;11.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;KSV Holstein;23;29;29;177;190;Colonia;4;3;14;12;3;6;0.59;0.41;519;0.84;12;15;4;3;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;3;0.0341666666666666;0.3333333333333333;436;0.0275229357798165;738.9830508474577;0.2857142857142857;6.779661016949153;2;0.18;1;1;-3;0.0269749518304431;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;KSV Holstein;9;2;1;177;18;Stuttgart;5;2;9;16;3;6;0.41;0.59;368;0.8;17;6;4;1;1;1;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;0.036875;0.2941176470588235;294;0.0578231292517006;717.0731707317074;0.5555555555555556;12.195121951219512;-7;-0.18;-4;3;11;0.0244565217391304;0.1111111111111111;0.41;5.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0027173913043478;9.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;KSV Holstein;9;4;6;177;169;FC Union Berlin;2;1;12;14;5;4;0.47;0.53;433;0.79;8;11;2;1;0;0;7;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3;0.0378571428571428;0.25;342;0.023391812865497;727.6595744680851;0.5833333333333334;14.893617021276595;-2;-0.06;4;1;-3;0.0277136258660508;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;KSV Holstein;9;2;17;177;6;Leverkusen;2;2;8;23;4;7;0.25;0.75;283;0.73;9;5;2;2;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;12;0.0326086956521739;0.2222222222222222;207;0.0434782608695652;828.0;0.375;12.0;-15;-0.5;-9;0;4;0.0282685512367491;0.25;0.125;1.5;1;1;2;0;1;0;1;0;0.25;0.5;0.0070671378091872;4.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;KSV Holstein;9;2;3;177;87;Frankfurt;1;3;10;20;5;10;0.47;0.53;381;0.79;12;12;1;3;0;0;4;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;9;0.0265;0.0833333333333333;301;0.0398671096345514;640.4255319148937;0.4;8.51063829787234;-10;-0.06;-5;-2;0;0.0262467191601049;0.2;0.235;2.0;1;1;2;0;0;1;0;1;0.2;0.4;0.0052493438320209;5.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;KSV Holstein;9;17;22;177;178;Bochum;1;4;14;14;4;3;0.56;0.44;428;0.78;9;19;1;4;0;0;5;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0314285714285714;0.1111111111111111;334;0.0269461077844311;596.4285714285713;0.3571428571428571;8.928571428571427;0;0.12;3;-3;-10;0.0327102803738317;0.1428571428571428;0.28;2.5;1;1;2;0;1;0;1;0;0.1428571428571428;0.5;0.0046728971962616;7.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;KSV Holstein;9;0;3;177;23;Bayern;0;1;5;23;1;12;0.29;0.71;319;0.76;12;11;0;1;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;10;0.0308695652173913;0.0;242;0.0495867768595041;834.4827586206898;0.4;6.896551724137932;-18;-0.42;-8;-1;1;0.0156739811912225;0.2;0.29;2.0;0;1;1;0;0;1;0;1;0.2;1.0;0.0031347962382445;5.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;KSV Holstein;9;29;3;177;175;Wolfsburg;4;7;13;13;5;5;0.55;0.45;412;0.82;17;14;4;7;0;0;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7;0.0346153846153846;0.2352941176470588;338;0.0502958579881656;614.5454545454545;0.0769230769230769;1.818181818181818;0;0.1;-6;-3;3;0.0315533980582524;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;KSV Holstein;9;29;29;177;97;Hoffenheim;2;2;17;21;6;8;0.45;0.55;383;0.79;14;8;1;2;1;0;6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;8;0.0261904761904761;0.1428571428571428;303;0.0462046204620462;673.3333333333334;0.3529411764705882;13.333333333333332;-4;-0.1;-2;0;6;0.0443864229765013;0.1176470588235294;0.225;3.0;0;2;2;0;0;1;1;0;0.1176470588235294;0.3333333333333333;0.0052219321148825;8.5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;KSV Holstein;23;29;6;177;620;Alemannia Aachen;2;5;18;14;9;5;0.71;0.29;485;0.81;12;12;2;5;0;0;6;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;8;0.0207142857142857;0.1666666666666666;393;0.0305343511450381;553.5211267605634;0.3333333333333333;8.450704225352114;4;0.42;-2;-3;0;0.0371134020618556;0.1666666666666666;0.2366666666666666;2.0;1;2;3;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0061855670103092;6.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;KSV Holstein;24;6;17;177;180;Hannover 96;2;2;11;24;8;7;0.46;0.54;424;0.82;9;10;2;2;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;10;0.0225;0.2222222222222222;348;0.0258620689655172;756.5217391304348;0.2727272727272727;6.521739130434782;-13;-0.08;-7;0;-1;0.025943396226415;0.1818181818181818;0.23;1.5;2;0;2;1;0;0;1;0;0.1818181818181818;0.25;0.0047169811320754;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;KSV Holstein;24;6;3;177;179;Düsseldorf;1;3;7;20;2;5;0.38;0.62;346;0.8;12;7;1;3;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;13;0.031;0.0833333333333333;277;0.0433212996389891;728.9473684210526;0.2857142857142857;5.2631578947368425;-13;-0.24;-11;-2;5;0.0202312138728323;0.1428571428571428;0.38;2.0;1;0;1;0;1;0;0;1;0.1428571428571428;0.5;0.0028901734104046;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;KSV Holstein;24;6;29;177;617;Wehen Wiesbaden;2;1;10;14;2;5;0.54;0.46;484;0.81;14;8;2;1;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0328571428571428;0.1428571428571428;392;0.0357142857142857;725.9259259259259;0.2;3.7037037037037033;-4;0.08;-2;1;6;0.0206611570247933;0.1;0.54;2.0;0;1;1;1;0;0;1;0;0.1;0.5;0.0020661157024793;10.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;KSV Holstein;24;17;29;177;188;1. FCK;4;0;14;19;10;6;0.6;0.4;468;0.82;14;8;4;0;0;0;6;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.0210526315789473;0.2857142857142857;384;0.0364583333333333;640.0;0.4285714285714285;10.0;-5;0.1999999999999999;2;4;6;0.0299145299145299;0.0714285714285714;0.6;6.0;1;0;1;0;0;1;0;1;0.0714285714285714;0.1;0.0021367521367521;14.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;KSV Holstein;24;6;0;177;183;Hamburg;1;1;13;21;3;4;0.36;0.64;274;0.67;8;13;0;1;1;0;4;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;13;0.0304761904761904;0.125;184;0.0434782608695652;511.1111111111112;0.3076923076923077;11.11111111111111;-8;-0.28;-9;0;-5;0.0474452554744525;0.0769230769230769;0.36;4.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.3333333333333333;0.0036496350364963;13.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;KSV Holstein;24;29;2;177;631;VfL Osnabrück;2;4;14;8;8;2;0.59;0.41;478;0.81;15;13;2;4;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5;0.05125;0.1333333333333333;387;0.0387596899224806;655.9322033898305;0.2857142857142857;6.779661016949153;6;0.18;-1;-2;2;0.0292887029288702;0.2857142857142857;0.1475;1.0;2;2;4;1;0;0;0;1;0.2857142857142857;0.5;0.00836820083682;3.5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;KSV Holstein;24;6;7;177;186;Nürnberg;1;3;23;6;8;1;0.72;0.28;710;0.94;12;7;1;2;0;1;9;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4;0.0466666666666666;0.0833333333333333;667;0.0179910044977511;926.3888888888888;0.391304347826087;12.5;17;0.4399999999999999;5;-2;5;0.0323943661971831;0.1739130434782608;0.18;2.25;3;1;4;1;0;0;1;0;0.1739130434782608;0.5;0.0056338028169014;5.75;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;KSV Holstein;24;2;17;177;626;Hansa Rostock;6;4;12;13;4;2;0.49;0.51;382;0.78;16;17;6;4;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4;0.0392307692307692;0.375;298;0.0536912751677852;608.1632653061224;0.5833333333333334;14.285714285714286;-1;-0.02;3;2;-1;0.031413612565445;0.1666666666666666;0.245;3.5;1;1;2;1;0;0;0;1;0.1666666666666666;0.5;0.0052356020942408;6.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;KSV Holstein;24;30;17;177;185;SV Elversberg;1;1;15;10;4;3;0.54;0.46;492;0.83;7;11;1;1;0;0;7;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.046;0.1428571428571428;408;0.017156862745098;755.5555555555555;0.4666666666666667;12.962962962962962;5;0.08;3;0;-4;0.0304878048780487;0.1333333333333333;0.27;3.5;1;1;2;1;0;0;1;0;0.1333333333333333;0.5;0.0040650406504065;7.5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;KSV Holstein;24;2;3;177;182;Karlsruher;1;2;18;14;8;4;0.55;0.45;469;0.83;15;14;1;2;0;0;8;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;8;0.0321428571428571;0.0666666666666666;389;0.0385604113110539;707.2727272727273;0.4444444444444444;14.545454545454543;4;0.1;0;-1;1;0.0383795309168443;0.0555555555555555;0.55;8.0;0;1;1;1;0;0;0;1;0.0555555555555555;0.125;0.0021321961620469;18.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-01;KSV Holstein;24;22;3;177;184;Hertha Berlin;3;3;16;11;3;7;0.69;0.31;680;0.89;9;10;3;3;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.0281818181818181;0.3333333333333333;605;0.0148760330578512;876.8115942028986;0.3125;7.246376811594203;5;0.3799999999999999;0;0;-1;0.0235294117647058;0.125;0.345;2.5;0;2;2;0;1;0;1;0;0.125;0.6666666666666666;0.0029411764705882;8.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-23;KSV Holstein;24;29;5;177;176;St. Pauli;1;1;12;11;6;5;0.61;0.39;670;0.87;8;8;1;1;0;0;3;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1;0.0354545454545454;0.125;583;0.0137221269296741;955.7377049180328;0.25;4.918032786885246;1;0.2199999999999999;2;0;0;0.017910447761194;0.25;0.2033333333333333;1.0;0;3;3;0;0;1;0;1;0.25;0.5;0.0044776119402985;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;KSV Holstein;24;28;7;177;181;Paderborn;3;4;12;10;6;3;0.45;0.55;392;0.75;12;11;3;3;0;1;6;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.055;0.25;294;0.0408163265306122;653.3333333333334;0.5;13.333333333333332;2;-0.1;0;-1;1;0.0306122448979591;0.3333333333333333;0.1125;1.5;2;2;4;1;0;0;1;0;0.3333333333333333;0.6666666666666666;0.010204081632653;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;KSV Holstein;24;29;13;177;194;Schalke 04;1;3;22;7;6;2;0.61;0.39;538;0.82;7;9;1;3;0;0;10;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.0557142857142857;0.1428571428571428;441;0.0158730158730158;722.9508196721312;0.4545454545454545;16.39344262295082;15;0.2199999999999999;6;-2;-2;0.0408921933085501;0.0454545454545454;0.61;10.0;0;1;1;1;0;0;0;1;0.0454545454545454;0.1666666666666666;0.0018587360594795;22.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-02;KSV Holstein;24;2;6;177;187;1. FC Magdeburg;3;2;8;21;3;9;0.31;0.69;255;0.64;12;7;3;2;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;12;0.0328571428571428;0.25;163;0.0736196319018405;525.8064516129032;0.5;12.903225806451614;-13;-0.3799999999999999;-8;1;5;0.0313725490196078;0.125;0.31;4.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0039215686274509;8.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;KSV Holstein;24;2;17;177;189;Greuther Fürth;5;3;11;23;2;6;0.53;0.47;438;0.81;15;9;5;3;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;10;0.0204347826086956;0.3333333333333333;355;0.0422535211267605;669.8113207547169;0.4545454545454545;9.433962264150942;-12;0.06;-5;2;6;0.0251141552511415;0.0909090909090909;0.53;5.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.5;0.002283105022831;11.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-19;KSV Holstein;24;29;4;177;195;Eintracht Braunschweig;1;2;25;16;9;5;0.65;0.35;574;0.81;12;7;1;2;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.021875;0.0833333333333333;465;0.0258064516129032;715.3846153846154;0.24;9.23076923076923;9;0.3;3;-1;5;0.0435540069686411;0.04;0.65;6.0;1;0;1;0;0;1;0;1;0.04;0.1111111111111111;0.0017421602787456;25.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-16;KSV Holstein;24;29;29;177;180;Hannover 96;2;1;11;11;6;1;0.66;0.34;630;0.88;11;12;2;0;0;1;2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4;0.0309090909090909;0.1818181818181818;554;0.01985559566787;839.3939393939394;0.1818181818181818;3.0303030303030303;0;0.32;-2;1;-1;0.0174603174603174;0.2727272727272727;0.22;0.6666666666666666;3;0;3;1;0;0;0;1;0.2727272727272727;0.5;0.0047619047619047;3.6666666666666665;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;KSV Holstein;24;22;7;177;179;Düsseldorf;0;2;13;16;6;3;0.48;0.52;475;0.82;10;10;0;2;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9;0.0325;0.0;390;0.0256410256410256;812.5;0.2307692307692307;6.25;-3;-0.04;-6;-2;0;0.0273684210526315;0.0769230769230769;0.48;3.0;1;0;1;1;0;0;1;0;0.0769230769230769;0.1666666666666666;0.0021052631578947;13.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
