Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Thomas Dähne-KSV Holstein;Timo Becker-KSV Holstein;Carl Johansson-KSV Holstein;David Zec-KSV Holstein;Lasse Rosenboom-KSV Holstein;Nicolai Remberg-KSV Holstein;Armin Gigović-KSV Holstein;John Tolkin-KSV Holstein;Steven Skrzybski-KSV Holstein;Alexander Bernhardsson-KSV Holstein;Shuto Machino-KSV Holstein;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Marko Ivezić-KSV Holstein;Marco Komenda-KSV Holstein;Magnus Knudsen-KSV Holstein;Finn Porath-KSV Holstein;Phil Harres-KSV Holstein;Timon Weiner-KSV Holstein;Max Geschwill-KSV Holstein;Dominik Javorček-KSV Holstein;Ivan Nekić-KSV Holstein;Lewis Holtby-KSV Holstein;Fiete Arp-KSV Holstein;Andu Kelati-KSV Holstein;Marvin Schulz-KSV Holstein;Patrick Erras-KSV Holstein;Tymoteusz Puchacz-KSV Holstein;Benedikt Pichler-KSV Holstein;Marcel Engelhardt-KSV Holstein;Tom Rothe-KSV Holstein;Philipp Sander-KSV Holstein;Colin Kleine-Bekel-KSV Holstein;Joshua Mees-KSV Holstein;Jonas Sterner-KSV Holstein;Hólmbert Friðjónsson-KSV Holstein;Ba-Muaka Simakala-KSV Holstein;Stefan Thesker-KSV Holstein;Fabian Reese-KSV Holstein;Fin Bartels-KSV Holstein;Hauke Wahl-KSV Holstein;Mikkel Kirkeskov-KSV Holstein;Alexander Mühling-KSV Holstein;Kwasi Okyere Wriedt-KSV Holstein;Robin Himmelmann-KSV Holstein;Simon Lorenz-KSV Holstein;Tim Schreiber-KSV Holstein;Marvin Obuz-KSV Holstein;Julian Korb-KSV Holstein;Aleksandar Ignjovski-KSV Holstein;Johannes van den Bergh-KSV Holstein
2023-12-02;KSV Holstein;24;29;17;177;617;Wehen Wiesbaden;1;2;23;13;9;4;0.57;0.43;457;0.8;7;10;1;2;0;0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.033076923076923;0.1428571428571428;366;0.0191256830601092;642.1052631578948;0.4782608695652174;19.29824561403509;10;0.1399999999999999;8;-1;-3;0.0503282275711159;0.1304347826086956;0.1899999999999999;3.6666666666666665;2;1;3;1;0;0;0;1;0.1304347826086956;0.3333333333333333;0.0065645514223194;7.666666666666667;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;KSV Holstein;24;2;3;177;188;1. FCK;1;1;12;12;5;3;0.52;0.48;427;0.77;11;9;1;1;0;0;10;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.04;0.0909090909090909;329;0.033434650455927;632.6923076923076;0.8333333333333334;19.23076923076923;0;0.04;4;0;2;0.0281030444964871;0.25;0.1733333333333333;3.333333333333333;2;1;3;1;0;0;1;0;0.25;0.6;0.0070257611241217;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;KSV Holstein;24;6;0;177;183;Hamburg;2;2;17;18;9;7;0.38;0.62;330;0.76;13;13;2;2;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0344444444444444;0.1538461538461538;251;0.0517928286852589;660.5263157894736;0.4117647058823529;18.42105263157895;-1;-0.24;1;0;0;0.0515151515151515;0.2352941176470588;0.095;1.75;1;3;4;1;0;0;0;1;0.2352941176470588;0.4444444444444444;0.0121212121212121;4.25;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;KSV Holstein;24;2;4;177;631;VfL Osnabrück;3;1;16;14;8;4;0.6;0.4;467;0.8;15;19;3;1;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.0285714285714285;0.2;374;0.0401069518716577;623.3333333333334;0.3125;8.333333333333334;2;0.1999999999999999;-1;2;-4;0.0342612419700214;0.0625;0.6;5.0;0;1;1;0;1;0;1;0;0.0625;0.125;0.0021413276231263;16.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-01;KSV Holstein;23;29;0;177;187;1. FC Magdeburg;2;3;27;21;11;9;0.58;0.42;657;0.81;18;21;2;3;0;0;7;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.02;0.1111111111111111;532;0.0338345864661654;917.2413793103448;0.2592592592592592;12.06896551724138;6;0.1599999999999999;0;-1;-3;0.0410958904109589;0.1111111111111111;0.1933333333333333;2.333333333333333;0;3;3;0;1;0;0;1;0.1111111111111111;0.2727272727272727;0.0045662100456621;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;KSV Holstein;24;28;0;177;186;Nürnberg;2;4;15;20;2;6;0.54;0.46;460;0.82;12;8;2;4;0;0;7;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.023;0.1666666666666666;377;0.0318302387267904;698.1481481481482;0.4666666666666667;12.962962962962962;-5;0.08;4;-2;4;0.0326086956521739;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;KSV Holstein;24;29;17;177;626;Hansa Rostock;3;1;10;23;5;9;0.43;0.57;374;0.78;14;13;2;1;1;0;2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;0.0247826086956521;0.2142857142857142;292;0.047945205479452;679.0697674418604;0.2;4.651162790697675;-13;-0.1399999999999999;-7;2;1;0.0267379679144385;0.3;0.1433333333333333;0.6666666666666666;1;2;3;1;0;0;1;0;0.3;0.6;0.0080213903743315;3.333333333333333;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;KSV Holstein;24;17;3;177;185;SV Elversberg;1;1;23;9;7;4;0.57;0.43;568;0.84;13;16;1;1;0;0;11;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0477777777777777;0.0769230769230769;477;0.0272536687631027;836.8421052631579;0.4782608695652174;19.29824561403509;14;0.1399999999999999;9;0;-3;0.0404929577464788;0.0434782608695652;0.57;11.0;1;0;1;0;1;0;0;1;0.0434782608695652;0.1428571428571428;0.0017605633802816;23.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;KSV Holstein;24;3;13;177;182;Karlsruher;4;0;12;20;5;4;0.44;0.56;403;0.73;16;4;4;0;0;0;9;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.028;0.25;294;0.0544217687074829;668.1818181818181;0.75;20.454545454545453;-8;-0.12;2;4;12;0.0297766749379652;0.1666666666666666;0.22;4.5;2;0;2;1;0;0;1;0;0.1666666666666666;0.4;0.0049627791563275;6.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;KSV Holstein;24;2;3;177;184;Hertha Berlin;3;3;16;12;5;7;0.54;0.46;445;0.81;20;12;2;3;1;0;2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4;0.0383333333333333;0.15;360;0.0555555555555555;666.6666666666666;0.125;3.7037037037037033;4;0.08;-2;0;8;0.0359550561797752;0.125;0.27;1.0;0;2;2;0;0;1;0;1;0.125;0.4;0.0044943820224719;8.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;KSV Holstein;24;2;6;177;176;St. Pauli;3;3;14;17;3;7;0.46;0.54;420;0.81;16;13;3;3;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.0317647058823529;0.1875;340;0.0470588235294117;739.1304347826086;0.0714285714285714;2.1739130434782608;-3;-0.08;-2;0;3;0.0333333333333333;0.0714285714285714;0.46;1.0;0;1;1;0;0;1;1;0;0.0714285714285714;0.3333333333333333;0.0023809523809523;14.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;KSV Holstein;24;2;3;177;181;Paderborn;3;3;20;14;6;3;0.44;0.56;390;0.77;9;9;3;3;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8;0.04;0.3333333333333333;300;0.03;681.8181818181819;0.3;13.636363636363637;6;-0.12;-2;0;0;0.0512820512820512;0.1;0.22;3.0;1;1;2;1;0;0;0;1;0.1;0.3333333333333333;0.0051282051282051;10.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-25;KSV Holstein;24;2;3;177;194;Schalke 04;1;2;14;12;5;4;0.53;0.47;464;0.82;13;11;1;1;0;1;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.0391666666666666;0.0769230769230769;380;0.0342105263157894;716.9811320754717;0.5;13.20754716981132;2;0.06;4;-1;2;0.0301724137931034;0.1428571428571428;0.265;3.5;1;1;2;1;0;0;1;0;0.1428571428571428;0.4;0.0043103448275862;7.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;KSV Holstein;23;29;1;177;-1;FC Gütersloh 2000;0;2;18;18;8;6;0.62;0.38;498;0.84;10;8;0;2;0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10;0.0211111111111111;0.0;418;0.0239234449760765;674.1935483870968;0.4444444444444444;12.903225806451614;0;0.24;-2;-2;2;0.036144578313253;0.1111111111111111;0.31;4.0;0;2;2;1;0;0;1;0;0.1111111111111111;0.25;0.0040160642570281;9.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-05;KSV Holstein;24;17;29;177;189;Greuther Fürth;2;2;12;17;5;1;0.48;0.52;366;0.77;13;16;2;2;0;0;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5;0.0305882352941176;0.1538461538461538;282;0.0460992907801418;587.5;0.6666666666666666;16.666666666666668;-5;-0.04;3;0;-3;0.0327868852459016;0.1666666666666666;0.24;4.0;0;2;2;1;0;0;0;1;0.1666666666666666;0.4;0.0054644808743169;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-07-30;KSV Holstein;24;4;17;177;195;Eintracht Braunschweig;1;2;15;7;4;1;0.72;0.28;580;0.85;13;10;1;1;0;1;10;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.04;0.0769230769230769;493;0.0263691683569979;684.7222222222223;0.6666666666666666;13.88888888888889;8;0.4399999999999999;5;-1;3;0.0258620689655172;0.0666666666666666;0.72;10.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.25;0.0017241379310344;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-28;KSV Holstein;24;17;29;177;180;Hannover 96;1;0;14;9;8;1;0.48;0.52;453;0.86;11;6;1;0;0;0;2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0577777777777777;0.0909090909090909;390;0.0282051282051282;812.5;0.1428571428571428;4.166666666666667;5;-0.04;-4;1;5;0.0309050772626931;0.3571428571428571;0.096;0.4;3;2;5;1;0;0;1;0;0.3571428571428571;0.625;0.0110375275938189;2.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-19;KSV Holstein;24;3;6;177;176;St. Pauli;4;1;17;12;6;4;0.56;0.44;451;0.8;12;10;4;0;0;1;9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0366666666666666;0.3333333333333333;361;0.0332409972299169;644.6428571428571;0.5294117647058824;16.07142857142857;5;0.12;4;3;2;0.0376940133037694;0.1764705882352941;0.1866666666666666;3.0;1;2;3;0;0;1;0;1;0.1764705882352941;0.5;0.0066518847006651;5.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-13;KSV Holstein;24;3;22;177;182;Karlsruher;1;2;8;11;3;2;0.45;0.55;425;0.79;13;8;1;2;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.05;0.0769230769230769;336;0.0386904761904761;746.6666666666666;0.125;2.2222222222222223;-3;-0.1;-5;-1;5;0.0188235294117647;0.25;0.225;0.5;1;1;2;1;0;0;0;1;0.25;0.6666666666666666;0.0047058823529411;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-06;KSV Holstein;24;17;3;177;179;Düsseldorf;1;0;14;14;7;8;0.53;0.47;498;0.84;18;7;1;0;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0335714285714285;0.0555555555555555;418;0.0430622009569378;788.6792452830189;0.2142857142857142;5.660377358490566;0;0.06;-1;1;11;0.0281124497991967;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-30;KSV Holstein;24;29;6;177;191;SV Darmstadt 98;1;1;12;19;5;6;0.67;0.33;594;0.85;17;14;1;1;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0173684210526315;0.0588235294117647;505;0.0336633663366336;753.7313432835821;0.3333333333333333;5.970149253731343;-7;0.34;0;0;3;0.0202020202020202;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-23;KSV Holstein;24;3;7;177;142;Heidenheim;2;2;7;21;2;6;0.58;0.42;512;0.84;11;11;2;2;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12;0.02;0.1818181818181818;430;0.0255813953488372;741.3793103448277;0.1428571428571428;1.7241379310344829;-14;0.1599999999999999;-11;0;0;0.013671875;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-15;KSV Holstein;24;3;2;177;186;Nürnberg;3;7;21;15;5;2;0.54;0.46;454;0.81;20;17;3;6;0;1;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0306666666666666;0.15;368;0.0543478260869565;681.4814814814814;0.1904761904761904;7.4074074074074066;6;0.08;2;-4;3;0.0462555066079295;0.0952380952380952;0.27;2.0;2;0;2;1;0;0;0;1;0.0952380952380952;0.4;0.0044052863436123;10.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-09;KSV Holstein;24;0;13;177;626;Hansa Rostock;1;1;10;20;6;4;0.53;0.47;348;0.73;16;20;1;1;0;0;2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14;0.0235;0.0625;254;0.0629921259842519;479.2452830188679;0.2;3.773584905660377;-10;0.06;-12;0;-4;0.028735632183908;0.3;0.1766666666666666;0.6666666666666666;2;1;3;1;0;0;1;0;0.3;0.5;0.0086206896551724;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-02;KSV Holstein;24;22;0;177;614;Arminia;3;2;20;17;5;8;0.63;0.37;491;0.78;12;12;3;2;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0217647058823529;0.25;383;0.031331592689295;607.936507936508;0.2;6.349206349206349;3;0.26;-4;1;0;0.0407331975560081;0.1;0.315;2.0;1;1;2;0;0;1;0;1;0.1;0.4;0.0040733197556008;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-03-18;KSV Holstein;24;28;3;177;183;Hamburg;4;3;6;24;1;10;0.48;0.52;387;0.82;13;14;4;3;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;17;0.0216666666666666;0.3076923076923077;317;0.0410094637223974;660.4166666666667;0.5;6.25;-18;-0.04;-14;1;-1;0.0155038759689922;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-03-12;KSV Holstein;24;22;7;177;196;Jahn Regensburg;2;4;19;10;3;4;0.77;0.23;692;0.85;8;10;2;4;0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0.023;0.25;588;0.0136054421768707;763.6363636363636;0.4736842105263157;11.688311688311687;9;0.54;9;-2;-2;0.0274566473988439;0.0526315789473684;0.77;9.0;1;0;1;0;0;1;0;1;0.0526315789473684;0.3333333333333333;0.0014450867052023;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-03-04;KSV Holstein;24;29;14;177;613;SV Sandhausen;1;3;12;13;6;5;0.51;0.49;356;0.69;14;7;1;3;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.0376923076923076;0.0714285714285714;246;0.056910569105691;482.35294117647055;0.3333333333333333;7.84313725490196;-1;0.02;-5;-2;7;0.0337078651685393;0.0833333333333333;0.51;4.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.1666666666666666;0.0028089887640449;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-02-25;KSV Holstein;24;22;29;177;181;Paderborn;1;2;19;6;6;2;0.54;0.46;458;0.79;8;10;1;2;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0766666666666666;0.125;362;0.0220994475138121;670.3703703703703;0.2105263157894736;7.4074074074074066;13;0.08;1;-1;-2;0.0414847161572052;0.0526315789473684;0.54;4.0;0;1;1;0;1;0;0;1;0.0526315789473684;0.1666666666666666;0.0021834061135371;19.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-02-17;KSV Holstein;24;29;2;177;195;Eintracht Braunschweig;3;3;10;21;5;6;0.48;0.52;408;0.75;17;10;3;3;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12;0.0247619047619047;0.1764705882352941;306;0.0555555555555555;637.5;0.3;6.25;-11;-0.04;-9;0;7;0.0245098039215686;0.3;0.16;1.0;2;1;3;1;0;0;1;0;0.3;0.6;0.0073529411764705;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-02-11;KSV Holstein;24;29;3;177;187;1. FC Magdeburg;6;6;29;15;10;7;0.46;0.54;319;0.68;13;18;6;6;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.036;0.4615384615384615;217;0.0599078341013824;471.73913043478257;0.2068965517241379;13.043478260869565;14;-0.08;4;0;-5;0.0909090909090909;0.0689655172413793;0.23;3.0;1;1;2;0;0;1;0;1;0.0689655172413793;0.2;0.006269592476489;14.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
