Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;André Onana-Manchester United;Victor Lindelöf-Manchester United;Harry Maguire-Manchester United;Leny Yoro-Manchester United;Noussair Mazraoui-Manchester United;Manuel Ugarte Ribeiro-Manchester United;Casemiro-Manchester United;Patrick Dorgu-Manchester United;Alejandro Garnacho-Manchester United;Bruno Miguel Borges Fernandes-Manchester United;Rasmus Højlund-Manchester United;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Altay Bayındır-Manchester United;Tyler Fredricson-Manchester United;Matthijs de Ligt-Manchester United;Luke Shaw-Manchester United;Kobbie Mainoo-Manchester United;Harry Amass-Manchester United;Mason Mount-Manchester United;Chido Obi-Manchester United;Christian Eriksen-Manchester United;Diogo Dalot-Manchester United;Joshua Zirkzee-Manchester United;Ayden Heaven-Manchester United;Amad Diallo-Manchester United;Lisandro Martínez-Manchester United;Toby Collyer-Manchester United;Tyrell Malacia-Manchester United;Antony dos Santos-Manchester United;Marcus Rashford-Manchester United;Jonny Evans-Manchester United;Aaron Wan-Bissaka-Manchester United;Jadon Sancho-Manchester United;Tom Heaton-Manchester United;Scott McTominay-Manchester United;Sam Murray-Manchester United;Ethan Wheatley-Manchester United;Radek Vítek-Manchester United;Will Fish-Manchester United;Ethan Williams-Manchester United;Hannibal Mejbri-Manchester United;Raphaël Varane-Manchester United;Sofyan Amrabat-Manchester United;Willy Kambwala-Manchester United;Omari Forson-Manchester United;Sergio Reguilón-Manchester United;Anthony Martial-Manchester United;Facundo Pellistri-Manchester United;Álvaro Carreras-Manchester United;Daniel Gore-Manchester United;Donny van de Beek-Manchester United;Brandon Williams-Manchester United;Nathan Bishop-Manchester United;Marc Jurado-Manchester United;Shola Shoretire-Manchester United;Isak Hansen-Aarøen-Manchester United;Joe Hugill-Manchester United;Matěj Kovář-Manchester United;David de Gea-Manchester United;Frederico Rodrigues Santos-Manchester United
2025-01-30;Manchester United;5;17;4;62;93;FCSB;1;3;21;8;7;3;0.7;0.3;664;0.88;10;14;1;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3;0.0375;0.1;584;0.017123287671232876;834.2857142857143;0.2857142857142857;8.571428571428571;13;0.39999999999999997;3;-2;-4;0.03162650602409638;0.09523809523809523;0.35;3.0;0;2;2;1;0;0;1;0;0.09523809523809523;0.2857142857142857;0.0030120481927710845;10.5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;Manchester United;3;17;3;62;58;Fulham;1;0;4;9;1;3;0.49;0.51;491;0.83;9;7;1;0;0;0;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;3;0.05666666666666667;0.1111111111111111;408;0.022058823529411766;832.6530612244898;0.0;0.0;-5;-0.020000000000000018;-3;1;2;0.008146639511201629;0.25;0.49;0.0;0;1;1;1;0;0;1;0;0.25;1.0;0.002036659877800407;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-23;Manchester United;5;17;3;62;91;Rangers;0;1;16;11;6;7;0.68;0.32;601;0.87;10;14;0;1;0;0;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.02909090909090909;0.0;523;0.019120458891013385;769.1176470588234;0.4375;10.294117647058822;5;0.36000000000000004;2;-1;-4;0.026622296173044926;0.125;0.34;3.5;0;2;2;1;0;0;0;1;0.125;0.3333333333333333;0.0033277870216306157;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Manchester United;3;17;1;62;54;Brighton;3;3;10;6;1;3;0.52;0.48;463;0.82;13;12;3;3;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.08;0.23076923076923078;380;0.034210526315789476;730.7692307692307;0.4;7.692307692307692;4;0.040000000000000036;2;0;1;0.02159827213822894;0.1;0.52;4.0;1;0;1;0;0;1;0;1;0.1;1.0;0.0021598272138228943;10.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-16;Manchester United;3;17;29;62;68;Southampton;1;3;23;13;9;5;0.6;0.4;594;0.84;7;10;1;3;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.03076923076923077;0.14285714285714285;499;0.014028056112224449;831.6666666666667;0.17391304347826086;6.666666666666667;10;0.19999999999999996;0;-2;-3;0.03872053872053872;0.13043478260869565;0.19999999999999998;1.3333333333333333;0;3;3;1;0;0;0;1;0.13043478260869565;0.3333333333333333;0.005050505050505051;7.666666666666667;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-12;Manchester United;15;17;0;62;9;Arsenal;5;2;7;26;4;7;0.29;0.71;290;0.7;25;10;4;2;1;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;12;0.027307692307692307;0.2;203;0.12315270935960591;700.0;0.2857142857142857;6.8965517241379315;-19;-0.42;-10;3;15;0.02413793103448276;0.14285714285714285;0.29;2.0;0;1;1;0;1;0;1;0;0.14285714285714285;0.25;0.0034482758620689655;7.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-05;Manchester United;3;17;3;62;2;Liverpool;4;2;13;19;4;6;0.47;0.53;383;0.74;13;10;4;2;0;0;9;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6;0.027894736842105264;0.3076923076923077;283;0.045936395759717315;602.1276595744681;0.6923076923076923;19.148936170212767;-6;-0.06000000000000005;3;2;3;0.033942558746736295;0.15384615384615385;0.235;4.5;0;2;2;0;1;0;1;0;0.15384615384615385;0.5;0.005221932114882507;6.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-30;Manchester United;3;17;0;62;60;Newcastle;1;1;10;12;1;4;0.53;0.47;587;0.86;13;8;1;1;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;3;0.03916666666666666;0.07692307692307693;505;0.02574257425742574;952.8301886792452;0.2;3.773584905660377;-2;0.06000000000000005;-1;0;5;0.017035775127768313;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Manchester United;3;17;17;62;67;Wolves;3;2;11;7;4;4;0.49;0.51;457;0.8;12;12;2;2;1;0;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.07285714285714286;0.25;366;0.03278688524590164;746.9387755102041;0.36363636363636365;8.16326530612245;4;-0.020000000000000018;0;1;0;0.024070021881838075;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Manchester United;3;17;3;62;59;Bournemouth;1;3;23;10;7;5;0.6;0.4;492;0.8;11;11;1;3;0;0;13;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1;0.04;0.09090909090909091;394;0.027918781725888325;656.6666666666667;0.5652173913043478;21.666666666666668;13;0.19999999999999996;12;-2;0;0.046747967479674794;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-19;Manchester United;14;17;3;62;56;Tottenham;3;3;20;9;5;6;0.54;0.46;481;0.83;12;9;3;3;0;0;8;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.051111111111111114;0.25;399;0.03007518796992481;738.8888888888888;0.4;14.814814814814813;11;0.08000000000000002;5;0;3;0.04158004158004158;0.15;0.18000000000000002;2.6666666666666665;0;3;3;0;0;1;1;0;0.15;0.6;0.006237006237006237;6.666666666666667;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Manchester United;3;6;7;62;3;Manchester City;1;1;10;10;3;3;0.48;0.52;468;0.88;14;5;1;1;0;0;2;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;8;0.052000000000000005;0.07142857142857142;412;0.03398058252427184;858.3333333333334;0.2;4.166666666666667;0;-0.040000000000000036;-6;0;9;0.021367521367521368;0.2;0.24;1.0;0;2;2;1;0;0;1;0;0.2;0.6666666666666666;0.004273504273504274;5.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Manchester United;5;17;17;62;98;Viktoria Plzeň;3;0;17;15;8;2;0.69;0.31;674;0.82;11;11;3;0;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1;0.020666666666666667;0.2727272727272727;553;0.019891500904159132;801.4492753623189;0.29411764705882354;7.246376811594203;2;0.37999999999999995;4;3;0;0.025222551928783383;0.11764705882352941;0.345;2.5;0;2;2;1;0;0;1;0;0.11764705882352941;0.25;0.002967359050445104;8.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Manchester United;3;17;3;62;55;Nottingham Forest;0;2;17;11;7;3;0.72;0.28;601;0.87;10;13;0;2;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3;0.025454545454545455;0.0;523;0.019120458891013385;726.3888888888889;0.29411764705882354;6.944444444444445;6;0.43999999999999995;2;-2;-3;0.028286189683860232;0.11764705882352941;0.36;2.5;1;1;2;0;0;1;0;1;0.11764705882352941;0.2857142857142857;0.0033277870216306157;8.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Manchester United;3;17;0;62;9;Arsenal;3;1;5;14;2;6;0.49;0.51;476;0.86;8;12;3;1;0;0;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;13;0.03642857142857143;0.375;409;0.019559902200488997;834.6938775510205;0.0;0.0;-9;-0.020000000000000018;-13;2;-4;0.01050420168067227;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Manchester United;3;17;3;62;64;Everton;2;3;11;8;5;2;0.6;0.4;630;0.89;12;12;2;3;0;0;2;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.05;0.16666666666666666;561;0.0213903743315508;935.0;0.18181818181818182;3.3333333333333335;3;0.19999999999999996;0;-1;0;0.01746031746031746;0.36363636363636365;0.15;0.5;2;2;4;1;0;0;0;1;0.36363636363636365;0.8;0.006349206349206349;2.75;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Manchester United;5;17;0;62;89;Bodø/Glimt;2;1;20;7;6;4;0.73;0.27;787;0.91;7;7;2;1;0;0;2;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.038571428571428576;0.2857142857142857;716;0.009776536312849162;980.8219178082192;0.1;2.73972602739726;13;0.45999999999999996;1;1;0;0.025412960609911054;0.15;0.24333333333333332;0.6666666666666666;2;1;3;1;0;0;0;1;0.15;0.5;0.0038119440914866584;6.666666666666667;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Manchester United;3;17;3;62;66;Ipswich;0;0;11;11;4;6;0.6;0.4;649;0.87;10;11;0;0;0;0;3;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.03636363636363637;0.0;565;0.017699115044247787;941.6666666666667;0.2727272727272727;5.0;0;0.19999999999999996;-1;0;-1;0.01694915254237288;0.09090909090909091;0.6;3.0;1;0;1;0;1;0;1;0;0.09090909090909091;0.25;0.0015408320493066256;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Manchester United;3;3;0;62;63;Leicester City;0;1;13;6;3;5;0.52;0.48;491;0.85;9;5;0;1;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;5;0.08;0.0;417;0.02158273381294964;801.9230769230769;0.07692307692307693;1.923076923076923;7;0.040000000000000036;-4;-1;4;0.026476578411405296;0.23076923076923078;0.17333333333333334;0.3333333333333333;2;1;3;1;0;0;0;1;0.23076923076923078;1.0;0.006109979633401222;4.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Manchester United;5;3;3;62;107;PAOK;2;1;16;8;4;4;0.53;0.47;519;0.83;10;15;2;1;0;0;9;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2;0.05875;0.2;431;0.02320185614849188;813.2075471698113;0.5625;16.9811320754717;8;0.06000000000000005;7;1;-5;0.030828516377649325;0.125;0.265;4.5;0;2;2;1;0;0;0;1;0.125;0.5;0.0038535645472061657;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Manchester United;3;3;3;62;53;Chelsea;6;2;11;12;4;3;0.46;0.54;405;0.79;19;14;6;2;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;8;0.045000000000000005;0.3157894736842105;320;0.059375;695.6521739130435;0.36363636363636365;8.695652173913043;-1;-0.08000000000000002;-4;4;5;0.027160493827160494;0.09090909090909091;0.46;4.0;0;1;1;0;1;0;0;1;0.09090909090909091;0.25;0.0024691358024691358;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Manchester United;14;3;3;62;63;Leicester City;0;1;23;16;9;7;0.57;0.43;560;0.87;8;5;0;1;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3;0.026875;0.0;487;0.01642710472279261;854.3859649122808;0.21739130434782608;8.771929824561404;7;0.13999999999999996;2;-1;3;0.04107142857142857;0.21739130434782608;0.11399999999999999;1.0;4;1;5;1;0;0;0;1;0.21739130434782608;0.5555555555555556;0.008928571428571428;4.6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Manchester United;3;3;3;62;61;West Ham;1;5;18;12;5;3;0.58;0.42;538;0.83;7;6;1;5;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;6;0.034999999999999996;0.14285714285714285;447;0.015659955257270694;770.6896551724138;0.2777777777777778;8.620689655172415;6;0.15999999999999998;-1;-4;1;0.03345724907063197;0.05555555555555555;0.58;5.0;0;1;1;0;0;1;1;0;0.05555555555555555;0.2;0.0018587360594795538;18.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Manchester United;5;3;0;62;94;Fenerbahçe;1;2;12;10;5;5;0.48;0.52;459;0.84;14;12;1;2;0;0;3;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.052000000000000005;0.07142857142857142;386;0.03626943005181347;804.1666666666667;0.25;6.25;2;-0.040000000000000036;-2;-1;2;0.026143790849673203;0.08333333333333333;0.48;3.0;1;0;1;0;1;0;1;0;0.08333333333333333;0.2;0.002178649237472767;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Manchester United;3;3;3;62;57;Brentford;2;2;23;8;11;2;0.51;0.49;488;0.83;4;5;2;2;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2;0.06125;0.5;405;0.009876543209876543;794.1176470588235;0.391304347826087;17.647058823529413;15;0.020000000000000018;7;0;-1;0.0471311475409836;0.08695652173913043;0.255;4.5;0;2;2;1;0;0;0;1;0.08695652173913043;0.18181818181818182;0.004098360655737705;11.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Manchester United;3;3;3;62;1;Aston Villa;5;1;10;11;4;1;0.46;0.54;369;0.81;11;12;5;1;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;6;0.049090909090909095;0.45454545454545453;299;0.03678929765886288;650.0;0.3;6.521739130434782;-1;-0.08000000000000002;-3;4;-1;0.02710027100271003;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Manchester United;5;3;0;62;95;Porto;1;1;29;14;8;7;0.54;0.46;487;0.89;7;7;0;1;1;0;10;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;5;0.032857142857142856;0.14285714285714285;433;0.016166281755196306;801.8518518518518;0.3448275862068966;18.51851851851852;15;0.08000000000000002;5;0;0;0.059548254620123205;0.10344827586206896;0.18000000000000002;3.3333333333333335;2;1;3;0;1;0;1;0;0.10344827586206896;0.375;0.006160164271047228;9.666666666666666;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Manchester United;3;3;0;62;56;Tottenham;6;3;11;24;2;10;0.39;0.61;395;0.78;16;14;5;3;1;0;5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.025416666666666667;0.375;308;0.05194805194805195;789.7435897435897;0.45454545454545453;12.82051282051282;-13;-0.21999999999999997;2;3;2;0.027848101265822784;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
