Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Ørjan Nyland-Sevilla;José Ángel Carmona-Sevilla;Loïc Badé-Sevilla;Ramón Martínez Gil-Sevilla;Adrià Pedrosa-Sevilla;Lucien Agoumé-Sevilla;Nemanja Gudelj-Sevilla;Dodi Lukébakio-Sevilla;Peque-Sevilla;Chidera Ejuke-Sevilla;Isaac Romero-Sevilla;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Kike Salas-Sevilla;Djibril Sow-Sevilla;Albert Sambi Lokonga-Sevilla;Akor Adams-Sevilla;Ruben Vargas-Sevilla;Juanlu Sánchez Velasco-Sevilla;Saúl Ñíguez-Sevilla;Gonzalo Montiel-Sevilla;Marcão do Nascimento-Sevilla;Stanis Idumbo Muzambo-Sevilla;Álvaro Fernández Llorente-Sevilla;Manu Bueno-Sevilla;Jesús Navas-Sevilla;Kelechi Iheanacho-Sevilla;Andrés López Gallo-Sevilla;Valentín Barco-Sevilla;Suso-Sevilla;Tanguy Nianzou-Sevilla;Lucas Ocampos-Sevilla;Darío Benavides-Sevilla;Alberto Collado-Sevilla;Sergio Ramos-Sevilla;Boubakary Soumaré-Sevilla;Youssef En-Nesyri-Sevilla;Marcos Acuña-Sevilla;Erik Lamela-Sevilla;Óliver Torres-Sevilla;Hannibal Mejbri-Sevilla;Marko Dmitrović-Sevilla;Joan Jordán-Sevilla;Alberto Flores-Sevilla;Ivan Rakitić-Sevilla;Rafa Mir-Sevilla;Federico Gattoni-Sevilla;Adnan Januzaj-Sevilla;Fernando Reges-Sevilla;Mariano Díaz Mejía-Sevilla;Yassine Bounou-Sevilla;Iván Romero-Sevilla;Alejandro Darío Gómez-Sevilla;Diego Hormigo-Sevilla;Pape Gueye-Sevilla;Alex Telles-Sevilla;Bryan Gil-Sevilla;Karim Rekik-Sevilla
2024-11-24;Sevilla;1;3;0;43;42;Rayo Vallecano;2;6;11;9;3;1;0.53;0.47;417;0.81;14;14;2;5;0;1;8;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.05222222222222222;0.14285714285714285;338;0.04142011834319527;637.7358490566038;0.7272727272727273;15.094339622641508;2;0.06000000000000005;5;-4;0;0.026378896882494004;0.09090909090909091;0.53;8.0;1;0;1;1;0;0;0;1;0.09090909090909091;0.3333333333333333;0.002398081534772182;11.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Sevilla;1;0;3;43;47;Leganés;2;2;13;8;2;4;0.58;0.42;494;0.76;10;7;1;2;1;0;6;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0;0.0525;0.2;375;0.02666666666666667;646.551724137931;0.46153846153846156;10.344827586206897;5;0.15999999999999998;6;0;3;0.02631578947368421;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Sevilla;1;3;7;43;46;Real Sociedad;2;1;8;9;0;3;0.55;0.45;497;0.79;6;17;2;1;0;0;5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;9;0.05;0.3333333333333333;393;0.015267175572519083;714.5454545454545;0.625;9.09090909090909;-1;0.10000000000000003;-4;1;-11;0.01609657947686117;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Sevilla;19;3;1;43;383;Las Rozas;1;1;11;6;4;2;0.72;0.28;621;0.87;13;19;1;1;0;0;7;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.04666666666666667;0.07692307692307693;540;0.024074074074074074;750.0;0.6363636363636364;9.722222222222223;5;0.43999999999999995;4;0;-6;0.017713365539452495;0.2727272727272727;0.24;2.3333333333333335;1;2;3;1;0;0;1;0;0.2727272727272727;0.75;0.004830917874396135;3.6666666666666665;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Sevilla;1;3;1;43;49;RCD Espanyol;0;2;6;16;3;1;0.58;0.42;480;0.82;9;14;0;2;0;0;2;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;13;0.02625;0.0;394;0.02284263959390863;679.3103448275863;0.3333333333333333;3.4482758620689657;-10;0.15999999999999998;-11;-2;-5;0.0125;0.3333333333333333;0.29;1.0;2;0;2;1;0;0;1;0;0.3333333333333333;0.6666666666666666;0.004166666666666667;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Sevilla;1;3;3;43;10;Barcelona;2;1;7;21;1;9;0.32;0.68;297;0.79;14;6;2;1;0;0;5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5;0.032380952380952385;0.14285714285714285;235;0.059574468085106386;734.375;0.7142857142857143;15.625;-14;-0.36000000000000004;0;1;8;0.02356902356902357;0.14285714285714285;0.32;5.0;0;1;1;0;0;1;1;0;0.14285714285714285;1.0;0.003367003367003367;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Sevilla;1;3;3;43;39;Betis;5;4;14;11;5;3;0.52;0.48;400;0.77;15;15;4;4;1;0;4;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.04363636363636363;0.3333333333333333;308;0.048701298701298704;592.3076923076923;0.2857142857142857;7.692307692307692;3;0.040000000000000036;3;1;0;0.035;0.07142857142857142;0.52;4.0;0;1;1;1;0;0;0;1;0.07142857142857142;0.2;0.0025;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Sevilla;1;3;3;43;38;Athletic;3;1;13;13;3;5;0.62;0.38;529;0.82;7;6;3;0;0;1;7;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.02923076923076923;0.42857142857142855;434;0.016129032258064516;700.0;0.5384615384615384;11.290322580645162;0;0.24;3;2;1;0.024574669187145556;0.07692307692307693;0.62;7.0;0;1;1;0;1;0;1;0;0.07692307692307693;0.3333333333333333;0.001890359168241966;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Sevilla;1;3;0;43;51;Valladolid;4;4;22;8;5;2;0.55;0.45;366;0.81;14;12;3;4;1;0;6;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.05625;0.2857142857142857;296;0.0472972972972973;538.1818181818181;0.2727272727272727;10.909090909090908;14;0.10000000000000003;2;0;2;0.060109289617486336;0.09090909090909091;0.275;3.0;1;1;2;1;0;0;0;1;0.09090909090909091;0.4;0.00546448087431694;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-20;Sevilla;1;0;3;43;45;Alavés;4;1;8;10;2;4;0.66;0.34;501;0.84;16;11;4;1;0;0;5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3;0.034;0.25;421;0.03800475059382423;637.8787878787879;0.625;7.575757575757575;-2;0.32;2;3;5;0.015968063872255488;0.125;0.66;5.0;0;1;1;0;0;1;1;0;0.125;0.5;0.001996007984031936;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Sevilla;1;6;1;43;48;Getafe;2;4;10;15;4;4;0.61;0.39;442;0.79;19;15;1;4;1;0;3;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4;0.026000000000000002;0.10526315789473684;349;0.054441260744985676;572.1311475409836;0.3;4.918032786885246;-5;0.21999999999999997;-1;-2;4;0.02262443438914027;0.1;0.61;3.0;1;0;1;1;0;0;0;1;0.1;0.25;0.0022624434389140274;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Sevilla;1;3;0;43;24;Girona;3;2;16;11;5;4;0.49;0.51;433;0.84;6;14;3;2;0;0;7;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.046363636363636364;0.5;364;0.016483516483516484;742.8571428571429;0.4375;14.285714285714286;5;-0.020000000000000018;2;1;-8;0.03695150115473441;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Sevilla;1;0;0;43;40;R.C.D. Mallorca;2;0;16;12;7;4;0.56;0.44;485;0.85;10;15;1;0;1;0;9;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;5;0.03666666666666667;0.2;412;0.024271844660194174;735.7142857142857;0.5625;16.07142857142857;4;0.12000000000000005;4;2;-5;0.032989690721649485;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Sevilla;1;0;1;43;37;Villarreal;3;5;16;8;7;6;0.61;0.39;527;0.84;16;8;3;5;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2;0.04875;0.1875;443;0.03611738148984198;726.2295081967213;0.4375;11.475409836065573;8;0.21999999999999997;5;-2;8;0.030360531309297913;0.0625;0.61;7.0;1;0;1;0;0;1;0;1;0.0625;0.14285714285714285;0.0018975332068311196;16.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Sevilla;1;3;3;43;50;U. D. Las Palmas;2;2;18;15;5;5;0.52;0.48;481;0.81;15;14;2;2;0;0;3;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;6;0.032;0.13333333333333333;390;0.038461538461538464;750.0;0.16666666666666666;5.769230769230769;3;0.040000000000000036;-3;0;1;0.037422037422037424;0.1111111111111111;0.26;1.5;1;1;2;0;1;0;1;0;0.1111111111111111;0.4;0.004158004158004158;9.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Sevilla;6;0;0;43;2;Liverpool;1;0;8;12;2;9;0.43;0.57;453;0.88;6;11;1;0;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.047499999999999994;0.16666666666666666;399;0.015037593984962405;927.9069767441861;0.25;4.651162790697675;-4;-0.13999999999999996;-3;1;-5;0.017660044150110375;0.125;0.43;2.0;0;1;1;0;0;1;1;0;0.125;0.5;0.002207505518763797;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Sevilla;1;17;0;43;10;Barcelona;2;1;15;11;6;6;0.39;0.61;401;0.88;11;9;2;1;0;0;6;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.05545454545454545;0.18181818181818182;353;0.031161473087818695;905.1282051282051;0.4;15.384615384615383;4;-0.21999999999999997;1;1;2;0.03740648379052369;0.06666666666666667;0.39;6.0;1;0;1;0;0;1;0;1;0.06666666666666667;0.16666666666666666;0.0024937655860349127;15.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Sevilla;1;17;3;43;38;Athletic;1;1;9;15;4;6;0.46;0.54;417;0.81;5;12;1;1;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8;0.036000000000000004;0.2;338;0.014792899408284023;734.7826086956521;0.3333333333333333;6.521739130434782;-6;-0.08000000000000002;-5;0;-7;0.02158273381294964;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Sevilla;1;4;1;43;130;Cádiz;6;2;14;19;3;7;0.57;0.43;467;0.84;13;11;6;2;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9;0.02263157894736842;0.46153846153846156;392;0.03316326530612245;687.7192982456141;0.07142857142857142;1.7543859649122808;-5;0.13999999999999996;-8;4;2;0.029978586723768737;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Sevilla;1;4;1;43;37;Villarreal;5;3;8;25;4;7;0.4;0.6;361;0.78;14;12;5;3;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10;0.024;0.35714285714285715;282;0.04964539007092199;705.0;0.125;2.5;-17;-0.19999999999999996;-9;2;2;0.0221606648199446;0.25;0.2;0.5;2;0;2;0;0;1;1;0;0.25;0.5;0.00554016620498615;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Sevilla;1;17;1;43;119;Granada;2;2;11;8;5;3;0.61;0.39;540;0.83;15;13;2;2;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.04875;0.13333333333333333;448;0.033482142857142856;734.4262295081967;0.45454545454545453;8.19672131147541;3;0.21999999999999997;1;0;2;0.020370370370370372;0.2727272727272727;0.20333333333333334;1.6666666666666667;1;2;3;1;0;0;0;1;0.2727272727272727;0.6;0.005555555555555556;3.6666666666666665;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Sevilla;1;1;3;43;39;Betis;5;3;10;15;1;5;0.49;0.51;386;0.82;20;9;5;3;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.034;0.25;317;0.06309148264984227;646.9387755102041;0.6;12.244897959183673;-5;-0.020000000000000018;2;2;11;0.025906735751295335;0.1;0.49;6.0;0;1;1;0;1;0;1;0;0.1;1.0;0.0025906735751295338;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-22;Sevilla;1;4;9;43;40;R.C.D. Mallorca;0;2;11;8;4;6;0.55;0.45;515;0.84;10;8;0;2;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;4;0.05625;0.0;433;0.023094688221709007;787.2727272727273;0.36363636363636365;7.2727272727272725;3;0.10000000000000003;0;-2;2;0.021359223300970873;0.18181818181818182;0.275;2.0;0;2;2;1;0;0;0;1;0.18181818181818182;0.5;0.003883495145631068;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Sevilla;1;4;5;43;50;U. D. Las Palmas;3;4;10;5;3;2;0.37;0.63;355;0.85;13;8;3;3;0;1;2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;6;0.126;0.23076923076923078;302;0.04304635761589404;816.2162162162163;0.2;5.405405405405405;5;-0.26;-4;-1;5;0.028169014084507043;0.2;0.185;1.0;1;1;2;1;0;0;1;0;0.2;0.6666666666666666;0.005633802816901409;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Sevilla;1;4;7;43;48;Getafe;5;4;10;18;3;5;0.33;0.67;283;0.65;15;11;5;4;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6;0.037222222222222226;0.3333333333333333;184;0.08152173913043478;557.5757575757575;0.3;9.09090909090909;-8;-0.34;-3;1;4;0.0353356890459364;0.1;0.33;3.0;1;0;1;1;0;0;1;0;0.1;0.3333333333333333;0.0035335689045936395;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Sevilla;1;4;17;43;44;Celta de Vigo;4;0;11;18;4;5;0.35;0.65;356;0.8;13;6;4;0;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8;0.036111111111111115;0.3076923076923077;285;0.0456140350877193;814.2857142857143;0.2727272727272727;8.571428571428571;-7;-0.30000000000000004;-5;4;7;0.03089887640449438;0.09090909090909091;0.35;3.0;1;0;1;0;0;1;0;1;0.09090909090909091;0.25;0.0028089887640449437;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-11;Sevilla;1;4;3;43;126;Almería;1;2;19;14;6;4;0.58;0.42;547;0.8;11;6;1;2;0;0;8;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.03;0.09090909090909091;438;0.02511415525114155;755.1724137931035;0.42105263157894735;13.793103448275863;5;0.15999999999999998;7;-1;5;0.03473491773308958;0.10526315789473684;0.29;4.0;0;2;2;0;1;0;1;0;0.10526315789473684;0.3333333333333333;0.003656307129798903;9.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Sevilla;1;4;14;43;46;Real Sociedad;1;2;12;13;5;4;0.39;0.61;326;0.73;12;15;1;2;0;0;2;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.04692307692307692;0.08333333333333333;238;0.05042016806722689;610.2564102564103;0.16666666666666666;5.128205128205128;-1;-0.21999999999999997;-3;-1;-3;0.03680981595092025;0.25;0.13;0.6666666666666666;2;1;3;1;0;0;0;1;0.25;0.6;0.009202453987730062;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Sevilla;1;4;0;43;12;Real Madrid;3;1;4;16;1;6;0.36;0.64;358;0.82;13;10;3;1;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7;0.04;0.23076923076923078;294;0.04421768707482993;816.6666666666667;0.5;5.555555555555555;-12;-0.28;-5;2;3;0.0111731843575419;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
