Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Dinko Horkaš-U. D. Las Palmas;Viti Rozada-U. D. Las Palmas;Álex Suárez-U. D. Las Palmas;Scott McKenna-U. D. Las Palmas;Mika Mármol-U. D. Las Palmas;Javi Muñoz Jiménez-U. D. Las Palmas;Dário Essugo-U. D. Las Palmas;Stefan Bajčetić-U. D. Las Palmas;Alberto Moleiro-U. D. Las Palmas;Oliver McBurnie-U. D. Las Palmas;Fábio Silva-U. D. Las Palmas;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Sandro Ramírez-U. D. Las Palmas;Juanma Herzog-U. D. Las Palmas;Jasper Cillessen-U. D. Las Palmas;José Gómez Campaña-U. D. Las Palmas;Álex Muñoz-U. D. Las Palmas;Enzo Loiodice-U. D. Las Palmas;Manu Fuster-U. D. Las Palmas;Andy Pelmard-U. D. Las Palmas;Kirian Rodríguez-U. D. Las Palmas;Marvin Park-U. D. Las Palmas;Adnan Januzaj-U. D. Las Palmas;Jaime Mata-U. D. Las Palmas;Benito Ramírez del Toro-U. D. Las Palmas;Fabio González-U. D. Las Palmas;Iván Gil Calero-U. D. Las Palmas;Marc Cardona-U. D. Las Palmas;Valentín Pezzolesi-U. D. Las Palmas;Pejiño-U. D. Las Palmas;Daley Sinkgraven-U. D. Las Palmas;Álvaro Valles-U. D. Las Palmas;Álvaro Lemos-U. D. Las Palmas;Saúl Coco-U. D. Las Palmas;Munir El Haddadi-U. D. Las Palmas;Julián Araujo-U. D. Las Palmas;Sergi Cardona-U. D. Las Palmas;Sory Kaba-U. D. Las Palmas;Máximo Perrone-U. D. Las Palmas;Aarón Escandell-U. D. Las Palmas;Aboubacar Bassinga-U. D. Las Palmas;Omenuke Mfulu-U. D. Las Palmas;Cristian Herrera-U. D. Las Palmas;Éric Curbelo-U. D. Las Palmas;Gustavo Yadam Santana Hernández-U. D. Las Palmas;Jonathan Viera-U. D. Las Palmas;Álvaro Jiménez-U. D. Las Palmas;Enrique Clemente Maza-U. D. Las Palmas;Sidnei Rechel da Silva Junior-U. D. Las Palmas;Loren Morón-U. D. Las Palmas;Wilfrid Kaptoum-U. D. Las Palmas;Florin Andone-U. D. Las Palmas;Óscar Clemente-U. D. Las Palmas;Álex Domínguez-U. D. Las Palmas;Joel del Pino-U. D. Las Palmas;Joaquín Felipe González Rodríguez-U. D. Las Palmas;Saliou Mandiang-U. D. Las Palmas
2024-12-03;U. D. Las Palmas;19;1;1;50;-1;Europa;3;3;22;6;12;2;0.63;0.37;484;0.77;13;14;3;3;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0616666666666666;0.2307692307692307;373;0.03485254691689;592.063492063492;0.2272727272727272;7.936507936507937;16;0.26;0;0;-1;0.0454545454545454;0.0909090909090909;0.315;2.5;0;2;2;1;0;0;1;0;0.0909090909090909;0.1666666666666666;0.0041322314049586;11.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;U. D. Las Palmas;1;3;3;50;10;Barcelona;0;0;5;27;3;8;0.29;0.71;263;0.64;11;7;0;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;0.0262962962962962;0.0;168;0.0654761904761904;579.3103448275863;0.0;0.0;-22;-0.42;-7;0;4;0.0190114068441064;0.4;0.145;0.0;0;2;2;1;0;0;1;0;0.4;0.6666666666666666;0.0076045627376425;2.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;U. D. Las Palmas;1;3;1;50;40;R.C.D. Mallorca;4;3;14;9;3;3;0.62;0.38;483;0.84;10;18;4;2;0;1;4;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3;0.0422222222222222;0.4;406;0.0246305418719211;654.8387096774194;0.2857142857142857;6.451612903225807;5;0.24;1;1;-8;0.0289855072463768;0.1428571428571428;0.31;2.0;0;2;2;0;0;1;0;1;0.1428571428571428;0.6666666666666666;0.0041407867494824;7.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-08;U. D. Las Palmas;1;0;1;50;42;Rayo Vallecano;3;1;11;34;3;6;0.36;0.64;304;0.68;13;9;3;1;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;12;0.0188235294117647;0.2307692307692307;207;0.0628019323671497;575.0;0.3636363636363636;11.11111111111111;-23;-0.28;-8;2;4;0.0361842105263157;0.2727272727272727;0.12;1.3333333333333333;1;2;3;1;0;0;1;0;0.2727272727272727;1.0;0.0098684210526315;3.6666666666666665;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;U. D. Las Palmas;1;0;1;50;27;Atlético Madrid;1;1;1;15;1;3;0.42;0.58;410;0.76;13;13;1;1;0;0;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;9;0.0386666666666666;0.0769230769230769;312;0.0416666666666666;742.8571428571429;1.0;2.380952380952381;-14;-0.1599999999999999;-8;0;0;0.0024390243902439;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;U. D. Las Palmas;19;1;3;50;-1;Ontiñena;0;1;30;5;16;3;0.78;0.22;579;0.88;10;12;0;1;0;0;6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.044;0.0;510;0.0196078431372549;653.8461538461538;0.2;7.692307692307692;25;0.56;4;-1;-2;0.0518134715025906;0.2333333333333333;0.1114285714285714;0.8571428571428571;1;6;7;1;0;0;1;0;0.2333333333333333;0.4375;0.0120898100172711;4.285714285714286;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;U. D. Las Palmas;1;3;1;50;24;Girona;4;6;12;8;3;3;0.43;0.57;367;0.81;12;14;4;5;0;1;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;5;0.07125;0.3333333333333333;297;0.0404040404040404;690.6976744186046;0.25;6.976744186046512;4;-0.1399999999999999;-2;-2;-2;0.0326975476839237;0.0833333333333333;0.43;3.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.3333333333333333;0.0027247956403269;12.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-21;U. D. Las Palmas;1;3;1;50;52;Valencia C. F.;9;4;11;14;6;7;0.53;0.47;491;0.81;12;12;9;3;0;1;2;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;11;0.0335714285714285;0.75;398;0.0301507537688442;750.9433962264151;0.1818181818181818;3.773584905660377;-3;0.06;-9;5;0;0.0224032586558044;0.2727272727272727;0.1766666666666666;0.6666666666666666;1;2;3;1;0;0;1;0;0.2727272727272727;0.5;0.0061099796334012;3.6666666666666665;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;U. D. Las Palmas;1;3;6;50;44;Celta de Vigo;3;6;25;8;5;1;0.61;0.39;514;0.86;9;13;3;4;0;2;11;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2;0.04875;0.3333333333333333;442;0.0203619909502262;724.5901639344263;0.44;18.0327868852459;17;0.2199999999999999;9;-3;-4;0.0486381322957198;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-30;U. D. Las Palmas;1;1;1;50;37;Villarreal;4;0;7;20;3;7;0.58;0.42;625;0.9;11;15;4;0;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3;0.0209999999999999;0.3636363636363636;562;0.0195729537366548;968.9655172413794;0.2857142857142857;3.4482758620689657;-13;0.1599999999999999;-1;4;-4;0.0112;0.1428571428571428;0.58;2.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0016;7.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;U. D. Las Palmas;1;14;3;50;39;Betis;4;2;8;13;2;5;0.55;0.45;554;0.85;21;10;4;2;0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4;0.0346153846153846;0.1904761904761904;471;0.0445859872611464;856.3636363636363;0.125;1.818181818181818;-5;0.1;-3;2;11;0.0144404332129963;0.125;0.55;1.0;1;0;1;0;1;0;0;1;0.125;0.5;0.0018050541516245;8.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;U. D. Las Palmas;1;5;7;50;41;Osasuna;5;2;11;13;6;4;0.61;0.39;488;0.83;11;15;5;2;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.03;0.4545454545454545;405;0.0271604938271604;663.9344262295082;0.3636363636363636;6.557377049180328;-2;0.2199999999999999;2;3;-4;0.0225409836065573;0.0909090909090909;0.61;4.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.1666666666666666;0.0020491803278688;11.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;U. D. Las Palmas;1;5;3;50;38;Athletic;1;3;15;9;6;4;0.65;0.35;599;0.82;8;12;1;2;0;1;9;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.0388888888888888;0.125;491;0.0162932790224032;755.3846153846154;0.6;13.846153846153843;6;0.3;6;-2;-4;0.025041736227045;0.1333333333333333;0.325;4.5;0;2;2;0;0;1;0;1;0.1333333333333333;0.3333333333333333;0.003338898163606;7.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;U. D. Las Palmas;1;5;1;50;45;Alavés;0;3;12;15;6;5;0.71;0.29;603;0.86;9;13;0;3;0;0;5;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.0193333333333333;0.0;519;0.0173410404624277;730.9859154929578;0.4166666666666667;7.042253521126761;-3;0.42;-1;-3;-4;0.0199004975124378;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;U. D. Las Palmas;1;7;3;50;12;Real Madrid;0;3;7;25;2;8;0.43;0.57;422;0.85;16;13;0;3;0;0;2;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.0227999999999999;0.0;359;0.0445682451253481;834.8837209302326;0.2857142857142857;4.651162790697675;-18;-0.1399999999999999;-4;-3;3;0.0165876777251184;0.1428571428571428;0.43;2.0;1;0;1;0;1;0;0;1;0.1428571428571428;0.5;0.0023696682464454;7.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;U. D. Las Palmas;1;3;7;50;47;Leganés;1;1;10;10;5;5;0.61;0.39;519;0.8;10;11;1;1;0;0;7;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.039;0.1;415;0.0240963855421686;680.327868852459;0.7;11.475409836065571;0;0.2199999999999999;4;0;-1;0.0192678227360308;0.1;0.61;7.0;0;1;1;0;0;1;1;0;0.1;0.2;0.001926782273603;10.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;U. D. Las Palmas;1;3;3;50;43;Sevilla;2;2;15;18;5;5;0.48;0.52;430;0.8;14;15;2;2;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.0288888888888888;0.1428571428571428;344;0.0406976744186046;716.6666666666667;0.4;12.5;-3;-0.04;3;0;-1;0.0348837209302325;0.1333333333333333;0.24;3.0;1;1;2;0;1;0;0;1;0.1333333333333333;0.4;0.0046511627906976;7.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;U. D. Las Palmas;6;0;0;50;2;Liverpool;1;1;6;16;3;6;0.39;0.61;409;0.87;13;6;1;1;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.038125;0.0769230769230769;356;0.0365168539325842;912.8205128205128;0.3333333333333333;5.128205128205128;-10;-0.2199999999999999;0;0;7;0.0146699266503667;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;U. D. Las Palmas;6;3;2;50;7;Inter;0;0;8;16;1;6;0.61;0.39;550;0.91;12;6;0;0;0;0;6;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.024375;0.0;500;0.024;819.672131147541;0.75;9.836065573770492;-8;0.2199999999999999;1;0;6;0.0145454545454545;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;U. D. Las Palmas;1;3;3;50;45;Alavés;2;1;9;14;4;4;0.66;0.34;517;0.85;16;10;2;1;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0242857142857142;0.125;439;0.0364464692482915;665.1515151515151;0.2222222222222222;3.0303030303030303;-5;0.32;-4;1;6;0.0174081237911025;0.1111111111111111;0.66;2.0;0;1;1;0;1;0;0;1;0.1111111111111111;0.25;0.0019342359767891;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;U. D. Las Palmas;1;0;1;50;130;Cádiz;1;4;9;10;1;3;0.51;0.49;477;0.77;12;13;1;3;0;1;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.049;0.0833333333333333;367;0.0326975476839237;719.6078431372549;0.3333333333333333;5.88235294117647;-1;0.02;-2;-3;-1;0.0188679245283018;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-16;U. D. Las Palmas;1;3;3;50;39;Betis;2;1;16;6;9;4;0.58;0.42;481;0.82;9;12;2;1;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0699999999999999;0.2222222222222222;394;0.0228426395939086;679.3103448275863;0.25;6.896551724137932;10;0.1599999999999999;-4;1;-3;0.0332640332640332;0.125;0.29;2.0;1;1;2;0;1;0;0;1;0.125;0.2222222222222222;0.0041580041580041;8.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;U. D. Las Palmas;1;5;4;50;40;R.C.D. Mallorca;2;6;7;7;1;2;0.57;0.43;447;0.86;10;18;2;6;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0614285714285714;0.2;384;0.0260416666666666;673.6842105263158;0.2857142857142857;3.5087719298245617;0;0.1399999999999999;0;-4;-8;0.0156599552572706;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;U. D. Las Palmas;1;1;7;50;46;Real Sociedad;1;2;7;9;1;4;0.48;0.52;438;0.84;11;12;1;2;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0577777777777777;0.0909090909090909;368;0.029891304347826;766.6666666666667;0.2857142857142857;4.166666666666667;-2;-0.04;-5;-1;-1;0.0159817351598173;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;U. D. Las Palmas;1;5;3;50;24;Girona;1;3;10;6;5;3;0.61;0.39;595;0.83;12;10;1;3;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.065;0.0833333333333333;494;0.0242914979757085;809.8360655737705;0.4;6.557377049180328;4;0.2199999999999999;2;-2;2;0.0168067226890756;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;U. D. Las Palmas;1;5;6;50;44;Celta de Vigo;0;1;9;21;4;13;0.69;0.31;765;0.9;9;10;0;1;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0147619047619047;0.0;688;0.0130813953488372;997.1014492753624;0.4444444444444444;5.797101449275363;-12;0.3799999999999999;-4;-1;-1;0.0117647058823529;0.1111111111111111;0.69;4.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.0013071895424836;9.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;U. D. Las Palmas;1;5;4;50;43;Sevilla;4;3;5;10;2;3;0.63;0.37;605;0.89;8;13;3;3;1;0;6;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.037;0.5;538;0.0148698884758364;853.968253968254;1.2;9.523809523809524;-5;0.26;4;1;-5;0.0082644628099173;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;U. D. Las Palmas;1;5;0;50;10;Barcelona;2;5;8;14;0;2;0.3;0.7;314;0.73;9;11;1;5;1;0;1;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.0499999999999999;0.2222222222222222;229;0.0393013100436681;763.3333333333334;0.125;3.333333333333333;-6;-0.3999999999999999;-5;-3;-2;0.0254777070063694;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
