Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Adrián San Miguel del Castillo-Betis;Aitor Ruibal-Betis;Marc Bartra-Betis;Natan Bernardo de Souza-Betis;Romain Perraud-Betis;Johnny Cardoso-Betis;Pablo Fornals-Betis;Antony dos Santos-Betis;Isco-Betis;Abde Ezzalzouli-Betis;Juan Camilo Hernández-Betis;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Fran Vieites-Betis;Youssouf Sabaly-Betis;Ricardo Rodríguez-Betis;Sergi Altimira-Betis;Giovani Lo Celso-Betis;Jesús Rodríguez Caraballo-Betis;Cédric Bakambu-Betis;Diego Llorente-Betis;Mateo Flores Lozano-Betis;Ezequiel Ávila-Betis;Vitor Roque-Betis;Ángel Ortiz Monterrey-Betis;Marc Roca-Betis;Sergio Arribas Prieto-Betis;Juanmi Jiménez-Betis;Assane Diao-Betis;Iker Losada-Betis;Rui Tiago Dantas Silva-Betis;Carlos Guirao Mora-Betis;Héctor Bellerín-Betis;Nobel Mendy-Betis;William Carvalho-Betis;Rodrigo Sánchez Rodríguez-Betis;Nabil Fekir-Betis;Marcos Fernández Sánchez-Betis;Sokratis Papastathopoulos-Betis;Ricardo Visus-Betis;Juan Miranda-Betis;Ayoze Pérez-Betis;Willian José-Betis;Chadi Riad-Betis;Abner Vinícius-Betis;Guido Rodríguez-Betis;Germán Pezzella-Betis;Luiz Henrique André Rosa da Silva-Betis;Andrés Guardado-Betis;Borja Iglesias-Betis;Claudio Bravo-Betis;Luiz Felipe Ramos Marchi-Betis;Edgar González-Betis;Sergio Canales-Betis;Joaquín Sánchez Rodríguez-Betis;Paul Akouokou-Betis;Martín Montoya-Betis
2025-01-11;Betis;1;3;0;39;51;Valladolid;4;2;14;12;3;1;0.59;0.41;467;0.86;10;21;4;2;0;0;8;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1;0.034166666666666665;0.4;402;0.024875621890547265;681.3559322033899;0.5714285714285714;13.559322033898306;2;0.18;7;2;-11;0.029978586723768737;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Betis;19;3;6;39;122;S. D. Huesca;0;4;16;14;2;1;0.58;0.42;568;0.86;8;7;0;4;0;0;12;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.03;0.0;488;0.01639344262295082;841.3793103448277;0.75;20.689655172413794;2;0.15999999999999998;8;-4;1;0.028169014084507043;0.0625;0.58;12.0;1;0;1;1;0;0;1;0;0.0625;0.5;0.0017605633802816902;16.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Betis;1;3;3;39;42;Rayo Vallecano;0;4;14;10;5;4;0.56;0.44;438;0.83;9;14;0;4;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.044;0.0;364;0.024725274725274724;649.9999999999999;0.35714285714285715;8.928571428571427;4;0.12000000000000005;0;-4;-5;0.0319634703196347;0.07142857142857142;0.56;5.0;1;0;1;0;1;0;0;1;0.07142857142857142;0.2;0.00228310502283105;14.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-19;Betis;21;3;7;39;156;HJK;1;3;18;2;8;2;0.58;0.42;504;0.86;13;13;1;3;0;0;6;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;0.21;0.07692307692307693;433;0.03002309468822171;746.551724137931;0.3333333333333333;10.344827586206897;16;0.15999999999999998;5;-2;0;0.03571428571428571;0.05555555555555555;0.58;6.0;1;0;1;1;0;0;0;1;0.05555555555555555;0.125;0.001984126984126984;18.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Betis;1;3;1;39;37;Villarreal;5;5;10;17;4;4;0.38;0.62;343;0.79;10;19;4;5;1;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.036470588235294116;0.5;271;0.03690036900369004;713.1578947368421;0.5;13.157894736842104;-7;-0.24;0;0;-9;0.029154518950437316;0.2;0.19;2.5;1;1;2;1;0;0;1;0;0.2;0.5;0.0058309037900874635;5.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Betis;21;3;9;39;166;Petrocub;1;2;15;3;4;1;0.61;0.39;557;0.84;12;19;1;2;0;0;8;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.13;0.08333333333333333;468;0.02564102564102564;767.2131147540983;0.5333333333333333;13.114754098360656;12;0.21999999999999997;8;-1;-7;0.026929982046678635;0.06666666666666667;0.61;8.0;0;1;1;1;0;0;1;0;0.06666666666666667;0.25;0.0017953321364452424;15.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Betis;1;3;0;39;10;Barcelona;1;2;12;9;6;3;0.38;0.62;312;0.73;15;14;1;2;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.06888888888888889;0.06666666666666667;228;0.06578947368421052;600.0;0.5;15.789473684210526;3;-0.24;2;-1;1;0.038461538461538464;0.16666666666666666;0.19;3.0;0;2;2;0;1;0;0;1;0.16666666666666666;0.3333333333333333;0.00641025641025641;6.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Betis;19;0;3;39;-1;Sant Andreu;5;3;14;7;6;3;0.48;0.52;403;0.84;16;15;5;3;0;0;2;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.07428571428571429;0.3125;339;0.0471976401179941;706.25;0.14285714285714285;4.166666666666667;7;-0.040000000000000036;-2;2;1;0.034739454094292806;0.21428571428571427;0.16;0.6666666666666666;1;2;3;1;0;0;1;0;0.21428571428571427;0.5;0.007444168734491315;4.666666666666667;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Betis;1;3;0;39;46;Real Sociedad;2;3;7;2;2;1;0.6;0.4;524;0.81;10;28;2;3;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.2;0.2;424;0.02358490566037736;706.6666666666667;0.5714285714285714;6.666666666666667;5;0.19999999999999996;4;-1;-18;0.013358778625954198;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Betis;21;1;29;39;163;Mladá Boleslav;3;2;14;18;4;9;0.58;0.42;500;0.84;12;11;2;2;1;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.02333333333333333;0.25;420;0.02857142857142857;724.1379310344828;0.35714285714285715;8.620689655172415;-4;0.15999999999999998;1;1;1;0.028;0.07142857142857142;0.58;5.0;1;0;1;0;0;1;1;0;0.07142857142857142;0.25;0.002;14.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Betis;1;3;9;39;52;Valencia C. F.;2;4;7;11;3;5;0.52;0.48;432;0.82;16;10;2;4;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.04363636363636363;0.125;354;0.04519774011299435;680.7692307692307;0.5714285714285714;7.692307692307692;-4;0.040000000000000036;2;-2;6;0.016203703703703703;0.2857142857142857;0.26;2.0;1;1;2;0;0;1;1;0;0.2857142857142857;0.6666666666666666;0.004629629629629629;3.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Betis;1;8;17;39;44;Celta de Vigo;3;0;19;3;6;2;0.57;0.43;566;0.85;12;8;3;0;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0;0.14333333333333334;0.25;481;0.02494802494802495;843.8596491228071;0.10526315789473684;3.5087719298245617;16;0.13999999999999996;2;3;4;0.03356890459363958;0.10526315789473684;0.285;1.0;1;1;2;0;1;0;0;1;0.10526315789473684;0.3333333333333333;0.0035335689045936395;9.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Betis;21;1;6;39;146;Celje;0;4;20;8;6;2;0.53;0.47;481;0.87;14;9;0;4;0;0;4;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0.05875;0.0;418;0.03349282296650718;788.6792452830189;0.2;7.547169811320754;12;0.06000000000000005;3;-4;5;0.04158004158004158;0.1;0.265;2.0;0;2;2;1;0;0;0;1;0.1;0.3333333333333333;0.004158004158004158;10.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Betis;1;1;3;39;38;Athletic;0;0;7;17;4;8;0.51;0.49;496;0.82;8;9;0;0;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;0.028823529411764706;0.0;407;0.019656019656019656;798.0392156862745;0.2857142857142857;3.9215686274509802;-10;0.020000000000000018;-4;0;-1;0.014112903225806451;0.14285714285714285;0.51;2.0;0;1;1;0;1;0;1;0;0.14285714285714285;0.25;0.0020161290322580645;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Betis;19;3;0;39;-1;Gévora;3;1;25;6;12;3;0.6;0.4;454;0.92;13;4;3;1;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.06666666666666667;0.23076923076923078;418;0.03110047846889952;696.6666666666667;0.2;8.333333333333334;19;0.19999999999999996;5;2;9;0.05506607929515418;0.24;0.09999999999999999;0.8333333333333334;3;3;6;1;0;0;1;0;0.24;0.5;0.013215859030837005;4.166666666666667;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Betis;1;1;1;39;27;Atlético Madrid;3;2;24;10;3;3;0.41;0.59;380;0.78;8;4;3;2;0;0;3;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;10;0.059;0.375;296;0.02702702702702703;721.9512195121952;0.125;7.317073170731708;14;-0.18;-7;1;4;0.06315789473684211;0.041666666666666664;0.41;3.0;1;0;1;1;0;0;0;1;0.041666666666666664;0.3333333333333333;0.002631578947368421;24.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Betis;21;1;3;39;158;København;3;3;16;6;5;2;0.55;0.45;549;0.87;13;12;3;3;0;0;4;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.075;0.23076923076923078;478;0.027196652719665274;869.090909090909;0.25;7.2727272727272725;10;0.10000000000000003;3;0;1;0.029143897996357013;0.0625;0.55;4.0;1;0;1;0;1;0;0;1;0.0625;0.2;0.0018214936247723133;16.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Betis;1;1;0;39;41;Osasuna;2;2;11;19;7;6;0.45;0.55;322;0.73;8;12;1;2;1;0;2;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;10;0.028947368421052635;0.25;235;0.03404255319148936;522.2222222222222;0.18181818181818182;4.444444444444445;-8;-0.10000000000000003;-8;0;-4;0.034161490683229816;0.18181818181818182;0.225;1.0;1;1;2;1;0;0;1;0;0.18181818181818182;0.2857142857142857;0.006211180124223602;5.5;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Betis;1;3;3;39;43;Sevilla;4;5;11;14;3;5;0.48;0.52;372;0.78;15;15;4;4;0;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.037142857142857144;0.26666666666666666;290;0.05172413793103448;604.1666666666667;0.09090909090909091;2.0833333333333335;-3;-0.040000000000000036;-3;-1;0;0.02956989247311828;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Betis;21;3;0;39;136;Legia de Varsovia;4;4;16;10;3;2;0.69;0.31;594;0.87;15;17;4;4;0;0;6;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.031;0.26666666666666666;517;0.029013539651837523;749.2753623188406;0.375;8.695652173913045;6;0.37999999999999995;0;0;-2;0.026936026936026935;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Betis;1;3;1;39;49;RCD Espanyol;2;4;20;8;11;1;0.54;0.46;461;0.85;14;20;2;4;0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0575;0.14285714285714285;392;0.03571428571428571;725.9259259259259;0.4;14.814814814814813;12;0.08000000000000002;4;-2;-6;0.04338394793926247;0.05;0.54;8.0;0;1;1;1;0;0;0;1;0.05;0.09090909090909091;0.0021691973969631237;20.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Betis;1;3;14;39;50;U. D. Las Palmas;2;4;13;8;5;2;0.45;0.55;447;0.82;10;21;2;4;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.06875;0.2;367;0.027247956403269755;815.5555555555555;0.3076923076923077;8.88888888888889;5;-0.10000000000000003;3;-2;-11;0.029082774049217;0.07692307692307693;0.45;4.0;1;0;1;0;1;0;1;0;0.07692307692307693;0.2;0.0022371364653243847;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-23;Betis;1;3;3;39;40;R.C.D. Mallorca;3;3;16;7;6;6;0.62;0.38;582;0.89;12;14;3;3;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.054285714285714284;0.25;518;0.023166023166023165;835.483870967742;0.375;9.67741935483871;9;0.24;3;0;-2;0.027491408934707903;0.0625;0.62;6.0;1;0;1;0;0;1;0;1;0.0625;0.16666666666666666;0.001718213058419244;16.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Betis;1;3;3;39;48;Getafe;3;5;17;15;7;5;0.66;0.34;503;0.79;10;20;3;5;0;0;8;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.02266666666666667;0.3;397;0.02518891687657431;601.5151515151515;0.47058823529411764;12.121212121212121;2;0.32;4;-2;-10;0.033797216699801194;0.11764705882352941;0.33;4.0;0;2;2;1;0;0;0;1;0.11764705882352941;0.2857142857142857;0.003976143141153081;8.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-13;Betis;1;3;3;39;47;Leganés;1;2;14;3;5;0;0.64;0.36;611;0.87;11;18;1;2;0;0;11;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1;0.12;0.09090909090909091;532;0.020676691729323307;831.25;0.7857142857142857;17.1875;11;0.28;10;-1;-7;0.022913256955810146;0.14285714285714285;0.32;5.5;0;2;2;1;0;0;0;1;0.14285714285714285;0.4;0.0032733224222585926;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Betis;1;3;0;39;12;Real Madrid;0;2;11;22;2;7;0.4;0.6;421;0.83;17;9;0;2;0;0;3;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;7;0.02727272727272727;0.0;349;0.04871060171919771;872.5;0.2727272727272727;7.5;-11;-0.19999999999999996;-4;-2;8;0.026128266033254157;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Betis;21;3;3;39;-1;Kryvbas KR;0;0;20;8;7;0;0.63;0.37;551;0.86;10;14;0;0;0;0;6;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.04625;0.0;474;0.02109704641350211;752.3809523809524;0.3;9.523809523809524;12;0.26;-1;0;-4;0.036297640653357534;0.15;0.21;2.0;3;0;3;1;0;0;0;1;0.15;0.42857142857142855;0.0054446460980036296;6.666666666666667;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Betis;1;3;1;39;45;Alavés;4;2;15;5;3;1;0.63;0.37;530;0.82;16;17;4;1;0;1;8;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.074;0.25;435;0.0367816091954023;690.4761904761905;0.5333333333333333;12.698412698412698;10;0.26;5;2;-1;0.02830188679245283;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Betis;21;3;3;39;-1;Kryvbas KR;1;1;19;6;9;1;0.58;0.42;580;0.85;16;14;1;1;0;0;5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.06999999999999999;0.0625;493;0.032454361054766734;850.0000000000001;0.2631578947368421;8.620689655172415;13;0.15999999999999998;3;0;2;0.032758620689655175;0.10526315789473684;0.29;2.5;1;1;2;1;0;0;1;0;0.10526315789473684;0.2222222222222222;0.0034482758620689655;9.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Betis;6;1;3;39;62;Manchester United;1;2;13;12;3;6;0.52;0.48;475;0.83;12;11;1;2;0;0;8;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.04;0.08333333333333333;394;0.030456852791878174;757.6923076923076;0.6153846153846154;15.384615384615383;1;0.040000000000000036;3;-1;1;0.02736842105263158;0.15384615384615385;0.26;4.0;1;1;2;0;0;1;1;0;0.15384615384615385;0.6666666666666666;0.004210526315789474;6.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
