Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Fernando Miguel Kaufmann-Ceará;Fabiano Silva-Ceará;Marllon Gonçalves-Ceará;Willian Machado-Ceará;Matheus Bahia Santos-Ceará;Fernando Sobral-Ceará;Diego-Ceará;Antonio Galeano-Ceará;Lucas Mugni-Ceará;Pedro Henrique-Ceará;Pedro Raúl-Ceará;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Rafael Ramos-Ceará;Aylon Darwin Tavella-Ceará;Bruno-Ceará;Eder Ferreira Graminho-Ceará;Lourenço-Ceará;Matheus Araujo-Ceará;Fernandinho-Ceará;João Pedro-Ceará;David Ricardo-Ceará;Richardson Fernandes dos Santos-Ceará;Lucas Rian-Ceará;Erick Pulga-Ceará;Saulo Mineiro-Ceará;Patrick de Lucca-Ceará;Eric Almeida de Melo-Ceará;Jorge Eduardo Recalde-Ceará;Matheus Felipe Santos Nascimento-Ceará;Ramon Menezes Roma-Ceará;Richard-Ceará;Raí Ramos-Ceará;Facundo Barceló-Ceará;Jean Carlos de Souza Irmer-Ceará;Paulo Victor-Ceará;Janderson-Ceará;Jonathan Jesus-Ceará;Facundo Ismael Castro-Ceará;Guilherme Castilho-Ceará;João Victor-Ceará;André Luiz Ribeiro da Silva-Ceará;Luiz Otavio Anacleto Leandro-Ceará;Léo Santos-Ceará;Jean Carlos Vicente-Ceará;Pedro Lucas Obermüller-Ceará;Guilherme Bissoli-Ceará;Warley Leandro da Silva-Ceará;José Ricardo Barbosa Ribeiro Drumond-Ceará;Chay-Ceará;Pedro Antonio Pimentel Ferreira-Ceará;Lucas Ribeiro-Ceará;Erick de Arruda Serafim-Ceará;Chrystian Barletta-Ceará;Nicolas Godinho Johann-Ceará;Tiago Pagnussat-Ceará;Cléber-Ceará;Caíque de Jesus Gonçalves-Ceará;Breno Rodrigues da Silva-Ceará;Danilo Carvalho Barcelos-Ceará;Maranhão-Ceará;Sidnei Rechel da Silva Junior-Ceará;Hygor Cleber Garcia Silva-Ceará;Gabriel Lacerda-Ceará;Willian Formiga-Ceará;Míchel Macedo-Ceará;Vitor Gabriel-Ceará;Arthur Rodrigues Rezende-Ceará;Álvaro Vieira de Oliveira-Ceará;Marcos Ytalo Benício da Silva-Ceará;Marcos Victor-Ceará;Bruno Pacheco-Ceará;Geovane-Ceará;Léo Rafael-Ceará;João Ricardo Riedi-Ceará;Nino Paraíba-Ceará;Victor Luis-Ceará;Richard Candido Coelho-Ceará;Vinícius Moreira de Lima-Ceará;Vinícius Goes-Ceará;John Stiven Mendoza-Ceará;Jô-Ceará;Diego Rigonato Rodrigues-Ceará;Messias-Ceará;José Roberto Assunção de Araújo Filho-Ceará
2024-11-18;Ceará;29;3;5;680;682;América-MG;0;3;15;8;6;0;0.38;0.62;251;0.77;13;11;0;3;0;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0775;0.0;193;0.0673575129533678;507.89473684210526;0.5333333333333333;21.05263157894737;7;-0.24;5;-3;2;0.0597609561752988;0.0666666666666666;0.38;8.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.1666666666666666;0.0039840637450199;15.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-12;Ceará;29;3;0;680;673;Botafogo RP;1;1;16;10;8;1;0.57;0.43;435;0.85;13;9;1;1;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.043;0.0769230769230769;370;0.0351351351351351;649.1228070175439;0.4375;12.280701754385966;6;0.1399999999999999;4;0;4;0.0367816091954023;0.25;0.1425;1.75;1;3;4;1;0;0;1;0;0.25;0.5;0.0091954022988505;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Ceará;29;3;1;680;686;Avaí;2;2;11;5;5;2;0.48;0.52;382;0.76;12;12;2;2;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.104;0.1666666666666666;290;0.0413793103448275;604.1666666666667;0.6363636363636364;14.583333333333334;6;-0.04;5;0;0;0.0287958115183246;0.1818181818181818;0.24;3.5;0;2;2;1;0;0;0;1;0.1818181818181818;0.4;0.0052356020942408;5.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Ceará;29;3;3;680;689;Paysandu;2;1;13;5;7;1;0.47;0.53;378;0.86;9;8;2;1;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.106;0.2222222222222222;325;0.0276923076923076;691.4893617021277;0.4615384615384615;12.765957446808512;8;-0.06;3;1;1;0.0343915343915343;0.1538461538461538;0.235;3.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.2857142857142857;0.0052910052910052;6.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Ceará;29;3;3;680;662;Santos;0;3;13;7;4;4;0.62;0.38;476;0.81;15;16;0;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0542857142857142;0.0;386;0.038860103626943;622.5806451612904;0.4615384615384615;9.67741935483871;6;0.24;1;-3;-1;0.0273109243697479;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Ceará;29;3;1;680;665;Ituano;1;4;23;9;7;6;0.58;0.42;459;0.85;8;13;1;4;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0466666666666666;0.125;390;0.0205128205128205;672.4137931034484;0.217391304347826;8.620689655172415;14;0.1599999999999999;-2;-3;-5;0.0501089324618736;0.0869565217391304;0.29;2.5;0;2;2;1;0;0;1;0;0.0869565217391304;0.2857142857142857;0.0043572984749455;11.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-12;Ceará;29;3;0;680;666;Ponte Preta;2;4;15;8;7;3;0.42;0.58;359;0.79;11;17;2;4;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0725;0.1818181818181818;284;0.0387323943661971;676.1904761904763;0.6;21.42857142857143;7;-0.1599999999999999;1;-2;-6;0.0417827298050139;0.0666666666666666;0.42;9.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.1428571428571428;0.0027855153203342;15.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-07;Ceará;29;0;1;680;679;Sport Recife;5;6;15;14;3;3;0.48;0.52;308;0.63;8;10;5;6;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0371428571428571;0.625;194;0.0412371134020618;404.1666666666667;0.4;12.5;1;-0.04;2;-1;-2;0.0487012987012987;0.0666666666666666;0.48;6.0;0;1;1;0;0;1;1;0;0.0666666666666666;0.3333333333333333;0.0032467532467532;15.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-27;Ceará;29;0;1;680;691;Brusque;2;1;16;10;2;3;0.55;0.45;379;0.82;13;10;2;1;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.045;0.1538461538461538;311;0.0418006430868167;565.4545454545454;0.5625;16.363636363636363;6;0.1;4;1;3;0.0422163588390501;0.0625;0.55;9.0;0;1;1;1;0;0;0;1;0.0625;0.5;0.0026385224274406;16.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Ceará;29;1;0;680;681;Vila Nova;1;2;13;13;6;4;0.46;0.54;398;0.81;8;7;1;2;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0415384615384615;0.125;322;0.0248447204968944;700.0;0.4615384615384615;13.043478260869565;0;-0.08;3;-1;1;0.0326633165829145;0.3076923076923077;0.115;1.5;3;1;4;1;0;0;0;1;0.3076923076923077;0.6666666666666666;0.0100502512562814;3.25;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Ceará;29;1;1;680;684;Coritiba;5;2;8;13;3;6;0.46;0.54;361;0.76;18;16;5;2;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0415384615384615;0.2777777777777778;274;0.0656934306569343;595.6521739130435;0.0;0.0;-5;-0.08;-3;3;2;0.0221606648199446;0.125;0.46;0.0;0;1;1;0;0;1;1;0;0.125;0.3333333333333333;0.002770083102493;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Ceará;29;1;3;680;688;Chapecoense;3;8;15;9;5;5;0.59;0.41;438;0.8;12;12;3;8;0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0455555555555555;0.25;350;0.0342857142857142;593.2203389830509;0.6666666666666666;16.949152542372882;6;0.18;6;-5;0;0.0342465753424657;0.0666666666666666;0.59;10.0;1;0;1;0;0;1;1;0;0.0666666666666666;0.2;0.002283105022831;15.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-08;Ceará;29;5;0;680;685;Operário;6;7;14;18;7;7;0.46;0.54;383;0.76;12;9;5;5;1;2;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.03;0.5;291;0.0412371134020618;632.6086956521739;0.4285714285714285;13.043478260869565;-4;-0.08;4;-1;3;0.0365535248041775;0.1428571428571428;0.23;3.0;1;1;2;1;0;0;0;1;0.1428571428571428;0.2857142857142857;0.0052219321148825;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Ceará;29;20;1;680;687;Amazonas;1;3;13;11;3;5;0.62;0.38;477;0.84;13;15;1;2;0;1;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0345454545454545;0.0769230769230769;401;0.0324189526184538;646.7741935483871;0.5384615384615384;11.290322580645162;2;0.24;6;-2;-2;0.0272536687631027;0.0769230769230769;0.62;7.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0020964360587002;13.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Ceará;29;9;9;680;671;Novorizontino;4;3;10;9;5;2;0.55;0.45;405;0.74;12;18;4;3;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.05;0.3333333333333333;300;0.04;545.4545454545454;0.4;7.272727272727272;1;0.1;1;1;-6;0.0246913580246913;0.1;0.55;4.0;0;1;1;1;0;0;0;1;0.1;0.2;0.0024691358024691;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-21;Ceará;29;1;0;680;690;CRB;0;1;10;13;5;4;0.42;0.58;329;0.75;11;15;0;1;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0446153846153846;0.0;247;0.0445344129554655;588.0952380952381;0.4;9.523809523809524;-3;-0.1599999999999999;-2;-1;-4;0.0303951367781155;0.2;0.21;2.0;1;1;2;1;0;0;1;0;0.2;0.4;0.0060790273556231;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Ceará;29;3;0;680;670;Mirassol;2;3;34;7;7;3;0.53;0.47;395;0.86;15;8;1;3;1;0;19;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0671428571428571;0.1333333333333333;340;0.0441176470588235;641.5094339622641;0.5588235294117647;35.84905660377358;27;0.06;17;-1;7;0.0860759493670886;0.0294117647058823;0.53;19.0;0;1;1;0;0;1;0;1;0.0294117647058823;0.1428571428571428;0.0025316455696202;34.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-12;Ceará;29;1;0;680;683;Goiás;5;3;11;15;1;6;0.39;0.61;255;0.65;15;9;5;3;0;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0406666666666666;0.3333333333333333;166;0.0903614457831325;425.6410256410256;0.7272727272727273;20.51282051282051;-4;-0.2199999999999999;2;2;6;0.0431372549019607;0.0909090909090909;0.39;8.0;1;0;1;0;0;1;1;0;0.0909090909090909;1.0;0.0039215686274509;11.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-06;Ceará;29;1;3;680;668;Guarani;3;3;8;5;5;1;0.46;0.54;351;0.75;13;16;3;3;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.108;0.2307692307692307;263;0.0494296577946768;571.7391304347826;0.375;6.521739130434782;3;-0.08;-1;0;-3;0.0227920227920227;0.375;0.1533333333333333;1.0;1;2;3;1;0;0;0;1;0.375;0.6;0.0085470085470085;2.6666666666666665;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-28;Ceará;29;0;3;680;682;América-MG;1;2;15;17;6;4;0.39;0.61;332;0.78;16;10;1;2;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0358823529411764;0.0625;259;0.0617760617760617;664.1025641025641;0.2666666666666666;10.256410256410255;-2;-0.2199999999999999;0;-1;6;0.0451807228915662;0.1333333333333333;0.195;2.0;2;0;2;0;1;0;1;0;0.1333333333333333;0.3333333333333333;0.0060240963855421;7.5;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-25;Ceará;29;0;7;680;673;Botafogo RP;3;2;21;6;8;2;0.48;0.52;382;0.8;15;15;3;2;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0866666666666666;0.2;306;0.0490196078431372;637.5;0.1428571428571428;6.25;15;-0.04;0;1;0;0.0549738219895288;0.1904761904761904;0.12;0.75;3;1;4;1;0;0;0;1;0.1904761904761904;0.5;0.0104712041884816;5.25;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-19;Ceará;29;1;30;680;686;Avaí;2;3;10;9;3;2;0.31;0.69;301;0.72;16;14;2;3;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0766666666666666;0.125;217;0.0737327188940092;700.0;0.4;12.903225806451614;1;-0.3799999999999999;0;-1;2;0.0332225913621262;0.1;0.31;4.0;0;1;1;1;0;0;1;0;0.1;0.3333333333333333;0.0033222591362126;10.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-12;Ceará;29;3;0;680;689;Paysandu;4;3;14;12;7;4;0.43;0.57;274;0.74;17;16;3;3;1;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0474999999999999;0.2352941176470588;203;0.083743842364532;472.093023255814;0.4285714285714285;13.953488372093023;2;-0.1399999999999999;3;1;1;0.0510948905109489;0.0714285714285714;0.43;6.0;1;0;1;0;0;1;1;0;0.0714285714285714;0.1428571428571428;0.0036496350364963;14.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
