Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Luiz Júnior-Villarreal;Kiko Femenía-Villarreal;Juan Marcos Foyth-Villarreal;Logan Costa-Villarreal;Sergi Cardona-Villarreal;Yéremy Pino-Villarreal;Santiago Comesaña Veiga-Villarreal;Dani Parejo-Villarreal;Denis Suárez-Villarreal;Ayoze Pérez-Villarreal;Thierno Barry-Villarreal;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Alfonso Pedraza Sag-Villarreal;Tajon Buchanan-Villarreal;Álex Baena-Villarreal;Pau Navarro-Villarreal;Willy Kambwala-Villarreal;Diego Conde-Villarreal;Pape Gueye-Villarreal;Nicolas Pépé-Villarreal;Gerard Moreno Balagueró-Villarreal;Raúl Albiol-Villarreal;Eric Bertrand Bailly-Villarreal;Juan Bernat-Villarreal;Pau Cabanes-Villarreal;Alassane Diatta-Villarreal;Ramón Terrats Espacio-Villarreal;Ilias Akhomach-Villarreal;Arnaut Danjuma-Villarreal;Pepe Reina-Villarreal;Yerson Mosquera-Villarreal;Aïssa Mandi-Villarreal;Jorge Cuenca Barreno-Villarreal;Bertrand Traoré-Villarreal;Manu Trigueros-Villarreal;Alexander Sørloth-Villarreal;Filip Jörgensen-Villarreal;Alberto Moreno-Villarreal;Gonçalo Guedes-Villarreal;Francis Coquelin-Villarreal;Étienne Capoue-Villarreal;Adrià Altimira-Villarreal;José Luis Morales Nogales-Villarreal;Matteo Gabbia-Villarreal;Ben Brereton Díaz-Villarreal;Carlos Romero Serrano-Villarreal;Jorge Pascual-Villarreal;Víctor Moreno Alcalá-Villarreal;Pau Torres-Villarreal;Samuel Chukwueze-Villarreal;Nicolas Jackson-Villarreal;Giovani Lo Celso-Villarreal;Johan Mojica-Villarreal;Manuel Morlanes Ariño-Villarreal
2024-10-29;Villarreal;19;1;1;37;449;Poblense;1;2;17;11;10;4;0.56;0.44;560;0.88;8;6;1;2;0;0;4;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2;0.04;0.125;493;0.0162271805273833;880.3571428571428;0.2352941176470588;7.142857142857142;6;0.12;2;-1;2;0.0303571428571428;0.3529411764705882;0.0933333333333333;0.6666666666666666;5;1;6;1;0;0;1;0;0.3529411764705882;0.6;0.0107142857142857;2.833333333333333;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Villarreal;1;1;3;37;51;Valladolid;2;4;21;7;9;3;0.55;0.45;510;0.87;13;16;2;4;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.0642857142857143;0.1538461538461538;444;0.0292792792792792;807.2727272727273;0.2857142857142857;10.909090909090908;14;0.1;2;-2;-3;0.0411764705882352;0.0952380952380952;0.275;3.0;1;1;2;1;0;0;1;0;0.0952380952380952;0.2222222222222222;0.0039215686274509;10.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Villarreal;1;3;1;37;48;Getafe;4;3;10;21;4;4;0.58;0.42;369;0.73;18;21;4;3;0;0;5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;5;0.02;0.2222222222222222;269;0.0669144981412639;463.7931034482759;0.5;8.620689655172415;-11;0.1599999999999999;0;1;-3;0.02710027100271;0.1;0.58;5.0;1;0;1;0;1;0;0;1;0.1;0.25;0.002710027100271;10.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Villarreal;1;0;1;37;12;Real Madrid;1;0;12;11;1;2;0.44;0.56;516;0.91;11;7;1;0;0;0;5;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.0509090909090909;0.0909090909090909;470;0.0234042553191489;1068.1818181818182;0.4166666666666667;11.363636363636363;1;-0.12;3;1;4;0.0232558139534883;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-30;Villarreal;1;1;1;37;50;U. D. Las Palmas;0;4;20;7;7;3;0.42;0.58;443;0.86;15;11;0;4;0;0;3;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;2;0.0828571428571428;0.0;381;0.0393700787401574;907.1428571428572;0.15;7.142857142857143;13;-0.1599999999999999;1;-4;4;0.0451467268623024;0.15;0.1399999999999999;1.0;1;2;3;1;0;0;0;1;0.15;0.4285714285714285;0.0067720090293453;6.666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Villarreal;1;1;1;37;49;RCD Espanyol;3;5;15;9;4;2;0.43;0.57;400;0.84;14;12;3;5;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;4;0.0633333333333333;0.2142857142857142;336;0.0416666666666666;781.3953488372093;0.0666666666666666;2.3255813953488373;6;-0.1399999999999999;-3;-2;2;0.0375;0.1333333333333333;0.215;0.5;1;1;2;1;0;0;1;0;0.1333333333333333;0.5;0.005;7.5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Villarreal;1;1;0;37;10;Barcelona;6;1;13;17;4;10;0.35;0.65;326;0.81;11;12;6;1;0;0;7;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;3;0.038235294117647;0.5454545454545454;264;0.0416666666666666;754.2857142857143;0.5384615384615384;20.0;-4;-0.3;4;5;-1;0.0398773006134969;0.0769230769230769;0.35;7.0;1;0;1;0;0;1;0;1;0.0769230769230769;0.25;0.0030674846625766;13.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Villarreal;1;1;3;37;40;R.C.D. Mallorca;3;4;21;9;4;4;0.46;0.54;387;0.8;10;11;3;3;0;1;6;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;0.06;0.3;310;0.032258064516129;673.9130434782609;0.2857142857142857;13.043478260869565;12;-0.08;-1;-1;-1;0.0542635658914728;0.0952380952380952;0.23;3.0;1;1;2;1;0;0;1;0;0.0952380952380952;0.5;0.0051679586563307;10.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Villarreal;1;1;1;37;52;Valencia C. F.;4;3;9;22;2;5;0.42;0.58;372;0.81;11;15;3;3;1;0;3;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;14;0.0263636363636363;0.3636363636363636;301;0.0365448504983388;716.6666666666667;0.3333333333333333;7.142857142857143;-13;-0.1599999999999999;-11;1;-4;0.0241935483870967;0.1111111111111111;0.42;3.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.5;0.0026881720430107;9.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Villarreal;1;1;6;37;44;Celta de Vigo;4;3;24;20;9;9;0.44;0.56;450;0.89;8;7;4;3;0;0;7;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.028;0.5;400;0.02;909.0909090909092;0.2916666666666667;15.909090909090908;4;-0.12;3;1;1;0.0533333333333333;0.1666666666666666;0.11;1.75;1;3;4;1;0;0;0;1;0.1666666666666666;0.4444444444444444;0.0088888888888888;6.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Villarreal;1;1;0;37;43;Sevilla;5;3;8;16;6;7;0.39;0.61;357;0.74;8;16;5;3;0;0;2;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.038125;0.625;264;0.0303030303030303;676.9230769230769;0.25;5.128205128205128;-8;-0.2199999999999999;-5;2;-8;0.0224089635854341;0.25;0.195;1.0;1;1;2;1;0;0;1;0;0.25;0.3333333333333333;0.0056022408963585;4.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Villarreal;1;1;17;37;27;Atlético Madrid;1;3;9;9;3;4;0.44;0.56;477;0.88;7;12;1;3;0;0;2;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.0622222222222222;0.1428571428571428;420;0.0166666666666666;954.5454545454544;0.2222222222222222;4.545454545454546;0;-0.12;-1;-2;-5;0.0188679245283018;0.2222222222222222;0.22;1.0;2;0;2;0;1;0;0;1;0.2222222222222222;0.6666666666666666;0.0041928721174004;4.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Villarreal;1;1;7;37;41;Osasuna;3;4;11;12;3;6;0.57;0.43;490;0.87;6;13;3;4;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0358333333333333;0.5;426;0.0140845070422535;747.3684210526317;0.3636363636363636;7.017543859649123;-1;0.1399999999999999;-2;-1;-7;0.0224489795918367;0.0909090909090909;0.57;4.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0020408163265306;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Villarreal;1;1;3;37;12;Real Madrid;2;2;21;12;7;6;0.43;0.57;502;0.89;15;12;2;2;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0474999999999999;0.1333333333333333;447;0.0335570469798657;1039.5348837209303;0.1428571428571428;6.976744186046512;9;-0.1399999999999999;0;0;3;0.0418326693227091;0.1904761904761904;0.1075;0.75;1;3;4;0;1;0;0;1;0.1904761904761904;0.5714285714285714;0.0079681274900398;5.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-14;Villarreal;1;1;3;37;24;Girona;4;1;11;22;3;5;0.33;0.67;386;0.83;14;3;3;1;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0304545454545454;0.2857142857142857;320;0.04375;969.6969696969696;0.0909090909090909;3.0303030303030303;-11;-0.34;-4;3;11;0.0284974093264248;0.0909090909090909;0.33;1.0;0;1;1;1;0;0;1;0;0.0909090909090909;0.3333333333333333;0.0025906735751295;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Villarreal;1;1;4;37;43;Sevilla;3;5;25;8;7;4;0.6;0.4;509;0.87;12;14;3;5;0;0;10;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.05;0.25;443;0.0270880361173814;738.3333333333334;0.4;16.666666666666668;17;0.1999999999999999;9;-2;-2;0.0491159135559921;0.12;0.1999999999999999;3.333333333333333;1;2;3;1;0;0;0;1;0.12;0.4285714285714285;0.005893909626719;8.333333333333334;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Villarreal;1;1;6;37;44;Celta de Vigo;1;4;11;23;3;7;0.46;0.54;522;0.87;5;11;0;4;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0234782608695652;0.2;454;0.0110132158590308;986.9565217391304;0.0909090909090909;2.1739130434782608;-12;-0.08;-1;-3;-6;0.0210727969348659;0.1818181818181818;0.23;0.5;1;1;2;0;0;1;1;0;0.1818181818181818;0.6666666666666666;0.003831417624521;5.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Villarreal;1;1;3;37;42;Rayo Vallecano;2;1;15;20;7;4;0.45;0.55;409;0.85;15;8;2;1;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0275;0.1333333333333333;348;0.043103448275862;773.3333333333333;0.2;6.666666666666666;-5;-0.1;-3;1;7;0.0366748166259168;0.2;0.15;1.0;1;2;3;1;0;0;0;1;0.2;0.4285714285714285;0.0073349633251833;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Villarreal;1;1;3;37;126;Almería;4;2;11;24;3;5;0.43;0.57;388;0.84;16;10;4;1;0;1;2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.0237499999999999;0.25;326;0.0490797546012269;758.1395348837209;0.1818181818181818;4.651162790697675;-13;-0.1399999999999999;-3;2;6;0.0283505154639175;0.1818181818181818;0.215;1.0;1;1;2;1;0;0;1;0;0.1818181818181818;0.6666666666666666;0.0051546391752577;5.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Villarreal;1;1;3;37;38;Athletic;2;3;10;13;2;6;0.47;0.53;459;0.8;12;13;1;3;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0407692307692307;0.1666666666666666;367;0.0326975476839237;780.8510638297872;0.1;2.127659574468085;-3;-0.06;-2;-1;-1;0.0217864923747276;0.1;0.47;1.0;0;1;1;0;1;0;1;0;0.1;0.5;0.0021786492374727;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-01;Villarreal;1;0;4;37;27;Atlético Madrid;3;3;11;14;2;8;0.52;0.48;515;0.85;14;22;3;3;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0342857142857142;0.2142857142857142;438;0.0319634703196347;842.3076923076923;0.2727272727272727;5.769230769230769;-3;0.04;0;0;-8;0.0213592233009708;0.0909090909090909;0.52;3.0;0;1;1;0;0;1;0;1;0.0909090909090909;0.5;0.0019417475728155;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Villarreal;1;1;1;37;52;Valencia C. F.;5;1;13;14;7;7;0.53;0.47;470;0.8;12;12;5;1;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0335714285714285;0.4166666666666667;376;0.0319148936170212;709.4339622641509;0.3846153846153846;9.433962264150942;-1;0.06;3;4;0;0.0276595744680851;0.0769230769230769;0.53;5.0;0;1;1;1;0;0;0;1;0.0769230769230769;0.1428571428571428;0.002127659574468;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-14;Villarreal;5;0;2;37;764;Marsella;3;5;25;7;8;2;0.64;0.36;467;0.82;12;12;3;5;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0514285714285714;0.25;383;0.031331592689295;598.4375;0.36;14.0625;18;0.28;6;-2;0;0.0535331905781584;0.12;0.2133333333333333;3.0;1;2;3;1;0;0;0;1;0.12;0.375;0.006423982869379;8.333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Villarreal;1;1;3;37;39;Betis;3;2;6;13;4;4;0.46;0.54;445;0.85;17;12;2;1;1;1;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;11;0.0415384615384615;0.1764705882352941;378;0.0449735449735449;821.7391304347826;0.6666666666666666;8.695652173913043;-7;-0.08;-7;1;5;0.0134831460674157;0.5;0.1533333333333333;1.3333333333333333;1;2;3;1;0;0;1;0;0.5;0.75;0.0067415730337078;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-07;Villarreal;5;1;0;37;764;Marsella;4;1;5;12;0;7;0.4;0.6;346;0.84;15;12;3;1;1;0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0499999999999999;0.2666666666666666;291;0.0515463917525773;727.5;0.6;7.5;-7;-0.1999999999999999;1;3;3;0.0144508670520231;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Villarreal;1;1;6;37;119;Granada;1;2;16;9;10;3;0.48;0.52;437;0.83;12;15;1;2;0;0;6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0577777777777777;0.0833333333333333;363;0.0330578512396694;756.25;0.375;12.5;7;-0.04;2;-1;-3;0.0366132723112128;0.3125;0.096;1.2;3;2;5;1;0;0;0;1;0.3125;0.5;0.011441647597254;3.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-23;Villarreal;1;1;7;37;46;Real Sociedad;4;3;6;21;4;8;0.29;0.71;251;0.72;14;15;4;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13;0.0338095238095238;0.2857142857142857;181;0.0773480662983425;624.1379310344828;0.3333333333333333;6.896551724137932;-15;-0.42;-11;1;-1;0.0239043824701195;0.5;0.0966666666666666;0.6666666666666666;1;2;3;1;0;0;1;0;0.5;0.75;0.0119521912350597;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-16;Villarreal;1;1;1;37;48;Getafe;0;1;20;11;7;2;0.56;0.44;464;0.76;13;13;0;1;0;0;8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.04;0.0;353;0.036827195467422;630.3571428571428;0.4;14.285714285714285;9;0.12;5;-1;0;0.043103448275862;0.05;0.56;8.0;0;1;1;0;1;0;0;1;0.05;0.1428571428571428;0.0021551724137931;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Villarreal;1;1;3;37;45;Alavés;2;0;13;17;4;4;0.49;0.51;383;0.8;11;7;2;0;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10;0.03;0.1818181818181818;306;0.0359477124183006;624.4897959183673;0.6923076923076923;18.367346938775512;-4;-0.02;-1;2;4;0.0339425587467362;0.0769230769230769;0.49;9.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.25;0.0026109660574412;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Villarreal;1;1;1;37;130;Cádiz;3;1;19;8;4;2;0.6;0.4;490;0.83;14;14;3;1;0;0;13;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.05;0.2142857142857142;407;0.0343980343980344;678.3333333333334;0.6842105263157895;21.666666666666668;11;0.1999999999999999;11;2;0;0.0387755102040816;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
