Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Aaron Ramsdale-Southampton;Taylor Harwood-Bellis-Southampton;Jan Bednarek-Southampton;Jack Stephens-Southampton;Kyle Walker-Peters-Southampton;Flynn Downes-Southampton;Lesley Ugochukwu-Southampton;Ryan Manning-Southampton;Mateus Fernandes-Southampton;Kamaldeen Sulemana-Southampton;Ross C. Stewart-Southampton;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Paul Onuachu-Southampton;Cameron Archer-Southampton;Joe Aribo-Southampton;Tyler Dibling-Southampton;Armel Bella-Kotchap-Southampton;Yukinari Sugawara-Southampton;Will Smallbone-Southampton;Albert Grønbæk-Southampton;James Bree-Southampton;Welington-Southampton;Nathan Wood-Southampton;Alex McCarthy-Southampton;Adam Armstrong-Southampton;Joe Lumley-Southampton;Ryan Fraser-Southampton;Adam Lallana-Southampton;Charlie Taylor-Southampton;Maxwel Cornet-Southampton;Ben Brereton Díaz-Southampton;Ronnie Edwards-Southampton;Samuel Amo-Ameyaw-Southampton;Samuel Edozie-Southampton;David Brooks-Southampton;Che Adams-Southampton;Shea Charles-Southampton;Sékou Mara-Southampton;Joe Rothwell-Southampton;Stuart Armstrong-Southampton;Gavin Bazunu-Southampton;Mason Holgate-Southampton;Jayden Meghoma-Southampton;Carlos Jonás Alcaraz-Southampton;Nathan Tella-Southampton;Lyanco-Southampton;Romain Perraud-Southampton;Moussa Djenepo-Southampton;James Ward-Prowse-Southampton;Roméo Lavia-Southampton;Theo Walcott-Southampton;Mohamed Elyounoussi-Southampton;Ainsley Maitland-Niles-Southampton;Duje Ćaleta-Car-Southampton;Ibrahima Diallo-Southampton;Mislav Oršić-Southampton;Mohamed Salisu Abdul Karim-Southampton
2024-12-18;Southampton;14;9;0;68;2;Liverpool;2;2;6;14;4;4;0.31;0.69;289;0.78;10;10;2;2;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;7;0.04928571428571428;0.2;225;0.044444444444444446;725.8064516129032;0.5;9.67741935483871;-8;-0.37999999999999995;-4;0;0;0.020761245674740483;0.16666666666666666;0.31;3.0;0;1;1;0;0;1;0;1;0.16666666666666666;0.25;0.0034602076124567475;6.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Southampton;3;4;3;68;1;Aston Villa;3;1;4;18;0;5;0.53;0.47;490;0.89;15;18;3;1;0;0;1;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;14;0.02611111111111111;0.2;436;0.034403669724770644;822.6415094339623;0.25;1.8867924528301885;-14;0.06000000000000005;-13;2;-3;0.00816326530612245;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Southampton;3;4;3;68;53;Chelsea;2;0;6;26;4;13;0.45;0.55;432;0.88;7;14;1;0;1;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;7;0.021153846153846155;0.2857142857142857;380;0.018421052631578946;844.4444444444445;0.8333333333333334;11.11111111111111;-20;-0.10000000000000003;-2;2;-7;0.013888888888888888;0.16666666666666666;0.45;5.0;1;0;1;0;0;1;0;1;0.16666666666666666;0.25;0.0023148148148148147;6.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Southampton;14;0;9;68;830;Stoke City;2;1;12;6;5;2;0.78;0.22;807;0.93;5;11;2;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;0.03666666666666667;0.4;751;0.006657789613848202;962.8205128205128;0.4166666666666667;6.41025641025641;6;0.56;4;1;-6;0.01486988847583643;0.25;0.26;1.6666666666666667;2;1;3;1;0;0;0;1;0.25;0.6;0.0037174721189591076;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Southampton;3;9;7;68;3;Manchester City;3;1;5;22;2;8;0.43;0.57;479;0.9;9;9;3;1;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;12;0.025909090909090906;0.3333333333333333;431;0.02088167053364269;1002.3255813953489;0.2;2.3255813953488373;-17;-0.13999999999999996;-11;2;0;0.010438413361169102;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Southampton;3;5;3;68;63;Leicester City;6;3;14;18;7;4;0.42;0.58;359;0.82;10;10;5;3;1;0;10;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;0.03222222222222222;0.6;294;0.034013605442176874;700.0;0.7142857142857143;23.80952380952381;-4;-0.15999999999999998;4;3;0;0.03899721448467967;0.14285714285714285;0.21;5.0;2;0;2;0;0;1;0;1;0.14285714285714285;0.2857142857142857;0.005571030640668524;7.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Southampton;3;3;3;68;66;Ipswich;4;4;11;13;3;6;0.54;0.46;492;0.86;16;16;4;4;0;0;2;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;10;0.03538461538461539;0.25;423;0.037825059101654845;783.3333333333333;0.18181818181818182;3.7037037037037033;-2;0.08000000000000002;-8;0;0;0.022357723577235773;0.09090909090909091;0.54;2.0;1;0;1;0;1;0;0;1;0.09090909090909091;0.3333333333333333;0.0020325203252032522;11.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Southampton;14;3;3;68;64;Everton;1;3;11;14;4;4;0.74;0.26;791;0.91;7;12;1;3;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;0.018571428571428572;0.14285714285714285;720;0.009722222222222222;972.972972972973;0.36363636363636365;5.405405405405405;-3;0.48;-5;-2;-5;0.01390644753476612;0.09090909090909091;0.74;4.0;1;0;1;0;1;0;1;0;0.09090909090909091;0.25;0.0012642225031605564;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Southampton;3;3;3;68;62;Manchester United;2;4;6;20;4;10;0.44;0.56;480;0.87;11;14;1;4;1;0;0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.028000000000000004;0.18181818181818182;418;0.02631578947368421;950.0;0.0;0.0;-14;-0.12000000000000005;-7;-2;-3;0.0125;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Southampton;3;2;0;68;57;Brentford;1;2;18;20;6;7;0.64;0.36;621;0.88;7;10;1;2;0;0;8;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.018;0.14285714285714285;546;0.01282051282051282;853.125;0.4444444444444444;12.5;-2;0.28;6;-1;-3;0.028985507246376812;0.05555555555555555;0.64;8.0;0;1;1;0;0;1;1;0;0.05555555555555555;0.16666666666666666;0.001610305958132045;18.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Southampton;14;0;3;68;837;Cardiff;3;2;13;10;8;4;0.74;0.26;772;0.93;4;12;3;2;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.026000000000000002;0.75;718;0.005571030640668524;970.2702702702703;0.46153846153846156;8.108108108108109;3;0.48;3;1;-8;0.01683937823834197;0.38461538461538464;0.148;1.2;2;3;5;1;0;0;1;0;0.38461538461538464;0.625;0.006476683937823834;2.6;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Southampton;3;2;3;68;55;Nottingham Forest;3;3;5;23;1;8;0.65;0.35;656;0.9;14;14;3;3;0;0;4;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;10;0.015217391304347825;0.21428571428571427;590;0.023728813559322035;907.6923076923076;0.8;6.153846153846153;-18;0.30000000000000004;-6;0;0;0.007621951219512195;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Southampton;3;2;0;68;60;Newcastle;4;3;19;3;4;1;0.78;0.22;649;0.89;16;15;4;2;0;1;12;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.07333333333333333;0.25;578;0.02768166089965398;741.025641025641;0.631578947368421;15.384615384615383;16;0.56;9;1;1;0.029275808936825885;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Southampton;16;2;3;68;817;Leeds;6;2;7;12;3;2;0.42;0.58;378;0.8;13;18;6;2;0;0;4;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.04833333333333333;0.46153846153846156;302;0.04304635761589404;719.047619047619;0.5714285714285714;9.523809523809524;-5;-0.15999999999999998;0;4;-5;0.018518518518518517;0.14285714285714285;0.42;4.0;1;0;1;1;0;0;1;0;0.14285714285714285;0.3333333333333333;0.0026455026455026454;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-17;Southampton;16;0;3;68;823;Albion;0;4;11;8;4;3;0.65;0.35;567;0.92;13;12;0;4;0;0;3;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.04375;0.0;522;0.02490421455938697;803.0769230769231;0.2727272727272727;4.615384615384615;3;0.30000000000000004;-5;-4;1;0.019400352733686066;0.2727272727272727;0.21666666666666667;1.0;0;3;3;1;0;0;0;1;0.2727272727272727;0.75;0.005291005291005291;3.6666666666666665;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Southampton;16;4;3;68;817;Leeds;3;4;11;11;4;4;0.43;0.57;419;0.86;17;18;3;4;0;0;2;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.05181818181818181;0.17647058823529413;360;0.04722222222222222;837.2093023255815;0.18181818181818182;4.651162790697675;0;-0.13999999999999996;-3;-1;-1;0.026252983293556086;0.18181818181818182;0.215;1.0;2;0;2;1;0;0;1;0;0.18181818181818182;0.5;0.00477326968973747;5.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Southampton;16;0;3;68;830;Stoke City;2;1;14;15;3;8;0.66;0.34;664;0.88;4;14;2;1;0;0;8;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.02266666666666667;0.5;584;0.00684931506849315;884.8484848484848;0.5714285714285714;12.121212121212121;-1;0.32;1;1;-10;0.02108433734939759;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Southampton;16;0;0;68;63;Leicester City;0;1;7;17;0;6;0.67;0.33;721;0.88;7;20;0;1;0;0;4;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.019411764705882354;0.0;634;0.011041009463722398;946.2686567164178;0.5714285714285714;5.970149253731343;-10;0.34;3;-1;-13;0.009708737864077669;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Southampton;16;0;3;68;837;Cardiff;3;1;21;12;8;7;0.63;0.37;616;0.88;8;12;3;1;0;0;5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.030833333333333334;0.375;542;0.014760147601476014;860.3174603174604;0.23809523809523808;7.936507936507937;9;0.26;1;2;-4;0.03409090909090909;0.047619047619047616;0.63;5.0;1;0;1;0;0;1;1;0;0.047619047619047616;0.125;0.0016233766233766235;21.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-16;Southampton;16;0;29;68;835;Preston;0;2;23;1;6;1;0.78;0.22;793;0.9;7;12;0;2;0;0;5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.22;0.0;714;0.00980392156862745;915.3846153846154;0.21739130434782608;6.41025641025641;22;0.56;5;-2;-5;0.029003783102143757;0.13043478260869565;0.26;1.6666666666666667;3;0;3;1;0;0;0;1;0.13043478260869565;0.5;0.0037831021437578815;7.666666666666667;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-09;Southampton;16;0;3;68;833;Coventry City;1;2;14;9;6;2;0.61;0.39;626;0.89;15;15;1;2;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.043333333333333335;0.06666666666666667;557;0.026929982046678635;913.1147540983607;0.42857142857142855;9.836065573770492;5;0.21999999999999997;-2;-1;0;0.022364217252396165;0.14285714285714285;0.305;3.0;2;0;2;1;0;0;0;1;0.14285714285714285;0.3333333333333333;0.003194888178913738;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Southampton;16;0;3;68;824;Blackburn Rovers;2;3;7;11;2;3;0.69;0.31;697;0.89;8;17;2;3;0;0;5;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;0.028181818181818183;0.25;620;0.012903225806451613;898.5507246376812;0.7142857142857143;7.246376811594203;-4;0.37999999999999995;4;-1;-9;0.010043041606886656;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-01;Southampton;16;0;3;68;66;Ipswich;2;3;17;13;8;6;0.65;0.35;587;0.86;12;14;1;3;1;0;7;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.02692307692307692;0.16666666666666666;505;0.023762376237623763;776.9230769230769;0.4117647058823529;10.769230769230768;4;0.30000000000000004;7;-1;-2;0.028960817717206135;0.11764705882352941;0.325;3.5;2;0;2;0;0;1;1;0;0.11764705882352941;0.25;0.0034071550255536627;8.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Southampton;16;0;7;68;820;Sunderland AFC;3;3;21;13;10;5;0.61;0.39;570;0.84;13;15;3;3;0;0;6;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2;0.030000000000000002;0.23076923076923078;479;0.027139874739039668;785.2459016393443;0.2857142857142857;9.836065573770492;8;0.21999999999999997;4;0;-2;0.03684210526315789;0.19047619047619047;0.1525;1.5;2;2;4;1;0;0;0;1;0.19047619047619047;0.4;0.007017543859649123;5.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Southampton;16;0;3;68;243;Birmingham City;1;4;26;12;11;4;0.78;0.22;739;0.89;7;11;1;3;0;1;16;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6;0.018333333333333333;0.14285714285714285;658;0.010638297872340425;843.5897435897435;0.6153846153846154;20.51282051282051;14;0.56;10;-3;-4;0.035182679296346414;0.15384615384615385;0.195;4.0;1;3;4;1;0;0;1;0;0.15384615384615385;0.36363636363636365;0.005412719891745603;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-28;Southampton;15;0;0;68;2;Liverpool;1;0;12;18;3;6;0.47;0.53;543;0.88;2;10;1;0;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7;0.029444444444444447;0.5;478;0.0041841004184100415;1017.0212765957448;0.6666666666666666;17.02127659574468;-6;-0.06000000000000005;1;1;-8;0.022099447513812154;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Southampton;16;0;1;68;825;Millwall;4;3;14;8;7;3;0.81;0.19;770;0.92;9;8;4;3;0;0;13;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.02375;0.4444444444444444;708;0.012711864406779662;874.074074074074;0.9285714285714286;16.049382716049383;6;0.6200000000000001;12;1;1;0.01818181818181818;0.07142857142857142;0.81;13.0;1;0;1;0;0;1;0;1;0.07142857142857142;0.14285714285714285;0.0012987012987012987;14.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-20;Southampton;16;1;1;68;838;Hull City;1;2;15;17;3;5;0.59;0.41;657;0.88;9;13;1;2;0;0;4;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.02411764705882353;0.1111111111111111;578;0.015570934256055362;979.6610169491526;0.26666666666666666;6.779661016949153;-2;0.18;2;-1;-4;0.0228310502283105;0.06666666666666667;0.59;4.0;0;1;1;0;0;1;0;1;0.06666666666666667;0.3333333333333333;0.0015220700152207;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-16;Southampton;16;0;3;68;823;Albion;1;2;13;9;4;2;0.63;0.37;672;0.91;5;8;1;2;0;0;9;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.04111111111111111;0.2;612;0.008169934640522876;971.4285714285714;0.6923076923076923;14.285714285714286;4;0.26;3;-1;-3;0.019345238095238096;0.15384615384615385;0.315;4.5;1;1;2;1;0;0;1;0;0.15384615384615385;0.5;0.002976190476190476;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
