Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;John-Botafogo;Vitinho-Botafogo;Jair Paula da Cunha Filho-Botafogo;David Ricardo-Botafogo;Alex Telles-Botafogo;Jeffinho-Botafogo;Gregore de Magalhães da Silva-Botafogo;Marlon Freitas-Botafogo;Cuiabano-Botafogo;Rwan Cruz-Botafogo;Igor Jesus Maciel da Cruz-Botafogo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Patrick de Paula-Botafogo;Newton-Botafogo;Artur Victor Guimarães-Botafogo;Gonzalo Mastriani-Botafogo;Léo Linck-Botafogo;Mateo Ponte-Botafogo;Danilo Barbosa da Silva-Botafogo;Alexander Barboza-Botafogo;Allan Marques Loureiro-Botafogo;Matheus Martins-Botafogo;Jefferson Savarino-Botafogo;Santiago Rodríguez Molina-Botafogo;Lucas Halter-Botafogo;Adryelson-Botafogo;Luiz Henrique André Rosa da Silva-Botafogo;Carlos Eduardo-Botafogo;Roberto Junior Fernández-Botafogo;Thiago Almada-Botafogo;Bartolomeu Jacinto Quissanga-Botafogo;Tchê Tchê-Botafogo;Júnior Santos-Botafogo;Tiquinho Soares-Botafogo;Fernando Marçal-Botafogo;Óscar Romero Villamayor-Botafogo;Carlos Alberto Gomes da Silva Filho-Botafogo;Kauê-Botafogo;Damián Suárez-Botafogo;Hugo Gonçalves Ferreira Neto-Botafogo;Yarlen-Botafogo;Diego Manuel Hernández-Botafogo;Matheus Nascimento-Botafogo;João Victor-Botafogo;Lucas Perri-Botafogo;Philipe Sampaio-Botafogo;Víctor Cuesta-Botafogo;Luis Henrique Tomaz de Lima-Botafogo;Janderson-Botafogo;Gabriel Appelt Pires-Botafogo;Leonel Di Plácido-Botafogo;Diego Costa-Botafogo;JP Galvão-Botafogo;Matías Segovia-Botafogo;Lucas Fernandes da Silva-Botafogo;Gustavo Sauer-Botafogo;Breno Rodrigues da Silva-Botafogo;Rafael da Silva-Botafogo;Luis Segovia-Botafogo
2024-06-29;Botafogo;10;1;3;210;777;Vasco da Gama;5;4;13;10;6;2;0.46;0.54;370;0.8;23;13;5;4;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0;0.054000000000000006;0.21739130434782608;296;0.0777027027027027;643.4782608695651;0.38461538461538464;10.869565217391305;3;-0.08000000000000002;5;1;10;0.03513513513513514;0.07692307692307693;0.46;5.0;0;1;1;0;1;0;1;0;0.07692307692307693;0.16666666666666666;0.002702702702702703;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-26;Botafogo;10;3;6;210;659;Bragantino;2;3;12;13;4;6;0.48;0.52;410;0.78;13;12;2;3;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.04;0.15384615384615385;320;0.040625;666.6666666666667;0.5833333333333334;14.583333333333334;-1;-0.040000000000000036;3;-1;1;0.02926829268292683;0.16666666666666666;0.24;3.5;1;1;2;1;0;0;0;1;0.16666666666666666;0.5;0.004878048780487805;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-22;Botafogo;10;1;4;210;778;Criciúma;3;4;11;16;2;4;0.62;0.38;519;0.85;14;16;3;4;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.02375;0.21428571428571427;441;0.031746031746031744;711.2903225806451;0.6363636363636364;11.290322580645162;-5;0.24;3;-1;-2;0.02119460500963391;0.09090909090909091;0.62;7.0;0;1;1;0;0;1;1;0;0.09090909090909091;0.5;0.0019267822736030828;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-19;Botafogo;10;3;3;210;649;Paranaense;0;5;8;16;1;6;0.62;0.38;508;0.86;13;14;0;5;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;9;0.02375;0.0;437;0.029748283752860413;704.8387096774194;0.625;8.064516129032258;-8;0.24;-4;-5;-1;0.015748031496062992;0.125;0.62;5.0;0;1;1;0;1;0;0;1;0.125;1.0;0.001968503937007874;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Botafogo;10;3;8;210;206;Grêmio;3;3;14;15;5;4;0.55;0.45;504;0.84;11;12;3;3;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.030000000000000002;0.2727272727272727;423;0.026004728132387706;769.090909090909;0.2857142857142857;7.2727272727272725;-1;0.10000000000000003;-3;0;-1;0.027777777777777776;0.14285714285714285;0.275;2.0;1;1;2;1;0;0;1;0;0.14285714285714285;0.4;0.003968253968253968;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-11;Botafogo;10;8;3;210;197;Fluminense;3;3;19;6;6;0;0.43;0.57;311;0.77;22;13;3;3;0;0;14;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.09499999999999999;0.13636363636363635;239;0.09205020920502092;555.8139534883721;0.7368421052631579;32.55813953488372;13;-0.13999999999999996;12;0;9;0.06109324758842444;0.05263157894736842;0.43;14.0;0;1;1;1;0;0;0;1;0.05263157894736842;0.16666666666666666;0.003215434083601286;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-01;Botafogo;10;3;0;210;652;Corinthians;4;2;9;16;2;7;0.47;0.53;398;0.77;16;7;4;2;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.033125;0.25;306;0.05228758169934641;651.0638297872341;0.5555555555555556;10.638297872340425;-7;-0.06000000000000005;3;2;9;0.022613065326633167;0.1111111111111111;0.47;5.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.5;0.002512562814070352;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-28;Botafogo;-1;3;0;210;209;Junior;3;3;10;9;0;1;0.41;0.59;292;0.82;9;11;2;3;1;0;4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.06555555555555555;0.3333333333333333;239;0.03765690376569038;582.9268292682927;0.4;9.75609756097561;1;-0.18;0;0;-2;0.03424657534246575;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Botafogo;12;3;3;210;693;Vitória;5;2;9;17;3;5;0.35;0.65;285;0.79;16;9;5;2;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.03823529411764706;0.3125;225;0.07111111111111111;642.8571428571429;0.2222222222222222;5.714285714285714;-8;-0.30000000000000004;-4;3;7;0.031578947368421054;0.2222222222222222;0.175;1.0;1;1;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.007017543859649123;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-16;Botafogo;-1;3;30;210;212;Universitario;2;2;5;16;1;2;0.43;0.57;312;0.71;10;16;2;2;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11;0.035625;0.2;222;0.04504504504504504;516.2790697674419;0.0;0.0;-11;-0.13999999999999996;-11;0;-6;0.016025641025641024;0.2;0.43;0.0;0;1;1;1;0;0;1;0;0.2;1.0;0.003205128205128205;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Botafogo;10;3;3;210;644;Fortaleza;6;4;11;10;5;4;0.58;0.42;492;0.84;19;12;6;4;0;0;5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.041999999999999996;0.3157894736842105;413;0.04600484261501211;712.0689655172414;0.45454545454545453;8.620689655172415;1;0.15999999999999998;-1;2;7;0.022357723577235773;0.09090909090909091;0.58;5.0;1;0;1;0;1;0;1;0;0.09090909090909091;0.2;0.0020325203252032522;11.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-08;Botafogo;-1;3;4;210;211;LDU Quito;4;3;13;13;5;4;0.61;0.39;416;0.82;18;11;4;3;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.030000000000000002;0.2222222222222222;341;0.05278592375366569;559.016393442623;0.07692307692307693;1.639344262295082;0;0.21999999999999997;-4;1;7;0.03125;0.15384615384615385;0.305;0.5;1;1;2;1;0;0;0;1;0.15384615384615385;0.4;0.004807692307692308;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Botafogo;10;3;22;210;697;Bahía;2;2;16;10;5;4;0.56;0.44;530;0.89;10;5;2;2;0;0;5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.044;0.2;472;0.0211864406779661;842.8571428571428;0.3125;8.928571428571427;6;0.12000000000000005;4;0;5;0.03018867924528302;0.0625;0.56;5.0;0;1;1;0;0;1;0;1;0.0625;0.2;0.0018867924528301887;16.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Botafogo;12;1;29;210;693;Vitória;2;0;15;15;5;1;0.56;0.44;538;0.86;22;10;2;0;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.029333333333333333;0.09090909090909091;463;0.047516198704103674;826.7857142857142;0.06666666666666667;1.7857142857142856;0;0.12000000000000005;-4;2;12;0.027881040892193308;0.06666666666666667;0.56;1.0;0;1;1;1;0;0;0;1;0.06666666666666667;0.2;0.0018587360594795538;15.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Botafogo;10;1;3;210;214;Flamengo;4;1;9;15;3;0;0.4;0.6;358;0.81;15;12;4;1;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8;0.04;0.26666666666666666;290;0.05172413793103448;725.0;0.3333333333333333;7.5;-6;-0.19999999999999996;-5;3;3;0.025139664804469275;0.2222222222222222;0.2;1.5;0;2;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.00558659217877095;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Botafogo;-1;1;2;210;212;Universitario;2;4;11;10;4;1;0.71;0.29;626;0.9;10;15;2;4;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.028999999999999998;0.2;563;0.017761989342806393;792.9577464788733;0.2727272727272727;4.225352112676057;1;0.42;-1;-2;-5;0.01757188498402556;0.2727272727272727;0.23666666666666666;1.0;0;3;3;1;0;0;0;1;0.2727272727272727;0.75;0.004792332268370607;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Botafogo;10;1;3;210;779;Juventude;3;3;13;12;6;1;0.56;0.44;490;0.89;22;10;3;2;0;1;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.03666666666666667;0.13636363636363635;436;0.05045871559633028;778.5714285714284;0.38461538461538464;8.928571428571427;1;0.12000000000000005;1;0;12;0.026530612244897958;0.38461538461538464;0.11200000000000002;1.0;2;3;5;1;0;0;0;1;0.38461538461538464;0.8333333333333334;0.01020408163265306;2.6;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-18;Botafogo;10;1;1;210;776;Atlético Goianiense;3;4;13;12;4;3;0.53;0.47;466;0.83;13;11;3;4;0;0;8;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8;0.03916666666666666;0.23076923076923078;387;0.03359173126614987;730.188679245283;0.6153846153846154;15.094339622641508;1;0.06000000000000005;0;-1;2;0.027896995708154508;0.07692307692307693;0.53;8.0;1;0;1;1;0;0;0;1;0.07692307692307693;0.25;0.002145922746781116;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Botafogo;10;1;0;210;636;Cruzeiro;4;4;6;15;3;5;0.43;0.57;319;0.78;11;12;3;4;1;0;3;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.038;0.36363636363636365;249;0.04417670682730924;579.0697674418604;0.5;6.976744186046512;-9;-0.13999999999999996;-3;0;-1;0.018808777429467086;0.3333333333333333;0.215;1.5;1;1;2;0;0;1;1;0;0.3333333333333333;0.6666666666666666;0.006269592476489028;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-11;Botafogo;-1;1;1;210;211;LDU Quito;0;3;10;14;2;3;0.59;0.41;462;0.83;7;10;0;3;0;0;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8;0.029285714285714283;0.0;383;0.018276762402088774;649.1525423728814;0.3;5.084745762711865;-4;0.18;-5;-3;-3;0.021645021645021644;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-03;Botafogo;-1;0;3;210;209;Junior;3;3;20;8;8;3;0.58;0.42;465;0.84;16;6;3;3;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0525;0.1875;391;0.04092071611253197;674.1379310344828;0.25;8.620689655172415;12;0.15999999999999998;2;0;10;0.043010752688172046;0.05;0.58;5.0;1;0;1;0;0;1;0;1;0.05;0.125;0.002150537634408602;20.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-13;Botafogo;-1;3;3;210;659;Bragantino;6;1;9;17;1;6;0.38;0.62;243;0.6;13;8;5;1;1;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10;0.036470588235294116;0.46153846153846156;146;0.08904109589041095;384.2105263157895;0.4444444444444444;10.526315789473685;-8;-0.24;-6;5;5;0.037037037037037035;0.1111111111111111;0.38;4.0;0;1;1;0;1;0;1;0;0.1111111111111111;1.0;0.00411522633744856;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-06;Botafogo;-1;0;3;210;659;Bragantino;1;1;7;8;5;3;0.46;0.54;325;0.7;10;14;1;1;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0675;0.1;227;0.04405286343612335;493.4782608695652;0.2857142857142857;4.3478260869565215;-1;-0.08000000000000002;2;0;-4;0.021538461538461538;0.2857142857142857;0.23;1.0;1;1;2;1;0;0;0;1;0.2857142857142857;0.4;0.006153846153846154;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-28;Botafogo;-1;0;29;210;-1;Aurora;2;5;20;5;12;1;0.51;0.49;417;0.86;15;12;2;5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.098;0.13333333333333333;359;0.04178272980501393;703.9215686274509;0.0;0.0;15;0.020000000000000018;-3;-3;3;0.047961630695443645;0.3;0.085;0.0;3;3;6;1;0;0;0;1;0.3;0.5;0.014388489208633094;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-21;Botafogo;-1;0;17;210;-1;Aurora;3;3;11;16;4;6;0.36;0.64;282;0.71;14;10;3;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.04;0.21428571428571427;200;0.07;555.5555555555555;0.18181818181818182;5.555555555555555;-5;-0.28;-4;0;4;0.03900709219858156;0.09090909090909091;0.36;2.0;1;0;1;0;1;0;1;0;0.09090909090909091;0.25;0.0035460992907801418;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-06;Botafogo;10;3;3;210;641;Internacional;2;1;9;7;5;3;0.46;0.54;473;0.87;10;10;2;1;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.07714285714285715;0.2;412;0.024271844660194174;895.6521739130434;0.5555555555555556;10.869565217391305;2;-0.08000000000000002;4;1;0;0.019027484143763214;0.1111111111111111;0.46;5.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.2;0.0021141649048625794;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Botafogo;10;17;0;210;636;Cruzeiro;4;3;16;7;2;3;0.61;0.39;523;0.86;17;13;4;3;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.055714285714285716;0.23529411764705882;450;0.03777777777777778;737.7049180327868;0.375;9.836065573770492;9;0.21999999999999997;4;1;4;0.030592734225621414;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-29;Botafogo;10;6;7;210;684;Coritiba;2;5;24;13;6;2;0.54;0.46;462;0.84;11;15;1;4;1;1;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.03538461538461539;0.18181818181818182;388;0.028350515463917526;718.5185185185185;0.4166666666666667;18.51851851851852;11;0.08000000000000002;7;-3;-4;0.05194805194805195;0.041666666666666664;0.54;10.0;0;1;1;0;1;0;1;0;0.041666666666666664;0.16666666666666666;0.0021645021645021645;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
