Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;John-Botafogo;Vitinho-Botafogo;Jair Paula da Cunha Filho-Botafogo;David Ricardo-Botafogo;Alex Telles-Botafogo;Jeffinho-Botafogo;Gregore de Magalhães da Silva-Botafogo;Marlon Freitas-Botafogo;Cuiabano-Botafogo;Rwan Cruz-Botafogo;Igor Jesus Maciel da Cruz-Botafogo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Patrick de Paula-Botafogo;Newton-Botafogo;Artur Victor Guimarães-Botafogo;Gonzalo Mastriani-Botafogo;Léo Linck-Botafogo;Mateo Ponte-Botafogo;Danilo Barbosa da Silva-Botafogo;Alexander Barboza-Botafogo;Allan Marques Loureiro-Botafogo;Matheus Martins-Botafogo;Jefferson Savarino-Botafogo;Santiago Rodríguez Molina-Botafogo;Lucas Halter-Botafogo;Adryelson-Botafogo;Luiz Henrique André Rosa da Silva-Botafogo;Carlos Eduardo-Botafogo;Roberto Junior Fernández-Botafogo;Thiago Almada-Botafogo;Bartolomeu Jacinto Quissanga-Botafogo;Tchê Tchê-Botafogo;Júnior Santos-Botafogo;Tiquinho Soares-Botafogo;Fernando Marçal-Botafogo;Óscar Romero Villamayor-Botafogo;Carlos Alberto Gomes da Silva Filho-Botafogo;Kauê-Botafogo;Damián Suárez-Botafogo;Hugo Gonçalves Ferreira Neto-Botafogo;Yarlen-Botafogo;Diego Manuel Hernández-Botafogo;Matheus Nascimento-Botafogo;João Victor-Botafogo;Lucas Perri-Botafogo;Philipe Sampaio-Botafogo;Víctor Cuesta-Botafogo;Luis Henrique Tomaz de Lima-Botafogo;Janderson-Botafogo;Gabriel Appelt Pires-Botafogo;Leonel Di Plácido-Botafogo;Diego Costa-Botafogo;JP Galvão-Botafogo;Matías Segovia-Botafogo;Lucas Fernandes da Silva-Botafogo;Gustavo Sauer-Botafogo;Breno Rodrigues da Silva-Botafogo;Rafael da Silva-Botafogo;Luis Segovia-Botafogo
2024-11-20;Botafogo;10;3;6;210;220;Atlético Mineiro;2;6;27;3;4;0;0.71;0.29;531;0.87;11;9;0;5;2;1;11;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.09666666666666666;0.18181818181818182;462;0.023809523809523808;650.7042253521128;0.4074074074074074;15.492957746478874;24;0.42;10;-4;2;0.05084745762711865;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Botafogo;10;3;7;210;656;Cuiabá;0;6;28;4;5;2;0.74;0.26;648;0.89;8;14;0;6;0;0;8;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1;0.065;0.0;577;0.01386481802426343;779.7297297297297;0.2857142857142857;10.81081081081081;24;0.48;7;-6;-6;0.043209876543209874;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Botafogo;10;3;3;210;777;Vasco da Gama;0;2;20;11;5;3;0.64;0.36;578;0.91;13;8;0;1;0;1;7;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.03272727272727272;0.0;526;0.024714828897338403;821.875;0.35;10.9375;9;0.28;3;-2;5;0.03460207612456748;0.15;0.21333333333333335;2.3333333333333335;2;1;3;1;0;0;0;1;0.15;0.6;0.005190311418685121;6.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Botafogo;-1;3;3;210;221;Peñarol;5;2;8;22;3;5;0.44;0.56;314;0.68;12;12;4;1;1;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;8;0.025454545454545455;0.4166666666666667;214;0.056074766355140186;486.3636363636364;0.125;2.272727272727273;-14;-0.12000000000000005;-7;3;0;0.025477707006369428;0.125;0.44;1.0;0;1;1;0;0;1;1;0;0.125;0.3333333333333333;0.0031847133757961785;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Botafogo;10;3;3;210;659;Bragantino;1;1;19;6;5;1;0.62;0.38;444;0.8;17;13;1;1;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.06333333333333334;0.058823529411764705;355;0.04788732394366197;572.5806451612904;0.3157894736842105;9.67741935483871;13;0.24;3;0;4;0.04279279279279279;0.05263157894736842;0.62;6.0;0;1;1;1;0;0;1;0;0.05263157894736842;0.2;0.0022522522522522522;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Botafogo;-1;3;3;210;221;Peñarol;3;1;22;8;10;2;0.69;0.31;503;0.84;18;8;3;1;0;0;7;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.03875;0.16666666666666666;423;0.0425531914893617;613.0434782608696;0.3181818181818182;10.144927536231885;14;0.37999999999999995;3;2;10;0.0437375745526839;0.22727272727272727;0.13799999999999998;1.4;0;5;5;1;0;0;0;1;0.22727272727272727;0.5;0.009940357852882704;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-18;Botafogo;10;6;9;210;778;Criciúma;1;2;25;6;7;3;0.73;0.27;690;0.87;12;10;1;2;0;0;9;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1;0.045000000000000005;0.08333333333333333;600;0.02;821.9178082191781;0.36;12.32876712328767;19;0.45999999999999996;8;-1;2;0.036231884057971016;0.04;0.73;9.0;0;1;1;0;1;0;0;1;0.04;0.14285714285714285;0.0014492753623188406;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Botafogo;10;3;17;210;649;Paranaense;4;2;11;26;3;3;0.46;0.54;409;0.77;20;8;4;2;0;0;3;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;8;0.02076923076923077;0.2;315;0.06349206349206349;684.7826086956521;0.2727272727272727;6.521739130434782;-15;-0.08000000000000002;-5;2;12;0.02689486552567237;0.09090909090909091;0.46;3.0;1;0;1;1;0;0;1;0;0.09090909090909091;0.3333333333333333;0.0024449877750611247;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Botafogo;10;3;3;210;206;Grêmio;4;4;15;11;3;4;0.63;0.37;470;0.89;10;14;4;3;0;1;5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.03363636363636364;0.4;418;0.023923444976076555;663.4920634920635;0.3333333333333333;7.936507936507937;4;0.26;2;0;-4;0.031914893617021274;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Botafogo;-1;3;3;210;201;São Paulo;4;5;10;20;1;3;0.4;0.6;279;0.74;15;11;3;4;1;1;3;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.03;0.26666666666666666;206;0.07281553398058252;515.0;0.3;7.5;-10;-0.19999999999999996;-1;-1;4;0.035842293906810034;0.1;0.4;3.0;1;0;1;0;1;0;1;0;0.1;1.0;0.0035842293906810036;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Botafogo;10;3;3;210;197;Fluminense;1;1;9;13;6;5;0.51;0.49;424;0.83;17;13;1;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.03769230769230769;0.058823529411764705;352;0.048295454545454544;690.1960784313725;0.4444444444444444;7.8431372549019605;-4;0.020000000000000018;-1;0;4;0.02122641509433962;0.1111111111111111;0.51;4.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.16666666666666666;0.0023584905660377358;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Botafogo;-1;3;17;210;201;São Paulo;2;2;22;6;6;1;0.64;0.36;547;0.84;11;13;2;2;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1;0.06;0.18181818181818182;459;0.023965141612200435;717.1875;0.18181818181818182;6.25;16;0.28;3;0;-2;0.04021937842778794;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Botafogo;10;3;29;210;652;Corinthians;1;3;21;12;10;2;0.57;0.43;527;0.86;12;7;1;3;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.035833333333333335;0.08333333333333333;453;0.026490066225165563;794.7368421052632;0.2857142857142857;10.526315789473685;9;0.13999999999999996;3;-2;5;0.03984819734345351;0.09523809523809523;0.285;3.0;1;1;2;1;0;0;0;1;0.09523809523809523;0.2;0.003795066413662239;10.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Botafogo;10;3;3;210;644;Fortaleza;3;4;22;10;7;1;0.65;0.35;567;0.87;13;8;3;4;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.034999999999999996;0.23076923076923078;493;0.02636916835699797;758.4615384615385;0.4090909090909091;13.846153846153845;12;0.30000000000000004;3;-1;5;0.03880070546737213;0.09090909090909091;0.325;4.5;0;2;2;1;0;0;0;1;0.09090909090909091;0.2857142857142857;0.003527336860670194;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Botafogo;10;3;14;210;697;Bahía;4;4;14;17;5;7;0.46;0.54;359;0.82;21;19;4;4;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.031764705882352945;0.19047619047619047;294;0.07142857142857142;639.1304347826086;0.5;15.217391304347826;-3;-0.08000000000000002;3;0;2;0.03899721448467967;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-21;Botafogo;-1;3;3;210;217;Palmeiras;5;1;8;25;2;6;0.34;0.66;234;0.69;17;12;5;1;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;9;0.0264;0.29411764705882354;161;0.10559006211180125;473.52941176470586;0.125;2.941176470588235;-17;-0.32;-8;4;5;0.03418803418803419;0.25;0.17;0.5;0;2;2;0;1;0;1;0;0.25;1.0;0.008547008547008548;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Botafogo;10;3;3;210;214;Flamengo;4;2;19;10;9;4;0.54;0.46;472;0.9;17;7;4;2;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.046;0.23529411764705882;425;0.04;787.037037037037;0.2631578947368421;9.25925925925926;9;0.08000000000000002;3;2;10;0.04025423728813559;0.21052631578947367;0.135;1.25;1;3;4;1;0;0;0;1;0.21052631578947367;0.4444444444444444;0.00847457627118644;4.75;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Botafogo;-1;3;6;210;217;Palmeiras;3;3;10;7;3;3;0.52;0.48;461;0.81;14;9;3;3;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.06857142857142857;0.21428571428571427;373;0.03753351206434316;717.3076923076923;0.4;7.692307692307692;3;0.040000000000000036;3;0;5;0.021691973969631236;0.2;0.26;2.0;2;0;2;1;0;0;0;1;0.2;0.6666666666666666;0.004338394793926247;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Botafogo;10;3;1;210;779;Juventude;5;3;24;16;10;8;0.64;0.36;538;0.89;14;10;5;3;0;0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0225;0.35714285714285715;479;0.029227557411273485;748.4375;0.5;18.75;8;0.28;6;2;4;0.04460966542750929;0.08333333333333333;0.32;6.0;0;2;2;0;0;1;1;0;0.08333333333333333;0.2;0.0037174721189591076;12.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Botafogo;12;3;14;210;697;Bahía;4;4;10;16;1;5;0.37;0.63;324;0.77;16;13;3;3;1;1;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;0.039375;0.25;249;0.0642570281124498;672.972972972973;0.4;10.81081081081081;-6;-0.26;-3;0;3;0.030864197530864196;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Botafogo;10;1;0;210;776;Atlético Goianiense;4;4;13;9;9;3;0.53;0.47;337;0.78;14;17;3;3;1;1;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.05222222222222222;0.2857142857142857;263;0.053231939163498096;496.2264150943396;0.5384615384615384;13.20754716981132;4;0.06000000000000005;4;0;-3;0.03857566765578635;0.3076923076923077;0.1325;1.75;1;3;4;1;0;0;1;0;0.3076923076923077;0.4444444444444444;0.011869436201780416;3.25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-30;Botafogo;12;3;14;210;697;Bahía;0;1;16;11;5;4;0.42;0.58;426;0.8;15;4;0;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.05272727272727273;0.0;341;0.04398826979472141;811.9047619047619;0.25;9.523809523809524;5;-0.15999999999999998;3;-1;11;0.03755868544600939;0.0625;0.42;4.0;1;0;1;0;1;0;0;1;0.0625;0.2;0.002347417840375587;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Botafogo;10;1;3;210;636;Cruzeiro;2;4;19;12;10;5;0.59;0.41;494;0.87;14;15;2;4;0;0;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.034166666666666665;0.14285714285714285;430;0.03255813953488372;728.8135593220339;0.42105263157894735;13.559322033898306;7;0.18;7;-2;-1;0.038461538461538464;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Botafogo;10;3;3;210;201;São Paulo;3;4;12;15;6;6;0.31;0.69;265;0.76;22;17;3;4;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.046;0.13636363636363635;201;0.10945273631840796;648.3870967741935;0.08333333333333333;3.2258064516129035;-3;-0.37999999999999995;-6;-1;5;0.045283018867924525;0.16666666666666666;0.155;0.5;2;0;2;0;1;0;1;0;0.16666666666666666;0.3333333333333333;0.007547169811320755;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-20;Botafogo;10;13;14;210;641;Internacional;4;2;10;10;4;1;0.48;0.52;371;0.75;16;14;4;2;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1;0.052000000000000005;0.25;278;0.05755395683453238;579.1666666666667;0.2;4.166666666666667;0;-0.040000000000000036;1;2;2;0.026954177897574125;0.1;0.48;2.0;1;0;1;1;0;0;0;1;0.1;0.25;0.0026954177897574125;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-17;Botafogo;10;3;3;210;217;Palmeiras;2;0;16;18;7;5;0.43;0.57;263;0.68;20;10;2;0;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.03166666666666666;0.1;179;0.11173184357541899;416.27906976744185;0.3125;11.627906976744185;-2;-0.13999999999999996;1;2;10;0.060836501901140684;0.0625;0.43;5.0;0;1;1;1;0;0;0;1;0.0625;0.14285714285714285;0.0038022813688212928;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-11;Botafogo;10;1;7;210;693;Vitória;3;2;15;11;4;5;0.55;0.45;462;0.86;24;16;3;2;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.04090909090909091;0.125;397;0.060453400503778336;721.8181818181818;0.3333333333333333;9.09090909090909;4;0.10000000000000003;1;1;8;0.032467532467532464;0.06666666666666667;0.55;5.0;0;1;1;1;0;0;1;0;0.06666666666666667;0.25;0.0021645021645021645;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-07;Botafogo;10;3;17;210;220;Atlético Mineiro;2;2;19;6;8;2;0.58;0.42;504;0.88;19;12;2;1;0;1;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.06999999999999999;0.10526315789473684;444;0.04279279279279279;765.5172413793103;0.15789473684210525;5.172413793103448;13;0.15999999999999998;1;0;7;0.037698412698412696;0.15789473684210525;0.19333333333333333;1.0;1;2;3;1;0;0;0;1;0.15789473684210525;0.375;0.005952380952380952;6.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-03;Botafogo;10;1;9;210;656;Cuiabá;1;4;6;11;4;6;0.48;0.52;446;0.86;15;8;1;4;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.04727272727272727;0.06666666666666667;384;0.0390625;800.0;0.8333333333333334;10.416666666666668;-5;-0.040000000000000036;-2;-3;7;0.013452914798206279;0.3333333333333333;0.24;2.5;1;1;2;1;0;0;1;0;0.3333333333333333;0.5;0.004484304932735426;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
