Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;David de Gea-Fiorentina;Marin Pongračić-Fiorentina;Pietro Comuzzo-Fiorentina;Luca Ranieri-Fiorentina;Michael Folorunsho-Fiorentina;Rolando Mandragora-Fiorentina;Danilo Cataldi-Fiorentina;Nicolò Fagioli-Fiorentina;Fabiano Parisi-Fiorentina;Moise Kean-Fiorentina;Albert Guðmundsson-Fiorentina;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Pablo Marí Villar-Fiorentina;Domilson Cordeiro dos Santos-Fiorentina;Matías Agustín Moreno-Fiorentina;Yacine Adli-Fiorentina;Lucas Beltrán-Fiorentina;Nicolò Zaniolo-Fiorentina;Robin Gosens-Fiorentina;Cher Ndour-Fiorentina;Pietro Terracciano-Fiorentina;Amir Richardson-Fiorentina;Andrea Colpani-Fiorentina;Edoardo Bove-Fiorentina;Riccardo Sottil-Fiorentina;Michael Kayode-Fiorentina;Lucas Martínez Quarta-Fiorentina;Jonathan Ikoné-Fiorentina;Christian Kouamé-Fiorentina;Tommaso Martinelli-Fiorentina;Cristiano Biraghi-Fiorentina;Sofyan Amrabat-Fiorentina;Antonín Barák-Fiorentina;Alessandro Bianco-Fiorentina;Maxime Lopez-Fiorentina;Alfred Duncan-Fiorentina;Nicolás González-Fiorentina;Gaetano Castrovilli-Fiorentina;Andrea Belotti-Fiorentina;Nikola Milenković-Fiorentina;Arthur Melo-Fiorentina;Giacomo Bonaventura-Fiorentina;M'Bala Nzola-Fiorentina;Oliver Christensen-Fiorentina;Marco Faraoni-Fiorentina;Josip Brekalo-Fiorentina;Yerry Mina-Fiorentina;Niccolò Pierozzi-Fiorentina;Luka Jović-Fiorentina;Michele Cerofolini-Fiorentina;Aleksa Terzić-Fiorentina;Arthur Cabral-Fiorentina;Lorenzo Venuti-Fiorentina;Igor Julio-Fiorentina;Riccardo Saponara-Fiorentina
2024-12-23;Fiorentina;4;3;2;70;72;Udinese;2;5;15;11;3;4;0.51;0.49;376;0.81;10;14;2;5;0;0;10;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.0445454545454545;0.2;305;0.0327868852459016;598.0392156862745;0.6666666666666666;19.607843137254903;4;0.02;8;-3;-4;0.0398936170212766;0.0666666666666666;0.51;10.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.3333333333333333;0.0026595744680851;15.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-19;Fiorentina;21;3;0;70;138;Guimarães;1;4;12;17;2;5;0.55;0.45;458;0.82;7;20;1;4;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.0264705882352941;0.1428571428571428;376;0.0186170212765957;683.6363636363636;0.5833333333333334;12.727272727272728;-5;0.1;5;-3;-13;0.0262008733624454;0.0833333333333333;0.55;7.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.5;0.0021834061135371;12.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Fiorentina;4;3;3;70;29;Bolonia;2;2;10;16;4;6;0.48;0.52;340;0.69;10;16;2;2;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0325;0.2;235;0.0425531914893617;489.58333333333337;0.3;6.25;-6;-0.04;2;0;-6;0.0294117647058823;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Fiorentina;21;1;0;70;160;LASK;1;1;23;7;9;3;0.55;0.45;593;0.91;14;13;1;1;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1;0.0642857142857143;0.0714285714285714;540;0.0259259259259259;981.8181818181818;0.217391304347826;9.09090909090909;16;0.1;4;0;1;0.0387858347386172;0.3043478260869565;0.0785714285714285;0.7142857142857143;3;4;7;1;0;0;0;1;0.3043478260869565;0.7777777777777778;0.0118043844856661;3.2857142857142856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Fiorentina;4;3;3;70;79;Cagliari;3;2;8;8;3;1;0.49;0.51;429;0.79;9;20;3;2;0;0;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.06375;0.3333333333333333;339;0.0265486725663716;691.8367346938776;0.75;12.244897959183673;0;-0.02;2;1;-11;0.0186480186480186;0.125;0.49;6.0;1;0;1;1;0;0;0;1;0.125;0.3333333333333333;0.0023310023310023;8.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Fiorentina;35;3;17;70;75;Empoli;1;2;15;7;8;3;0.6;0.4;491;0.83;12;17;1;2;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;0.0571428571428571;0.0833333333333333;408;0.0294117647058823;680.0;0.4;10.0;8;0.1999999999999999;0;-1;-5;0.0305498981670061;0.1333333333333333;0.3;3.0;0;2;2;0;1;0;0;1;0.1333333333333333;0.25;0.0040733197556008;7.5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Fiorentina;21;3;3;70;147;Pafos;2;4;13;9;4;3;0.49;0.51;418;0.9;11;18;2;4;0;0;4;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.0566666666666666;0.1818181818181818;376;0.0292553191489361;767.3469387755102;0.3076923076923077;8.16326530612245;4;-0.02;-1;-2;-7;0.0311004784688995;0.2307692307692307;0.1633333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.2307692307692307;0.75;0.0071770334928229;4.333333333333333;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Fiorentina;4;3;3;70;78;Como;1;3;8;10;4;4;0.42;0.58;382;0.81;15;11;1;2;0;1;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.0579999999999999;0.0666666666666666;309;0.0485436893203883;735.7142857142858;0.5;9.523809523809524;-2;-0.1599999999999999;1;-2;4;0.0209424083769633;0.25;0.21;2.0;1;1;2;1;0;0;1;0;0.25;0.5;0.0052356020942408;4.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Fiorentina;4;3;3;70;77;Hellas Verona;1;2;11;8;6;2;0.61;0.39;415;0.83;1;19;1;2;0;0;8;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.04875;1.0;344;0.002906976744186;563.9344262295082;0.7272727272727273;13.114754098360656;3;0.2199999999999999;5;-1;-18;0.0265060240963855;0.2727272727272727;0.2033333333333333;2.6666666666666665;1;2;3;1;0;0;0;1;0.2727272727272727;0.5;0.0072289156626506;3.6666666666666665;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Fiorentina;21;3;7;70;159;APOEL FC;3;4;14;9;6;2;0.64;0.36;501;0.86;14;13;3;4;0;0;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.04;0.2142857142857142;431;0.0324825986078886;673.4375;0.2857142857142857;6.25;5;0.28;2;-1;1;0.0279441117764471;0.0714285714285714;0.64;4.0;0;1;1;0;0;1;1;0;0.0714285714285714;0.1666666666666666;0.0019960079840319;14.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Fiorentina;4;3;2;70;73;Torino;1;2;8;9;3;1;0.47;0.53;442;0.85;12;16;1;2;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0588888888888888;0.0833333333333333;376;0.0319148936170212;800.0;0.375;6.382978723404256;-1;-0.06;2;-1;-4;0.0180995475113122;0.125;0.47;3.0;1;0;1;1;0;0;1;0;0.125;0.3333333333333333;0.002262443438914;8.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Fiorentina;4;3;2;70;83;Genoa;2;4;12;14;4;4;0.68;0.32;520;0.87;10;13;2;4;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0228571428571428;0.2;452;0.0221238938053097;664.7058823529411;0.3333333333333333;5.88235294117647;-2;0.36;0;-2;-3;0.023076923076923;0.0833333333333333;0.68;4.0;0;1;1;1;0;0;1;0;0.0833333333333333;0.25;0.0019230769230769;12.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Fiorentina;4;3;23;70;74;Roma;2;4;21;14;10;5;0.39;0.61;344;0.88;13;11;2;3;0;1;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.0435714285714285;0.1538461538461538;303;0.0429042904290429;776.9230769230769;0.2857142857142857;15.384615384615383;7;-0.2199999999999999;4;-2;2;0.0610465116279069;0.238095238095238;0.078;1.2;3;2;5;1;0;0;0;1;0.238095238095238;0.5;0.0145348837209302;4.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Fiorentina;21;1;22;70;167;St Gallen;3;3;25;8;15;4;0.56;0.44;499;0.84;8;10;3;3;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.055;0.375;419;0.0190930787589498;748.2142857142857;0.28;12.499999999999998;17;0.12;5;0;-2;0.0501002004008016;0.16;0.14;1.75;0;4;4;1;0;0;1;0;0.16;0.2666666666666666;0.0080160320641282;6.25;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Fiorentina;4;1;28;70;82;Lecce;5;1;19;5;11;2;0.62;0.38;567;0.89;14;8;5;0;0;1;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.076;0.3571428571428571;505;0.0277227722772277;814.516129032258;0.1578947368421052;4.838709677419355;14;0.24;2;4;6;0.0335097001763668;0.3157894736842105;0.1033333333333333;0.5;3;3;6;1;0;0;1;0;0.3157894736842105;0.5454545454545454;0.0105820105820105;3.1666666666666665;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Fiorentina;4;3;3;70;25;Milan;2;4;12;16;3;8;0.39;0.61;297;0.79;11;21;2;3;0;1;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;0.038125;0.1818181818181818;235;0.0468085106382978;602.5641025641025;0.0;0.0;-4;-0.2199999999999999;-7;-2;-10;0.0404040404040404;0.1666666666666666;0.195;0.0;1;1;2;1;0;0;0;1;0.1666666666666666;0.6666666666666666;0.0067340067340067;6.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Fiorentina;21;3;1;70;152;The New Saints;1;1;28;2;10;1;0.8;0.2;799;0.92;11;11;1;1;0;0;12;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0;0.1;0.0909090909090909;735;0.0149659863945578;918.75;0.4285714285714285;15.0;26;0.6000000000000001;12;0;0;0.0350438047559449;0.0714285714285714;0.4;6.0;0;2;2;1;0;0;0;1;0.0714285714285714;0.2;0.0025031289111389;14.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Fiorentina;4;3;30;70;75;Empoli;1;0;13;8;0;1;0.63;0.37;534;0.85;12;15;1;0;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2;0.04625;0.0833333333333333;454;0.026431718061674;720.6349206349206;0.3076923076923077;6.349206349206349;5;0.26;2;1;-3;0.0243445692883895;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Fiorentina;4;17;3;70;71;Lazio;3;4;14;20;5;6;0.46;0.54;355;0.85;11;15;3;4;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;10;0.027;0.2727272727272727;302;0.0364238410596026;656.5217391304348;0.2142857142857142;6.521739130434782;-6;-0.08;-7;-1;-4;0.0394366197183098;0.1428571428571428;0.23;1.5;0;2;2;1;0;0;0;1;0.1428571428571428;0.4;0.0056338028169014;7.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Fiorentina;4;17;17;70;17;Atalanta;3;2;13;13;5;7;0.48;0.52;397;0.77;15;16;3;2;0;0;2;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;5;0.04;0.2;306;0.0490196078431372;637.5;0.1538461538461538;4.166666666666667;0;-0.04;-3;1;-1;0.0327455919395466;0.1538461538461538;0.24;1.0;2;0;2;0;0;1;1;0;0.1538461538461538;0.4;0.0050377833753148;6.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Fiorentina;4;17;17;70;80;Monza;2;4;18;4;6;3;0.69;0.31;594;0.86;11;22;2;4;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0;0.0775;0.1818181818181818;511;0.0215264187866927;740.5797101449276;0.3888888888888889;10.144927536231885;14;0.3799999999999999;7;-2;-11;0.0303030303030303;0.1111111111111111;0.345;3.5;1;1;2;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.0033670033670033;9.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Fiorentina;21;6;0;70;-1;Puskás Akadémia FC;7;6;7;25;3;9;0.44;0.56;437;0.77;16;19;4;6;3;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9;0.0224;0.4375;336;0.0476190476190476;763.6363636363636;0.4285714285714285;6.818181818181818;-18;-0.12;-6;1;-3;0.0160183066361556;0.1428571428571428;0.44;3.0;0;1;1;0;1;0;1;0;0.1428571428571428;0.3333333333333333;0.0022883295194508;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Fiorentina;4;17;17;70;81;Venezia;1;2;14;8;8;4;0.55;0.45;437;0.83;13;21;1;2;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.05625;0.0769230769230769;363;0.0358126721763085;660.0;0.5;12.727272727272728;6;0.1;4;-1;-8;0.0320366132723112;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Fiorentina;21;6;3;70;-1;Puskás Akadémia FC;3;1;22;9;7;5;0.6;0.4;416;0.82;12;25;3;1;0;0;15;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0444444444444444;0.25;341;0.0351906158357771;568.3333333333334;0.6818181818181818;25.0;13;0.1999999999999999;13;2;-13;0.0528846153846153;0.1363636363636363;0.1999999999999999;5.0;1;2;3;0;1;0;0;1;0.1363636363636363;0.4285714285714285;0.0072115384615384;7.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Fiorentina;4;17;3;70;76;Parma;1;3;15;14;7;6;0.61;0.39;416;0.84;9;15;0;3;1;0;9;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0278571428571428;0.1111111111111111;349;0.0257879656160458;572.1311475409836;0.6;14.754098360655735;1;0.2199999999999999;5;-2;-6;0.0360576923076923;0.0666666666666666;0.61;9.0;0;1;1;0;1;0;1;0;0.0666666666666666;0.1428571428571428;0.0024038461538461;15.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Fiorentina;4;3;29;70;17;Atalanta;2;0;8;12;4;3;0.46;0.54;425;0.79;9;5;2;0;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.045;0.2222222222222222;336;0.0267857142857142;730.4347826086956;0.5;8.695652173913043;-4;-0.08;0;2;4;0.0188235294117647;0.375;0.1533333333333333;1.3333333333333333;3;0;3;1;0;0;1;0;0.375;0.75;0.0070588235294117;2.6666666666666665;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-29;Fiorentina;21;3;3;70;92;Olympiacos;3;4;17;6;4;4;0.54;0.46;526;0.69;17;10;3;4;0;0;6;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0766666666666666;0.1764705882352941;363;0.046831955922865;672.2222222222222;0.3529411764705882;11.11111111111111;11;0.08;1;-1;7;0.0323193916349809;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-23;Fiorentina;4;3;3;70;79;Cagliari;4;2;11;14;5;6;0.64;0.36;434;0.83;14;13;4;2;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.0257142857142857;0.2857142857142857;360;0.0388888888888888;562.5;0.4545454545454545;7.8125;-3;0.28;1;2;1;0.0253456221198156;0.2727272727272727;0.2133333333333333;1.6666666666666667;1;2;3;1;0;0;1;0;0.2727272727272727;0.6;0.0069124423963133;3.6666666666666665;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-17;Fiorentina;4;3;0;70;69;Napoli;1;2;14;15;5;3;0.63;0.37;479;0.83;16;14;1;2;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0246666666666666;0.0625;398;0.0402010050251256;631.7460317460317;0.3571428571428571;7.936507936507937;-1;0.26;2;-1;2;0.0292275574112734;0.1428571428571428;0.315;2.5;2;0;2;0;1;0;0;1;0.1428571428571428;0.4;0.0041753653444676;7.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-13;Fiorentina;4;3;1;70;80;Monza;1;1;16;6;9;2;0.49;0.51;402;0.86;9;14;1;1;0;0;6;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.085;0.1111111111111111;346;0.0260115606936416;706.1224489795918;0.375;12.244897959183673;10;-0.02;5;0;-5;0.0398009950248756;0.125;0.245;3.0;1;1;2;1;0;0;0;1;0.125;0.2222222222222222;0.0049751243781094;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
