Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Mathieu Gorgelin-Le Havre;Loïc Nego-Le Havre;Étienne Youte Kinkoue-Le Havre;Arouna Sangante-Le Havre;Fodé Ballo-Touré-Le Havre;Yassine Kechta-Le Havre;Junior Mwanga-Le Havre;Abdoulaye Touré-Le Havre;Josué Casimir-Le Havre;André Ayew-Le Havre;Issa Soumaré-Le Havre;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Ahmed Hassan Mahgoub-Le Havre;Gautier Lloris-Le Havre;Mahamadou Diawara-Le Havre;Timothée Pembélé-Le Havre;Antoine Joujou-Le Havre;Arthur Desmas-Le Havre;Yanis Zouaoui-Le Havre;Rassoul Ndiaye-Le Havre;Oussama Targhalline-Le Havre;Emmanuel Afriyie Mario Sabbi-Le Havre;Yoann Salmier-Le Havre;Daler Kuziáyev-Le Havre;Ilyes Housni-Le Havre;Mathéo Bodmer-Le Havre;Christopher Opéri-Le Havre;Samuel Grandsir-Le Havre;Steve Ngoura-Le Havre;Oualid El Hajjam-Le Havre;Mohamed Bayo-Le Havre;Mohamed Koné-Le Havre;Nabil Alioui-Le Havre;Andy Elysée Logbo-Le Havre;Nolan Mbemba-Le Havre;Simon Ebonog-Le Havre;Amir Richardson-Le Havre;Victor Lekhal-Le Havre;Elies Mahmoud-Le Havre;Quentin Cornette-Le Havre;Jamal Thiaré-Le Havre;Terence Kongolo-Le Havre;Alois Confais-Le Havre;Yann Kitala-Le Havre;Check Oumar Diakité-Le Havre;Zakaria Diallo-Le Havre
2024-01-07;Le Havre;13;0;1;774;-1;SM Caen;2;1;18;7;5;2;0.53;0.47;536;0.83;12;16;2;1;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.0671428571428571;0.1666666666666666;445;0.0269662921348314;839.622641509434;0.2222222222222222;7.547169811320754;11;0.06;3;1;-4;0.0335820895522388;0.1111111111111111;0.265;2.0;2;0;2;1;0;0;0;1;0.1111111111111111;0.4;0.003731343283582;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Le Havre;2;2;0;774;766;Reims;2;1;4;22;1;7;0.34;0.66;365;0.76;6;7;1;1;1;0;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.03;0.3333333333333333;277;0.0216606498194945;814.7058823529411;0.5;5.88235294117647;-18;-0.32;-4;1;-1;0.010958904109589;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-16;Le Havre;2;1;0;774;109;Niza;4;3;9;13;5;6;0.37;0.63;368;0.78;13;9;3;2;1;1;2;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.0484615384615384;0.3076923076923077;287;0.0452961672473867;775.6756756756757;0.2222222222222222;5.405405405405405;-4;-0.26;-7;1;4;0.0244565217391304;0.3333333333333333;0.1233333333333333;0.6666666666666666;2;1;3;1;0;0;0;1;0.3333333333333333;0.6;0.0081521739130434;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;Le Havre;2;7;3;774;767;Racing de Estrasburgo;1;3;14;12;3;3;0.57;0.43;497;0.79;15;14;1;3;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.0358333333333333;0.0666666666666666;393;0.0381679389312977;689.4736842105264;0.2142857142857142;5.2631578947368425;2;0.1399999999999999;-1;-2;1;0.028169014084507;0.0714285714285714;0.57;3.0;0;1;1;0;0;1;1;0;0.0714285714285714;0.3333333333333333;0.0020120724346076;14.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Le Havre;2;4;0;774;19;PSG;2;2;22;9;7;5;0.61;0.39;624;0.9;11;9;2;1;0;1;9;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.0433333333333333;0.1818181818181818;562;0.0195729537366548;921.311475409836;0.4090909090909091;14.754098360655735;13;0.2199999999999999;7;0;2;0.0352564102564102;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Le Havre;2;8;3;774;769;Nantes;3;1;6;19;0;3;0.38;0.62;368;0.72;17;10;2;1;1;0;5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10;0.0326315789473684;0.1764705882352941;265;0.0641509433962264;697.3684210526316;0.8333333333333334;13.157894736842104;-13;-0.24;-5;2;7;0.0163043478260869;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Le Havre;2;17;17;774;4;Mónaco;2;3;9;10;5;4;0.36;0.64;320;0.7;10;18;2;3;0;0;2;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.064;0.2;224;0.0446428571428571;622.2222222222223;0.2222222222222222;5.555555555555555;-1;-0.28;-2;-1;-8;0.028125;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-05;Le Havre;2;17;0;774;772;Toulouse;2;2;15;17;7;5;0.48;0.52;426;0.81;12;9;2;2;0;0;6;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.0305882352941176;0.1666666666666666;345;0.0347826086956521;718.75;0.4;12.5;-2;-0.04;2;0;3;0.0352112676056338;0.1333333333333333;0.24;3.0;0;2;2;1;0;0;1;0;0.1333333333333333;0.2857142857142857;0.0046948356807511;7.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Le Havre;2;17;3;774;-1;Metz;2;2;12;9;2;3;0.6;0.4;487;0.83;15;13;2;2;0;0;6;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.0444444444444444;0.1333333333333333;404;0.0371287128712871;673.3333333333334;0.5;10.0;3;0.1999999999999999;1;0;2;0.0246406570841889;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-20;Le Havre;2;17;17;774;765;Lens;2;3;14;13;5;7;0.39;0.61;373;0.76;16;9;2;3;0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3;0.0469230769230769;0.125;283;0.0565371024734982;725.6410256410256;0.2142857142857142;7.692307692307692;1;-0.2199999999999999;0;-1;7;0.0375335120643431;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;Le Havre;2;3;0;774;764;Marsella;2;0;7;14;1;6;0.35;0.65;393;0.84;16;6;1;0;1;0;3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.0464285714285714;0.125;330;0.0484848484848484;942.8571428571428;0.4285714285714285;8.571428571428571;-7;-0.3;-1;2;10;0.0178117048346055;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-01;Le Havre;2;5;3;774;15;LOSC;0;0;5;16;0;6;0.37;0.63;392;0.83;18;6;0;0;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;6;0.039375;0.0;325;0.0553846153846153;878.3783783783784;1.2;16.216216216216218;-11;-0.26;0;0;12;0.0127551020408163;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Le Havre;2;7;2;774;-1;Clermont;2;3;9;11;3;4;0.31;0.69;292;0.7;15;17;2;3;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.0627272727272727;0.1333333333333333;204;0.0735294117647058;658.0645161290323;0.1111111111111111;3.2258064516129035;-2;-0.3799999999999999;-2;-1;-2;0.0308219178082191;0.2222222222222222;0.155;0.5;2;0;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.0068493150684931;4.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;Le Havre;2;1;7;774;90;Lyon;2;3;7;23;0;7;0.42;0.58;383;0.8;12;13;2;3;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;0.0252173913043478;0.1666666666666666;306;0.0392156862745098;728.5714285714286;0.1428571428571428;2.380952380952381;-16;-0.1599999999999999;-5;-1;-1;0.0182767624020887;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;Le Havre;2;3;17;774;-1;Lorient;0;0;17;9;6;2;0.43;0.57;441;0.85;10;7;0;0;0;0;5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.0633333333333333;0.0;375;0.0266666666666666;872.0930232558139;0.2941176470588235;11.627906976744184;8;-0.1399999999999999;1;0;3;0.0385487528344671;0.1764705882352941;0.1433333333333333;1.6666666666666667;0;3;3;1;0;0;0;1;0.1764705882352941;0.5;0.0068027210884353;5.666666666666667;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-27;Le Havre;2;3;7;774;768;Rennes;1;1;7;22;3;8;0.38;0.62;439;0.81;7;5;0;1;1;0;2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.0281818181818181;0.1428571428571428;356;0.0196629213483146;936.842105263158;0.2857142857142857;5.2631578947368425;-15;-0.24;-3;0;2;0.0159453302961275;0.2857142857142857;0.19;1.0;1;1;2;0;1;0;1;0;0.2857142857142857;0.6666666666666666;0.0045558086560364;3.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-20;Le Havre;2;4;0;774;5;Stade Brestois;0;2;18;10;7;5;0.57;0.43;462;0.78;18;15;0;2;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.043;0.0;360;0.05;631.5789473684212;0.2777777777777778;8.771929824561404;8;0.1399999999999999;2;-2;3;0.0389610389610389;0.0555555555555555;0.57;5.0;0;1;1;0;0;1;0;1;0.0555555555555555;0.1428571428571428;0.0021645021645021;18.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-13;Le Havre;2;4;3;774;775;Montpellier;2;1;12;14;4;5;0.42;0.58;357;0.74;12;8;2;1;0;0;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4;0.0414285714285714;0.1666666666666666;264;0.0454545454545454;628.5714285714286;0.1666666666666666;4.761904761904762;-2;-0.1599999999999999;-2;1;4;0.0336134453781512;0.1666666666666666;0.21;1.0;1;1;2;0;1;0;1;0;0.1666666666666666;0.5;0.0056022408963585;6.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-07-21;Le Havre;6;9;0;774;19;PSG;0;0;5;11;1;5;0.23;0.77;277;0.82;9;11;0;0;0;0;5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2;0.07;0.0;227;0.039647577092511;986.9565217391304;1.0;21.73913043478261;-6;-0.54;3;0;-2;0.0180505415162454;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-06-02;Le Havre;39;0;3;774;-1;Dijon;3;1;8;10;3;2;0.35;0.65;309;0.62;15;15;3;1;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.065;0.2;192;0.078125;548.5714285714286;0.25;5.714285714285714;-2;-0.3;-3;2;0;0.0258899676375404;0.125;0.35;2.0;1;0;1;1;0;0;0;1;0.125;0.3333333333333333;0.0032362459546925;8.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-26;Le Havre;39;0;6;774;-1;Bastia;5;4;5;9;2;2;0.55;0.45;386;0.75;17;18;5;4;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.05;0.2941176470588235;290;0.0586206896551724;527.2727272727273;0.8;7.272727272727272;-4;0.1;-3;1;-1;0.0129533678756476;0.2;0.55;4.0;0;1;1;0;1;0;1;0;0.2;0.5;0.0025906735751295;5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-22;Le Havre;39;0;3;774;237;Valenciennes;2;2;20;6;2;3;0.7;0.3;596;0.82;11;10;2;2;0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0499999999999999;0.1818181818181818;489;0.0224948875255623;698.5714285714287;0.4;11.428571428571429;14;0.3999999999999999;7;0;1;0.0335570469798657;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-15;Le Havre;39;0;17;774;-1;Annecy Football Club;7;3;13;5;5;2;0.7;0.3;530;0.78;14;14;6;3;1;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.06;0.5;413;0.0338983050847457;590.0;0.3076923076923077;5.714285714285714;8;0.3999999999999999;1;4;0;0.0245283018867924;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-08;Le Havre;39;0;2;774;-1;Rodez Aveyron Football;0;1;24;5;5;3;0.66;0.34;572;0.84;9;14;0;1;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.068;0.0;480;0.01875;727.2727272727273;0.25;9.09090909090909;19;0.32;3;-1;-5;0.0419580419580419;0.0416666666666666;0.66;6.0;0;1;1;1;0;0;0;1;0.0416666666666666;0.2;0.0017482517482517;24.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-29;Le Havre;39;0;3;774;-1;SM Caen;2;0;12;15;6;3;0.45;0.55;357;0.75;18;14;1;0;1;0;11;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0366666666666666;0.1111111111111111;268;0.0671641791044776;595.5555555555555;0.9166666666666666;24.444444444444443;-3;-0.1;3;2;4;0.0336134453781512;0.1666666666666666;0.225;5.5;1;1;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0056022408963585;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-22;Le Havre;39;0;3;774;-1;Quevilly;1;1;12;10;1;4;0.59;0.41;560;0.85;8;7;1;1;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0409999999999999;0.125;476;0.0168067226890756;806.7796610169491;0.3333333333333333;6.779661016949153;2;0.18;1;0;1;0.0214285714285714;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-15;Le Havre;39;0;1;774;-1;Nîmes Olympique;0;2;14;8;5;2;0.47;0.53;386;0.76;11;19;0;2;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0.06625;0.0;293;0.0375426621160409;623.404255319149;0.2857142857142857;8.51063829787234;6;-0.06;4;-2;-8;0.0362694300518134;0.0714285714285714;0.47;4.0;1;0;1;1;0;0;1;0;0.0714285714285714;0.2;0.0025906735751295;14.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-08;Le Havre;39;0;3;774;-1;Guingamp;3;1;10;8;1;1;0.57;0.43;503;0.76;12;12;3;1;0;0;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.05375;0.25;382;0.031413612565445;670.1754385964913;0.5;8.771929824561404;2;0.1399999999999999;4;2;0;0.0198807157057654;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-01;Le Havre;39;0;1;774;-1;Pau;3;1;6;13;1;2;0.53;0.47;511;0.79;17;11;3;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0361538461538461;0.1764705882352941;404;0.042079207920792;762.2641509433962;0.0;0.0;-7;0.06;-5;2;6;0.0117416829745596;0.1666666666666666;0.53;0.0;1;0;1;1;0;0;1;0;0.1666666666666666;1.0;0.0019569471624266;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-03-18;Le Havre;39;0;2;774;773;Saint-Étienne;3;3;9;14;2;5;0.41;0.59;281;0.69;11;18;3;2;0;1;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.0421428571428571;0.2727272727272727;194;0.056701030927835;473.1707317073171;0.2222222222222222;4.878048780487805;-5;-0.18;-7;0;-7;0.0320284697508896;0.2222222222222222;0.205;1.0;0;2;2;0;1;0;0;1;0.2222222222222222;1.0;0.0071174377224199;4.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-03-13;Le Havre;39;0;3;774;-1;Metz;5;0;9;13;3;4;0.58;0.42;507;0.78;19;15;5;0;0;0;3;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.0323076923076923;0.2631578947368421;395;0.0481012658227848;681.0344827586207;0.3333333333333333;5.172413793103448;-4;0.1599999999999999;0;5;4;0.0177514792899408;0.1111111111111111;0.58;3.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.3333333333333333;0.0019723865877712;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-03-04;Le Havre;39;0;4;774;-1;Laval;3;3;12;5;4;1;0.63;0.37;503;0.84;21;16;3;3;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.074;0.1428571428571428;423;0.0496453900709219;671.4285714285714;0.1666666666666666;3.1746031746031744;7;0.26;-2;0;5;0.0238568588469184;0.1666666666666666;0.315;1.0;1;1;2;1;0;0;0;1;0.1666666666666666;0.5;0.003976143141153;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-02-25;Le Havre;39;0;0;774;-1;Grenoble;3;2;5;3;1;0;0.56;0.44;491;0.82;19;12;3;2;0;0;7;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.1466666666666666;0.1578947368421052;403;0.0471464019851116;719.6428571428571;1.4;12.499999999999998;2;0.12;4;1;7;0.010183299389002;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
