Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Mathieu Gorgelin-Le Havre;Loïc Nego-Le Havre;Étienne Youte Kinkoue-Le Havre;Arouna Sangante-Le Havre;Fodé Ballo-Touré-Le Havre;Yassine Kechta-Le Havre;Junior Mwanga-Le Havre;Abdoulaye Touré-Le Havre;Josué Casimir-Le Havre;André Ayew-Le Havre;Issa Soumaré-Le Havre;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Ahmed Hassan Mahgoub-Le Havre;Gautier Lloris-Le Havre;Mahamadou Diawara-Le Havre;Timothée Pembélé-Le Havre;Antoine Joujou-Le Havre;Arthur Desmas-Le Havre;Yanis Zouaoui-Le Havre;Rassoul Ndiaye-Le Havre;Oussama Targhalline-Le Havre;Emmanuel Afriyie Mario Sabbi-Le Havre;Yoann Salmier-Le Havre;Daler Kuziáyev-Le Havre;Ilyes Housni-Le Havre;Mathéo Bodmer-Le Havre;Christopher Opéri-Le Havre;Samuel Grandsir-Le Havre;Steve Ngoura-Le Havre;Oualid El Hajjam-Le Havre;Mohamed Bayo-Le Havre;Mohamed Koné-Le Havre;Nabil Alioui-Le Havre;Andy Elysée Logbo-Le Havre;Nolan Mbemba-Le Havre;Simon Ebonog-Le Havre;Amir Richardson-Le Havre;Victor Lekhal-Le Havre;Elies Mahmoud-Le Havre;Quentin Cornette-Le Havre;Jamal Thiaré-Le Havre;Terence Kongolo-Le Havre;Alois Confais-Le Havre;Yann Kitala-Le Havre;Check Oumar Diakité-Le Havre;Zakaria Diallo-Le Havre
2024-12-07;Le Havre;2;23;28;774;109;Niza;2;3;12;17;2;5;0.48;0.52;384;0.8;10;10;2;3;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.0305882352941176;0.2;307;0.0325732899022801;639.5833333333334;0.6666666666666666;16.666666666666668;-5;-0.04;3;-1;0;0.03125;0.0833333333333333;0.48;8.0;0;1;1;0;0;1;1;0;0.0833333333333333;0.5;0.0026041666666666;12.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Le Havre;2;17;3;774;771;Angers;2;0;5;13;1;3;0.56;0.44;489;0.88;8;10;2;0;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4;0.0338461538461538;0.25;430;0.0186046511627906;767.8571428571428;0.4;3.571428571428571;-8;0.12;-2;2;-2;0.0102249488752556;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Le Havre;2;17;3;774;769;Nantes;1;2;7;18;4;4;0.29;0.71;268;0.73;12;15;1;2;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;10;0.0394444444444444;0.0833333333333333;196;0.0612244897959183;675.8620689655173;0.2857142857142857;6.896551724137932;-11;-0.42;-8;-1;-3;0.0261194029850746;0.2857142857142857;0.145;1.0;1;1;2;1;0;0;1;0;0.2857142857142857;0.5;0.0074626865671641;3.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Le Havre;2;17;0;774;766;Reims;1;4;10;18;3;7;0.55;0.45;396;0.83;10;17;1;4;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.025;0.1;329;0.0303951367781155;598.1818181818181;0.8;14.545454545454543;-8;0.1;1;-3;-7;0.0252525252525252;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Le Havre;2;30;6;774;775;Montpellier;2;1;12;15;4;1;0.47;0.53;432;0.82;11;13;2;1;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;10;0.0353333333333333;0.1818181818181818;354;0.0310734463276836;753.1914893617022;0.1666666666666666;4.25531914893617;-3;-0.06;-8;1;-2;0.0277777777777777;0.0833333333333333;0.47;2.0;0;1;1;1;0;0;0;1;0.0833333333333333;0.25;0.0023148148148148;12.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Le Havre;2;30;3;774;768;Rennes;3;2;5;20;1;4;0.39;0.61;361;0.78;7;10;2;2;1;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;14;0.0305;0.4285714285714285;282;0.0248226950354609;723.0769230769231;0.0;0.0;-15;-0.2199999999999999;-14;1;-3;0.0138504155124653;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Le Havre;2;30;0;774;90;Lyon;3;4;7;16;1;8;0.38;0.62;303;0.79;17;11;3;4;0;0;4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;6;0.03875;0.1764705882352941;239;0.0711297071129707;628.9473684210526;0.5714285714285714;10.526315789473683;-9;-0.24;-2;-1;6;0.0231023102310231;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Le Havre;2;30;3;774;5;Stade Brestois;1;3;14;8;1;3;0.46;0.54;350;0.73;11;19;0;2;1;1;9;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;0.0675;0.0909090909090909;256;0.04296875;556.5217391304348;0.6428571428571429;19.565217391304348;6;-0.08;8;-2;-8;0.04;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Le Havre;2;9;3;774;15;LOSC;2;1;7;18;4;10;0.37;0.63;383;0.81;11;9;2;1;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;5;0.035;0.1818181818181818;310;0.0354838709677419;837.8378378378378;0.1428571428571428;2.702702702702702;-11;-0.26;-4;1;2;0.0182767624020887;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Le Havre;2;23;1;774;4;Mónaco;3;1;8;12;2;4;0.38;0.62;302;0.73;17;10;3;1;0;0;4;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;0.0516666666666666;0.1764705882352941;220;0.0772727272727272;578.9473684210526;0.5;10.526315789473683;-4;-0.24;-2;2;7;0.0264900662251655;0.125;0.38;4.0;1;0;1;0;0;1;1;0;0.125;0.5;0.0033112582781456;8.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Le Havre;2;9;17;774;772;Toulouse;1;1;5;15;3;7;0.46;0.54;438;0.8;11;10;1;1;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.036;0.0909090909090909;350;0.0314285714285714;760.8695652173913;1.0;10.869565217391305;-10;-0.08;-1;0;1;0.0114155251141552;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Le Havre;2;9;3;774;770;Auxerre;1;4;22;7;8;3;0.49;0.51;439;0.84;10;16;1;3;0;1;2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2;0.0728571428571428;0.1;369;0.02710027100271;753.0612244897959;0.0909090909090909;4.081632653061225;15;-0.02;0;-3;-6;0.0501138952164009;0.1363636363636363;0.1633333333333333;0.6666666666666666;1;2;3;1;0;0;0;1;0.1363636363636363;0.375;0.0068337129840546;7.333333333333333;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Le Havre;2;9;7;774;773;Saint-Étienne;3;3;14;19;5;5;0.41;0.59;303;0.77;10;12;3;3;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.0310526315789473;0.3;233;0.0429184549356223;568.2926829268293;0.2857142857142857;9.75609756097561;-5;-0.18;2;0;-2;0.0462046204620462;0.1428571428571428;0.205;2.0;0;2;2;1;0;0;1;0;0.1428571428571428;0.4;0.0066006600660066;7.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Le Havre;2;0;0;774;19;PSG;3;0;5;15;2;10;0.23;0.77;252;0.75;11;9;3;0;0;0;2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;8;0.0513333333333333;0.2727272727272727;189;0.0582010582010582;821.7391304347826;0.4;8.695652173913043;-10;-0.54;-6;3;2;0.0198412698412698;0.2;0.23;2.0;0;1;1;0;0;1;0;1;0.2;0.5;0.0039682539682539;5.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Le Havre;2;3;1;774;764;Marsella;1;0;13;22;6;7;0.44;0.56;428;0.79;11;11;1;0;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3;0.0254545454545454;0.0909090909090909;338;0.0325443786982248;768.1818181818181;0.3846153846153846;11.363636363636363;-9;-0.12;2;1;0;0.0303738317757009;0.0769230769230769;0.44;5.0;0;1;1;0;0;1;0;1;0.0769230769230769;0.1666666666666666;0.0023364485981308;13.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Le Havre;2;1;0;774;109;Niza;0;2;12;13;3;6;0.42;0.58;388;0.81;9;10;0;2;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;6;0.0446153846153846;0.0;314;0.0286624203821656;747.6190476190476;0.0833333333333333;2.380952380952381;-1;-0.1599999999999999;-5;-2;-1;0.0309278350515463;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Le Havre;2;3;17;774;767;Racing de Estrasburgo;3;1;15;5;7;3;0.38;0.62;354;0.71;6;13;3;1;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;2;0.124;0.5;251;0.0239043824701195;660.5263157894736;0.2;7.894736842105263;10;-0.24;1;2;-7;0.0423728813559322;0.2;0.1266666666666666;1.0;1;2;3;1;0;0;0;1;0.2;0.4285714285714285;0.0084745762711864;5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Le Havre;2;6;3;774;19;PSG;1;2;6;17;4;4;0.22;0.78;221;0.65;8;10;1;2;0;0;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;11;0.0458823529411764;0.125;144;0.0555555555555555;654.5454545454545;0.3333333333333333;9.090909090909092;-11;-0.56;-9;-1;-2;0.0271493212669683;0.5;0.0733333333333333;0.6666666666666666;2;1;3;0;1;0;1;0;0.5;0.75;0.0135746606334841;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Le Havre;2;3;5;774;-1;Metz;2;3;16;9;4;2;0.65;0.35;506;0.79;9;19;2;3;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0388888888888888;0.2222222222222222;400;0.0225;615.3846153846154;0.25;6.153846153846153;7;0.3;2;-1;-10;0.0316205533596837;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Le Havre;2;4;3;774;769;Nantes;3;2;10;12;1;4;0.43;0.57;367;0.8;14;12;3;2;0;0;6;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.0474999999999999;0.2142857142857142;294;0.0476190476190476;683.7209302325582;0.6;13.953488372093023;-2;-0.1399999999999999;-1;1;2;0.0272479564032697;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Le Havre;2;17;29;774;765;Lens;5;2;11;18;3;8;0.42;0.58;386;0.72;10;13;5;2;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.0322222222222222;0.5;278;0.0359712230215827;661.9047619047619;0.3636363636363636;9.523809523809524;-7;-0.1599999999999999;-3;3;-3;0.0284974093264248;0.0909090909090909;0.42;4.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0025906735751295;11.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Le Havre;2;3;7;774;775;Montpellier;2;2;14;14;3;5;0.53;0.47;420;0.79;10;12;2;2;0;0;6;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.0335714285714285;0.2;332;0.0301204819277108;626.4150943396226;0.4285714285714285;11.320754716981131;0;0.06;0;0;-2;0.0333333333333333;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Le Havre;2;3;3;774;-1;Clermont;4;4;14;9;5;4;0.6;0.4;469;0.83;17;13;3;3;1;1;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3;0.0444444444444444;0.2352941176470588;389;0.0437017994858611;648.3333333333334;0.3571428571428571;8.333333333333334;5;0.1999999999999999;2;0;4;0.0298507462686567;0.0714285714285714;0.6;5.0;1;0;1;0;0;1;1;0;0.0714285714285714;0.2;0.0021321961620469;14.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Le Havre;2;3;17;774;772;Toulouse;2;1;12;5;4;0;0.51;0.49;414;0.79;12;17;2;1;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3;0.098;0.1666666666666666;327;0.036697247706422;641.1764705882352;0.25;5.88235294117647;7;0.02;0;1;-5;0.0289855072463768;0.0833333333333333;0.51;3.0;0;1;1;1;0;0;0;1;0.0833333333333333;0.25;0.002415458937198;12.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Le Havre;2;6;3;774;5;Stade Brestois;1;4;11;9;2;4;0.39;0.61;345;0.72;15;21;1;4;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0;0.0677777777777777;0.0666666666666666;248;0.0604838709677419;635.8974358974359;0.1818181818181818;5.128205128205128;2;-0.2199999999999999;2;-3;-6;0.0318840579710144;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Le Havre;2;1;6;774;766;Reims;3;2;17;16;5;5;0.51;0.49;381;0.83;11;13;3;1;0;1;5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;5;0.030625;0.2727272727272727;316;0.0348101265822784;619.6078431372549;0.2941176470588235;9.803921568627452;1;0.02;0;1;-2;0.0446194225721784;0.0588235294117647;0.51;5.0;0;1;1;0;0;1;0;1;0.0588235294117647;0.2;0.0026246719160104;17.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Le Havre;2;3;3;774;15;LOSC;3;2;6;17;2;8;0.37;0.63;327;0.77;17;11;3;2;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1;0.0370588235294117;0.1764705882352941;252;0.0674603174603174;681.081081081081;0.5;8.108108108108109;-11;-0.26;2;1;6;0.018348623853211;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;Le Havre;2;1;1;774;768;Rennes;2;1;13;11;5;2;0.48;0.52;456;0.79;14;7;2;1;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1;0.0472727272727272;0.1428571428571428;360;0.0388888888888888;750.0;0.3846153846153846;10.416666666666668;2;-0.04;4;1;7;0.0285087719298245;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-07;Le Havre;13;3;0;774;767;Racing de Estrasburgo;3;1;9;20;3;8;0.51;0.49;427;0.83;12;13;2;1;1;0;1;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;9;0.0245;0.25;354;0.0338983050847457;694.1176470588235;0.1111111111111111;1.96078431372549;-11;0.02;-8;2;-1;0.0210772833723653;0.1111111111111111;0.51;1.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0023419203747072;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Le Havre;2;0;2;774;4;Mónaco;2;3;3;17;0;5;0.38;0.62;379;0.69;11;16;2;3;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.0364705882352941;0.1818181818181818;262;0.0419847328244274;689.4736842105264;1.3333333333333333;10.526315789473683;-14;-0.24;-5;-1;-5;0.0079155672823219;0.3333333333333333;0.38;4.0;0;1;1;0;1;0;1;0;0.3333333333333333;0.0;0.0026385224274406;3.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Le Havre;2;1;17;774;-1;Lorient;4;4;14;13;4;6;0.57;0.43;475;0.83;21;15;4;4;0;0;4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.033076923076923;0.1904761904761904;394;0.0532994923857868;691.2280701754387;0.2857142857142857;7.017543859649123;1;0.1399999999999999;3;0;6;0.0294736842105263;0.2142857142857142;0.1899999999999999;1.3333333333333333;1;2;3;0;1;0;1;0;0.2142857142857142;0.75;0.0063157894736842;4.666666666666667;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Le Havre;13;7;9;774;-1;Châteauroux;1;1;11;8;3;2;0.61;0.39;618;0.88;13;12;1;1;0;0;2;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.04875;0.0769230769230769;544;0.0238970588235294;891.8032786885246;0.1818181818181818;3.278688524590164;3;0.2199999999999999;-1;0;1;0.017799352750809;0.0909090909090909;0.61;2.0;1;0;1;1;0;0;1;0;0.0909090909090909;0.3333333333333333;0.0016181229773462;11.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Le Havre;2;7;3;774;90;Lyon;1;2;14;9;7;2;0.42;0.58;432;0.85;15;4;1;0;0;2;3;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.0644444444444444;0.0666666666666666;367;0.0408719346049046;873.8095238095239;0.2142857142857142;7.142857142857143;5;-0.1599999999999999;-4;-1;11;0.0324074074074074;0.2142857142857142;0.1399999999999999;1.0;1;2;3;1;0;0;0;1;0.2142857142857142;0.4285714285714285;0.0069444444444444;4.666666666666667;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
