Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marcos Felipe-Bahía;Erick-Bahía;David Macedo-Bahía;Santi Mingo-Bahía;Luciano Batista da Silva Junior-Bahía;Éverton Ribeiro-Bahía;Caio Alexandre-Bahía;Jean Lucas Oliveira-Bahía;Cauly Oliveira Souza-Bahía;Erick Pulga-Bahía;Willian José-Bahía;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Luciano Rodríguez-Bahía;Gabriel Xavier-Bahía;Julio Cesar de Rezende Miranda-Bahía;Iago Amaral Borduchi-Bahía;Nicolás Acevedo-Bahía;Rodrigo Nestor-Bahía;Ademir da Silva Santos-Bahía;Michel Araújo-Bahía;Gilberto Moraes Júnior-Bahía;Ronaldo de Oliveira Strada-Bahía;Santiago Arias-Bahía;Frederico Lippert Neto Gomes-Bahía;Kanu-Bahía;Danilo Fernandes-Bahía;Thaciano-Bahía;Adriel-Bahía;Everaldo Stum-Bahía;Gabriel Teixeira-Bahía;Carlos de Pena-Bahía;Víctor Cuesta-Bahía;Cicinho-Bahía;Rafael Ratão-Bahía;Óscar Estupiñán-Bahía;Vitor Hugo-Bahía;Yago Felipe da Costa Rocha-Bahía;Camilo Cándido-Bahía;Raul Gustavo Pereira Bicalho-Bahía;Matheus Bahia Santos-Bahía;Vinicius Mingotti-Bahía;Léo Cittadini-Bahía;Ryan-Bahía;Kayky-Bahía;André Dhominique-Bahía;Jhoanner Chávez-Bahía;Lucas Mugni-Bahía;Vítor Jacaré-Bahía;Arthur de Oliveira Sales-Bahía
2024-11-20;Bahía;10;0;3;697;217;Palmeiras;1;1;17;11;5;2;0.58;0.42;471;0.82;15;14;1;1;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.03818181818181818;0.06666666666666667;386;0.038860103626943004;665.5172413793103;0.23529411764705882;6.8965517241379315;6;0.15999999999999998;-1;0;1;0.036093418259023353;0.058823529411764705;0.58;4.0;1;0;1;0;0;1;0;1;0.058823529411764705;0.2;0.0021231422505307855;17.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Bahía;10;0;3;697;779;Juventude;1;3;8;20;3;8;0.62;0.38;539;0.84;9;11;1;3;0;0;2;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.019;0.1111111111111111;453;0.019867549668874173;730.6451612903226;0.25;3.2258064516129035;-12;0.24;-5;-2;-2;0.014842300556586271;0.125;0.62;2.0;1;0;1;0;0;1;1;0;0.125;0.3333333333333333;0.0018552875695732839;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Bahía;10;3;3;697;201;São Paulo;3;2;24;10;6;4;0.53;0.47;432;0.88;13;16;3;2;0;0;10;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;3;0.047;0.23076923076923078;380;0.034210526315789476;716.9811320754717;0.4166666666666667;18.867924528301884;14;0.06000000000000005;7;1;-3;0.05555555555555555;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;Bahía;10;22;3;697;777;Vasco da Gama;2;3;12;15;7;8;0.53;0.47;479;0.84;9;11;2;3;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2;0.03133333333333333;0.2222222222222222;402;0.022388059701492536;758.4905660377358;0.3333333333333333;7.547169811320754;-3;0.06000000000000005;2;-1;-2;0.025052192066805846;0.16666666666666666;0.265;2.0;1;1;2;0;0;1;1;0;0.16666666666666666;0.2857142857142857;0.0041753653444676405;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-18;Bahía;10;0;3;697;636;Cruzeiro;2;1;10;11;4;3;0.52;0.48;425;0.84;8;10;2;1;0;0;7;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.04363636363636363;0.25;357;0.022408963585434174;686.5384615384615;0.7;13.461538461538462;-1;0.040000000000000036;2;1;-2;0.023529411764705882;0.1;0.52;7.0;0;1;1;0;1;0;1;0;0.1;0.25;0.002352941176470588;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Bahía;10;14;3;697;214;Flamengo;6;4;9;14;2;7;0.46;0.54;463;0.82;20;11;5;4;1;0;3;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.038571428571428576;0.3;380;0.05263157894736842;826.0869565217391;0.3333333333333333;6.521739130434782;-5;-0.08000000000000002;-4;2;9;0.019438444924406047;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Bahía;10;1;28;697;778;Criciúma;1;2;21;2;7;1;0.55;0.45;512;0.85;10;8;1;2;0;0;9;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.225;0.1;435;0.022988505747126436;790.9090909090909;0.42857142857142855;16.363636363636363;19;0.10000000000000003;8;-1;2;0.041015625;0.047619047619047616;0.55;9.0;1;0;1;1;0;0;0;1;0.047619047619047616;0.14285714285714285;0.001953125;21.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Bahía;10;28;3;697;644;Fortaleza;1;3;9;11;4;7;0.64;0.36;655;0.9;9;13;1;2;0;1;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2;0.03272727272727272;0.1111111111111111;590;0.015254237288135594;921.875;0.1111111111111111;1.5625;-2;0.28;-1;-2;-4;0.013740458015267175;0.1111111111111111;0.64;1.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.0015267175572519084;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Bahía;10;28;2;697;220;Atlético Mineiro;1;3;16;5;4;2;0.55;0.45;530;0.87;17;16;1;3;0;0;6;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.09;0.058823529411764705;461;0.0368763557483731;838.1818181818181;0.375;10.909090909090908;11;0.10000000000000003;5;-2;1;0.03018867924528302;0.1875;0.18333333333333335;2.0;0;3;3;1;0;0;0;1;0.1875;0.75;0.005660377358490566;5.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-12;Bahía;12;28;3;697;214;Flamengo;3;1;8;11;0;5;0.55;0.45;540;0.88;7;7;3;1;0;0;0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.04090909090909091;0.42857142857142855;475;0.014736842105263158;863.6363636363635;0.0;0.0;-3;0.10000000000000003;-7;2;0;0.014814814814814815;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Bahía;10;28;17;697;659;Bragantino;3;2;16;15;6;6;0.7;0.3;614;0.89;13;8;3;2;0;0;10;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.02;0.23076923076923078;546;0.023809523809523808;780.0;0.625;14.285714285714286;1;0.39999999999999997;5;1;5;0.026058631921824105;0.0625;0.7;10.0;0;1;1;0;0;1;1;0;0.0625;0.16666666666666666;0.0016286644951140066;16.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Bahía;12;22;3;697;214;Flamengo;0;1;17;7;3;1;0.63;0.37;625;0.86;11;14;0;1;0;0;5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.05285714285714286;0.0;538;0.020446096654275093;853.968253968254;0.29411764705882354;7.936507936507937;10;0.26;4;-1;-3;0.0272;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Bahía;10;14;3;697;210;Botafogo;4;4;17;14;7;5;0.54;0.46;409;0.85;19;21;4;4;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.032857142857142856;0.21052631578947367;348;0.05459770114942529;644.4444444444445;0.23529411764705882;7.4074074074074066;3;0.08000000000000002;-3;0;-2;0.04156479217603912;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Bahía;10;7;3;697;206;Grêmio;1;3;12;13;5;5;0.61;0.39;619;0.9;10;10;1;3;0;0;5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.030000000000000002;0.1;557;0.017953321364452424;913.1147540983607;0.4166666666666667;8.19672131147541;-1;0.21999999999999997;4;-2;0;0.01938610662358643;0.16666666666666666;0.305;2.5;1;1;2;1;0;0;1;0;0.16666666666666666;0.4;0.0032310177705977385;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Bahía;10;14;0;697;693;Vitória;3;4;7;14;3;5;0.57;0.43;509;0.85;10;12;3;4;0;0;3;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.030714285714285715;0.3;433;0.023094688221709007;759.6491228070176;0.42857142857142855;5.2631578947368425;-7;0.13999999999999996;-4;-1;-2;0.0137524557956778;0.2857142857142857;0.285;1.5;1;1;2;1;0;0;0;1;0.2857142857142857;0.6666666666666666;0.003929273084479371;3.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Bahía;12;14;3;697;210;Botafogo;4;4;16;10;5;1;0.63;0.37;534;0.84;13;16;3;3;1;1;7;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.037;0.3076923076923077;449;0.028953229398663696;712.6984126984127;0.4375;11.11111111111111;6;0.26;3;0;-3;0.0299625468164794;0.0625;0.63;7.0;0;1;1;1;0;0;0;1;0.0625;0.2;0.0018726591760299626;16.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-04;Bahía;10;0;3;697;197;Fluminense;2;3;11;12;3;6;0.51;0.49;483;0.86;10;12;2;3;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.04083333333333333;0.2;415;0.024096385542168676;813.7254901960785;0.2727272727272727;5.88235294117647;-1;0.020000000000000018;0;-1;-2;0.022774327122153208;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-30;Bahía;12;14;3;697;210;Botafogo;1;0;11;16;4;5;0.58;0.42;592;0.86;4;15;1;0;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.02625;0.25;509;0.007858546168958742;877.5862068965517;0.09090909090909091;1.7241379310344829;-5;0.15999999999999998;-3;1;-11;0.018581081081081082;0.09090909090909091;0.58;1.0;1;0;1;0;1;0;1;0;0.09090909090909091;0.25;0.0016891891891891893;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Bahía;10;22;8;697;641;Internacional;1;3;9;12;3;2;0.52;0.48;500;0.83;12;18;1;3;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.04;0.08333333333333333;415;0.02891566265060241;798.0769230769231;0.4444444444444444;7.692307692307692;-3;0.040000000000000036;2;-2;-6;0.018;0.1111111111111111;0.52;4.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.002;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Bahía;10;14;7;697;776;Atlético Goianiense;4;6;7;15;2;4;0.71;0.29;584;0.85;12;18;4;3;0;3;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;8;0.01933333333333333;0.3333333333333333;496;0.024193548387096774;698.5915492957747;0.5714285714285714;5.633802816901409;-8;0.42;-4;-2;-6;0.011986301369863013;0.14285714285714285;0.71;4.0;0;1;1;0;1;0;1;0;0.14285714285714285;0.5;0.0017123287671232876;7.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-21;Bahía;10;22;29;697;652;Corinthians;4;4;17;7;7;2;0.66;0.34;619;0.87;12;18;4;4;0;0;6;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;3;0.04857142857142858;0.3333333333333333;539;0.022263450834879406;816.6666666666666;0.35294117647058826;9.09090909090909;10;0.32;3;0;-6;0.027463651050080775;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-13;Bahía;10;8;5;697;656;Cuiabá;2;3;14;14;2;3;0.64;0.36;669;0.91;4;8;2;3;0;0;8;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.025714285714285714;0.5;609;0.006568144499178982;951.5625;0.5714285714285714;12.5;0;0.28;4;-1;-4;0.02092675635276532;0.07142857142857142;0.64;8.0;0;1;1;0;0;1;0;1;0.07142857142857142;0.5;0.0014947683109118087;14.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-10;Bahía;10;22;3;697;649;Paranaense;4;2;7;22;5;8;0.48;0.52;457;0.83;13;13;4;2;0;0;2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;9;0.023636363636363636;0.3076923076923077;379;0.03430079155672823;789.5833333333334;0.2857142857142857;4.166666666666667;-15;-0.040000000000000036;-7;2;0;0.015317286652078774;0.42857142857142855;0.16;0.6666666666666666;2;1;3;1;0;0;1;0;0.42857142857142855;0.6;0.006564551422319475;2.3333333333333335;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-07;Bahía;10;14;3;697;217;Palmeiras;1;1;13;12;3;4;0.56;0.44;524;0.88;10;15;1;1;0;0;3;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.03666666666666667;0.1;461;0.021691973969631236;823.2142857142857;0.23076923076923078;5.357142857142857;1;0.12000000000000005;-1;0;-5;0.02480916030534351;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-04;Bahía;10;14;3;697;779;Juventude;0;4;22;10;9;2;0.57;0.43;541;0.89;15;9;0;4;0;0;6;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.043;0.0;481;0.031185031185031187;843.8596491228071;0.2727272727272727;10.526315789473685;12;0.13999999999999996;-1;-4;6;0.04066543438077634;0.09090909090909091;0.285;3.0;0;2;2;1;0;0;0;1;0.09090909090909091;0.2222222222222222;0.0036968576709796672;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-30;Bahía;10;14;3;697;201;São Paulo;1;4;15;10;6;4;0.6;0.4;608;0.91;9;15;1;4;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.04;0.1111111111111111;553;0.0162748643761302;921.6666666666667;0.26666666666666666;6.666666666666667;5;0.19999999999999996;0;-3;-6;0.024671052631578948;0.06666666666666667;0.6;4.0;0;1;1;0;0;1;1;0;0.06666666666666667;0.16666666666666666;0.001644736842105263;15.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-26;Bahía;10;14;3;697;777;Vasco da Gama;0;4;17;9;8;3;0.63;0.37;601;0.92;14;15;0;3;0;1;7;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0;0.04111111111111111;0.0;553;0.02531645569620253;877.7777777777778;0.4117647058823529;11.11111111111111;8;0.26;7;-4;-1;0.028286189683860232;0.11764705882352941;0.315;3.5;1;1;2;1;0;0;0;1;0.11764705882352941;0.25;0.0033277870216306157;8.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-23;Bahía;10;14;20;697;636;Cruzeiro;0;4;14;7;6;1;0.64;0.36;647;0.91;6;13;0;3;0;1;3;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1;0.05142857142857143;0.0;589;0.010186757215619695;920.3125;0.21428571428571427;4.6875;7;0.28;2;-4;-7;0.021638330757341576;0.2857142857142857;0.16;0.75;1;3;4;1;0;0;0;1;0.2857142857142857;0.6666666666666666;0.0061823802163833074;3.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-20;Bahía;10;14;3;697;214;Flamengo;1;1;8;14;3;3;0.66;0.34;720;0.92;10;8;1;1;0;0;2;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;0.02428571428571429;0.1;662;0.015105740181268883;1003.030303030303;0.25;3.0303030303030303;-6;0.32;-4;0;2;0.011111111111111112;0.125;0.66;2.0;1;0;1;0;0;1;1;0;0.125;0.3333333333333333;0.001388888888888889;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Bahía;10;14;28;697;778;Criciúma;1;3;22;17;6;5;0.69;0.31;518;0.84;13;14;1;2;0;1;7;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;0.018235294117647058;0.07692307692307693;435;0.029885057471264367;630.4347826086957;0.3181818181818182;10.144927536231885;5;0.37999999999999995;1;-2;-1;0.04247104247104247;0.09090909090909091;0.345;3.5;0;2;2;0;1;0;1;0;0.09090909090909091;0.3333333333333333;0.003861003861003861;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-13;Bahía;10;22;0;697;644;Fortaleza;6;1;12;21;3;6;0.55;0.45;513;0.83;14;9;6;1;0;0;5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;9;0.02142857142857143;0.42857142857142855;426;0.03286384976525822;774.5454545454545;0.4166666666666667;9.09090909090909;-9;0.10000000000000003;-4;5;5;0.023391812865497075;0.08333333333333333;0.55;5.0;0;1;1;1;0;0;0;1;0.08333333333333333;0.3333333333333333;0.001949317738791423;12.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Bahía;10;22;2;697;220;Atlético Mineiro;4;6;9;21;2;4;0.36;0.64;319;0.76;9;13;4;6;0;0;4;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.030476190476190476;0.4444444444444444;242;0.0371900826446281;672.2222222222223;0.4444444444444444;11.11111111111111;-12;-0.28;-1;-2;-4;0.02821316614420063;0.1111111111111111;0.36;4.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.5;0.003134796238244514;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
