Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Caíque França Godoy-Sport Recife;Hereda-Sport Recife;João Silva-Sport Recife;Francisco Alves da Silva Neto-Sport Recife;Igor Aquino da Silva-Sport Recife;Christian Rivera-Sport Recife;Zé Lucas-Sport Recife;Rodrigo Atencio-Sport Recife;Lucas Lima-Sport Recife;Chrystian Barletta-Sport Recife;Pablo Felipe Teixeira-Sport Recife;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Du Queiroz-Sport Recife;Carlos Alberto Gomes da Silva Filho-Sport Recife;Gonçalo Paciência-Sport Recife;Lucas Cunha-Sport Recife;Sérgio Oliveira-Sport Recife;Arthur Sousa-Sport Recife;Matheus Alexandre Anastácio de Souza-Sport Recife;Fabricio Domínguez Huertas-Sport Recife;Lenny Lobato-Sport Recife;Rafael Thyere-Sport Recife;Dalbert Henrique-Sport Recife;Julián Fernández-Sport Recife;Christian Ortiz-Sport Recife;André Felipe de Almeida Santos-Sport Recife;Felipe-Sport Recife;José Roberto Assunção de Araújo Filho-Sport Recife;Gustavo Coutinho-Sport Recife;Fábio Gonçalves-Sport Recife;Wellington Silva-Sport Recife;Thiago-Sport Recife;Luciano Castán-Sport Recife;Leonel Di Plácido-Sport Recife;Pedro Victor Martins Silva Costa-Sport Recife;Lucas André Silva da Costa-Sport Recife;Allyson Aires dos Santos-Sport Recife;Luciano Silva Santos-Sport Recife;Fábio Matheus Ribeiro Lima-Sport Recife;Helibelton Palacios-Sport Recife;Alisson Cassiano-Sport Recife;Roberto Rosales-Sport Recife;Nassom de Souza Oliveira-Sport Recife;Pedro Vilhena-Sport Recife;Riquelme-Sport Recife;Pedro Lima-Sport Recife;Alan Ruiz-Sport Recife;Romarinho-Sport Recife;Jordan-Sport Recife;Ewerthon Diógenes da Silva-Sport Recife;Jorge de Moura Xavier-Sport Recife;Francisco Edson Moreira da Silva-Sport Recife;Fabrício Daniel de Souza-Sport Recife;Wanderson Cristaldo Farias-Sport Recife;Carlos Eduardo Santos Oliveira-Sport Recife;Facundo Labandeira Castro-Sport Recife;Edison Custódio dos Santos-Sport Recife;Vágner Love-Sport Recife;Diego Souza-Sport Recife;Denis César de Matos-Sport Recife;Nathan Mendes da Silva-Sport Recife;José Sabino Chagas Monteiro-Sport Recife;Ronaldo Henrique-Sport Recife;João Peglow-Sport Recife;Renzo Azevedo Pimentel de Moura-Sport Recife;Renan dos Santos-Sport Recife;Luciano Batista da Silva Junior-Sport Recife;Victor Gabriel-Sport Recife;Juan Cláudio de Faria Xavier-Sport Recife;Helber Ítalo dos Santos-Sport Recife;Matheus de Vargas-Sport Recife;Gabriel Santos-Sport Recife
2024-09-15;Sport Recife;29;1;1;679;690;CRB;1;4;7;10;2;3;0.45;0.55;331;0.75;17;25;1;4;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.05500000000000001;0.058823529411764705;248;0.06854838709677419;551.1111111111111;0.5714285714285714;8.88888888888889;-3;-0.10000000000000003;-1;-3;-8;0.021148036253776436;0.2857142857142857;0.225;2.0;1;1;2;1;0;0;0;1;0.2857142857142857;1.0;0.006042296072507553;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-11;Sport Recife;29;1;0;679;690;CRB;3;3;16;6;5;3;0.72;0.28;529;0.85;14;20;3;3;0;0;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1;0.04666666666666667;0.21428571428571427;450;0.03111111111111111;625.0;0.3125;6.944444444444445;10;0.43999999999999995;4;0;-6;0.030245746691871456;0.0625;0.72;5.0;0;1;1;0;1;0;1;0;0.0625;0.2;0.001890359168241966;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-07;Sport Recife;29;1;1;679;686;Avaí;4;2;9;15;3;2;0.51;0.49;391;0.68;18;11;4;2;0;0;8;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;8;0.03266666666666666;0.2222222222222222;266;0.06766917293233082;521.5686274509803;0.8888888888888888;15.686274509803921;-6;0.020000000000000018;0;2;7;0.023017902813299233;0.2222222222222222;0.255;4.0;1;1;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.005115089514066497;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-02;Sport Recife;29;1;3;679;665;Ituano;5;4;22;8;8;3;0.58;0.42;443;0.8;10;12;5;4;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0525;0.5;354;0.02824858757062147;610.344827586207;0.18181818181818182;6.8965517241379315;14;0.15999999999999998;3;1;-2;0.04966139954853273;0.13636363636363635;0.19333333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.13636363636363635;0.375;0.006772009029345372;7.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Sport Recife;29;1;1;679;691;Brusque;3;4;15;10;4;3;0.71;0.29;575;0.86;11;14;2;4;1;0;6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.028999999999999998;0.2727272727272727;494;0.022267206477732792;695.774647887324;0.4;8.450704225352114;5;0.42;1;-1;-3;0.02608695652173913;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;Sport Recife;29;1;3;679;684;Coritiba;4;3;11;15;2;3;0.58;0.42;414;0.8;16;10;4;3;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.028;0.25;331;0.04833836858006042;570.6896551724138;0.6363636363636364;12.06896551724138;-4;0.15999999999999998;5;1;6;0.026570048309178744;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Sport Recife;29;1;7;679;681;Vila Nova;1;3;7;11;2;5;0.62;0.38;458;0.81;10;22;1;3;0;0;6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.034545454545454546;0.1;371;0.026954177897574125;598.3870967741935;0.8571428571428571;9.67741935483871;-4;0.24;5;-2;-12;0.015283842794759825;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Sport Recife;29;1;1;679;687;Amazonas;7;1;10;13;5;7;0.45;0.55;332;0.75;18;9;6;1;1;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.04230769230769231;0.3888888888888889;249;0.07228915662650602;553.3333333333334;0.5;11.11111111111111;-3;-0.10000000000000003;3;6;9;0.030120481927710843;0.3;0.15;1.6666666666666667;2;1;3;1;0;0;0;1;0.3;0.6;0.009036144578313253;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-02;Sport Recife;29;1;7;679;662;Santos;3;2;10;21;5;5;0.54;0.46;423;0.77;11;8;3;2;0;0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.021904761904761906;0.2727272727272727;326;0.03374233128834356;603.7037037037037;0.2;3.7037037037037033;-11;0.08000000000000002;-4;1;3;0.02364066193853428;0.1;0.54;2.0;0;1;1;0;1;0;1;0;0.1;0.2;0.002364066193853428;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Sport Recife;29;3;3;679;666;Ponte Preta;2;2;14;16;6;6;0.59;0.41;432;0.82;17;16;2;1;0;1;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.025625;0.11764705882352941;354;0.0480225988700565;600.0;0.2857142857142857;6.779661016949153;-2;0.18;1;0;1;0.032407407407407406;0.21428571428571427;0.19666666666666666;1.3333333333333333;1;2;3;1;0;0;0;1;0.21428571428571427;0.5;0.006944444444444444;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-23;Sport Recife;29;3;3;679;688;Chapecoense;4;0;9;17;5;4;0.42;0.58;348;0.75;14;16;4;0;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.03411764705882353;0.2857142857142857;261;0.05363984674329502;621.4285714285714;0.4444444444444444;9.523809523809524;-8;-0.15999999999999998;-1;4;-2;0.02586206896551724;0.1111111111111111;0.42;4.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.2;0.0028735632183908046;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-13;Sport Recife;29;3;3;679;682;América-MG;4;2;14;9;4;2;0.62;0.38;480;0.81;16;14;4;2;0;0;9;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.042222222222222223;0.25;389;0.04113110539845758;627.4193548387096;0.6428571428571429;14.516129032258064;5;0.24;6;2;2;0.029166666666666667;0.07142857142857142;0.62;9.0;0;1;1;0;1;0;0;1;0.07142857142857142;0.25;0.0020833333333333333;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-07;Sport Recife;29;3;3;679;668;Guarani;3;3;18;10;5;3;0.72;0.28;632;0.87;16;10;3;2;0;1;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.028000000000000004;0.1875;550;0.02909090909090909;763.8888888888889;0.2777777777777778;6.944444444444445;8;0.43999999999999995;0;0;6;0.028481012658227847;0.05555555555555555;0.72;5.0;0;1;1;1;0;0;1;0;0.05555555555555555;0.2;0.0015822784810126582;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-29;Sport Recife;29;3;7;679;673;Botafogo RP;3;2;10;8;2;3;0.68;0.32;533;0.84;10;18;3;2;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.04;0.3;448;0.022321428571428572;658.8235294117646;0.5;7.352941176470588;2;0.36000000000000004;3;1;-8;0.01876172607879925;0.1;0.68;5.0;0;1;1;0;1;0;1;0;0.1;0.5;0.001876172607879925;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-24;Sport Recife;29;3;9;679;671;Novorizontino;2;4;17;8;2;4;0.72;0.28;470;0.84;12;17;1;3;1;1;10;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4;0.035;0.16666666666666666;395;0.030379746835443037;548.6111111111111;0.5882352941176471;13.88888888888889;9;0.43999999999999995;6;-2;-5;0.036170212765957444;0.058823529411764705;0.72;10.0;0;1;1;0;0;1;0;1;0.058823529411764705;0.5;0.002127659574468085;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-20;Sport Recife;29;3;7;679;680;Ceará;2;5;10;16;3;3;0.58;0.42;446;0.78;10;16;2;5;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.02625;0.2;348;0.028735632183908046;600.0;0.4;6.8965517241379315;-6;0.15999999999999998;-3;-3;-6;0.02242152466367713;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Sport Recife;29;3;1;679;670;Mirassol;3;1;14;15;4;3;0.49;0.51;410;0.8;20;9;3;1;0;0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.034;0.15;328;0.06097560975609756;669.3877551020408;0.8571428571428571;24.489795918367346;-1;-0.020000000000000018;8;2;11;0.03414634146341464;0.07142857142857142;0.49;12.0;0;1;1;1;0;0;0;1;0.07142857142857142;0.25;0.0024390243902439024;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-10;Sport Recife;29;3;7;679;689;Paysandu;6;4;14;5;2;1;0.53;0.47;367;0.81;12;14;6;4;0;0;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.094;0.5;297;0.04040404040404041;560.377358490566;0.5714285714285714;15.094339622641508;9;0.06000000000000005;6;2;-2;0.03814713896457766;0.07142857142857142;0.53;8.0;0;1;1;1;0;0;0;1;0.07142857142857142;0.5;0.0027247956403269754;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-31;Sport Recife;29;3;9;679;683;Goiás;3;4;18;12;3;5;0.63;0.37;514;0.87;10;12;3;4;0;0;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.030833333333333334;0.3;447;0.02237136465324385;709.5238095238095;0.4444444444444444;12.698412698412698;6;0.26;-1;-1;-2;0.03501945525291829;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Sport Recife;12;3;6;679;220;Atlético Mineiro;3;7;13;7;2;0;0.51;0.49;390;0.75;10;17;3;7;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.06999999999999999;0.3;292;0.03424657534246575;572.5490196078431;0.15384615384615385;3.9215686274509802;6;0.020000000000000018;0;-4;-7;0.03333333333333333;0.07692307692307693;0.51;2.0;1;0;1;1;0;0;0;1;0.07692307692307693;0.5;0.002564102564102564;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Sport Recife;29;3;1;679;686;Avaí;3;3;3;18;3;5;0.38;0.62;334;0.84;14;13;1;3;2;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11;0.034444444444444444;0.21428571428571427;281;0.0498220640569395;739.4736842105264;0.3333333333333333;2.6315789473684212;-15;-0.24;-10;0;1;0.008982035928143712;0.3333333333333333;0.38;1.0;1;0;1;0;0;1;0;1;0.3333333333333333;0.3333333333333333;0.0029940119760479044;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Sport Recife;29;3;1;679;665;Ituano;1;6;21;10;4;2;0.7;0.3;524;0.87;9;9;1;6;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.03;0.1111111111111111;456;0.019736842105263157;651.4285714285714;0.42857142857142855;12.857142857142858;11;0.39999999999999997;7;-5;0;0.04007633587786259;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Sport Recife;29;7;7;679;691;Brusque;3;3;19;16;6;5;0.69;0.31;540;0.89;10;12;3;2;0;1;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10;0.019375;0.3;481;0.02079002079002079;697.1014492753624;0.47368421052631576;13.043478260869566;3;0.37999999999999995;-1;0;-2;0.03518518518518519;0.21052631578947367;0.1725;2.25;1;3;4;1;0;0;0;1;0.21052631578947367;0.6666666666666666;0.007407407407407408;4.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-03;Sport Recife;29;1;3;679;684;Coritiba;6;3;8;21;3;6;0.48;0.52;431;0.77;21;14;6;3;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.024761904761904763;0.2857142857142857;332;0.06325301204819277;691.6666666666667;0.375;6.25;-13;-0.040000000000000036;0;3;7;0.018561484918793503;0.125;0.48;3.0;1;0;1;1;0;0;1;0;0.125;0.3333333333333333;0.002320185614849188;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-30;Sport Recife;12;1;1;679;220;Atlético Mineiro;2;1;6;17;2;8;0.35;0.65;280;0.75;11;14;2;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.03823529411764706;0.18181818181818182;210;0.05238095238095238;600.0;0.6666666666666666;11.428571428571429;-11;-0.30000000000000004;0;1;-3;0.02142857142857143;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
