Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Vicente Guaita-Celta de Vigo;Javier Rodríguez Galiano-Celta de Vigo;Yoel Lago-Celta de Vigo;Marcos Alonso Mendoza-Celta de Vigo;Sergio Carreira-Celta de Vigo;Fran Beltrán-Celta de Vigo;Pablo Durán-Celta de Vigo;Ilaix Moriba-Celta de Vigo;Iker Losada-Celta de Vigo;Williot Swedberg-Celta de Vigo;Borja Iglesias-Celta de Vigo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Carl Starfelt-Celta de Vigo;Óscar Mingueza-Celta de Vigo;Iago Aspas-Celta de Vigo;Hugo Sotelo-Celta de Vigo;Alfonso González-Celta de Vigo;Damián Rodríguez Sousa-Celta de Vigo;Mihailo Ristić-Celta de Vigo;Jailson-Celta de Vigo;Fer López-Celta de Vigo;Carlos Domínguez Cáceres-Celta de Vigo;Hugo Álvarez Antúnez-Celta de Vigo;Franco Cervi-Celta de Vigo;Iván Villar-Celta de Vigo;Jonathan Bamba-Celta de Vigo;Joseph Aidoo-Celta de Vigo;Anastasios Douvikas-Celta de Vigo;Javier Manquillo-Celta de Vigo;Miguel Román González-Celta de Vigo;Kevin Vázquez Comesaña-Celta de Vigo;Miguel Rodríguez Vidal-Celta de Vigo;Renato Tapia-Celta de Vigo;Luca de la Torre-Celta de Vigo;Jørgen Strand Larsen-Celta de Vigo;Carles Pérez-Celta de Vigo;Manuel Sánchez de la Peña-Celta de Vigo;Unai Núñez-Celta de Vigo;Tadeo Allende-Celta de Vigo;Carlos Dotor-Celta de Vigo;Agustín Marchesín-Celta de Vigo;Javi Galán-Celta de Vigo;Gabri Veiga-Celta de Vigo;Óscar Rodríguez Arnaiz-Celta de Vigo;Haris Seferović-Celta de Vigo;Hugo Mallo-Celta de Vigo;Gonçalo Paciência-Celta de Vigo;Augusto Solari-Celta de Vigo
2024-11-30;Celta de Vigo;1;23;7;44;49;RCD Espanyol;2;2;16;9;2;5;0.8;0.2;726;0.89;7;13;2;2;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.022222222222222223;0.2857142857142857;646;0.010835913312693499;807.5;0.3125;6.25;7;0.6000000000000001;3;0;-6;0.02203856749311295;0.0625;0.8;5.0;0;1;1;0;0;1;1;0;0.0625;0.5;0.0013774104683195593;16.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Celta de Vigo;1;1;3;44;10;Barcelona;5;4;15;9;8;4;0.4;0.6;389;0.75;13;9;5;3;0;1;5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.06666666666666667;0.38461538461538464;292;0.04452054794520548;730.0;0.3333333333333333;12.5;6;-0.19999999999999996;4;1;4;0.038560411311053984;0.13333333333333333;0.2;2.5;0;2;2;0;1;0;0;1;0.13333333333333333;0.25;0.005141388174807198;7.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Celta de Vigo;1;17;8;44;39;Betis;0;3;3;19;2;6;0.43;0.57;449;0.83;8;12;0;3;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2;0.03;0.0;373;0.021447721179624665;867.4418604651163;0.0;0.0;-16;-0.13999999999999996;-2;-3;-4;0.0066815144766146995;0.6666666666666666;0.215;0.0;1;1;2;0;1;0;1;0;0.6666666666666666;1.0;0.004454342984409799;1.5;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Celta de Vigo;1;6;3;44;48;Getafe;1;3;10;10;3;2;0.58;0.42;575;0.83;12;11;1;2;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.041999999999999996;0.08333333333333333;477;0.025157232704402517;822.4137931034484;0.0;0.0;0;0.15999999999999998;-2;-2;1;0.017391304347826087;0.1;0.58;0.0;1;0;1;1;0;0;0;1;0.1;0.3333333333333333;0.0017391304347826088;10.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Celta de Vigo;19;6;6;44;815;UD San Pedro;1;1;18;3;8;2;0.67;0.33;679;0.89;10;6;1;1;0;0;2;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.11;0.1;604;0.016556291390728478;901.4925373134328;0.1111111111111111;2.9850746268656714;15;0.34;-1;0;4;0.026509572901325478;0.2777777777777778;0.134;0.4;3;2;5;1;0;0;1;0;0.2777777777777778;0.625;0.007363770250368188;3.6;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Celta de Vigo;1;6;17;44;47;Leganés;2;2;18;7;5;4;0.62;0.38;587;0.83;17;15;2;2;0;0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4;0.054285714285714284;0.11764705882352941;487;0.03490759753593429;785.483870967742;0.1111111111111111;3.2258064516129035;11;0.24;-2;0;2;0.030664395229982964;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Celta de Vigo;1;6;17;44;12;Real Madrid;2;1;13;10;5;3;0.47;0.53;533;0.86;16;13;2;1;0;0;6;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2;0.053000000000000005;0.125;458;0.034934497816593885;974.468085106383;0.46153846153846156;12.765957446808512;3;-0.06000000000000005;4;1;3;0.024390243902439025;0.07692307692307693;0.47;6.0;0;1;1;0;0;1;0;1;0.07692307692307693;0.2;0.001876172607879925;13.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Celta de Vigo;1;6;3;44;50;U. D. Las Palmas;6;3;8;25;1;5;0.39;0.61;353;0.81;13;9;4;3;2;0;2;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;11;0.024399999999999998;0.46153846153846156;286;0.045454545454545456;733.3333333333333;0.25;5.128205128205128;-17;-0.21999999999999997;-9;3;4;0.0226628895184136;0.125;0.39;2.0;1;0;1;1;0;0;1;0;0.125;1.0;0.0028328611898017;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Celta de Vigo;1;17;3;44;24;Girona;1;0;12;9;2;4;0.48;0.52;549;0.87;9;14;1;0;0;0;4;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.05777777777777778;0.1111111111111111;478;0.01882845188284519;995.8333333333334;0.3333333333333333;8.333333333333334;3;-0.040000000000000036;0;1;-5;0.02185792349726776;0.08333333333333333;0.48;4.0;0;1;1;0;1;0;0;1;0.08333333333333333;0.5;0.0018214936247723133;12.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Celta de Vigo;1;6;1;44;27;Atlético Madrid;2;2;10;8;4;2;0.59;0.41;669;0.87;11;11;2;2;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.05125;0.18181818181818182;582;0.018900343642611683;986.4406779661017;0.2;3.3898305084745766;2;0.18;-1;0;0;0.014947683109118086;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Celta de Vigo;1;6;7;44;41;Osasuna;1;2;12;10;4;3;0.49;0.51;457;0.83;10;19;0;2;1;0;3;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;6;0.051000000000000004;0.1;379;0.026385224274406333;773.469387755102;0.25;6.122448979591836;2;-0.020000000000000018;-3;-1;-9;0.0262582056892779;0.16666666666666666;0.245;1.5;1;1;2;0;0;1;1;0;0.16666666666666666;0.5;0.00437636761487965;6.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Celta de Vigo;1;6;1;44;37;Villarreal;3;4;20;24;9;9;0.56;0.44;565;0.89;7;8;3;4;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7;0.018333333333333333;0.42857142857142855;503;0.013916500994035786;898.2142857142857;0.2;7.142857142857142;-4;0.12000000000000005;-3;-1;-1;0.035398230088495575;0.15;0.18666666666666668;1.3333333333333333;2;1;3;0;0;1;1;0;0.15;0.3333333333333333;0.005309734513274336;6.666666666666667;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Celta de Vigo;1;6;1;44;52;Valencia C. F.;3;0;7;13;5;5;0.48;0.52;485;0.86;9;11;3;0;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.04;0.3333333333333333;417;0.02158273381294964;868.75;0.5714285714285714;8.333333333333334;-6;-0.040000000000000036;-3;3;-2;0.01443298969072165;0.42857142857142855;0.16;1.3333333333333333;2;1;3;1;0;0;0;1;0.42857142857142855;0.6;0.006185567010309278;2.3333333333333335;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Celta de Vigo;1;17;3;44;45;Alavés;2;2;6;10;4;2;0.64;0.36;551;0.85;8;23;2;2;0;0;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.036;0.25;468;0.017094017094017096;731.25;0.5;4.6875;-4;0.28;0;0;-15;0.010889292196007259;0.3333333333333333;0.32;1.5;0;2;2;1;0;0;0;1;0.3333333333333333;0.5;0.003629764065335753;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Celta de Vigo;1;6;1;44;52;Valencia C. F.;0;0;9;12;4;1;0.54;0.46;509;0.86;18;18;0;0;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.03833333333333334;0.0;438;0.0410958904109589;811.1111111111111;0.2222222222222222;3.7037037037037033;-3;0.08000000000000002;0;0;0;0.01768172888015717;0.2222222222222222;0.27;1.0;0;2;2;0;1;0;0;1;0.2222222222222222;0.5;0.003929273084479371;4.5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Celta de Vigo;1;2;0;44;119;Granada;1;2;8;11;5;3;0.52;0.48;449;0.79;12;15;1;2;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.04363636363636363;0.08333333333333333;355;0.03380281690140845;682.6923076923076;0.25;3.846153846153846;-3;0.040000000000000036;-8;-1;-3;0.017817371937639197;0.25;0.26;1.0;0;2;2;1;0;0;1;0;0.25;0.4;0.004454342984409799;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Celta de Vigo;1;6;3;44;38;Athletic;2;0;10;7;4;2;0.54;0.46;522;0.81;15;14;2;0;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.06571428571428571;0.13333333333333333;423;0.03546099290780142;783.3333333333333;0.2;3.7037037037037033;3;0.08000000000000002;-1;2;1;0.019157088122605363;0.2;0.27;1.0;0;2;2;1;0;0;0;1;0.2;0.5;0.0038314176245210726;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Celta de Vigo;1;6;17;44;27;Atlético Madrid;1;1;6;21;2;8;0.44;0.56;502;0.84;9;7;1;1;0;0;7;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.02666666666666667;0.1111111111111111;422;0.02132701421800948;959.0909090909091;1.1666666666666667;15.909090909090908;-15;-0.12000000000000005;3;0;2;0.01195219123505976;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Celta de Vigo;1;6;3;44;45;Alavés;3;3;4;16;0;8;0.64;0.36;514;0.85;9;10;3;3;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.0225;0.3333333333333333;437;0.020594965675057208;682.8125;0.75;4.6875;-12;0.28;-5;0;-1;0.007782101167315175;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;Celta de Vigo;1;6;3;44;39;Betis;0;1;12;15;5;3;0.53;0.47;581;0.85;10;7;0;1;0;0;5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.03133333333333333;0.0;494;0.020242914979757085;932.0754716981131;0.4166666666666667;9.433962264150942;-3;0.06000000000000005;-1;-1;3;0.020654044750430294;0.08333333333333333;0.53;5.0;0;1;1;0;0;1;1;0;0.08333333333333333;0.2;0.0017211703958691911;12.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Celta de Vigo;1;17;3;44;42;Rayo Vallecano;3;3;13;8;0;2;0.61;0.39;572;0.85;12;16;3;3;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.04875;0.25;486;0.024691358024691357;796.7213114754098;0.23076923076923078;4.918032786885246;5;0.21999999999999997;1;0;-4;0.022727272727272728;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Celta de Vigo;1;4;28;44;12;Real Madrid;3;2;11;25;1;13;0.36;0.64;367;0.83;13;8;3;2;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12;0.0256;0.23076923076923078;305;0.04262295081967213;847.2222222222223;0.09090909090909091;2.7777777777777777;-14;-0.28;-11;1;5;0.02997275204359673;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-01;Celta de Vigo;1;1;3;44;126;Almería;1;3;15;3;6;0;0.67;0.33;591;0.87;8;14;1;2;0;1;7;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.11;0.125;514;0.01556420233463035;767.1641791044775;0.4666666666666667;10.44776119402985;12;0.34;7;-2;-6;0.025380710659898477;0.06666666666666667;0.67;7.0;0;1;1;1;0;0;0;1;0.06666666666666667;0.16666666666666666;0.001692047377326565;15.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Celta de Vigo;1;1;1;44;130;Cádiz;3;2;7;19;3;6;0.34;0.66;301;0.54;20;13;3;2;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;0.034736842105263156;0.15;163;0.12269938650306748;479.4117647058823;0.14285714285714285;2.941176470588235;-12;-0.32;-8;1;7;0.023255813953488372;0.2857142857142857;0.17;0.5;1;1;2;0;1;0;1;0;0.2857142857142857;0.6666666666666666;0.006644518272425249;3.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Celta de Vigo;1;1;0;44;10;Barcelona;2;4;13;14;4;4;0.33;0.67;333;0.7;11;13;2;4;0;0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.04785714285714286;0.18181818181818182;233;0.04721030042918455;706.060606060606;0.15384615384615385;6.0606060606060606;-1;-0.34;-3;-2;-2;0.03903903903903904;0.07692307692307693;0.33;2.0;0;1;1;0;0;1;0;1;0.07692307692307693;0.25;0.003003003003003003;13.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;Celta de Vigo;1;6;1;44;48;Getafe;2;1;9;11;4;4;0.53;0.47;421;0.72;13;16;2;1;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.042727272727272725;0.15384615384615385;303;0.0429042904290429;571.6981132075472;0.4444444444444444;7.547169811320754;-2;0.06000000000000005;4;1;-3;0.021377672209026127;0.2222222222222222;0.265;2.0;0;2;2;0;0;1;1;0;0.2222222222222222;0.5;0.004750593824228029;4.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Celta de Vigo;1;6;4;44;41;Osasuna;0;2;6;18;5;1;0.3;0.7;294;0.62;10;10;0;2;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;0.03888888888888889;0.0;182;0.054945054945054944;606.6666666666667;0.16666666666666666;3.3333333333333335;-12;-0.39999999999999997;-8;-2;0;0.02040816326530612;0.5;0.09999999999999999;0.3333333333333333;2;1;3;1;0;0;1;0;0.5;0.6;0.01020408163265306;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Celta de Vigo;1;6;3;44;24;Girona;1;1;10;15;5;6;0.39;0.61;367;0.76;13;11;1;1;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.04066666666666666;0.07692307692307693;279;0.04659498207885305;715.3846153846154;0.5;12.82051282051282;-5;-0.21999999999999997;-2;0;2;0.027247956403269755;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-23;Celta de Vigo;19;3;14;44;46;Real Sociedad;4;2;9;10;2;3;0.46;0.54;369;0.66;16;22;4;2;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.054000000000000006;0.25;244;0.06557377049180328;530.4347826086956;0.4444444444444444;8.695652173913043;-1;-0.08000000000000002;-2;2;-6;0.024390243902439025;0.1111111111111111;0.46;4.0;0;1;1;0;0;1;0;1;0.1111111111111111;0.5;0.0027100271002710027;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;Celta de Vigo;1;1;4;44;46;Real Sociedad;1;2;6;6;2;2;0.48;0.52;430;0.75;12;18;1;2;0;0;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.08666666666666667;0.08333333333333333;322;0.037267080745341616;670.8333333333334;1.0;12.5;0;-0.040000000000000036;3;-1;-6;0.013953488372093023;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-17;Celta de Vigo;19;3;1;44;52;Valencia C. F.;2;1;15;20;6;5;0.36;0.64;314;0.71;12;12;2;1;0;0;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;13;0.032;0.16666666666666666;223;0.053811659192825115;619.4444444444445;0.26666666666666666;11.11111111111111;-5;-0.28;-9;1;0;0.04777070063694268;0.2;0.12;1.3333333333333333;2;1;3;1;0;0;1;0;0.2;0.5;0.009554140127388535;5.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Celta de Vigo;1;4;9;44;40;R.C.D. Mallorca;1;4;6;17;2;6;0.43;0.57;337;0.73;18;18;1;4;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.03352941176470588;0.05555555555555555;246;0.07317073170731707;572.0930232558139;0.16666666666666666;2.3255813953488373;-11;-0.13999999999999996;-9;-3;0;0.017804154302670624;0.16666666666666666;0.43;1.0;1;0;1;0;1;0;1;0;0.16666666666666666;0.5;0.002967359050445104;6.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
