Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Michele Di Gregorio-Juventus;Pierre Kalulu-Juventus;Renato Veiga-Juventus;Lloyd Kelly-Juventus;Nicolás González-Juventus;Manuel Locatelli-Juventus;Khéphren Thuram-Juventus;Weston McKennie-Juventus;Teun Koopmeiners-Juventus;Kenan Yıldız-Juventus;Dušan Vlahović-Juventus;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Timothy Weah-Juventus;Federico Gatti-Juventus;Randal Kolo Muani-Juventus;Andrea Cambiaso-Juventus;Mattia Perin-Juventus;Francisco Conceição-Juventus;Nicolò Savona-Juventus;Douglas Luiz-Juventus;Samuel Mbangula-Juventus;Danilo da Silva-Juventus;Nicolò Fagioli-Juventus;Juan David Cabal-Juventus;Gleison Bremer-Juventus;Jonas Rouhi-Juventus;Wojciech Szczęsny-Juventus;Fabio Miretti-Juventus;Adrien Rabiot-Juventus;Samuel Iling-Junior-Juventus;Federico Chiesa-Juventus;Hans Nicolussi-Juventus;Daniele Rugani-Juventus;Filip Kostić-Juventus;Moise Kean-Juventus;Alex Sandro-Juventus;Carlos Jonás Alcaraz-Juventus;Mattia De Sciglio-Juventus;Arkadiusz Milik-Juventus;Leonardo Bonucci-Juventus;Juan Guillermo Cuadrado-Juventus;Ángel Di María-Juventus;Tommaso Barbieri-Juventus;Leandro Paredes-Juventus;Paul Pogba-Juventus;Matías Soulé-Juventus;Enzo Barrenechea-Juventus
2024-12-29;Juventus;4;3;3;14;70;Fiorentina;3;1;15;11;5;4;0.62;0.38;509;0.85;14;9;3;1;0;0;7;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.034545454545454546;0.21428571428571427;433;0.03233256351039261;698.3870967741935;0.4666666666666667;11.290322580645162;4;0.24;5;2;5;0.029469548133595286;0.13333333333333333;0.31;3.5;1;1;2;0;1;0;0;1;0.13333333333333333;0.4;0.003929273084479371;7.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Juventus;4;3;17;14;80;Monza;1;1;16;17;9;5;0.55;0.45;531;0.88;13;7;1;1;0;0;7;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3;0.026470588235294117;0.07692307692307693;467;0.027837259100642397;849.090909090909;0.4375;12.727272727272727;-1;0.10000000000000003;4;0;6;0.030131826741996232;0.125;0.275;3.5;2;0;2;1;0;0;1;0;0.125;0.2222222222222222;0.003766478342749529;8.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-17;Juventus;35;3;8;14;79;Cagliari;0;0;27;13;6;2;0.55;0.45;509;0.89;9;9;0;0;0;0;5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2;0.03461538461538462;0.0;453;0.019867549668874173;823.6363636363636;0.18518518518518517;9.09090909090909;14;0.10000000000000003;3;0;0;0.05304518664047151;0.14814814814814814;0.1375;1.25;1;3;4;1;0;0;0;1;0.14814814814814814;0.6666666666666666;0.007858546168958742;6.75;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Juventus;4;3;17;14;81;Venezia;1;3;12;8;4;2;0.69;0.31;681;0.91;9;8;1;3;0;0;7;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.03875;0.1111111111111111;620;0.014516129032258065;898.5507246376812;0.5833333333333334;10.144927536231885;4;0.37999999999999995;3;-2;1;0.01762114537444934;0.16666666666666666;0.345;3.5;1;1;2;0;1;0;0;1;0.16666666666666666;0.5;0.002936857562408223;6.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-11;Juventus;0;3;3;14;3;Manchester City;1;2;10;12;5;3;0.31;0.69;310;0.85;8;7;1;2;0;0;2;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;6;0.057499999999999996;0.125;264;0.030303030303030304;851.6129032258065;0.2;6.451612903225807;-2;-0.37999999999999995;-4;-1;1;0.03225806451612903;0.2;0.155;1.0;0;2;2;1;0;0;0;1;0.2;0.4;0.0064516129032258064;5.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Juventus;4;3;3;14;29;Bolonia;3;4;10;10;3;4;0.55;0.45;439;0.8;18;14;3;4;0;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.045;0.16666666666666666;351;0.05128205128205128;638.1818181818181;0.1;1.8181818181818181;0;0.10000000000000003;-3;-1;4;0.022779043280182234;0.2;0.275;0.5;0;2;2;0;1;0;0;1;0.2;0.6666666666666666;0.004555808656036446;5.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Juventus;4;3;3;14;82;Lecce;4;1;14;10;3;6;0.62;0.38;588;0.89;9;8;4;1;0;0;7;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.038;0.4444444444444444;523;0.017208413001912046;843.5483870967741;0.5;11.290322580645162;4;0.24;5;3;1;0.023809523809523808;0.07142857142857142;0.62;7.0;0;1;1;0;1;0;1;0;0.07142857142857142;0.3333333333333333;0.0017006802721088435;14.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-27;Juventus;0;3;3;14;1;Aston Villa;3;3;8;11;2;3;0.55;0.45;494;0.89;14;13;3;3;0;0;3;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3;0.04090909090909091;0.21428571428571427;440;0.031818181818181815;799.9999999999999;0.375;5.454545454545454;-3;0.10000000000000003;0;0;1;0.016194331983805668;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Juventus;4;13;0;14;25;Milan;2;3;7;6;2;1;0.57;0.43;514;0.88;12;9;2;3;0;0;4;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.07166666666666667;0.16666666666666666;452;0.02654867256637168;792.9824561403509;0.5714285714285714;7.017543859649123;1;0.13999999999999996;2;-1;3;0.013618677042801557;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Juventus;0;3;3;14;15;LOSC;1;1;11;6;3;3;0.66;0.34;623;0.89;6;13;1;1;0;0;5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1;0.05666666666666667;0.16666666666666666;554;0.010830324909747292;839.3939393939394;0.45454545454545453;7.575757575757575;5;0.32;4;0;-7;0.01765650080256822;0.09090909090909091;0.66;5.0;0;1;1;0;1;0;1;0;0.09090909090909091;0.3333333333333333;0.0016051364365971107;11.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Juventus;4;3;2;14;72;Udinese;2;2;11;11;5;2;0.62;0.38;537;0.87;14;12;2;2;0;0;3;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;10;0.034545454545454546;0.14285714285714285;467;0.029978586723768737;753.2258064516129;0.2727272727272727;4.838709677419355;0;0.24;-7;0;2;0.020484171322160148;0.18181818181818182;0.31;1.5;2;0;2;1;0;0;1;0;0.18181818181818182;0.4;0.0037243947858473;5.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Juventus;4;0;3;14;76;Parma;2;0;24;13;6;5;0.62;0.38;596;0.9;7;5;2;0;0;0;10;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;6;0.02923076923076923;0.2857142857142857;536;0.013059701492537313;864.516129032258;0.4166666666666667;16.129032258064516;11;0.24;4;2;2;0.040268456375838924;0.08333333333333333;0.31;5.0;1;1;2;0;1;0;0;1;0.08333333333333333;0.3333333333333333;0.003355704697986577;12.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Juventus;4;3;2;14;7;Inter;2;2;10;18;5;9;0.53;0.47;444;0.88;16;11;2;2;0;0;5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;13;0.02611111111111111;0.125;391;0.04092071611253197;737.7358490566037;0.5;9.433962264150942;-8;0.06000000000000005;-8;0;5;0.02252252252252252;0.4;0.1325;1.25;2;2;4;0;1;0;1;0;0.4;0.8;0.009009009009009009;2.5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Juventus;0;0;3;14;18;Stuttgart;1;2;7;22;1;10;0.49;0.51;418;0.87;11;13;0;2;1;0;4;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;10;0.023181818181818182;0.09090909090909091;364;0.03021978021978022;742.8571428571429;0.5714285714285714;8.16326530612245;-15;-0.020000000000000018;-6;-1;-2;0.01674641148325359;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Juventus;4;0;3;14;71;Lazio;4;3;16;2;3;1;0.7;0.3;604;0.9;16;9;4;2;0;1;7;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1;0.15;0.25;544;0.029411764705882353;777.1428571428572;0.4375;10.0;14;0.39999999999999997;6;1;7;0.026490066225165563;0.0625;0.7;7.0;0;1;1;1;0;0;0;1;0.0625;0.3333333333333333;0.0016556291390728477;16.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Juventus;4;3;3;14;79;Cagliari;4;2;21;9;9;2;0.74;0.26;704;0.92;13;10;3;2;1;0;8;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;3;0.02888888888888889;0.3076923076923077;648;0.020061728395061727;875.6756756756757;0.38095238095238093;10.81081081081081;12;0.48;5;2;3;0.029829545454545456;0.047619047619047616;0.74;8.0;1;0;1;0;1;0;0;1;0.047619047619047616;0.1111111111111111;0.0014204545454545455;21.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Juventus;0;3;1;14;31;RB Leipzig;3;1;16;24;5;7;0.56;0.44;483;0.91;14;4;2;1;1;0;2;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;8;0.018333333333333333;0.21428571428571427;440;0.031818181818181815;785.7142857142857;0.125;3.571428571428571;-8;0.12000000000000005;-6;2;10;0.033126293995859216;0.1875;0.18666666666666668;0.6666666666666666;0;3;3;1;0;0;1;0;0.1875;0.6;0.006211180124223602;5.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Juventus;4;3;2;14;83;Genoa;1;2;12;7;3;2;0.66;0.34;633;0.9;14;8;1;2;0;0;3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;5;0.04857142857142858;0.07142857142857142;570;0.02456140350877193;863.6363636363636;0.25;4.545454545454545;5;0.32;-2;-1;6;0.018957345971563982;0.25;0.22;1.0;0;3;3;1;0;0;1;0;0.25;1.0;0.004739336492890996;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Juventus;4;3;3;14;69;Napoli;1;0;9;8;1;1;0.65;0.35;667;0.93;10;13;1;0;0;0;4;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3;0.04375;0.1;620;0.016129032258064516;953.8461538461538;0.4444444444444444;6.153846153846153;1;0.30000000000000004;1;1;-3;0.013493253373313344;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Juventus;0;0;0;14;28;PSV;0;0;15;13;6;5;0.43;0.57;468;0.85;7;6;0;0;0;0;2;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4;0.04384615384615384;0.0;398;0.017587939698492462;925.5813953488372;0.13333333333333333;4.651162790697675;2;-0.13999999999999996;-2;0;1;0.03205128205128205;0.2;0.14333333333333334;0.6666666666666666;2;1;3;1;0;0;0;1;0.2;0.5;0.00641025641025641;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Juventus;4;3;17;14;75;Empoli;2;1;15;8;3;3;0.66;0.34;653;0.9;10;11;2;1;0;0;8;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.0425;0.2;588;0.017006802721088437;890.9090909090909;0.5333333333333333;12.121212121212121;7;0.32;4;1;-1;0.022970903522205207;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Juventus;4;3;3;14;74;Roma;1;2;8;7;1;1;0.49;0.51;475;0.89;11;12;1;2;0;0;6;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.07285714285714286;0.09090909090909091;423;0.026004728132387706;863.265306122449;0.75;12.244897959183673;1;-0.020000000000000018;2;-1;-1;0.016842105263157894;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Juventus;4;3;6;14;77;Hellas Verona;0;1;8;7;5;1;0.61;0.39;618;0.88;8;8;0;1;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.055714285714285716;0.0;544;0.014705882352941176;891.8032786885246;0.125;1.639344262295082;1;0.21999999999999997;-3;-1;0;0.012944983818770227;0.375;0.20333333333333334;0.3333333333333333;2;1;3;1;0;0;1;0;0.375;0.6;0.0048543689320388345;2.6666666666666665;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Juventus;4;3;1;14;78;Como;2;4;13;3;7;0;0.58;0.42;525;0.92;11;12;2;4;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0;0.13999999999999999;0.18181818181818182;483;0.022774327122153208;832.7586206896552;0.23076923076923078;5.172413793103448;10;0.15999999999999998;3;-2;-1;0.024761904761904763;0.23076923076923078;0.19333333333333333;1.0;2;1;3;1;0;0;0;1;0.23076923076923078;0.42857142857142855;0.005714285714285714;4.333333333333333;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Juventus;6;3;4;14;27;Atlético Madrid;0;2;11;11;1;7;0.57;0.43;647;0.91;13;9;0;2;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;3;0.03909090909090909;0.0;589;0.022071307300509338;1033.3333333333335;0.36363636363636365;7.017543859649123;0;0.13999999999999996;1;-2;4;0.017001545595054096;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Juventus;6;3;5;14;5;Stade Brestois;0;0;8;7;5;3;0.51;0.49;468;0.85;15;7;0;0;0;0;2;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2;0.06999999999999999;0.0;398;0.03768844221105527;780.3921568627451;0.25;3.9215686274509802;1;0.020000000000000018;0;0;8;0.017094017094017096;0.25;0.255;1.0;0;2;2;0;1;0;0;1;0.25;0.4;0.004273504273504274;4.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-20;Juventus;4;2;7;14;29;Bolonia;5;1;11;10;4;5;0.37;0.63;348;0.85;21;8;5;1;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3;0.063;0.23809523809523808;296;0.07094594594594594;800.0;0.18181818181818182;5.405405405405405;1;-0.26;-1;4;13;0.031609195402298854;0.2727272727272727;0.12333333333333334;0.6666666666666666;0;3;3;0;1;0;1;0;0.2727272727272727;0.75;0.008620689655172414;3.6666666666666665;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Juventus;35;2;17;14;17;Atalanta;2;3;9;13;2;0;0.34;0.66;315;0.74;9;13;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.050769230769230775;0.2222222222222222;233;0.03862660944206009;685.2941176470588;0.2222222222222222;5.88235294117647;-4;-0.32;0;-1;-4;0.02857142857142857;0.1111111111111111;0.34;2.0;1;0;1;1;0;0;1;0;0.1111111111111111;0.5;0.0031746031746031746;9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Juventus;4;2;17;14;607;Salernitana;2;5;25;13;6;4;0.68;0.32;515;0.86;15;12;2;5;0;0;9;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.024615384615384615;0.13333333333333333;443;0.033860045146726865;651.470588235294;0.36;13.235294117647058;12;0.36000000000000004;5;-3;3;0.04854368932038835;0.04;0.68;9.0;0;1;1;0;1;0;0;1;0.04;0.16666666666666666;0.001941747572815534;25.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Juventus;4;2;20;14;74;Roma;2;1;16;19;6;5;0.39;0.61;346;0.84;10;7;2;1;0;0;6;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;9;0.032105263157894734;0.2;291;0.03436426116838488;746.1538461538461;0.375;15.384615384615383;-3;-0.21999999999999997;-3;1;3;0.046242774566473986;0.0625;0.39;6.0;1;0;1;0;1;0;1;0;0.0625;0.16666666666666666;0.002890173410404624;16.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Juventus;4;2;3;14;25;Milan;0;1;18;9;7;0;0.51;0.49;455;0.87;10;4;0;1;0;0;9;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.05444444444444444;0.0;396;0.025252525252525252;776.4705882352941;0.5;17.647058823529413;9;0.020000000000000018;5;-1;6;0.03956043956043956;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Juventus;35;2;17;14;71;Lazio;1;0;8;9;2;5;0.42;0.58;469;0.83;11;10;1;0;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2;0.06444444444444444;0.09090909090909091;389;0.028277634961439587;926.1904761904763;0.625;11.904761904761905;-1;-0.15999999999999998;3;1;1;0.017057569296375266;0.125;0.42;5.0;0;1;1;0;0;1;1;0;0.125;0.5;0.0021321961620469083;8.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Juventus;4;2;17;14;79;Cagliari;3;2;11;9;3;4;0.75;0.25;580;0.86;15;16;3;2;0;0;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.027777777777777776;0.2;499;0.03006012024048096;665.3333333333334;0.2727272727272727;4.0;2;0.5;-1;1;-1;0.01896551724137931;0.18181818181818182;0.375;1.5;0;2;2;0;1;0;1;0;0.18181818181818182;0.6666666666666666;0.0034482758620689655;5.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
