Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Bart Verbruggen-Brighton;Mats Wieffer-Brighton;Jan Paul van Hecke-Brighton;Lewis Dunk-Brighton;Pervis Estupiñán-Brighton;Carlos Baleba-Brighton;Jack Hinshelwood-Brighton;Yankuba Minteh-Brighton;Matt O'Riley-Brighton;Simon Adingra-Brighton;Danny Welbeck-Brighton;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Yasin Ayari-Brighton;Solly March-Brighton;João Pedro-Brighton;Diego Gómez Amarilla-Brighton;Kaoru Mitoma-Brighton;Brajan Gruda-Brighton;Adam Webster-Brighton;Georginio Rutter-Brighton;Tariq Lamptey-Brighton;Joel Veltman-Brighton;Jason Steele-Brighton;Julio Enciso-Brighton;Igor Julio-Brighton;Evan Ferguson-Brighton;Ferdi Kadıoğlu-Brighton;Jakub Moder-Brighton;James Milner-Brighton;Imari Samuels-Brighton;Jeremy Sarmiento-Brighton;Billy Gilmour-Brighton;Valentín Barco-Brighton;Pascal Groß-Brighton;Adam Lallana-Brighton;Facundo Buonanotte-Brighton;Odel Offiah-Brighton;Mark O'Mahony-Brighton;Ansu Fati-Brighton;Cameron Peupion-Brighton;Mahmoud Dahoud-Brighton;Moisés Caicedo-Brighton;Steven Alzate-Brighton;Levi Colwill-Brighton;Alexis Mac Allister-Brighton;Deniz Undav-Brighton;Robert Sánchez-Brighton
2025-02-25;Brighton;3;3;3;54;59;Bournemouth;2;1;11;19;4;5;0.43;0.57;368;0.72;12;14;2;1;0;0;1;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;9;0.03;0.16666666666666666;265;0.045283018867924525;616.2790697674419;0.09090909090909091;2.3255813953488373;-8;-0.13999999999999996;-8;1;-2;0.029891304347826088;0.18181818181818182;0.215;0.5;1;1;2;1;0;0;0;1;0.18181818181818182;0.5;0.005434782608695652;5.5;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-22;Brighton;3;3;6;54;68;Southampton;0;2;18;6;12;1;0.51;0.49;436;0.81;12;11;0;2;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5;0.08166666666666667;0.0;353;0.0339943342776204;692.156862745098;0.3333333333333333;11.76470588235294;12;0.020000000000000018;1;-2;1;0.04128440366972477;0.2222222222222222;0.1275;1.5;1;3;4;1;0;0;1;0;0.2222222222222222;0.3333333333333333;0.009174311926605505;4.5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-14;Brighton;3;9;3;54;53;Chelsea;1;2;13;8;5;0;0.3;0.7;327;0.76;12;15;1;2;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;9;0.0875;0.08333333333333333;249;0.04819277108433735;830.0;0.15384615384615385;6.666666666666667;5;-0.39999999999999997;-7;-1;-3;0.039755351681957186;0.23076923076923078;0.09999999999999999;0.6666666666666666;2;1;3;1;0;0;0;1;0.23076923076923078;0.6;0.009174311926605505;4.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-08;Brighton;15;3;3;54;53;Chelsea;2;2;6;7;3;1;0.42;0.58;419;0.85;8;3;2;2;0;0;4;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;3;0.08285714285714285;0.25;356;0.02247191011235955;847.6190476190477;0.6666666666666666;9.523809523809524;-1;-0.15999999999999998;1;0;5;0.014319809069212411;0.3333333333333333;0.21;2.0;1;1;2;1;0;0;0;1;0.3333333333333333;0.6666666666666666;0.00477326968973747;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Brighton;3;7;2;54;55;Nottingham Forest;3;1;10;14;5;9;0.63;0.37;534;0.85;13;8;3;1;0;0;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.02642857142857143;0.23076923076923078;454;0.028634361233480177;720.6349206349206;0.6;9.523809523809524;-4;0.26;2;2;5;0.018726591760299626;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Brighton;3;3;3;54;64;Everton;4;4;16;3;1;1;0.69;0.31;641;0.87;8;11;4;4;0;0;9;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;0.10333333333333333;0.5;558;0.014336917562724014;808.6956521739131;0.5625;13.043478260869566;13;0.37999999999999995;8;0;-3;0.0249609984399376;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Brighton;3;1;17;54;62;Manchester United;3;3;6;10;3;1;0.48;0.52;437;0.81;12;13;3;3;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.052000000000000005;0.25;354;0.03389830508474576;737.5;0.3333333333333333;4.166666666666667;-4;-0.040000000000000036;-2;0;-1;0.013729977116704805;0.5;0.16;0.6666666666666666;1;2;3;1;0;0;1;0;0.5;1.0;0.006864988558352402;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-16;Brighton;3;7;3;54;66;Ipswich;2;2;11;5;5;3;0.54;0.46;468;0.84;14;13;2;2;0;0;9;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1;0.092;0.14285714285714285;393;0.035623409669211195;727.7777777777777;0.8181818181818182;16.666666666666664;6;0.08000000000000002;8;0;1;0.023504273504273504;0.18181818181818182;0.27;4.5;0;2;2;1;0;0;1;0;0.18181818181818182;0.4;0.004273504273504274;5.5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Brighton;15;3;0;54;826;Norwich;0;0;21;6;8;1;0.53;0.47;492;0.88;13;3;0;0;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3;0.07833333333333332;0.0;433;0.03002309468822171;816.9811320754717;0.19047619047619047;7.547169811320754;15;0.06000000000000005;1;0;10;0.042682926829268296;0.19047619047619047;0.1325;1.0;2;2;4;1;0;0;1;0;0.19047619047619047;0.5;0.008130081300813009;5.25;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Brighton;3;3;0;54;9;Arsenal;2;3;11;9;4;3;0.44;0.56;427;0.86;17;14;2;3;0;0;2;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.06222222222222223;0.11764705882352941;367;0.04632152588555858;834.0909090909091;0.18181818181818182;4.545454545454546;2;-0.12000000000000005;-3;-1;3;0.02576112412177986;0.09090909090909091;0.44;2.0;0;1;1;0;1;0;0;1;0.09090909090909091;0.25;0.00234192037470726;11.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-30;Brighton;3;3;3;54;1;Aston Villa;3;2;13;20;4;4;0.4;0.6;329;0.79;14;9;3;2;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;12;0.03;0.21428571428571427;260;0.05384615384615385;650.0;0.23076923076923078;7.5;-7;-0.19999999999999996;-9;1;5;0.03951367781155015;0.15384615384615385;0.2;1.5;1;1;2;0;1;0;1;0;0.15384615384615385;0.5;0.0060790273556231;6.5;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-27;Brighton;3;3;3;54;57;Brentford;0;2;24;8;7;3;0.59;0.41;493;0.81;6;12;0;2;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.05125;0.0;399;0.015037593984962405;676.271186440678;0.20833333333333334;8.474576271186441;16;0.18;2;-2;-6;0.0486815415821501;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Brighton;3;3;7;54;61;West Ham;2;2;12;11;6;4;0.55;0.45;438;0.84;20;14;2;2;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.04090909090909091;0.1;368;0.05434782608695652;669.090909090909;0.3333333333333333;7.2727272727272725;1;0.10000000000000003;-4;0;6;0.0273972602739726;0.08333333333333333;0.55;4.0;0;1;1;0;1;0;1;0;0.08333333333333333;0.16666666666666666;0.00228310502283105;12.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Brighton;3;3;17;54;65;Crystal Palace;1;4;17;13;5;5;0.66;0.34;570;0.88;11;15;1;4;0;0;8;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.026153846153846156;0.09090909090909091;502;0.021912350597609563;760.6060606060606;0.47058823529411764;12.121212121212121;4;0.32;3;-3;-4;0.02982456140350877;0.058823529411764705;0.66;8.0;0;1;1;0;0;1;0;1;0.058823529411764705;0.2;0.0017543859649122807;17.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Brighton;3;3;3;54;63;Leicester City;2;1;16;10;7;3;0.45;0.55;429;0.85;10;9;2;1;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.05500000000000001;0.2;365;0.0273972602739726;811.1111111111111;0.3125;11.11111111111111;6;-0.10000000000000003;1;1;1;0.037296037296037296;0.125;0.225;2.5;1;1;2;0;1;0;1;0;0.125;0.2857142857142857;0.004662004662004662;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-05;Brighton;3;17;3;54;58;Fulham;2;2;13;6;3;2;0.57;0.43;499;0.87;8;7;2;2;0;0;6;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.07166666666666667;0.25;434;0.018433179723502304;761.4035087719299;0.46153846153846156;10.526315789473685;7;0.13999999999999996;1;0;1;0.026052104208416832;0.07692307692307693;0.57;6.0;0;1;1;0;0;1;1;0;0.07692307692307693;0.3333333333333333;0.002004008016032064;13.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-29;Brighton;3;1;9;54;68;Southampton;2;4;22;10;5;2;0.53;0.47;458;0.9;20;16;2;4;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;6;0.047;0.1;412;0.04854368932038835;777.3584905660377;0.3181818181818182;13.20754716981132;12;0.06000000000000005;1;-2;4;0.048034934497816595;0.045454545454545456;0.53;7.0;1;0;1;0;1;0;0;1;0.045454545454545456;0.2;0.002183406113537118;22.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Brighton;3;3;3;54;59;Bournemouth;3;2;6;19;4;5;0.45;0.55;421;0.8;10;13;2;2;1;0;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;7;0.028947368421052635;0.3;337;0.02967359050445104;748.8888888888889;0.0;0.0;-13;-0.10000000000000003;-7;1;-3;0.014251781472684086;0.3333333333333333;0.225;0.0;1;1;2;1;0;0;1;0;0.3333333333333333;0.5;0.004750593824228029;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Brighton;3;1;7;54;3;Manchester City;3;3;10;15;4;6;0.39;0.61;426;0.87;12;10;3;3;0;0;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;4;0.04066666666666666;0.25;371;0.03234501347708895;951.2820512820513;0.0;0.0;-5;-0.21999999999999997;-4;0;2;0.023474178403755867;0.2;0.195;0.0;0;2;2;1;0;0;0;1;0.2;0.5;0.004694835680751174;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Brighton;3;1;3;54;2;Liverpool;2;1;13;16;5;8;0.52;0.48;469;0.86;18;10;2;1;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;9;0.03;0.1111111111111111;403;0.04466501240694789;775.0;0.5384615384615384;13.461538461538462;-3;0.040000000000000036;-2;1;8;0.02771855010660981;0.07692307692307693;0.52;7.0;1;0;1;0;0;1;1;0;0.07692307692307693;0.2;0.0021321961620469083;13.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
