Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Timo Horn-Bochum;Tim Oermann-Bochum;Jakov Medić-Bochum;Bernardo Fernandes da Silva Junior-Bochum;Cristian Gamboa-Bochum;Matúš Bero-Bochum;Tom Krauß-Bochum;Maximilian Wittek-Bochum;Philipp Hofmann-Bochum;Moritz Broschinski-Bochum;Myron Boadu-Bochum;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Felix Passlack-Bochum;Ibrahima Sissoko-Bochum;Giorgos Masouras-Bochum;Gerrit Holtmann-Bochum;Ivan Ordets-Bochum;Erhan Mašović-Bochum;Patrick Drewes-Bochum;Dani de Wit-Bochum;Anthony Losilla-Bochum;Kōji Miyoshi-Bochum;Lukas Daschner-Bochum;Mats Pannewig-Bochum;Noah Loosli-Bochum;Andreas Luthe-Bochum;Keven Schlotterbeck-Bochum;Kevin Stöger-Bochum;Patrick Osterhage-Bochum;Takuma Asano-Bochum;Manuel Riemann-Bochum;Christopher Antwi-Adjei-Bochum;Philipp Förster-Bochum;Moritz-Broni Kwarteng-Bochum;Gonçalo Paciência-Bochum;Danilo Soares-Bochum;Saidy Janko-Bochum;Dominique Heintz-Bochum;Kostas Stafylidis-Bochum;Simon Zoller-Bochum;Jordi Osei-Tutu-Bochum;Vasilios Lampropoulos-Bochum;Pierre Kunde-Bochum;Jannes Horn-Bochum;Jacek Góralski-Bochum;Michael Esser-Bochum;Armel Bella-Kotchap-Bochum;Herbert Bockhorn-Bochum;Robert Tesche-Bochum;Sebastian Polter-Bochum
2024-11-09;Bochum;9;9;17;178;6;Leverkusen;0;1;15;11;3;3;0.29;0.71;281;0.76;10;9;0;1;0;0;6;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.06454545454545454;0.0;214;0.04672897196261682;737.9310344827587;0.4;20.689655172413794;4;-0.42;2;-1;1;0.05338078291814947;0.06666666666666667;0.29;6.0;0;1;1;0;1;0;0;1;0.06666666666666667;0.3333333333333333;0.0035587188612099642;15.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Bochum;9;1;1;178;87;Frankfurt;2;1;11;18;8;9;0.35;0.65;310;0.71;15;6;2;1;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.036111111111111115;0.13333333333333333;220;0.06818181818181818;628.5714285714286;0.18181818181818182;5.714285714285714;-7;-0.30000000000000004;-3;1;9;0.035483870967741936;0.18181818181818182;0.175;1.0;1;1;2;0;0;1;1;0;0.18181818181818182;0.25;0.0064516129032258064;5.5;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Bochum;9;2;3;178;23;Bayern;1;1;6;19;2;10;0.27;0.73;274;0.68;15;6;1;1;0;0;2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;0.038421052631578946;0.06666666666666667;186;0.08064516129032258;688.8888888888888;0.3333333333333333;7.4074074074074066;-13;-0.45999999999999996;-4;0;9;0.021897810218978103;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Bochum;9;7;29;178;97;Hoffenheim;1;1;13;12;4;7;0.5;0.5;419;0.78;12;10;1;1;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4;0.041666666666666664;0.08333333333333333;327;0.03669724770642202;654.0;0.15384615384615385;4.0;1;0.0;-2;0;2;0.031026252983293555;0.07692307692307693;0.5;2.0;0;1;1;0;0;1;1;0;0.07692307692307693;0.25;0.002386634844868735;13.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Bochum;9;28;29;178;175;Wolfsburg;1;2;18;17;5;5;0.58;0.42;406;0.76;11;12;1;2;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;6;0.024705882352941175;0.09090909090909091;309;0.03559870550161812;532.7586206896552;0.3888888888888889;12.06896551724138;1;0.15999999999999998;1;-1;-1;0.04433497536945813;0.05555555555555555;0.58;7.0;0;1;1;0;0;1;0;1;0.05555555555555555;0.2;0.0024630541871921183;18.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-27;Bochum;9;22;3;178;11;Dortmund;0;2;10;23;5;8;0.33;0.67;285;0.72;9;12;0;2;0;0;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;11;0.029130434782608697;0.0;205;0.04390243902439024;621.2121212121211;0.0;0.0;-13;-0.34;-11;-2;-3;0.03508771929824561;0.2;0.165;0.0;2;0;2;0;0;1;1;0;0.2;0.4;0.007017543859649123;5.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Bochum;9;22;17;178;177;KSV Holstein;4;1;14;14;3;4;0.44;0.56;345;0.73;19;9;4;1;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;5;0.04;0.21052631578947367;252;0.07539682539682539;572.7272727272727;0.14285714285714285;4.545454545454546;0;-0.12000000000000005;-3;3;10;0.04057971014492753;0.14285714285714285;0.22;1.0;2;0;2;0;1;0;0;1;0.14285714285714285;0.6666666666666666;0.005797101449275362;7.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Bochum;9;1;3;178;170;Friburgo;3;0;13;26;3;9;0.45;0.55;375;0.73;16;5;3;0;0;0;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.021153846153846155;0.1875;274;0.058394160583941604;608.8888888888889;0.46153846153846156;13.333333333333332;-13;-0.10000000000000003;1;3;11;0.034666666666666665;0.07692307692307693;0.45;6.0;1;0;1;0;0;1;1;0;0.07692307692307693;0.3333333333333333;0.0026666666666666666;13.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Bochum;9;22;3;178;172;Mönchengladbach;1;0;15;15;4;6;0.38;0.62;355;0.75;9;10;1;0;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.04133333333333333;0.1111111111111111;266;0.03383458646616541;700.0;0.2;7.894736842105263;0;-0.24;-1;1;-1;0.04225352112676056;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Bochum;9;22;13;178;31;RB Leipzig;3;2;10;13;4;3;0.37;0.63;301;0.7;16;9;3;1;0;1;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;9;0.04846153846153846;0.1875;211;0.07582938388625593;570.2702702702703;0.3;8.108108108108109;-3;-0.26;-6;1;7;0.03322259136212625;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Bochum;23;22;3;178;196;Jahn Regensburg;7;1;18;18;7;6;0.66;0.34;491;0.74;18;14;7;1;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.01888888888888889;0.3888888888888889;363;0.049586776859504134;550.0;0.2777777777777778;7.575757575757575;0;0.32;1;6;4;0.03665987780040733;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-27;Bochum;-1;29;5;178;179;Düsseldorf;4;1;23;22;8;6;0.65;0.35;723;0.79;21;15;4;1;0;0;8;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;14;0.015909090909090907;0.19047619047619047;571;0.03677758318739054;878.4615384615385;0.34782608695652173;12.307692307692307;1;0.30000000000000004;-6;3;6;0.0318118948824343;0.13043478260869565;0.21666666666666667;2.6666666666666665;1;2;3;1;0;0;1;0;0.13043478260869565;0.375;0.004149377593360996;7.666666666666667;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-23;Bochum;-1;3;5;178;179;Düsseldorf;2;0;17;21;3;7;0.61;0.39;502;0.79;13;14;2;0;0;0;7;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;8;0.018571428571428572;0.15384615384615385;397;0.0327455919395466;650.8196721311475;0.4117647058823529;11.475409836065573;-4;0.21999999999999997;-1;2;-1;0.03386454183266932;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Bochum;9;3;2;178;171;Werder Bremen;1;1;27;26;7;13;0.54;0.46;423;0.78;12;12;1;1;0;0;8;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;8;0.017692307692307695;0.08333333333333333;330;0.03636363636363636;611.1111111111111;0.2962962962962963;14.814814814814813;1;0.08000000000000002;0;0;0;0.06382978723404255;0.037037037037037035;0.54;8.0;0;1;1;0;0;1;1;0;0.037037037037037035;0.14285714285714285;0.002364066193853428;27.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Bochum;9;3;17;178;6;Leverkusen;3;1;3;29;0;10;0.32;0.68;294;0.71;5;10;2;1;1;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.023448275862068966;0.6;209;0.023923444976076555;653.125;0.6666666666666666;6.25;-26;-0.36000000000000004;-4;2;-5;0.01020408163265306;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Bochum;9;3;2;178;169;FC Union Berlin;1;0;18;12;5;5;0.52;0.48;389;0.65;16;13;1;0;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;6;0.04;0.0625;253;0.06324110671936758;486.53846153846155;0.2222222222222222;7.692307692307692;6;0.040000000000000036;-2;1;3;0.04627249357326478;0.2222222222222222;0.13;1.0;3;1;4;1;0;0;1;0;0.2222222222222222;0.8;0.010282776349614395;4.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-26;Bochum;9;3;2;178;97;Hoffenheim;1;1;36;10;13;4;0.45;0.55;337;0.68;13;11;1;1;0;0;10;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.05500000000000001;0.07692307692307693;229;0.056768558951965066;508.88888888888886;0.2777777777777778;22.22222222222222;26;-0.10000000000000003;6;0;2;0.10682492581602374;0.08333333333333333;0.15;3.3333333333333335;2;1;3;1;0;0;0;1;0.08333333333333333;0.23076923076923078;0.008902077151335312;12.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Bochum;9;3;1;178;175;Wolfsburg;3;4;13;9;1;5;0.55;0.45;402;0.72;16;11;3;4;0;0;8;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.05;0.1875;289;0.05536332179930796;525.4545454545454;0.6153846153846154;14.545454545454545;4;0.10000000000000003;3;-1;5;0.03233830845771144;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Bochum;9;3;3;178;142;Heidenheim;4;1;23;11;5;3;0.61;0.39;444;0.76;12;21;4;1;0;0;6;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.035454545454545454;0.3333333333333333;337;0.03560830860534125;552.4590163934427;0.2608695652173913;9.836065573770492;12;0.21999999999999997;4;3;-9;0.0518018018018018;0.043478260869565216;0.61;6.0;0;1;1;0;1;0;0;1;0.043478260869565216;0.2;0.0022522522522522522;23.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Bochum;9;28;3;178;190;Colonia;3;3;11;20;2;7;0.43;0.57;263;0.65;13;16;3;3;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;9;0.028499999999999998;0.23076923076923078;171;0.07602339181286549;397.6744186046512;0.36363636363636365;9.30232558139535;-9;-0.13999999999999996;-5;0;-3;0.04182509505703422;0.09090909090909091;0.43;4.0;0;1;1;0;0;1;1;0;0.09090909090909091;0.5;0.0038022813688212928;11.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Bochum;9;0;14;178;191;SV Darmstadt 98;2;2;21;12;7;3;0.58;0.42;445;0.76;7;16;2;2;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.034999999999999996;0.2857142857142857;338;0.020710059171597635;582.7586206896552;0.2857142857142857;10.344827586206897;9;0.15999999999999998;1;0;-9;0.04719101123595506;0.09523809523809523;0.29;3.0;1;1;2;0;1;0;0;1;0.09523809523809523;0.2857142857142857;0.0044943820224719105;10.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Bochum;9;22;17;178;174;Mainz 05;3;4;11;15;2;4;0.49;0.51;365;0.64;16;15;3;4;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.034;0.1875;234;0.06837606837606838;477.55102040816325;0.5454545454545454;12.244897959183673;-4;-0.020000000000000018;-1;-1;1;0.030136986301369864;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Bochum;9;14;13;178;170;Friburgo;3;7;24;9;7;5;0.6;0.4;445;0.74;11;11;3;7;0;0;12;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.044444444444444446;0.2727272727272727;329;0.03343465045592705;548.3333333333334;0.5;20.0;15;0.19999999999999996;7;-4;0;0.05393258426966292;0.041666666666666664;0.6;12.0;0;1;1;0;0;1;0;1;0.041666666666666664;0.14285714285714285;0.0022471910112359553;24.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Bochum;9;3;13;178;31;RB Leipzig;4;2;14;12;3;4;0.42;0.58;349;0.59;13;10;3;2;1;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;5;0.04833333333333333;0.3076923076923077;206;0.06310679611650485;490.4761904761905;0.14285714285714285;4.761904761904762;2;-0.15999999999999998;-3;2;3;0.04011461318051576;0.07142857142857142;0.42;2.0;1;0;1;0;0;1;0;1;0.07142857142857142;0.3333333333333333;0.0028653295128939827;14.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Bochum;9;5;0;178;172;Mönchengladbach;4;2;16;22;4;6;0.51;0.49;410;0.73;13;13;4;2;0;0;6;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.022272727272727274;0.3076923076923077;299;0.043478260869565216;586.2745098039215;0.375;11.76470588235294;-6;0.020000000000000018;1;2;0;0.03902439024390244;0.125;0.255;3.0;0;2;2;0;0;1;1;0;0.125;0.5;0.004878048780487805;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Bochum;9;0;3;178;23;Bayern;2;3;13;27;4;10;0.3;0.7;274;0.65;12;10;2;2;0;1;4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9;0.025925925925925925;0.16666666666666666;178;0.06741573033707865;593.3333333333334;0.3076923076923077;13.333333333333334;-14;-0.39999999999999997;-5;-1;2;0.04744525547445255;0.23076923076923078;0.09999999999999999;1.3333333333333333;2;1;3;1;0;0;0;1;0.23076923076923078;0.75;0.010948905109489052;4.333333333333333;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Bochum;9;22;3;178;87;Frankfurt;2;2;14;9;5;2;0.46;0.54;391;0.67;12;6;2;2;0;0;3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8;0.060000000000000005;0.16666666666666666;262;0.04580152671755725;569.5652173913044;0.21428571428571427;6.521739130434782;5;-0.08000000000000002;-5;0;6;0.03580562659846547;0.07142857142857142;0.46;3.0;1;0;1;0;1;0;1;0;0.07142857142857142;0.2;0.0025575447570332483;14.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Bochum;9;3;22;178;173;Augsburgo;3;1;10;14;4;3;0.48;0.52;371;0.62;17;14;3;1;0;0;3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.037142857142857144;0.17647058823529413;230;0.07391304347826087;479.1666666666667;0.3;6.25;-4;-0.040000000000000036;-2;2;3;0.026954177897574125;0.1;0.48;3.0;1;0;1;0;1;0;0;1;0.1;0.25;0.0026954177897574125;10.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Bochum;9;0;13;178;11;Dortmund;3;1;11;19;4;6;0.35;0.65;288;0.7;17;10;3;1;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;8;0.034210526315789476;0.17647058823529413;202;0.08415841584158416;577.1428571428572;0.36363636363636365;11.428571428571429;-8;-0.30000000000000004;-4;2;7;0.03819444444444445;0.09090909090909091;0.35;4.0;1;0;1;0;0;1;1;0;0.09090909090909091;0.25;0.003472222222222222;11.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;Bochum;9;1;3;178;18;Stuttgart;5;3;6;19;1;5;0.37;0.63;295;0.62;16;16;5;3;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.03315789473684211;0.3125;183;0.08743169398907104;494.5945945945946;0.16666666666666666;2.7027027027027026;-13;-0.26;-6;2;0;0.020338983050847456;0.16666666666666666;0.37;1.0;0;1;1;1;0;0;0;1;0.16666666666666666;1.0;0.003389830508474576;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Bochum;9;0;6;178;171;Werder Bremen;6;5;14;16;4;3;0.48;0.52;376;0.72;14;14;6;5;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.0325;0.42857142857142855;271;0.05166051660516605;564.5833333333334;0.21428571428571427;6.25;-2;-0.040000000000000036;-1;1;0;0.03723404255319149;0.07142857142857142;0.48;3.0;0;1;1;0;1;0;0;1;0.07142857142857142;0.25;0.0026595744680851063;14.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Bochum;9;0;29;178;6;Leverkusen;2;0;6;16;1;8;0.3;0.7;335;0.69;12;7;2;0;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.04375;0.16666666666666666;231;0.05194805194805195;770.0;0.5;10.0;-10;-0.39999999999999997;-1;2;5;0.01791044776119403;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
