Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Timo Horn-Bochum;Tim Oermann-Bochum;Jakov Medić-Bochum;Bernardo Fernandes da Silva Junior-Bochum;Cristian Gamboa-Bochum;Matúš Bero-Bochum;Tom Krauß-Bochum;Maximilian Wittek-Bochum;Philipp Hofmann-Bochum;Moritz Broschinski-Bochum;Myron Boadu-Bochum;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Felix Passlack-Bochum;Ibrahima Sissoko-Bochum;Giorgos Masouras-Bochum;Gerrit Holtmann-Bochum;Ivan Ordets-Bochum;Erhan Mašović-Bochum;Patrick Drewes-Bochum;Dani de Wit-Bochum;Anthony Losilla-Bochum;Kōji Miyoshi-Bochum;Lukas Daschner-Bochum;Mats Pannewig-Bochum;Noah Loosli-Bochum;Andreas Luthe-Bochum;Keven Schlotterbeck-Bochum;Kevin Stöger-Bochum;Patrick Osterhage-Bochum;Takuma Asano-Bochum;Manuel Riemann-Bochum;Christopher Antwi-Adjei-Bochum;Philipp Förster-Bochum;Moritz-Broni Kwarteng-Bochum;Gonçalo Paciência-Bochum;Danilo Soares-Bochum;Saidy Janko-Bochum;Dominique Heintz-Bochum;Kostas Stafylidis-Bochum;Simon Zoller-Bochum;Jordi Osei-Tutu-Bochum;Vasilios Lampropoulos-Bochum;Pierre Kunde-Bochum;Jannes Horn-Bochum;Jacek Góralski-Bochum;Michael Esser-Bochum;Armel Bella-Kotchap-Bochum;Herbert Bockhorn-Bochum;Robert Tesche-Bochum;Sebastian Polter-Bochum
2023-12-16;Bochum;9;0;3;178;169;FC Union Berlin;2;2;22;9;7;2;0.49;0.51;397;0.74;12;13;2;2;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.05666666666666667;0.16666666666666666;294;0.04081632653061224;600.0;0.2727272727272727;12.244897959183673;13;-0.020000000000000018;2;0;-1;0.055415617128463476;0.13636363636363635;0.16333333333333333;2.0;1;2;3;1;0;0;0;1;0.13636363636363635;0.42857142857142855;0.007556675062972292;7.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-08;Bochum;9;0;22;178;97;Hoffenheim;2;3;22;17;5;7;0.59;0.41;501;0.8;11;17;2;3;0;0;5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.02411764705882353;0.18181818181818182;401;0.02743142144638404;679.6610169491526;0.22727272727272727;8.474576271186441;5;0.18;1;-1;-6;0.043912175648702596;0.045454545454545456;0.59;5.0;0;1;1;0;0;1;1;0;0.045454545454545456;0.2;0.001996007984031936;22.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Bochum;9;3;17;178;175;Wolfsburg;6;2;20;16;8;6;0.43;0.57;351;0.76;14;13;6;2;0;0;6;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.035625;0.42857142857142855;267;0.052434456928838954;620.9302325581396;0.3;13.953488372093023;4;-0.13999999999999996;0;4;1;0.05698005698005698;0.15;0.14333333333333334;2.0;2;1;3;1;0;0;0;1;0.15;0.375;0.008547008547008548;6.666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Bochum;9;0;7;178;142;Heidenheim;3;4;10;9;2;3;0.52;0.48;424;0.73;7;14;3;4;0;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.05333333333333333;0.42857142857142855;310;0.02258064516129032;596.1538461538462;0.5;9.615384615384615;1;0.040000000000000036;-1;-1;-7;0.02358490566037736;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Bochum;9;0;3;178;190;Colonia;4;1;25;11;9;6;0.52;0.48;387;0.7;14;19;4;1;0;0;3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.04363636363636363;0.2857142857142857;271;0.05166051660516605;521.1538461538462;0.12;5.769230769230769;14;0.040000000000000036;0;3;-5;0.06459948320413436;0.04;0.52;3.0;1;0;1;0;1;0;0;1;0.04;0.1111111111111111;0.002583979328165375;25.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-03;Bochum;9;0;29;178;191;SV Darmstadt 98;5;3;9;15;4;4;0.4;0.6;309;0.61;16;7;5;2;0;1;2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;11;0.04;0.3125;188;0.0851063829787234;470.0;0.2222222222222222;5.0;-6;-0.19999999999999996;-9;2;9;0.02912621359223301;0.2222222222222222;0.2;1.0;1;1;2;1;0;0;1;0;0.2222222222222222;0.5;0.006472491909385114;4.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-27;Bochum;9;17;17;178;174;Mainz 05;3;3;12;9;4;3;0.51;0.49;399;0.63;14;21;3;3;0;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.05444444444444444;0.21428571428571427;251;0.055776892430278883;492.156862745098;0.4166666666666667;9.803921568627452;3;0.020000000000000018;1;0;-7;0.03007518796992481;0.16666666666666666;0.255;2.5;1;1;2;0;1;0;0;1;0.16666666666666666;0.5;0.005012531328320802;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;Bochum;9;17;17;178;170;Friburgo;4;3;13;17;4;5;0.41;0.59;362;0.73;16;11;4;3;0;0;2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.03470588235294118;0.25;264;0.06060606060606061;643.9024390243903;0.15384615384615385;4.878048780487805;-4;-0.18;-3;1;5;0.03591160220994475;0.07692307692307693;0.41;2.0;1;0;1;0;0;1;1;0;0.07692307692307693;0.25;0.0027624309392265192;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;Bochum;9;2;1;178;31;RB Leipzig;4;2;9;17;2;5;0.23;0.77;210;0.6;13;10;4;2;0;0;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.045294117647058825;0.3076923076923077;126;0.10317460317460317;547.8260869565217;0.1111111111111111;4.3478260869565215;-8;-0.54;-8;2;3;0.04285714285714286;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-23;Bochum;9;2;3;178;23;Bayern;1;0;4;26;1;15;0.38;0.62;358;0.78;10;8;1;0;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8;0.023846153846153847;0.1;279;0.035842293906810034;734.2105263157895;0.25;2.6315789473684212;-22;-0.24;-7;1;2;0.0111731843575419;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;Bochum;9;2;17;178;87;Frankfurt;3;2;22;8;7;6;0.49;0.51;434;0.68;14;14;3;2;0;0;8;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.06375;0.21428571428571427;295;0.04745762711864407;602.0408163265306;0.36363636363636365;16.3265306122449;14;-0.020000000000000018;6;1;0;0.05069124423963134;0.045454545454545456;0.49;8.0;0;1;1;0;1;0;0;1;0.045454545454545456;0.14285714285714285;0.002304147465437788;22.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Bochum;9;2;13;178;173;Augsburgo;2;2;21;11;8;4;0.63;0.37;464;0.72;13;15;2;2;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.03363636363636364;0.15384615384615385;334;0.038922155688622756;530.1587301587301;0.23809523809523808;7.936507936507937;10;0.26;2;0;-2;0.04525862068965517;0.09523809523809523;0.315;2.5;1;1;2;0;1;0;1;0;0.09523809523809523;0.25;0.004310344827586207;10.5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Bochum;9;2;7;178;11;Dortmund;2;1;20;14;7;3;0.34;0.66;275;0.65;21;7;2;1;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.047142857142857146;0.09523809523809523;179;0.11731843575418995;526.470588235294;0.25;14.705882352941176;6;-0.32;1;1;14;0.07272727272727272;0.05;0.34;5.0;1;0;1;0;1;0;0;1;0.05;0.14285714285714285;0.0036363636363636364;20.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Bochum;9;17;3;178;18;Stuttgart;1;1;4;21;1;9;0.39;0.61;366;0.75;12;5;1;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7;0.029047619047619048;0.08333333333333333;274;0.043795620437956206;702.5641025641025;0.0;0.0;-17;-0.21999999999999997;-7;0;7;0.01092896174863388;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;Bochum;23;0;3;178;614;Arminia;3;5;22;6;7;2;0.59;0.41;494;0.65;13;17;3;5;0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.06833333333333333;0.23076923076923078;321;0.040498442367601244;544.0677966101695;0.36363636363636365;13.559322033898306;16;0.18;5;-2;-4;0.044534412955465584;0.09090909090909091;0.295;4.0;1;1;2;0;1;0;1;0;0.09090909090909091;0.2857142857142857;0.004048582995951417;11.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-27;Bochum;9;0;0;178;6;Leverkusen;5;6;12;11;5;2;0.52;0.48;350;0.74;12;12;5;5;0;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.04363636363636363;0.4166666666666667;259;0.04633204633204633;498.07692307692304;0.16666666666666666;3.846153846153846;1;0.040000000000000036;-3;-1;0;0.03428571428571429;0.25;0.17333333333333334;0.6666666666666666;2;1;3;1;0;0;0;1;0.25;0.6;0.008571428571428572;4.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-20;Bochum;9;0;0;178;184;Hertha Berlin;1;1;16;14;4;3;0.49;0.51;322;0.64;10;7;1;1;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.03642857142857143;0.1;206;0.04854368932038835;420.40816326530614;0.3125;10.204081632653061;2;-0.020000000000000018;-4;0;3;0.049689440993788817;0.0625;0.49;5.0;0;1;1;0;1;0;1;0;0.0625;0.25;0.003105590062111801;16.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-13;Bochum;9;0;6;178;173;Augsburgo;3;2;13;15;8;2;0.56;0.44;326;0.65;13;16;3;2;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.029333333333333333;0.23076923076923078;212;0.06132075471698113;378.57142857142856;0.5384615384615384;12.499999999999998;-2;0.12000000000000005;0;1;-3;0.03987730061349693;0.23076923076923078;0.18666666666666668;2.3333333333333335;1;2;3;1;0;0;0;1;0.23076923076923078;0.375;0.009202453987730062;4.333333333333333;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-06;Bochum;9;0;3;178;172;Mönchengladbach;1;2;14;25;2;9;0.44;0.56;335;0.66;13;7;1;2;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;11;0.022400000000000003;0.07692307692307693;221;0.058823529411764705;502.27272727272725;0.21428571428571427;6.818181818181818;-11;-0.12000000000000005;-8;-1;6;0.041791044776119404;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-28;Bochum;9;3;0;178;11;Dortmund;1;2;13;22;4;7;0.33;0.67;251;0.67;13;9;1;2;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;11;0.030454545454545456;0.07692307692307693;168;0.07738095238095238;509.09090909090907;0.3076923076923077;12.121212121212121;-9;-0.34;-7;-1;4;0.05179282868525897;0.07692307692307693;0.33;4.0;1;0;1;0;1;0;0;1;0.07692307692307693;0.25;0.00398406374501992;13.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-22;Bochum;9;3;0;178;175;Wolfsburg;3;3;24;15;6;7;0.55;0.45;360;0.73;11;8;3;3;0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.030000000000000002;0.2727272727272727;263;0.04182509505703422;478.18181818181813;0.4166666666666667;18.18181818181818;9;0.10000000000000003;7;0;3;0.06666666666666667;0.041666666666666664;0.55;10.0;0;1;1;0;0;1;0;1;0.041666666666666664;0.16666666666666666;0.002777777777777778;24.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-16;Bochum;9;0;2;178;169;FC Union Berlin;1;1;14;10;6;2;0.61;0.39;493;0.76;7;10;1;0;0;1;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.039;0.14285714285714285;375;0.018666666666666668;614.7540983606558;0.5;11.475409836065573;4;0.21999999999999997;2;0;-3;0.028397565922920892;0.07142857142857142;0.61;7.0;0;1;1;0;1;0;1;0;0.07142857142857142;0.16666666666666666;0.002028397565922921;14.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-09;Bochum;9;3;2;178;18;Stuttgart;3;3;12;15;5;7;0.56;0.44;475;0.77;12;8;3;3;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.029333333333333333;0.25;366;0.03278688524590164;653.5714285714286;0.5833333333333334;12.499999999999998;-3;0.12000000000000005;3;0;4;0.02526315789473684;0.16666666666666666;0.28;3.5;0;2;2;0;0;1;0;1;0.16666666666666666;0.4;0.004210526315789474;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-31;Bochum;9;22;17;178;87;Frankfurt;2;3;7;19;2;7;0.27;0.73;223;0.57;13;14;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;15;0.038421052631578946;0.15384615384615385;127;0.10236220472440945;470.3703703703703;0.2857142857142857;7.4074074074074066;-12;-0.45999999999999996;-13;-1;-1;0.03139013452914798;0.14285714285714285;0.27;2.0;1;0;1;0;1;0;1;0;0.14285714285714285;0.5;0.004484304932735426;7.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-18;Bochum;9;28;13;178;31;RB Leipzig;2;3;8;22;2;8;0.34;0.66;295;0.66;11;8;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.030000000000000002;0.18181818181818182;195;0.05641025641025641;573.5294117647059;0.25;5.88235294117647;-14;-0.32;-5;-1;3;0.02711864406779661;0.125;0.34;2.0;0;1;1;1;0;0;0;1;0.125;0.5;0.003389830508474576;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-10;Bochum;9;0;3;178;190;Colonia;2;2;9;11;3;5;0.36;0.64;298;0.63;14;9;2;2;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10;0.05818181818181818;0.14285714285714285;188;0.07446808510638298;522.2222222222223;0.1111111111111111;2.7777777777777777;-2;-0.28;-9;0;5;0.030201342281879196;0.2222222222222222;0.18;0.5;1;1;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.006711409395973154;4.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-04;Bochum;9;0;0;178;194;Schalke 04;2;1;7;10;4;4;0.63;0.37;406;0.72;17;11;2;1;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.037;0.11764705882352941;292;0.05821917808219178;463.4920634920635;0.5714285714285714;6.349206349206349;-3;0.26;0;1;6;0.017241379310344827;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-25;Bochum;9;17;2;178;171;Werder Bremen;2;3;7;11;1;6;0.4;0.6;350;0.66;16;16;2;3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.05454545454545454;0.125;231;0.06926406926406926;577.5;0.0;0.0;-4;-0.19999999999999996;-2;-1;0;0.02;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-18;Bochum;9;3;3;178;170;Friburgo;5;2;16;19;5;5;0.46;0.54;357;0.64;15;10;4;2;1;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.028421052631578948;0.3333333333333333;228;0.06578947368421052;495.65217391304344;0.3125;10.869565217391305;-3;-0.08000000000000002;0;3;5;0.04481792717086835;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-11;Bochum;9;3;30;178;23;Bayern;1;1;7;23;1;12;0.35;0.65;319;0.69;12;10;1;1;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.02826086956521739;0.08333333333333333;220;0.05454545454545454;628.5714285714286;0.42857142857142855;8.571428571428571;-16;-0.30000000000000004;-3;0;2;0.0219435736677116;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-08;Bochum;23;3;7;178;11;Dortmund;4;0;15;18;5;8;0.46;0.54;351;0.65;13;14;4;0;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.030000000000000002;0.3076923076923077;228;0.05701754385964912;495.65217391304344;0.2;6.521739130434782;-3;-0.08000000000000002;-2;4;-1;0.042735042735042736;0.06666666666666667;0.46;3.0;0;1;1;0;0;1;0;1;0.06666666666666667;0.2;0.002849002849002849;15.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-04;Bochum;9;3;29;178;97;Hoffenheim;2;3;16;9;10;4;0.46;0.54;329;0.68;13;15;2;3;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.060000000000000005;0.15384615384615385;224;0.05803571428571429;486.95652173913044;0.375;13.043478260869565;7;-0.08000000000000002;0;-1;-2;0.0486322188449848;0.3125;0.092;1.2;3;2;5;1;0;0;0;1;0.3125;0.5;0.015197568389057751;3.2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
