Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Lucas Arcanjo-Vitória;Raúl Alejandro Cáceres-Vitória;Hueglo dos Santos Neris-Vitória;Lucas Eduardo Ribeiro de Souza-Vitória;Hugo Gonçalves Ferreira Neto-Vitória;Ricardo-Vitória;Ronald dos Santos Lopes-Vitória;Gustavo Silva-Vitória;Wellington Rato-Vitória;Osvaldo Lourenço Filho-Vitória;Fabrício Santos-Vitória;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Claudinho-Vitória;Lucas Halter-Vitória;Jamerson Bahia-Vitória;Lucas Braga Ribeiro-Vitória;Matheuzinho-Vitória;Janderson-Vitória;Carlos Moisés de Lima-Vitória;José Marcos Alves Luis-Vitória;Pepê-Vitória;Erick de Arruda Serafim-Vitória;Gabriel Baralhas-Vitória;Willian Osmar de Oliveira Silva-Vitória;Gabriel Vasconcelos Ferreira-Vitória;Wagner Leonardo-Vitória;Lucas Esteves-Vitória;Luiz Filipe da Rosa Machado-Vitória;Alerrandro-Vitória;Carlos Eduardo Ferreira de Souza-Vitória;Willean Bernardo Willemen-Vitória;Luan Vinicius da Silva Santos-Vitória;Everaldo-Vitória;Jean Mota-Vitória;Muriel Becker-Vitória;Caio-Vitória;Patric-Vitória;Léo Naldi-Vitória;Reynaldo Cesar Moraes-Vitória;Bruno Uvini-Vitória;Rodrigo Andrade-Vitória;Luiz Adriano-Vitória;Erick Castillo-Vitória;Camutanga-Vitória;Dudu-Vitória;Daniel Júnior-Vitória;José Carlos Cracco Neto-Vitória;Iury Lírio Freitas de Castilho-Vitória;Mateus Gonçalves Martins-Vitória;Thiago Rodrigues de Oliveira-Vitória;Raylan-Vitória;João Victor-Vitória;Yan Souto-Vitória;Marcelo Correa-Vitória;Marco Antônio-Vitória;Welder de Jesus Costa-Vitória;José Hugo-Vitória;Giovanni Augusto-Vitória;Matheus Goncalves-Vitória;Léo Gamalho-Vitória;Edson Lucas Pereira-Vitória;Thiago Ferreira Lopes-Vitória;Felipe-Vitória;Gegê-Vitória;Wellington Nem-Vitória;Jhonny Lucas-Vitória;Santiago Tréllez-Vitória;Leonardo da Silva Gomes-Vitória;Rafael Diniz Alves e Silva-Vitória;Diego Fumaça-Vitória
2024-10-26;Vitória;10;3;3;693;197;Fluminense;4;2;12;11;3;4;0.49;0.51;394;0.86;15;7;4;2;0;0;7;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.0463636363636363;0.2666666666666666;339;0.0442477876106194;691.8367346938776;0.5833333333333334;14.285714285714286;1;-0.02;2;2;8;0.0304568527918781;0.1666666666666666;0.245;3.5;1;1;2;1;0;0;0;1;0.1666666666666666;0.6666666666666666;0.0050761421319796;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Vitória;10;3;3;693;659;Bragantino;2;1;11;9;3;1;0.49;0.51;395;0.83;15;8;2;1;0;0;5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.0566666666666666;0.1333333333333333;328;0.0457317073170731;669.3877551020408;0.4545454545454545;10.20408163265306;2;-0.02;0;1;7;0.0278481012658227;0.0909090909090909;0.49;5.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.3333333333333333;0.0025316455696202;11.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Vitória;10;3;17;693;220;Atlético Mineiro;0;2;9;14;3;3;0.44;0.56;377;0.81;14;13;0;1;0;1;5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.04;0.0;305;0.0459016393442622;693.1818181818181;0.5555555555555556;11.363636363636363;-5;-0.12;3;-2;1;0.0238726790450928;0.2222222222222222;0.22;2.5;0;2;2;0;1;0;1;0;0.2222222222222222;0.6666666666666666;0.0053050397877984;4.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Vitória;10;3;3;693;641;Internacional;1;3;7;10;4;5;0.46;0.54;421;0.83;8;26;1;3;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.054;0.125;349;0.0229226361031518;758.695652173913;0.8571428571428571;13.043478260869565;-3;-0.08;4;-2;-18;0.0166270783847981;0.1428571428571428;0.46;6.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.25;0.002375296912114;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Vitória;10;3;3;693;779;Juventude;3;4;13;11;2;2;0.35;0.65;265;0.74;12;15;3;4;0;0;4;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.059090909090909;0.25;196;0.0612244897959183;560.0;0.3076923076923077;11.428571428571429;2;-0.3;-1;-1;-3;0.0490566037735849;0.0769230769230769;0.35;4.0;1;0;1;1;0;0;0;1;0.0769230769230769;0.5;0.0037735849056603;13.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Vitória;10;3;3;693;776;Atlético Goianiense;6;3;7;13;4;4;0.36;0.64;277;0.79;14;14;6;3;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9;0.0492307692307692;0.4285714285714285;219;0.0639269406392694;608.3333333333334;0.7142857142857143;13.88888888888889;-6;-0.28;-4;3;0;0.0252707581227436;0.2857142857142857;0.18;2.5;1;1;2;1;0;0;1;0;0.2857142857142857;0.5;0.0072202166064981;3.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Vitória;10;0;3;693;777;Vasco da Gama;3;3;21;9;5;6;0.47;0.53;373;0.81;7;7;3;3;0;0;10;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0588888888888888;0.4285714285714285;302;0.0231788079470198;642.5531914893618;0.4761904761904761;21.27659574468085;12;-0.06;7;0;0;0.0563002680965147;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Vitória;10;7;0;693;201;São Paulo;2;0;10;12;4;3;0.41;0.59;372;0.86;8;7;2;0;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0491666666666666;0.25;320;0.025;780.4878048780488;0.3;7.317073170731708;-2;-0.18;-1;2;1;0.0268817204301075;0.1;0.41;3.0;0;1;1;0;0;1;1;0;0.1;0.25;0.0026881720430107;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Vitória;10;0;0;693;636;Cruzeiro;2;3;14;25;5;12;0.3;0.7;216;0.68;10;13;1;3;1;0;4;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.0279999999999999;0.2;147;0.0680272108843537;490.0;0.2857142857142857;13.333333333333334;-11;-0.3999999999999999;-3;-1;-3;0.0648148148148148;0.1428571428571428;0.15;2.0;2;0;2;0;1;0;0;1;0.1428571428571428;0.4;0.0092592592592592;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Vitória;10;0;14;693;697;Bahía;4;3;14;7;5;3;0.43;0.57;372;0.83;12;10;4;3;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0814285714285714;0.3333333333333333;309;0.0388349514563106;718.6046511627907;0.5;16.27906976744186;7;-0.1399999999999999;4;1;2;0.0376344086021505;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Vitória;10;0;3;693;656;Cuiabá;3;3;17;9;3;2;0.46;0.54;378;0.85;16;17;3;3;0;0;4;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.06;0.1875;321;0.0498442367601246;697.8260869565217;0.2352941176470588;8.695652173913043;8;-0.08;-1;0;-1;0.0449735449735449;0.0588235294117647;0.46;4.0;0;1;1;1;0;0;0;1;0.0588235294117647;0.3333333333333333;0.0026455026455026;17.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Vitória;10;7;3;693;217;Palmeiras;7;2;10;21;3;3;0.29;0.71;264;0.72;9;14;6;2;1;0;2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;13;0.0338095238095238;0.7777777777777778;190;0.0473684210526315;655.1724137931035;0.2;6.896551724137932;-11;-0.42;-11;5;-5;0.0378787878787878;0.2;0.145;1.0;0;2;2;1;0;0;1;0;0.2;0.6666666666666666;0.0075757575757575;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Vitória;10;7;3;693;214;Flamengo;1;1;10;8;3;4;0.43;0.57;377;0.81;9;15;1;1;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8;0.07125;0.1111111111111111;305;0.0295081967213114;709.3023255813954;0.4;9.30232558139535;2;-0.1399999999999999;-4;0;-6;0.026525198938992;0.1;0.43;4.0;0;1;1;0;0;1;0;1;0.1;0.3333333333333333;0.0026525198938992;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-21;Vitória;10;6;1;693;206;Grêmio;7;1;5;13;0;6;0.41;0.59;309;0.7;20;11;7;1;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0453846153846153;0.35;216;0.0925925925925925;526.829268292683;0.8;9.75609756097561;-8;-0.18;-3;6;9;0.0161812297734627;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-17;Vitória;10;7;3;693;644;Fortaleza;3;4;11;12;3;4;0.53;0.47;431;0.83;19;19;3;4;0;0;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0391666666666666;0.1578947368421052;358;0.053072625698324;675.4716981132075;0.5454545454545454;11.320754716981131;-1;0.06;5;-1;0;0.025522041763341;0.0909090909090909;0.53;6.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.3333333333333333;0.0023201856148491;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-11;Vitória;10;7;1;693;210;Botafogo;2;3;11;15;5;4;0.45;0.55;386;0.82;16;24;2;3;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0366666666666666;0.125;317;0.0504731861198738;704.4444444444445;0.3636363636363636;8.88888888888889;-4;-0.1;-1;-1;-8;0.0284974093264248;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-07;Vitória;10;7;1;693;778;Criciúma;1;2;9;13;3;2;0.44;0.56;390;0.84;12;18;1;2;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.043076923076923;0.0833333333333333;328;0.0365853658536585;745.4545454545455;0.6666666666666666;13.636363636363637;-4;-0.12;3;-1;-6;0.023076923076923;0.2222222222222222;0.22;3.0;2;0;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.0051282051282051;4.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-04;Vitória;10;7;7;693;652;Corinthians;3;4;18;14;6;5;0.57;0.43;499;0.87;10;15;3;4;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0307142857142857;0.3;434;0.0230414746543778;761.4035087719299;0.5;15.789473684210527;4;0.1399999999999999;0;-1;-5;0.0360721442885771;0.1111111111111111;0.285;4.5;1;1;2;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0040080160320641;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-30;Vitória;10;7;3;693;649;Paranaense;3;2;16;7;3;2;0.6;0.4;509;0.85;12;16;3;2;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0571428571428571;0.25;433;0.0277136258660508;721.6666666666667;0.4375;11.666666666666668;9;0.1999999999999999;1;1;-4;0.0314341846758349;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-27;Vitória;10;7;3;693;197;Fluminense;1;3;9;12;6;5;0.36;0.64;370;0.78;12;14;1;3;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0533333333333333;0.0833333333333333;289;0.0415224913494809;802.7777777777778;0.2222222222222222;5.555555555555555;-3;-0.28;-4;-2;-2;0.0243243243243243;0.1111111111111111;0.36;2.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.1666666666666666;0.0027027027027027;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-23;Vitória;10;4;0;693;659;Bragantino;2;3;10;16;5;6;0.36;0.64;305;0.74;11;10;2;3;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.04;0.1818181818181818;226;0.0486725663716814;627.7777777777778;0.7;19.444444444444446;-6;-0.28;1;-1;1;0.0327868852459016;0.1;0.36;7.0;1;0;1;0;0;1;1;0;0.1;0.2;0.0032786885245901;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-20;Vitória;10;7;17;693;220;Atlético Mineiro;2;2;12;19;6;7;0.38;0.62;344;0.75;15;13;2;2;0;0;2;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0326315789473684;0.1333333333333333;258;0.0581395348837209;678.9473684210526;0.1666666666666666;5.2631578947368425;-7;-0.24;-2;0;2;0.0348837209302325;0.3333333333333333;0.095;0.5;2;2;4;1;0;0;0;1;0.3333333333333333;0.6666666666666666;0.0116279069767441;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Vitória;10;7;3;693;641;Internacional;1;5;11;15;4;5;0.39;0.61;345;0.76;6;16;1;5;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.0406666666666666;0.1666666666666666;262;0.0229007633587786;671.7948717948718;0.3636363636363636;10.256410256410255;-4;-0.2199999999999999;2;-4;-10;0.0318840579710144;0.1818181818181818;0.195;2.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.5;0.0057971014492753;5.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-11;Vitória;10;7;3;693;779;Juventude;4;3;18;12;4;2;0.4;0.6;347;0.79;8;16;4;3;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0499999999999999;0.5;274;0.0291970802919708;685.0;0.2222222222222222;10.0;6;-0.1999999999999999;-1;1;-8;0.0518731988472622;0.0555555555555555;0.4;4.0;1;0;1;0;1;0;1;0;0.0555555555555555;0.25;0.0028818443804034;18.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-05;Vitória;10;7;3;693;656;Cuiabá;4;3;13;11;4;0;0.46;0.54;379;0.82;14;19;4;3;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.049090909090909;0.2857142857142857;311;0.045016077170418;676.0869565217391;0.2307692307692307;6.521739130434782;2;-0.08;-1;1;-5;0.0343007915567282;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-01;Vitória;10;1;0;693;776;Atlético Goianiense;3;2;12;12;3;5;0.33;0.67;302;0.76;7;9;1;2;2;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0558333333333333;0.4285714285714285;230;0.0304347826086956;696.9696969696969;0.25;9.09090909090909;0;-0.34;-1;1;-2;0.0397350993377483;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
