Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marko Dmitrović-Leganés;Valentin Rosier-Leganés;Jorge Sáenz-Leganés;Sergio González Poirrier-Leganés;Javier Hernández Carrera-Leganés;Renato Tapia-Leganés;Yvan Neyou-Leganés;Yan Diomande-Leganés;Seydouba Cissé-Leganés;Adrià Altimira-Leganés;Diego García Campos-Leganés;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Óscar Rodríguez Arnaiz-Leganés;Dani Raba-Leganés;Matija Nastasić-Leganés;Juan Cruz Díaz Espósito-Leganés;Darko Brašanac-Leganés;Miguel de la Fuente Escudero-Leganés;Borna Barišić-Leganés;Juan Soriano-Leganés;Munir El Haddadi-Leganés;Roberto López Alcaide-Leganés;Jackson Porozo-Leganés;Iker Bachiller-Leganés;Julián Chicco-Leganés;Sébastien Haller-Leganés;Enric Franquesa-Leganés;Aritz Arambarri-Leganés;Diego Conde-Leganés;Jorge Miramón-Leganés;Francisco Portillo Soler-Leganés;Näis Djouahra-Leganés;Allan Romeo Nyom-Leganés;Iker Undabarrena-Leganés;Óscar Ureña García-Leganés;Naím García-Leganés;Luis Perea Hernández-Leganés;Daniel Jiménez López-Leganés;Kenneth Omeruo-Leganés;Fede Vico-Leganés;Jon Karrikaburu-Leganés;Yacine Qasmi-Leganés;José Manuel Sánchez Guillén-Leganés;José Arnaiz-Leganés;Asier Riesgo-Leganés;Rubén Pardo-Leganés;Juan José Narváez-Leganés;Gaku Shibasaki-Leganés;Juan Muñoz Muñoz-Leganés;Riza Durmisi-Leganés;Duk-Leganés
2024-03-03;Leganés;7;3;3;47;124;Eibar;2;4;26;9;2;3;0.57;0.43;502;0.81;10;14;2;3;0;1;7;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.0477777777777777;0.2;407;0.0245700245700245;714.0350877192983;0.2692307692307692;12.280701754385966;17;0.1399999999999999;3;-2;-4;0.0517928286852589;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Leganés;7;0;3;47;114;Racing de Santander;4;1;9;10;5;3;0.58;0.42;486;0.78;16;14;4;1;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.0419999999999999;0.25;379;0.0422163588390501;653.448275862069;0.5555555555555556;8.620689655172415;-1;0.1599999999999999;0;3;2;0.0185185185185185;0.1111111111111111;0.58;5.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.2;0.0020576131687242;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Leganés;7;1;1;47;-1;Alcorcón;3;5;12;16;6;5;0.61;0.39;442;0.82;23;15;3;5;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3;0.024375;0.1304347826086956;362;0.0635359116022099;593.4426229508197;0.4166666666666667;8.19672131147541;-4;0.2199999999999999;2;-2;8;0.0271493212669683;0.25;0.2033333333333333;1.6666666666666667;1;2;3;1;0;0;0;1;0.25;0.5;0.006787330316742;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-09;Leganés;7;1;29;47;115;Levante;6;1;11;12;2;3;0.47;0.53;437;0.84;15;13;6;1;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0441666666666666;0.4;367;0.0408719346049046;780.8510638297872;0.2727272727272727;6.382978723404256;-1;-0.06;-3;5;2;0.0251716247139588;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Leganés;7;3;1;47;51;Valladolid;2;3;9;10;1;0;0.43;0.57;349;0.75;10;16;2;3;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.0569999999999999;0.2;262;0.0381679389312977;609.3023255813954;0.3333333333333333;6.976744186046512;-1;-0.1399999999999999;-1;-1;-6;0.0257879656160458;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Leganés;7;4;1;47;121;Real Oviedo;2;4;5;12;2;6;0.36;0.64;324;0.73;15;12;2;4;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9;0.0533333333333333;0.1333333333333333;237;0.0632911392405063;658.3333333333334;0.6;8.333333333333334;-7;-0.28;-6;-2;3;0.015432098765432;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-22;Leganés;7;9;1;47;129;Burgos;0;2;11;13;5;5;0.4;0.6;403;0.78;12;9;0;2;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4;0.0461538461538461;0.0;314;0.0382165605095541;785.0;0.6363636363636364;17.5;-2;-0.1999999999999999;3;-2;3;0.0272952853598014;0.1818181818181818;0.2;3.5;2;0;2;1;0;0;0;1;0.1818181818181818;0.4;0.0049627791563275;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Leganés;7;13;0;47;-1;FC Andorra;1;4;6;18;4;6;0.31;0.69;258;0.74;13;10;1;4;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6;0.0383333333333333;0.0769230769230769;191;0.0680628272251308;616.1290322580645;0.1666666666666666;3.2258064516129035;-12;-0.3799999999999999;-5;-3;3;0.0232558139534883;0.5;0.1033333333333333;0.3333333333333333;0;3;3;1;0;0;1;0;0.5;0.75;0.0116279069767441;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-20;Leganés;7;7;3;47;134;Tenerife;2;3;5;6;3;3;0.55;0.45;491;0.78;12;12;2;3;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;5;0.075;0.1666666666666666;383;0.031331592689295;696.3636363636363;1.0;9.09090909090909;-1;0.1;0;-1;0;0.010183299389002;0.2;0.55;5.0;0;1;1;0;1;0;0;1;0.2;0.3333333333333333;0.0020366598778004;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-16;Leganés;7;29;2;47;120;Sporting Gijón;3;3;8;17;2;3;0.35;0.65;295;0.68;8;13;3;3;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;9;0.038235294117647;0.375;201;0.0398009950248756;574.2857142857143;0.5;11.428571428571429;-9;-0.3;-5;0;-5;0.0271186440677966;0.125;0.35;4.0;1;0;1;0;1;0;1;0;0.125;0.5;0.0033898305084745;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;Leganés;7;3;2;47;131;CD Eldense;3;3;12;6;3;1;0.67;0.33;512;0.83;17;22;3;3;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.055;0.1764705882352941;425;0.04;634.3283582089551;0.6666666666666666;11.940298507462686;6;0.34;6;0;-5;0.0234375;0.0833333333333333;0.67;8.0;1;0;1;0;1;0;0;1;0.0833333333333333;0.3333333333333333;0.001953125;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Leganés;7;1;17;47;117;Real Zaragoza;1;2;5;10;0;2;0.54;0.46;415;0.76;11;17;1;2;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.046;0.0909090909090909;315;0.0349206349206349;583.3333333333333;0.8;7.4074074074074066;-5;0.08;0;-1;-6;0.0120481927710843;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Leganés;7;4;3;47;132;Racing Ferrol;1;3;22;3;5;3;0.6;0.4;543;0.85;13;4;1;2;0;1;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.1333333333333333;0.0769230769230769;462;0.0281385281385281;770.0;0.2272727272727272;8.333333333333334;19;0.1999999999999999;3;-2;9;0.0405156537753222;0.0909090909090909;0.3;2.5;2;0;2;0;1;0;0;1;0.0909090909090909;0.4;0.003683241252302;11.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-17;Leganés;7;9;1;47;51;Valladolid;3;1;11;21;3;3;0.34;0.66;302;0.74;12;13;3;1;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3;0.0314285714285714;0.25;223;0.0538116591928251;655.8823529411765;0.5454545454545454;17.64705882352941;-10;-0.32;3;2;-1;0.0364238410596026;0.0909090909090909;0.34;6.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0033112582781456;11.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-10;Leganés;7;4;3;47;115;Levante;2;2;11;10;5;3;0.4;0.6;308;0.7;20;8;2;2;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.06;0.1;216;0.0925925925925925;540.0;0.7272727272727273;20.0;1;-0.1999999999999999;1;0;12;0.0357142857142857;0.1818181818181818;0.2;4.0;0;2;2;1;0;0;0;1;0.1818181818181818;0.4;0.0064935064935064;5.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-05;Leganés;7;9;9;47;135;Cartagena;2;1;8;11;5;1;0.49;0.51;470;0.84;10;15;2;1;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0463636363636363;0.2;395;0.0253164556962025;806.1224489795918;0.625;10.20408163265306;-3;-0.02;2;1;-5;0.0170212765957446;0.375;0.1633333333333333;1.6666666666666667;0;3;3;1;0;0;1;0;0.375;0.6;0.0063829787234042;2.6666666666666665;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Leganés;7;4;1;47;-1;Villarreal B;2;3;10;8;5;3;0.47;0.53;426;0.77;11;16;2;2;0;1;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0.06625;0.1818181818181818;328;0.0335365853658536;697.872340425532;0.7;14.893617021276595;2;-0.06;7;-1;-5;0.0234741784037558;0.1;0.47;7.0;0;1;1;1;0;0;0;1;0.1;0.2;0.0023474178403755;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-20;Leganés;7;9;1;47;49;RCD Espanyol;4;3;13;12;4;3;0.39;0.61;378;0.75;12;12;4;2;0;1;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.0508333333333333;0.3333333333333333;284;0.0422535211267605;728.2051282051282;0.0769230769230769;2.564102564102564;1;-0.2199999999999999;-3;1;0;0.0343915343915343;0.0769230769230769;0.39;1.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.25;0.0026455026455026;13.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-15;Leganés;7;1;3;47;816;Amorebieta;1;2;17;8;10;1;0.45;0.55;358;0.77;13;11;1;2;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.06875;0.0769230769230769;276;0.0471014492753623;613.3333333333334;0.1176470588235294;4.444444444444445;9;-0.1;-3;-1;2;0.047486033519553;0.3529411764705882;0.075;0.3333333333333333;2;4;6;1;0;0;0;1;0.3529411764705882;0.6;0.0167597765363128;2.833333333333333;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;Leganés;7;0;3;47;121;Real Oviedo;3;1;9;6;3;2;0.37;0.63;304;0.74;11;13;3;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.105;0.2727272727272727;225;0.0488888888888888;608.1081081081081;0.1111111111111111;2.702702702702702;3;-0.26;-3;2;-2;0.0296052631578947;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-04;Leganés;7;8;1;47;129;Burgos;4;5;12;5;2;3;0.61;0.39;567;0.86;11;14;3;5;1;0;8;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.078;0.3636363636363636;488;0.0225409836065573;800.0;0.6666666666666666;13.114754098360656;7;0.2199999999999999;8;-1;-3;0.0211640211640211;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-29;Leganés;7;3;3;47;114;Racing de Santander;4;3;9;15;4;2;0.42;0.58;409;0.76;14;5;4;3;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;11;0.0386666666666666;0.2857142857142857;311;0.045016077170418;740.4761904761905;0.3333333333333333;7.142857142857143;-6;-0.1599999999999999;-8;1;9;0.0220048899755501;0.2222222222222222;0.21;1.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.5;0.0048899755501222;4.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Leganés;7;1;1;47;116;Mirandés;1;1;11;12;5;6;0.46;0.54;381;0.75;12;11;1;1;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0.045;0.0833333333333333;286;0.0419580419580419;621.7391304347826;0.3636363636363636;8.695652173913043;-1;-0.08;4;0;1;0.0288713910761154;0.2727272727272727;0.1533333333333333;1.3333333333333333;1;2;3;1;0;0;1;0;0.2727272727272727;0.6;0.0078740157480314;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-09;Leganés;7;1;1;47;122;S. D. Huesca;0;2;11;8;7;3;0.54;0.46;498;0.83;19;12;0;2;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3;0.0575;0.0;413;0.0460048426150121;764.8148148148148;0.1818181818181818;3.7037037037037033;3;0.08;-1;-2;7;0.0220883534136546;0.1818181818181818;0.27;1.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.2857142857142857;0.0040160642570281;5.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;Leganés;7;1;3;47;124;Eibar;3;2;2;20;1;2;0.22;0.78;191;0.49;14;11;3;2;0;0;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8;0.039;0.2142857142857142;94;0.1489361702127659;427.27272727272725;0.5;4.545454545454546;-18;-0.56;-7;1;3;0.0104712041884816;0.5;0.22;1.0;1;0;1;1;0;0;1;0;0.5;1.0;0.0052356020942408;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-27;Leganés;7;5;1;47;127;Albacete;3;2;11;12;2;3;0.33;0.67;301;0.65;9;15;3;2;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5;0.0558333333333333;0.3333333333333333;196;0.0459183673469387;593.9393939393939;0.1818181818181818;6.0606060606060606;-1;-0.34;-3;1;-6;0.0365448504983388;0.1818181818181818;0.165;1.0;1;1;2;1;0;0;0;1;0.1818181818181818;1.0;0.0066445182724252;5.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Leganés;7;3;1;47;-1;Alcorcón;4;2;7;15;4;3;0.51;0.49;371;0.74;16;12;4;2;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8;0.0326666666666666;0.25;275;0.0581818181818181;539.2156862745098;0.7142857142857143;9.803921568627452;-8;0.02;-3;2;4;0.0188679245283018;0.2857142857142857;0.255;2.5;0;2;2;1;0;0;1;0;0.2857142857142857;0.5;0.0053908355795148;3.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-13;Leganés;7;3;0;47;-1;FC Andorra;5;1;12;14;4;4;0.32;0.68;283;0.76;25;12;5;1;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2;0.0485714285714285;0.2;215;0.1162790697674418;671.875;0.1666666666666666;6.25;-2;-0.36;0;4;13;0.0424028268551236;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-27;Leganés;7;3;0;47;119;Granada;2;0;6;13;1;4;0.54;0.46;472;0.84;11;16;2;0;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.0353846153846153;0.1818181818181818;396;0.0277777777777777;733.3333333333333;0.3333333333333333;3.7037037037037033;-7;0.08;0;2;-5;0.0127118644067796;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-21;Leganés;7;20;0;47;-1;FC Andorra;1;0;13;15;5;7;0.31;0.69;276;0.75;15;18;1;0;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.046;0.0666666666666666;207;0.072463768115942;667.741935483871;0.1538461538461538;6.451612903225807;-2;-0.3799999999999999;-4;1;-3;0.0471014492753623;0.0769230769230769;0.31;2.0;1;0;1;0;1;0;0;1;0.0769230769230769;0.2;0.0036231884057971;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-12;Leganés;7;3;3;47;129;Burgos;2;5;14;11;7;1;0.35;0.65;264;0.63;6;10;2;5;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.059090909090909;0.3333333333333333;166;0.036144578313253;474.28571428571433;0.2857142857142857;11.428571428571429;3;-0.3;-1;-3;-4;0.053030303030303;0.2142857142857142;0.1166666666666666;1.3333333333333333;2;1;3;1;0;0;1;0;0.2142857142857142;0.4285714285714285;0.0113636363636363;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-29;Leganés;7;5;1;47;134;Tenerife;1;2;12;13;2;2;0.52;0.48;410;0.8;12;16;1;2;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.0369230769230769;0.0833333333333333;328;0.0365853658536585;630.7692307692307;0.1666666666666666;3.846153846153846;-1;0.04;-4;-1;-4;0.0292682926829268;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
