Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marko Dmitrović-Leganés;Valentin Rosier-Leganés;Jorge Sáenz-Leganés;Sergio González Poirrier-Leganés;Javier Hernández Carrera-Leganés;Renato Tapia-Leganés;Yvan Neyou-Leganés;Yan Diomande-Leganés;Seydouba Cissé-Leganés;Adrià Altimira-Leganés;Diego García Campos-Leganés;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Óscar Rodríguez Arnaiz-Leganés;Dani Raba-Leganés;Matija Nastasić-Leganés;Juan Cruz Díaz Espósito-Leganés;Darko Brašanac-Leganés;Miguel de la Fuente Escudero-Leganés;Borna Barišić-Leganés;Juan Soriano-Leganés;Munir El Haddadi-Leganés;Roberto López Alcaide-Leganés;Jackson Porozo-Leganés;Iker Bachiller-Leganés;Julián Chicco-Leganés;Sébastien Haller-Leganés;Enric Franquesa-Leganés;Aritz Arambarri-Leganés;Diego Conde-Leganés;Jorge Miramón-Leganés;Francisco Portillo Soler-Leganés;Näis Djouahra-Leganés;Allan Romeo Nyom-Leganés;Iker Undabarrena-Leganés;Óscar Ureña García-Leganés;Naím García-Leganés;Luis Perea Hernández-Leganés;Daniel Jiménez López-Leganés;Kenneth Omeruo-Leganés;Fede Vico-Leganés;Jon Karrikaburu-Leganés;Yacine Qasmi-Leganés;José Manuel Sánchez Guillén-Leganés;José Arnaiz-Leganés;Asier Riesgo-Leganés;Rubén Pardo-Leganés;Juan José Narváez-Leganés;Gaku Shibasaki-Leganés;Juan Muñoz Muñoz-Leganés;Riza Durmisi-Leganés;Duk-Leganés
2024-12-15;Leganés;1;9;3;47;10;Barcelona;2;0;6;20;4;4;0.2;0.8;204;0.57;13;5;2;0;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;8;0.04;0.1538461538461538;116;0.1120689655172413;580.0;0.3333333333333333;10.0;-14;-0.6000000000000001;-6;2;8;0.0294117647058823;0.1666666666666666;0.2;2.0;1;0;1;1;0;0;1;0;0.1666666666666666;0.25;0.0049019607843137;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Leganés;1;3;7;47;46;Real Sociedad;2;2;11;15;2;5;0.56;0.44;424;0.74;12;15;2;2;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;3;0.0293333333333333;0.1666666666666666;314;0.0382165605095541;560.7142857142857;0.4545454545454545;8.928571428571427;-4;0.12;2;0;-3;0.025943396226415;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Leganés;19;1;23;47;-1;Estepona;2;2;25;9;9;5;0.71;0.29;839;0.87;16;20;2;2;0;0;5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.0322222222222222;0.125;730;0.021917808219178;1028.1690140845071;0.2;7.042253521126761;16;0.42;2;0;-4;0.0297973778307508;0.08;0.355;2.5;0;2;2;0;1;0;1;0;0.08;0.2222222222222222;0.00238379022646;12.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Leganés;1;3;0;47;45;Alavés;4;1;6;18;3;7;0.4;0.6;258;0.69;15;15;4;1;0;0;8;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;13;0.0333333333333333;0.2666666666666666;178;0.0842696629213483;445.0;1.3333333333333333;20.0;-12;-0.1999999999999999;-5;3;0;0.0232558139534883;0.1666666666666666;0.4;8.0;0;1;1;0;1;0;1;0;0.1666666666666666;0.3333333333333333;0.003875968992248;6.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Leganés;1;17;1;47;12;Real Madrid;2;0;4;16;0;9;0.32;0.68;294;0.78;17;11;2;0;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.0425;0.1176470588235294;229;0.074235807860262;715.625;0.5;6.25;-12;-0.36;-2;2;6;0.0136054421768707;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Leganés;1;3;0;47;43;Sevilla;2;2;8;13;4;2;0.42;0.58;379;0.68;7;10;2;1;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.0446153846153846;0.2857142857142857;258;0.0271317829457364;614.2857142857143;0.0;0.0;-5;-0.1599999999999999;-6;0;-3;0.021108179419525;0.125;0.42;0.0;0;1;1;1;0;0;0;1;0.125;0.25;0.0026385224274406;8.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Leganés;1;22;17;47;24;Girona;4;3;8;15;5;6;0.45;0.55;411;0.79;15;17;4;3;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.0366666666666666;0.2666666666666666;325;0.0461538461538461;722.2222222222222;0.125;2.2222222222222223;-7;-0.1;-5;1;-2;0.0194647201946472;0.375;0.15;0.3333333333333333;2;1;3;0;0;1;1;0;0.375;0.6;0.0072992700729927;2.6666666666666665;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Leganés;19;1;3;47;430;Ciudad de Lucena;1;4;16;11;7;2;0.59;0.41;526;0.87;10;14;1;4;0;0;6;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0372727272727272;0.1;458;0.0218340611353711;776.271186440678;0.375;10.16949152542373;5;0.18;-1;-3;-4;0.0304182509505703;0.125;0.295;3.0;1;1;2;1;0;0;1;0;0.125;0.2857142857142857;0.0038022813688212;8.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Leganés;1;17;6;47;44;Celta de Vigo;2;2;7;18;4;5;0.38;0.62;363;0.76;15;17;2;2;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2;0.0344444444444444;0.1333333333333333;276;0.0543478260869565;726.3157894736842;0.5714285714285714;10.526315789473683;-11;-0.24;2;0;-2;0.0192837465564738;0.4285714285714285;0.1266666666666666;1.3333333333333333;0;3;3;1;0;0;0;1;0.4285714285714285;0.75;0.0082644628099173;2.333333333333333;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Leganés;1;8;22;47;27;Atlético Madrid;1;5;5;24;2;9;0.36;0.64;341;0.76;8;14;1;5;0;0;2;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;8;0.0266666666666666;0.125;259;0.0308880308880308;719.4444444444445;0.4;5.555555555555555;-19;-0.28;-6;-4;-6;0.0146627565982404;0.2;0.36;2.0;1;0;1;0;0;1;1;0;0.2;0.5;0.002932551319648;5.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-04;Leganés;1;3;9;47;52;Valencia C. F.;2;2;8;6;0;1;0.59;0.41;523;0.83;15;14;2;2;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0683333333333333;0.1333333333333333;434;0.0345622119815668;735.5932203389831;0.125;1.6949152542372885;2;0.18;-1;0;1;0.0152963671128107;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Leganés;1;3;3;47;42;Rayo Vallecano;1;2;13;15;3;6;0.46;0.54;401;0.8;7;12;1;2;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.036;0.1428571428571428;321;0.0218068535825545;697.8260869565217;0.3846153846153846;10.869565217391305;-2;-0.08;0;-1;-5;0.0324189526184538;0.0769230769230769;0.46;5.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0024937655860349;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Leganés;1;17;4;47;48;Getafe;2;3;6;13;2;4;0.4;0.6;300;0.62;17;16;2;3;0;0;2;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0461538461538461;0.1176470588235294;186;0.0913978494623656;465.0;0.3333333333333333;5.0;-7;-0.1999999999999999;-4;-1;1;0.02;0.1666666666666666;0.4;2.0;0;1;1;0;1;0;1;0;0.1666666666666666;0.5;0.0033333333333333;6.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Leganés;1;4;3;47;38;Athletic;3;0;14;10;3;4;0.47;0.53;423;0.77;12;11;3;0;0;0;4;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.053;0.25;326;0.0368098159509202;693.6170212765958;0.2857142857142857;8.51063829787234;4;-0.06;-3;3;1;0.0330969267139479;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-13;Leganés;1;3;3;47;39;Betis;2;1;3;14;0;5;0.36;0.64;352;0.74;18;11;2;1;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;11;0.0457142857142857;0.1111111111111111;260;0.0692307692307692;722.2222222222223;0.3333333333333333;2.7777777777777777;-11;-0.28;-10;1;7;0.0085227272727272;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Leganés;1;3;3;47;40;R.C.D. Mallorca;1;3;9;12;2;3;0.54;0.46;471;0.82;11;17;1;3;0;0;1;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.0383333333333333;0.0909090909090909;386;0.0284974093264248;714.8148148148148;0.1111111111111111;1.851851851851852;-3;0.08;-2;-2;-6;0.019108280254777;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Leganés;1;3;0;47;51;Valladolid;4;1;7;12;1;2;0.41;0.59;358;0.81;19;13;4;1;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0491666666666666;0.2105263157894736;290;0.0655172413793103;707.3170731707318;0.5714285714285714;9.75609756097561;-5;-0.18;0;3;6;0.0195530726256983;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Leganés;1;7;3;47;50;U. D. Las Palmas;1;1;10;10;5;5;0.39;0.61;342;0.74;11;10;1;1;0;0;3;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;7;0.061;0.0909090909090909;253;0.0434782608695652;648.7179487179487;0.3;7.692307692307692;0;-0.2199999999999999;-4;0;1;0.0292397660818713;0.2;0.195;1.5;0;2;2;1;0;0;0;1;0.2;0.4;0.0058479532163742;5.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Leganés;1;3;0;47;41;Osasuna;2;3;10;16;4;6;0.39;0.61;303;0.63;12;14;2;3;0;0;4;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.038125;0.1666666666666666;191;0.06282722513089;489.7435897435897;0.4;10.256410256410255;-6;-0.2199999999999999;-2;-1;-2;0.033003300330033;0.1;0.39;4.0;1;0;1;0;1;0;1;0;0.1;0.25;0.0033003300330033;10.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Leganés;7;3;3;47;123;Elche C. F.;1;4;7;9;5;1;0.32;0.68;316;0.77;8;17;1;4;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0755555555555555;0.125;243;0.0329218106995884;759.375;0.2857142857142857;6.25;-2;-0.36;-1;-3;-9;0.0221518987341772;0.2857142857142857;0.16;1.0;2;0;2;1;0;0;0;1;0.2857142857142857;0.4;0.0063291139240506;3.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Leganés;7;3;3;47;132;Racing Ferrol;2;0;5;8;3;2;0.31;0.69;295;0.69;14;14;2;0;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1;0.08625;0.1428571428571428;204;0.0686274509803921;658.0645161290323;0.4;6.451612903225807;-3;-0.3799999999999999;1;2;0;0.0169491525423728;0.4;0.155;1.0;1;1;2;0;1;0;1;0;0.4;0.6666666666666666;0.0067796610169491;2.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Leganés;7;1;1;47;120;Sporting Gijón;5;5;13;11;5;4;0.29;0.71;233;0.74;13;7;4;5;1;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.0645454545454545;0.3846153846153846;172;0.0755813953488372;593.1034482758621;0.3076923076923077;13.793103448275865;2;-0.42;-3;0;6;0.055793991416309;0.1538461538461538;0.145;2.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.0085836909871244;6.5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Leganés;7;9;3;47;127;Albacete;3;1;15;9;3;2;0.61;0.39;515;0.88;13;8;3;1;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3;0.0433333333333333;0.2307692307692307;453;0.0286975717439293;742.6229508196722;0.4666666666666667;11.475409836065571;6;0.2199999999999999;4;2;5;0.029126213592233;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Leganés;7;3;1;47;131;CD Eldense;3;3;19;3;5;1;0.75;0.25;528;0.87;15;16;3;2;0;1;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0;0.0833333333333333;0.2;459;0.0326797385620915;612.0;0.4210526315789473;10.666666666666666;16;0.5;8;0;-1;0.0359848484848484;0.1052631578947368;0.375;4.0;0;2;2;1;0;0;1;0;0.1052631578947368;0.4;0.0037878787878787;9.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Leganés;7;4;4;47;117;Real Zaragoza;2;2;3;17;2;4;0.39;0.61;307;0.73;14;18;2;2;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0358823529411764;0.1428571428571428;224;0.0625;574.3589743589744;1.6666666666666667;12.82051282051282;-14;-0.2199999999999999;2;0;-4;0.009771986970684;0.3333333333333333;0.39;5.0;0;1;1;0;1;0;0;1;0.3333333333333333;0.5;0.003257328990228;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Leganés;7;3;8;47;134;Tenerife;0;3;8;3;3;0;0.42;0.58;337;0.76;15;18;0;3;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6;0.1933333333333333;0.0;256;0.05859375;609.5238095238095;0.25;4.761904761904762;5;-0.1599999999999999;-4;-3;-3;0.0237388724035608;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;Leganés;7;3;1;47;49;RCD Espanyol;4;2;10;13;3;1;0.43;0.57;354;0.79;19;11;4;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0.0438461538461538;0.2105263157894736;280;0.0678571428571428;651.1627906976744;0.3;6.976744186046512;-3;-0.1399999999999999;3;2;8;0.0282485875706214;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Leganés;7;9;0;47;122;S. D. Huesca;6;4;5;6;1;2;0.48;0.52;430;0.85;14;14;6;4;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;6;0.0866666666666666;0.4285714285714285;366;0.0382513661202185;762.5;0.4;4.166666666666667;-1;-0.04;-4;2;0;0.0116279069767441;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Leganés;7;1;5;47;135;Cartagena;3;4;6;6;4;1;0.61;0.39;504;0.86;16;7;3;4;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.065;0.1875;433;0.0369515011547344;709.8360655737705;1.0;9.836065573770492;0;0.2199999999999999;2;-1;9;0.0119047619047619;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-23;Leganés;7;1;1;47;-1;Villarreal B;2;2;19;7;9;3;0.49;0.51;458;0.82;16;10;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3;0.0728571428571428;0.125;376;0.0425531914893617;767.3469387755102;0.1578947368421052;6.122448979591836;12;-0.02;0;0;6;0.0414847161572052;0.1052631578947368;0.245;1.5;0;2;2;1;0;0;1;0;0.1052631578947368;0.2222222222222222;0.0043668122270742;9.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Leganés;7;3;2;47;116;Mirandés;0;2;12;9;7;3;0.49;0.51;445;0.83;3;9;0;2;0;0;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3;0.0566666666666666;0.0;369;0.008130081300813;753.0612244897959;0.6666666666666666;16.3265306122449;3;-0.02;5;-2;-6;0.0269662921348314;0.3333333333333333;0.1225;2.0;3;1;4;1;0;0;0;1;0.3333333333333333;0.5714285714285714;0.0089887640449438;3.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-11;Leganés;7;9;9;47;816;Amorebieta;2;2;4;13;2;1;0.34;0.66;308;0.74;8;9;1;2;1;0;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.0507692307692307;0.25;228;0.0350877192982456;670.5882352941176;0.25;2.941176470588235;-9;-0.32;-7;0;-1;0.0129870129870129;0.25;0.34;1.0;0;1;1;1;0;0;1;0;0.25;0.5;0.0032467532467532;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
