Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Mads Hermansen-Leicester City;Ricardo Pereira-Leicester City;Wout Faes-Leicester City;Conor Coady-Leicester City;Luke Thomas-Leicester City;Wilfred Ndidi-Leicester City;Boubakary Soumaré-Leicester City;Bobby Decordova-Reid-Leicester City;Bilal El Khannous-Leicester City;Stephy Mavididi-Leicester City;Jamie Vardy-Leicester City;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;James Justin-Leicester City;Caleb Okoli-Leicester City;Kasey McAteer-Leicester City;Victor Kristiansen-Leicester City;Patson Daka-Leicester City;Jannik Vestergaard-Leicester City;Facundo Buonanotte-Leicester City;Woyo Coulibaly-Leicester City;Jordan Ayew-Leicester City;Harry Winks-Leicester City;Jakub Stolarczyk-Leicester City;Danny Ward-Leicester City;Oliver Skipp-Leicester City;Hamza Choudhury-Leicester City;Abdul Fatawu Issahaku-Leicester City;Odsonne Edouard-Leicester City;Ben Nelson-Leicester City;Yunus Akgün-Leicester City;Kiernan Dewsbury-Hall-Leicester City;Callum Doyle-Leicester City;Dennis Praet-Leicester City;Arjan Raikhy-Leicester City;Marc Albrighton-Leicester City;Tom Cannon-Leicester City;Wanya Marçal-Leicester City;Cesare Casadei-Leicester City;Kelechi Iheanacho-Leicester City;Harry Souttar-Leicester City;Timothy Castagne-Leicester City;Daniel Iversen-Leicester City;Jonny Evans-Leicester City;James Maddison-Leicester City;Youri Tielemans-Leicester City;Harvey Barnes-Leicester City;Çağlar Söyüncü-Leicester City;Tetê-Leicester City;Daniel Amartey-Leicester City;Nampalys Mendy-Leicester City;Ayoze Pérez-Leicester City;Lewis Brunt-Leicester City
2024-12-22;Leicester City;3;3;17;63;67;Wolves;2;0;9;8;5;4;0.54;0.46;546;0.86;15;16;2;0;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1;0.0575;0.1333333333333333;470;0.0319148936170212;870.3703703703703;0.6666666666666666;11.11111111111111;1;0.08;5;2;-1;0.0164835164835164;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Leicester City;3;3;0;63;60;Newcastle;3;3;4;27;1;11;0.4;0.6;424;0.78;16;7;3;3;0;0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5;0.0222222222222222;0.1875;331;0.0483383685800604;827.5;0.5;5.0;-23;-0.1999999999999999;-3;0;9;0.0094339622641509;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Leicester City;3;3;3;63;54;Brighton;1;2;10;16;3;7;0.55;0.45;520;0.84;9;10;1;2;0;0;4;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;5;0.028125;0.1111111111111111;437;0.0205949656750572;794.5454545454545;0.4;7.272727272727272;-6;0.1;-1;-1;-1;0.0192307692307692;0.2;0.275;2.0;0;2;2;0;1;0;0;1;0.2;0.6666666666666666;0.0038461538461538;5.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-03;Leicester City;3;3;3;63;61;West Ham;2;2;8;31;6;10;0.38;0.62;379;0.75;9;7;2;2;0;0;3;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;9;0.02;0.2222222222222222;284;0.0316901408450704;747.3684210526316;0.375;7.894736842105263;-23;-0.24;-6;0;2;0.021108179419525;0.375;0.1266666666666666;1.0;1;2;3;1;0;0;0;1;0.375;0.5;0.0079155672823219;2.6666666666666665;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Leicester City;3;17;3;63;57;Brentford;1;1;7;13;3;6;0.4;0.6;378;0.76;10;9;1;1;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;5;0.0461538461538461;0.1;287;0.0348432055749128;717.5;0.5714285714285714;10.0;-6;-0.1999999999999999;-1;0;1;0.0185185185185185;0.1428571428571428;0.4;4.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0026455026455026;7.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Leicester City;3;8;3;63;53;Chelsea;4;3;4;16;1;7;0.36;0.64;353;0.74;15;12;4;3;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;9;0.04;0.2666666666666666;261;0.057471264367816;725.0;0.5;5.555555555555555;-12;-0.28;-7;1;3;0.0113314447592068;0.25;0.36;2.0;0;1;1;0;0;1;0;1;0.25;1.0;0.0028328611898017;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Leicester City;3;0;3;63;62;Manchester United;1;0;6;13;5;3;0.48;0.52;466;0.83;5;9;1;0;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0.04;0.2;387;0.0129198966408268;806.25;0.8333333333333334;10.416666666666668;-7;-0.04;4;1;-4;0.0128755364806866;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Leicester City;3;3;3;63;66;Ipswich;2;5;20;14;6;2;0.58;0.42;432;0.8;10;11;2;4;0;1;6;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.03;0.2;346;0.0289017341040462;596.551724137931;0.3;10.344827586206897;6;0.1599999999999999;2;-3;-1;0.0462962962962962;0.05;0.58;6.0;0;1;1;0;1;0;1;0;0.05;0.1666666666666666;0.0023148148148148;20.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Leicester City;14;3;3;63;62;Manchester United;1;0;16;23;7;9;0.43;0.57;431;0.84;5;8;1;0;0;0;3;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;5;0.0247826086956521;0.2;362;0.0138121546961325;841.8604651162791;0.1875;6.976744186046512;-7;-0.1399999999999999;-2;1;-3;0.037122969837587;0.125;0.215;1.5;2;0;2;0;0;1;1;0;0.125;0.2857142857142857;0.0046403712296983;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Leicester City;3;3;3;63;55;Nottingham Forest;5;3;11;20;1;5;0.65;0.35;560;0.86;16;9;5;3;0;0;6;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;0.0174999999999999;0.3125;482;0.0331950207468879;741.5384615384615;0.5454545454545454;9.23076923076923;-9;0.3;-1;2;7;0.0196428571428571;0.0909090909090909;0.65;6.0;1;0;1;0;0;1;0;1;0.0909090909090909;1.0;0.0017857142857142;11.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Leicester City;3;3;5;63;68;Southampton;3;6;18;14;4;7;0.58;0.42;492;0.85;10;10;3;5;0;1;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;10;0.03;0.3;418;0.0239234449760765;720.6896551724138;0.3333333333333333;10.344827586206897;4;0.1599999999999999;-4;-3;0;0.0365853658536585;0.1666666666666666;0.1933333333333333;2.0;0;3;3;1;0;0;1;0;0.1666666666666666;0.75;0.0060975609756097;6.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Leicester City;3;3;3;63;59;Bournemouth;4;1;6;19;2;2;0.44;0.56;368;0.76;12;14;4;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;9;0.0294736842105263;0.3333333333333333;280;0.0428571428571428;636.3636363636364;0.0;0.0;-13;-0.12;-9;3;-2;0.0163043478260869;0.1666666666666666;0.44;0.0;1;0;1;1;0;0;0;1;0.1666666666666666;0.5;0.0027173913043478;6.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Leicester City;3;3;1;63;9;Arsenal;4;2;5;35;3;16;0.25;0.75;232;0.73;6;11;4;2;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;17;0.0214285714285714;0.6666666666666666;169;0.0355029585798816;676.0;0.0;0.0;-30;-0.5;-17;2;-5;0.021551724137931;0.4;0.125;0.0;0;2;2;0;0;1;1;0;0.4;0.6666666666666666;0.0086206896551724;2.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Leicester City;14;3;2;63;-1;Walsall;2;3;9;7;2;1;0.75;0.25;674;0.85;6;12;2;3;0;0;2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0357142857142857;0.3333333333333333;573;0.0104712041884816;764.0;0.2222222222222222;2.6666666666666665;2;0.5;-4;-1;-6;0.0133531157270029;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Leicester City;3;3;3;63;64;Everton;1;2;12;17;2;5;0.59;0.41;460;0.84;11;12;1;2;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.0241176470588235;0.0909090909090909;386;0.0284974093264248;654.2372881355933;0.5;10.16949152542373;-5;0.18;5;-1;-1;0.0260869565217391;0.0833333333333333;0.59;6.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.5;0.0021739130434782;12.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Leicester City;3;3;17;63;65;Crystal Palace;3;0;9;20;4;4;0.32;0.68;293;0.69;15;11;3;0;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5;0.034;0.2;202;0.0742574257425742;631.25;0.2222222222222222;6.25;-11;-0.36;-3;3;4;0.030716723549488;0.2222222222222222;0.16;1.0;1;1;2;0;1;0;1;0;0.2222222222222222;0.5;0.0068259385665529;4.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Leicester City;3;3;1;63;1;Aston Villa;4;5;9;10;3;5;0.58;0.42;513;0.89;13;21;4;5;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.0419999999999999;0.3076923076923077;457;0.0284463894967177;787.9310344827587;0.1111111111111111;1.7241379310344829;-1;0.1599999999999999;-3;-1;-8;0.0175438596491228;0.1111111111111111;0.58;1.0;0;1;1;0;0;1;0;1;0.1111111111111111;0.3333333333333333;0.0019493177387914;9.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Leicester City;14;0;1;63;-1;Tranmere Rovers;0;1;22;3;8;0;0.71;0.29;795;0.92;6;9;0;1;0;0;9;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1;0.0966666666666666;0.0;731;0.0082079343365253;1029.5774647887324;0.4090909090909091;12.67605633802817;19;0.42;8;-1;-3;0.0276729559748427;0.1818181818181818;0.1775;2.25;1;3;4;1;0;0;0;1;0.1818181818181818;0.5;0.0050314465408805;5.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Leicester City;3;3;3;63;58;Fulham;2;2;10;18;4;6;0.45;0.55;454;0.83;13;14;2;2;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;7;0.0305555555555555;0.1538461538461538;377;0.0344827586206896;837.7777777777777;0.5;11.11111111111111;-8;-0.1;-2;0;-1;0.0220264317180616;0.1;0.45;5.0;1;0;1;0;0;1;1;0;0.1;0.25;0.0022026431718061;10.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Leicester City;3;3;0;63;56;Tottenham;1;1;7;15;3;7;0.29;0.71;275;0.76;11;12;1;1;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;13;0.0473333333333333;0.0909090909090909;209;0.0526315789473684;720.6896551724138;0.2857142857142857;6.896551724137932;-8;-0.42;-11;0;-1;0.0254545454545454;0.1428571428571428;0.29;2.0;0;1;1;0;1;0;0;1;0.1428571428571428;0.3333333333333333;0.0036363636363636;7.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Leicester City;6;0;29;63;765;Lens;1;1;2;17;1;5;0.36;0.64;355;0.81;10;13;1;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8;0.0376470588235294;0.1;288;0.0347222222222222;800.0;0.0;0.0;-15;-0.28;-8;0;-3;0.0056338028169014;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-23;Leicester City;6;17;1;63;265;Shrewsbury Town;0;1;8;14;3;4;0.58;0.42;571;0.9;10;10;0;1;0;0;5;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.03;0.0;514;0.0194552529182879;886.2068965517242;0.625;8.620689655172415;-6;0.1599999999999999;-2;-1;0;0.0140105078809106;0.25;0.29;2.5;1;1;2;1;0;0;1;0;0.25;0.6666666666666666;0.0035026269702276;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Leicester City;16;0;29;63;824;Blackburn Rovers;2;2;14;9;6;2;0.76;0.24;684;0.89;5;7;2;2;0;0;7;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.0266666666666666;0.4;609;0.0082101806239737;801.3157894736842;0.5;9.210526315789474;5;0.52;3;0;-2;0.0204678362573099;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-29;Leicester City;16;0;17;63;835;Preston;0;4;19;5;11;1;0.67;0.33;683;0.88;7;9;0;4;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;0.066;0.0;601;0.0116472545757071;897.0149253731342;0.2631578947368421;7.462686567164178;14;0.34;4;-4;-2;0.027818448023426;0.1578947368421052;0.2233333333333333;1.6666666666666667;1;2;3;1;0;0;1;0;0.1578947368421052;0.2727272727272727;0.0043923865300146;6.333333333333333;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Leicester City;16;0;0;63;68;Southampton;1;0;17;7;6;0;0.33;0.67;361;0.81;20;7;1;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.0957142857142857;0.05;292;0.0684931506849315;884.8484848484848;0.0588235294117647;3.0303030303030303;10;-0.34;-3;1;13;0.0470914127423822;0.2941176470588235;0.066;0.2;1;4;5;1;0;0;0;1;0.2941176470588235;0.8333333333333334;0.0138504155124653;3.4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Leicester City;16;0;9;63;823;Albion;3;2;11;18;3;6;0.47;0.53;462;0.85;15;13;3;2;0;0;4;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;6;0.0294444444444444;0.2;393;0.0381679389312977;836.1702127659574;0.3636363636363636;8.51063829787234;-7;-0.06;-2;1;2;0.0238095238095238;0.1818181818181818;0.235;2.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.6666666666666666;0.0043290043290043;5.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;Leicester City;16;3;17;63;836;Plymouth Argyle;2;5;17;5;4;3;0.7;0.3;636;0.86;12;12;2;5;0;0;13;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.06;0.1666666666666666;547;0.0219378427787934;781.4285714285714;0.7647058823529411;18.571428571428573;12;0.3999999999999999;13;-3;0;0.0267295597484276;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-09;Leicester City;16;3;1;63;825;Millwall;1;3;11;6;3;4;0.73;0.27;649;0.86;6;11;1;3;0;0;9;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.045;0.1666666666666666;558;0.010752688172043;764.3835616438356;0.8181818181818182;12.32876712328767;5;0.4599999999999999;6;-2;-5;0.0169491525423728;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Leicester City;16;0;3;63;243;Birmingham City;2;2;17;11;9;5;0.68;0.32;696;0.88;7;11;2;2;0;0;10;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.029090909090909;0.2857142857142857;612;0.011437908496732;899.9999999999999;0.5882352941176471;14.705882352941176;6;0.36;10;0;-4;0.0244252873563218;0.1176470588235294;0.34;5.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.2222222222222222;0.0028735632183908;8.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-01;Leicester City;16;0;3;63;826;Norwich;1;1;18;6;6;2;0.62;0.38;578;0.88;13;8;1;1;0;0;9;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.0633333333333333;0.0769230769230769;509;0.0255402750491159;820.9677419354839;0.5;14.516129032258064;12;0.24;7;0;5;0.0311418685121107;0.1666666666666666;0.2066666666666666;3.0;1;2;3;1;0;0;0;1;0.1666666666666666;0.5;0.0051903114186851;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-29;Leicester City;16;0;17;63;828;Bristol City;0;2;11;16;3;6;0.61;0.39;609;0.83;13;12;0;2;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5;0.024375;0.0;505;0.0257425742574257;827.8688524590165;0.5454545454545454;9.836065573770492;-5;0.2199999999999999;1;-2;1;0.0180623973727422;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
