Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Julen Agirrezabala-Athletic;Óscar de Marcos-Athletic;Dani Vivian-Athletic;Yeray Álvarez-Athletic;Iñigo Lekue-Athletic;Mikel Jauregizar-Athletic;Iñigo Ruiz de Galarreta-Athletic;Álex Berenguer-Athletic;Oihan Sancet-Athletic;Nico Williams-Athletic;Maroan Sannadi-Athletic;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Unai Simón-Athletic;Andoni Gorosabel-Athletic;Aitor Paredes-Athletic;Adama Boiro-Athletic;Beñat Prados-Athletic;Álvaro Djaló-Athletic;Unai Gómez-Athletic;Gorka Guruzeta-Athletic;Iñaki Williams-Athletic;Yuri Berchiche Izeta-Athletic;Unai Núñez-Athletic;Mikel Vesga-Athletic;Peio Canales-Athletic;Ander Herrera-Athletic;Nico Serrano-Athletic;Álex Padilla-Athletic;Dani García-Athletic;Asier Villalibre-Athletic;Iker Muniain-Athletic;Raúl García Escudero-Athletic;Imanol García de Albéniz-Athletic;Malcom Adu Ares-Athletic;Peru Nolaskoain-Athletic;Unai Egiluz-Athletic;Oier Zarraga-Athletic;Íñigo Martínez-Athletic;Ander Capa-Athletic;Mikel Balenziaga-Athletic
2024-11-07;Athletic;5;3;3;38;110;Ludogorets;4;3;19;9;7;2;0.6;0.4;472;0.78;17;15;4;3;0;0;6;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0444444444444444;0.2352941176470588;368;0.046195652173913;613.3333333333334;0.3157894736842105;10.0;10;0.1999999999999999;3;1;2;0.0402542372881355;0.1052631578947368;0.3;3.0;0;2;2;1;0;0;1;0;0.1052631578947368;0.2857142857142857;0.0042372881355932;9.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Athletic;1;3;1;38;39;Betis;0;0;17;7;8;4;0.49;0.51;475;0.84;9;8;0;0;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0728571428571428;0.0;399;0.0225563909774436;814.2857142857143;0.3529411764705882;12.244897959183673;10;-0.02;4;0;1;0.0357894736842105;0.0588235294117647;0.49;6.0;0;1;1;0;1;0;0;1;0.0588235294117647;0.125;0.0021052631578947;17.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;Athletic;1;3;1;38;40;R.C.D. Mallorca;1;4;20;4;1;1;0.67;0.33;537;0.85;12;9;1;3;0;1;14;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1;0.0825;0.0833333333333333;456;0.0263157894736842;680.5970149253731;0.7;20.8955223880597;16;0.34;13;-3;3;0.037243947858473;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Athletic;5;3;3;38;96;Slavia Praga;2;2;6;14;3;6;0.39;0.61;306;0.74;16;15;2;2;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;8;0.0435714285714285;0.125;226;0.0707964601769911;579.4871794871794;0.0;0.0;-8;-0.2199999999999999;-8;0;1;0.0196078431372549;0.1666666666666666;0.39;0.0;1;0;1;1;0;0;0;1;0.1666666666666666;0.3333333333333333;0.0032679738562091;6.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Athletic;1;3;3;38;49;RCD Espanyol;2;3;10;5;6;2;0.57;0.43;480;0.83;15;22;2;3;0;0;5;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;5;0.086;0.1333333333333333;398;0.0376884422110552;698.2456140350878;0.5;8.771929824561404;5;0.1399999999999999;0;-1;-7;0.0208333333333333;0.4;0.1425;1.25;3;1;4;1;0;0;0;1;0.4;0.6666666666666666;0.0083333333333333;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Athletic;1;0;3;38;24;Girona;2;4;13;14;4;6;0.34;0.66;312;0.8;13;12;1;4;1;0;1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;0.0471428571428571;0.1538461538461538;250;0.052;735.2941176470588;0.0769230769230769;2.941176470588235;-1;-0.32;-5;-2;1;0.0416666666666666;0.0769230769230769;0.34;1.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.25;0.0032051282051282;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Athletic;5;3;3;38;101;AZ;1;2;17;5;7;2;0.56;0.44;531;0.83;7;12;1;2;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1;0.088;0.1428571428571428;441;0.0158730158730158;787.4999999999999;0.2352941176470588;7.142857142857142;12;0.12;3;-1;-5;0.032015065913371;0.1176470588235294;0.28;2.0;0;2;2;1;0;0;0;1;0.1176470588235294;0.2857142857142857;0.0037664783427495;8.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Athletic;1;3;3;38;43;Sevilla;1;3;13;13;5;3;0.38;0.62;328;0.74;6;7;0;3;1;0;4;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.0476923076923076;0.1666666666666666;243;0.0246913580246913;639.4736842105264;0.3076923076923077;10.526315789473683;0;-0.24;-3;-2;-1;0.0396341463414634;0.0769230769230769;0.38;4.0;1;0;1;0;1;0;0;1;0.0769230769230769;0.2;0.0030487804878048;13.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Athletic;5;3;2;38;74;Roma;4;2;12;5;2;3;0.4;0.6;374;0.76;15;12;4;2;0;0;10;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.12;0.2666666666666666;284;0.0528169014084507;710.0;0.8333333333333334;25.0;7;-0.1999999999999999;8;2;3;0.0320855614973262;0.0833333333333333;0.4;10.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.5;0.0026737967914438;12.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Athletic;1;3;6;38;44;Celta de Vigo;3;2;10;11;5;4;0.32;0.68;306;0.81;16;11;3;2;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;0.0618181818181818;0.1875;248;0.064516129032258;775.0;0.3;9.375;-1;-0.36;-3;1;5;0.0326797385620915;0.3;0.1066666666666666;1.0;2;1;3;1;0;0;0;1;0.3;0.6;0.0098039215686274;3.333333333333333;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Athletic;1;3;4;38;47;Leganés;0;3;10;14;4;3;0.53;0.47;456;0.83;11;12;0;3;0;0;7;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4;0.0335714285714285;0.0;378;0.0291005291005291;713.2075471698113;0.7;13.20754716981132;-4;0.06;3;-3;-1;0.0219298245614035;0.2;0.265;3.5;0;2;2;1;0;0;1;0;0.2;0.5;0.0043859649122807;5.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Athletic;1;3;5;38;50;U. D. Las Palmas;3;1;9;15;4;6;0.35;0.65;334;0.69;12;8;2;1;1;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;9;0.0433333333333333;0.25;230;0.0521739130434782;657.1428571428572;0.3333333333333333;8.571428571428571;-6;-0.3;-6;2;4;0.0269461077844311;0.3333333333333333;0.1166666666666666;1.0;2;1;3;1;0;0;1;0;0.3333333333333333;0.75;0.0089820359281437;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Athletic;1;3;17;38;27;Atlético Madrid;3;1;8;9;1;2;0.54;0.46;585;0.86;13;9;3;1;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.0511111111111111;0.2307692307692307;503;0.025844930417495;931.4814814814814;0.25;3.7037037037037033;-1;0.08;0;2;4;0.0136752136752136;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Athletic;1;3;1;38;52;Valencia C. F.;1;3;13;2;4;0;0.51;0.49;418;0.79;14;9;1;3;0;0;5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.245;0.0714285714285714;330;0.0424242424242424;647.0588235294117;0.3846153846153846;9.803921568627452;11;0.02;2;-2;5;0.0311004784688995;0.0769230769230769;0.51;5.0;1;0;1;1;0;0;0;1;0.0769230769230769;0.25;0.0023923444976076;13.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Athletic;1;3;3;38;10;Barcelona;5;4;8;13;2;5;0.34;0.66;293;0.79;16;11;5;4;0;0;6;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.0507692307692307;0.3125;231;0.0692640692640692;679.4117647058823;0.75;17.64705882352941;-5;-0.32;1;1;5;0.0273037542662116;0.125;0.34;6.0;1;0;1;0;0;1;1;0;0.125;0.5;0.0034129692832764;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-15;Athletic;1;3;7;38;48;Getafe;4;1;7;9;4;2;0.7;0.3;444;0.79;15;12;4;1;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0333333333333333;0.2666666666666666;351;0.0427350427350427;501.4285714285714;0.7142857142857143;7.142857142857143;-2;0.3999999999999999;-1;3;3;0.0157657657657657;0.1428571428571428;0.7;5.0;1;0;1;0;1;0;0;1;0.1428571428571428;0.25;0.0022522522522522;7.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Athletic;1;3;3;38;42;Rayo Vallecano;1;1;7;17;1;4;0.36;0.64;336;0.68;13;6;1;1;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;8;0.0376470588235294;0.0769230769230769;228;0.0570175438596491;633.3333333333334;0.2857142857142857;5.555555555555555;-10;-0.28;-6;0;7;0.0208333333333333;0.1428571428571428;0.36;2.0;0;1;1;1;0;0;1;0;0.1428571428571428;1.0;0.0029761904761904;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Athletic;1;3;17;38;43;Sevilla;1;1;15;9;6;4;0.54;0.46;485;0.85;12;5;1;1;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.0511111111111111;0.0833333333333333;412;0.029126213592233;762.9629629629629;0.5333333333333333;14.814814814814811;6;0.08;5;0;7;0.0309278350515463;0.1333333333333333;0.27;4.0;2;0;2;1;0;0;0;1;0.1333333333333333;0.3333333333333333;0.0041237113402061;7.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Athletic;1;3;6;38;44;Celta de Vigo;0;2;7;10;2;4;0.46;0.54;462;0.77;14;15;0;2;0;0;3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.054;0.0;356;0.0393258426966292;773.9130434782609;0.4285714285714285;6.521739130434782;-3;-0.08;1;-2;-1;0.0151515151515151;0.1428571428571428;0.46;3.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.5;0.0021645021645021;7.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Athletic;1;3;7;38;41;Osasuna;2;4;15;13;6;3;0.67;0.33;604;0.86;9;14;2;4;0;0;8;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;0.0253846153846153;0.2222222222222222;519;0.0173410404624277;774.6268656716418;0.5333333333333333;11.940298507462686;2;0.34;2;-2;-5;0.0248344370860927;0.1333333333333333;0.335;4.0;0;2;2;0;1;0;0;1;0.1333333333333333;0.3333333333333333;0.0033112582781456;7.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-03;Athletic;1;3;3;38;48;Getafe;2;0;7;34;2;9;0.36;0.64;307;0.68;9;6;0;0;2;0;6;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;10;0.0188235294117647;0.2222222222222222;209;0.0430622009569378;580.5555555555555;0.8571428571428571;16.666666666666668;-27;-0.28;-4;2;3;0.022801302931596;0.2857142857142857;0.18;3.0;1;1;2;1;0;0;1;0;0.2857142857142857;1.0;0.006514657980456;3.5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Athletic;1;3;2;38;27;Atlético Madrid;2;3;7;8;1;3;0.58;0.42;594;0.89;15;16;2;3;0;0;5;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.0525;0.1333333333333333;529;0.0283553875236294;912.0689655172414;0.7142857142857143;8.620689655172415;-1;0.1599999999999999;2;-1;-1;0.0117845117845117;0.1428571428571428;0.58;5.0;1;0;1;0;0;1;1;0;0.1428571428571428;1.0;0.0016835016835016;7.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Athletic;1;3;1;38;119;Granada;4;2;17;5;6;0;0.68;0.32;600;0.83;11;15;4;2;0;0;11;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.064;0.3636363636363636;498;0.0220883534136546;732.3529411764705;0.6470588235294118;16.176470588235293;12;0.36;7;2;-4;0.0283333333333333;0.0588235294117647;0.68;11.0;1;0;1;0;1;0;0;1;0.0588235294117647;0.1666666666666666;0.0016666666666666;17.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Athletic;1;3;1;38;37;Villarreal;3;2;13;10;6;2;0.53;0.47;490;0.84;13;12;3;1;0;1;3;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1;0.047;0.2307692307692307;412;0.0315533980582524;777.3584905660377;0.2307692307692307;5.660377358490566;3;0.06;2;1;1;0.0265306122448979;0.0769230769230769;0.53;3.0;0;1;1;0;1;0;0;1;0.0769230769230769;0.1666666666666666;0.0020408163265306;13.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Athletic;19;3;4;38;40;R.C.D. Mallorca;1;3;30;13;7;5;0.69;0.31;714;0.84;15;25;1;3;0;0;8;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.0238461538461538;0.0666666666666666;600;0.025;869.5652173913044;0.2666666666666666;11.594202898550726;17;0.3799999999999999;4;-2;-10;0.042016806722689;0.0333333333333333;0.69;8.0;0;1;1;0;1;0;0;1;0.0333333333333333;0.1428571428571428;0.0014005602240896;30.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Athletic;1;3;13;38;12;Real Madrid;1;2;7;9;3;4;0.41;0.59;441;0.82;13;9;1;2;0;0;7;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.0655555555555555;0.0769230769230769;362;0.0359116022099447;882.9268292682927;1.0;17.073170731707318;-2;-0.18;3;-1;4;0.0158730158730158;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Athletic;1;3;3;38;45;Alavés;2;3;16;7;4;3;0.6;0.4;558;0.84;7;13;2;3;0;0;5;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.0571428571428571;0.2857142857142857;469;0.0149253731343283;781.6666666666667;0.3125;8.333333333333334;9;0.1999999999999999;1;-1;-6;0.028673835125448;0.125;0.3;2.5;2;0;2;1;0;0;0;1;0.125;0.5;0.003584229390681;8.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Athletic;1;3;7;38;50;U. D. Las Palmas;3;3;7;14;2;2;0.28;0.72;256;0.65;14;8;3;3;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;10;0.0514285714285714;0.2142857142857142;166;0.0843373493975903;592.8571428571428;0.4285714285714285;10.714285714285714;-7;-0.4399999999999999;-7;0;6;0.02734375;0.2857142857142857;0.14;1.5;1;1;2;1;0;0;1;0;0.2857142857142857;1.0;0.0078125;3.5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Athletic;1;3;0;38;10;Barcelona;3;3;8;8;2;2;0.39;0.61;355;0.78;14;11;3;3;0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.07625;0.2142857142857142;277;0.0505415162454873;710.2564102564103;0.5;10.256410256410255;0;-0.2199999999999999;0;0;3;0.0225352112676056;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-29;Athletic;19;3;4;38;27;Atlético Madrid;4;1;10;17;7;6;0.39;0.61;341;0.72;17;8;4;1;0;0;3;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;5;0.0358823529411764;0.2352941176470588;246;0.0691056910569105;630.7692307692307;0.3;7.692307692307692;-7;-0.2199999999999999;-2;3;9;0.0293255131964809;0.3;0.13;1.0;2;1;3;1;0;0;0;1;0.3;0.4285714285714285;0.0087976539589442;3.333333333333333;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Athletic;1;3;3;38;39;Betis;5;1;3;13;1;5;0.41;0.59;407;0.77;12;14;4;1;1;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0453846153846153;0.4166666666666667;313;0.0383386581469648;763.4146341463415;1.0;7.317073170731708;-10;-0.18;-2;4;-2;0.0073710073710073;0.3333333333333333;0.41;3.0;1;0;1;0;0;1;1;0;0.3333333333333333;1.0;0.0024570024570024;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-19;Athletic;1;3;3;38;24;Girona;1;2;14;12;7;6;0.3;0.7;294;0.76;16;13;1;2;0;0;3;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0583333333333333;0.0625;223;0.0717488789237668;743.3333333333334;0.2142857142857142;10.0;2;-0.3999999999999999;-1;-1;3;0.0476190476190476;0.2142857142857142;0.0999999999999999;1.0;1;2;3;1;0;0;0;1;0.2142857142857142;0.4285714285714285;0.010204081632653;4.666666666666667;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-12;Athletic;1;3;3;38;126;Almería;1;3;12;10;4;4;0.62;0.38;490;0.81;15;17;1;2;0;1;10;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.038;0.0666666666666666;397;0.0377833753148614;640.3225806451613;0.8333333333333334;16.129032258064516;2;0.24;6;-2;-2;0.0244897959183673;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-07;Athletic;19;3;2;38;27;Atlético Madrid;4;2;9;20;3;5;0.31;0.69;314;0.72;18;9;4;2;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;10;0.0344999999999999;0.2222222222222222;226;0.079646017699115;729.0322580645161;0.6666666666666666;19.35483870967742;-11;-0.3799999999999999;-4;2;9;0.0286624203821656;0.1111111111111111;0.31;6.0;1;0;1;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.0031847133757961;9.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-02;Athletic;1;3;9;38;40;R.C.D. Mallorca;0;1;13;6;6;2;0.63;0.37;542;0.84;17;15;0;1;0;0;6;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0616666666666666;0.0;455;0.0373626373626373;722.2222222222222;0.4615384615384615;9.523809523809524;7;0.26;4;-1;2;0.0239852398523985;0.3076923076923077;0.1575;1.5;2;2;4;1;0;0;0;1;0.3076923076923077;0.6666666666666666;0.007380073800738;3.25;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Athletic;1;3;1;38;130;Cádiz;2;4;8;9;0;2;0.59;0.41;475;0.8;14;13;2;4;0;0;8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0455555555555555;0.1428571428571428;380;0.0368421052631578;644.0677966101696;1.0;13.559322033898306;-1;0.18;2;-2;1;0.0168421052631578;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
