Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Sergio Herrera Pirón-Osasuna;Jesús Areso-Osasuna;Enzo Boyomo-Osasuna;Alejandro Catena Marugán-Osasuna;Jorge Herrando-Osasuna;Abel Bretones-Osasuna;Jon Moncayola-Osasuna;Lucas Torró-Osasuna;Aimar Oroz-Osasuna;Ante Budimir-Osasuna;Rubén García Santos-Osasuna;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Aitor Fernández Abarisketa-Osasuna;Juan Cruz Álvaro Armada-Osasuna;Pablo Ibáñez Lumbreras-Osasuna;Iker Muñoz-Osasuna;José Arnaiz-Osasuna;Raúl García de Haro-Osasuna;Bryan Zaragoza-Osasuna;Rubén Peña Jiménez-Osasuna;Moi Gómez-Osasuna;Kike Barja-Osasuna;Nacho Vidal Miralles-Osasuna;Unai García-Osasuna;Iker Benito-Osasuna;Johan Mojica-Osasuna;David García-Osasuna;Darko Brašanac-Osasuna;Ezequiel Ávila-Osasuna;Aridane Hernández-Osasuna;Manuel Sánchez de la Peña-Osasuna;Abde Ezzalzouli-Osasuna;Diego Moreno Garbayo-Osasuna;Kike García-Osasuna;Roberto Torres Morales-Osasuna
2024-09-24;Osasuna;1;0;1;41;52;Valencia C. F.;3;2;9;10;2;3;0.48;0.52;357;0.75;11;6;3;2;0;0;5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;10;0.052000000000000005;0.2727272727272727;268;0.041044776119402986;558.3333333333334;0.5555555555555556;10.416666666666668;-1;-0.040000000000000036;-5;1;5;0.025210084033613446;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Osasuna;1;7;5;41;50;U. D. Las Palmas;2;5;13;11;4;6;0.39;0.61;310;0.74;15;11;2;5;0;0;2;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;4;0.05545454545454545;0.13333333333333333;229;0.06550218340611354;587.1794871794872;0.15384615384615385;5.128205128205128;2;-0.21999999999999997;-2;-3;4;0.041935483870967745;0.15384615384615385;0.195;1.0;1;1;2;1;0;0;0;1;0.15384615384615385;0.5;0.0064516129032258064;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-16;Osasuna;1;0;3;41;42;Rayo Vallecano;2;3;5;17;2;6;0.34;0.66;253;0.58;15;12;2;3;0;0;4;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;0.03882352941176471;0.13333333333333333;147;0.10204081632653061;432.35294117647055;0.8;11.76470588235294;-12;-0.32;-3;-1;3;0.019762845849802372;0.2;0.34;4.0;1;0;1;0;0;1;1;0;0.2;0.5;0.003952569169960474;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Osasuna;1;7;6;41;44;Celta de Vigo;2;1;10;12;3;4;0.51;0.49;449;0.83;19;10;2;0;0;1;6;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.04083333333333333;0.10526315789473684;373;0.05093833780160858;731.3725490196078;0.6;11.76470588235294;-2;0.020000000000000018;3;1;9;0.022271714922048998;0.3;0.17;2.0;2;1;3;1;0;0;0;1;0.3;1.0;0.0066815144766146995;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Osasuna;1;3;1;41;24;Girona;0;0;1;10;0;5;0.4;0.6;396;0.83;9;10;0;0;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.06;0.0;329;0.02735562310030395;822.5;0.0;0.0;-9;-0.19999999999999996;-5;0;-1;0.0025252525252525255;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Osasuna;1;7;0;41;40;R.C.D. Mallorca;2;1;15;10;5;1;0.45;0.55;314;0.74;10;8;2;1;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;0.05500000000000001;0.2;232;0.04310344827586207;515.5555555555555;0.3333333333333333;11.11111111111111;5;-0.10000000000000003;1;1;2;0.04777070063694268;0.06666666666666667;0.45;5.0;0;1;1;1;0;0;0;1;0.06666666666666667;0.2;0.0031847133757961785;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Osasuna;1;0;3;41;47;Leganés;3;2;16;10;6;4;0.61;0.39;456;0.76;14;12;3;2;0;0;6;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4;0.039;0.21428571428571427;347;0.040345821325648415;568.8524590163935;0.375;9.836065573770492;6;0.21999999999999997;2;1;2;0.03508771929824561;0.0625;0.61;6.0;0;1;1;0;1;0;0;1;0.0625;0.16666666666666666;0.0021929824561403508;16.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Osasuna;1;7;1;41;37;Villarreal;4;3;12;11;6;3;0.43;0.57;356;0.8;13;6;4;3;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;4;0.05181818181818181;0.3076923076923077;285;0.0456140350877193;662.7906976744187;0.5;13.953488372093023;1;-0.13999999999999996;2;1;7;0.033707865168539325;0.08333333333333333;0.43;6.0;1;0;1;0;1;0;0;1;0.08333333333333333;0.16666666666666666;0.0028089887640449437;12.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Osasuna;1;7;9;41;27;Atlético Madrid;2;2;15;14;6;2;0.43;0.57;366;0.79;9;12;2;2;0;0;5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7;0.04071428571428571;0.2222222222222222;289;0.031141868512110725;672.0930232558139;0.3333333333333333;11.627906976744185;1;-0.13999999999999996;-2;0;-3;0.040983606557377046;0.26666666666666666;0.1075;1.25;1;3;4;1;0;0;1;0;0.26666666666666666;0.6666666666666666;0.01092896174863388;3.75;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-14;Osasuna;1;0;9;41;40;R.C.D. Mallorca;0;1;10;10;4;4;0.53;0.47;453;0.76;12;11;0;1;0;0;2;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;4;0.047;0.0;344;0.03488372093023256;649.0566037735849;0.2;3.773584905660377;0;0.06000000000000005;-2;-1;1;0.02207505518763797;0.1;0.53;2.0;1;0;1;0;1;0;0;1;0.1;0.25;0.002207505518763797;10.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Osasuna;1;7;3;41;38;Athletic;4;2;13;15;3;6;0.33;0.67;298;0.74;14;9;4;2;0;0;6;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;8;0.04466666666666667;0.2857142857142857;221;0.06334841628959276;669.6969696969696;0.46153846153846156;18.18181818181818;-2;-0.34;-2;2;5;0.0436241610738255;0.15384615384615385;0.165;3.0;1;1;2;0;1;0;1;0;0.15384615384615385;0.6666666666666666;0.006711409395973154;6.5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Osasuna;1;5;3;41;39;Betis;3;2;12;10;2;4;0.41;0.59;347;0.76;13;13;2;2;1;0;8;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.059;0.23076923076923078;264;0.04924242424242424;643.9024390243903;0.6666666666666666;19.51219512195122;2;-0.18;3;1;0;0.0345821325648415;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Osasuna;1;0;1;41;119;Granada;0;4;11;12;2;4;0.63;0.37;573;0.83;5;17;0;4;0;0;6;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0.030833333333333334;0.0;476;0.01050420168067227;755.5555555555555;0.5454545454545454;9.523809523809524;-1;0.26;6;-4;-12;0.019197207678883072;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Osasuna;1;0;1;41;42;Rayo Vallecano;1;4;6;17;2;6;0.35;0.65;304;0.63;15;9;1;4;0;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.03823529411764706;0.06666666666666667;192;0.078125;548.5714285714286;0.16666666666666666;2.857142857142857;-11;-0.30000000000000004;-4;-3;6;0.019736842105263157;0.16666666666666666;0.35;1.0;1;0;1;0;0;1;1;0;0.16666666666666666;0.5;0.003289473684210526;6.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-15;Osasuna;1;1;1;41;52;Valencia C. F.;0;2;13;4;2;3;0.65;0.35;591;0.81;10;10;0;2;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0875;0.0;479;0.020876826722338204;736.9230769230769;0.3076923076923077;6.153846153846153;9;0.30000000000000004;3;-2;0;0.021996615905245348;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Osasuna;1;1;0;41;126;Almería;2;3;6;12;4;5;0.48;0.52;415;0.77;15;13;2;3;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;6;0.043333333333333335;0.13333333333333333;320;0.046875;666.6666666666667;0.16666666666666666;2.0833333333333335;-6;-0.040000000000000036;-5;-1;2;0.014457831325301205;0.5;0.16;0.3333333333333333;2;1;3;1;0;0;1;0;0.5;0.75;0.007228915662650603;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Osasuna;1;2;0;41;12;Real Madrid;3;2;10;17;4;9;0.36;0.64;316;0.79;18;8;3;2;0;0;5;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;7;0.037647058823529415;0.16666666666666666;250;0.072;694.4444444444445;0.5;13.88888888888889;-7;-0.28;-2;1;10;0.03164556962025317;0.2;0.18;2.5;1;1;2;0;0;1;0;1;0.2;0.5;0.006329113924050633;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Osasuna;1;23;17;41;24;Girona;3;3;7;11;1;6;0.4;0.6;344;0.84;16;10;3;3;0;0;7;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;5;0.05454545454545454;0.1875;289;0.05536332179930796;722.5;1.0;17.5;-4;-0.19999999999999996;2;0;6;0.020348837209302327;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-04;Osasuna;1;3;0;41;45;Alavés;2;1;15;10;4;4;0.55;0.45;449;0.73;15;11;2;1;0;0;5;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;5;0.045;0.13333333333333333;328;0.04573170731707317;596.3636363636363;0.3333333333333333;9.09090909090909;5;0.10000000000000003;0;1;4;0.0334075723830735;0.06666666666666667;0.55;5.0;0;1;1;1;0;0;0;1;0.06666666666666667;0.25;0.0022271714922048997;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Osasuna;1;2;5;41;50;U. D. Las Palmas;1;2;6;9;2;3;0.27;0.73;241;0.64;15;6;1;2;0;0;7;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;6;0.0811111111111111;0.06666666666666667;154;0.09740259740259741;570.3703703703703;1.1666666666666667;25.925925925925924;-3;-0.45999999999999996;1;-1;9;0.024896265560165973;0.16666666666666666;0.27;7.0;0;1;1;0;1;0;1;0;0.16666666666666666;0.5;0.004149377593360996;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Osasuna;1;0;1;41;130;Cádiz;4;2;11;5;4;1;0.56;0.44;498;0.76;20;12;4;2;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4;0.088;0.2;378;0.05291005291005291;674.9999999999999;0.45454545454545453;8.928571428571427;6;0.12000000000000005;1;2;8;0.02208835341365462;0.18181818181818182;0.28;2.5;0;2;2;1;0;0;0;1;0.18181818181818182;0.5;0.004016064257028112;5.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Osasuna;1;4;0;41;46;Real Sociedad;0;0;9;21;2;3;0.31;0.69;271;0.66;11;11;0;0;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;7;0.032857142857142856;0.0;179;0.061452513966480445;577.4193548387096;0.4444444444444444;12.903225806451614;-12;-0.37999999999999995;-3;0;0;0.033210332103321034;0.1111111111111111;0.31;4.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.5;0.0036900369003690036;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Osasuna;1;4;6;41;44;Celta de Vigo;2;0;18;6;1;5;0.7;0.3;667;0.8;10;10;2;0;0;0;9;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.049999999999999996;0.2;534;0.018726591760299626;762.8571428571429;0.5;12.857142857142858;12;0.39999999999999997;8;2;0;0.026986506746626688;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-31;Osasuna;1;4;0;41;10;Barcelona;1;1;9;16;1;4;0.32;0.68;292;0.73;12;9;0;1;1;0;6;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;6;0.0425;0.08333333333333333;213;0.056338028169014086;665.625;0.6666666666666666;18.75;-7;-0.36000000000000004;0;0;3;0.030821917808219176;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Osasuna;1;2;2;41;43;Sevilla;0;4;11;10;4;5;0.57;0.43;474;0.79;13;19;0;3;0;1;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.043;0.0;374;0.034759358288770054;656.140350877193;0.36363636363636365;7.017543859649123;1;0.13999999999999996;2;-4;-6;0.023206751054852322;0.09090909090909091;0.57;4.0;0;1;1;0;1;0;1;0;0.09090909090909091;0.25;0.002109704641350211;11.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Osasuna;1;2;1;41;48;Getafe;5;4;13;10;7;7;0.42;0.58;274;0.65;14;16;5;4;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.057999999999999996;0.35714285714285715;178;0.07865168539325842;423.80952380952385;0.07692307692307693;2.380952380952381;3;-0.15999999999999998;-3;1;-2;0.04744525547445255;0.23076923076923078;0.13999999999999999;0.3333333333333333;2;1;3;1;0;0;0;1;0.23076923076923078;0.42857142857142855;0.010948905109489052;4.333333333333333;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-17;Osasuna;19;17;0;41;46;Real Sociedad;3;2;6;15;1;6;0.41;0.59;320;0.64;11;10;2;2;1;0;9;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.03933333333333333;0.2727272727272727;205;0.05365853658536585;500.00000000000006;1.5;21.951219512195124;-9;-0.18;4;1;1;0.01875;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-11;Osasuna;18;4;0;41;10;Barcelona;3;0;11;20;3;7;0.32;0.68;291;0.76;21;12;3;0;0;0;6;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;7;0.034;0.14285714285714285;221;0.09502262443438914;690.625;0.5454545454545454;18.75;-9;-0.36000000000000004;-1;3;9;0.037800687285223365;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-07;Osasuna;19;3;29;41;118;Castellón;2;5;33;10;11;2;0.49;0.51;500;0.66;16;12;2;5;0;0;11;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3;0.051000000000000004;0.125;330;0.048484848484848485;673.469387755102;0.3333333333333333;22.448979591836736;23;-0.020000000000000018;8;-3;4;0.066;0.030303030303030304;0.49;11.0;0;1;1;1;0;0;1;0;0.030303030303030304;0.09090909090909091;0.002;33.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-04;Osasuna;1;0;3;41;126;Almería;1;2;14;4;2;0;0.52;0.48;520;0.8;14;5;1;2;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.12;0.07142857142857142;416;0.03365384615384615;800.0;0.35714285714285715;9.615384615384615;10;0.040000000000000036;1;-1;9;0.026923076923076925;0.07142857142857142;0.52;5.0;1;0;1;1;0;0;0;1;0.07142857142857142;0.5;0.0019230769230769232;14.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-21;Osasuna;1;0;17;41;40;R.C.D. Mallorca;1;3;12;15;7;8;0.58;0.42;451;0.78;12;11;1;3;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;0.028;0.08333333333333333;352;0.03409090909090909;606.896551724138;0.0;0.0;-3;0.15999999999999998;-6;-2;1;0.026607538802660754;0.16666666666666666;0.29;0.0;1;1;2;0;0;1;1;0;0.16666666666666666;0.2857142857142857;0.004434589800443459;6.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-15;Osasuna;1;0;1;41;42;Rayo Vallecano;2;3;10;10;4;3;0.62;0.38;445;0.76;20;13;2;3;0;0;9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1;0.038;0.1;338;0.05917159763313609;545.1612903225806;0.9;14.516129032258064;0;0.24;8;-1;7;0.02247191011235955;0.1;0.62;9.0;0;1;1;1;0;0;0;1;0.1;0.25;0.0022471910112359553;10.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;Osasuna;1;0;1;41;130;Cádiz;2;1;13;12;5;5;0.57;0.43;399;0.75;16;15;2;1;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2;0.035833333333333335;0.125;299;0.05351170568561873;524.561403508772;0.3076923076923077;7.017543859649123;1;0.13999999999999996;2;1;1;0.03258145363408521;0.07692307692307693;0.57;4.0;0;1;1;0;1;0;1;0;0.07692307692307693;0.2;0.002506265664160401;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Osasuna;1;4;0;41;46;Real Sociedad;3;3;9;17;3;5;0.28;0.72;232;0.65;12;10;3;3;0;0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;8;0.042352941176470586;0.25;151;0.07947019867549669;539.2857142857142;0.1111111111111111;3.571428571428571;-8;-0.43999999999999995;-7;0;2;0.03879310344827586;0.1111111111111111;0.28;1.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.004310344827586207;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Osasuna;1;3;1;41;37;Villarreal;0;0;15;10;7;3;0.56;0.44;546;0.84;14;9;0;0;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.044;0.0;459;0.030501089324618737;819.6428571428571;0.26666666666666666;7.142857142857142;5;0.12000000000000005;2;0;5;0.027472527472527472;0.06666666666666667;0.56;4.0;0;1;1;0;0;1;1;0;0.06666666666666667;0.14285714285714285;0.0018315018315018315;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Osasuna;1;3;7;41;50;U. D. Las Palmas;1;1;11;6;3;1;0.45;0.55;418;0.73;25;10;1;1;0;0;8;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3;0.09166666666666667;0.04;305;0.08196721311475409;677.7777777777777;0.7272727272727273;17.77777777777778;5;-0.10000000000000003;5;0;15;0.02631578947368421;0.09090909090909091;0.45;8.0;0;1;1;0;1;0;0;1;0.09090909090909091;0.3333333333333333;0.0023923444976076554;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-04;Osasuna;1;3;6;41;24;Girona;5;3;15;11;3;4;0.49;0.51;439;0.8;14;10;5;3;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;7;0.046363636363636364;0.35714285714285715;351;0.039886039886039885;716.3265306122449;0.13333333333333333;4.081632653061225;4;-0.020000000000000018;-5;2;4;0.03416856492027335;0.13333333333333333;0.245;1.0;1;1;2;0;0;1;0;1;0.13333333333333333;0.6666666666666666;0.004555808656036446;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Osasuna;1;3;3;41;39;Betis;4;3;7;9;1;2;0.49;0.51;435;0.77;25;10;4;3;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;6;0.05666666666666667;0.16;335;0.07462686567164178;683.6734693877551;0.42857142857142855;6.122448979591836;-2;-0.020000000000000018;-3;1;15;0.016091954022988506;0.14285714285714285;0.49;3.0;0;1;1;0;0;1;1;0;0.14285714285714285;1.0;0.0022988505747126436;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
