Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Wojciech Szczęsny-Barcelona;Jules Koundé-Barcelona;Pau Cubarsí-Barcelona;Íñigo Martínez-Barcelona;Gerard Martín-Barcelona;Fermín López Marín-Barcelona;Frenkie de Jong-Barcelona;Pedri-Barcelona;Raphinha-Barcelona;Robert Lewandowski-Barcelona;Ferran Torres-Barcelona;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Ronald Araújo-Barcelona;Gavi-Barcelona;Lamine Yamal-Barcelona;Alejandro Baldé-Barcelona;Eric García-Barcelona;Dani Olmo-Barcelona;Marc Casadó-Barcelona;Héctor Fort-Barcelona;Iñaki Peña-Barcelona;Pablo Torre-Barcelona;Ansu Fati-Barcelona;Sergi Domínguez-Barcelona;Pau Víctor-Barcelona;Marc-André ter Stegen-Barcelona;Marc Bernal-Barcelona;Álex Valle-Barcelona;Clément Lenglet-Barcelona;Andreas Christensen-Barcelona;İlkay Gündoğan-Barcelona;Unai Hernández-Barcelona;Julián Araujo-Barcelona;Vitor Roque-Barcelona;João Cancelo-Barcelona;Sergi Roberto-Barcelona;Marcos Alonso Mendoza-Barcelona;Oriol Romeu-Barcelona;João Félix-Barcelona;Marc Guiu-Barcelona;Ander Astralaga-Barcelona;Abde Ezzalzouli-Barcelona;Ousmane Dembélé-Barcelona;Sergiño Dest-Barcelona;Franck Kessié-Barcelona;Pau Prim-Barcelona;Daniel Rodríguez Crespo-Barcelona;Jordi Alba-Barcelona;Sergio Busquets-Barcelona
2025-01-21;Barcelona;0;3;0;10;13;Benfica;4;2;22;10;11;5;0.75;0.25;731;0.9;9;9;4;1;0;1;6;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2;0.025;0.4444444444444444;658;0.013677811550151976;877.3333333333334;0.2727272727272727;8.0;12;0.5;4;2;0;0.030095759233926128;0.22727272727272727;0.15;1.2;1;4;5;1;0;0;1;0;0.22727272727272727;0.45454545454545453;0.006839945280437756;4.4;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Barcelona;1;3;7;10;48;Getafe;2;3;21;10;5;4;0.78;0.22;670;0.86;9;9;2;3;0;0;10;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2;0.022;0.2222222222222222;576;0.015625;738.4615384615385;0.47619047619047616;12.82051282051282;11;0.56;8;-1;0;0.03134328358208955;0.047619047619047616;0.78;10.0;1;0;1;0;1;0;1;0;0.047619047619047616;0.2;0.0014925373134328358;21.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Barcelona;19;0;3;10;39;Betis;2;2;18;8;9;3;0.69;0.31;648;0.89;10;8;2;2;0;0;8;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.03875;0.2;577;0.01733102253032929;836.2318840579711;0.4444444444444444;11.594202898550726;10;0.37999999999999995;5;0;2;0.027777777777777776;0.2777777777777778;0.13799999999999998;1.6;2;3;5;1;0;0;0;1;0.2777777777777778;0.5555555555555556;0.007716049382716049;3.6;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-12;Barcelona;18;3;3;10;12;Real Madrid;5;5;14;19;8;6;0.52;0.48;433;0.86;13;14;4;5;1;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;9;0.02526315789473684;0.38461538461538464;372;0.03494623655913978;715.3846153846154;0.35714285714285715;9.615384615384615;-5;0.040000000000000036;-4;0;-1;0.03233256351039261;0.35714285714285715;0.10400000000000001;1.0;4;1;5;1;0;0;1;0;0.35714285714285715;0.625;0.011547344110854504;2.8;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-08;Barcelona;18;3;3;10;38;Athletic;0;2;14;10;8;5;0.57;0.43;522;0.83;8;13;0;2;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;7;0.043;0.0;433;0.018475750577367205;759.6491228070176;0.14285714285714285;3.5087719298245617;4;0.13999999999999996;-5;-2;-5;0.02681992337164751;0.14285714285714285;0.285;1.0;1;1;2;1;0;0;1;0;0.14285714285714285;0.25;0.0038314176245210726;7.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Barcelona;19;3;4;10;-1;Barbastro;1;1;19;2;9;1;0.75;0.25;659;0.88;7;16;1;1;0;0;8;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1;0.125;0.14285714285714285;580;0.01206896551724138;773.3333333333334;0.42105263157894735;10.666666666666666;17;0.5;7;0;-9;0.028831562974203338;0.21052631578947367;0.1875;2.0;2;2;4;1;0;0;1;0;0.21052631578947367;0.4444444444444444;0.006069802731411229;4.75;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Barcelona;1;3;9;10;47;Leganés;0;2;20;6;4;4;0.8;0.2;778;0.88;5;13;0;2;0;0;8;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2;0.03333333333333333;0.0;685;0.0072992700729927005;856.25;0.4;10.0;14;0.6000000000000001;6;-2;-8;0.02570694087403599;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-11;Barcelona;0;3;0;10;11;Dortmund;2;4;13;12;8;2;0.56;0.44;524;0.85;10;9;2;4;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2;0.03666666666666667;0.2;445;0.02247191011235955;794.6428571428571;0.23076923076923078;5.357142857142857;1;0.12000000000000005;1;-2;1;0.02480916030534351;0.23076923076923078;0.18666666666666668;1.0;0;3;3;1;0;0;1;0;0.23076923076923078;0.375;0.0057251908396946565;4.333333333333333;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Barcelona;1;0;3;10;39;Betis;2;1;9;12;3;6;0.62;0.38;521;0.85;14;15;2;1;0;0;4;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;6;0.03166666666666667;0.14285714285714285;443;0.03160270880361174;714.516129032258;0.4444444444444444;6.451612903225807;-3;0.24;-2;1;-1;0.01727447216890595;0.2222222222222222;0.31;2.0;1;1;2;0;1;0;1;0;0.2222222222222222;0.6666666666666666;0.003838771593090211;4.5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-03;Barcelona;1;3;1;10;40;R.C.D. Mallorca;3;4;20;6;9;1;0.61;0.39;501;0.83;13;13;3;4;0;0;5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2;0.065;0.23076923076923078;416;0.03125;681.9672131147541;0.25;8.19672131147541;14;0.21999999999999997;3;-1;0;0.03992015968063872;0.25;0.122;1.0;1;4;5;1;0;0;1;0;0.25;0.5555555555555556;0.00998003992015968;4.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Barcelona;0;3;22;10;5;Stade Brestois;0;4;19;2;8;0;0.76;0.24;775;0.89;8;19;0;4;0;0;4;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0;0.12;0.0;690;0.011594202898550725;907.8947368421052;0.21052631578947367;5.2631578947368425;17;0.52;4;-4;-11;0.024516129032258065;0.15789473684210525;0.25333333333333335;1.3333333333333333;1;2;3;1;0;0;0;1;0.15789473684210525;0.375;0.003870967741935484;6.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Barcelona;1;3;1;10;44;Celta de Vigo;4;5;9;15;4;8;0.6;0.4;584;0.84;9;13;3;5;1;0;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.02666666666666667;0.4444444444444444;491;0.018329938900203666;818.3333333333334;0.1111111111111111;1.6666666666666667;-6;0.19999999999999996;-4;-1;-4;0.015410958904109588;0.2222222222222222;0.3;0.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.5;0.003424657534246575;4.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Barcelona;1;3;7;10;46;Real Sociedad;1;3;11;14;0;6;0.7;0.3;614;0.84;6;17;1;3;0;0;6;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;7;0.02142857142857143;0.16666666666666666;516;0.011627906976744186;737.1428571428572;0.5454545454545454;8.571428571428571;-3;0.39999999999999997;-1;-2;-11;0.017915309446254073;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Barcelona;0;3;5;10;33;Estrella Roja;0;2;21;4;9;2;0.7;0.3;669;0.89;12;4;0;2;0;0;7;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1;0.075;0.0;595;0.020168067226890758;850.0;0.3333333333333333;10.0;17;0.39999999999999997;6;-2;8;0.03139013452914798;0.23809523809523808;0.13999999999999999;1.4;2;3;5;1;0;0;1;0;0.23809523809523808;0.5555555555555556;0.007473841554559043;4.2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Barcelona;1;3;7;10;49;RCD Espanyol;0;3;14;10;9;3;0.78;0.22;760;0.91;13;14;0;3;0;0;9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.022;0.0;692;0.01878612716763006;887.1794871794872;0.6428571428571429;11.538461538461538;4;0.56;4;-3;-1;0.018421052631578946;0.21428571428571427;0.26;3.0;3;0;3;1;0;0;0;1;0.21428571428571427;0.3333333333333333;0.003947368421052632;4.666666666666667;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Barcelona;1;3;1;10;12;Real Madrid;5;2;15;9;7;4;0.59;0.41;455;0.84;17;15;5;2;0;0;3;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;10;0.04555555555555555;0.29411764705882354;382;0.04450261780104712;647.4576271186442;0.2;5.084745762711865;6;0.18;-7;3;2;0.03296703296703297;0.26666666666666666;0.1475;0.75;0;4;4;1;0;0;1;0;0.26666666666666666;0.5714285714285714;0.008791208791208791;3.75;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Barcelona;0;3;3;10;23;Bayern;0;2;12;11;4;3;0.39;0.61;377;0.81;11;10;0;2;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;5;0.05545454545454545;0.0;305;0.036065573770491806;782.051282051282;0.4166666666666667;12.82051282051282;1;-0.21999999999999997;0;-2;1;0.03183023872679045;0.3333333333333333;0.0975;1.25;3;1;4;1;0;0;0;1;0.3333333333333333;1.0;0.010610079575596816;3.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Barcelona;1;3;3;10;43;Sevilla;1;2;21;7;9;1;0.68;0.32;613;0.91;6;14;1;2;0;0;5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.045714285714285714;0.16666666666666666;558;0.010752688172043012;820.5882352941176;0.23809523809523808;7.352941176470588;14;0.36000000000000004;0;-1;-8;0.03425774877650897;0.23809523809523808;0.136;1.0;3;2;5;1;0;0;0;1;0.23809523809523808;0.5555555555555556;0.008156606851549755;4.2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Barcelona;1;3;3;10;45;Alavés;2;2;15;11;9;2;0.73;0.27;661;0.9;8;13;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;11;0.024545454545454547;0.25;595;0.013445378151260505;815.068493150685;0.2;4.109589041095891;4;0.45999999999999996;-8;0;-5;0.0226928895612708;0.2;0.24333333333333332;1.0;3;0;3;1;0;0;1;0;0.2;0.3333333333333333;0.0045385779122541605;5.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-01;Barcelona;0;3;7;10;35;Young Boys;0;2;21;5;8;1;0.7;0.3;668;0.91;9;10;0;2;0;0;9;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.06;0.0;608;0.014802631578947368;868.5714285714287;0.42857142857142855;12.857142857142858;16;0.39999999999999997;6;-2;-1;0.03143712574850299;0.23809523809523808;0.13999999999999999;1.8;3;2;5;1;0;0;0;1;0.23809523809523808;0.625;0.0074850299401197605;4.2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Barcelona;1;0;0;10;41;Osasuna;2;2;12;11;6;5;0.75;0.25;674;0.87;3;13;2;2;0;0;8;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;5;0.022727272727272728;0.6666666666666666;586;0.005119453924914676;781.3333333333334;0.6666666666666666;10.666666666666666;1;0.5;3;0;-10;0.017804154302670624;0.16666666666666666;0.375;4.0;0;2;2;0;0;1;1;0;0.16666666666666666;0.3333333333333333;0.002967359050445104;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Barcelona;1;3;7;10;48;Getafe;1;1;15;7;4;1;0.78;0.22;625;0.88;4;15;1;1;0;0;7;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5;0.03142857142857143;0.25;550;0.007272727272727273;705.1282051282051;0.4666666666666667;8.974358974358974;8;0.56;2;0;-11;0.024;0.06666666666666667;0.78;7.0;1;0;1;1;0;0;0;1;0.06666666666666667;0.25;0.0016;15.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Barcelona;1;0;1;10;37;Villarreal;1;6;17;13;10;4;0.65;0.35;613;0.9;12;11;1;6;0;0;3;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;7;0.02692307692307692;0.08333333333333333;552;0.021739130434782608;849.2307692307692;0.17647058823529413;4.615384615384615;4;0.30000000000000004;-4;-5;1;0.02773246329526917;0.29411764705882354;0.13;0.6;2;3;5;1;0;0;1;0;0.29411764705882354;0.5;0.008156606851549755;3.4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Barcelona;0;3;3;10;4;Mónaco;4;4;4;18;1;8;0.44;0.56;341;0.8;14;16;3;4;1;0;0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;10;0.031111111111111114;0.2857142857142857;273;0.05128205128205128;620.4545454545455;0.0;0.0;-14;-0.12000000000000005;-10;0;-2;0.011730205278592375;0.25;0.44;0.0;1;0;1;0;0;1;1;0;0.25;1.0;0.002932551319648094;4.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Barcelona;1;3;3;10;24;Girona;3;3;20;9;9;4;0.56;0.44;475;0.87;4;13;2;3;1;0;6;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1;0.04888888888888889;0.75;413;0.009685230024213076;737.4999999999999;0.3;10.714285714285714;11;0.12000000000000005;5;0;-9;0.042105263157894736;0.2;0.14;1.5;2;2;4;1;0;0;1;0;0.2;0.4444444444444444;0.008421052631578947;5.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Barcelona;1;0;7;10;51;Valladolid;0;3;23;4;11;1;0.71;0.29;594;0.91;6;12;0;3;0;0;10;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1;0.0725;0.0;541;0.011090573012939002;761.9718309859155;0.43478260869565216;14.084507042253522;19;0.42;9;-3;-6;0.03872053872053872;0.30434782608695654;0.10142857142857142;1.4285714285714286;3;4;7;1;0;0;0;1;0.30434782608695654;0.6363636363636364;0.011784511784511785;3.2857142857142856;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Barcelona;1;3;1;10;42;Rayo Vallecano;1;3;22;8;5;4;0.65;0.35;529;0.83;11;17;1;3;0;0;6;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;6;0.04375;0.09090909090909091;439;0.025056947608200455;675.3846153846154;0.2727272727272727;9.23076923076923;14;0.30000000000000004;0;-2;-6;0.04158790170132325;0.09090909090909091;0.325;3.0;0;2;2;1;0;0;1;0;0.09090909090909091;0.4;0.003780718336483932;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-06;Barcelona;6;3;3;10;25;Milan;4;2;17;4;7;2;0.51;0.49;504;0.88;15;10;4;2;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0;0.1225;0.26666666666666666;444;0.033783783783783786;870.5882352941177;0.35294117647058826;11.76470588235294;13;0.020000000000000018;6;2;5;0.03373015873015873;0.11764705882352941;0.255;3.0;1;1;2;0;1;0;0;1;0.11764705882352941;0.2857142857142857;0.003968253968253968;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Barcelona;6;3;0;10;12;Real Madrid;2;2;11;11;6;3;0.49;0.51;535;0.91;12;14;2;2;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.046363636363636364;0.16666666666666666;487;0.024640657084188913;993.8775510204082;0.5454545454545454;12.244897959183673;0;-0.020000000000000018;0;0;-2;0.020560747663551402;0.18181818181818182;0.245;3.0;1;1;2;1;0;0;1;0;0.18181818181818182;0.3333333333333333;0.003738317757009346;5.5;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-30;Barcelona;6;3;3;10;3;Manchester City;1;2;10;16;3;6;0.42;0.58;451;0.89;14;8;1;2;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.03625;0.07142857142857142;401;0.034912718204488775;954.7619047619048;0.3;7.142857142857143;-6;-0.15999999999999998;-1;-1;6;0.022172949002217297;0.2;0.21;1.5;2;0;2;0;1;0;0;1;0.2;0.6666666666666666;0.004434589800443459;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Barcelona;1;0;17;10;43;Sevilla;1;2;11;15;6;6;0.61;0.39;645;0.92;9;11;1;2;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.026000000000000002;0.1111111111111111;593;0.01517706576728499;972.1311475409836;0.45454545454545453;8.19672131147541;-4;0.21999999999999997;-1;-1;-2;0.017054263565891473;0.18181818181818182;0.305;2.5;1;1;2;1;0;0;1;0;0.18181818181818182;0.3333333333333333;0.0031007751937984496;5.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Barcelona;1;3;7;10;42;Rayo Vallecano;4;2;14;15;6;4;0.72;0.28;638;0.9;10;7;4;2;0;0;7;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.018666666666666668;0.4;574;0.017421602787456445;797.2222222222223;0.5;9.722222222222223;-1;0.43999999999999995;2;2;3;0.0219435736677116;0.21428571428571427;0.24;2.3333333333333335;1;2;3;1;0;0;0;1;0.21428571428571427;0.5;0.004702194357366771;4.666666666666667;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
