Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Matz Sels-Nottingham Forest;Neco Williams-Nottingham Forest;Nikola Milenković-Nottingham Forest;Murillo Santiago Costa dos Santos-Nottingham Forest;Alexandre Moreno Lopera-Nottingham Forest;Nicolás Domínguez-Nottingham Forest;Elliot Anderson-Nottingham Forest;Jota Silva-Nottingham Forest;Morgan Gibbs-White-Nottingham Forest;Callum Hudson-Odoi-Nottingham Forest;Chris Wood-Nottingham Forest;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Morato-Nottingham Forest;Ryan Yates-Nottingham Forest;Anthony Elanga-Nottingham Forest;Ola Aina-Nottingham Forest;Danilo dos Santos de Oliveira-Nottingham Forest;Taiwo Awoniyi-Nottingham Forest;Ibrahim Sangaré-Nottingham Forest;Ramón Sosa-Nottingham Forest;James Ward-Prowse-Nottingham Forest;Willy Boly-Nottingham Forest;Gonzalo Montiel-Nottingham Forest;Harry Toffolo-Nottingham Forest;Moussa Niakhaté-Nottingham Forest;Giovanni Reyna-Nottingham Forest;Andrew Omobamidele-Nottingham Forest;Felipe Augusto-Nottingham Forest;Divock Origi-Nottingham Forest;Nuno Tavares-Nottingham Forest;Matt Turner-Nottingham Forest;Orel Mangala-Nottingham Forest;Odisseas Vlachodimos-Nottingham Forest;Joe Worrall-Nottingham Forest;Cheikhou Kouyaté-Nottingham Forest;Serge Aurier-Nottingham Forest;Scott McKenna-Nottingham Forest;Andrey Santos-Nottingham Forest;Brennan Johnson-Nottingham Forest;Ethan Horvath-Nottingham Forest;Wayne Hennessey-Nottingham Forest;Renan Lodi-Nottingham Forest;Keylor Navas-Nottingham Forest;Remo Freuler-Nottingham Forest;Jonjo Shelvey-Nottingham Forest;Emmanuel Dennis-Nottingham Forest;André Ayew-Nottingham Forest;Jesse Lingard-Nottingham Forest;Jack Colback-Nottingham Forest;Gustavo Scarpa-Nottingham Forest;Sam Surridge-Nottingham Forest;Dean Henderson-Nottingham Forest;Steve Cook-Nottingham Forest;Billy Fewster-Nottingham Forest;Lewis O'Brien-Nottingham Forest;Zach Abbott-Nottingham Forest
2024-12-04;Nottingham Forest;3;3;3;55;3;Manchester City;4;2;12;17;3;7;0.33;0.67;288;0.79;15;7;4;2;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;8;0.0394117647058823;0.2666666666666666;228;0.0657894736842105;690.9090909090909;0.1666666666666666;6.0606060606060606;-5;-0.34;-6;2;8;0.0416666666666666;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Nottingham Forest;3;3;3;55;66;Ipswich;1;3;12;7;5;3;0.44;0.56;310;0.76;5;16;1;3;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;7;0.08;0.2;236;0.0211864406779661;536.3636363636364;0.6666666666666666;18.181818181818183;5;-0.12;1;-2;-11;0.0387096774193548;0.0833333333333333;0.44;8.0;0;1;1;1;0;0;0;1;0.0833333333333333;0.2;0.0032258064516129;12.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Nottingham Forest;3;3;0;55;9;Arsenal;2;3;7;19;0;7;0.33;0.67;295;0.81;11;10;2;3;0;0;1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;8;0.0352631578947368;0.1818181818181818;239;0.0460251046025104;724.2424242424242;0.1428571428571428;3.0303030303030303;-12;-0.34;-7;-1;1;0.023728813559322;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Nottingham Forest;3;3;0;55;60;Newcastle;1;1;9;17;3;6;0.43;0.57;383;0.78;13;6;1;1;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;5;0.0335294117647058;0.0769230769230769;299;0.0434782608695652;695.3488372093024;0.4444444444444444;9.30232558139535;-8;-0.1399999999999999;-1;0;7;0.0234986945169712;0.1111111111111111;0.43;4.0;1;0;1;0;0;1;0;1;0.1111111111111111;0.3333333333333333;0.0026109660574412;9.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Nottingham Forest;3;3;17;55;61;West Ham;1;3;19;4;6;2;0.54;0.46;446;0.84;7;9;1;2;0;1;10;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;6;0.115;0.1428571428571428;375;0.0186666666666666;694.4444444444443;0.5263157894736842;18.51851851851852;15;0.08;4;-2;-2;0.0426008968609865;0.1578947368421052;0.18;3.333333333333333;1;2;3;1;0;0;0;1;0.1578947368421052;0.5;0.0067264573991031;6.333333333333333;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Nottingham Forest;3;3;3;55;63;Leicester City;3;5;20;11;5;1;0.35;0.65;305;0.75;9;16;3;5;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;6;0.059090909090909;0.3333333333333333;229;0.0393013100436681;654.2857142857143;0.35;20.0;9;-0.3;1;-2;-7;0.0655737704918032;0.15;0.1166666666666666;2.333333333333333;1;2;3;1;0;0;1;0;0.15;0.6;0.0098360655737704;6.666666666666667;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-21;Nottingham Forest;3;3;30;55;65;Crystal Palace;2;3;20;20;6;7;0.51;0.49;441;0.82;9;12;2;3;0;0;6;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;6;0.0245;0.2222222222222222;362;0.0248618784530386;709.8039215686274;0.3;11.76470588235294;0;0.02;0;-1;-3;0.0453514739229024;0.05;0.51;6.0;0;1;1;1;0;0;0;1;0.05;0.1666666666666666;0.0022675736961451;20.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Nottingham Forest;3;3;3;55;53;Chelsea;3;6;16;22;9;8;0.33;0.67;306;0.76;11;12;2;6;1;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;11;0.0304545454545454;0.2727272727272727;233;0.0472103004291845;706.060606060606;0.1875;9.09090909090909;-6;-0.34;-8;-3;-1;0.0522875816993464;0.0625;0.33;3.0;0;1;1;0;1;0;1;0;0.0625;0.1111111111111111;0.0032679738562091;16.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Nottingham Forest;3;1;3;55;58;Fulham;2;4;11;14;1;2;0.4;0.6;351;0.79;11;15;2;4;0;0;6;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;5;0.0428571428571428;0.1818181818181818;277;0.03971119133574;692.5;0.5454545454545454;15.0;-3;-0.1999999999999999;1;-2;-4;0.0313390313390313;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Nottingham Forest;3;3;3;55;54;Brighton;5;3;4;14;3;3;0.29;0.71;245;0.68;11;12;4;3;1;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9;0.0507142857142857;0.4545454545454545;167;0.0658682634730539;575.8620689655173;0.25;3.4482758620689657;-10;-0.42;-8;2;-1;0.0163265306122449;0.5;0.145;0.5;1;1;2;0;1;0;1;0;0.5;0.6666666666666666;0.0081632653061224;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Nottingham Forest;3;3;3;55;2;Liverpool;4;4;5;14;3;5;0.3;0.7;273;0.69;6;15;4;4;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;0.0499999999999999;0.6666666666666666;188;0.0319148936170212;626.6666666666667;0.4;6.666666666666667;-9;-0.3999999999999999;-5;0;-9;0.0183150183150183;0.2;0.3;2.0;0;1;1;1;0;0;1;0;0.2;0.3333333333333333;0.0036630036630036;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Nottingham Forest;3;3;8;55;67;Wolves;3;4;16;11;5;3;0.52;0.48;367;0.79;15;18;3;4;0;0;7;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3;0.0436363636363636;0.2;290;0.0517241379310344;557.6923076923076;0.4375;13.461538461538462;5;0.04;4;-1;-3;0.0435967302452316;0.0625;0.52;7.0;1;0;1;0;1;0;0;1;0.0625;0.2;0.0027247956403269;16.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Nottingham Forest;3;3;2;55;68;Southampton;3;3;23;5;8;1;0.35;0.65;352;0.83;14;14;3;3;0;0;10;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;4;0.13;0.2142857142857142;292;0.047945205479452;834.2857142857143;0.4347826086956521;28.571428571428573;18;-0.3;6;0;0;0.065340909090909;0.0434782608695652;0.35;10.0;0;1;1;1;0;0;1;0;0.0434782608695652;0.125;0.002840909090909;23.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Nottingham Forest;3;3;3;55;59;Bournemouth;1;3;14;13;8;4;0.53;0.47;503;0.79;17;8;1;3;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6;0.0361538461538461;0.0588235294117647;397;0.0428211586901763;749.0566037735848;0.1428571428571428;3.773584905660377;1;0.06;-4;-2;9;0.0278330019880715;0.0714285714285714;0.53;2.0;1;0;1;0;1;0;0;1;0.0714285714285714;0.125;0.0019880715705765;14.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Nottingham Forest;3;3;1;55;819;Burnley;0;1;12;20;6;3;0.27;0.73;246;0.71;5;11;0;1;0;0;3;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4;0.0365;0.0;175;0.0285714285714285;648.1481481481482;0.25;11.11111111111111;-8;-0.4599999999999999;-1;-1;-6;0.048780487804878;0.1666666666666666;0.135;1.5;2;0;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.008130081300813;6.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Nottingham Forest;3;9;3;55;53;Chelsea;2;3;20;12;4;5;0.32;0.68;280;0.79;14;8;2;3;0;0;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6;0.0566666666666666;0.1428571428571428;221;0.0633484162895927;690.625;0.25;15.625;8;-0.36;-1;-1;6;0.0714285714285714;0.1;0.16;2.5;1;1;2;0;0;1;0;1;0.1;0.5;0.0071428571428571;10.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Nottingham Forest;3;3;2;55;818;Sheffield United;1;1;15;17;4;5;0.45;0.55;430;0.78;7;9;1;0;0;1;3;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5;0.0323529411764705;0.1428571428571428;335;0.0208955223880597;744.4444444444445;0.2;6.666666666666666;-2;-0.1;-2;0;-2;0.0348837209302325;0.2;0.15;1.0;1;2;3;1;0;0;1;0;0.2;0.75;0.0069767441860465;5.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Nottingham Forest;3;9;7;55;3;Manchester City;0;0;14;11;2;5;0.33;0.67;350;0.81;8;6;0;0;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5;0.0609090909090909;0.0;284;0.028169014084507;860.6060606060605;0.2857142857142857;12.12121212121212;3;-0.34;-1;0;2;0.04;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Nottingham Forest;3;3;7;55;64;Everton;2;4;8;7;3;4;0.6;0.4;573;0.82;9;15;2;4;0;0;4;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;6;0.0571428571428571;0.2222222222222222;470;0.0191489361702127;783.3333333333334;0.5;6.666666666666667;1;0.1999999999999999;-2;-2;-6;0.0139616055846422;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Nottingham Forest;3;3;29;55;67;Wolves;2;3;18;11;9;4;0.46;0.54;438;0.82;15;10;2;3;0;0;10;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1;0.049090909090909;0.1333333333333333;359;0.0417827298050139;780.4347826086956;0.5555555555555556;21.73913043478261;7;-0.08;9;-1;5;0.0410958904109589;0.1111111111111111;0.23;5.0;1;1;2;0;1;0;0;1;0.1111111111111111;0.2222222222222222;0.0045662100456621;9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Nottingham Forest;3;3;3;55;56;Tottenham;4;2;13;17;6;7;0.36;0.64;380;0.83;12;11;4;2;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;12;0.0376470588235294;0.3333333333333333;315;0.0380952380952381;875.0;0.1538461538461538;5.555555555555555;-4;-0.28;-10;2;1;0.0342105263157894;0.0769230769230769;0.36;2.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.1666666666666666;0.0026315789473684;13.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Nottingham Forest;3;3;3;55;58;Fulham;1;0;16;18;4;3;0.33;0.67;324;0.77;7;8;1;0;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;8;0.0372222222222222;0.1428571428571428;249;0.0281124497991967;754.5454545454545;0.1875;9.09090909090909;-2;-0.34;-5;1;-1;0.0493827160493827;0.1875;0.11;1.0;3;0;3;1;0;0;0;1;0.1875;0.75;0.0092592592592592;5.333333333333333;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Nottingham Forest;3;3;17;55;65;Crystal Palace;1;1;12;10;5;3;0.59;0.41;547;0.84;14;12;1;1;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6;0.0409999999999999;0.0714285714285714;459;0.0305010893246187;777.9661016949153;0.3333333333333333;6.779661016949153;2;0.18;-2;0;2;0.0219378427787934;0.0833333333333333;0.59;4.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.2;0.0018281535648994;12.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Nottingham Forest;3;3;17;55;832;Luton;2;1;16;10;6;4;0.4;0.6;297;0.72;17;10;2;1;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;6;0.06;0.1176470588235294;214;0.0794392523364486;535.0;0.4375;17.5;6;-0.1999999999999999;1;1;7;0.0538720538720538;0.0625;0.4;7.0;1;0;1;0;1;0;1;0;0.0625;0.1666666666666666;0.0033670033670033;16.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Nottingham Forest;3;0;3;55;54;Brighton;4;4;9;10;4;3;0.36;0.64;375;0.82;14;14;4;4;0;0;3;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.064;0.2857142857142857;308;0.0454545454545454;855.5555555555555;0.3333333333333333;8.333333333333334;-1;-0.28;-3;0;0;0.024;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Nottingham Forest;3;3;0;55;2;Liverpool;3;2;8;22;2;2;0.29;0.71;278;0.67;11;12;3;2;0;0;3;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;12;0.0322727272727272;0.2727272727272727;186;0.0591397849462365;641.3793103448277;0.375;10.344827586206897;-14;-0.42;-9;1;-1;0.0287769784172661;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Nottingham Forest;3;3;3;55;1;Aston Villa;2;1;10;16;3;6;0.41;0.59;372;0.86;16;7;2;1;0;0;2;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;7;0.036875;0.125;320;0.05;780.4878048780488;0.2;4.878048780487805;-6;-0.18;-5;1;9;0.0268817204301075;0.2;0.205;1.0;1;1;2;0;0;1;1;0;0.2;0.6666666666666666;0.0053763440860215;5.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Nottingham Forest;3;3;3;55;61;West Ham;4;5;19;10;8;3;0.48;0.52;406;0.82;13;15;4;4;0;1;5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.052;0.3076923076923077;333;0.039039039039039;693.75;0.2631578947368421;10.416666666666668;9;-0.04;3;-1;-2;0.0467980295566502;0.1052631578947368;0.24;2.5;1;1;2;1;0;0;0;1;0.1052631578947368;0.25;0.0049261083743842;9.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Nottingham Forest;3;3;0;55;60;Newcastle;1;2;13;7;3;5;0.37;0.63;365;0.79;9;6;1;2;0;0;4;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.09;0.1111111111111111;288;0.03125;778.3783783783784;0.3076923076923077;10.81081081081081;6;-0.26;0;-1;3;0.0356164383561643;0.1538461538461538;0.185;2.0;2;0;2;0;0;1;0;1;0.1538461538461538;0.6666666666666666;0.0054794520547945;6.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
