Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Florian Müller-Friburgo;Max Rosenfelder-Friburgo;Matthias Ginter-Friburgo;Philipp Lienhart-Friburgo;Jordy Makengo-Friburgo;Ritsu Dōan-Friburgo;Maximilian Eggestein-Friburgo;Patrick Osterhage-Friburgo;Vincenzo Grifo-Friburgo;Johan Manzambi-Friburgo;Junior Adamu-Friburgo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lucas Höler-Friburgo;Lukas Kübler-Friburgo;Christian Günter-Friburgo;Noah Atubolu-Friburgo;Kiliann Sildillia-Friburgo;Michael Gregoritsch-Friburgo;Eren Dinkci-Friburgo;Merlin Röhl-Friburgo;Nicolas Höfler-Friburgo;Maximilian Philipp-Friburgo;Bruno Ogbus-Friburgo;Yannik Keitel-Friburgo;Roland Sallai-Friburgo;Manuel Gulde-Friburgo;Noah Weißhaupt-Friburgo;Kenneth Schmidt-Friburgo;Mark Flekken-Friburgo;Jeong Woo-yeong-Friburgo;Daniel-Kofi Kyereh-Friburgo
2024-08-24;Friburgo;9;3;3;170;18;Stuttgart;2;1;16;9;6;2;0.32;0.68;309;0.76;7;10;2;1;0;0;6;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;3;0.0755555555555555;0.2857142857142857;235;0.0297872340425531;734.375;0.375;18.75;7;-0.36;3;1;-3;0.0517799352750809;0.1875;0.1066666666666666;2.0;1;2;3;1;0;0;0;1;0.1875;0.5;0.0097087378640776;5.333333333333333;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Friburgo;23;1;0;170;631;VfL Osnabrück;0;2;16;18;6;4;0.52;0.48;400;0.83;15;14;0;2;0;0;4;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;4;0.0266666666666666;0.0;332;0.0451807228915662;638.4615384615385;0.25;7.692307692307692;-2;0.04;0;-2;1;0.04;0.25;0.13;1.0;2;2;4;1;0;0;1;0;0.25;0.6666666666666666;0.01;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Friburgo;9;3;17;170;169;FC Union Berlin;4;7;13;13;4;5;0.64;0.36;516;0.84;9;14;4;7;0;0;7;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.0276923076923076;0.4444444444444444;433;0.0207852193995381;676.5625;0.5384615384615384;10.9375;0;0.28;4;-3;-5;0.0251937984496124;0.0769230769230769;0.64;7.0;0;1;1;0;0;1;1;0;0.0769230769230769;0.25;0.001937984496124;13.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Friburgo;9;17;3;170;142;Heidenheim;1;1;20;8;4;3;0.57;0.43;515;0.84;9;11;1;1;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.05375;0.1111111111111111;433;0.0207852193995381;759.6491228070176;0.1;3.5087719298245617;12;0.1399999999999999;-2;0;-2;0.0388349514563106;0.05;0.57;2.0;1;0;1;0;1;0;0;1;0.05;0.25;0.0019417475728155;20.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Friburgo;9;2;3;170;190;Colonia;1;1;4;19;0;7;0.44;0.56;378;0.74;9;10;1;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0294736842105263;0.1111111111111111;280;0.0321428571428571;636.3636363636364;0.25;2.272727272727273;-15;-0.12;-6;0;-1;0.0105820105820105;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Friburgo;9;17;17;170;175;Wolfsburg;5;2;15;12;3;4;0.51;0.49;397;0.8;13;8;4;2;1;0;3;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.0408333333333333;0.3846153846153846;318;0.040880503144654;623.5294117647059;0.2;5.88235294117647;3;0.02;-3;3;5;0.0377833753148614;0.0666666666666666;0.51;3.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.3333333333333333;0.0025188916876574;15.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Friburgo;9;17;17;170;174;Mainz 05;3;4;6;16;3;3;0.39;0.61;362;0.7;17;15;3;4;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.038125;0.1764705882352941;253;0.067193675889328;648.7179487179487;0.3333333333333333;5.128205128205128;-10;-0.2199999999999999;-2;-1;2;0.0165745856353591;0.1666666666666666;0.39;2.0;1;0;1;0;1;0;0;1;0.1666666666666666;0.3333333333333333;0.0027624309392265;6.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Friburgo;9;17;13;170;31;RB Leipzig;3;4;13;14;2;6;0.46;0.54;408;0.85;7;13;3;4;0;0;8;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4;0.0385714285714285;0.4285714285714285;347;0.0201729106628242;754.3478260869565;0.6153846153846154;17.391304347826086;-1;-0.08;4;-1;-6;0.0318627450980392;0.0769230769230769;0.46;8.0;0;1;1;0;0;1;0;1;0.0769230769230769;0.5;0.0024509803921568;13.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Friburgo;9;29;3;170;172;Mönchengladbach;0;1;14;19;8;4;0.45;0.55;460;0.8;7;11;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;14;0.0289473684210526;0.0;368;0.0190217391304347;817.7777777777777;0.0714285714285714;2.2222222222222223;-5;-0.1;-13;-1;-4;0.0304347826086956;0.2142857142857142;0.15;0.3333333333333333;1;2;3;1;0;0;1;0;0.2142857142857142;0.375;0.0065217391304347;4.666666666666667;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Friburgo;9;9;17;170;6;Leverkusen;1;0;11;19;3;7;0.32;0.68;340;0.79;13;6;1;0;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;8;0.0357894736842105;0.0769230769230769;269;0.0483271375464684;840.625;0.1818181818181818;6.25;-8;-0.36;-6;1;7;0.0323529411764705;0.1818181818181818;0.16;1.0;1;1;2;0;0;1;0;1;0.1818181818181818;0.6666666666666666;0.0058823529411764;5.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-14;Friburgo;5;13;3;170;61;West Ham;0;2;10;11;3;7;0.61;0.39;556;0.85;6;14;0;2;0;0;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.0354545454545454;0.0;473;0.0126849894291754;775.4098360655738;0.1;1.639344262295082;-1;0.2199999999999999;-5;-2;-8;0.0179856115107913;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Friburgo;9;13;14;170;178;Bochum;7;3;9;24;5;7;0.4;0.6;312;0.65;11;11;7;3;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;12;0.0249999999999999;0.6363636363636364;203;0.0541871921182266;507.5;0.5555555555555556;12.5;-15;-0.1999999999999999;-7;4;0;0.0288461538461538;0.2222222222222222;0.2;2.5;1;1;2;1;0;0;1;0;0.2222222222222222;0.4;0.0064102564102564;4.5;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-07;Friburgo;5;7;3;170;61;West Ham;2;1;15;15;4;4;0.59;0.41;572;0.83;6;9;2;1;0;0;4;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0273333333333333;0.3333333333333333;475;0.0126315789473684;805.0847457627119;0.2666666666666666;6.779661016949153;0;0.18;0;1;-3;0.0262237762237762;0.0666666666666666;0.59;4.0;0;1;1;1;0;0;0;1;0.0666666666666666;0.25;0.0017482517482517;15.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-01;Friburgo;9;1;3;170;23;Bayern;1;2;17;20;6;8;0.38;0.62;370;0.82;11;7;1;2;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;0.031;0.0909090909090909;303;0.0363036303630363;797.3684210526316;0.1764705882352941;7.894736842105263;-3;-0.24;-3;-1;4;0.0459459459459459;0.1176470588235294;0.19;1.5;1;1;2;0;1;0;0;1;0.1176470588235294;0.3333333333333333;0.0054054054054054;8.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Friburgo;9;17;17;170;87;Frankfurt;0;0;13;10;8;6;0.54;0.46;559;0.81;8;10;0;0;0;0;6;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.046;0.0;453;0.0176600441501103;838.8888888888888;0.4615384615384615;11.11111111111111;3;0.08;5;0;-2;0.0232558139534883;0.2307692307692307;0.18;2.0;2;1;3;0;1;0;0;1;0.2307692307692307;0.375;0.0053667262969588;4.333333333333333;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-15;Friburgo;5;4;17;170;765;Lens;1;3;17;12;4;0;0.42;0.58;372;0.76;15;13;1;3;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6;0.0483333333333333;0.0666666666666666;283;0.0530035335689045;673.8095238095239;0.2941176470588235;11.904761904761903;5;-0.1599999999999999;-1;-2;2;0.0456989247311828;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-09;Friburgo;9;3;13;170;11;Dortmund;0;2;6;17;3;8;0.34;0.66;333;0.75;7;13;0;2;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.0388235294117647;0.0;250;0.028;735.2941176470588;0.5;8.823529411764705;-11;-0.32;-2;-2;-6;0.018018018018018;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Friburgo;9;3;17;170;18;Stuttgart;5;2;6;17;4;9;0.34;0.66;356;0.74;10;7;4;2;1;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.0388235294117647;0.5;263;0.0380228136882129;773.5294117647059;0.1666666666666666;2.941176470588235;-11;-0.32;-5;3;3;0.0168539325842696;0.1666666666666666;0.34;1.0;1;0;1;0;0;1;0;1;0.1666666666666666;0.25;0.0028089887640449;6.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;Friburgo;9;14;30;170;97;Hoffenheim;2;3;18;16;9;4;0.43;0.57;363;0.76;18;10;1;3;1;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.035625;0.1111111111111111;276;0.0652173913043478;641.8604651162791;0.1111111111111111;4.651162790697675;2;-0.1399999999999999;0;-1;8;0.0495867768595041;0.1666666666666666;0.1433333333333333;0.6666666666666666;1;2;3;1;0;0;0;1;0.1666666666666666;0.3333333333333333;0.0082644628099173;6.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Friburgo;9;3;4;170;169;FC Union Berlin;0;2;13;9;3;4;0.57;0.43;610;0.86;7;9;0;2;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0477777777777777;0.0;525;0.0133333333333333;921.0526315789474;0.3076923076923077;7.017543859649123;4;0.1399999999999999;1;-2;-2;0.021311475409836;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-12-20;Friburgo;9;3;1;170;142;Heidenheim;4;3;11;15;4;3;0.47;0.53;414;0.75;12;20;4;3;0;0;4;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7;0.0353333333333333;0.3333333333333333;310;0.0387096774193548;659.5744680851064;0.3636363636363636;8.51063829787234;-4;-0.06;-3;1;-8;0.0265700483091787;0.1818181818181818;0.235;2.0;1;1;2;0;0;1;1;0;0.1818181818181818;0.5;0.0048309178743961;5.5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;Friburgo;9;3;3;170;190;Colonia;1;3;22;7;7;1;0.53;0.47;492;0.82;13;10;1;2;0;1;5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0671428571428571;0.0769230769230769;403;0.032258064516129;760.377358490566;0.2272727272727272;9.433962264150942;15;0.06;3;-2;3;0.0447154471544715;0.0909090909090909;0.265;2.5;0;2;2;1;0;0;0;1;0.0909090909090909;0.2857142857142857;0.0040650406504065;11.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-14;Friburgo;5;1;0;170;61;West Ham;0;0;12;8;4;3;0.43;0.57;485;0.83;10;8;0;0;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0;0.07125;0.0;403;0.0248138957816377;937.2093023255816;0.25;6.976744186046512;4;-0.1399999999999999;3;0;2;0.0247422680412371;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Friburgo;9;8;17;170;175;Wolfsburg;4;1;4;10;1;2;0.41;0.59;390;0.78;16;11;4;1;0;0;3;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.059;0.25;304;0.0526315789473684;741.4634146341464;0.75;7.317073170731708;-6;-0.18;-2;3;5;0.0102564102564102;0.25;0.41;3.0;0;1;1;1;0;0;1;0;0.25;1.0;0.0025641025641025;4.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Friburgo;9;1;3;170;174;Mainz 05;1;1;13;20;5;5;0.39;0.61;351;0.68;11;16;1;1;0;0;3;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;14;0.0305;0.0909090909090909;239;0.0460251046025104;612.8205128205128;0.2307692307692307;7.692307692307692;-7;-0.2199999999999999;-11;0;-5;0.037037037037037;0.0769230769230769;0.39;3.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.2;0.0028490028490028;13.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-11-30;Friburgo;5;1;3;170;92;Olympiacos;0;3;12;8;6;1;0.55;0.45;520;0.85;12;7;0;3;0;0;5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.05625;0.0;442;0.0271493212669683;803.6363636363636;0.4166666666666667;9.09090909090909;4;0.1;1;-3;5;0.023076923076923;0.4166666666666667;0.11;1.0;4;1;5;1;0;0;0;1;0.4166666666666667;0.8333333333333334;0.0096153846153846;2.4;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Friburgo;9;17;6;170;191;SV Darmstadt 98;2;0;15;7;3;1;0.67;0.33;586;0.85;15;16;2;0;0;0;11;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0471428571428571;0.1333333333333333;498;0.0301204819277108;743.2835820895522;0.7333333333333333;16.417910447761194;8;0.34;9;2;-1;0.0255972696245733;0.0666666666666666;0.67;11.0;1;0;1;0;1;0;0;1;0.0666666666666666;0.3333333333333333;0.0017064846416382;15.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-11-12;Friburgo;9;17;1;170;31;RB Leipzig;0;2;9;15;3;6;0.37;0.63;366;0.77;12;10;0;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7;0.042;0.0;282;0.0425531914893617;762.1621621621622;0.3333333333333333;8.108108108108109;-6;-0.26;-4;-2;2;0.0245901639344262;0.1111111111111111;0.37;3.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.3333333333333333;0.0027322404371584;9.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-11-09;Friburgo;5;6;4;170;164;TSC;1;1;29;6;10;3;0.63;0.37;538;0.87;11;8;1;1;0;0;10;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0616666666666666;0.0909090909090909;468;0.0235042735042735;742.8571428571429;0.3448275862068966;15.873015873015872;23;0.26;7;0;3;0.053903345724907;0.1724137931034483;0.126;2.0;1;4;5;1;0;0;0;1;0.1724137931034483;0.5;0.0092936802973977;5.8;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-11-04;Friburgo;9;1;8;170;172;Mönchengladbach;2;2;16;10;9;5;0.59;0.41;585;0.86;7;10;2;2;0;0;8;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0409999999999999;0.2857142857142857;503;0.0139165009940357;852.542372881356;0.5;13.559322033898306;6;0.18;6;0;-3;0.0273504273504273;0.1875;0.1966666666666666;2.6666666666666665;1;2;3;0;1;0;0;1;0.1875;0.3333333333333333;0.0051282051282051;5.333333333333333;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Friburgo;9;7;17;170;6;Leverkusen;2;0;10;18;3;4;0.29;0.71;293;0.74;10;9;2;0;0;0;4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;11;0.0394444444444444;0.2;217;0.0460829493087557;748.2758620689656;0.4;13.793103448275865;-8;-0.42;-7;2;1;0.0341296928327645;0.1;0.29;4.0;0;1;1;0;0;1;1;0;0.1;0.3333333333333333;0.0034129692832764;10.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-26;Friburgo;5;6;2;170;164;TSC;1;3;16;5;5;2;0.62;0.38;566;0.87;10;18;1;3;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.076;0.1;492;0.0203252032520325;793.5483870967741;0.3125;8.064516129032258;11;0.24;4;-2;-8;0.0282685512367491;0.1875;0.2066666666666666;1.6666666666666667;0;3;3;1;0;0;1;0;0.1875;0.6;0.0053003533568904;5.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-10-21;Friburgo;9;17;17;170;178;Bochum;3;4;17;13;5;4;0.59;0.41;490;0.81;11;16;3;4;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2;0.0315384615384615;0.2727272727272727;397;0.0277078085642317;672.8813559322034;0.2941176470588235;8.474576271186441;4;0.18;3;-1;-5;0.0346938775510204;0.1176470588235294;0.295;2.5;2;0;2;1;0;0;0;1;0.1176470588235294;0.4;0.0040816326530612;8.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-10-08;Friburgo;9;1;3;170;23;Bayern;0;1;2;21;0;6;0.3;0.7;334;0.71;8;7;0;1;0;0;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0333333333333333;0.0;237;0.0337552742616033;790.0;0.5;3.333333333333333;-19;-0.3999999999999999;-6;-1;1;0.0059880239520958;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-10-01;Friburgo;9;17;17;170;173;Augsburgo;2;2;7;13;3;3;0.54;0.46;453;0.75;13;17;2;2;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3;0.0353846153846153;0.1538461538461538;340;0.038235294117647;629.6296296296296;0.2857142857142857;3.7037037037037033;-6;0.08;-1;0;-4;0.0154525386313465;0.2857142857142857;0.27;1.0;1;1;2;1;0;0;0;1;0.2857142857142857;0.6666666666666666;0.0044150110375275;3.5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Friburgo;9;17;17;170;87;Frankfurt;2;4;7;12;1;4;0.42;0.58;411;0.74;5;12;2;4;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0483333333333333;0.4;304;0.0164473684210526;723.8095238095239;0.4285714285714285;7.142857142857143;-5;-0.1599999999999999;-4;-2;-7;0.0170316301703163;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-21;Friburgo;5;3;3;170;92;Olympiacos;3;2;13;17;6;5;0.53;0.47;460;0.77;12;14;3;2;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;8;0.0276470588235294;0.25;354;0.0338983050847457;667.9245283018868;0.3846153846153846;9.433962264150942;-4;0.06;-3;1;-2;0.0282608695652173;0.2307692307692307;0.1766666666666666;1.6666666666666667;2;1;3;1;0;0;1;0;0.2307692307692307;0.5;0.0065217391304347;4.333333333333333;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2023-09-16;Friburgo;9;3;0;170;11;Dortmund;3;3;15;15;4;7;0.49;0.51;415;0.8;12;16;2;3;1;0;6;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8;0.034;0.25;332;0.036144578313253;677.5510204081633;0.4;12.244897959183673;0;-0.02;-2;0;-4;0.036144578313253;0.1333333333333333;0.245;3.0;2;0;2;0;0;1;0;1;0.1333333333333333;0.5;0.0048192771084337;7.5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Friburgo;9;3;3;170;18;Stuttgart;1;1;13;13;7;6;0.52;0.48;534;0.84;10;9;1;1;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.0369230769230769;0.1;449;0.0222717149220489;863.4615384615385;0.3076923076923077;7.692307692307692;0;0.04;2;0;1;0.0243445692883895;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-26;Friburgo;9;13;30;170;171;Werder Bremen;2;2;23;15;7;2;0.49;0.51;448;0.76;9;8;2;2;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5;0.034;0.2222222222222222;340;0.0264705882352941;693.8775510204082;0.217391304347826;10.20408163265306;8;-0.02;0;0;1;0.0513392857142857;0.0434782608695652;0.49;5.0;0;1;1;1;0;0;0;1;0.0434782608695652;0.1428571428571428;0.0022321428571428;23.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
