Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Bernd Leno-Fulham;Kenny Tete-Fulham;Joachim Andersen-Fulham;Calvin Bassey-Fulham;Antonee Robinson-Fulham;Sander Berge-Fulham;Saša Lukić-Fulham;Ryan Sessegnon-Fulham;Harry Wilson-Fulham;Alex Iwobi-Fulham;Raúl Jiménez-Fulham;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Andreas Pereira-Fulham;Willian-Fulham;Timothy Castagne-Fulham;Rodrigo Muniz-Fulham;Issa Diop-Fulham;Jorge Cuenca Barreno-Fulham;Adama Traoré Diarra-Fulham;Emile Smith Rowe-Fulham;Steven Benda-Fulham;Tom Cairney-Fulham;Harrison Reed-Fulham;Joshua King-Fulham;Martial Godo-Fulham;Reiss Nelson-Fulham;Jay Stansfield-Fulham;Tim Ream-Fulham;João Palhinha-Fulham;Bobby Decordova-Reid-Fulham;Tosin Adarabioyo-Fulham;Marek Rodák-Fulham;Luc de Fougerolles-Fulham;Fodé Ballo-Touré-Fulham;Carlos Vinícius-Fulham;Kevin Mbabu-Fulham;Aleksandar Mitrović-Fulham;Cédric Soares-Fulham;Manor Solomon-Fulham;Daniel James-Fulham;Shane Duffy-Fulham;Layvin Kurzawa-Fulham;Luke Harris-Fulham
2025-01-05;Fulham;3;6;9;58;66;Ipswich;1;5;15;7;4;3;0.73;0.27;681;0.88;10;14;1;5;0;0;9;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2;0.0385714285714285;0.1;599;0.01669449081803;820.5479452054794;0.6;12.32876712328767;8;0.4599999999999999;7;-4;-4;0.0220264317180616;0.1333333333333333;0.365;4.5;0;2;2;0;1;0;0;1;0.1333333333333333;0.5;0.0029368575624082;7.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Fulham;3;5;3;58;59;Bournemouth;1;3;11;16;6;9;0.52;0.48;485;0.79;7;16;1;3;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;7;0.03;0.1428571428571428;383;0.0182767624020887;736.5384615384615;0.0909090909090909;1.923076923076923;-5;0.04;-6;-2;-9;0.022680412371134;0.1818181818181818;0.26;0.5;1;1;2;0;1;0;0;1;0.1818181818181818;0.3333333333333333;0.0041237113402061;5.5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Fulham;3;5;3;58;53;Chelsea;3;1;14;12;7;8;0.53;0.47;567;0.86;13;13;3;1;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;3;0.0391666666666666;0.2307692307692307;488;0.026639344262295;920.754716981132;0.0714285714285714;1.8867924528301885;2;0.06;-2;2;0;0.0246913580246913;0.1428571428571428;0.265;0.5;0;2;2;1;0;0;1;0;0.1428571428571428;0.2857142857142857;0.0035273368606701;7.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Fulham;3;3;29;58;68;Southampton;1;3;15;5;5;1;0.57;0.43;538;0.86;8;15;1;3;0;0;6;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.086;0.125;463;0.0172786177105831;812.2807017543861;0.4;10.526315789473683;10;0.1399999999999999;1;-2;-7;0.0278810408921933;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Fulham;3;3;0;58;2;Liverpool;4;4;12;16;3;4;0.38;0.62;340;0.82;7;10;4;3;0;1;4;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;5;0.03875;0.5714285714285714;279;0.025089605734767;734.2105263157895;0.3333333333333333;10.526315789473683;-4;-0.24;-1;0;-3;0.0352941176470588;0.1666666666666666;0.19;2.0;1;1;2;0;1;0;1;0;0.1666666666666666;0.6666666666666666;0.0058823529411764;6.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Fulham;3;3;0;58;9;Arsenal;4;2;2;12;2;4;0.33;0.67;302;0.72;10;9;4;2;0;0;0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;6;0.0558333333333333;0.4;217;0.0460829493087557;657.5757575757575;0.0;0.0;-10;-0.34;-6;2;1;0.0066225165562913;0.5;0.33;0.0;1;0;1;0;1;0;0;1;0.5;0.5;0.0033112582781456;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-05;Fulham;3;3;17;58;54;Brighton;2;2;6;13;2;3;0.43;0.57;382;0.8;7;8;2;2;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.0438461538461538;0.2857142857142857;306;0.022875816993464;711.6279069767442;0.8333333333333334;11.627906976744184;-7;-0.1399999999999999;-1;0;-1;0.0157068062827225;0.5;0.1433333333333333;1.6666666666666667;1;2;3;1;0;0;0;1;0.5;1.5;0.0078534031413612;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Fulham;3;3;0;58;56;Tottenham;2;0;14;8;6;3;0.48;0.52;454;0.84;14;4;1;0;1;0;11;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;0.065;0.1428571428571428;381;0.0367454068241469;793.75;0.7857142857142857;22.916666666666668;6;-0.04;4;2;10;0.0308370044052863;0.0714285714285714;0.48;11.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.1666666666666666;0.0022026431718061;14.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Fulham;3;3;17;58;67;Wolves;3;0;10;10;3;5;0.6;0.4;545;0.84;14;14;3;0;0;0;7;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;2;0.04;0.2142857142857142;458;0.0305676855895196;763.3333333333334;0.7;11.666666666666668;0;0.1999999999999999;5;3;0;0.018348623853211;0.1;0.6;7.0;1;0;1;0;0;1;0;1;0.1;0.3333333333333333;0.0018348623853211;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Fulham;3;3;17;58;65;Crystal Palace;1;2;17;13;7;5;0.64;0.36;625;0.84;11;10;1;1;0;1;8;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1;0.0276923076923076;0.0909090909090909;525;0.0209523809523809;820.3125;0.4705882352941176;12.5;4;0.28;7;-1;1;0.0272;0.1176470588235294;0.32;4.0;1;1;2;1;0;0;1;0;0.1176470588235294;0.2857142857142857;0.0032;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Fulham;3;3;3;58;57;Brentford;2;1;26;5;12;2;0.68;0.32;643;0.87;3;10;2;1;0;0;11;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.064;0.6666666666666666;559;0.0053667262969588;822.0588235294117;0.4230769230769231;16.176470588235293;21;0.36;8;1;-7;0.0404354587869362;0.0769230769230769;0.34;5.5;0;2;2;1;0;0;0;1;0.0769230769230769;0.1666666666666666;0.0031104199066874;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Fulham;3;3;3;58;64;Everton;0;1;14;10;3;5;0.61;0.39;588;0.85;8;8;0;1;0;0;2;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;4;0.039;0.0;500;0.016;819.672131147541;0.1428571428571428;3.278688524590164;4;0.2199999999999999;-2;-1;0;0.0238095238095238;0.0714285714285714;0.61;2.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.3333333333333333;0.0017006802721088;14.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Fulham;3;3;3;58;1;Aston Villa;4;4;10;14;4;5;0.53;0.47;434;0.86;8;11;3;3;1;1;6;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;11;0.0335714285714285;0.5;373;0.0214477211796246;703.7735849056603;0.6;11.320754716981131;-4;0.06;-5;0;-3;0.0230414746543778;0.1;0.53;6.0;1;0;1;0;0;1;0;1;0.1;0.25;0.0023041474654377;10.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Fulham;3;9;7;58;3;Manchester City;1;2;11;20;4;7;0.41;0.59;452;0.86;10;4;1;2;0;0;3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;8;0.0295;0.1;389;0.0257069408740359;948.780487804878;0.2727272727272727;7.317073170731708;-9;-0.18;-5;-1;6;0.0243362831858407;0.1818181818181818;0.205;1.5;1;1;2;0;0;1;1;0;0.1818181818181818;0.5;0.0044247787610619;5.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Fulham;3;3;1;58;55;Nottingham Forest;4;2;14;11;2;1;0.6;0.4;527;0.87;15;11;4;2;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;6;0.0363636363636363;0.2666666666666666;458;0.0327510917030567;763.3333333333334;0.3571428571428571;8.333333333333334;3;0.1999999999999999;-1;2;4;0.0265654648956356;0.0714285714285714;0.6;5.0;0;1;1;1;0;0;1;0;0.0714285714285714;0.5;0.0018975332068311;14.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Fulham;3;3;0;58;60;Newcastle;6;0;22;16;11;5;0.38;0.62;344;0.82;16;8;6;0;0;0;6;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0;0.03875;0.375;282;0.0567375886524822;742.1052631578947;0.2727272727272727;15.789473684210526;6;-0.24;6;6;8;0.063953488372093;0.1363636363636363;0.1266666666666666;2.0;2;1;3;1;0;0;0;1;0.1363636363636363;0.2727272727272727;0.0087209302325581;7.333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Fulham;14;3;1;58;835;Preston;1;0;16;7;6;4;0.71;0.29;653;0.88;7;10;1;0;0;0;10;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.0414285714285714;0.1428571428571428;575;0.0121739130434782;809.8591549295775;0.625;14.084507042253522;9;0.42;6;1;-3;0.0245022970903522;0.0625;0.71;10.0;0;1;1;0;1;0;1;0;0.0625;0.1666666666666666;0.001531393568147;16.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Fulham;3;3;3;58;61;West Ham;2;3;21;11;5;3;0.55;0.45;395;0.8;15;18;2;3;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;2;0.0409090909090909;0.1333333333333333;316;0.0474683544303797;574.5454545454545;0.1428571428571428;5.454545454545454;10;0.1;1;-1;-3;0.0531645569620253;0.0476190476190476;0.55;3.0;1;0;1;0;1;0;0;1;0.0476190476190476;0.2;0.0025316455696202;21.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Fulham;3;0;3;58;66;Ipswich;3;2;9;11;4;4;0.52;0.48;418;0.85;15;15;3;2;0;0;6;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;8;0.0436363636363636;0.2;355;0.0422535211267605;682.6923076923076;0.6666666666666666;11.538461538461538;-2;0.04;-2;1;0;0.0215311004784689;0.1111111111111111;0.52;6.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.25;0.0023923444976076;9.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Fulham;14;3;3;58;243;Birmingham City;2;1;8;16;2;4;0.42;0.58;447;0.87;18;16;2;1;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;11;0.03625;0.1111111111111111;389;0.0462724935732647;926.1904761904764;0.375;7.142857142857143;-8;-0.1599999999999999;-8;1;2;0.017897091722595;0.25;0.21;1.5;2;0;2;1;0;0;1;0;0.25;1.0;0.0044742729306487;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Fulham;3;3;3;58;63;Leicester City;2;2;18;10;6;4;0.55;0.45;538;0.85;14;13;2;2;0;0;7;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.045;0.1428571428571428;457;0.0306345733041575;830.9090909090909;0.3888888888888889;12.727272727272728;8;0.1;2;0;1;0.0334572490706319;0.1111111111111111;0.275;3.5;1;1;2;1;0;0;0;1;0.1111111111111111;0.3333333333333333;0.0037174721189591;9.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Fulham;3;3;3;58;62;Manchester United;3;2;10;14;2;5;0.44;0.56;384;0.79;10;12;3;2;0;0;8;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;7;0.04;0.3;303;0.033003300330033;688.6363636363636;0.8;18.181818181818183;-4;-0.12;1;1;-2;0.0260416666666666;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Fulham;3;3;6;58;832;Luton;4;5;16;15;8;6;0.6;0.4;460;0.85;20;15;4;5;0;0;4;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;4;0.0266666666666666;0.2;391;0.0511508951406649;651.6666666666667;0.25;6.666666666666667;1;0.1999999999999999;0;-1;5;0.0347826086956521;0.25;0.15;1.0;2;2;4;1;0;0;1;0;0.25;0.5;0.008695652173913;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Fulham;3;3;3;58;3;Manchester City;2;0;1;16;1;9;0.35;0.65;420;0.83;9;6;1;0;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.040625;0.2222222222222222;349;0.0257879656160458;997.1428571428572;1.0;2.857142857142857;-15;-0.3;-6;2;3;0.0023809523809523;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Fulham;3;3;0;58;57;Brentford;1;1;15;7;3;3;0.45;0.55;425;0.75;6;3;1;1;0;0;6;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;7;0.0785714285714285;0.1666666666666666;319;0.018808777429467;708.8888888888889;0.4;13.333333333333332;8;-0.1;-1;0;3;0.0352941176470588;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Fulham;3;3;17;58;65;Crystal Palace;0;2;9;14;2;4;0.54;0.46;530;0.78;11;15;0;2;0;0;5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9;0.0328571428571428;0.0;413;0.0266343825665859;764.8148148148148;0.5555555555555556;9.25925925925926;-5;0.08;-4;-2;-4;0.0169811320754716;0.1111111111111111;0.54;5.0;0;1;1;0;1;0;0;1;0.1111111111111111;0.5;0.0018867924528301;9.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Fulham;3;3;0;58;2;Liverpool;3;0;12;14;5;7;0.39;0.61;425;0.77;5;11;3;0;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.0435714285714285;0.6;327;0.0152905198776758;838.4615384615385;0.0833333333333333;2.564102564102564;-2;-0.2199999999999999;-3;3;-6;0.028235294117647;0.0833333333333333;0.39;1.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.2;0.0023529411764705;12.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Fulham;3;3;3;58;61;West Ham;2;1;18;15;10;4;0.41;0.59;412;0.8;13;6;2;1;0;0;3;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;8;0.0393333333333333;0.1538461538461538;330;0.0393939393939393;804.8780487804878;0.1666666666666666;7.317073170731708;3;-0.18;-5;1;7;0.0436893203883495;0.1111111111111111;0.205;1.5;1;1;2;1;0;0;1;0;0.1111111111111111;0.2;0.0048543689320388;9.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Fulham;3;3;0;58;60;Newcastle;1;2;14;12;4;5;0.67;0.33;588;0.85;10;13;1;2;0;0;14;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0275;0.1;500;0.02;746.2686567164179;1.0;20.8955223880597;2;0.34;11;-1;-3;0.0238095238095238;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Fulham;3;3;3;58;55;Nottingham Forest;0;1;18;16;3;4;0.67;0.33;629;0.87;8;7;0;1;0;0;8;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.020625;0.0;547;0.0146252285191956;816.4179104477612;0.4444444444444444;11.940298507462686;2;0.34;5;-1;1;0.0286168521462639;0.0555555555555555;0.67;8.0;0;1;1;0;0;1;1;0;0.0555555555555555;0.3333333333333333;0.0015898251192368;18.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Fulham;3;3;2;58;818;Sheffield United;1;4;24;8;9;4;0.74;0.26;592;0.85;13;10;1;4;0;0;15;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2;0.0325;0.0769230769230769;503;0.025844930417495;679.7297297297297;0.625;20.27027027027027;16;0.48;13;-3;3;0.0405405405405405;0.125;0.2466666666666666;5.0;0;3;3;0;1;0;1;0;0.125;0.3333333333333333;0.0050675675675675;8.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Fulham;3;3;3;58;56;Tottenham;2;3;16;14;7;5;0.42;0.58;400;0.76;9;10;2;3;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0414285714285714;0.2222222222222222;304;0.0296052631578947;723.8095238095239;0.25;9.523809523809524;2;-0.1599999999999999;-1;-1;-1;0.04;0.1875;0.1399999999999999;1.3333333333333333;1;2;3;1;0;0;0;1;0.1875;0.4285714285714285;0.0075;5.333333333333333;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Fulham;3;3;3;58;67;Wolves;2;2;23;8;7;3;0.53;0.47;495;0.84;11;7;2;2;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.05875;0.1818181818181818;416;0.0264423076923076;784.9056603773585;0.1739130434782608;7.547169811320754;15;0.06;1;0;4;0.0464646464646464;0.0434782608695652;0.53;4.0;0;1;1;0;0;1;1;0;0.0434782608695652;0.1428571428571428;0.002020202020202;23.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Fulham;3;3;17;58;54;Brighton;1;2;12;15;5;5;0.29;0.71;307;0.7;16;10;1;2;0;0;2;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;6;0.0473333333333333;0.0625;215;0.0744186046511627;741.3793103448277;0.1666666666666666;6.896551724137932;-3;-0.42;-4;-1;6;0.0390879478827361;0.25;0.0966666666666666;0.6666666666666666;2;1;3;1;0;0;0;1;0.25;0.6;0.009771986970684;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Fulham;3;3;3;58;62;Manchester United;5;2;17;21;5;9;0.43;0.57;400;0.81;11;6;5;2;0;0;9;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;10;0.0271428571428571;0.4545454545454545;324;0.0339506172839506;753.4883720930233;0.5294117647058824;20.930232558139537;-4;-0.1399999999999999;-1;3;5;0.0425;0.1176470588235294;0.215;4.5;0;2;2;1;0;0;1;0;0.1176470588235294;0.4;0.005;8.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
