Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marcos Miranda-Juventude;Ewerthon Diógenes da Silva-Juventude;Wilker Ángel-Juventude;Marcos Paulo-Juventude;Alan Ruschel-Juventude;Jadson Alves dos Santos-Juventude;Daniel Giraldo-Juventude;Jean Carlos Vicente-Juventude;Luis Mandaca-Juventude;Ênio-Juventude;Gilberto Oliveira Souza Júnior-Juventude;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Luiz Gustavo de Almeida Pinto-Juventude;Adriano Martins-Juventude;Rodrigo Sam-Juventude;Emerson Batalla-Juventude;Abner-Juventude;André Felipe de Almeida Santos-Juventude;Gabriel Pereira Taliari-Juventude;Davi Goes-Juventude;Matheus Babi-Juventude;Giovanny-Juventude;Petterson Novaes-Juventude;Erick Samuel Correa Farias-Juventude;Gabriel Vasconcelos Ferreira-Juventude;João Lucas de Almeida Carvalho-Juventude;Danilo Boza-Juventude;Lucas Freitas-Juventude;Ronaldo da Silva Souza-Juventude;Lucas Barbosa-Juventude;Nené-Juventude;Edson Carioca-Juventude;José Marcos Alves Luis-Juventude;Luís Felipe Oyama-Juventude;Mateus Claus-Juventude;Ronie Carrillo-Juventude;Dudu Vieira-Juventude;Yan Souto-Juventude;Marcelinho-Juventude;Thiago Beserra Dos Santos-Juventude;Caíque de Jesus Gonçalves-Juventude;Gabriel Inocêncio-Juventude;Thiago-Juventude;Luiz Gustavo Tavares Conde-Juventude;Dani Bolt-Juventude;Matheus de Vargas-Juventude;Vini Paulista-Juventude;Jean Carlos de Souza Irmer-Juventude;Cristian Ricardo de Jesus Fagundes-Juventude;Echaporã-Juventude;Reginaldo Lopes de Jesus-Juventude;David-Juventude;Emerson Gustavo Pinto dos Santos-Juventude;Daniel Cruz-Juventude;Victor Andrade-Juventude;Léo-Juventude;Kelvyn Ramos da Fonseca-Juventude;Lucas Henrique da Silva-Juventude;Fábio Roberto Gomes Netto-Juventude;Rodrigo Rodrigues-Juventude;Romércio-Juventude;Guilherme Gehring-Juventude;Romario-Juventude;Rafael Rech-Juventude;Ruan-Juventude;Gerardo Gordillo-Juventude;Fernando Boldrin-Juventude;José Guilherme Guidolin Pegorari-Juventude;Rodrigo Soares-Juventude;Vitor Mendes-Juventude;Thalisson Kelven-Juventude;Dudu-Juventude;Pará-Juventude;Gabriel Tota-Juventude;Yuri Oliveira Lima-Juventude;Onitlasi Júnior de Moraes Rodrigues-Juventude;Vitor Gabriel-Juventude;Cesar-Juventude;Paulo-Juventude;Felipe Pires-Juventude;Chico Kim-Juventude;João Victor da Vitória Fernandes-Juventude;Paulo Miranda-Juventude;Elton Junior Melo Ataíde-Juventude;Isidro Pitta-Juventude;Guilherme Parede-Juventude;Ygor Nogueira de Paula-Juventude;Óscar Ramón Ruiz-Juventude;Renato Chaves-Juventude;Rafael Forster-Juventude;Bruno dos Santos Nazário-Juventude;Anderson Leite-Juventude;Marlon-Juventude;William Matheus-Juventude;Felipe Alves Raymundo-Juventude;Francisco Edson Moreira da Silva-Juventude;Ricardo Bueno-Juventude
2024-12-08;Juventude;10;3;3;779;636;Cruzeiro;3;3;21;8;7;1;0.51;0.49;353;0.85;13;13;1;2;2;1;8;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.06125;0.23076923076923078;300;0.043333333333333335;588.2352941176471;0.38095238095238093;15.686274509803921;13;0.020000000000000018;7;0;0;0.059490084985835696;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Juventude;10;3;3;779;201;São Paulo;2;0;13;10;7;2;0.3;0.7;270;0.77;15;9;2;0;0;0;2;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12;0.06999999999999999;0.13333333333333333;208;0.07211538461538461;693.3333333333334;0.15384615384615385;6.666666666666667;3;-0.39999999999999997;-10;2;6;0.04814814814814815;0.15384615384615385;0.15;1.0;0;2;2;1;0;0;1;0;0.15384615384615385;0.2857142857142857;0.007407407407407408;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Juventude;10;0;17;779;220;Atlético Mineiro;0;1;13;21;7;6;0.36;0.64;302;0.72;8;13;0;1;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.030476190476190476;0.0;217;0.03686635944700461;602.7777777777778;0.38461538461538464;13.88888888888889;-8;-0.28;-4;-1;-5;0.04304635761589404;0.23076923076923078;0.12;1.6666666666666667;1;2;3;1;0;0;1;0;0.23076923076923078;0.42857142857142855;0.009933774834437087;4.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Juventude;10;0;6;779;656;Cuiabá;0;3;19;7;4;1;0.6;0.4;503;0.84;9;7;0;3;0;0;6;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.05714285714285715;0.0;423;0.02127659574468085;705.0;0.3157894736842105;10.0;12;0.19999999999999996;1;-3;2;0.03777335984095427;0.05263157894736842;0.6;6.0;0;1;1;0;1;0;0;1;0.05263157894736842;0.25;0.0019880715705765406;19.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-20;Juventude;10;3;13;779;206;Grêmio;5;3;11;11;5;3;0.43;0.57;355;0.78;16;17;5;3;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.05181818181818181;0.3125;277;0.05776173285198556;644.1860465116279;0.36363636363636365;9.30232558139535;0;-0.13999999999999996;-1;2;-1;0.030985915492957747;0.18181818181818182;0.215;2.0;1;1;2;0;1;0;1;0;0.18181818181818182;0.4;0.005633802816901409;5.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Juventude;10;3;0;779;697;Bahía;3;1;20;8;8;3;0.38;0.62;315;0.8;11;9;3;1;0;0;7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.0775;0.2727272727272727;252;0.04365079365079365;663.1578947368421;0.35;18.42105263157895;12;-0.24;5;2;2;0.06349206349206349;0.1;0.19;3.5;0;2;2;1;0;0;0;1;0.1;0.25;0.006349206349206349;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Juventude;10;3;30;779;644;Fortaleza;3;2;17;11;6;4;0.6;0.4;428;0.83;7;14;3;2;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3;0.03636363636363637;0.42857142857142855;355;0.01971830985915493;591.6666666666667;0.29411764705882354;8.333333333333334;6;0.19999999999999996;2;1;-7;0.0397196261682243;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Juventude;10;3;3;779;214;Flamengo;4;3;5;20;3;10;0.25;0.75;211;0.72;14;8;3;3;1;0;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;8;0.0375;0.2857142857142857;152;0.09210526315789473;608.0;0.2;4.0;-15;-0.5;-7;1;6;0.023696682464454975;0.4;0.125;0.5;1;1;2;0;0;1;1;0;0.4;0.6666666666666666;0.009478672985781991;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Juventude;10;3;3;779;217;Palmeiras;2;5;25;14;6;7;0.53;0.47;342;0.83;15;19;2;5;0;0;7;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.03357142857142857;0.13333333333333333;284;0.0528169014084507;535.8490566037735;0.28;13.20754716981132;11;0.06000000000000005;2;-3;-4;0.07309941520467836;0.12;0.17666666666666667;2.3333333333333335;1;2;3;0;0;1;0;1;0.12;0.5;0.008771929824561403;8.333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Juventude;10;3;3;779;777;Vasco da Gama;3;2;17;16;5;3;0.45;0.55;325;0.74;13;14;3;1;0;1;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3;0.034375;0.23076923076923078;240;0.05416666666666667;533.3333333333334;0.35294117647058826;13.333333333333332;1;-0.10000000000000003;3;1;-1;0.052307692307692305;0.058823529411764705;0.45;6.0;1;0;1;0;1;0;1;0;0.058823529411764705;0.2;0.003076923076923077;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Juventude;10;3;7;779;659;Bragantino;1;6;12;15;6;6;0.53;0.47;378;0.83;9;19;1;6;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.03133333333333333;0.1111111111111111;314;0.028662420382165606;592.4528301886792;0.3333333333333333;7.547169811320754;-3;0.06000000000000005;-1;-5;-10;0.031746031746031744;0.08333333333333333;0.53;4.0;0;1;1;0;1;0;0;1;0.08333333333333333;0.16666666666666666;0.0026455026455026454;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Juventude;10;3;3;779;693;Vitória;4;3;11;13;2;2;0.65;0.35;469;0.86;15;12;4;3;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.02692307692307692;0.26666666666666666;403;0.03722084367245657;620.0;0.45454545454545453;7.692307692307692;-2;0.30000000000000004;1;1;3;0.023454157782515993;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Juventude;10;3;3;779;197;Fluminense;5;4;12;8;5;1;0.54;0.46;432;0.82;8;9;5;4;0;0;8;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.0575;0.625;354;0.022598870056497175;655.5555555555555;0.6666666666666666;14.814814814814813;4;0.08000000000000002;3;1;-1;0.027777777777777776;0.16666666666666666;0.27;4.0;0;2;2;1;0;0;0;1;0.16666666666666666;0.4;0.004629629629629629;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-11;Juventude;12;0;3;779;652;Corinthians;3;5;10;26;2;13;0.3;0.7;241;0.65;19;14;3;5;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9;0.02692307692307692;0.15789473684210525;157;0.12101910828025478;523.3333333333334;0.2;6.666666666666667;-16;-0.39999999999999997;-7;-2;5;0.04149377593360996;0.1;0.3;2.0;1;0;1;0;0;1;1;0;0.1;0.5;0.004149377593360996;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-05;Juventude;10;3;0;779;656;Cuiabá;1;3;9;12;3;3;0.47;0.53;387;0.8;11;17;1;3;0;0;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.04416666666666667;0.09090909090909091;310;0.035483870967741936;659.5744680851064;0.3333333333333333;6.382978723404256;-3;-0.06000000000000005;0;-2;-6;0.023255813953488372;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Juventude;10;3;3;779;641;Internacional;2;2;14;18;5;8;0.36;0.64;267;0.67;13;17;1;2;1;0;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.035555555555555556;0.15384615384615385;179;0.07262569832402235;497.22222222222223;0.42857142857142855;16.666666666666668;-4;-0.28;2;0;-4;0.052434456928838954;0.07142857142857142;0.36;6.0;0;1;1;0;0;1;0;1;0.07142857142857142;0.2;0.003745318352059925;14.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Juventude;12;3;3;779;652;Corinthians;2;5;17;11;5;5;0.54;0.46;411;0.79;14;12;2;5;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.04181818181818182;0.14285714285714285;325;0.043076923076923075;601.8518518518518;0.35294117647058826;11.11111111111111;6;0.08000000000000002;2;-3;2;0.0413625304136253;0.11764705882352941;0.27;3.0;0;2;2;1;0;0;0;1;0.11764705882352941;0.4;0.004866180048661801;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Juventude;10;3;3;779;776;Atlético Goianiense;5;4;13;19;3;7;0.6;0.4;402;0.82;10;17;4;3;1;1;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.021052631578947368;0.5;330;0.030303030303030304;550.0;0.38461538461538464;8.333333333333334;-6;0.19999999999999996;1;1;-7;0.03233830845771144;0.07692307692307693;0.6;5.0;0;1;1;0;0;1;1;0;0.07692307692307693;0.3333333333333333;0.0024875621890547263;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Juventude;10;3;0;779;649;Paranaense;2;4;8;23;5;7;0.4;0.6;314;0.7;10;17;2;4;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;10;0.02608695652173913;0.2;220;0.045454545454545456;550.0;0.5;10.0;-15;-0.19999999999999996;-6;-2;-7;0.025477707006369428;0.25;0.2;2.0;1;1;2;1;0;0;1;0;0.25;0.4;0.006369426751592357;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Juventude;10;1;3;779;641;Internacional;4;2;8;21;3;10;0.52;0.48;430;0.77;17;19;4;2;0;0;1;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8;0.022857142857142857;0.23529411764705882;331;0.0513595166163142;636.5384615384615;0.125;1.923076923076923;-13;0.040000000000000036;-7;2;-2;0.018604651162790697;0.125;0.52;1.0;1;0;1;0;0;1;1;0;0.125;0.3333333333333333;0.002325581395348837;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
