Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Rafael Pires-São Paulo;Cédric Soares-São Paulo;Ruan Tressoldi-São Paulo;Alan Franco-São Paulo;Wendell-São Paulo;Alisson Euler de Freitas Castro-São Paulo;Marcos Antônio Silva Santos-São Paulo;Lucas Ferreira-São Paulo;Luciano da Rocha Neves-São Paulo;Matheus Alves Nascimento-São Paulo;André Silva-São Paulo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Igor Vinícius-São Paulo;Nahuel Ferraresi-São Paulo;José Sabino Chagas Monteiro-São Paulo;Enzo Díaz-São Paulo;Damián Bobadilla-São Paulo;Ferreira-São Paulo;Ryan Francisco-São Paulo;Robert Arboleda-São Paulo;Jonathan Calleri-São Paulo;Luiz Gustavo-São Paulo;Oscar-São Paulo;Lucas Moura-São Paulo;Pablo Maia-São Paulo;Jandrei-São Paulo;Patryck-São Paulo;Erick de Arruda Serafim-São Paulo;Santiago Longo-São Paulo;João Moreira-São Paulo;Hugo Leonardo-São Paulo;Henrique Carmo-São Paulo;Rodriguinho-São Paulo;William Gomes-São Paulo;Rafinha-São Paulo;Jamal Lewis-São Paulo;Welington-São Paulo;Wellington Rato-São Paulo;Michel Araújo-São Paulo;Igor Liziero-São Paulo;Rodrigo Nestor-São Paulo;Juan Santos da Silva-São Paulo;Diego Henrique Costa Barbosa-São Paulo;Giuliano Galoppo-São Paulo;James Rodríguez-São Paulo;Nikão-São Paulo;Nathan-São Paulo;Lucas Beraldo-São Paulo;Caio Paulista-São Paulo;Erison Danilo de Souza-São Paulo;Gabriel Neves-São Paulo;David Corrêa da Fonseca-São Paulo;Luan Vinicius da Silva Santos-São Paulo;Matheus Belém-São Paulo;Alexandre Pato-São Paulo;Talles Macedo Toledo Costa-São Paulo;Matheus Alves-São Paulo
2024-08-08;São Paulo;12;3;0;201;683;Goiás;6;4;7;13;2;2;0.54;0.46;474;0.86;15;19;5;3;1;1;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0353846153846153;0.4;408;0.0367647058823529;755.5555555555555;0.5714285714285714;7.4074074074074066;-6;0.08;-1;2;-4;0.0147679324894514;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;São Paulo;10;3;3;201;214;Flamengo;1;3;15;8;3;0;0.6;0.4;507;0.88;11;13;1;3;0;0;8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.05;0.0909090909090909;446;0.0246636771300448;743.3333333333334;0.5333333333333333;13.333333333333334;7;0.1999999999999999;5;-2;-2;0.029585798816568;0.0666666666666666;0.6;8.0;0;1;1;1;0;0;0;1;0.0666666666666666;0.3333333333333333;0.0019723865877712;15.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-30;São Paulo;12;3;9;201;683;Goiás;2;2;27;2;6;1;0.82;0.18;720;0.92;11;14;2;1;0;1;8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.09;0.1818181818181818;662;0.0166163141993957;807.3170731707318;0.2962962962962963;9.75609756097561;25;0.6399999999999999;6;0;-3;0.0375;0.074074074074074;0.41;4.0;0;2;2;1;0;0;0;1;0.074074074074074;0.3333333333333333;0.0027777777777777;13.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;São Paulo;10;1;3;201;644;Fortaleza;4;4;12;11;1;2;0.64;0.36;486;0.85;16;15;4;3;0;1;10;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0327272727272727;0.25;413;0.0387409200968523;645.3125;0.8333333333333334;15.625;1;0.28;7;0;1;0.0246913580246913;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;São Paulo;10;3;3;201;210;Botafogo;4;3;15;12;6;6;0.69;0.31;593;0.89;17;22;4;3;0;0;7;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1;0.0258333333333333;0.2352941176470588;528;0.0321969696969696;765.2173913043479;0.4666666666666667;10.144927536231885;3;0.3799999999999999;6;1;-5;0.0252951096121416;0.1333333333333333;0.345;3.5;1;1;2;0;1;0;0;1;0.1333333333333333;0.3333333333333333;0.0033726812816188;7.5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-21;São Paulo;10;3;3;201;779;Juventude;2;4;11;10;2;0;0.63;0.37;542;0.87;17;13;2;4;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1;0.037;0.1176470588235294;472;0.0360169491525423;749.2063492063492;0.3636363636363636;6.349206349206349;1;0.26;3;-2;4;0.0202952029520295;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-17;São Paulo;10;3;0;201;206;Grêmio;5;3;14;19;8;5;0.55;0.45;468;0.84;16;8;4;3;1;0;8;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.0236842105263157;0.3125;393;0.0407124681933842;714.5454545454545;0.5714285714285714;14.545454545454543;-5;0.1;-1;2;8;0.0299145299145299;0.0714285714285714;0.55;8.0;1;0;1;1;0;0;0;1;0.0714285714285714;0.125;0.0021367521367521;14.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-11;São Paulo;10;3;17;201;220;Atlético Mineiro;2;2;11;14;4;5;0.38;0.62;365;0.81;13;9;1;2;1;0;6;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0442857142857142;0.1538461538461538;296;0.0439189189189189;778.9473684210526;0.5454545454545454;15.789473684210526;-3;-0.24;4;0;4;0.0301369863013698;0.0909090909090909;0.38;6.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.25;0.0027397260273972;11.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-06;São Paulo;10;3;3;201;659;Bragantino;2;2;14;10;4;3;0.6;0.4;464;0.84;10;9;2;2;0;0;6;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3;0.04;0.2;390;0.0256410256410256;650.0;0.4285714285714285;10.0;4;0.1999999999999999;3;0;1;0.0301724137931034;0.1428571428571428;0.3;3.0;0;2;2;1;0;0;0;1;0.1428571428571428;0.5;0.0043103448275862;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-03;São Paulo;10;3;3;201;649;Paranaense;3;2;13;12;8;4;0.55;0.45;513;0.89;8;19;3;1;0;1;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.0375;0.375;457;0.0175054704595186;830.9090909090909;0.1538461538461538;3.636363636363636;1;0.1;-4;1;-11;0.0253411306042884;0.1538461538461538;0.275;1.0;1;1;2;1;0;0;1;0;0.1538461538461538;0.25;0.0038986354775828;6.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-30;São Paulo;10;3;14;201;697;Bahía;4;1;10;15;4;6;0.4;0.6;411;0.85;15;9;4;1;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.04;0.2666666666666666;349;0.0429799426934097;872.5;0.4;10.0;-5;-0.1999999999999999;0;3;6;0.024330900243309;0.3;0.1333333333333333;1.3333333333333333;2;1;3;1;0;0;0;1;0.3;0.75;0.0072992700729927;3.333333333333333;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-27;São Paulo;10;3;1;201;778;Criciúma;2;4;13;10;6;2;0.63;0.37;594;0.9;10;22;2;4;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.037;0.2;535;0.0186915887850467;849.2063492063492;0.1538461538461538;3.1746031746031744;3;0.26;0;-2;-12;0.0218855218855218;0.1538461538461538;0.315;1.0;2;0;2;1;0;0;0;1;0.1538461538461538;0.3333333333333333;0.0033670033670033;6.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-22;São Paulo;10;14;3;201;777;Vasco da Gama;1;3;10;14;2;7;0.59;0.41;490;0.87;14;13;1;3;0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.0292857142857142;0.0714285714285714;426;0.0328638497652582;722.0338983050848;0.8;13.559322033898306;-4;0.18;6;-2;1;0.0204081632653061;0.1;0.59;8.0;1;0;1;0;0;1;1;0;0.1;0.5;0.0020408163265306;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-19;São Paulo;10;3;3;201;656;Cuiabá;2;3;15;11;4;3;0.67;0.33;618;0.9;5;16;2;3;0;0;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.03;0.4;556;0.0089928057553956;829.8507462686566;0.2666666666666666;5.970149253731343;4;0.34;-2;-1;-11;0.0242718446601941;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;São Paulo;10;3;3;201;652;Corinthians;5;3;12;16;7;8;0.6;0.4;518;0.86;10;15;5;2;0;1;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.025;0.5;445;0.0224719101123595;741.6666666666667;0.4166666666666667;8.333333333333334;-4;0.1999999999999999;-4;2;-5;0.0231660231660231;0.1666666666666666;0.3;2.5;2;0;2;0;1;0;1;0;0.1666666666666666;0.2857142857142857;0.0038610038610038;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-13;São Paulo;10;3;14;201;641;Internacional;4;5;9;7;4;0;0.46;0.54;385;0.79;18;15;4;5;0;0;3;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.0771428571428571;0.2222222222222222;304;0.0592105263157894;660.8695652173913;0.3333333333333333;6.521739130434782;2;-0.08;-2;-1;3;0.0233766233766233;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;São Paulo;10;1;20;201;636;Cruzeiro;2;3;11;10;4;3;0.57;0.43;583;0.9;18;11;2;2;0;1;4;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.043;0.1111111111111111;525;0.0342857142857142;921.0526315789474;0.3636363636363636;7.017543859649123;1;0.1399999999999999;2;-1;7;0.0188679245283018;0.1818181818181818;0.285;2.0;1;1;2;1;0;0;0;1;0.1818181818181818;0.5;0.0034305317324185;5.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-29;São Paulo;-1;3;3;201;202;Talleres;3;5;9;13;3;4;0.55;0.45;456;0.82;10;11;3;4;0;1;5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.0346153846153846;0.3;374;0.0267379679144385;680.0;0.5555555555555556;9.09090909090909;-4;0.1;4;-2;-1;0.0197368421052631;0.2222222222222222;0.275;2.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.6666666666666666;0.0043859649122807;4.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-23;São Paulo;12;3;3;201;804;Águia de Marabá;0;1;27;5;12;0;0.72;0.28;589;0.9;15;13;0;1;0;0;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3;0.056;0.0;530;0.0283018867924528;736.1111111111111;0.5555555555555556;20.833333333333336;22;0.4399999999999999;12;-1;2;0.0458404074702886;0.074074074074074;0.36;7.5;2;0;2;1;0;0;0;1;0.074074074074074;0.1666666666666666;0.0033955857385398;13.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-16;São Paulo;-1;3;7;201;203;Barcelona SC;1;3;16;8;4;2;0.63;0.37;518;0.88;13;15;1;3;0;0;8;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5;0.04625;0.0769230769230769;456;0.0285087719298245;723.8095238095239;0.5;12.698412698412698;8;0.26;3;-2;-2;0.0308880308880308;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-13;São Paulo;10;3;3;201;197;Fluminense;5;3;15;7;8;2;0.49;0.51;403;0.87;15;12;5;3;0;0;7;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.0728571428571428;0.3333333333333333;351;0.0427350427350427;716.3265306122449;0.4666666666666667;14.285714285714286;8;-0.02;3;2;3;0.0372208436724565;0.1333333333333333;0.245;3.5;1;1;2;1;0;0;0;1;0.1333333333333333;0.25;0.0049627791563275;7.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-08;São Paulo;-1;3;4;201;204;Cobresal;0;2;15;6;8;1;0.67;0.33;614;0.91;13;9;0;2;0;0;3;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.055;0.0;559;0.0232558139534883;834.3283582089551;0.2;4.477611940298507;9;0.34;1;-2;4;0.02442996742671;0.2;0.2233333333333333;1.0;1;2;3;1;0;0;1;0;0.2;0.375;0.004885993485342;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;São Paulo;10;29;29;201;693;Vitória;4;4;20;6;8;2;0.67;0.33;574;0.9;13;10;4;3;0;1;8;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.055;0.3076923076923077;517;0.0251450676982591;771.641791044776;0.4;11.940298507462686;14;0.34;5;0;3;0.0348432055749128;0.15;0.2233333333333333;2.6666666666666665;1;2;3;1;0;0;1;0;0.15;0.375;0.0052264808362369;6.666666666666667;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;São Paulo;12;3;6;201;804;Águia de Marabá;3;5;22;4;9;3;0.76;0.24;703;0.9;20;8;3;4;0;1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.06;0.15;633;0.0315955766192733;832.8947368421052;0.4090909090909091;11.842105263157894;18;0.52;9;-2;12;0.0312944523470839;0.1363636363636363;0.2533333333333333;3.0;2;1;3;1;0;0;1;0;0.1363636363636363;0.3333333333333333;0.0042674253200568;7.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-29;São Paulo;10;17;3;201;217;Palmeiras;4;3;16;9;1;3;0.58;0.42;432;0.8;10;20;4;3;0;0;6;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.0466666666666666;0.4;346;0.0289017341040462;596.551724137931;0.375;10.344827586206897;7;0.1599999999999999;2;1;-10;0.037037037037037;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-25;São Paulo;-1;3;1;201;203;Barcelona SC;0;1;10;13;4;4;0.62;0.38;553;0.88;11;14;0;1;0;0;2;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.0292307692307692;0.0;487;0.0225872689938398;785.483870967742;0.2;3.2258064516129035;-3;0.24;0;-1;-3;0.0180831826401446;0.2;0.31;1.0;1;1;2;1;0;0;1;0;0.2;0.5;0.0036166365280289;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;São Paulo;10;17;1;201;776;Atlético Goianiense;0;5;19;9;7;1;0.66;0.34;632;0.88;9;13;0;3;0;2;3;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.0377777777777777;0.0;556;0.0161870503597122;842.4242424242424;0.1578947368421052;4.545454545454545;10;0.32;-1;-5;-4;0.0300632911392405;0.1578947368421052;0.22;1.0;1;2;3;1;0;0;1;0;0.1578947368421052;0.4285714285714285;0.0047468354430379;6.333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-17;São Paulo;10;17;3;201;214;Flamengo;3;1;10;12;3;6;0.54;0.46;463;0.85;19;19;3;1;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.0383333333333333;0.1578947368421052;394;0.0482233502538071;729.6296296296296;0.1;1.851851851851852;-2;0.08;-8;2;0;0.0215982721382289;0.1;0.54;1.0;0;1;1;0;0;1;1;0;0.1;0.3333333333333333;0.0021598272138228;10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;São Paulo;10;29;2;201;644;Fortaleza;2;3;14;6;5;2;0.73;0.27;691;0.87;10;14;2;3;0;0;11;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.045;0.2;601;0.016638935108153;823.2876712328767;0.7857142857142857;15.068493150684931;8;0.4599999999999999;7;-1;-4;0.0202604920405209;0.0714285714285714;0.73;11.0;0;1;1;0;0;1;0;1;0.0714285714285714;0.2;0.0014471780028943;14.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
