Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Rafael Pires-São Paulo;Cédric Soares-São Paulo;Ruan Tressoldi-São Paulo;Alan Franco-São Paulo;Wendell-São Paulo;Alisson Euler de Freitas Castro-São Paulo;Marcos Antônio Silva Santos-São Paulo;Lucas Ferreira-São Paulo;Luciano da Rocha Neves-São Paulo;Matheus Alves Nascimento-São Paulo;André Silva-São Paulo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Igor Vinícius-São Paulo;Nahuel Ferraresi-São Paulo;José Sabino Chagas Monteiro-São Paulo;Enzo Díaz-São Paulo;Damián Bobadilla-São Paulo;Ferreira-São Paulo;Ryan Francisco-São Paulo;Robert Arboleda-São Paulo;Jonathan Calleri-São Paulo;Luiz Gustavo-São Paulo;Oscar-São Paulo;Lucas Moura-São Paulo;Pablo Maia-São Paulo;Jandrei-São Paulo;Patryck-São Paulo;Erick de Arruda Serafim-São Paulo;Santiago Longo-São Paulo;João Moreira-São Paulo;Hugo Leonardo-São Paulo;Henrique Carmo-São Paulo;Rodriguinho-São Paulo;William Gomes-São Paulo;Rafinha-São Paulo;Jamal Lewis-São Paulo;Welington-São Paulo;Wellington Rato-São Paulo;Michel Araújo-São Paulo;Igor Liziero-São Paulo;Rodrigo Nestor-São Paulo;Juan Santos da Silva-São Paulo;Diego Henrique Costa Barbosa-São Paulo;Giuliano Galoppo-São Paulo;James Rodríguez-São Paulo;Nikão-São Paulo;Nathan-São Paulo;Lucas Beraldo-São Paulo;Caio Paulista-São Paulo;Erison Danilo de Souza-São Paulo;Gabriel Neves-São Paulo;David Corrêa da Fonseca-São Paulo;Luan Vinicius da Silva Santos-São Paulo;Matheus Belém-São Paulo;Alexandre Pato-São Paulo;Talles Macedo Toledo Costa-São Paulo;Matheus Alves-São Paulo
2025-02-10;São Paulo;27;3;6;201;669;Associação Atlética Internacional;1;4;24;6;7;2;0.71;0.29;615;0.9;10;11;1;3;0;1;10;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.0483333333333333;0.1;554;0.0180505415162454;780.2816901408451;0.4166666666666667;14.084507042253522;18;0.42;7;-3;-1;0.0390243902439024;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-08;São Paulo;27;3;14;201;659;Bragantino;2;2;8;11;0;3;0.64;0.36;470;0.87;17;11;2;1;0;1;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;8;0.0327272727272727;0.1176470588235294;409;0.0415647921760391;639.0625;0.875;10.9375;-3;0.28;-1;0;6;0.0170212765957446;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-05;São Paulo;27;3;3;201;670;Mirassol;5;1;16;6;7;1;0.57;0.43;537;0.89;17;11;5;1;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.0716666666666666;0.2941176470588235;478;0.0355648535564853;838.5964912280702;0.25;7.017543859649123;10;0.1399999999999999;1;4;6;0.0297951582867784;0.25;0.1425;1.0;2;2;4;1;0;0;0;1;0.25;0.5714285714285714;0.0074487895716946;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;São Paulo;27;3;3;201;662;Santos;3;4;11;19;4;7;0.6;0.4;449;0.82;9;16;3;4;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.0210526315789473;0.3333333333333333;368;0.0244565217391304;613.3333333333334;0.0909090909090909;1.6666666666666667;-8;0.1999999999999999;-2;-1;-7;0.0244988864142538;0.0909090909090909;0.6;1.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.25;0.0022271714922048;11.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-29;São Paulo;27;3;3;201;663;Portuguesa;3;4;14;9;4;3;0.58;0.42;414;0.8;16;11;3;4;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.0466666666666666;0.1875;331;0.0483383685800604;570.6896551724138;0.1428571428571428;3.4482758620689657;5;0.1599999999999999;-2;-1;5;0.0338164251207729;0.1428571428571428;0.29;1.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.5;0.0048309178743961;7.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;São Paulo;27;3;28;201;652;Corinthians;3;3;12;13;5;4;0.48;0.52;440;0.84;15;15;3;3;0;0;2;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.04;0.2;370;0.0405405405405405;770.8333333333334;0.1666666666666666;4.166666666666667;-1;-0.04;-3;0;0;0.0272727272727272;0.25;0.16;0.6666666666666666;0;3;3;1;0;0;0;1;0.25;0.6;0.0068181818181818;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-23;São Paulo;27;3;0;201;668;Guarani;0;1;12;10;3;6;0.54;0.46;533;0.84;17;13;0;0;0;1;4;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;0.046;0.0;448;0.0379464285714285;829.6296296296296;0.3333333333333333;7.4074074074074066;2;0.08;3;-1;4;0.0225140712945591;0.0833333333333333;0.54;4.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.3333333333333333;0.0018761726078799;12.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-20;São Paulo;27;3;1;201;673;Botafogo RP;2;3;7;10;0;2;0.53;0.47;429;0.79;12;9;2;3;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.047;0.1666666666666666;339;0.0353982300884955;639.622641509434;0.2857142857142857;3.773584905660377;-3;0.06;-8;-1;3;0.0163170163170163;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;São Paulo;10;3;3;201;779;Juventude;0;2;10;13;2;7;0.7;0.3;607;0.89;9;15;0;2;0;0;12;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.023076923076923;0.0;540;0.0166666666666666;771.4285714285714;1.2;17.142857142857142;-3;0.3999999999999999;10;-2;-6;0.0164744645799011;0.1;0.7;12.0;0;1;1;0;0;1;0;1;0.1;0.5;0.0016474464579901;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;São Paulo;10;3;3;201;206;Grêmio;1;1;7;16;2;8;0.62;0.38;501;0.9;7;11;1;1;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;10;0.02375;0.1428571428571428;451;0.0155210643015521;727.4193548387096;0.8571428571428571;9.67741935483871;-9;0.24;-4;0;-4;0.0139720558882235;0.1428571428571428;0.62;6.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.5;0.0019960079840319;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;São Paulo;10;3;0;201;220;Atlético Mineiro;3;5;13;3;4;3;0.54;0.46;555;0.87;11;11;3;4;0;1;7;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1;0.1533333333333333;0.2727272727272727;483;0.0227743271221532;894.4444444444443;0.5384615384615384;12.962962962962962;10;0.08;6;-2;0;0.0234234234234234;0.1538461538461538;0.27;3.5;2;0;2;0;1;0;0;1;0.1538461538461538;0.5;0.0036036036036036;6.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-20;São Paulo;10;3;3;201;659;Bragantino;2;3;10;18;2;5;0.57;0.43;446;0.84;12;16;2;3;0;0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1;0.0238888888888888;0.1666666666666666;375;0.032;657.8947368421053;0.1;1.7543859649122808;-8;0.1399999999999999;0;-1;-4;0.0224215246636771;0.1;0.57;1.0;1;0;1;0;1;0;1;0;0.1;0.5;0.0022421524663677;10.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;São Paulo;10;3;0;201;649;Paranaense;2;5;10;9;3;3;0.78;0.22;651;0.89;5;20;2;5;0;0;5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.0244444444444444;0.4;579;0.0086355785837651;742.3076923076923;0.5;6.41025641025641;1;0.56;-1;-3;-15;0.0153609831029185;0.2;0.39;2.5;0;2;2;1;0;0;0;1;0.2;0.6666666666666666;0.0030721966205837;5.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;São Paulo;10;3;3;201;697;Bahía;2;3;10;24;4;6;0.47;0.53;418;0.86;16;13;2;3;0;0;3;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;10;0.0220833333333333;0.125;359;0.0445682451253481;763.8297872340426;0.3;6.382978723404256;-14;-0.06;-7;-1;3;0.0239234449760765;0.3;0.1566666666666666;1.0;1;2;3;1;0;0;1;0;0.3;0.75;0.0071770334928229;3.333333333333333;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;São Paulo;10;3;3;201;778;Criciúma;0;2;16;10;3;3;0.7;0.3;657;0.88;10;13;0;2;0;0;7;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.03;0.0;578;0.0173010380622837;825.7142857142858;0.4375;10.0;6;0.3999999999999999;1;-2;-3;0.0243531202435312;0.0625;0.7;7.0;0;1;1;0;1;0;1;0;0.0625;0.3333333333333333;0.0015220700152207;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-16;São Paulo;10;3;3;201;777;Vasco da Gama;1;0;14;9;6;3;0.48;0.52;415;0.85;8;6;1;0;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.0577777777777777;0.125;353;0.0226628895184136;735.4166666666667;0.2142857142857142;6.25;5;-0.04;-2;1;2;0.0337349397590361;0.2142857142857142;0.16;1.0;1;2;3;1;0;0;0;1;0.2142857142857142;0.5;0.0072289156626506;4.666666666666667;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;São Paulo;10;3;9;201;656;Cuiabá;2;2;12;7;3;3;0.79;0.21;719;0.9;8;12;2;2;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3;0.03;0.25;647;0.0123647604327666;818.9873417721518;0.5833333333333334;8.860759493670885;5;0.5800000000000001;4;0;-4;0.0166898470097357;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;São Paulo;10;3;28;201;652;Corinthians;6;6;19;11;8;3;0.53;0.47;379;0.86;18;17;6;4;0;2;7;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0427272727272727;0.3333333333333333;326;0.0552147239263803;615.0943396226414;0.3684210526315789;13.20754716981132;8;0.06;5;0;1;0.050131926121372;0.1578947368421052;0.1766666666666666;2.333333333333333;1;2;3;1;0;0;0;1;0.1578947368421052;0.375;0.0079155672823219;6.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;São Paulo;-1;3;3;201;210;Botafogo;5;4;20;10;3;1;0.6;0.4;395;0.84;11;15;4;3;1;1;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.04;0.4545454545454545;332;0.0331325301204819;553.3333333333334;0.2;6.666666666666667;10;0.1999999999999999;1;1;-4;0.050632911392405;0.05;0.6;4.0;0;1;1;0;1;0;0;1;0.05;0.3333333333333333;0.0025316455696202;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;São Paulo;10;3;3;201;641;Internacional;5;1;7;14;2;6;0.61;0.39;460;0.85;18;16;5;1;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4;0.0278571428571428;0.2777777777777778;391;0.0460358056265984;640.983606557377;0.2857142857142857;3.278688524590164;-7;0.2199999999999999;-2;4;2;0.0152173913043478;0.1428571428571428;0.61;2.0;1;0;1;0;0;1;0;1;0.1428571428571428;0.5;0.0021739130434782;7.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;São Paulo;-1;17;3;201;210;Botafogo;2;2;6;22;1;6;0.36;0.64;318;0.73;13;11;2;2;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.029090909090909;0.1538461538461538;232;0.0560344827586206;644.4444444444445;0.1666666666666666;2.7777777777777777;-16;-0.28;-3;0;2;0.0188679245283018;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;São Paulo;10;17;3;201;636;Cruzeiro;3;4;14;14;4;1;0.39;0.61;332;0.79;10;11;3;4;0;0;7;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7;0.0435714285714285;0.3;262;0.0381679389312977;671.7948717948718;0.5;17.94871794871795;0;-0.2199999999999999;0;-1;-1;0.0421686746987951;0.0714285714285714;0.39;7.0;0;1;1;1;0;0;1;0;0.0714285714285714;0.25;0.003012048192771;14.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-12;São Paulo;12;3;2;201;220;Atlético Mineiro;3;5;15;12;3;4;0.6;0.4;486;0.88;16;11;3;5;0;0;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0333333333333333;0.1875;428;0.0373831775700934;713.3333333333334;0.3333333333333333;8.333333333333334;3;0.1999999999999999;4;-2;5;0.0308641975308641;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;São Paulo;10;3;3;201;197;Fluminense;4;4;14;10;3;5;0.56;0.44;513;0.88;16;13;4;4;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.044;0.25;451;0.0354767184035476;805.3571428571428;0.2857142857142857;7.142857142857142;4;0.12;-1;0;3;0.0272904483430799;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;São Paulo;12;3;29;201;220;Atlético Mineiro;2;4;13;5;4;2;0.57;0.43;463;0.88;15;16;2;4;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.086;0.1333333333333333;407;0.0368550368550368;714.0350877192983;0.5384615384615384;12.280701754385966;8;0.1399999999999999;5;-2;-1;0.0280777537796976;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;São Paulo;10;0;7;201;693;Vitória;0;2;12;10;3;4;0.59;0.41;536;0.89;7;8;0;2;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0409999999999999;0.0;477;0.0146750524109014;808.4745762711865;0.3333333333333333;6.779661016949153;2;0.18;1;-2;-1;0.0223880597014925;0.1666666666666666;0.295;2.0;2;0;2;1;0;0;0;1;0.1666666666666666;0.6666666666666666;0.003731343283582;6.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-22;São Paulo;-1;3;0;201;225;Nacional;2;2;12;12;5;2;0.65;0.35;522;0.85;9;10;2;2;0;0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0291666666666666;0.2222222222222222;444;0.0202702702702702;683.0769230769231;0.1666666666666666;3.0769230769230766;0;0.3;-2;0;-1;0.0229885057471264;0.1666666666666666;0.325;1.0;1;1;2;1;0;0;0;1;0.1666666666666666;0.4;0.003831417624521;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;São Paulo;10;6;3;201;217;Palmeiras;3;5;8;24;4;8;0.46;0.54;380;0.82;12;17;1;4;2;1;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6;0.0225;0.25;312;0.0384615384615384;678.2608695652174;0.125;2.1739130434782608;-16;-0.08;-5;-2;-5;0.0210526315789473;0.125;0.46;1.0;0;1;1;0;0;1;1;0;0.125;0.25;0.0026315789473684;8.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-15;São Paulo;-1;3;0;201;225;Nacional;4;2;2;14;0;2;0.65;0.35;567;0.88;11;11;4;2;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0249999999999999;0.3636363636363636;499;0.0220440881763527;767.6923076923076;0.0;0.0;-12;0.3;-4;2;0;0.0035273368606701;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;São Paulo;10;3;3;201;776;Atlético Goianiense;1;2;12;13;7;6;0.45;0.55;451;0.86;15;8;1;2;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.0423076923076923;0.0666666666666666;388;0.0386597938144329;862.2222222222222;0.25;6.666666666666666;-1;-0.1;1;-1;7;0.0266075388026607;0.0833333333333333;0.45;3.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.1428571428571428;0.0022172949002217;12.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
