Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marco Carnesecchi-Atalanta;Odilon Kossounou-Atalanta;Berat Djimsiti-Atalanta;Marten de Roon-Atalanta;Raoul Bellanova-Atalanta;Mario Pašalić-Atalanta;Éderson dos Santos-Atalanta;Davide Zappacosta-Atalanta;Charles De Ketelaere-Atalanta;Ademola Lookman-Atalanta;Mateo Retegui-Atalanta;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Isak Hien-Atalanta;Juan Guillermo Cuadrado-Atalanta;Sead Kolašinac-Atalanta;Stefan Posch-Atalanta;Rafael Tolói-Atalanta;Ibrahim Sulemana-Atalanta;Matteo Ruggeri-Atalanta;Lazar Samardžić-Atalanta;Marco Brescianini-Atalanta;Rui Patrício-Atalanta;Giorgio Scalvini-Atalanta;Marco Palestra-Atalanta;Nicolò Zaniolo-Atalanta;Juan Musso-Atalanta;Emil Holm-Atalanta;Teun Koopmeiners-Atalanta;Gianluca Scamacca-Atalanta;Giovanni Bonfanti-Atalanta;Hans Hateboer-Atalanta;Aleksei Miranchuk-Atalanta;El Bilal Touré-Atalanta;Mitchel Bakker-Atalanta;Luis Muriel-Atalanta;Tommaso Del Lungo-Atalanta;Michel Adopo-Atalanta;Nadir Zortea-Atalanta;Duván Zapata-Atalanta;Marco Sportiello-Atalanta;Joakim Mæhle-Atalanta;Rasmus Højlund-Atalanta;Brandon Soppy-Atalanta;José Luis Palomino-Atalanta
2025-01-18;Atalanta;4;29;0;17;69;Napoli;4;2;15;6;6;3;0.57;0.43;545;0.86;18;9;4;2;0;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0716666666666666;0.2222222222222222;469;0.0383795309168443;822.8070175438597;0.2;5.2631578947368425;9;0.1399999999999999;2;2;9;0.0275229357798165;0.1333333333333333;0.285;1.5;1;1;2;0;0;1;0;1;0.1333333333333333;0.3333333333333333;0.0036697247706422;7.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Atalanta;4;29;3;17;14;Juventus;1;1;17;17;6;9;0.61;0.39;643;0.91;10;7;1;1;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;3;0.0229411764705882;0.1;585;0.017094017094017;959.016393442623;0.1764705882352941;4.918032786885246;0;0.2199999999999999;0;0;3;0.0264385692068429;0.0588235294117647;0.61;3.0;0;1;1;0;1;0;0;1;0.0588235294117647;0.1666666666666666;0.0015552099533437;17.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Atalanta;4;29;2;17;72;Udinese;2;1;4;12;2;3;0.55;0.45;493;0.82;16;4;2;1;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;5;0.0375;0.125;404;0.0396039603960396;734.5454545454545;0.75;5.454545454545454;-8;0.1;-2;1;12;0.0081135902636916;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-02;Atalanta;-1;17;30;17;7;Inter;1;1;15;21;3;6;0.48;0.52;489;0.89;14;9;1;1;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0247619047619047;0.0714285714285714;435;0.032183908045977;906.25;0.3333333333333333;10.416666666666668;-6;-0.04;-2;0;5;0.0306748466257668;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-28;Atalanta;4;29;3;17;71;Lazio;3;2;14;11;4;5;0.6;0.4;539;0.85;11;6;3;2;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.0363636363636363;0.2727272727272727;458;0.0240174672489082;763.3333333333334;0.5;11.666666666666668;3;0.1999999999999999;5;1;5;0.0259740259740259;0.0714285714285714;0.6;7.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.25;0.0018552875695732;14.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Atalanta;4;17;17;17;75;Empoli;1;1;16;7;7;3;0.66;0.34;572;0.88;11;15;1;1;0;0;6;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.0485714285714285;0.0909090909090909;503;0.0218687872763419;762.1212121212121;0.375;9.09090909090909;9;0.32;3;0;-4;0.0279720279720279;0.1875;0.22;2.0;2;1;3;1;0;0;0;1;0.1875;0.4285714285714285;0.0052447552447552;5.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-18;Atalanta;35;17;17;17;599;Cesena Football Club;2;1;17;5;10;1;0.59;0.41;654;0.9;9;7;2;1;0;0;8;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2;0.0819999999999999;0.2222222222222222;589;0.0152801358234295;998.3050847457628;0.4705882352941176;13.559322033898306;12;0.18;6;1;2;0.0259938837920489;0.3529411764705882;0.0983333333333333;1.3333333333333333;4;2;6;1;0;0;0;1;0.3529411764705882;0.6;0.0091743119266055;2.833333333333333;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Atalanta;4;17;2;17;79;Cagliari;3;3;12;12;2;8;0.57;0.43;511;0.85;10;16;3;3;0;0;5;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.0358333333333333;0.3;434;0.0230414746543778;761.4035087719299;0.4166666666666667;8.771929824561404;0;0.1399999999999999;3;0;-6;0.0234833659491193;0.0833333333333333;0.57;5.0;0;1;1;1;0;0;1;0;0.0833333333333333;0.5;0.0019569471624266;12.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-10;Atalanta;0;29;3;17;12;Real Madrid;1;2;20;10;9;6;0.56;0.44;571;0.89;15;13;1;2;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.044;0.0666666666666666;508;0.0295275590551181;907.1428571428572;0.25;8.928571428571427;10;0.12;3;-1;2;0.0350262697022767;0.1;0.28;2.5;1;1;2;0;0;1;0;1;0.1;0.2222222222222222;0.0035026269702276;10.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-06;Atalanta;4;29;3;17;25;Milan;2;0;17;6;8;2;0.52;0.48;486;0.88;14;13;2;0;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0;0.08;0.1428571428571428;428;0.0327102803738317;823.0769230769231;0.4117647058823529;13.461538461538462;11;0.04;7;2;1;0.0349794238683127;0.1176470588235294;0.26;3.5;1;1;2;1;0;0;0;1;0.1176470588235294;0.25;0.0041152263374485;8.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-02;Atalanta;4;17;23;17;74;Roma;3;2;18;5;7;1;0.52;0.48;469;0.83;13;17;3;2;0;0;4;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2;0.096;0.2307692307692307;389;0.0334190231362467;748.0769230769231;0.2222222222222222;7.692307692307692;13;0.04;2;1;-4;0.0383795309168443;0.1111111111111111;0.26;2.0;0;2;2;1;0;0;1;0;0.1111111111111111;0.2857142857142857;0.0042643923240938;9.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Atalanta;0;17;0;17;35;Young Boys;1;2;18;9;10;1;0.56;0.44;444;0.86;7;16;1;2;0;0;9;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;0.0488888888888888;0.1428571428571428;382;0.0183246073298429;682.1428571428571;0.5;16.07142857142857;9;0.12;2;-1;-9;0.0405405405405405;0.3333333333333333;0.0933333333333333;1.5;4;2;6;1;0;0;1;0;0.3333333333333333;0.6;0.0135135135135135;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Atalanta;4;29;3;17;76;Parma;2;0;15;9;6;3;0.55;0.45;609;0.85;8;6;2;0;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2;0.05;0.25;518;0.0154440154440154;941.8181818181818;0.3333333333333333;9.09090909090909;6;0.1;3;2;2;0.0246305418719211;0.2;0.1833333333333333;1.6666666666666667;2;1;3;1;0;0;1;0;0.2;0.5;0.0049261083743842;5.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Atalanta;4;17;2;17;72;Udinese;1;1;10;11;3;6;0.54;0.46;425;0.76;10;13;1;1;0;0;4;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.0418181818181818;0.1;323;0.0309597523219814;598.1481481481482;0.4;7.4074074074074066;-1;0.08;-1;0;-3;0.0235294117647058;0.2;0.27;2.0;0;2;2;1;0;0;0;1;0.2;0.6666666666666666;0.0047058823529411;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Atalanta;0;17;3;17;18;Stuttgart;3;2;9;10;4;1;0.44;0.56;450;0.81;17;8;3;2;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.056;0.1764705882352941;364;0.0467032967032967;827.2727272727273;0.3333333333333333;6.818181818181818;-1;-0.12;-1;1;9;0.02;0.2222222222222222;0.22;1.5;0;2;2;1;0;0;1;0;0.2222222222222222;0.5;0.0044444444444444;4.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Atalanta;4;29;0;17;69;Napoli;2;2;12;13;3;3;0.49;0.51;545;0.86;8;10;2;2;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.0392307692307692;0.25;469;0.0170575692963752;957.1428571428572;0.25;6.122448979591836;-1;-0.02;-1;0;-2;0.0220183486238532;0.25;0.1633333333333333;1.0;2;1;3;1;0;0;1;0;0.25;1.0;0.0055045871559633;4.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Atalanta;4;17;17;17;80;Monza;2;3;16;4;6;3;0.54;0.46;524;0.85;14;11;2;3;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1;0.115;0.1428571428571428;445;0.0314606741573033;824.074074074074;0.3125;9.25925925925926;12;0.08;4;-1;3;0.0305343511450381;0.125;0.27;2.5;0;2;2;1;0;0;0;1;0.125;0.3333333333333333;0.0038167938931297;8.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Atalanta;4;17;17;17;77;Hellas Verona;0;1;19;4;10;2;0.69;0.31;784;0.9;3;15;0;1;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2;0.0775;0.0;706;0.0042492917847025;1023.1884057971016;0.2105263157894736;5.797101449275363;15;0.3799999999999999;2;-1;-12;0.024234693877551;0.3157894736842105;0.1149999999999999;0.6666666666666666;5;1;6;1;0;0;0;1;0.3157894736842105;0.6;0.0076530612244897;3.1666666666666665;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Atalanta;0;29;0;17;20;Celtic F. C.;0;1;22;4;6;2;0.67;0.33;633;0.86;5;9;0;1;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0825;0.0;544;0.0091911764705882;811.9402985074627;0.3181818181818182;10.44776119402985;18;0.34;3;-1;-4;0.0347551342812006;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Atalanta;4;17;17;17;81;Venezia;1;1;16;12;7;4;0.58;0.42;503;0.81;6;12;1;1;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;0.0349999999999999;0.1666666666666666;407;0.0147420147420147;701.7241379310345;0.3125;8.620689655172415;4;0.1599999999999999;3;0;-6;0.0318091451292246;0.125;0.29;2.5;1;1;2;1;0;0;1;0;0.125;0.2857142857142857;0.003976143141153;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Atalanta;4;17;2;17;83;Genoa;0;0;23;7;8;2;0.63;0.37;579;0.89;9;15;0;0;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;0.0528571428571428;0.0;515;0.0174757281553398;817.4603174603175;0.1739130434782608;6.349206349206349;16;0.26;2;0;-6;0.0397236614853195;0.217391304347826;0.126;0.8;1;4;5;1;0;0;0;1;0.217391304347826;0.625;0.0086355785837651;4.6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Atalanta;0;29;7;17;30;Shakhtar;2;1;22;6;5;0;0.54;0.46;482;0.87;8;6;2;1;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;3;0.0766666666666666;0.25;419;0.0190930787589498;775.9259259259259;0.2272727272727272;9.25925925925926;16;0.08;2;1;2;0.0456431535269709;0.1363636363636363;0.18;1.6666666666666667;2;1;3;1;0;0;1;0;0.1363636363636363;0.6;0.0062240663900414;7.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Atalanta;4;29;0;17;29;Bolonia;3;4;23;5;5;1;0.65;0.35;524;0.86;12;16;3;3;0;1;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0699999999999999;0.25;451;0.0266075388026607;693.8461538461538;0.391304347826087;13.846153846153843;18;0.3;7;-1;-4;0.0438931297709923;0.0434782608695652;0.65;9.0;0;1;1;0;1;0;1;0;0.0434782608695652;0.2;0.0019083969465648;23.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Atalanta;4;29;3;17;78;Como;1;3;8;14;5;7;0.59;0.41;533;0.86;12;17;1;3;0;0;6;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.0292857142857142;0.0833333333333333;458;0.0262008733624454;776.271186440678;0.75;10.16949152542373;-6;0.18;4;-2;-5;0.0150093808630394;0.25;0.295;3.0;1;1;2;0;0;1;0;1;0.25;0.4;0.0037523452157598;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Atalanta;0;17;0;17;9;Arsenal;1;0;8;6;2;2;0.54;0.46;496;0.83;7;10;1;0;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2;0.0766666666666666;0.1428571428571428;412;0.0169902912621359;762.9629629629629;0.5;7.4074074074074066;2;0.08;2;1;-3;0.0161290322580645;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Atalanta;4;17;17;17;70;Fiorentina;2;3;13;13;7;5;0.52;0.48;418;0.8;16;15;2;3;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2;0.0369230769230769;0.125;334;0.0479041916167664;642.3076923076923;0.3846153846153846;9.615384615384617;0;0.04;3;-1;1;0.0311004784688995;0.2307692307692307;0.1733333333333333;1.6666666666666667;3;0;3;1;0;0;0;1;0.2307692307692307;0.4285714285714285;0.0071770334928229;4.333333333333333;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-30;Atalanta;4;17;2;17;7;Inter;2;0;11;13;1;4;0.45;0.55;413;0.89;15;6;2;0;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3;0.0423076923076923;0.1333333333333333;368;0.0407608695652173;817.7777777777777;0.3636363636363636;8.88888888888889;-2;-0.1;1;2;9;0.0266343825665859;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Atalanta;4;17;2;17;73;Torino;4;3;25;13;9;7;0.58;0.42;461;0.86;14;11;4;3;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;4;0.0323076923076923;0.2857142857142857;396;0.0353535353535353;682.7586206896552;0.24;10.344827586206897;12;0.1599999999999999;2;1;3;0.054229934924078;0.04;0.58;6.0;1;0;1;0;0;1;1;0;0.04;0.1111111111111111;0.0021691973969631;25.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Atalanta;4;29;3;17;82;Lecce;2;0;11;21;6;4;0.53;0.47;465;0.83;24;10;2;0;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;5;0.0223809523809523;0.0833333333333333;386;0.0621761658031088;728.3018867924528;0.2727272727272727;5.660377358490566;-10;0.06;-2;2;14;0.0236559139784946;0.3636363636363636;0.1325;0.75;2;2;4;1;0;0;1;0;0.3636363636363636;0.6666666666666666;0.0086021505376344;2.75;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Atalanta;17;29;0;17;12;Real Madrid;2;2;7;13;2;6;0.48;0.52;507;0.85;19;12;2;2;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5;0.04;0.1052631578947368;431;0.0440835266821345;897.9166666666667;0.2857142857142857;4.166666666666667;-6;-0.04;-3;0;7;0.0138067061143984;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Atalanta;4;29;3;17;70;Fiorentina;0;2;12;8;3;4;0.54;0.46;480;0.81;5;9;0;2;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;4;0.0575;0.0;389;0.0128534704370179;720.3703703703703;0.3333333333333333;7.4074074074074066;4;0.08;0;-2;-4;0.025;0.1666666666666666;0.27;2.0;2;0;2;0;0;1;0;1;0.1666666666666666;0.6666666666666666;0.0041666666666666;6.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Atalanta;4;17;29;17;73;Torino;1;1;18;8;7;1;0.39;0.61;368;0.83;18;10;1;1;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;5;0.07625;0.0555555555555555;305;0.0590163934426229;782.051282051282;0.1111111111111111;5.128205128205128;10;-0.2199999999999999;-3;0;8;0.0489130434782608;0.1666666666666666;0.13;0.6666666666666666;2;1;3;1;0;0;0;1;0.1666666666666666;0.4285714285714285;0.0081521739130434;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Atalanta;5;17;17;17;6;Leverkusen;4;3;10;10;7;3;0.33;0.67;332;0.71;21;12;4;3;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.067;0.1904761904761904;236;0.0889830508474576;715.1515151515151;0.2;6.0606060606060606;0;-0.34;-3;1;9;0.0301204819277108;0.3;0.11;0.6666666666666666;2;1;3;1;0;0;0;1;0.3;0.4285714285714285;0.0090361445783132;3.333333333333333;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Atalanta;4;29;1;17;82;Lecce;4;0;19;11;9;3;0.56;0.44;554;0.86;20;7;4;0;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2;0.04;0.2;476;0.042016806722689;849.9999999999999;0.2631578947368421;8.928571428571427;8;0.12;3;4;13;0.0342960288808664;0.1052631578947368;0.28;2.5;0;2;2;1;0;0;1;0;0.1052631578947368;0.2222222222222222;0.003610108303249;9.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
