Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marco Carnesecchi-Atalanta;Odilon Kossounou-Atalanta;Berat Djimsiti-Atalanta;Marten de Roon-Atalanta;Raoul Bellanova-Atalanta;Mario Pašalić-Atalanta;Éderson dos Santos-Atalanta;Davide Zappacosta-Atalanta;Charles De Ketelaere-Atalanta;Ademola Lookman-Atalanta;Mateo Retegui-Atalanta;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Isak Hien-Atalanta;Juan Guillermo Cuadrado-Atalanta;Sead Kolašinac-Atalanta;Stefan Posch-Atalanta;Rafael Tolói-Atalanta;Ibrahim Sulemana-Atalanta;Matteo Ruggeri-Atalanta;Lazar Samardžić-Atalanta;Marco Brescianini-Atalanta;Rui Patrício-Atalanta;Giorgio Scalvini-Atalanta;Marco Palestra-Atalanta;Nicolò Zaniolo-Atalanta;Juan Musso-Atalanta;Emil Holm-Atalanta;Teun Koopmeiners-Atalanta;Gianluca Scamacca-Atalanta;Giovanni Bonfanti-Atalanta;Hans Hateboer-Atalanta;Aleksei Miranchuk-Atalanta;El Bilal Touré-Atalanta;Mitchel Bakker-Atalanta;Luis Muriel-Atalanta;Tommaso Del Lungo-Atalanta;Michel Adopo-Atalanta;Nadir Zortea-Atalanta;Duván Zapata-Atalanta;Marco Sportiello-Atalanta;Joakim Mæhle-Atalanta;Rasmus Højlund-Atalanta;Brandon Soppy-Atalanta;José Luis Palomino-Atalanta
2024-05-15;Atalanta;35;17;2;17;14;Juventus;3;2;13;9;0;2;0.66;0.34;599;0.87;13;9;3;2;0;0;2;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.0377777777777777;0.2307692307692307;521;0.0249520153550863;789.3939393939394;0.1538461538461538;3.0303030303030303;4;0.32;0;1;4;0.021702838063439;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Atalanta;4;17;3;17;74;Roma;1;1;24;9;7;6;0.58;0.42;539;0.86;11;11;1;1;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.0466666666666666;0.0909090909090909;464;0.0237068965517241;800.0;0.25;10.344827586206897;15;0.1599999999999999;5;0;0;0.0445269016697588;0.0833333333333333;0.29;3.0;2;0;2;1;0;0;0;1;0.0833333333333333;0.2857142857142857;0.0037105751391465;12.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-09;Atalanta;5;17;17;17;764;Marsella;2;0;16;6;8;1;0.46;0.54;439;0.78;17;7;2;0;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0;0.09;0.1176470588235294;342;0.0497076023391812;743.4782608695651;0.1875;6.521739130434782;10;-0.08;3;2;10;0.0364464692482915;0.1875;0.1533333333333333;1.0;1;2;3;1;0;0;0;1;0.1875;0.375;0.0068337129840546;5.333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-06;Atalanta;4;17;17;17;607;Salernitana;0;1;17;9;4;2;0.7;0.3;691;0.85;10;12;0;1;0;0;7;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1;0.0333333333333333;0.0;587;0.0170357751277683;838.5714285714287;0.4117647058823529;10.0;8;0.3999999999999999;6;-1;-2;0.024602026049204;0.1176470588235294;0.35;3.5;0;2;2;1;0;0;1;0;0.1176470588235294;0.5;0.0028943560057887;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Atalanta;5;17;4;17;764;Marsella;0;1;8;14;2;3;0.51;0.49;426;0.77;16;12;0;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;11;0.0349999999999999;0.0;328;0.048780487804878;643.1372549019608;0.125;1.96078431372549;-6;0.02;-10;-1;4;0.0187793427230046;0.125;0.51;1.0;1;0;1;0;1;0;1;0;0.125;0.5;0.0023474178403755;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Atalanta;4;17;17;17;75;Empoli;1;2;17;11;5;2;0.59;0.41;460;0.79;19;14;1;2;0;0;8;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1;0.0372727272727272;0.0526315789473684;363;0.0523415977961432;615.2542372881356;0.4705882352941176;13.559322033898306;6;0.18;7;-1;5;0.0369565217391304;0.1176470588235294;0.295;4.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.4;0.0043478260869565;8.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Atalanta;35;29;3;17;70;Fiorentina;2;3;17;9;6;4;0.58;0.42;473;0.76;16;10;2;2;0;1;2;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.0466666666666666;0.125;359;0.0445682451253481;618.9655172413793;0.1176470588235294;3.4482758620689657;8;0.1599999999999999;-1;-1;6;0.0359408033826638;0.2352941176470588;0.145;0.5;1;3;4;1;0;0;0;1;0.2352941176470588;0.6666666666666666;0.0084566596194503;4.25;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Atalanta;4;17;3;17;80;Monza;2;3;12;17;6;2;0.41;0.59;382;0.78;13;8;2;3;0;0;8;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.0347058823529411;0.1538461538461538;298;0.0436241610738255;726.829268292683;0.6666666666666666;19.51219512195122;-5;-0.18;6;-1;5;0.031413612565445;0.1666666666666666;0.205;4.0;1;1;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0052356020942408;6.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-18;Atalanta;5;29;0;17;2;Liverpool;3;0;8;10;2;5;0.3;0.7;287;0.64;14;10;3;0;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0699999999999999;0.2142857142857142;184;0.0760869565217391;613.3333333333334;0.25;6.666666666666667;-2;-0.3999999999999999;1;3;4;0.0278745644599303;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-15;Atalanta;4;29;7;17;77;Hellas Verona;0;2;16;13;9;5;0.6;0.4;500;0.77;6;10;0;2;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0307692307692307;0.0;385;0.0155844155844155;641.6666666666667;0.3125;8.333333333333334;3;0.1999999999999999;1;-2;-4;0.032;0.125;0.3;2.5;2;0;2;0;1;0;0;1;0.125;0.2222222222222222;0.004;8.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-11;Atalanta;5;29;0;17;2;Liverpool;2;0;11;19;7;5;0.29;0.71;270;0.63;16;7;2;0;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.0373684210526315;0.125;170;0.0941176470588235;586.2068965517242;0.1818181818181818;6.896551724137932;-8;-0.42;-2;2;9;0.0407407407407407;0.2727272727272727;0.0966666666666666;0.6666666666666666;1;2;3;1;0;0;1;0;0.2727272727272727;0.4285714285714285;0.0111111111111111;3.6666666666666665;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Atalanta;4;29;0;17;79;Cagliari;3;3;7;11;2;3;0.63;0.37;493;0.76;19;16;3;3;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4;0.0336363636363636;0.1578947368421052;375;0.0506666666666666;595.2380952380952;0.5714285714285714;6.349206349206349;-4;0.26;0;0;3;0.0141987829614604;0.1428571428571428;0.63;4.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.5;0.0020283975659229;7.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-03;Atalanta;35;29;3;17;70;Fiorentina;3;2;10;20;3;4;0.51;0.49;389;0.75;21;11;3;2;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.0245;0.1428571428571428;292;0.071917808219178;572.5490196078431;0.3;5.88235294117647;-10;0.02;-6;1;10;0.0257069408740359;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Atalanta;4;29;0;17;69;Napoli;2;2;12;20;6;6;0.38;0.62;382;0.82;13;6;2;2;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;7;0.031;0.1538461538461538;313;0.0415335463258785;823.6842105263157;0.4166666666666667;13.157894736842104;-8;-0.24;-2;0;7;0.031413612565445;0.25;0.1266666666666666;1.6666666666666667;2;1;3;1;0;0;1;0;0.25;0.5;0.0078534031413612;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-14;Atalanta;5;17;17;17;8;Sporting Lisboa;1;0;10;8;5;4;0.4;0.6;410;0.81;15;10;1;0;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.075;0.0666666666666666;332;0.0451807228915662;830.0;0.3;7.5;2;-0.1999999999999999;0;1;5;0.024390243902439;0.2;0.2;1.5;0;2;2;1;0;0;0;1;0.2;0.4;0.0048780487804878;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Atalanta;4;17;17;17;14;Juventus;1;0;7;18;3;5;0.49;0.51;497;0.85;10;12;1;0;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.0283333333333333;0.1;422;0.0236966824644549;861.2244897959184;0.4285714285714285;6.122448979591836;-11;-0.02;-1;1;-2;0.0140845070422535;0.2857142857142857;0.245;1.5;1;1;2;0;1;0;1;0;0.2857142857142857;0.6666666666666666;0.0040241448692152;3.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-06;Atalanta;5;6;17;17;8;Sporting Lisboa;3;1;13;5;3;2;0.52;0.48;451;0.81;18;14;3;1;0;0;10;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.096;0.1666666666666666;365;0.0493150684931506;701.9230769230769;0.7692307692307693;19.23076923076923;8;0.04;6;2;4;0.0288248337028824;0.0769230769230769;0.52;10.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0022172949002217;13.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-03;Atalanta;4;29;7;17;29;Bolonia;3;2;11;11;2;6;0.55;0.45;543;0.82;11;12;3;2;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;2;0.0409090909090909;0.2727272727272727;445;0.0247191011235955;809.090909090909;0.5454545454545454;10.909090909090908;0;0.1;4;1;-1;0.0202578268876611;0.0909090909090909;0.55;6.0;1;0;1;0;0;1;0;1;0.0909090909090909;0.5;0.001841620626151;11.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-28;Atalanta;4;29;2;17;7;Inter;6;2;6;15;1;7;0.41;0.59;409;0.86;15;10;6;2;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.0393333333333333;0.4;352;0.0426136363636363;858.5365853658537;0.1666666666666666;2.4390243902439024;-9;-0.18;-3;4;5;0.0146699266503667;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-25;Atalanta;4;29;3;17;25;Milan;4;1;8;20;3;7;0.31;0.69;294;0.73;16;12;4;1;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5;0.0344999999999999;0.25;215;0.0744186046511627;693.5483870967741;0.375;9.67741935483871;-12;-0.3799999999999999;-2;3;4;0.0272108843537414;0.125;0.31;3.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0034013605442176;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Atalanta;4;29;3;17;593;Sassuolo;0;0;27;12;13;4;0.57;0.43;544;0.83;10;9;0;0;0;0;11;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.0358333333333333;0.0;452;0.0221238938053097;792.9824561403509;0.4074074074074074;19.29824561403509;15;0.1399999999999999;6;0;1;0.0496323529411764;0.1111111111111111;0.1899999999999999;3.6666666666666665;1;2;3;1;0;0;0;1;0.1111111111111111;0.2307692307692307;0.0055147058823529;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;Atalanta;4;17;2;17;83;Genoa;4;3;14;15;9;6;0.44;0.56;420;0.76;13;8;4;3;0;0;4;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.0373333333333333;0.3076923076923077;319;0.0407523510971786;725.0;0.2857142857142857;9.090909090909092;-1;-0.12;-3;1;5;0.0333333333333333;0.2857142857142857;0.11;1.0;1;3;4;1;0;0;1;0;0.2857142857142857;0.4444444444444444;0.0095238095238095;3.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Atalanta;4;29;0;17;71;Lazio;2;3;19;7;5;1;0.54;0.46;552;0.86;13;14;2;3;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1;0.0657142857142857;0.1538461538461538;475;0.0273684210526315;879.6296296296296;0.3157894736842105;11.11111111111111;12;0.08;5;-1;-1;0.0344202898550724;0.1578947368421052;0.18;2.0;2;1;3;1;0;0;0;1;0.1578947368421052;0.6;0.0054347826086956;6.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Atalanta;4;17;23;17;72;Udinese;2;1;14;13;11;5;0.59;0.41;530;0.82;8;11;2;1;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0315384615384615;0.25;435;0.0183908045977011;737.2881355932204;0.2857142857142857;6.779661016949153;1;0.18;0;1;-3;0.0264150943396226;0.1428571428571428;0.295;2.0;2;0;2;1;0;0;0;1;0.1428571428571428;0.1818181818181818;0.0037735849056603;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-15;Atalanta;4;17;7;17;611;Frosinone;0;1;21;8;9;5;0.48;0.52;483;0.81;11;8;0;1;0;0;8;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2;0.065;0.0;391;0.0281329923273657;814.5833333333334;0.3809523809523809;16.666666666666668;13;-0.04;6;-1;3;0.0434782608695652;0.238095238095238;0.096;1.6;3;2;5;1;0;0;0;1;0.238095238095238;0.5555555555555556;0.010351966873706;4.2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-10;Atalanta;35;29;6;17;25;Milan;1;3;11;10;5;5;0.38;0.62;371;0.79;13;7;1;2;0;1;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7;0.062;0.0769230769230769;293;0.0443686006825938;771.0526315789474;0.2727272727272727;7.894736842105263;1;-0.24;-4;-2;6;0.0296495956873315;0.1818181818181818;0.19;1.5;1;1;2;1;0;0;1;0;0.1818181818181818;0.4;0.0053908355795148;5.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-07;Atalanta;4;17;2;17;74;Roma;6;1;8;16;2;6;0.44;0.56;377;0.77;14;14;6;1;0;0;5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;0.035;0.4285714285714285;290;0.0482758620689655;659.0909090909091;0.625;11.363636363636363;-8;-0.12;-1;5;0;0.0212201591511936;0.125;0.44;5.0;1;0;1;0;1;0;1;0;0.125;0.5;0.0026525198938992;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-03;Atalanta;35;29;2;17;593;Sassuolo;0;1;25;10;8;4;0.59;0.41;566;0.87;7;5;0;1;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.0409999999999999;0.0;492;0.0142276422764227;833.8983050847459;0.28;11.864406779661016;15;0.18;0;-1;2;0.0441696113074204;0.12;0.1966666666666666;2.333333333333333;1;2;3;1;0;0;0;1;0.12;0.375;0.0053003533568904;8.333333333333334;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-30;Atalanta;4;29;0;17;82;Lecce;2;2;17;15;4;2;0.63;0.37;545;0.81;10;16;2;2;0;0;5;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;0.0246666666666666;0.2;441;0.0226757369614512;700.0;0.2941176470588235;7.936507936507937;2;0.26;-1;0;-6;0.0311926605504587;0.0588235294117647;0.63;5.0;0;1;1;1;0;0;0;1;0.0588235294117647;0.25;0.0018348623853211;17.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-23;Atalanta;4;29;3;17;29;Bolonia;4;2;12;9;2;1;0.39;0.61;390;0.77;14;10;4;2;0;0;5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.0677777777777777;0.2857142857142857;300;0.0466666666666666;769.2307692307692;0.4166666666666667;12.82051282051282;3;-0.2199999999999999;2;2;4;0.0307692307692307;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-18;Atalanta;4;29;20;17;607;Salernitana;1;2;20;10;11;3;0.52;0.48;482;0.82;9;11;1;2;0;0;10;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;7;0.048;0.1111111111111111;395;0.0227848101265822;759.6153846153846;0.5;19.23076923076923;10;0.04;3;-1;-2;0.0414937759336099;0.2;0.13;2.5;0;4;4;1;0;0;0;1;0.2;0.3636363636363636;0.0082987551867219;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-14;Atalanta;5;6;6;17;-1;Raków Częstochowa;2;1;15;15;6;3;0.49;0.51;411;0.79;16;10;2;1;0;0;6;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.034;0.125;325;0.0492307692307692;663.265306122449;0.4;12.244897959183673;0;-0.02;0;1;6;0.0364963503649635;0.2666666666666666;0.1225;1.5;2;2;4;1;0;0;1;0;0.2666666666666666;0.6666666666666666;0.0097323600973236;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Atalanta;4;29;0;17;25;Milan;1;4;19;14;7;4;0.42;0.58;414;0.84;11;11;1;3;0;1;6;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;0.0414285714285714;0.0909090909090909;348;0.0316091954022988;828.5714285714286;0.3157894736842105;14.285714285714286;5;-0.1599999999999999;2;-3;0;0.0458937198067632;0.1578947368421052;0.1399999999999999;2.0;1;2;3;1;0;0;0;1;0.1578947368421052;0.4285714285714285;0.0072463768115942;6.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-04;Atalanta;4;17;29;17;73;Torino;2;2;10;9;4;5;0.45;0.55;399;0.79;14;12;2;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.0611111111111111;0.1428571428571428;315;0.0444444444444444;700.0;0.3;6.666666666666666;1;-0.1;-1;0;2;0.025062656641604;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
