Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Đorđe Petrović-Racing de Estrasburgo;Guéla Doué-Racing de Estrasburgo;Mamadou Sarr-Racing de Estrasburgo;Ismaël Doukouré-Racing de Estrasburgo;Dilane Bakwa-Racing de Estrasburgo;Andrey Santos-Racing de Estrasburgo;Valentín Barco-Racing de Estrasburgo;Diego Moreira-Racing de Estrasburgo;Habib Diarra-Racing de Estrasburgo;Samuel Amo-Ameyaw-Racing de Estrasburgo;Félix Lemaréchal-Racing de Estrasburgo;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Emanuel Emegha-Racing de Estrasburgo;Andrew Omobamidele-Racing de Estrasburgo;Sebastian Nanasi-Racing de Estrasburgo;Abakar Sylla-Racing de Estrasburgo;Karl-Johan Johnsson-Racing de Estrasburgo;Abdoul Ouattara-Racing de Estrasburgo;Rayane Messi-Racing de Estrasburgo;Sékou Mara-Racing de Estrasburgo;Amadou Cissé-Racing de Estrasburgo;Saïdou Sow-Racing de Estrasburgo;Marvin Senaya-Racing de Estrasburgo;Samir El Mourabet-Racing de Estrasburgo;Yoni Gomis-Racing de Estrasburgo;Eduard Sobol-Racing de Estrasburgo;Pape Daouda Diong-Racing de Estrasburgo;Jérémy Sebas-Racing de Estrasburgo;Caleb Wiley-Racing de Estrasburgo;Junior Mwanga-Racing de Estrasburgo;Matthieu Dreyer-Racing de Estrasburgo;Nolan Ferro-Racing de Estrasburgo;Patrick Ouotro-Racing de Estrasburgo;Alaa Bellaarouch-Racing de Estrasburgo;Frédéric Guilbert-Racing de Estrasburgo;Rabby Nzingoula-Racing de Estrasburgo;Thomas Delaine-Racing de Estrasburgo;Moïse Dion Sahi-Racing de Estrasburgo;Aboubacar Ali Abdallah-Racing de Estrasburgo;Lucas Perrin-Racing de Estrasburgo;Ibrahima Sissoko-Racing de Estrasburgo;Kevin Gameiro-Racing de Estrasburgo;Ângelo Gabriel-Racing de Estrasburgo;Jessy Deminguet-Racing de Estrasburgo;Matz Sels-Racing de Estrasburgo;Steven Baseya-Racing de Estrasburgo;Lebo Mothiba-Racing de Estrasburgo;Gerzino Nyamsi-Racing de Estrasburgo;Jean-Ricner Bellegarde-Racing de Estrasburgo;Sanjin Prcić-Racing de Estrasburgo;Colin Dagba-Racing de Estrasburgo;Morgan Sanson-Racing de Estrasburgo;Habib Diallo-Racing de Estrasburgo;Alexander Djiku-Racing de Estrasburgo;Maxime Le Marchand-Racing de Estrasburgo;Jean-Eudes Aholou-Racing de Estrasburgo;Dimitri Liénard-Racing de Estrasburgo;Ludovic Ajorque-Racing de Estrasburgo;Ronaël Pierre-Gabriel-Racing de Estrasburgo;Adrien Thomasson-Racing de Estrasburgo;Karol Fila-Racing de Estrasburgo
2024-12-21;Racing de Estrasburgo;13;3;3;767;-1;RC Calais;1;2;16;15;6;5;0.71;0.29;620;0.9;13;13;1;2;0;0;5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0193333333333333;0.0769230769230769;558;0.0232974910394265;785.9154929577466;0.3125;7.042253521126761;1;0.42;3;-1;0;0.0258064516129032;0.1875;0.2366666666666666;1.6666666666666667;0;3;3;1;0;0;1;0;0.1875;0.5;0.0048387096774193;5.333333333333333;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Racing de Estrasburgo;2;1;16;767;774;Le Havre;1;0;9;10;5;1;0.43;0.57;464;0.87;7;11;1;0;0;0;2;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.0569999999999999;0.1428571428571428;404;0.0173267326732673;939.5348837209302;0.2222222222222222;4.651162790697675;-1;-0.1399999999999999;-1;1;-4;0.0193965517241379;0.3333333333333333;0.1433333333333333;0.6666666666666666;2;1;3;1;0;0;1;0;0.3333333333333333;0.6;0.0064655172413793;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Racing de Estrasburgo;2;3;3;767;766;Reims;1;2;7;10;2;3;0.48;0.52;446;0.84;13;16;1;2;0;0;3;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.052;0.0769230769230769;375;0.0346666666666666;781.25;0.4285714285714285;6.25;-3;-0.04;1;-1;-3;0.0156950672645739;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Racing de Estrasburgo;2;3;3;767;5;Stade Brestois;2;3;12;11;4;8;0.63;0.37;594;0.89;8;15;2;3;0;0;3;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;4;0.0336363636363636;0.25;529;0.0151228733459357;839.6825396825396;0.25;4.761904761904762;1;0.26;-1;-1;-7;0.0202020202020202;0.0833333333333333;0.63;3.0;0;1;1;0;0;1;1;0;0.0833333333333333;0.25;0.0016835016835016;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Racing de Estrasburgo;2;1;1;767;109;Niza;0;2;10;15;3;5;0.46;0.54;440;0.82;8;16;0;2;0;0;7;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.036;0.0;361;0.0221606648199446;784.7826086956521;0.7;15.217391304347826;-5;-0.08;3;-2;-8;0.0227272727272727;0.1;0.46;7.0;1;0;1;0;0;1;1;0;0.1;0.3333333333333333;0.0022727272727272;10.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Racing de Estrasburgo;2;6;3;767;4;Mónaco;5;2;5;19;2;8;0.42;0.58;364;0.78;16;18;5;2;0;0;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.0305263157894736;0.3125;284;0.056338028169014;676.1904761904763;0.2;2.380952380952381;-14;-0.1599999999999999;-1;3;-2;0.0137362637362637;0.2;0.42;1.0;1;0;1;0;0;1;0;1;0.2;0.5;0.0027472527472527;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Racing de Estrasburgo;2;29;7;767;773;Saint-Étienne;1;2;9;13;3;3;0.66;0.34;726;0.92;4;9;1;2;0;0;3;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.0261538461538461;0.25;668;0.0059880239520958;1012.121212121212;0.3333333333333333;4.545454545454545;-4;0.32;1;-1;-5;0.012396694214876;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Racing de Estrasburgo;2;29;3;767;769;Nantes;2;3;9;8;5;6;0.51;0.49;486;0.84;15;17;2;3;0;0;5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.06125;0.1333333333333333;408;0.0367647058823529;800.0;0.5555555555555556;9.803921568627452;1;0.02;1;-1;-2;0.0185185185185185;0.3333333333333333;0.17;1.6666666666666667;1;2;3;1;0;0;0;1;0.3333333333333333;0.6;0.0061728395061728;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Racing de Estrasburgo;2;3;0;767;19;PSG;2;2;16;18;8;10;0.44;0.56;445;0.84;12;10;2;2;0;0;5;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.0311111111111111;0.1666666666666666;374;0.0320855614973262;850.0;0.3125;11.363636363636363;-2;-0.12;0;0;2;0.0359550561797752;0.125;0.22;2.5;0;2;2;0;0;1;1;0;0.125;0.25;0.0044943820224719;8.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Racing de Estrasburgo;2;3;29;767;765;Lens;2;4;8;12;5;5;0.36;0.64;314;0.77;15;18;2;4;0;0;3;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.0533333333333333;0.1333333333333333;242;0.0619834710743801;672.2222222222223;0.375;8.333333333333334;-4;-0.28;-2;-2;-3;0.0254777070063694;0.25;0.18;1.5;1;1;2;0;1;0;0;1;0.25;0.4;0.0063694267515923;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Racing de Estrasburgo;2;3;3;767;764;Marsella;2;1;14;10;6;3;0.41;0.59;381;0.82;17;7;2;1;0;0;8;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.059;0.1176470588235294;312;0.0544871794871794;760.9756097560976;0.5714285714285714;19.51219512195122;4;-0.18;5;1;10;0.0367454068241469;0.0714285714285714;0.41;8.0;1;0;1;1;0;0;0;1;0.0714285714285714;0.1666666666666666;0.0026246719160104;14.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Racing de Estrasburgo;2;7;3;767;15;LOSC;2;2;12;15;9;7;0.36;0.64;326;0.8;12;16;2;2;0;0;5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;9;0.0426666666666666;0.1666666666666666;261;0.0459770114942528;725.0;0.4166666666666667;13.88888888888889;-3;-0.28;-4;0;-4;0.0368098159509202;0.25;0.12;1.6666666666666667;2;1;3;0;1;0;1;0;0.25;0.3333333333333333;0.00920245398773;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Racing de Estrasburgo;2;1;3;767;771;Angers;4;1;10;12;5;2;0.52;0.48;469;0.85;11;14;4;1;0;0;6;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;9;0.04;0.3636363636363636;399;0.0275689223057644;767.3076923076923;0.6;11.538461538461538;-2;0.04;-3;3;-3;0.021321961620469;0.1;0.52;6.0;1;0;1;0;1;0;0;1;0.1;0.2;0.0021321961620469;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-30;Racing de Estrasburgo;2;31;2;767;90;Lyon;2;3;15;20;8;12;0.52;0.48;455;0.84;6;11;2;3;0;0;2;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;9;0.024;0.3333333333333333;382;0.0157068062827225;734.6153846153846;0.1333333333333333;3.846153846153846;-5;0.04;-7;-1;-5;0.0329670329670329;0.2;0.1733333333333333;0.6666666666666666;1;2;3;0;0;1;1;0;0.2;0.375;0.0065934065934065;5.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Racing de Estrasburgo;2;29;28;767;768;Rennes;2;4;11;14;5;5;0.6;0.4;544;0.85;9;19;2;4;0;0;2;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.0285714285714285;0.2222222222222222;462;0.0194805194805194;770.0;0.1818181818181818;3.333333333333333;-3;0.1999999999999999;-3;-2;-10;0.0202205882352941;0.2727272727272727;0.1999999999999999;0.6666666666666666;1;2;3;1;0;0;0;1;0.2727272727272727;0.6;0.0055147058823529;3.6666666666666665;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Racing de Estrasburgo;2;17;3;767;775;Montpellier;3;4;11;8;4;5;0.58;0.42;452;0.81;18;19;3;4;0;0;4;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0525;0.1666666666666666;366;0.0491803278688524;631.0344827586207;0.3636363636363636;6.896551724137932;3;0.1599999999999999;-2;-1;-1;0.0243362831858407;0.0909090909090909;0.58;4.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.25;0.0022123893805309;11.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-13;Racing de Estrasburgo;6;0;3;767;94;Fenerbahçe;0;0;7;5;3;4;0.46;0.54;433;0.9;16;14;0;0;0;0;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.108;0.0;390;0.041025641025641;847.8260869565217;0.1428571428571428;2.1739130434782608;2;-0.08;-2;0;2;0.0161662817551963;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Racing de Estrasburgo;2;0;7;767;90;Lyon;1;1;10;15;4;6;0.36;0.64;333;0.79;10;7;1;1;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.0426666666666666;0.1;263;0.0380228136882129;730.5555555555555;0.2;5.555555555555555;-5;-0.28;-5;0;3;0.03003003003003;0.1;0.36;2.0;0;1;1;0;0;1;1;0;0.1;0.25;0.003003003003003;10.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Racing de Estrasburgo;2;0;5;767;-1;Metz;2;2;11;11;2;2;0.72;0.28;655;0.89;10;10;2;2;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.0254545454545454;0.2;583;0.0171526586620926;809.7222222222223;0.2727272727272727;4.166666666666667;0;0.4399999999999999;-3;0;0;0.0167938931297709;0.1818181818181818;0.36;1.5;0;2;2;1;0;0;0;1;0.1818181818181818;1.0;0.0030534351145038;5.5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Racing de Estrasburgo;2;17;3;767;774;Le Havre;1;3;5;15;3;7;0.62;0.38;563;0.86;13;6;1;3;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.0253333333333333;0.0769230769230769;484;0.0268595041322314;780.6451612903226;0.4;3.2258064516129035;-10;0.24;-1;-2;7;0.0088809946714031;0.2;0.62;2.0;0;1;1;0;0;1;1;0;0.2;0.3333333333333333;0.0017761989342806;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Racing de Estrasburgo;2;17;0;767;109;Niza;2;3;13;8;5;4;0.47;0.53;476;0.85;11;14;2;3;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.06625;0.1818181818181818;405;0.0271604938271604;861.7021276595746;0.1538461538461538;4.25531914893617;5;-0.06;-1;-1;-3;0.0273109243697479;0.0769230769230769;0.47;2.0;1;0;1;0;0;1;0;1;0.0769230769230769;0.2;0.0021008403361344;13.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Racing de Estrasburgo;2;17;3;767;15;LOSC;3;2;8;6;2;2;0.47;0.53;440;0.83;19;11;3;2;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0883333333333333;0.1578947368421052;365;0.0520547945205479;776.5957446808511;0.5;8.51063829787234;2;-0.06;0;1;8;0.0181818181818181;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Racing de Estrasburgo;2;17;8;767;766;Reims;1;2;13;8;6;2;0.48;0.52;448;0.87;9;18;1;1;0;1;5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.065;0.1111111111111111;390;0.023076923076923;812.5;0.3846153846153846;10.416666666666668;5;-0.04;1;-1;-9;0.0290178571428571;0.2307692307692307;0.16;1.6666666666666667;1;2;3;1;0;0;0;1;0.2307692307692307;0.5;0.0066964285714285;4.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Racing de Estrasburgo;2;17;17;767;772;Toulouse;0;2;8;11;1;2;0.52;0.48;532;0.85;17;16;0;2;0;0;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0436363636363636;0.0;452;0.0376106194690265;869.2307692307692;0.375;5.769230769230769;-3;0.04;-1;-2;1;0.0150375939849624;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Racing de Estrasburgo;2;17;7;767;768;Rennes;1;2;14;12;7;0;0.4;0.6;325;0.81;10;17;1;2;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.0499999999999999;0.1;263;0.0380228136882129;657.5;0.2857142857142857;10.0;2;-0.1999999999999999;-1;-1;-7;0.043076923076923;0.1428571428571428;0.2;2.0;0;2;2;1;0;0;0;1;0.1428571428571428;0.2857142857142857;0.0061538461538461;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Racing de Estrasburgo;2;6;3;767;769;Nantes;3;2;11;11;6;2;0.36;0.64;272;0.73;15;16;3;2;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0581818181818181;0.2;199;0.0753768844221105;552.7777777777778;0.4545454545454545;13.88888888888889;0;-0.28;1;1;-1;0.0404411764705882;0.2727272727272727;0.12;1.6666666666666667;1;2;3;1;0;0;1;0;0.2727272727272727;0.5;0.0110294117647058;3.6666666666666665;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Racing de Estrasburgo;2;6;1;767;4;Mónaco;1;3;8;17;1;6;0.34;0.66;267;0.72;9;15;1;3;0;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0388235294117647;0.1111111111111111;192;0.046875;564.7058823529411;0.625;14.705882352941176;-9;-0.32;-3;-2;-6;0.0299625468164794;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
