Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Hugo de Souza Nogueira-Corinthians;Léo Mana-Corinthians;André Ramalho-Corinthians;Cacá-Corinthians;Fabrizio Angileri-Corinthians;André Carrillo-Corinthians;José Andrés Martínez-Corinthians;Maycon de Andrade Barberan-Corinthians;Breno Bidon-Corinthians;Yuri Alberto-Corinthians;Memphis Depay-Corinthians;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Matheuzinho-Corinthians;Hugo-Corinthians;Raniele-Corinthians;Ángel Romero Villamayor-Corinthians;Charles Rigon Matos-Corinthians;Alex Santana-Corinthians;Héctor Hernández Marrero-Corinthians;Talles Magno-Corinthians;Gustavo Henrique-Corinthians;Félix Torres Caicedo-Corinthians;Matheus Donelli-Corinthians;Bidu-Corinthians;Ryan-Corinthians;Igor Coronado-Corinthians;Rodrigo Garro-Corinthians;João Pedro-Corinthians;Pedro Raúl-Corinthians;João Vitor Barros Silva-Corinthians;Luiz Eduardo Amorim de Souza-Corinthians;Fagner Conserva Lemos-Corinthians;João Victor Andrade Caetano-Corinthians;Pedro Henrique-Corinthians;Giovane Santana-Corinthians;Wesley Gassova-Corinthians;Gustavo Silva-Corinthians;Carlos Miguel dos Santos Pereira-Corinthians;Gabriel Moscardo-Corinthians;Paulinho-Corinthians;Guilherme Biro-Corinthians;Cássio Ramos-Corinthians;Raul Gustavo Pereira Bicalho-Corinthians;Fausto Vera-Corinthians;Matheus Araujo-Corinthians;Matías Rojas-Corinthians;Diego Palacios-Corinthians;Carlos Gilberto Nascimento Silva-Corinthians;Víctor Cantillo-Corinthians;Lucas Veríssimo-Corinthians;Fábio Santos Romeu-Corinthians;Giuliano Victor de Paula-Corinthians;Renato Augusto-Corinthians;Bruno Méndez Cittadini-Corinthians;Ruan de Oliveira Ferreira-Corinthians;Pedro Henrique Silva-Corinthians;Felipe Augusto-Corinthians;Murillo Santiago Costa dos Santos-Corinthians;Adson-Corinthians;Róger Guedes-Corinthians;Rafael Ramos-Corinthians;Roni Medeiros de Moura-Corinthians;Du Queiroz-Corinthians;Fabián Balbuena-Corinthians;Chrystian Barletta-Corinthians
2025-02-19;Corinthians;-1;28;3;652;-1;Universidad Central;0;2;12;13;3;6;0.67;0.33;624;0.84;5;11;0;2;0;0;5;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;4;0.0253846153846153;0.0;524;0.0095419847328244;782.0895522388059;0.4166666666666667;7.462686567164178;-1;0.34;1;-2;-6;0.0192307692307692;0.0833333333333333;0.67;5.0;1;0;1;0;1;0;1;0;0.0833333333333333;0.3333333333333333;0.0016025641025641;12.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-15;Corinthians;27;28;3;652;663;Portuguesa;2;2;9;21;4;5;0.56;0.44;426;0.84;12;10;2;2;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0209523809523809;0.1666666666666666;358;0.0335195530726257;639.2857142857142;0.3333333333333333;5.357142857142857;-12;0.12;-1;0;2;0.0211267605633802;0.2222222222222222;0.28;1.5;0;2;2;0;1;0;1;0;0.2222222222222222;0.5;0.0046948356807511;4.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-12;Corinthians;27;28;29;652;662;Santos;5;3;6;18;4;4;0.45;0.55;323;0.78;13;15;5;3;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;9;0.0305555555555555;0.3846153846153846;252;0.0515873015873015;560.0;0.1666666666666666;2.2222222222222223;-12;-0.1;-8;2;-2;0.0185758513931888;0.3333333333333333;0.225;0.5;2;0;2;1;0;0;0;1;0.3333333333333333;0.5;0.0061919504643962;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-09;Corinthians;27;22;17;652;672;São Bernardo;1;2;19;12;5;3;0.72;0.28;653;0.88;10;9;1;2;0;0;11;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0233333333333333;0.1;575;0.017391304347826;798.6111111111111;0.5789473684210527;15.27777777777778;7;0.4399999999999999;8;-1;1;0.0290964777947932;0.1052631578947368;0.36;5.5;0;2;2;1;0;0;0;1;0.1052631578947368;0.4;0.003062787136294;9.5;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-06;Corinthians;27;28;6;652;217;Palmeiras;2;0;4;24;3;8;0.36;0.64;336;0.82;11;6;1;0;1;0;4;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;9;0.0266666666666666;0.1818181818181818;276;0.0398550724637681;766.6666666666667;1.0;11.11111111111111;-20;-0.28;-5;2;5;0.0119047619047619;0.25;0.36;4.0;1;0;1;0;1;0;1;0;0.25;0.3333333333333333;0.0029761904761904;4.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-03;Corinthians;27;28;17;652;671;Novorizontino;2;4;4;23;3;7;0.49;0.51;321;0.72;9;16;2;4;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;10;0.0221739130434782;0.2222222222222222;231;0.0389610389610389;471.4285714285714;0.75;6.122448979591836;-19;-0.02;-7;-2;-7;0.0124610591900311;0.25;0.49;3.0;0;1;1;1;0;0;1;0;0.25;0.3333333333333333;0.0031152647975077;4.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Corinthians;27;22;6;652;-1;Esporte Clube Noroeste;2;4;16;7;7;3;0.64;0.36;537;0.88;17;10;2;3;0;1;5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2;0.0514285714285714;0.1176470588235294;473;0.0359408033826638;739.0625;0.3125;7.8125;9;0.28;3;-2;7;0.0297951582867784;0.125;0.32;2.5;1;1;2;1;0;0;0;1;0.125;0.2857142857142857;0.0037243947858473;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-29;Corinthians;27;0;3;652;666;Ponte Preta;3;1;15;19;6;5;0.35;0.65;205;0.38;18;13;2;1;1;0;4;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;0.0342105263157894;0.1666666666666666;78;0.2307692307692307;222.8571428571429;0.2666666666666666;11.428571428571429;-4;-0.3;-2;2;5;0.073170731707317;0.0666666666666666;0.35;4.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.1666666666666666;0.0048780487804878;15.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;Corinthians;27;28;3;652;201;São Paulo;3;3;13;12;4;5;0.52;0.48;455;0.84;15;15;3;3;0;0;5;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2;0.04;0.2;382;0.0392670157068062;734.6153846153846;0.3846153846153846;9.615384615384617;1;0.04;3;0;0;0.0285714285714285;0.0769230769230769;0.52;5.0;0;1;1;0;0;1;1;0;0.0769230769230769;0.25;0.0021978021978021;13.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-22;Corinthians;27;22;6;652;667;Água Santa;1;2;15;7;8;1;0.66;0.34;537;0.88;16;10;1;1;0;1;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0485714285714285;0.0625;473;0.0338266384778012;716.6666666666666;0.4666666666666667;10.606060606060606;8;0.32;5;-1;6;0.0279329608938547;0.1333333333333333;0.33;3.5;2;0;2;1;0;0;0;1;0.1333333333333333;0.25;0.0037243947858473;7.5;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Corinthians;27;22;2;652;-1;Associação Esportiva Velo Clube Rioclarense;1;3;18;14;10;4;0.68;0.32;607;0.88;5;9;1;3;0;0;7;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.0228571428571428;0.2;534;0.0093632958801498;785.2941176470588;0.3888888888888889;10.294117647058822;4;0.36;0;-2;-4;0.029654036243822;0.1111111111111111;0.34;3.5;1;1;2;1;0;0;0;1;0.1111111111111111;0.2;0.0032948929159802;9.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-16;Corinthians;27;0;3;652;659;Bragantino;2;2;17;13;7;5;0.49;0.51;349;0.79;8;18;2;2;0;0;5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0392307692307692;0.25;276;0.0289855072463768;563.265306122449;0.2941176470588235;10.20408163265306;4;-0.02;-1;0;-10;0.0487106017191977;0.1176470588235294;0.245;2.5;0;2;2;1;0;0;1;0;0.1176470588235294;0.2857142857142857;0.0057306590257879;8.5;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Corinthians;10;28;1;652;206;Grêmio;4;3;19;18;6;5;0.64;0.36;535;0.9;14;11;3;2;1;1;7;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;6;0.02;0.2857142857142857;482;0.0290456431535269;753.125;0.3684210526315789;10.9375;1;0.28;1;1;3;0.0355140186915887;0.1578947368421052;0.2133333333333333;2.333333333333333;1;2;3;1;0;0;1;0;0.1578947368421052;0.5;0.005607476635514;6.333333333333333;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-03;Corinthians;10;28;29;652;697;Bahía;2;4;18;12;7;2;0.52;0.48;514;0.9;12;13;2;4;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.04;0.1666666666666666;463;0.0259179265658747;890.3846153846154;0.3888888888888889;13.461538461538462;6;0.04;3;-2;-1;0.0350194552529182;0.1666666666666666;0.1733333333333333;2.333333333333333;2;1;3;1;0;0;0;1;0.1666666666666666;0.4285714285714285;0.0058365758754863;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Corinthians;10;28;2;652;778;Criciúma;3;2;19;12;11;4;0.63;0.37;581;0.88;8;10;3;2;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3;0.0308333333333333;0.375;511;0.0156555772994129;811.1111111111111;0.3684210526315789;11.11111111111111;7;0.26;4;1;-2;0.0327022375215146;0.2105263157894736;0.1575;1.75;0;4;4;1;0;0;1;0;0.2105263157894736;0.3636363636363636;0.0068846815834767;4.75;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Corinthians;10;28;3;652;777;Vasco da Gama;1;4;23;8;8;2;0.6;0.4;494;0.89;8;14;1;4;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.05;0.125;440;0.0181818181818181;733.3333333333334;0.3043478260869565;11.666666666666668;15;0.1999999999999999;1;-3;-6;0.0465587044534413;0.1304347826086956;0.1999999999999999;2.333333333333333;3;0;3;1;0;0;0;1;0.1304347826086956;0.375;0.0060728744939271;7.666666666666667;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-20;Corinthians;10;28;3;652;636;Cruzeiro;3;3;13;8;9;2;0.44;0.56;398;0.82;13;15;3;3;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4;0.07;0.2307692307692307;326;0.0398773006134969;740.9090909090909;0.2307692307692307;6.818181818181818;5;-0.12;-1;0;-2;0.0326633165829145;0.1538461538461538;0.22;1.5;2;0;2;1;0;0;0;1;0.1538461538461538;0.2222222222222222;0.0050251256281407;6.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Corinthians;10;28;3;652;693;Vitória;2;4;13;9;7;2;0.59;0.41;462;0.84;11;11;2;4;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;14;0.0455555555555555;0.1818181818181818;388;0.0283505154639175;657.6271186440679;0.3076923076923077;6.779661016949153;4;0.18;-10;-2;0;0.0281385281385281;0.1538461538461538;0.295;2.0;1;1;2;1;0;0;1;0;0.1538461538461538;0.2857142857142857;0.0043290043290043;6.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Corinthians;10;29;3;652;217;Palmeiras;2;3;6;17;4;4;0.41;0.59;333;0.75;18;13;2;3;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9;0.0347058823529411;0.1111111111111111;250;0.072;609.7560975609756;0.3333333333333333;4.878048780487805;-11;-0.18;-7;-1;5;0.018018018018018;0.3333333333333333;0.205;1.0;1;1;2;1;0;0;0;1;0.3333333333333333;0.5;0.006006006006006;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Corinthians;-1;28;0;652;653;Racing;3;2;5;7;2;4;0.58;0.42;407;0.79;11;17;3;2;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2;0.06;0.2727272727272727;322;0.0341614906832298;555.1724137931035;0.6;5.172413793103448;-2;0.1599999999999999;1;1;-6;0.0122850122850122;0.2;0.58;3.0;1;0;1;0;0;1;1;0;0.2;0.5;0.0024570024570024;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;Corinthians;10;28;3;652;656;Cuiabá;2;5;9;13;3;5;0.43;0.57;351;0.82;16;14;2;5;0;0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5;0.0438461538461538;0.125;288;0.0555555555555555;669.7674418604652;0.2222222222222222;4.651162790697675;-4;-0.1399999999999999;-3;-3;2;0.0256410256410256;0.1111111111111111;0.43;2.0;1;0;1;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.0028490028490028;9.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Corinthians;-1;28;9;652;653;Racing;1;3;13;8;4;4;0.6;0.4;434;0.78;8;15;1;3;0;0;2;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;4;0.05;0.125;339;0.023598820058997;565.0;0.1538461538461538;3.333333333333333;5;0.1999999999999999;-2;-2;-7;0.0299539170506912;0.1538461538461538;0.3;1.0;2;0;2;0;1;0;0;1;0.1538461538461538;0.5;0.0046082949308755;6.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Corinthians;12;3;3;652;214;Flamengo;2;4;14;5;6;0;0.6;0.4;443;0.82;19;10;2;3;0;1;7;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.08;0.1052631578947368;363;0.0523415977961432;605.0;0.5;11.666666666666668;9;0.1999999999999999;2;-2;9;0.0316027088036117;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-17;Corinthians;10;14;17;652;649;Paranaense;4;3;14;22;8;6;0.61;0.39;565;0.84;9;7;4;3;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;8;0.0177272727272727;0.4444444444444444;475;0.0189473684210526;778.688524590164;0.2142857142857142;4.918032786885246;-8;0.2199999999999999;-5;1;2;0.0247787610619469;0.3571428571428571;0.122;0.6;2;3;5;1;0;0;0;1;0.3571428571428571;0.625;0.0088495575221238;2.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Corinthians;10;14;14;652;641;Internacional;6;4;15;9;6;3;0.54;0.46;431;0.81;11;14;6;4;0;0;9;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;9;0.0511111111111111;0.5454545454545454;349;0.0315186246418338;646.2962962962963;0.6;16.666666666666664;6;0.08;0;2;-3;0.0348027842227378;0.1333333333333333;0.27;4.5;1;1;2;0;1;0;0;1;0.1333333333333333;0.3333333333333333;0.0046403712296983;7.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Corinthians;12;20;3;652;214;Flamengo;3;4;10;19;2;7;0.43;0.57;379;0.75;20;13;3;4;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.03;0.15;284;0.0704225352112676;660.4651162790698;0.4;9.30232558139535;-9;-0.1399999999999999;-2;-1;7;0.0263852242744063;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Corinthians;10;28;3;652;201;São Paulo;6;6;11;19;3;8;0.47;0.53;339;0.82;17;18;4;6;2;0;2;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;7;0.0278947368421052;0.3529411764705882;278;0.0611510791366906;591.4893617021277;0.1818181818181818;4.25531914893617;-8;-0.06;-5;0;-1;0.0324483775811209;0.0909090909090909;0.47;2.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.3333333333333333;0.0029498525073746;11.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
