Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Guglielmo Vicario-Tottenham;Pedro Porro-Tottenham;Cuti Romero-Tottenham;Micky van de Ven-Tottenham;Destiny Udogie-Tottenham;Lucas Bergvall-Tottenham;Rodrigo Bentancur-Tottenham;James Maddison-Tottenham;Brennan Johnson-Tottenham;Dominic Solanke-Tottenham;Mathys Tel-Tottenham;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Archie Gray-Tottenham;Ben Davies-Tottenham;Djed Spence-Tottenham;Pape Matar Sarr-Tottenham;Yves Bissouma-Tottenham;Son Heung-Min-Tottenham;Wilson Odobert-Tottenham;Kevin Danso-Tottenham;Dejan Kulusevski-Tottenham;Antonín Kinský-Tottenham;Mikey Moore-Tottenham;Richarlison-Tottenham;Brandon Austin-Tottenham;Radu Drăgușin-Tottenham;Sergio Reguilón-Tottenham;Timo Werner-Tottenham;Fraser Forster-Tottenham;Will Lankshear-Tottenham;Emerson Royal-Tottenham;Jamie Donley-Tottenham;Oliver Skipp-Tottenham;Manor Solomon-Tottenham;Pierre-Emile Højbjerg-Tottenham;Giovani Lo Celso-Tottenham;Bryan Gil-Tottenham;Eric Dier-Tottenham;Davinson Sánchez-Tottenham;Ivan Perišić-Tottenham;Harry Kane-Tottenham;Japhet Tanganga-Tottenham;Clément Lenglet-Tottenham;Arnaut Danjuma-Tottenham;Hugo Lloris-Tottenham;Lucas Moura-Tottenham;Matt Doherty-Tottenham;Ryan Sessegnon-Tottenham
2025-01-30;Tottenham;5;0;6;56;99;Elfsborg;1;0;21;4;11;0;0.82;0.18;806;0.93;5;11;1;0;0;0;10;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0.045;0.2;750;0.0066666666666666;914.6341463414636;0.4761904761904761;12.195121951219512;17;0.6399999999999999;10;1;-6;0.0260545905707196;0.1428571428571428;0.2733333333333333;3.333333333333333;0;3;3;1;0;0;0;1;0.1428571428571428;0.2727272727272727;0.0037220843672456;7.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;Tottenham;3;0;3;56;63;Leicester City;1;5;15;12;6;3;0.61;0.39;535;0.84;6;16;1;5;0;0;6;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4;0.0325;0.1666666666666666;449;0.0133630289532293;736.0655737704918;0.4;9.836065573770492;3;0.2199999999999999;2;-4;-10;0.02803738317757;0.0666666666666666;0.61;6.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.1666666666666666;0.0018691588785046;15.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-23;Tottenham;5;0;13;56;97;Hoffenheim;0;1;8;22;5;5;0.44;0.56;442;0.87;6;6;0;1;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.0254545454545454;0.0;385;0.0155844155844155;875.0;0.5;9.090909090909092;-14;-0.12;-2;-1;0;0.0180995475113122;0.375;0.1466666666666666;1.3333333333333333;2;1;3;1;0;0;1;0;0.375;0.6;0.006787330316742;2.6666666666666665;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Tottenham;3;17;3;56;64;Everton;1;2;11;12;6;6;0.65;0.35;612;0.86;14;14;1;2;0;0;8;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3;0.0291666666666666;0.0714285714285714;526;0.026615969581749;809.2307692307692;0.7272727272727273;12.307692307692308;-1;0.3;5;-1;0;0.0179738562091503;0.1818181818181818;0.325;4.0;0;2;2;0;0;1;1;0;0.1818181818181818;0.3333333333333333;0.0032679738562091;5.5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Tottenham;3;0;0;56;9;Arsenal;1;3;10;14;2;4;0.46;0.54;375;0.83;9;16;1;3;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10;0.0385714285714285;0.1111111111111111;311;0.0289389067524115;676.0869565217391;0.4;8.695652173913043;-4;-0.08;-6;-2;-7;0.0266666666666666;0.1;0.46;4.0;1;0;1;0;0;1;1;0;0.1;0.5;0.0026666666666666;10.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-12;Tottenham;15;0;3;56;-1;Tamworth;2;4;17;13;7;2;0.78;0.22;803;0.85;12;15;2;4;0;0;11;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0169230769230769;0.1666666666666666;683;0.0175695461200585;875.6410256410256;0.6470588235294118;14.102564102564102;4;0.56;5;-2;-3;0.0211706102117061;0.1764705882352941;0.26;3.6666666666666665;0;3;3;1;0;0;1;0;0.1764705882352941;0.4285714285714285;0.0037359900373599;5.666666666666667;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-08;Tottenham;14;0;3;56;2;Liverpool;2;0;9;14;4;7;0.39;0.61;377;0.78;8;10;2;0;0;0;2;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2;0.0435714285714285;0.25;294;0.0272108843537414;753.8461538461538;0.2222222222222222;5.128205128205128;-5;-0.2199999999999999;0;2;-2;0.0238726790450928;0.1111111111111111;0.39;2.0;0;1;1;1;0;0;0;1;0.1111111111111111;0.25;0.0026525198938992;9.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Tottenham;3;3;0;56;60;Newcastle;1;4;13;14;4;4;0.57;0.43;466;0.8;11;15;1;4;0;0;9;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;10;0.0307142857142857;0.0909090909090909;373;0.0294906166219839;654.3859649122808;0.6923076923076923;15.789473684210527;-1;0.1399999999999999;-1;-3;-4;0.0278969957081545;0.0769230769230769;0.57;9.0;1;0;1;0;0;1;0;1;0.0769230769230769;0.25;0.0021459227467811;13.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Tottenham;3;3;17;56;67;Wolves;1;2;13;11;3;3;0.47;0.53;415;0.77;9;10;1;2;0;0;5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;5;0.0481818181818181;0.1111111111111111;320;0.028125;680.8510638297872;0.3846153846153846;10.638297872340424;2;-0.06;0;-1;-1;0.0313253012048192;0.1538461538461538;0.235;2.5;2;0;2;0;1;0;0;1;0.1538461538461538;0.6666666666666666;0.0048192771084337;6.5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Tottenham;3;3;3;56;55;Nottingham Forest;3;3;13;10;4;3;0.71;0.29;620;0.87;13;12;2;3;1;0;7;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0289999999999999;0.2307692307692307;539;0.0241187384044526;759.1549295774648;0.5384615384615384;9.859154929577466;3;0.42;5;0;1;0.0209677419354838;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Tottenham;3;3;3;56;2;Liverpool;1;2;9;24;5;12;0.52;0.48;547;0.85;7;9;1;2;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;5;0.02;0.1428571428571428;465;0.0150537634408602;894.2307692307692;0.7777777777777778;13.461538461538462;-15;0.04;2;-1;-2;0.016453382084095;0.3333333333333333;0.1733333333333333;2.333333333333333;1;2;3;0;0;1;0;1;0.3333333333333333;0.6;0.0054844606946983;3.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-19;Tottenham;14;3;17;56;62;Manchester United;3;3;9;20;6;5;0.46;0.54;423;0.81;9;12;3;3;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8;0.027;0.3333333333333333;343;0.0262390670553935;745.6521739130435;0.3333333333333333;6.521739130434782;-11;-0.08;-5;0;-3;0.0212765957446808;0.4444444444444444;0.115;0.75;1;3;4;1;0;0;0;1;0.4444444444444444;0.6666666666666666;0.0094562647754137;2.25;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Tottenham;3;3;28;56;68;Southampton;3;1;18;9;9;3;0.59;0.41;598;0.9;15;8;3;1;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;2;0.0455555555555555;0.2;538;0.0278810408921933;911.8644067796612;0.2777777777777778;8.474576271186441;9;0.18;3;2;7;0.0301003344481605;0.2777777777777778;0.118;1.0;5;0;5;1;0;0;1;0;0.2777777777777778;0.5555555555555556;0.0083612040133779;3.6;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Tottenham;5;3;3;56;91;Rangers;2;1;12;15;3;6;0.59;0.41;564;0.86;9;9;2;1;0;0;7;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.0273333333333333;0.2222222222222222;485;0.0185567010309278;822.0338983050848;0.5833333333333334;11.864406779661016;-3;0.18;0;1;0;0.0212765957446808;0.0833333333333333;0.59;7.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.3333333333333333;0.00177304964539;12.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Tottenham;3;0;3;56;53;Chelsea;2;3;13;17;5;8;0.38;0.62;316;0.83;17;11;2;3;0;0;5;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;10;0.0364705882352941;0.1176470588235294;262;0.0648854961832061;689.4736842105264;0.3846153846153846;13.157894736842104;-4;-0.24;-5;-1;6;0.0411392405063291;0.2307692307692307;0.1266666666666666;1.6666666666666667;2;1;3;0;0;1;0;1;0.2307692307692307;0.6;0.0094936708860759;4.333333333333333;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-05;Tottenham;3;0;3;56;59;Bournemouth;2;2;12;21;4;8;0.66;0.34;480;0.82;8;15;2;2;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.0161904761904761;0.25;394;0.0203045685279187;596.969696969697;0.75;13.636363636363637;-9;0.32;4;0;-7;0.025;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Tottenham;3;0;3;56;58;Fulham;0;2;8;14;3;6;0.52;0.48;493;0.86;4;14;0;1;0;1;7;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;11;0.0342857142857142;0.0;424;0.0094339622641509;815.3846153846154;0.875;13.461538461538462;-6;0.04;-4;-2;-10;0.0162271805273833;0.125;0.52;7.0;0;1;1;0;1;0;0;1;0.125;0.3333333333333333;0.0020283975659229;8.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Tottenham;5;0;17;56;74;Roma;2;1;24;18;12;7;0.49;0.51;450;0.84;9;9;2;1;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;6;0.0283333333333333;0.2222222222222222;378;0.0238095238095238;771.4285714285714;0.2916666666666667;14.285714285714286;6;-0.02;1;1;0;0.0533333333333333;0.0833333333333333;0.245;3.5;2;0;2;0;1;0;0;1;0.0833333333333333;0.1666666666666666;0.0044444444444444;12.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Tottenham;3;0;0;56;3;Manchester City;2;4;9;23;7;5;0.42;0.58;427;0.83;9;19;2;4;0;0;3;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;9;0.0252173913043478;0.2222222222222222;354;0.0254237288135593;842.8571428571429;0.3333333333333333;7.142857142857143;-14;-0.1599999999999999;-6;-2;-10;0.0210772833723653;0.4444444444444444;0.105;0.75;2;2;4;1;0;0;1;0;0.4444444444444444;0.5714285714285714;0.009367681498829;2.25;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Tottenham;3;0;3;56;66;Ipswich;1;5;17;8;5;3;0.67;0.33;550;0.84;10;19;1;5;0;0;12;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.04125;0.1;462;0.0216450216450216;689.5522388059701;0.7058823529411765;17.91044776119403;9;0.34;10;-4;-9;0.0309090909090909;0.0588235294117647;0.67;12.0;0;1;1;0;0;1;0;1;0.0588235294117647;0.2;0.0018181818181818;17.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Tottenham;5;0;29;56;86;Galatasaray;5;3;5;28;3;10;0.46;0.54;396;0.79;10;14;4;3;1;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;8;0.0192857142857142;0.5;313;0.0319488817891373;680.4347826086956;0.0;0.0;-23;-0.08;-8;2;-4;0.0126262626262626;0.4;0.23;0.0;1;1;2;0;0;1;1;0;0.4;0.6666666666666666;0.005050505050505;2.5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Tottenham;3;0;3;56;1;Aston Villa;2;0;16;12;6;1;0.52;0.48;397;0.89;14;14;2;0;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.04;0.1428571428571428;353;0.0396600566572237;678.8461538461538;0.375;11.538461538461538;4;0.04;2;2;0;0.0403022670025188;0.25;0.13;1.5;0;4;4;1;0;0;0;1;0.25;0.6666666666666666;0.0100755667506297;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Tottenham;14;0;7;56;3;Manchester City;3;0;11;15;7;3;0.31;0.69;299;0.8;17;6;3;0;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.046;0.1764705882352941;239;0.0711297071129707;770.9677419354839;0.3636363636363636;12.903225806451614;-4;-0.3799999999999999;0;3;11;0.0367892976588628;0.1818181818181818;0.155;2.0;2;0;2;1;0;0;0;1;0.1818181818181818;0.2857142857142857;0.0066889632107023;5.5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Tottenham;3;0;17;56;65;Crystal Palace;4;4;11;14;3;6;0.67;0.33;517;0.81;12;16;4;4;0;0;8;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;8;0.0235714285714285;0.3333333333333333;419;0.0286396181384248;625.3731343283582;0.7272727272727273;11.940298507462686;-3;0.34;0;0;-4;0.0212765957446808;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Tottenham;5;0;0;56;101;AZ;0;4;16;9;5;3;0.6;0.4;575;0.87;13;17;0;3;0;1;6;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;4;0.0444444444444444;0.0;500;0.026;833.3333333333334;0.375;10.0;7;0.1999999999999999;2;-4;-4;0.0278260869565217;0.0625;0.6;6.0;0;1;1;1;0;0;0;1;0.0625;0.2;0.0017391304347826;16.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Tottenham;3;0;7;56;61;West Ham;1;4;22;11;7;4;0.57;0.43;477;0.86;10;15;1;3;0;1;13;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;5;0.039090909090909;0.1;410;0.024390243902439;719.2982456140352;0.5909090909090909;22.80701754385965;11;0.1399999999999999;8;-3;-5;0.0461215932914046;0.1818181818181818;0.1425;3.25;1;3;4;1;0;0;0;1;0.1818181818181818;0.5714285714285714;0.0083857442348008;5.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Tottenham;3;0;3;56;54;Brighton;2;2;13;11;3;4;0.59;0.41;526;0.87;10;14;2;2;0;0;7;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0372727272727272;0.2;458;0.0218340611353711;776.271186440678;0.5384615384615384;11.864406779661016;2;0.18;3;0;-4;0.0247148288973384;0.1538461538461538;0.295;3.5;2;0;2;0;0;1;1;0;0.1538461538461538;0.6666666666666666;0.0038022813688212;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Tottenham;5;0;3;56;100;Ferencváros;0;1;17;15;7;5;0.59;0.41;513;0.86;13;11;0;1;0;0;11;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.0273333333333333;0.0;441;0.0294784580498866;747.4576271186442;0.6470588235294118;18.64406779661017;2;0.18;7;-1;2;0.0331384015594541;0.1176470588235294;0.295;5.5;1;1;2;1;0;0;1;0;0.1176470588235294;0.2857142857142857;0.0038986354775828;8.5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Tottenham;3;0;3;56;62;Manchester United;3;6;24;11;10;2;0.61;0.39;636;0.88;14;16;3;5;0;1;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0354545454545454;0.2142857142857142;560;0.025;918.032786885246;0.125;4.918032786885246;13;0.2199999999999999;-2;-3;-2;0.0377358490566037;0.125;0.2033333333333333;1.0;1;2;3;1;0;0;1;0;0.125;0.3;0.0047169811320754;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Tottenham;5;0;3;56;113;Qarabağ;2;1;10;14;5;5;0.49;0.51;469;0.87;10;9;1;1;1;0;3;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;9;0.0364285714285714;0.2;408;0.0245098039215686;832.6530612244898;0.3;6.122448979591836;-4;-0.02;-6;1;1;0.021321961620469;0.3;0.1633333333333333;1.0;1;2;3;1;0;0;0;1;0.3;0.6;0.0063965884861407;3.333333333333333;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Tottenham;3;0;4;56;57;Brentford;3;1;23;6;10;6;0.48;0.52;434;0.81;11;9;3;1;0;0;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0866666666666666;0.2727272727272727;352;0.03125;733.3333333333334;0.391304347826087;18.75;17;-0.04;5;2;2;0.0529953917050691;0.1304347826086956;0.16;3.0;2;1;3;1;0;0;0;1;0.1304347826086956;0.3;0.0069124423963133;7.666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Tottenham;14;0;3;56;833;Coventry City;1;4;9;15;4;5;0.7;0.3;579;0.88;10;9;1;4;0;0;7;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;7;0.02;0.1;510;0.0196078431372549;728.5714285714287;0.7777777777777778;10.0;-6;0.3999999999999999;0;-3;1;0.0155440414507772;0.2222222222222222;0.35;3.5;0;2;2;1;0;0;1;0;0.2222222222222222;0.5;0.003454231433506;4.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
