Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Anthony Lopes-Nantes;Kelvin Amian Adou-Nantes;Jean-Charles Castelletto-Nantes;Nathan Zeze-Nantes;Sorba Thomas-Nantes;Douglas Augusto Soares Gomes-Nantes;Louis Leroux-Nantes;Nicolas Cozza-Nantes;Matthis Abline-Nantes;Mostafa Mohamed-Nantes;Moses Simon-Nantes;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Saïdou Sow-Nantes;Nicolas Pallois-Nantes;Elia Meschack-Nantes;Johann Lepenant-Nantes;Pedro Chirivella-Nantes;Marcus Coco-Nantes;Francis Coquelin-Nantes;Herba Guirassy-Nantes;Florent Mollet-Nantes;Patrik Carlgren-Nantes;Jean-Kévin Duverne-Nantes;Ignatius Ganago-Nantes;Fabien Centonze-Nantes;Alban Lafont-Nantes;Tino Kadewere-Nantes;Jean-Philippe Gbamin-Nantes;Eray Cömert-Nantes;Samuel Moutoussamy-Nantes;Moussa Sissoko-Nantes;Bénie Traoré-Nantes;Rémy Descamps-Nantes;Quentin Merlin-Nantes;Ronaël Pierre-Gabriel-Nantes;Adson-Nantes;Marquinhos-Nantes;Bastien Meupiyou-Nantes;Kader Bamba-Nantes;João Victor-Nantes;Andrei Girotto-Nantes;Charles Traoré-Nantes;Ludovic Blas-Nantes;Andy Delort-Nantes;Evann Guessand-Nantes;Jaouen Hadjam-Nantes;Sébastien Corchia-Nantes;Lohann Doucet-Nantes;Fábio da Silva-Nantes;Dennis Appiah-Nantes;Matvéi Safónov-PSG;Lucas Beraldo-PSG;Lucas Hernández-PSG;Warren Zaïre-Emery-PSG;Achraf Hakimi-PSG;Lee Kang-in-PSG;Désiré Doué-PSG;Senny Mayulu-PSG;Ibrahim Mbaye-PSG;Gonçalo Ramos-PSG;Bradley Barcola-PSG;Gianluigi Donnarumma-PSG;Marcos Aoás Corrêa-PSG;Willian Pacho-PSG;Nuno Mendes-PSG;João Neves-PSG;Vítor Ferreira-PSG;Fabián Ruiz Peña-PSG;Khvicha Kvaratskhelia-PSG;Ousmane Dembélé-PSG;Yoram Zague-PSG;Arnau Tenas-PSG;Axel Tape-PSG;Milan Škriniar-PSG;Marco Asensio-PSG;Randal Kolo Muani-PSG;Carlos Soler-PSG;Naoufel El Hannach-PSG;Kylian Mbappé-PSG;Keylor Navas-PSG;Nordi Mukiele-PSG;Danilo Pereira-PSG;Manuel Ugarte Ribeiro-PSG;Cher Ndour-PSG;Juan Bernat-PSG;Layvin Kurzawa-PSG;Serif Nhaga-PSG;Ethan Mbappé-PSG;Marco Verratti-PSG;Ismaël Gharbi-PSG;Hugo Ekitike-PSG;Neymar-PSG;Noha Lemina-PSG;Alexandre Letellier-PSG;Sergio Ramos-PSG;El Chadaille Bitshiabu-PSG;Lionel Messi-PSG;Renato Sanches-PSG;Timothée Pembélé-PSG;Presnel Kimpembe-PSG;Ederson Moraes-Manchester City;Rico Lewis-Manchester City;Rúben Dias-Manchester City;Joško Gvardiol-Manchester City;Nico O'Reilly-Manchester City;Mateo Kovačić-Manchester City;Nico González-Manchester City;James McAtee-Manchester City;İlkay Gündoğan-Manchester City;Omar Marmoush-Manchester City;Kevin De Bruyne-Manchester City;Matheus Nunes-Manchester City;Bernardo Silva-Manchester City;Phil Foden-Manchester City;Savinho-Manchester City;Jack Grealish-Manchester City;Jérémy Doku-Manchester City;Abdukodir Khusanov-Manchester City;Erling Haaland-Manchester City;Stefan Ortega-Manchester City;Vitor Reis-Manchester City;Nathan Aké-Manchester City;John Stones-Manchester City;Manuel Akanji-Manchester City;Jahmai Simpson-Pusey-Manchester City;Divin Mubama-Manchester City;Kyle Walker-Manchester City;Kaden Braithwaite-Manchester City;Rodrigo Hernández Cascante-Manchester City;Oscar Bobb-Manchester City;Kalvin Phillips-Manchester City;Josh Wilson-Esbrand-Manchester City;Mahamadou Susoho-Manchester City;Callum Doyle-Manchester City;Máximo Perrone-Manchester City;Luke Mbete-Manchester City;Julián Álvarez-Manchester City;Sergio Gómez Martín-Manchester City;Micah Hamilton-Manchester City;Cole Palmer-Manchester City;Aymeric Laporte-Manchester City;Riyad Mahrez-Manchester City;Damián Emiliano Martínez-Aston Villa;Matty Cash-Aston Villa;Ezri Konsa-Aston Villa;Tyrone Mings-Aston Villa;Ian Maatsen-Aston Villa;Boubacar Kamara-Aston Villa;Youri Tielemans-Aston Villa;Morgan Rogers-Aston Villa;Marco Asensio-Aston Villa;John McGinn-Aston Villa;Ollie Watkins-Aston Villa;Pau Torres-Aston Villa;Lucas Digne-Aston Villa;Amadou Onana-Aston Villa;Marcus Rashford-Aston Villa;Jacob Ramsey-Aston Villa;Andrés García Robledo-Aston Villa;Axel Disasi-Aston Villa;Donyell Malen-Aston Villa;Robin Olsen-Aston Villa;Leon Bailey-Aston Villa;Lamare Bogarde-Aston Villa;Emiliano Buendía-Aston Villa;Ross Barkley-Aston Villa;Diego Carlos-Aston Villa;Jhon Durán-Aston Villa;Jaden Philogene-Aston Villa;Joe Gauci-Aston Villa;Kosta Nedeljković-Aston Villa;Sil Swinkels-Aston Villa;Kadan Young-Aston Villa;Douglas Luiz-Aston Villa;Moussa Diaby-Aston Villa;Clément Lenglet-Aston Villa;Nicolò Zaniolo-Aston Villa;Tim Iroegbunam-Aston Villa;Alexandre Moreno Lopera-Aston Villa;Leander Dendoncker-Aston Villa;Filip Marschall-Aston Villa;Calum Chambers-Aston Villa
2024-04-06;Manchester City;3;31;6;3;65;Crystal Palace;1;1;18;7;8;4;0.76;0.24;845;0.91;3;13;1;1;0;0;9;;;;;;;;;;;;2;0.0342857142857142;0.3333333333333333;769;0.0039011703511053;1011.842105263158;0.5;11.842105263157894;11;0.52;7;0;-10;0.0213017751479289;0.2222222222222222;0.19;2.25;1;3;4;1;0;0;1;0;0.2222222222222222;0.5;0.0047337278106508;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-04-06;Aston Villa;3;8;2;1;57;Brentford;2;2;11;8;3;3;0.7;0.3;571;0.85;15;11;2;2;0;0;11;;;;;;;;;;;;3;0.0375;0.1333333333333333;485;0.0309278350515463;692.8571428571429;1.0;15.714285714285715;3;0.3999999999999999;8;0;4;0.0192644483362521;0.2727272727272727;0.2333333333333333;3.6666666666666665;1;2;3;0;1;0;0;1;0.2727272727272727;1.0;0.0052539404553415;3.6666666666666665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-03;PSG;13;1;3;19;768;Rennes;1;1;10;9;6;2;0.7;0.3;827;0.91;11;13;1;1;0;0;3;;;;;;;;;;;;3;0.0333333333333333;0.0909090909090909;753;0.0146082337317397;1075.7142857142858;0.3;4.285714285714286;1;0.3999999999999999;0;0;-2;0.0120918984280532;0.1;0.7;3.0;1;0;1;1;0;0;0;1;0.1;0.1666666666666666;0.0012091898428053;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-04-03;Manchester City;3;3;3;3;1;Aston Villa;1;2;25;8;11;3;0.67;0.33;701;0.92;6;13;1;2;0;0;2;;;;;;;;;;;;3;0.04125;0.1666666666666666;645;0.0093023255813953;962.686567164179;0.08;2.985074626865672;17;0.34;-1;-1;-7;0.035663338088445;0.16;0.1675;0.5;2;2;4;1;0;0;0;1;0.16;0.3636363636363636;0.0057061340941512;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-04-03;Aston Villa;3;3;3;1;3;Manchester City;2;1;8;25;3;11;0.33;0.67;337;0.86;13;6;2;1;0;0;3;;;;;;;;;;;;2;0.0268;0.1538461538461538;290;0.0448275862068965;878.7878787878788;0.375;9.09090909090909;-17;-0.34;1;1;7;0.0237388724035608;0.125;0.33;3.0;1;0;1;0;0;1;1;0;0.125;0.3333333333333333;0.0029673590504451;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2024-03-31;Manchester City;3;7;0;3;9;Arsenal;0;2;12;6;1;2;0.73;0.27;700;0.88;9;20;0;2;0;0;7;;;;;;;;;;;;4;0.045;0.0;616;0.0146103896103896;843.8356164383562;0.5833333333333334;9.589041095890412;6;0.4599999999999999;3;-2;-11;0.0171428571428571;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-31;Nantes;2;3;0;769;109;Niza;5;2;13;12;4;3;0.43;0.57;379;0.84;19;7;5;2;0;0;3;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;9;0.0474999999999999;0.2631578947368421;318;0.0597484276729559;739.5348837209302;0.2307692307692307;6.976744186046512;1;-0.1399999999999999;-6;3;12;0.0343007915567282;0.1538461538461538;0.215;1.5;1;1;2;1;0;0;1;0;0.1538461538461538;0.5;0.0052770448548812;6.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-31;PSG;2;28;0;19;764;Marsella;5;0;8;22;3;10;0.53;0.47;534;0.85;8;10;4;0;1;0;3;;;;;;;;;;;;5;0.0213636363636363;0.625;454;0.0176211453744493;856.6037735849056;0.375;5.660377358490566;-14;0.06;-2;5;-2;0.0149812734082397;0.25;0.265;1.5;0;2;2;1;0;0;1;0;0.25;0.6666666666666666;0.0037453183520599;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-30;Aston Villa;3;1;17;1;67;Wolves;3;4;11;13;5;3;0.48;0.52;408;0.87;11;19;3;4;0;0;5;;;;;;;;;;;;4;0.04;0.2727272727272727;355;0.0309859154929577;739.5833333333334;0.4545454545454545;10.416666666666668;-2;-0.04;1;-1;-8;0.0269607843137254;0.1818181818181818;0.24;2.5;1;1;2;1;0;0;0;1;0.1818181818181818;0.4;0.0049019607843137;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024-03-17;PSG;2;0;3;19;775;Montpellier;3;0;16;12;9;6;0.68;0.32;666;0.92;13;10;3;0;0;0;4;;;;;;;;;;;;7;0.0266666666666666;0.2307692307692307;613;0.0212071778140293;901.470588235294;0.25;5.88235294117647;4;0.36;-3;3;3;0.024024024024024;0.375;0.1133333333333333;0.6666666666666666;2;4;6;1;0;0;1;0;0.375;0.6666666666666666;0.009009009009009;2.6666666666666665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-17;Aston Villa;3;1;3;1;61;West Ham;3;3;13;13;5;5;0.7;0.3;640;0.87;12;13;3;3;0;0;10;;;;;;;;;;;;7;0.023076923076923;0.25;557;0.0215439856373429;795.7142857142858;0.7692307692307693;14.285714285714286;0;0.3999999999999999;3;0;-1;0.0203125;0.0769230769230769;0.7;10.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.2;0.0015625;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2024-03-16;Nantes;2;3;6;769;767;Racing de Estrasburgo;2;3;11;11;2;6;0.64;0.36;465;0.86;16;15;2;3;0;0;4;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5;0.0327272727272727;0.125;400;0.04;625.0;0.3636363636363636;6.25;0;0.28;-1;-1;1;0.0236559139784946;0.0909090909090909;0.64;4.0;1;0;1;0;0;1;0;1;0.0909090909090909;0.5;0.0021505376344086;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-16;Manchester City;15;3;4;3;60;Newcastle;0;3;16;2;5;1;0.73;0.27;789;0.91;7;16;0;3;0;0;11;;;;;;;;;;;;2;0.135;0.0;718;0.0097493036211699;983.5616438356165;0.6875;15.068493150684931;14;0.4599999999999999;9;-3;-9;0.0202788339670468;0.125;0.365;5.5;2;0;2;1;0;0;0;1;0.125;0.4;0.0025348542458808;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-14;Aston Villa;21;1;17;1;85;Ajax;2;1;13;2;8;1;0.46;0.54;370;0.85;8;8;2;0;0;1;3;;;;;;;;;;;;1;0.27;0.25;314;0.0254777070063694;682.6086956521739;0.2307692307692307;6.521739130434782;11;-0.08;2;1;0;0.0351351351351351;0.3076923076923077;0.115;0.75;1;3;4;1;0;0;0;1;0.3076923076923077;0.5;0.0108108108108108;3.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024-03-13;PSG;13;0;0;19;109;Niza;0;0;18;15;6;4;0.65;0.35;735;0.9;10;4;0;0;0;0;5;;;;;;;;;;;;5;0.0233333333333333;0.0;662;0.0151057401812688;1018.4615384615385;0.2777777777777778;7.692307692307692;3;0.3;0;0;6;0.0244897959183673;0.1666666666666666;0.2166666666666666;1.6666666666666667;2;1;3;1;0;0;0;1;0.1666666666666666;0.5;0.0040816326530612;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-10;Nantes;2;4;0;769;764;Marsella;3;2;10;12;3;4;0.46;0.54;381;0.85;16;11;3;2;0;0;8;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2;0.045;0.1875;324;0.0493827160493827;704.3478260869565;0.8;17.391304347826086;-2;-0.08;6;1;5;0.0262467191601049;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-10;PSG;2;0;8;19;766;Reims;2;2;19;8;6;3;0.65;0.35;596;0.86;10;13;2;2;0;0;7;;;;;;;;;;;;2;0.04375;0.2;513;0.0194931773879142;789.2307692307692;0.3684210526315789;10.769230769230768;11;0.3;5;0;-3;0.0318791946308724;0.1052631578947368;0.325;3.5;2;0;2;0;1;0;0;1;0.1052631578947368;0.3333333333333333;0.0033557046979865;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-10;Manchester City;3;31;0;3;2;Liverpool;3;0;10;19;6;6;0.47;0.53;530;0.82;10;6;3;0;0;0;4;;;;;;;;;;;;7;0.0278947368421052;0.3;435;0.0229885057471264;925.5319148936172;0.4;8.51063829787234;-9;-0.06;-3;3;4;0.0188679245283018;0.1;0.47;4.0;1;0;1;0;1;0;1;0;0.1;0.1666666666666666;0.0018867924528301;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-10;Aston Villa;3;4;3;1;56;Tottenham;1;2;10;9;1;5;0.3;0.7;303;0.78;11;15;0;2;1;0;6;;;;;;;;;;;;4;0.0777777777777777;0.0909090909090909;236;0.0466101694915254;786.6666666666667;0.6;20.0;1;-0.3999999999999999;2;-1;-4;0.033003300330033;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-07;Aston Villa;21;1;6;1;85;Ajax;3;2;4;4;1;1;0.4;0.6;336;0.8;11;18;2;1;1;1;5;;;;;;;;;;;;2;0.15;0.2727272727272727;269;0.0408921933085501;672.5;1.25;12.5;0;-0.1999999999999999;3;1;-7;0.0119047619047619;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2024-03-06;Manchester City;0;3;17;3;158;København;0;2;12;11;3;2;0.69;0.31;819;0.92;5;9;0;2;0;0;4;;;;;;;;;;;;4;0.0281818181818181;0.0;753;0.0066401062416998;1091.304347826087;0.3333333333333333;5.797101449275363;1;0.3799999999999999;0;-2;-4;0.0146520146520146;0.25;0.2299999999999999;1.3333333333333333;3;0;3;1;0;0;0;1;0.25;1.0;0.0036630036630036;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
