Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kevin Trapp-Frankfurt;Lucas Silva Melo-Frankfurt;Robin Koch-Frankfurt;Arthur Theate-Frankfurt;Rasmus Nissen Kristensen-Frankfurt;Ellyes Skhiri-Frankfurt;Hugo Larsson-Frankfurt;Nathaniel Brown-Frankfurt;Ansgar Knauff-Frankfurt;Jean-Mattéo Bahoya-Frankfurt;Hugo Ekitike-Frankfurt;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Nnamdi Collins-Frankfurt;Farès Chaïbi-Frankfurt;Michy Batshuayi-Frankfurt;Kauã Santos-Frankfurt;Mario Götze-Frankfurt;Oscar Højlund-Frankfurt;Can Uzun-Frankfurt;Elye Wahi-Frankfurt;Omar Marmoush-Frankfurt;Mahmoud Dahoud-Frankfurt;Niels Nkounkou-Frankfurt;Igor Matanović-Frankfurt;Éric Junior Dina-Ebimbe-Frankfurt;Aurèle Amenda-Frankfurt;Aurélio Buta-Frankfurt;Willian Pacho-Frankfurt;Philipp Max-Frankfurt;Makoto Hasebe-Frankfurt;Donny van de Beek-Frankfurt;Saša Kalajdžić-Frankfurt;Jens Grahl-Frankfurt;Hrvoje Smolčić-Frankfurt;Elias Baum-Frankfurt;Jens Petter Hauge-Frankfurt;Jessic Ngankam-Frankfurt;Paxten Aaronson-Frankfurt;Sebastian Rode-Frankfurt;Kristijan Jakić-Frankfurt;Randal Kolo Muani-Frankfurt;Jesper Lindstrøm-Frankfurt;Evan N’Dicka-Frankfurt;Djibril Sow-Frankfurt;Daichi Kamada-Frankfurt;Christopher Lenz-Frankfurt;Almamy Touré-Frankfurt;Rafael Santos Borré-Frankfurt
2025-01-17;Frankfurt;9;17;17;87;11;Dortmund;0;2;13;12;5;3;0.32;0.68;346;0.76;8;6;0;2;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;0.0566666666666666;0.0;263;0.0304182509505703;821.875;0.3846153846153846;15.625;1;-0.36;-2;-2;2;0.0375722543352601;0.1538461538461538;0.16;2.5;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.0057803468208092;6.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Frankfurt;9;30;0;87;170;Friburgo;1;1;23;7;8;5;0.65;0.35;591;0.9;8;11;1;1;0;0;8;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1;0.0499999999999999;0.125;532;0.0150375939849624;818.4615384615385;0.3478260869565217;12.307692307692308;16;0.3;7;0;-3;0.038917089678511;0.1739130434782608;0.1625;2.0;1;3;4;1;0;0;0;1;0.1739130434782608;0.5;0.0067681895093062;5.75;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Frankfurt;9;30;17;87;176;St. Pauli;3;0;14;18;6;4;0.58;0.42;605;0.86;7;8;3;0;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3;0.0233333333333333;0.4285714285714285;520;0.0134615384615384;896.551724137931;0.2142857142857142;5.172413793103448;-4;0.1599999999999999;0;3;-1;0.0231404958677685;0.0714285714285714;0.58;3.0;1;0;1;1;0;0;1;0;0.0714285714285714;0.1666666666666666;0.0016528925619834;14.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Frankfurt;9;2;17;87;174;Mainz 05;1;2;34;9;9;3;0.71;0.29;550;0.85;10;10;1;1;0;1;17;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2;0.0322222222222222;0.1;468;0.0213675213675213;659.1549295774648;0.5;23.943661971830988;25;0.42;15;-1;0;0.0618181818181818;0.0294117647058823;0.71;17.0;0;1;1;0;0;1;0;1;0.0294117647058823;0.1111111111111111;0.0018181818181818;34.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Frankfurt;9;17;4;87;31;RB Leipzig;3;1;16;19;3;9;0.57;0.43;523;0.86;10;15;3;1;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.0226315789473684;0.3;450;0.0222222222222222;789.4736842105264;0.4375;12.280701754385966;-3;0.1399999999999999;1;2;-5;0.0305927342256214;0.0625;0.57;7.0;1;0;1;0;0;1;1;0;0.0625;0.3333333333333333;0.0019120458891013;16.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-12;Frankfurt;5;1;0;87;90;Lyon;7;5;7;19;5;6;0.57;0.43;515;0.83;15;18;7;5;0;0;0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4;0.0226315789473684;0.4666666666666667;427;0.0351288056206089;749.1228070175439;0.0;0.0;-12;0.1399999999999999;-4;2;-3;0.0135922330097087;0.2857142857142857;0.285;0.0;1;1;2;0;0;1;1;0;0.2857142857142857;0.4;0.003883495145631;3.5;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Frankfurt;9;13;2;87;173;Augsburgo;2;2;16;8;4;3;0.68;0.32;571;0.84;17;9;2;2;0;0;4;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0;0.04;0.1176470588235294;480;0.0354166666666666;705.8823529411765;0.25;5.88235294117647;8;0.36;4;0;8;0.0280210157618213;0.125;0.34;2.0;0;2;2;0;1;0;0;1;0.125;0.5;0.0035026269702276;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Frankfurt;23;1;2;87;31;RB Leipzig;1;1;7;15;1;6;0.65;0.35;607;0.87;9;3;1;1;0;0;9;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3;0.0233333333333333;0.1111111111111111;528;0.0170454545454545;812.3076923076923;1.2857142857142858;13.846153846153843;-8;0.3;6;0;6;0.0115321252059308;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Frankfurt;9;1;6;87;142;Heidenheim;2;0;14;8;8;1;0.54;0.46;508;0.84;9;7;2;0;0;0;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.0575;0.2222222222222222;427;0.0210772833723653;790.7407407407406;0.3571428571428571;9.25925925925926;6;0.08;-1;2;2;0.0275590551181102;0.2857142857142857;0.135;1.25;1;3;4;1;0;0;1;0;0.2857142857142857;0.5;0.0078740157480314;3.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Frankfurt;5;1;3;87;88;Midtjylland;0;1;17;11;6;3;0.58;0.42;531;0.83;7;8;0;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6;0.0381818181818181;0.0;441;0.0158730158730158;760.344827586207;0.2352941176470588;6.896551724137932;6;0.1599999999999999;-2;-1;-1;0.032015065913371;0.1176470588235294;0.29;2.0;1;1;2;1;0;0;1;0;0.1176470588235294;0.3333333333333333;0.0037664783427495;8.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Frankfurt;9;1;17;87;171;Werder Bremen;2;2;15;8;5;1;0.5;0.5;475;0.82;15;9;2;2;0;0;5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;6;0.0625;0.1333333333333333;390;0.0384615384615384;780.0;0.3333333333333333;10.0;7;0.0;-1;0;6;0.031578947368421;0.0666666666666666;0.5;5.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.2;0.0021052631578947;15.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Frankfurt;9;1;3;87;18;Stuttgart;2;2;8;22;5;11;0.39;0.61;373;0.77;15;10;2;2;0;0;3;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;8;0.0277272727272727;0.1333333333333333;287;0.0522648083623693;735.8974358974359;0.375;7.692307692307692;-14;-0.2199999999999999;-5;0;5;0.0214477211796246;0.375;0.13;1.0;1;2;3;1;0;0;1;0;0.375;0.6;0.0080428954423592;2.6666666666666665;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Frankfurt;5;1;17;87;96;Slavia Praga;3;1;10;20;5;4;0.47;0.53;383;0.73;13;5;3;1;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7;0.0265;0.2307692307692307;280;0.0464285714285714;595.7446808510639;0.4;8.51063829787234;-10;-0.06;-3;2;8;0.0261096605744125;0.1;0.47;4.0;0;1;1;1;0;0;0;1;0.1;0.2;0.0026109660574412;10.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Frankfurt;9;1;1;87;178;Bochum;1;2;18;11;9;8;0.65;0.35;588;0.85;6;15;1;2;0;0;5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;2;0.0318181818181818;0.1666666666666666;500;0.012;769.2307692307692;0.2777777777777778;7.692307692307692;7;0.3;3;-1;-9;0.0306122448979591;0.3888888888888889;0.0928571428571428;0.7142857142857143;4;3;7;1;0;0;0;1;0.3888888888888889;0.7777777777777778;0.0119047619047619;2.571428571428572;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Frankfurt;23;1;3;87;172;Mönchengladbach;3;4;14;19;7;3;0.39;0.61;378;0.8;7;15;2;4;1;0;2;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;6;0.0321052631578947;0.4285714285714285;302;0.0231788079470198;774.3589743589744;0.1428571428571428;5.128205128205128;-5;-0.2199999999999999;-4;-1;-8;0.037037037037037;0.1428571428571428;0.195;1.0;1;1;2;1;0;0;0;1;0.1428571428571428;0.2857142857142857;0.0052910052910052;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Frankfurt;9;2;6;87;169;FC Union Berlin;2;5;17;13;5;4;0.52;0.48;491;0.77;7;13;1;5;1;0;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.0369230769230769;0.2857142857142857;378;0.0185185185185185;726.9230769230769;0.2941176470588235;9.615384615384617;4;0.04;1;-3;-6;0.0346232179226069;0.0588235294117647;0.52;5.0;1;0;1;0;1;0;1;0;0.0588235294117647;0.2;0.0020366598778004;17.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Frankfurt;5;1;4;87;108;Rigas FS;1;0;20;10;4;1;0.61;0.39;565;0.87;12;6;1;0;0;0;7;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.039;0.0833333333333333;492;0.024390243902439;806.5573770491803;0.35;11.475409836065571;10;0.2199999999999999;3;1;6;0.0353982300884955;0.05;0.61;7.0;0;1;1;1;0;0;0;1;0.05;0.25;0.0017699115044247;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Frankfurt;9;1;17;87;6;Leverkusen;1;2;9;27;2;9;0.46;0.54;470;0.87;5;9;1;2;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;8;0.02;0.2;409;0.0122249388753056;889.1304347826086;0.3333333333333333;6.521739130434782;-18;-0.08;-5;-1;-4;0.0191489361702127;0.1111111111111111;0.46;3.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.5;0.002127659574468;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Frankfurt;9;1;3;87;23;Bayern;1;1;6;24;4;13;0.25;0.75;305;0.77;10;6;1;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;11;0.03125;0.1;235;0.0425531914893617;940.0;0.0;0.0;-18;-0.5;-11;0;4;0.0196721311475409;0.5;0.0833333333333333;0.0;2;1;3;0;1;0;0;1;0.5;0.75;0.0098360655737704;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Frankfurt;5;1;3;87;104;Beşiktaş;2;3;11;27;5;11;0.34;0.66;320;0.71;11;10;2;3;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;11;0.0244444444444444;0.1818181818181818;227;0.0484581497797356;667.6470588235294;0.0909090909090909;2.941176470588235;-16;-0.32;-10;-1;1;0.034375;0.2727272727272727;0.1133333333333333;0.3333333333333333;2;1;3;1;0;0;1;0;0.2727272727272727;0.6;0.009375;3.6666666666666665;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Frankfurt;9;3;2;87;177;KSV Holstein;3;1;20;10;10;5;0.53;0.47;421;0.84;12;12;3;1;0;0;9;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.047;0.25;354;0.0338983050847457;667.9245283018868;0.45;16.9811320754717;10;0.06;5;2;0;0.0475059382422802;0.2;0.1325;2.25;1;3;4;1;0;0;1;0;0.2;0.4;0.009501187648456;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Frankfurt;5;1;2;87;98;Viktoria Plzeň;0;0;19;13;6;6;0.68;0.32;665;0.87;5;11;0;0;0;0;5;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1;0.0246153846153846;0.0;579;0.0086355785837651;851.470588235294;0.2631578947368421;7.352941176470588;6;0.36;4;0;-6;0.0285714285714285;0.1578947368421052;0.2266666666666666;1.6666666666666667;1;2;3;0;1;0;0;1;0.1578947368421052;0.5;0.0045112781954887;6.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Frankfurt;9;1;3;87;172;Mönchengladbach;1;1;18;25;4;7;0.36;0.64;367;0.84;10;12;1;1;0;0;8;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;5;0.0256;0.1;308;0.0324675324675324;855.5555555555555;0.4444444444444444;22.22222222222222;-7;-0.28;3;0;-2;0.0490463215258855;0.1111111111111111;0.18;4.0;1;1;2;1;0;0;0;1;0.1111111111111111;0.5;0.0054495912806539;9.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Frankfurt;9;1;7;87;175;Wolfsburg;2;1;14;18;6;4;0.4;0.6;344;0.78;18;7;2;1;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;5;0.0333333333333333;0.1111111111111111;268;0.0671641791044776;670.0;0.2857142857142857;10.0;-4;-0.1999999999999999;-1;1;11;0.0406976744186046;0.1428571428571428;0.2;2.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.3333333333333333;0.005813953488372;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Frankfurt;9;6;29;87;97;Hoffenheim;0;3;18;11;7;3;0.51;0.49;465;0.85;10;10;0;3;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;4;0.0445454545454545;0.0;395;0.0253164556962025;774.5098039215686;0.0555555555555555;1.96078431372549;7;0.02;-3;-3;0;0.0387096774193548;0.1666666666666666;0.17;0.3333333333333333;2;1;3;1;0;0;0;1;0.1666666666666666;0.4285714285714285;0.0064516129032258;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Frankfurt;9;3;17;87;11;Dortmund;1;0;7;20;2;5;0.29;0.71;295;0.82;3;6;1;0;0;0;7;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;7;0.0355;0.3333333333333333;242;0.012396694214876;834.4827586206898;1.0;24.13793103448276;-13;-0.42;0;1;-3;0.023728813559322;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Frankfurt;23;3;6;87;195;Eintracht Braunschweig;1;3;14;10;8;1;0.59;0.41;540;0.85;10;7;1;3;0;0;4;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;5;0.0409999999999999;0.1;459;0.0217864923747276;777.9661016949153;0.2857142857142857;6.779661016949153;4;0.18;-1;-2;3;0.0259259259259259;0.2857142857142857;0.1475;1.0;0;4;4;1;0;0;1;0;0.2857142857142857;0.5;0.0074074074074074;3.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-30;Frankfurt;6;9;17;87;-1;Louisville City FC;2;3;12;13;7;4;0.57;0.43;451;0.83;10;9;2;3;0;0;5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8;0.033076923076923;0.2;374;0.0267379679144385;656.140350877193;0.4166666666666667;8.771929824561404;-1;0.1399999999999999;-3;-1;1;0.0266075388026607;0.3333333333333333;0.1425;1.25;1;3;4;1;0;0;1;0;0.3333333333333333;0.5714285714285714;0.0088691796008869;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Frankfurt;9;17;13;87;31;RB Leipzig;2;2;22;9;6;5;0.46;0.54;424;0.78;10;11;2;2;0;0;8;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3;0.06;0.2;331;0.0302114803625377;719.5652173913044;0.3636363636363636;17.391304347826086;13;-0.08;5;0;-1;0.0518867924528301;0.0909090909090909;0.23;4.0;0;2;2;0;1;0;0;1;0.0909090909090909;0.3333333333333333;0.0047169811320754;11.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Frankfurt;9;2;2;87;172;Mönchengladbach;0;1;17;6;2;3;0.56;0.44;546;0.82;10;9;0;1;0;0;8;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;0.0733333333333333;0.0;448;0.0223214285714285;799.9999999999999;0.4705882352941176;14.285714285714285;11;0.12;6;-1;1;0.0311355311355311;0.0588235294117647;0.56;8.0;1;0;1;0;1;0;1;0;0.0588235294117647;0.5;0.0018315018315018;17.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Frankfurt;9;13;17;87;6;Leverkusen;0;0;17;9;5;7;0.56;0.44;514;0.85;10;4;0;0;0;0;10;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.0488888888888888;0.0;437;0.022883295194508;780.3571428571428;0.5882352941176471;17.857142857142854;8;0.12;5;0;6;0.0330739299610894;0.0588235294117647;0.56;10.0;1;0;1;0;0;1;0;1;0.0588235294117647;0.2;0.0019455252918287;17.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Frankfurt;9;2;3;87;23;Bayern;3;0;10;20;3;9;0.38;0.62;418;0.82;7;11;3;0;0;0;2;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;0.031;0.4285714285714285;343;0.0204081632653061;902.6315789473684;0.2;5.2631578947368425;-10;-0.24;-2;3;-4;0.0239234449760765;0.1;0.38;2.0;1;0;1;0;0;1;1;0;0.1;0.3333333333333333;0.0023923444976076;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
