Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Christos Mandas-Lazio;Manuel Lazzari-Lazio;Mario Gila-Lazio;Alessio Romagnoli-Lazio;Adam Marušić-Lazio;Nicolò Rovella-Lazio;Mattéo Guendouzi-Lazio;Gustav Isaksen-Lazio;Pedro-Lazio;Mattia Zaccagni-Lazio;Valentín Mariano Castellanos-Lazio;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Samuel Gigot-Lazio;Luca Pellegrini-Lazio;Fisayo Dele-Bashiru-Lazio;Elseid Hysaj-Lazio;Matías Vecino-Lazio;Boulaye Dia-Lazio;Nuno Tavares-Lazio;Reda Belahyane-Lazio;Loum Tchaouna-Lazio;Ivan Provedel-Lazio;Patricio Gabarrón-Lazio;Tijjani Noslin-Lazio;Gaetano Castrovilli-Lazio;Nicolò Casale-Lazio;Daichi Kamada-Lazio;Felipe Anderson-Lazio;Ciro Immobile-Lazio;Luis Alberto Romero Alconchel-Lazio;Danilo Cataldi-Lazio;Sergej Milinković-Savić-Lazio;Marcos Antônio Silva Santos-Lazio;Matteo Cancellieri-Lazio;Toma Bašić-Lazio;Luís Maximiano-Lazio
2024-11-04;Lazio;4;3;3;71;79;Cagliari;3;6;20;6;5;1;0.55;0.45;466;0.89;12;17;3;4;0;2;2;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;3;0.075;0.25;415;0.0289156626506024;754.5454545454545;0.1;3.636363636363636;14;0.1;-1;-3;-5;0.0429184549356223;0.1;0.275;1.0;1;1;2;1;0;0;0;1;0.1;0.4;0.0042918454935622;10.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Lazio;4;3;3;71;78;Como;4;1;14;14;7;2;0.49;0.51;408;0.83;18;14;3;0;1;1;5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.0364285714285714;0.2222222222222222;339;0.0530973451327433;691.8367346938776;0.3571428571428571;10.20408163265306;0;-0.02;2;3;4;0.034313725490196;0.3571428571428571;0.098;1.0;2;3;5;1;0;0;1;0;0.3571428571428571;0.7142857142857143;0.0122549019607843;2.8;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Lazio;4;3;3;71;83;Genoa;3;1;18;6;4;2;0.62;0.38;552;0.88;12;6;3;1;0;0;7;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.0633333333333333;0.25;486;0.0246913580246913;783.8709677419355;0.3888888888888889;11.290322580645162;12;0.24;3;2;6;0.0326086956521739;0.1666666666666666;0.2066666666666666;2.333333333333333;1;2;3;1;0;0;0;1;0.1666666666666666;0.75;0.0054347826086956;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Lazio;5;3;3;71;105;Twente;0;5;14;7;6;2;0.68;0.32;610;0.89;6;12;0;4;0;1;4;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2;0.0457142857142857;0.0;543;0.011049723756906;798.5294117647059;0.2857142857142857;5.88235294117647;7;0.36;2;-5;-6;0.0229508196721311;0.1428571428571428;0.34;2.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.3333333333333333;0.0032786885245901;7.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Lazio;4;3;0;71;14;Juventus;3;4;2;16;1;3;0.3;0.7;268;0.77;9;16;2;4;1;0;1;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;0.04375;0.3333333333333333;206;0.0436893203883495;686.6666666666667;0.5;3.333333333333333;-14;-0.3999999999999999;-6;-1;-7;0.0074626865671641;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Lazio;4;3;30;71;75;Empoli;2;4;16;7;6;2;0.59;0.41;419;0.85;10;17;2;4;0;0;5;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;3;0.0585714285714285;0.2;356;0.0280898876404494;603.3898305084746;0.3125;8.474576271186441;9;0.18;2;-2;-7;0.0381861575178997;0.125;0.295;2.5;1;1;2;1;0;0;0;1;0.125;0.3333333333333333;0.0047732696897374;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Lazio;5;3;17;71;109;Niza;2;3;13;11;6;4;0.39;0.61;334;0.77;17;9;2;3;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;3;0.0554545454545454;0.1176470588235294;257;0.0661478599221789;658.974358974359;0.4615384615384615;15.384615384615383;2;-0.2199999999999999;3;-1;8;0.0389221556886227;0.3076923076923077;0.0975;1.5;2;2;4;1;0;0;0;1;0.3076923076923077;0.6666666666666666;0.0119760479041916;3.25;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Lazio;4;3;2;71;73;Torino;3;2;13;12;7;7;0.42;0.58;357;0.77;13;10;3;2;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;3;0.0483333333333333;0.2307692307692307;275;0.0472727272727272;654.7619047619048;0.0769230769230769;2.380952380952381;1;-0.1599999999999999;-2;1;3;0.0364145658263305;0.2307692307692307;0.1399999999999999;0.3333333333333333;1;2;3;1;0;0;1;0;0.2307692307692307;0.4285714285714285;0.0084033613445378;4.333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Lazio;5;3;0;71;112;Dinamo;2;3;14;10;7;6;0.43;0.57;387;0.86;15;11;1;2;1;1;3;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3;0.0569999999999999;0.1333333333333333;333;0.045045045045045;774.4186046511628;0.2142857142857142;6.976744186046512;4;-0.1399999999999999;0;-1;4;0.0361757105943152;0.2142857142857142;0.1433333333333333;1.0;3;0;3;1;0;0;1;0;0.2142857142857142;0.4285714285714285;0.0077519379844961;4.666666666666667;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Lazio;4;3;17;71;70;Fiorentina;4;3;20;14;6;5;0.54;0.46;404;0.89;15;11;4;3;0;0;10;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0328571428571428;0.2666666666666666;360;0.0416666666666666;666.6666666666666;0.5;18.51851851851852;6;0.08;7;1;4;0.0495049504950495;0.05;0.54;10.0;1;0;1;0;0;1;1;0;0.05;0.1666666666666666;0.0024752475247524;20.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-16;Lazio;4;3;6;71;77;Hellas Verona;2;2;14;7;7;2;0.56;0.44;505;0.86;13;10;2;2;0;0;9;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;6;0.0628571428571428;0.1538461538461538;434;0.0299539170506912;774.9999999999999;0.6428571428571429;16.07142857142857;7;0.12;3;0;3;0.0277227722772277;0.1428571428571428;0.28;4.5;2;0;2;1;0;0;0;1;0.1428571428571428;0.2857142857142857;0.0039603960396039;7.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Lazio;4;8;3;71;25;Milan;4;2;7;10;5;4;0.41;0.59;357;0.87;12;9;4;2;0;0;5;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;0.059;0.3333333333333333;311;0.0385852090032154;758.5365853658537;0.7142857142857143;12.195121951219512;-3;-0.18;-2;2;3;0.0196078431372549;0.2857142857142857;0.205;2.5;0;2;2;0;1;0;0;1;0.2857142857142857;0.4;0.0056022408963585;3.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Lazio;4;0;17;71;72;Udinese;1;3;17;8;5;3;0.66;0.34;469;0.85;10;15;1;2;0;1;13;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;4;0.0425;0.1;399;0.025062656641604;604.5454545454545;0.7647058823529411;19.69696969696969;9;0.32;9;-2;-5;0.0362473347547974;0.0588235294117647;0.66;13.0;0;1;1;0;0;1;1;0;0.0588235294117647;0.2;0.0021321961620469;17.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Lazio;4;0;17;71;81;Venezia;1;2;13;11;6;2;0.68;0.32;596;0.9;14;11;1;2;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3;0.029090909090909;0.0714285714285714;536;0.0261194029850746;788.235294117647;0.4615384615384615;8.823529411764705;2;0.36;3;-1;3;0.0218120805369127;0.2307692307692307;0.2266666666666666;2.0;2;1;3;1;0;0;0;1;0.2307692307692307;0.5;0.0050335570469798;4.333333333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;Lazio;4;17;2;71;593;Sassuolo;3;1;8;8;6;3;0.69;0.31;714;0.88;15;11;3;1;0;0;5;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.03875;0.2;628;0.0238853503184713;910.144927536232;0.625;7.246376811594203;0;0.3799999999999999;2;2;4;0.011204481792717;0.125;0.69;5.0;0;1;1;0;1;0;0;1;0.125;0.1666666666666666;0.0014005602240896;8.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Lazio;4;17;2;71;7;Inter;1;0;8;19;3;7;0.42;0.58;425;0.82;15;10;1;0;0;0;0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;8;0.0305263157894736;0.0666666666666666;348;0.043103448275862;828.5714285714286;0.0;0.0;-11;-0.1599999999999999;-8;1;5;0.0188235294117647;0.125;0.42;0.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0023529411764705;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Lazio;4;17;2;71;75;Empoli;3;1;11;16;5;3;0.6;0.4;482;0.84;18;15;3;1;0;0;7;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;7;0.025;0.1666666666666666;405;0.0444444444444444;675.0;0.6363636363636364;11.666666666666668;-5;0.1999999999999999;0;2;3;0.0228215767634854;0.1818181818181818;0.3;3.5;1;1;2;1;0;0;0;1;0.1818181818181818;0.4;0.0041493775933609;5.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Lazio;4;17;3;71;80;Monza;7;1;9;17;5;7;0.4;0.6;395;0.84;13;8;7;1;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5;0.0352941176470588;0.5384615384615384;332;0.0391566265060241;830.0;0.4444444444444444;10.0;-8;-0.1999999999999999;-1;6;5;0.0227848101265822;0.2222222222222222;0.2;2.0;1;1;2;0;1;0;1;0;0.2222222222222222;0.4;0.0050632911392405;4.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Lazio;4;17;1;71;77;Hellas Verona;4;4;17;7;5;1;0.7;0.3;536;0.84;13;18;4;4;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.0428571428571428;0.3076923076923077;450;0.0288888888888888;642.8571428571429;0.2352941176470588;5.714285714285714;10;0.3999999999999999;2;0;-5;0.0317164179104477;0.0588235294117647;0.7;4.0;0;1;1;1;0;0;0;1;0.0588235294117647;0.2;0.001865671641791;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Lazio;35;17;2;71;14;Juventus;0;1;9;8;5;2;0.58;0.42;653;0.86;10;11;0;1;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.0525;0.0;562;0.0177935943060498;968.9655172413794;0.2222222222222222;3.4482758620689657;1;0.1599999999999999;-3;-1;-1;0.0137825421133231;0.2222222222222222;0.29;1.0;1;1;2;1;0;0;0;1;0.2222222222222222;0.4;0.003062787136294;4.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Lazio;4;17;2;71;83;Genoa;2;1;13;8;1;2;0.61;0.39;646;0.85;13;7;2;1;0;0;9;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.04875;0.1538461538461538;549;0.02367941712204;900.0;0.6923076923076923;14.754098360655735;5;0.2199999999999999;7;1;6;0.0201238390092879;0.0769230769230769;0.61;9.0;0;1;1;1;0;0;1;0;0.0769230769230769;1.0;0.001547987616099;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;Lazio;4;17;17;71;607;Salernitana;0;1;17;8;6;5;0.66;0.34;644;0.88;15;10;0;1;0;0;9;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0425;0.0;567;0.0264550264550264;859.090909090909;0.5294117647058824;13.636363636363637;9;0.32;9;-1;5;0.0263975155279503;0.2352941176470588;0.165;2.25;3;1;4;1;0;0;0;1;0.2352941176470588;0.6666666666666666;0.0062111801242236;4.25;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Lazio;4;17;20;71;74;Roma;3;5;11;15;1;3;0.54;0.46;463;0.83;15;14;3;5;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0306666666666666;0.2;384;0.0390625;711.1111111111111;0.5454545454545454;11.11111111111111;-4;0.08;3;-2;1;0.0237580993520518;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Lazio;35;0;2;71;14;Juventus;0;2;11;9;0;3;0.59;0.41;553;0.83;15;12;0;2;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;0.0455555555555555;0.0;459;0.0326797385620915;777.9661016949153;0.6363636363636364;11.864406779661016;2;0.18;1;-2;3;0.0198915009041591;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Lazio;4;1;0;71;14;Juventus;1;2;16;9;4;3;0.65;0.35;646;0.88;12;10;1;2;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2;0.0388888888888888;0.0833333333333333;568;0.0211267605633802;873.8461538461538;0.4375;10.769230769230768;7;0.3;5;-1;2;0.0247678018575851;0.0625;0.65;7.0;0;1;1;1;0;0;0;1;0.0625;0.25;0.001547987616099;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Lazio;4;0;0;71;611;Frosinone;3;1;22;14;7;5;0.58;0.42;558;0.81;16;10;3;1;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;9;0.03;0.1875;452;0.0353982300884955;779.3103448275863;0.1818181818181818;6.896551724137932;8;0.1599999999999999;-5;2;6;0.039426523297491;0.1363636363636363;0.1933333333333333;1.3333333333333333;1;2;3;1;0;0;1;0;0.1363636363636363;0.4285714285714285;0.0053763440860215;7.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-11;Lazio;4;0;2;71;72;Udinese;3;5;18;14;6;5;0.7;0.3;565;0.84;9;15;3;4;0;1;9;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0214285714285714;0.3333333333333333;475;0.0189473684210526;678.5714285714287;0.5;12.857142857142858;4;0.3999999999999999;4;-2;-6;0.031858407079646;0.0555555555555555;0.7;9.0;0;1;1;0;0;1;0;1;0.0555555555555555;0.1666666666666666;0.0017699115044247;18.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-03-05;Lazio;0;0;3;71;23;Bayern;3;0;5;24;0;7;0.39;0.61;422;0.83;9;14;3;0;0;0;3;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;0.0254166666666666;0.3333333333333333;350;0.0257142857142857;897.4358974358975;0.6;7.692307692307692;-19;-0.2199999999999999;-3;3;-5;0.0118483412322274;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-01;Lazio;4;0;3;71;25;Milan;6;6;11;14;3;5;0.38;0.62;313;0.8;17;19;3;6;3;0;2;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;5;0.0442857142857142;0.3529411764705882;250;0.068;657.8947368421052;0.1818181818181818;5.2631578947368425;-3;-0.24;-3;0;-2;0.0351437699680511;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-26;Lazio;4;0;3;71;70;Fiorentina;2;0;5;22;1;7;0.46;0.54;481;0.83;12;15;2;0;0;0;2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;13;0.0245454545454545;0.1666666666666666;399;0.0300751879699248;867.391304347826;0.4;4.3478260869565215;-17;-0.08;-11;2;-3;0.0103950103950103;0.2;0.46;2.0;1;0;1;0;0;1;1;0;0.2;1.0;0.002079002079002;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-22;Lazio;4;0;29;71;73;Torino;1;3;7;24;4;4;0.44;0.56;429;0.8;7;11;0;3;1;0;4;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.0233333333333333;0.1428571428571428;343;0.0204081632653061;779.5454545454545;0.5714285714285714;9.090909090909092;-17;-0.12;-3;-2;-4;0.0163170163170163;0.2857142857142857;0.22;2.0;0;2;2;1;0;0;1;0;0.2857142857142857;0.5;0.0046620046620046;3.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Lazio;4;0;7;71;29;Bolonia;2;3;12;11;7;3;0.44;0.56;465;0.85;5;11;2;3;0;0;8;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0509090909090909;0.4;395;0.0126582278481012;897.7272727272727;0.6666666666666666;18.181818181818183;1;-0.12;5;-1;-6;0.0258064516129032;0.0833333333333333;0.44;8.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.1428571428571428;0.0021505376344086;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-14;Lazio;0;0;3;71;23;Bayern;0;2;11;17;4;0;0.39;0.61;452;0.86;7;8;0;1;0;1;3;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0358823529411764;0.0;389;0.0179948586118251;997.4358974358972;0.2727272727272727;7.692307692307692;-6;-0.2199999999999999;-2;-2;-1;0.0243362831858407;0.0909090909090909;0.39;3.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.25;0.0022123893805309;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Lazio;4;0;17;71;79;Cagliari;3;2;12;13;5;6;0.55;0.45;587;0.84;9;6;3;1;0;1;8;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.0346153846153846;0.3333333333333333;493;0.0182555780933062;896.3636363636363;0.6666666666666666;14.545454545454543;-1;0.1;1;1;3;0.0204429301533219;0.25;0.1833333333333333;2.6666666666666665;1;2;3;1;0;0;1;0;0.25;0.6;0.0051107325383304;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-02-04;Lazio;4;0;29;71;17;Atalanta;3;2;7;19;1;5;0.46;0.54;497;0.83;14;13;3;2;0;0;1;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;6;0.0284210526315789;0.2142857142857142;413;0.0338983050847457;897.8260869565217;0.1428571428571428;2.1739130434782608;-12;-0.08;-5;1;1;0.0140845070422535;0.1428571428571428;0.46;1.0;0;1;1;0;0;1;1;0;0.1428571428571428;1.0;0.0020120724346076;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Lazio;4;0;17;71;69;Napoli;3;2;10;5;1;0;0.39;0.61;410;0.86;11;11;3;2;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3;0.122;0.2727272727272727;353;0.0311614730878186;905.1282051282052;0.4;10.256410256410255;5;-0.2199999999999999;1;1;0;0.024390243902439;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-01-19;Lazio;-1;0;2;71;7;Inter;2;1;5;23;0;7;0.38;0.62;399;0.86;11;6;2;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0269565217391304;0.1818181818181818;343;0.032069970845481;902.6315789473684;0.0;0.0;-18;-0.24;-7;1;5;0.012531328320802;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Lazio;4;0;0;71;82;Lecce;4;4;8;11;2;3;0.53;0.47;517;0.82;14;12;4;4;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5;0.0427272727272727;0.2857142857142857;424;0.0330188679245283;800.0;0.25;3.773584905660377;-3;0.06;-3;0;2;0.0154738878143133;0.125;0.53;2.0;0;1;1;1;0;0;0;1;0.125;0.5;0.0019342359767891;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
